"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","value"
0.332,0.38,4,-14.601,0,0.0474,0.257,0.000474,0.255,0.149,78.742,"audio_features","4Qd0ojqwezaDyHpZWlhQt5","spotify:track:4Qd0ojqwezaDyHpZWlhQt5","https://api.spotify.com/v1/tracks/4Qd0ojqwezaDyHpZWlhQt5","https://api.spotify.com/v1/audio-analysis/4Qd0ojqwezaDyHpZWlhQt5",323027,4,NA
0.49,0.651,8,-6.24,1,0.251,0.246,0,0.233,0.46,164.213,"audio_features","1bx4Jw8A7GQtImIQGccI6D","spotify:track:1bx4Jw8A7GQtImIQGccI6D","https://api.spotify.com/v1/tracks/1bx4Jw8A7GQtImIQGccI6D","https://api.spotify.com/v1/audio-analysis/1bx4Jw8A7GQtImIQGccI6D",246793,4,NA
0.667,0.734,6,-6.064,0,0.119,0.0386,0,0.108,0.704,128.318,"audio_features","7v0hKO3RYhEXt2EPXf4AOS","spotify:track:7v0hKO3RYhEXt2EPXf4AOS","https://api.spotify.com/v1/tracks/7v0hKO3RYhEXt2EPXf4AOS","https://api.spotify.com/v1/audio-analysis/7v0hKO3RYhEXt2EPXf4AOS",210360,4,NA
0.743,0.87,1,-2.188,1,0.212,0.0595,0,0.299,0.884,99.079,"audio_features","3wScL5W8H40zzCKN0atfBk","spotify:track:3wScL5W8H40zzCKN0atfBk","https://api.spotify.com/v1/tracks/3wScL5W8H40zzCKN0atfBk","https://api.spotify.com/v1/audio-analysis/3wScL5W8H40zzCKN0atfBk",194184,4,NA
0.589,0.85,2,-6.143,1,0.0343,0.0606,0.779,0.274,0.813,130.318,"audio_features","36gPq8WG7tDxrblyGVUCiT","spotify:track:36gPq8WG7tDxrblyGVUCiT","https://api.spotify.com/v1/tracks/36gPq8WG7tDxrblyGVUCiT","https://api.spotify.com/v1/audio-analysis/36gPq8WG7tDxrblyGVUCiT",161467,4,NA
0.364,0.841,8,-4.831,1,0.119,0.000402,0,0.242,0.0837,100.14,"audio_features","3FFcZZq3Z3EJrhUecwcMdG","spotify:track:3FFcZZq3Z3EJrhUecwcMdG","https://api.spotify.com/v1/tracks/3FFcZZq3Z3EJrhUecwcMdG","https://api.spotify.com/v1/audio-analysis/3FFcZZq3Z3EJrhUecwcMdG",305840,5,NA
0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,"audio_features","18AXbzPzBS8Y3AkgSxzJPb","spotify:track:18AXbzPzBS8Y3AkgSxzJPb","https://api.spotify.com/v1/tracks/18AXbzPzBS8Y3AkgSxzJPb","https://api.spotify.com/v1/audio-analysis/18AXbzPzBS8Y3AkgSxzJPb",336453,4,NA
0.682,0.639,8,-4.406,1,0.292,0.0284,0,0.197,0.183,89.09,"audio_features","45CCe4gu08OYG1I4MH8TU6","spotify:track:45CCe4gu08OYG1I4MH8TU6","https://api.spotify.com/v1/tracks/45CCe4gu08OYG1I4MH8TU6","https://api.spotify.com/v1/audio-analysis/45CCe4gu08OYG1I4MH8TU6",238203,4,NA
0.381,0.983,2,-3.379,1,0.161,0.211,0.00176,0.978,0.294,121.907,"audio_features","2yqVlvXgZ51ynGqwfYADx4","spotify:track:2yqVlvXgZ51ynGqwfYADx4","https://api.spotify.com/v1/tracks/2yqVlvXgZ51ynGqwfYADx4","https://api.spotify.com/v1/audio-analysis/2yqVlvXgZ51ynGqwfYADx4",221000,4,NA
0.519,0.85,9,-6.777,1,0.0678,0.0457,0,0.233,0.749,123.419,"audio_features","7CZiDzGVjUssMSOXrDNYHL","spotify:track:7CZiDzGVjUssMSOXrDNYHL","https://api.spotify.com/v1/tracks/7CZiDzGVjUssMSOXrDNYHL","https://api.spotify.com/v1/audio-analysis/7CZiDzGVjUssMSOXrDNYHL",189680,4,NA
0.238,0.934,0,-3.946,0,0.132,0.509,7.56e-05,0.901,0.277,149.686,"audio_features","0Y6UsWQoQjdRyPZrbFkeqY","spotify:track:0Y6UsWQoQjdRyPZrbFkeqY","https://api.spotify.com/v1/tracks/0Y6UsWQoQjdRyPZrbFkeqY","https://api.spotify.com/v1/audio-analysis/0Y6UsWQoQjdRyPZrbFkeqY",350573,4,NA
0.721,0.65,0,-6.95,0,0.135,0.0115,0.00014,0.34,0.392,130.487,"audio_features","7heMX7gyHP0mhTlNgd7Lxd","spotify:track:7heMX7gyHP0mhTlNgd7Lxd","https://api.spotify.com/v1/tracks/7heMX7gyHP0mhTlNgd7Lxd","https://api.spotify.com/v1/audio-analysis/7heMX7gyHP0mhTlNgd7Lxd",179658,5,NA
0.336,0.627,7,-7.463,1,0.0384,0.164,0,0.0708,0.35,150.273,"audio_features","0bYg9bo50gSsH3LtXe2SQn","spotify:track:0bYg9bo50gSsH3LtXe2SQn","https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn","https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn",241107,4,NA
0.554,0.74,9,-7.706,1,0.0803,0.698,6.9e-05,0.225,0.804,133.363,"audio_features","0x2wtJbtJrox3SDmnMj97x","spotify:track:0x2wtJbtJrox3SDmnMj97x","https://api.spotify.com/v1/tracks/0x2wtJbtJrox3SDmnMj97x","https://api.spotify.com/v1/audio-analysis/0x2wtJbtJrox3SDmnMj97x",267173,4,NA
0.417,0.967,5,-3.979,1,0.0811,0.0747,0.000299,0.954,0.323,114.415,"audio_features","1GRtXtp8IuqTXq0fDwddbS","spotify:track:1GRtXtp8IuqTXq0fDwddbS","https://api.spotify.com/v1/tracks/1GRtXtp8IuqTXq0fDwddbS","https://api.spotify.com/v1/audio-analysis/1GRtXtp8IuqTXq0fDwddbS",357400,4,NA
0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,"audio_features","2gE95JskwQ1pCACTpGe1Db","spotify:track:2gE95JskwQ1pCACTpGe1Db","https://api.spotify.com/v1/tracks/2gE95JskwQ1pCACTpGe1Db","https://api.spotify.com/v1/audio-analysis/2gE95JskwQ1pCACTpGe1Db",166280,4,NA
0.734,0.493,0,-7.528,1,0.308,0.0467,0,0.0477,0.562,86.043,"audio_features","3lb5fWSG2p7x8ik8HN9oFR","spotify:track:3lb5fWSG2p7x8ik8HN9oFR","https://api.spotify.com/v1/tracks/3lb5fWSG2p7x8ik8HN9oFR","https://api.spotify.com/v1/audio-analysis/3lb5fWSG2p7x8ik8HN9oFR",233750,4,NA
0.392,0.402,0,-9.961,0,0.0536,0.288,0,0.243,0.228,143.883,"audio_features","5eIDxmWYxRA0HJBYM9bIIS","spotify:track:5eIDxmWYxRA0HJBYM9bIIS","https://api.spotify.com/v1/tracks/5eIDxmWYxRA0HJBYM9bIIS","https://api.spotify.com/v1/audio-analysis/5eIDxmWYxRA0HJBYM9bIIS",354320,4,NA
0.426,0.341,10,-11.883,1,0.0474,0.0653,1.2e-05,0.136,0.252,71.653,"audio_features","6vLaKD0HUJ5UtIADG61Fa9","spotify:track:6vLaKD0HUJ5UtIADG61Fa9","https://api.spotify.com/v1/tracks/6vLaKD0HUJ5UtIADG61Fa9","https://api.spotify.com/v1/audio-analysis/6vLaKD0HUJ5UtIADG61Fa9",354600,4,NA
0.678,0.76,1,-5.546,1,0.221,0.0557,0,0.359,0.24,96.044,"audio_features","3EQ9QP2E7wjYQba8OSPBst","spotify:track:3EQ9QP2E7wjYQba8OSPBst","https://api.spotify.com/v1/tracks/3EQ9QP2E7wjYQba8OSPBst","https://api.spotify.com/v1/audio-analysis/3EQ9QP2E7wjYQba8OSPBst",213402,4,NA
0.819,0.535,10,-7.082,0,0.277,0.0847,0,0.216,0.69,85.504,"audio_features","7DyvSw2yWlEOcChHAbxGzU","spotify:track:7DyvSw2yWlEOcChHAbxGzU","https://api.spotify.com/v1/tracks/7DyvSw2yWlEOcChHAbxGzU","https://api.spotify.com/v1/audio-analysis/7DyvSw2yWlEOcChHAbxGzU",236773,4,NA
0.835,0.413,1,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004,"audio_features","6fwdbPMwP1zVStm8FybmkO","spotify:track:6fwdbPMwP1zVStm8FybmkO","https://api.spotify.com/v1/tracks/6fwdbPMwP1zVStm8FybmkO","https://api.spotify.com/v1/audio-analysis/6fwdbPMwP1zVStm8FybmkO",258880,4,NA
0.849,0.582,8,-6.407,1,0.214,0.113,0,0.152,0.516,100.049,"audio_features","4k0ZX0KlMBEOlTp5vexIrT","spotify:track:4k0ZX0KlMBEOlTp5vexIrT","https://api.spotify.com/v1/tracks/4k0ZX0KlMBEOlTp5vexIrT","https://api.spotify.com/v1/audio-analysis/4k0ZX0KlMBEOlTp5vexIrT",156837,4,NA
0.712,0.562,10,-6.008,1,0.129,0.125,0,0.136,0.142,140,"audio_features","6jmTHeoWvBaSrwWttr8Xvu","spotify:track:6jmTHeoWvBaSrwWttr8Xvu","https://api.spotify.com/v1/tracks/6jmTHeoWvBaSrwWttr8Xvu","https://api.spotify.com/v1/audio-analysis/6jmTHeoWvBaSrwWttr8Xvu",236480,4,NA
0.804,0.583,7,-5.335,1,0.245,0.0693,0,0.578,0.11,130.001,"audio_features","67gmXPQZL1ISSh13OJJ1Pu","spotify:track:67gmXPQZL1ISSh13OJJ1Pu","https://api.spotify.com/v1/tracks/67gmXPQZL1ISSh13OJJ1Pu","https://api.spotify.com/v1/audio-analysis/67gmXPQZL1ISSh13OJJ1Pu",308733,4,NA
0.827,0.749,9,-4.464,1,0.0487,0.0693,0,0.105,0.777,121.036,"audio_features","7ID6XJvhkORUD8usrZeY3M","spotify:track:7ID6XJvhkORUD8usrZeY3M","https://api.spotify.com/v1/tracks/7ID6XJvhkORUD8usrZeY3M","https://api.spotify.com/v1/audio-analysis/7ID6XJvhkORUD8usrZeY3M",208379,4,NA
0.665,0.91,6,-4.682,0,0.223,0.0394,0,0.227,0.887,84.099,"audio_features","0trHOzAhNpGCsGBEu7dOJo","spotify:track:0trHOzAhNpGCsGBEu7dOJo","https://api.spotify.com/v1/tracks/0trHOzAhNpGCsGBEu7dOJo","https://api.spotify.com/v1/audio-analysis/0trHOzAhNpGCsGBEu7dOJo",293973,4,NA
0.414,0.842,11,-5.698,0,0.0483,0.025,2.45e-06,0.374,0.392,92.09,"audio_features","4DtB1PJsbl4KAb2rZVNCUL","spotify:track:4DtB1PJsbl4KAb2rZVNCUL","https://api.spotify.com/v1/tracks/4DtB1PJsbl4KAb2rZVNCUL","https://api.spotify.com/v1/audio-analysis/4DtB1PJsbl4KAb2rZVNCUL",242093,4,NA
0.41,0.675,9,-9.033,1,0.0569,0.164,0.000396,0.103,0.566,128.495,"audio_features","2GCFcbxm61rSA8gzsDk6NJ","spotify:track:2GCFcbxm61rSA8gzsDk6NJ","https://api.spotify.com/v1/tracks/2GCFcbxm61rSA8gzsDk6NJ","https://api.spotify.com/v1/audio-analysis/2GCFcbxm61rSA8gzsDk6NJ",266600,4,NA
0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539,"audio_features","4ykYmUMLd18ldAXgF2B361","spotify:track:4ykYmUMLd18ldAXgF2B361","https://api.spotify.com/v1/tracks/4ykYmUMLd18ldAXgF2B361","https://api.spotify.com/v1/audio-analysis/4ykYmUMLd18ldAXgF2B361",296493,3,NA
0.488,0.803,6,-4.165,0,0.205,0.0786,0,0.215,0.319,167.329,"audio_features","5DTOk0tCrmicVQP4mc6hkr","spotify:track:5DTOk0tCrmicVQP4mc6hkr","https://api.spotify.com/v1/tracks/5DTOk0tCrmicVQP4mc6hkr","https://api.spotify.com/v1/audio-analysis/5DTOk0tCrmicVQP4mc6hkr",261743,4,NA
0.604,0.549,1,-9.873,1,0.0389,0.531,0,0.438,0.696,111.398,"audio_features","50xwQXPtfNZFKFeZ0XePWc","spotify:track:50xwQXPtfNZFKFeZ0XePWc","https://api.spotify.com/v1/tracks/50xwQXPtfNZFKFeZ0XePWc","https://api.spotify.com/v1/audio-analysis/50xwQXPtfNZFKFeZ0XePWc",158880,4,NA
0.801,0.575,2,-7.314,1,0.0945,0.0016,0,0.36,0.281,130.018,"audio_features","2qCuAD68uAtAuBe47cNgQH","spotify:track:2qCuAD68uAtAuBe47cNgQH","https://api.spotify.com/v1/tracks/2qCuAD68uAtAuBe47cNgQH","https://api.spotify.com/v1/audio-analysis/2qCuAD68uAtAuBe47cNgQH",240060,4,NA
0.86,0.799,2,-2.446,1,0.149,0.0532,2.54e-05,0.369,0.491,140.005,"audio_features","7CWiWkccuRRdrmaW6AjVEf","spotify:track:7CWiWkccuRRdrmaW6AjVEf","https://api.spotify.com/v1/tracks/7CWiWkccuRRdrmaW6AjVEf","https://api.spotify.com/v1/audio-analysis/7CWiWkccuRRdrmaW6AjVEf",205682,4,NA
0.758,0.616,2,-3.471,1,0.311,0.503,0,0.103,0.494,165.906,"audio_features","177WEvlLsCc0FzCTWslawr","spotify:track:177WEvlLsCc0FzCTWslawr","https://api.spotify.com/v1/tracks/177WEvlLsCc0FzCTWslawr","https://api.spotify.com/v1/audio-analysis/177WEvlLsCc0FzCTWslawr",176488,4,NA
0.328,0.0593,4,-16.475,1,0.0418,0.942,0.96,0.111,0.0918,124.077,"audio_features","6ruaTcDpv8chViJd7UjScW","spotify:track:6ruaTcDpv8chViJd7UjScW","https://api.spotify.com/v1/tracks/6ruaTcDpv8chViJd7UjScW","https://api.spotify.com/v1/audio-analysis/6ruaTcDpv8chViJd7UjScW",80467,3,NA
0.527,0.521,10,-8.341,0,0.033,0.0114,0.0232,0.167,0.127,99.438,"audio_features","3jg8bevUzKYONDLBBQquif","spotify:track:3jg8bevUzKYONDLBBQquif","https://api.spotify.com/v1/tracks/3jg8bevUzKYONDLBBQquif","https://api.spotify.com/v1/audio-analysis/3jg8bevUzKYONDLBBQquif",176160,4,NA
0.787,0.284,6,-10.408,0,0.287,0.172,7.93e-05,0.13,0.285,141.96,"audio_features","7hzNrW4jgbgFOYBX4PXKqr","spotify:track:7hzNrW4jgbgFOYBX4PXKqr","https://api.spotify.com/v1/tracks/7hzNrW4jgbgFOYBX4PXKqr","https://api.spotify.com/v1/audio-analysis/7hzNrW4jgbgFOYBX4PXKqr",219718,4,NA
0.843,0.359,0,-7.417,1,0.461,0.069,0,0.12,0.156,81.987,"audio_features","2ANLarE8yHVsLWW21nj79M","spotify:track:2ANLarE8yHVsLWW21nj79M","https://api.spotify.com/v1/tracks/2ANLarE8yHVsLWW21nj79M","https://api.spotify.com/v1/audio-analysis/2ANLarE8yHVsLWW21nj79M",163944,4,NA
0.902,0.819,1,-3.321,1,0.316,0.041,0,0.106,0.745,89,"audio_features","0CBQ0m3mufWH75LTYB3s6h","spotify:track:0CBQ0m3mufWH75LTYB3s6h","https://api.spotify.com/v1/tracks/0CBQ0m3mufWH75LTYB3s6h","https://api.spotify.com/v1/audio-analysis/0CBQ0m3mufWH75LTYB3s6h",186872,4,NA
0.58,0.577,2,-5.997,0,0.2,0.125,0,0.086,0.153,99.283,"audio_features","5cGpjfgAvidLy6znwkCxkP","spotify:track:5cGpjfgAvidLy6znwkCxkP","https://api.spotify.com/v1/tracks/5cGpjfgAvidLy6znwkCxkP","https://api.spotify.com/v1/audio-analysis/5cGpjfgAvidLy6znwkCxkP",193243,5,NA
0.803,0.571,2,-6.937,1,0.296,0.0169,0,0.252,0.101,140.002,"audio_features","0ubdf6zWT1It2saK41SkO0","spotify:track:0ubdf6zWT1It2saK41SkO0","https://api.spotify.com/v1/tracks/0ubdf6zWT1It2saK41SkO0","https://api.spotify.com/v1/audio-analysis/0ubdf6zWT1It2saK41SkO0",208504,4,NA
0.645,0.541,10,-6.312,0,0.0385,0.0802,0,0.325,0.411,95.061,"audio_features","270aLuFCbX32hhBr8MQyPM","spotify:track:270aLuFCbX32hhBr8MQyPM","https://api.spotify.com/v1/tracks/270aLuFCbX32hhBr8MQyPM","https://api.spotify.com/v1/audio-analysis/270aLuFCbX32hhBr8MQyPM",181880,4,NA
0.741,0.562,4,-5.474,0,0.165,0.172,0,0.0751,0.292,180.068,"audio_features","3A2OHirUAlQp2x73BJlEDA","spotify:track:3A2OHirUAlQp2x73BJlEDA","https://api.spotify.com/v1/tracks/3A2OHirUAlQp2x73BJlEDA","https://api.spotify.com/v1/audio-analysis/3A2OHirUAlQp2x73BJlEDA",240926,4,NA
0.522,0.728,3,-3.801,0,0.0323,0.00134,0,0.132,0.18,124.045,"audio_features","3xby7fOyqmeON8jsnom0AT","spotify:track:3xby7fOyqmeON8jsnom0AT","https://api.spotify.com/v1/tracks/3xby7fOyqmeON8jsnom0AT","https://api.spotify.com/v1/audio-analysis/3xby7fOyqmeON8jsnom0AT",321560,4,NA
0.554,0.54,1,-5.687,1,0.0905,0.00793,1.05e-06,0.158,0.162,116.877,"audio_features","5H25xsIuRWUI8GwcoAoeSG","spotify:track:5H25xsIuRWUI8GwcoAoeSG","https://api.spotify.com/v1/tracks/5H25xsIuRWUI8GwcoAoeSG","https://api.spotify.com/v1/audio-analysis/5H25xsIuRWUI8GwcoAoeSG",166320,4,NA
0.638,0.4,11,-11.212,0,0.0425,0.733,0.000133,0.334,0.495,150.133,"audio_features","6LyAwkJsHlW7RQ8S1cYAtM","spotify:track:6LyAwkJsHlW7RQ8S1cYAtM","https://api.spotify.com/v1/tracks/6LyAwkJsHlW7RQ8S1cYAtM","https://api.spotify.com/v1/audio-analysis/6LyAwkJsHlW7RQ8S1cYAtM",166093,4,NA
0.773,0.595,8,-6.062,0,0.161,0.114,2.47e-06,0.13,0.338,123.968,"audio_features","1SGt65i9AnXYdDQt1AtDRH","spotify:track:1SGt65i9AnXYdDQt1AtDRH","https://api.spotify.com/v1/tracks/1SGt65i9AnXYdDQt1AtDRH","https://api.spotify.com/v1/audio-analysis/1SGt65i9AnXYdDQt1AtDRH",461840,4,NA
0.688,0.658,1,-4.155,1,0.0695,0.105,1.89e-06,0.335,0.28,75.615,"audio_features","7pas6O1LYbaeChEFQBhPFU","spotify:track:7pas6O1LYbaeChEFQBhPFU","https://api.spotify.com/v1/tracks/7pas6O1LYbaeChEFQBhPFU","https://api.spotify.com/v1/audio-analysis/7pas6O1LYbaeChEFQBhPFU",226397,4,NA
0.726,0.41,6,-8.262,0,0.111,0.0445,0.926,0.351,0.0404,82.998,"audio_features","27XmhXaP0eM2wJOrJNJmEJ","spotify:track:27XmhXaP0eM2wJOrJNJmEJ","https://api.spotify.com/v1/tracks/27XmhXaP0eM2wJOrJNJmEJ","https://api.spotify.com/v1/audio-analysis/27XmhXaP0eM2wJOrJNJmEJ",245027,4,NA
0.423,0.536,7,-3.8,1,0.16,0.015,0,0.095,0.0895,71.313,"audio_features","6wwruKU956ldDyz55DZTt1","spotify:track:6wwruKU956ldDyz55DZTt1","https://api.spotify.com/v1/tracks/6wwruKU956ldDyz55DZTt1","https://api.spotify.com/v1/audio-analysis/6wwruKU956ldDyz55DZTt1",313909,5,NA
0.744,0.589,5,-1.218,0,0.0359,0.36,0,0.119,0.242,127.051,"audio_features","1Ci4wASMY4xtKVMeHA6Sd5","spotify:track:1Ci4wASMY4xtKVMeHA6Sd5","https://api.spotify.com/v1/tracks/1Ci4wASMY4xtKVMeHA6Sd5","https://api.spotify.com/v1/audio-analysis/1Ci4wASMY4xtKVMeHA6Sd5",286236,4,NA
0.694,0.268,11,-14.927,0,0.0703,0.34,0.934,0.122,0.515,74.999,"audio_features","0Bas2DXoMaoIZeWu0j0lJU","spotify:track:0Bas2DXoMaoIZeWu0j0lJU","https://api.spotify.com/v1/tracks/0Bas2DXoMaoIZeWu0j0lJU","https://api.spotify.com/v1/audio-analysis/0Bas2DXoMaoIZeWu0j0lJU",166360,4,NA
0.719,0.501,8,-8.84,0,0.239,0.257,0,0.189,0.419,136.025,"audio_features","00KjOnN3U40e3lXFUOue7h","spotify:track:00KjOnN3U40e3lXFUOue7h","https://api.spotify.com/v1/tracks/00KjOnN3U40e3lXFUOue7h","https://api.spotify.com/v1/audio-analysis/00KjOnN3U40e3lXFUOue7h",226320,4,NA
0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,"audio_features","5e9TFTbltYBg2xThimr0rU","spotify:track:5e9TFTbltYBg2xThimr0rU","https://api.spotify.com/v1/tracks/5e9TFTbltYBg2xThimr0rU","https://api.spotify.com/v1/audio-analysis/5e9TFTbltYBg2xThimr0rU",270213,4,NA
0.667,0.669,8,-6.264,1,0.0326,0.441,0.0023,0.215,0.947,98.264,"audio_features","2OSfEYKhlSsLx6vn4O75RK","spotify:track:2OSfEYKhlSsLx6vn4O75RK","https://api.spotify.com/v1/tracks/2OSfEYKhlSsLx6vn4O75RK","https://api.spotify.com/v1/audio-analysis/2OSfEYKhlSsLx6vn4O75RK",178493,4,NA
0.793,0.481,2,-14.246,1,0.0278,0.231,0.00122,0.06,0.97,107.744,"audio_features","2T43UrvAg60ubJVo5KQ3t7","spotify:track:2T43UrvAg60ubJVo5KQ3t7","https://api.spotify.com/v1/tracks/2T43UrvAg60ubJVo5KQ3t7","https://api.spotify.com/v1/audio-analysis/2T43UrvAg60ubJVo5KQ3t7",208307,4,NA
0.686,0.384,11,-10.424,0,0.0719,0.629,0,0.153,0.544,81.412,"audio_features","0a9sd6MEXZXIPHk0fAxpZ4","spotify:track:0a9sd6MEXZXIPHk0fAxpZ4","https://api.spotify.com/v1/tracks/0a9sd6MEXZXIPHk0fAxpZ4","https://api.spotify.com/v1/audio-analysis/0a9sd6MEXZXIPHk0fAxpZ4",121973,4,NA
0.856,0.527,2,-5.225,1,0.0997,0.392,0,0.11,0.386,98.052,"audio_features","0Dc7J9VPV4eOInoxUiZrsL","spotify:track:0Dc7J9VPV4eOInoxUiZrsL","https://api.spotify.com/v1/tracks/0Dc7J9VPV4eOInoxUiZrsL","https://api.spotify.com/v1/audio-analysis/0Dc7J9VPV4eOInoxUiZrsL",266840,4,NA
0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,"audio_features","3KkXRkHbMCARz0aVfEt68P","spotify:track:3KkXRkHbMCARz0aVfEt68P","https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P","https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P",158040,4,NA
0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,"audio_features","4rHZZAmHpZrA3iH5zx8frV","spotify:track:4rHZZAmHpZrA3iH5zx8frV","https://api.spotify.com/v1/tracks/4rHZZAmHpZrA3iH5zx8frV","https://api.spotify.com/v1/audio-analysis/4rHZZAmHpZrA3iH5zx8frV",484147,4,NA
0.843,0.546,8,-7.714,1,0.464,0.0195,0,0.374,0.427,159.104,"audio_features","50wkDxcIfamIajKwmgp0iB","spotify:track:50wkDxcIfamIajKwmgp0iB","https://api.spotify.com/v1/tracks/50wkDxcIfamIajKwmgp0iB","https://api.spotify.com/v1/audio-analysis/50wkDxcIfamIajKwmgp0iB",215533,4,NA
0.548,0.829,1,-4.103,0,0.285,0.339,0,0.537,0.452,93.62,"audio_features","7g8rz7xe0G4Go0tTZAXcOx","spotify:track:7g8rz7xe0G4Go0tTZAXcOx","https://api.spotify.com/v1/tracks/7g8rz7xe0G4Go0tTZAXcOx","https://api.spotify.com/v1/audio-analysis/7g8rz7xe0G4Go0tTZAXcOx",194739,4,NA
0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,"audio_features","5aXgz1oKK8Q9z9xvTmSnrO","spotify:track:5aXgz1oKK8Q9z9xvTmSnrO","https://api.spotify.com/v1/tracks/5aXgz1oKK8Q9z9xvTmSnrO","https://api.spotify.com/v1/audio-analysis/5aXgz1oKK8Q9z9xvTmSnrO",215364,4,NA
0.391,0.467,8,-7.451,1,0.0622,0.762,0,0.242,0.468,150.783,"audio_features","46ymJU8Bt4i3nj91UV1WPk","spotify:track:46ymJU8Bt4i3nj91UV1WPk","https://api.spotify.com/v1/tracks/46ymJU8Bt4i3nj91UV1WPk","https://api.spotify.com/v1/audio-analysis/46ymJU8Bt4i3nj91UV1WPk",229373,4,NA
0.676,0.76,1,-4.659,1,0.328,0.00349,0,0.136,0.322,128.06,"audio_features","1pF5hkdEGJv8xzLTvhy3PF","spotify:track:1pF5hkdEGJv8xzLTvhy3PF","https://api.spotify.com/v1/tracks/1pF5hkdEGJv8xzLTvhy3PF","https://api.spotify.com/v1/audio-analysis/1pF5hkdEGJv8xzLTvhy3PF",381240,4,NA
0.748,0.435,8,-9.512,0,0.39,0.16,0,0.204,0.471,149.124,"audio_features","0CWom3NxNJSLXNDE1cEF9v","spotify:track:0CWom3NxNJSLXNDE1cEF9v","https://api.spotify.com/v1/tracks/0CWom3NxNJSLXNDE1cEF9v","https://api.spotify.com/v1/audio-analysis/0CWom3NxNJSLXNDE1cEF9v",120163,4,NA
0.709,0.579,6,-8.686,1,0.063,0.00934,0,0.353,0.697,133.028,"audio_features","4gaz3uvhKgO078XcdzyPsl","spotify:track:4gaz3uvhKgO078XcdzyPsl","https://api.spotify.com/v1/tracks/4gaz3uvhKgO078XcdzyPsl","https://api.spotify.com/v1/audio-analysis/4gaz3uvhKgO078XcdzyPsl",258587,4,NA
0.815,0.364,2,-11.158,1,0.375,0.533,3.52e-05,0.108,0.328,129.937,"audio_features","5tsI3xxDHDgzHhn30LTQNz","spotify:track:5tsI3xxDHDgzHhn30LTQNz","https://api.spotify.com/v1/tracks/5tsI3xxDHDgzHhn30LTQNz","https://api.spotify.com/v1/audio-analysis/5tsI3xxDHDgzHhn30LTQNz",268566,4,NA
0.82,0.696,7,-4.918,0,0.182,0.119,0,0.232,0.617,144.981,"audio_features","5gx2E5aIXMRBellPZW1up5","spotify:track:5gx2E5aIXMRBellPZW1up5","https://api.spotify.com/v1/tracks/5gx2E5aIXMRBellPZW1up5","https://api.spotify.com/v1/audio-analysis/5gx2E5aIXMRBellPZW1up5",293435,4,NA
0.843,0.435,8,-8.442,1,0.178,0.47,0,0.147,0.19,120.058,"audio_features","6GnhWMhgJb7uyiiPEiEkDA","spotify:track:6GnhWMhgJb7uyiiPEiEkDA","https://api.spotify.com/v1/tracks/6GnhWMhgJb7uyiiPEiEkDA","https://api.spotify.com/v1/audio-analysis/6GnhWMhgJb7uyiiPEiEkDA",208080,4,NA
0.59,0.494,5,-8.216,0,0.449,0.363,0.000135,0.139,0.481,113.192,"audio_features","1aopm2A6hoIFS1nv6PexoM","spotify:track:1aopm2A6hoIFS1nv6PexoM","https://api.spotify.com/v1/tracks/1aopm2A6hoIFS1nv6PexoM","https://api.spotify.com/v1/audio-analysis/1aopm2A6hoIFS1nv6PexoM",207953,5,NA
0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,"audio_features","0FZ4Dmg8jJJAPJnvBIzD9z","spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z","https://api.spotify.com/v1/tracks/0FZ4Dmg8jJJAPJnvBIzD9z","https://api.spotify.com/v1/audio-analysis/0FZ4Dmg8jJJAPJnvBIzD9z",228760,4,NA
0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,"audio_features","05RgAMGypEvqhNs5hPCbMS","spotify:track:05RgAMGypEvqhNs5hPCbMS","https://api.spotify.com/v1/tracks/05RgAMGypEvqhNs5hPCbMS","https://api.spotify.com/v1/audio-analysis/05RgAMGypEvqhNs5hPCbMS",210227,4,NA
