"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","value"
0.646,0.718,0,-6.733,1,0.0341,0.00659,0,0.219,0.45,91.993,"audio_features","4Ugo71Vhp7QzvXToz5uIGs","spotify:track:4Ugo71Vhp7QzvXToz5uIGs","https://api.spotify.com/v1/tracks/4Ugo71Vhp7QzvXToz5uIGs","https://api.spotify.com/v1/audio-analysis/4Ugo71Vhp7QzvXToz5uIGs",236481,4,NA
0.697,0.716,5,-6.671,0,0.151,0.0795,0,0.139,0.348,140.082,"audio_features","34hoVcS0YCuUCzx1aFENjq","spotify:track:34hoVcS0YCuUCzx1aFENjq","https://api.spotify.com/v1/tracks/34hoVcS0YCuUCzx1aFENjq","https://api.spotify.com/v1/audio-analysis/34hoVcS0YCuUCzx1aFENjq",263337,4,NA
0.657,0.668,2,-6.208,1,0.136,0.0273,0,0.32,0.227,162.997,"audio_features","1s9DTymg5UQrdorZf43JQm","spotify:track:1s9DTymg5UQrdorZf43JQm","https://api.spotify.com/v1/tracks/1s9DTymg5UQrdorZf43JQm","https://api.spotify.com/v1/audio-analysis/1s9DTymg5UQrdorZf43JQm",206333,4,NA
0.9,0.385,1,-12.189,0,0.435,0.371,0,0.142,0.488,99.964,"audio_features","1n8wr8tRHs5jmBxNWXedcn","spotify:track:1n8wr8tRHs5jmBxNWXedcn","https://api.spotify.com/v1/tracks/1n8wr8tRHs5jmBxNWXedcn","https://api.spotify.com/v1/audio-analysis/1n8wr8tRHs5jmBxNWXedcn",174336,4,NA
0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,"audio_features","1H7KnK26kc1YyellpbINEn","spotify:track:1H7KnK26kc1YyellpbINEn","https://api.spotify.com/v1/tracks/1H7KnK26kc1YyellpbINEn","https://api.spotify.com/v1/audio-analysis/1H7KnK26kc1YyellpbINEn",201600,4,NA
0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,"audio_features","79s5XnCN4TJKTVMSmOx8Ep","spotify:track:79s5XnCN4TJKTVMSmOx8Ep","https://api.spotify.com/v1/tracks/79s5XnCN4TJKTVMSmOx8Ep","https://api.spotify.com/v1/audio-analysis/79s5XnCN4TJKTVMSmOx8Ep",216387,4,NA
0.633,0.927,2,-4.468,1,0.0839,0.0267,0,0.0986,0.88,146.097,"audio_features","1ydmhnyDOWr5y0s7Vvdw5i","spotify:track:1ydmhnyDOWr5y0s7Vvdw5i","https://api.spotify.com/v1/tracks/1ydmhnyDOWr5y0s7Vvdw5i","https://api.spotify.com/v1/audio-analysis/1ydmhnyDOWr5y0s7Vvdw5i",258432,4,NA
0.745,0.617,6,-7.22,0,0.144,0.168,0,0.389,0.185,125.98,"audio_features","0joQFwiBKmi6X1Iq5R1ubH","spotify:track:0joQFwiBKmi6X1Iq5R1ubH","https://api.spotify.com/v1/tracks/0joQFwiBKmi6X1Iq5R1ubH","https://api.spotify.com/v1/audio-analysis/0joQFwiBKmi6X1Iq5R1ubH",346907,4,NA
0.747,0.494,3,-7.957,0,0.141,0.393,0,0.0982,0.624,76.006,"audio_features","0Ifg6sEGK8dH0XDD4pzKTl","spotify:track:0Ifg6sEGK8dH0XDD4pzKTl","https://api.spotify.com/v1/tracks/0Ifg6sEGK8dH0XDD4pzKTl","https://api.spotify.com/v1/audio-analysis/0Ifg6sEGK8dH0XDD4pzKTl",228453,4,NA
0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,"audio_features","57BGVV6wcyhbn3hsjlqEZB","spotify:track:57BGVV6wcyhbn3hsjlqEZB","https://api.spotify.com/v1/tracks/57BGVV6wcyhbn3hsjlqEZB","https://api.spotify.com/v1/audio-analysis/57BGVV6wcyhbn3hsjlqEZB",135747,5,NA
0.795,0.574,2,-6.903,0,0.487,0.067,0,0.15,0.537,142.053,"audio_features","1K5KBOgreBi5fkEHvg5ap3","spotify:track:1K5KBOgreBi5fkEHvg5ap3","https://api.spotify.com/v1/tracks/1K5KBOgreBi5fkEHvg5ap3","https://api.spotify.com/v1/audio-analysis/1K5KBOgreBi5fkEHvg5ap3",237918,4,NA
0.781,0.526,6,-6.986,0,0.293,0.0633,0,0.0457,0.665,94.993,"audio_features","7bYZBVrnRfqeaPbhRyEvK3","spotify:track:7bYZBVrnRfqeaPbhRyEvK3","https://api.spotify.com/v1/tracks/7bYZBVrnRfqeaPbhRyEvK3","https://api.spotify.com/v1/audio-analysis/7bYZBVrnRfqeaPbhRyEvK3",235613,4,NA
0.943,0.763,5,-5.568,0,0.158,0.0175,1.8e-05,0.114,0.225,139.969,"audio_features","5pHJv0bgNsT9nPoK2BjNBn","spotify:track:5pHJv0bgNsT9nPoK2BjNBn","https://api.spotify.com/v1/tracks/5pHJv0bgNsT9nPoK2BjNBn","https://api.spotify.com/v1/audio-analysis/5pHJv0bgNsT9nPoK2BjNBn",219453,4,NA
0.665,0.673,0,-7.95,1,0.0493,0.259,7.62e-06,0.497,0.779,132.642,"audio_features","5Wj1rJnCLpMHdLaxsFtJLs","spotify:track:5Wj1rJnCLpMHdLaxsFtJLs","https://api.spotify.com/v1/tracks/5Wj1rJnCLpMHdLaxsFtJLs","https://api.spotify.com/v1/audio-analysis/5Wj1rJnCLpMHdLaxsFtJLs",322549,4,NA
0.596,0.65,9,-5.167,1,0.337,0.138,0,0.14,0.188,133.997,"audio_features","4lUmnwRybYH7mMzf16xB0y","spotify:track:4lUmnwRybYH7mMzf16xB0y","https://api.spotify.com/v1/tracks/4lUmnwRybYH7mMzf16xB0y","https://api.spotify.com/v1/audio-analysis/4lUmnwRybYH7mMzf16xB0y",257428,4,NA
0.744,0.697,11,-4.067,1,0.136,0.0415,0,0.112,0.238,150.046,"audio_features","2ELp0EL65yitpfJYwc5983","spotify:track:2ELp0EL65yitpfJYwc5983","https://api.spotify.com/v1/tracks/2ELp0EL65yitpfJYwc5983","https://api.spotify.com/v1/audio-analysis/2ELp0EL65yitpfJYwc5983",192921,4,NA
0.572,0.661,7,-7.251,1,0.288,0.54,0.000139,0.31,0.284,80.028,"audio_features","70tfw9ExwodfKz1b2WrQkP","spotify:track:70tfw9ExwodfKz1b2WrQkP","https://api.spotify.com/v1/tracks/70tfw9ExwodfKz1b2WrQkP","https://api.spotify.com/v1/audio-analysis/70tfw9ExwodfKz1b2WrQkP",143012,4,NA
0.372,0.187,0,-13.497,0,0.0323,0.942,0.139,0.161,0.217,70.334,"audio_features","4rmCI9VWrwrJTJ8XQ80BMN","spotify:track:4rmCI9VWrwrJTJ8XQ80BMN","https://api.spotify.com/v1/tracks/4rmCI9VWrwrJTJ8XQ80BMN","https://api.spotify.com/v1/audio-analysis/4rmCI9VWrwrJTJ8XQ80BMN",319733,4,NA
0.314,0.336,5,-15.307,0,0.0278,0.972,0.887,0.109,0.258,78.682,"audio_features","4MIPpjKWw1lLVwS6tLhis1","spotify:track:4MIPpjKWw1lLVwS6tLhis1","https://api.spotify.com/v1/tracks/4MIPpjKWw1lLVwS6tLhis1","https://api.spotify.com/v1/audio-analysis/4MIPpjKWw1lLVwS6tLhis1",442440,4,NA
0.501,0.172,8,-15.466,1,0.042,0.454,1.62e-05,0.12,0.739,121.977,"audio_features","6ftc14ulcme4t46JYD2loQ","spotify:track:6ftc14ulcme4t46JYD2loQ","https://api.spotify.com/v1/tracks/6ftc14ulcme4t46JYD2loQ","https://api.spotify.com/v1/audio-analysis/6ftc14ulcme4t46JYD2loQ",70093,3,NA
0.602,0.183,0,-24.088,0,0.732,0.856,0,0.442,0.548,116.602,"audio_features","6nS4Ny3gzS3O0PkibMPleE","spotify:track:6nS4Ny3gzS3O0PkibMPleE","https://api.spotify.com/v1/tracks/6nS4Ny3gzS3O0PkibMPleE","https://api.spotify.com/v1/audio-analysis/6nS4Ny3gzS3O0PkibMPleE",219027,5,NA
0.43,0.174,5,-16.976,0,0.1,0.645,0.00348,0.245,0.291,80.926,"audio_features","5yIscg6bbcmXqPpwc5Ky1W","spotify:track:5yIscg6bbcmXqPpwc5Ky1W","https://api.spotify.com/v1/tracks/5yIscg6bbcmXqPpwc5Ky1W","https://api.spotify.com/v1/audio-analysis/5yIscg6bbcmXqPpwc5Ky1W",380600,4,NA
0.479,0.387,5,-13.913,0,0.352,0.271,0.237,0.173,0.673,182.427,"audio_features","5bobYbFhXE66Gn1GEUyc7P","spotify:track:5bobYbFhXE66Gn1GEUyc7P","https://api.spotify.com/v1/tracks/5bobYbFhXE66Gn1GEUyc7P","https://api.spotify.com/v1/audio-analysis/5bobYbFhXE66Gn1GEUyc7P",214107,4,NA
0.605,0.171,8,-21.866,1,0.582,0.795,0,0.412,0.707,99.071,"audio_features","0kihIdxFsDff78RP3jaxbC","spotify:track:0kihIdxFsDff78RP3jaxbC","https://api.spotify.com/v1/tracks/0kihIdxFsDff78RP3jaxbC","https://api.spotify.com/v1/audio-analysis/0kihIdxFsDff78RP3jaxbC",149040,4,NA
0.407,0.366,0,-15.286,1,0.0983,0.77,0.103,0.639,0.63,176.505,"audio_features","2oANFmwGY7hxC3W1SqfcbE","spotify:track:2oANFmwGY7hxC3W1SqfcbE","https://api.spotify.com/v1/tracks/2oANFmwGY7hxC3W1SqfcbE","https://api.spotify.com/v1/audio-analysis/2oANFmwGY7hxC3W1SqfcbE",261160,4,NA
0.44,0.23,5,-25.685,1,0.828,0.925,0,0.519,0.514,88.051,"audio_features","1JzJykA1Tcid3ltiHhUtV7","spotify:track:1JzJykA1Tcid3ltiHhUtV7","https://api.spotify.com/v1/tracks/1JzJykA1Tcid3ltiHhUtV7","https://api.spotify.com/v1/audio-analysis/1JzJykA1Tcid3ltiHhUtV7",41133,4,NA
0.42,0.359,8,-15.827,1,0.102,0.55,0.000105,0.427,0.766,186.953,"audio_features","6ovjdSJpBamIgcIQJCQhO9","spotify:track:6ovjdSJpBamIgcIQJCQhO9","https://api.spotify.com/v1/tracks/6ovjdSJpBamIgcIQJCQhO9","https://api.spotify.com/v1/audio-analysis/6ovjdSJpBamIgcIQJCQhO9",484973,4,NA
0.519,0.334,10,-18.017,0,0.551,0.888,3.9e-05,0.421,0.333,106.1,"audio_features","7uwUDD8UkVnF2epgwHP7dg","spotify:track:7uwUDD8UkVnF2epgwHP7dg","https://api.spotify.com/v1/tracks/7uwUDD8UkVnF2epgwHP7dg","https://api.spotify.com/v1/audio-analysis/7uwUDD8UkVnF2epgwHP7dg",42200,3,NA
0.346,0.0517,1,-19.966,1,0.0324,0.813,0.000439,0.257,0.192,82.263,"audio_features","4aKm1xEQAaEF1tDuQ4YMuJ","spotify:track:4aKm1xEQAaEF1tDuQ4YMuJ","https://api.spotify.com/v1/tracks/4aKm1xEQAaEF1tDuQ4YMuJ","https://api.spotify.com/v1/audio-analysis/4aKm1xEQAaEF1tDuQ4YMuJ",429027,4,NA
0.411,0.507,8,-11.974,1,0.069,0.682,0.000162,0.752,0.751,140.012,"audio_features","2wlu9LI7bloXrDfkQKrEWw","spotify:track:2wlu9LI7bloXrDfkQKrEWw","https://api.spotify.com/v1/tracks/2wlu9LI7bloXrDfkQKrEWw","https://api.spotify.com/v1/audio-analysis/2wlu9LI7bloXrDfkQKrEWw",331773,4,NA
0.482,0.0823,8,-20.601,1,0.0455,0.952,0.437,0.645,0.306,110.787,"audio_features","5GnuLFEBacdDyOJoLOXxhN","spotify:track:5GnuLFEBacdDyOJoLOXxhN","https://api.spotify.com/v1/tracks/5GnuLFEBacdDyOJoLOXxhN","https://api.spotify.com/v1/audio-analysis/5GnuLFEBacdDyOJoLOXxhN",231827,4,NA
0.407,0.128,5,-18.701,0,0.0433,0.945,0,0.329,0.384,136.905,"audio_features","0bETEQbvyJU8UqWFVydtup","spotify:track:0bETEQbvyJU8UqWFVydtup","https://api.spotify.com/v1/tracks/0bETEQbvyJU8UqWFVydtup","https://api.spotify.com/v1/audio-analysis/0bETEQbvyJU8UqWFVydtup",228933,4,NA
0.761,0.847,7,-3.068,1,0.0417,0.0292,2.26e-06,0.39,0.765,91.519,"audio_features","3djNBlI7xOggg7pnsOLaNm","spotify:track:3djNBlI7xOggg7pnsOLaNm","https://api.spotify.com/v1/tracks/3djNBlI7xOggg7pnsOLaNm","https://api.spotify.com/v1/audio-analysis/3djNBlI7xOggg7pnsOLaNm",284480,4,NA
0.472,0.861,4,-3.966,0,0.0447,0.283,0,0.83,0.358,144.077,"audio_features","4IO2X2YoXoUMv0M2rwomLC","spotify:track:4IO2X2YoXoUMv0M2rwomLC","https://api.spotify.com/v1/tracks/4IO2X2YoXoUMv0M2rwomLC","https://api.spotify.com/v1/audio-analysis/4IO2X2YoXoUMv0M2rwomLC",211773,4,NA
0.583,0.344,2,-8.765,1,0.0559,0.774,0,0.143,0.581,65.203,"audio_features","2J6OF7CkpdQGSfm1wdclqn","spotify:track:2J6OF7CkpdQGSfm1wdclqn","https://api.spotify.com/v1/tracks/2J6OF7CkpdQGSfm1wdclqn","https://api.spotify.com/v1/audio-analysis/2J6OF7CkpdQGSfm1wdclqn",110129,3,NA
0.809,0.613,2,-8.402,1,0.175,0.0685,0,0.107,0.562,104.991,"audio_features","6tqIes4TjudsjfIpK4P2Jh","spotify:track:6tqIes4TjudsjfIpK4P2Jh","https://api.spotify.com/v1/tracks/6tqIes4TjudsjfIpK4P2Jh","https://api.spotify.com/v1/audio-analysis/6tqIes4TjudsjfIpK4P2Jh",252779,4,NA
0.929,0.7,0,-5.595,0,0.0906,0.144,0,0.349,0.802,120.009,"audio_features","4xqIYGwwZTEem9U8A42SPF","spotify:track:4xqIYGwwZTEem9U8A42SPF","https://api.spotify.com/v1/tracks/4xqIYGwwZTEem9U8A42SPF","https://api.spotify.com/v1/audio-analysis/4xqIYGwwZTEem9U8A42SPF",132024,4,NA
0.715,0.374,8,-6.665,1,0.0399,0.627,0,0.11,0.633,89.982,"audio_features","3gCYle76USfbHa7VDTDg5V","spotify:track:3gCYle76USfbHa7VDTDg5V","https://api.spotify.com/v1/tracks/3gCYle76USfbHa7VDTDg5V","https://api.spotify.com/v1/audio-analysis/3gCYle76USfbHa7VDTDg5V",143531,4,NA
0.914,0.463,6,-10.187,0,0.174,0.038,0,0.0833,0.532,144.039,"audio_features","5faz5WYRJdRDiCa42DSgHR","spotify:track:5faz5WYRJdRDiCa42DSgHR","https://api.spotify.com/v1/tracks/5faz5WYRJdRDiCa42DSgHR","https://api.spotify.com/v1/audio-analysis/5faz5WYRJdRDiCa42DSgHR",153360,4,NA
0.816,0.579,1,-6.097,1,0.0867,0.203,0,0.127,0.43,120.078,"audio_features","4iHSE5R1U8jf84tRn52xRt","spotify:track:4iHSE5R1U8jf84tRn52xRt","https://api.spotify.com/v1/tracks/4iHSE5R1U8jf84tRn52xRt","https://api.spotify.com/v1/audio-analysis/4iHSE5R1U8jf84tRn52xRt",226314,4,NA
0.674,0.778,0,-5.367,1,0.0376,0.0469,0,0.145,0.816,90.01,"audio_features","4Jz4bjXeiF2SXVj9P4YfY5","spotify:track:4Jz4bjXeiF2SXVj9P4YfY5","https://api.spotify.com/v1/tracks/4Jz4bjXeiF2SXVj9P4YfY5","https://api.spotify.com/v1/audio-analysis/4Jz4bjXeiF2SXVj9P4YfY5",189933,4,NA
0.522,0.466,3,-8.05,0,0.458,0.331,0,0.11,0.459,78.43,"audio_features","25uBGaikHi0DhMiGMfuXYE","spotify:track:25uBGaikHi0DhMiGMfuXYE","https://api.spotify.com/v1/tracks/25uBGaikHi0DhMiGMfuXYE","https://api.spotify.com/v1/audio-analysis/25uBGaikHi0DhMiGMfuXYE",137692,4,NA
0.789,0.536,6,-6.862,1,0.242,0.41,0,0.129,0.437,81.039,"audio_features","18vXApRmJSgQ6wG2ll9AOg","spotify:track:18vXApRmJSgQ6wG2ll9AOg","https://api.spotify.com/v1/tracks/18vXApRmJSgQ6wG2ll9AOg","https://api.spotify.com/v1/audio-analysis/18vXApRmJSgQ6wG2ll9AOg",165926,4,NA
0.734,0.712,6,-6.217,0,0.201,0.391,0,0.103,0.674,140.369,"audio_features","4CPcZHzSvIBM8AKhdHUwnL","spotify:track:4CPcZHzSvIBM8AKhdHUwnL","https://api.spotify.com/v1/tracks/4CPcZHzSvIBM8AKhdHUwnL","https://api.spotify.com/v1/audio-analysis/4CPcZHzSvIBM8AKhdHUwnL",165405,4,NA
0.774,0.554,0,-7.909,1,0.0383,0.207,0,0.132,0.349,99.034,"audio_features","22LAwLoDA5b4AaGSkg6bKW","spotify:track:22LAwLoDA5b4AaGSkg6bKW","https://api.spotify.com/v1/tracks/22LAwLoDA5b4AaGSkg6bKW","https://api.spotify.com/v1/audio-analysis/22LAwLoDA5b4AaGSkg6bKW",162547,4,NA
0.841,0.593,1,-7.846,1,0.0379,0.418,0,0.124,0.808,124.917,"audio_features","5uEYRdEIh9Bo4fpjDd4Na9","spotify:track:5uEYRdEIh9Bo4fpjDd4Na9","https://api.spotify.com/v1/tracks/5uEYRdEIh9Bo4fpjDd4Na9","https://api.spotify.com/v1/audio-analysis/5uEYRdEIh9Bo4fpjDd4Na9",162803,4,NA
0.7,0.758,10,-3.012,0,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,"audio_features","2D1hlMwWWXpkc3CZJ5U351","spotify:track:2D1hlMwWWXpkc3CZJ5U351","https://api.spotify.com/v1/tracks/2D1hlMwWWXpkc3CZJ5U351","https://api.spotify.com/v1/audio-analysis/2D1hlMwWWXpkc3CZJ5U351",249467,4,NA
0.66,0.881,10,-6.119,0,0.0849,0.0722,3.4e-05,0.362,0.586,120.017,"audio_features","1RUTIdTnFs8lHSc0Zr4UJB","spotify:track:1RUTIdTnFs8lHSc0Zr4UJB","https://api.spotify.com/v1/tracks/1RUTIdTnFs8lHSc0Zr4UJB","https://api.spotify.com/v1/audio-analysis/1RUTIdTnFs8lHSc0Zr4UJB",227347,4,NA
0.65,0.417,2,-12.413,0,0.0574,0.286,3.31e-05,0.104,0.475,98.415,"audio_features","3Xm9jQDd8my7ui5DUtEHYf","spotify:track:3Xm9jQDd8my7ui5DUtEHYf","https://api.spotify.com/v1/tracks/3Xm9jQDd8my7ui5DUtEHYf","https://api.spotify.com/v1/audio-analysis/3Xm9jQDd8my7ui5DUtEHYf",199000,4,NA
0.807,0.659,11,-6.92,1,0.332,0.0224,0,0.309,0.438,82.465,"audio_features","21UkXrc9kD48rNpTMI2ecz","spotify:track:21UkXrc9kD48rNpTMI2ecz","https://api.spotify.com/v1/tracks/21UkXrc9kD48rNpTMI2ecz","https://api.spotify.com/v1/audio-analysis/21UkXrc9kD48rNpTMI2ecz",168727,4,NA
0.455,0.529,9,-5.693,0,0.153,0.148,0,0.161,0.55,74.885,"audio_features","5mtfHX4VyY5D81WMaOHgHV","spotify:track:5mtfHX4VyY5D81WMaOHgHV","https://api.spotify.com/v1/tracks/5mtfHX4VyY5D81WMaOHgHV","https://api.spotify.com/v1/audio-analysis/5mtfHX4VyY5D81WMaOHgHV",156133,4,NA
0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,"audio_features","2LEF1A8DOZ9wRYikWgVlZ8","spotify:track:2LEF1A8DOZ9wRYikWgVlZ8","https://api.spotify.com/v1/tracks/2LEF1A8DOZ9wRYikWgVlZ8","https://api.spotify.com/v1/audio-analysis/2LEF1A8DOZ9wRYikWgVlZ8",248133,4,NA
0.775,0.655,5,-7.333,1,0.102,0.114,0.00016,0.035,0.346,114.503,"audio_features","44CZRkOxv7UItaAUmh8PgN","spotify:track:44CZRkOxv7UItaAUmh8PgN","https://api.spotify.com/v1/tracks/44CZRkOxv7UItaAUmh8PgN","https://api.spotify.com/v1/audio-analysis/44CZRkOxv7UItaAUmh8PgN",323253,4,NA
0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,"audio_features","6YUTL4dYpB9xZO5qExPf05","spotify:track:6YUTL4dYpB9xZO5qExPf05","https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05","https://api.spotify.com/v1/audio-analysis/6YUTL4dYpB9xZO5qExPf05",222533,4,NA
0.523,0.783,9,-5.084,1,0.0545,0.0144,1.71e-05,0.219,0.581,76.588,"audio_features","5DJNyvuMmZfsfvdTpMMmUq","spotify:track:5DJNyvuMmZfsfvdTpMMmUq","https://api.spotify.com/v1/tracks/5DJNyvuMmZfsfvdTpMMmUq","https://api.spotify.com/v1/audio-analysis/5DJNyvuMmZfsfvdTpMMmUq",252547,4,NA
0.737,0.615,3,-3.76,1,0.0317,0.0149,0,0.102,0.41,110.023,"audio_features","0tuyEYTaqLxE41yGHSsXjy","spotify:track:0tuyEYTaqLxE41yGHSsXjy","https://api.spotify.com/v1/tracks/0tuyEYTaqLxE41yGHSsXjy","https://api.spotify.com/v1/audio-analysis/0tuyEYTaqLxE41yGHSsXjy",231173,4,NA
0.754,0.615,4,-5.346,0,0.171,0.275,0,0.13,0.349,140.036,"audio_features","1kaxyXcAi5ZHF3Q94QXsHK","spotify:track:1kaxyXcAi5ZHF3Q94QXsHK","https://api.spotify.com/v1/tracks/1kaxyXcAi5ZHF3Q94QXsHK","https://api.spotify.com/v1/audio-analysis/1kaxyXcAi5ZHF3Q94QXsHK",214314,4,NA
0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,"audio_features","2grjqo0Frpf2okIBiifQKs","spotify:track:2grjqo0Frpf2okIBiifQKs","https://api.spotify.com/v1/tracks/2grjqo0Frpf2okIBiifQKs","https://api.spotify.com/v1/audio-analysis/2grjqo0Frpf2okIBiifQKs",215093,4,NA
0.761,0.933,10,-5.38,1,0.056,0.0908,8.53e-05,0.0607,0.836,122.959,"audio_features","4Y7XAxTANhu3lmnLAzhWJW","spotify:track:4Y7XAxTANhu3lmnLAzhWJW","https://api.spotify.com/v1/tracks/4Y7XAxTANhu3lmnLAzhWJW","https://api.spotify.com/v1/audio-analysis/4Y7XAxTANhu3lmnLAzhWJW",236200,4,NA
0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,"audio_features","4ZtFanR9U6ndgddUvNcjcG","spotify:track:4ZtFanR9U6ndgddUvNcjcG","https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG","https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG",178147,4,NA
0.272,0.238,2,-12.148,0,0.0349,0.89,0.00925,0.275,0.119,83.507,"audio_features","01z2fBGB8Hl3Jd3zXe4IXR","spotify:track:01z2fBGB8Hl3Jd3zXe4IXR","https://api.spotify.com/v1/tracks/01z2fBGB8Hl3Jd3zXe4IXR","https://api.spotify.com/v1/audio-analysis/01z2fBGB8Hl3Jd3zXe4IXR",161840,4,NA
0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,"audio_features","748mdHapucXQri7IAO8yFK","spotify:track:748mdHapucXQri7IAO8yFK","https://api.spotify.com/v1/tracks/748mdHapucXQri7IAO8yFK","https://api.spotify.com/v1/audio-analysis/748mdHapucXQri7IAO8yFK",208867,4,NA
0.692,0.684,6,-7.364,1,0.155,0.131,0,0.156,0.406,112.912,"audio_features","2fXwCWkh6YG5zU1IyvQrbs","spotify:track:2fXwCWkh6YG5zU1IyvQrbs","https://api.spotify.com/v1/tracks/2fXwCWkh6YG5zU1IyvQrbs","https://api.spotify.com/v1/audio-analysis/2fXwCWkh6YG5zU1IyvQrbs",231253,4,NA
0.781,0.548,0,-4.997,0,0.0764,0.229,0,0.127,0.175,106.996,"audio_features","5u64RlrnvvbtNh6R0EMh6o","spotify:track:5u64RlrnvvbtNh6R0EMh6o","https://api.spotify.com/v1/tracks/5u64RlrnvvbtNh6R0EMh6o","https://api.spotify.com/v1/audio-analysis/5u64RlrnvvbtNh6R0EMh6o",214255,4,NA
0.631,0.838,2,-4.791,0,0.0292,0.0205,0.000558,0.423,0.524,120.045,"audio_features","7lkeI7MsLOZ5gyh9ejaf3W","spotify:track:7lkeI7MsLOZ5gyh9ejaf3W","https://api.spotify.com/v1/tracks/7lkeI7MsLOZ5gyh9ejaf3W","https://api.spotify.com/v1/audio-analysis/7lkeI7MsLOZ5gyh9ejaf3W",231720,4,NA
0.571,0.499,11,-5.515,1,0.404,0.554,0,0.0908,0.755,126.434,"audio_features","0phwM5a6TdLBDl0F9bk5fl","spotify:track:0phwM5a6TdLBDl0F9bk5fl","https://api.spotify.com/v1/tracks/0phwM5a6TdLBDl0F9bk5fl","https://api.spotify.com/v1/audio-analysis/0phwM5a6TdLBDl0F9bk5fl",224267,4,NA
0.486,0.694,0,-5.8,1,0.141,0.574,0,0.125,0.248,109.41,"audio_features","07o54snAilKYHsW8bGFe9x","spotify:track:07o54snAilKYHsW8bGFe9x","https://api.spotify.com/v1/tracks/07o54snAilKYHsW8bGFe9x","https://api.spotify.com/v1/audio-analysis/07o54snAilKYHsW8bGFe9x",216413,4,NA
0.562,0.768,1,-5.006,0,0.0488,0.00361,0,0.0742,0.218,139.968,"audio_features","4qEoqyPbLYnLOii6mKlIjI","spotify:track:4qEoqyPbLYnLOii6mKlIjI","https://api.spotify.com/v1/tracks/4qEoqyPbLYnLOii6mKlIjI","https://api.spotify.com/v1/audio-analysis/4qEoqyPbLYnLOii6mKlIjI",198107,4,NA
0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,"audio_features","6SRsiMl7w1USE4mFqrOhHC","spotify:track:6SRsiMl7w1USE4mFqrOhHC","https://api.spotify.com/v1/tracks/6SRsiMl7w1USE4mFqrOhHC","https://api.spotify.com/v1/audio-analysis/6SRsiMl7w1USE4mFqrOhHC",143747,4,NA
0.705,0.918,6,-2.77,0,0.0684,0.04,9.3e-05,0.0803,0.546,92.511,"audio_features","4GZ3YCkuH0VvTluVLwUp4g","spotify:track:4GZ3YCkuH0VvTluVLwUp4g","https://api.spotify.com/v1/tracks/4GZ3YCkuH0VvTluVLwUp4g","https://api.spotify.com/v1/audio-analysis/4GZ3YCkuH0VvTluVLwUp4g",207925,4,NA
0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,"audio_features","4qRaZYiaOsSvWC7VgcxrI0","spotify:track:4qRaZYiaOsSvWC7VgcxrI0","https://api.spotify.com/v1/tracks/4qRaZYiaOsSvWC7VgcxrI0","https://api.spotify.com/v1/audio-analysis/4qRaZYiaOsSvWC7VgcxrI0",193253,4,NA
0.683,0.833,8,-3.324,1,0.0595,0.0499,0.000858,0.161,0.537,136.099,"audio_features","7rt7ywY9yekwaYXk2Zt4Q5","spotify:track:7rt7ywY9yekwaYXk2Zt4Q5","https://api.spotify.com/v1/tracks/7rt7ywY9yekwaYXk2Zt4Q5","https://api.spotify.com/v1/audio-analysis/7rt7ywY9yekwaYXk2Zt4Q5",189136,4,NA
0.609,0.877,5,-1.331,1,0.0345,0.0211,0.00014,0.489,0.419,130.076,"audio_features","3TEixf6Yhi5ZGUfT0ek33y","spotify:track:3TEixf6Yhi5ZGUfT0ek33y","https://api.spotify.com/v1/tracks/3TEixf6Yhi5ZGUfT0ek33y","https://api.spotify.com/v1/audio-analysis/3TEixf6Yhi5ZGUfT0ek33y",132836,4,NA
0.696,0.886,9,-3.713,0,0.0291,0.0608,1.01e-06,0.585,0.801,112.52,"audio_features","4PwwyZBEkHcm4OTJThCzXi","spotify:track:4PwwyZBEkHcm4OTJThCzXi","https://api.spotify.com/v1/tracks/4PwwyZBEkHcm4OTJThCzXi","https://api.spotify.com/v1/audio-analysis/4PwwyZBEkHcm4OTJThCzXi",189893,4,NA
