"Year","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration"
2016,0.619887931034483,0.768651477832512,-5.00733128078818,0.105016256157635,0.0995932340886699,0.0972698120812808,0.171174014778325,0.4885539408867,118.079195812808,3.97274616174056
2017,0.706148428343101,0.63257536494406,-6.64496856686201,0.171390591369206,0.157585134925946,0.00992319153116675,0.189883132658498,0.458988247202983,124.475656046883,3.98985532942639
2018,0.698969673777863,0.635856149430785,-6.64046618195733,0.153160451545011,0.146483690136803,0.00701691524251411,0.183290222902516,0.436323323447814,123.633996173347,3.9088243598329
2019,0.660653200085052,0.600841656389539,-7.70092127365511,0.122865899425898,0.231658879938337,0.0627896695657028,0.183829523708271,0.452594668296832,121.413759887306,3.71680998564746
2020,0.618827326260691,0.617418862457354,-7.0809956535963,0.111536121886246,0.234930485708277,0.0367247912464364,0.204841080525307,0.422451974575875,121.620970229471,3.94919907697341
2021,0.64162801712951,0.625653122674972,-7.11273812613548,0.117082796954754,0.222833931313262,0.0372969819910892,0.199916095683018,0.471085772990743,120.15529262912,3.80796763560862
2022,0.647799786502194,0.637975226347211,-6.86673672557625,0.139148717036334,0.217369604914008,0.0274560005270233,0.208003008737595,0.484153327007472,119.416108330368,3.7954089392322
