"Season","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration"
"Spring",0.665862882155339,0.640177929490007,-6.68216911540158,0.136313107800889,0.183796910965016,0.0234658201384412,0.193003790166604,0.464142224559737,120.713165654372,3.81521640765498
"Summer",0.662420250288651,0.632385966702671,-6.79912223918954,0.137868088196953,0.200846397005103,0.0194859256568215,0.20355243025811,0.453298536258334,121.34031408991,3.88558529057569
"Fall",0.636245303330208,0.598425038719311,-7.78491054623746,0.123841452234608,0.252584563923673,0.0681380353915338,0.196891071986665,0.451306896551724,121.108187658437,3.77693137537475
"Winter",0.645599821968286,0.631106265888295,-6.90077071171283,0.121462932140935,0.208764854887592,0.024519774756759,0.196156961868091,0.459952486233594,121.64018784416,3.9106738024262
