"Year","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration"
2016,0.640588072593168,0.655182831909938,-7.0318102193323,0.226468313276398,0.233668671569293,0.0130638517100155,0.2475109375,0.460478445263975,114.419353357919,4.07268612108566
2017,0.66493141316242,0.6184611927466,-7.0461813740816,0.211441726590589,0.232571276535876,0.0132692105483039,0.222978110833203,0.428008062372987,117.783153001407,3.88242867945912
2018,0.684693870221087,0.624961860483678,-6.85627699736611,0.209222312235613,0.216098786839732,0.0111532368257642,0.208383514246947,0.426821366429883,121.088981682497,3.57529587822917
2019,0.697725956619603,0.624757514835277,-6.84401851851852,0.207627435031717,0.2036061842168,0.00881623029517086,0.202900813382443,0.463879087374667,119.008134540618,3.44133923334015
2020,0.659535756966845,0.622898072021575,-7.07665337634181,0.185769192533446,0.220361006494104,0.0183689880513987,0.207169837660621,0.471715842631273,119.531951139548,3.46402922108826
2021,0.649567636122178,0.632051341301461,-7.10870951748561,0.16949386896857,0.22042182348517,0.0182491634568393,0.209824156706507,0.468223072155821,118.578047410359,3.48144625571787
2022,0.639129457973291,0.639515958366064,-7.03438165750196,0.164492388059701,0.218278879564415,0.0195042129638649,0.207630066771406,0.464955031421838,119.352384642577,3.41973222374967
