"MonthYear","Artist","Plays"
"2019-11","blackbear",2
"2019-12","6LACK",2
"2019-12","Arizona Zervas",2
"2019-12","Beast Coast",2
"2019-12","Cherub",2
"2019-12","Childish Gambino",2
"2019-12","Daft Punk",2
"2019-12","Denzel Curry",2
"2019-12","Eminem",2
"2019-12","Flatbush Zombies",2
"2019-12","Golden Earring",2
"2019-12","Harry Styles",2
"2019-12","J. Cole, EARTHGANG, Dreamville",2
"2019-12","JID",2
"2019-12","Jazz Cartier",2
"2019-12","Kaash Paige",2
"2019-12","Kirk Knight",2
"2019-12","Kota the Friend",2
"2019-12","Lance Skiiiwalker",2
"2019-12","Logic",2
"2019-12","Lorde",2
"2019-12","Migos",2
"2019-12","Mobb Deep",2
"2019-12","POUNDZ",2
"2019-12","Pete Rock, C.L. Smooth",2
"2019-12","Quavo",2
"2019-12","Seafood Sam",2
"2019-12","Smino, Dreezy",2
"2019-12","Smino, Jay2, Bari",2
"2019-12","The Knife",2
"2019-12","The Neighbourhood",2
"2019-12","Tory Lanez, Snakehips",2
"2019-12","Trevor Daniel",2
"2019-12","VIC MENSA",2
"2019-12","bLAck pARty",2
"2019-12","tobi lou, Galimatias",2
"2020-01","070 Shake",2
"2020-01","Brent Faiyaz",2
"2020-01","David Dallas",2
"2020-01","Don McLean",2
"2020-01","EST Gee",2
"2020-01","Edward Sharpe and the Magnetic Zeros",2
"2020-01","Isaiah Rashad",2
"2020-01","JAY-Z",2
"2020-01","Jalen Santoy",2
"2020-01","Kanye West",2
"2020-01","Karol Conka",2
"2020-01","Lil Keed",2
"2020-01","Lute, J. Cole, Dreamville",2
"2020-01","Moslikely",2
"2020-01","Nas",2
"2020-01","Nyck @ Knight",2
"2020-01","Of Monsters and Men",2
"2020-01","Offset, Metro Boomin",2
"2020-01","Omen, Lute, EARTHGANG, Dreamville, Ari Lennox",2
"2020-01","Quality Control, Lil Baby, DaBaby",2
"2020-01","REASON",2
"2020-01","Rick Ross, Kanye West",2
"2020-01","Smokepurpp",2
"2020-01","The Naked and Famous",2
"2020-01","Travis Scott, Quality Control, Offset",2
"2020-01","Trv. Scout",2
"2020-01","Vince Staples",2
"2020-01","Ye Ali, Jazz Cartier",2
"2020-01","YoungBoy Never Broke Again",2
"2020-01","blackbear",2
"2020-02","Billy Joel",2
"2020-02","Buddy",2
"2020-02","Danny Brown",2
"2020-02","Daryl Hall & John Oates",2
"2020-02","Denzel Curry",2
"2020-02","Edith Piaf",2
"2020-02","Harry Belafonte",2
"2020-02","Ice Cube",2
"2020-02","Jazz Cartier",2
"2020-02","Led Zeppelin",2
"2020-02","Lil Baby, 42 Dugg",2
"2020-02","Lil Baby, Gunna",2
"2020-02","Lil Baby, Gunna, Drake",2
"2020-02","Lil Skies",2
"2020-02","Lil Uzi Vert, HoodRich Pablo Juan",2
"2020-02","Meek Mill",2
"2020-02","Mike WiLL Made-It",2
"2020-02","Mir Fontane",2
"2020-02","Offset",2
"2020-02","Otis Redding",2
"2020-02","Quality Control, Lil Baby, DaBaby",2
"2020-02","Quavo",2
"2020-02","Rex Orange County",2
"2020-02","Roddy Ricch, Mustard",2
"2020-02","Rylo Rodriguez, Lil Baby",2
"2020-02","Shoreline Mafia",2
"2020-02","Sister Gertrude Morgan, King Britt",2
"2020-02","Tay B",2
"2020-02","The 5th Dimension",2
"2020-02","The Doors",2
"2020-02","The Turtles",2
"2020-02","Thin Lizzy",2
"2020-02","Toto",2
"2020-02","Trv. Scout",2
"2020-02","UB40",2
"2020-03","A Tribe Called Quest",2
"2020-03","Action Bronson",2
"2020-03","Ariana Grande",2
"2020-03","Bruno Major",2
"2020-03","Bryson Tiller",2
"2020-03","Calboy",2
"2020-03","Childish Gambino",2
"2020-03","Denzel Curry",2
"2020-03","Dion",2
"2020-03","EARTHGANG",2
"2020-03","Famous Dex",2
"2020-03","Flatbush Zombies",2
"2020-03","Ice Cube",2
"2020-03","Jack Stauber",2
"2020-03","Jay Rock",2
"2020-03","Jazz Cartier",2
"2020-03","Joey Purp",2
"2020-03","Kanye West, JAY-Z",2
"2020-03","Kirk Knight",2
"2020-03","Lil Wayne",2
"2020-03","Metro Boomin",2
"2020-03","Migos",2
"2020-03","Mike WiLL Made-It",2
"2020-03","Ms. Danniboo, DJ Rell",2
"2020-03","NAV",2
"2020-03","NAV, Gunna",2
"2020-03","OutKast",2
"2020-03","Pusha T",2
"2020-03","Rich Brian",2
"2020-03","Seekae",2
"2020-03","Ski Mask the Slump God",2
"2020-03","Southside, G Herbo",2
"2020-03","Tame Impala",2
"2020-03","The Underachievers",2
"2020-03","Travis Scott, ScHoolboy Q",2
"2020-03","WESTSIDE BOOGIE",2
"2020-03","Wiz Khalifa",2
"2020-03","XXXTENTACION",2
"2020-04","Baby Keem",2
"2020-04","Buddy",2
"2020-04","Denzel Curry",2
"2020-04","Electric Light Orchestra",2
"2020-04","Flume",2
"2020-04","Gunna",2
"2020-04","Jack Harlow, Charlie Sloth",2
"2020-04","Jack Harlow, G-Eazy",2
"2020-04","Jalen Santoy",2
"2020-04","Lil Wayne",2
"2020-04","Ludacris",2
"2020-04","MIKNNA, Kadhja Bonet, JID, Free Nationals",2
"2020-04","Madvillain, Madlib, MF DOOM",2
"2020-04","Michael Da Vinci",2
"2020-04","N.W.A.",2
"2020-04","Punch",2
"2020-04","Pusha T, Kanye West",2
"2020-04","Roddy Ricch",2
"2020-04","Royce da 5'9",2
"2020-04","Ski Mask the Slump God",2
"2020-04","Smino, Ravyn Lenae",2
"2020-04","Stevie Wonder",2
"2020-04","The Beatles",2
"2020-04","Will Smith",2
"2020-04","Young Thug, Lil Baby",2
"2020-04","YoungBoy Never Broke Again",2
"2020-05","$uicideboy$",2
"2020-05","645AR",2
"2020-05","A Boogie wit da Hoodie",2
"2020-05","Barlito",2
"2020-05","Buddy",2
"2020-05","Chad & Jeremy",2
"2020-05","Chance the Rapper",2
"2020-05","DaBaby",2
"2020-05","Don McLean",2
"2020-05","Don Toliver",2
"2020-05","Etta James",2
"2020-05","Five Finger Death Punch",2
"2020-05","Flatbush Zombies",2
"2020-05","Frank Ocean",2
"2020-05","GIVEON, Drake",2
"2020-05","ICECOLDBISHOP",2
"2020-05","Isaac Zale, Cherry Blu",2
"2020-05","J.I the Prince of N.Y",2
"2020-05","Janet Jackson",2
"2020-05","Jay Rock",2
"2020-05","Kaash Paige",2
"2020-05","Kap G",2
"2020-05","Knxwledge",2
"2020-05","Lil Keed",2
"2020-05","Lil Wayne",2
"2020-05","Mir Fontane",2
"2020-05","Moneybagg Yo, Lil Baby",2
"2020-05","Nas",2
"2020-05","NxWorries, Knxwledge, Anderson .Paak",2
"2020-05","Pharrell Williams",2
"2020-05","Phoenix",2
"2020-05","Post Malone",2
"2020-05","Pusha T",2
"2020-05","Quavo",2
"2020-05","Roberto Szidon",2
"2020-05","ScHoolboy Q, REASON",2
"2020-05","Shout Out Louds",2
"2020-05","Slippery Salazar, Aries",2
"2020-05","Smino, Ravyn Lenae",2
"2020-05","Soldier Kidd",2
"2020-05","Stunna 4 Vegas, Polo G",2
"2020-05","The 1-800",2
"2020-05","Tory Lanez, Mansa",2
"2020-05","Travis Scott, Quavo, HUNCHO JACK",2
"2020-05","Trenchtown",2
"2020-05","Young Thug",2
"2020-06","21 Savage",2
"2020-06","645AR",2
"2020-06","American Authors",2
"2020-06","Arctic Monkeys",2
"2020-06","Ariana Grande",2
"2020-06","Avicii",2
"2020-06","Big K.R.I.T.",2
"2020-06","Bruno Mars",2
"2020-06","Childish Gambino",2
"2020-06","Chipmunk",2
"2020-06","Cobra Starship",2
"2020-06","Coldplay",2
"2020-06","Common",2
"2020-06","Corroded",2
"2020-06","Cris Cab",2
"2020-06","Drop City Yacht Club",2
"2020-06","EST Gee",2
"2020-06","Fun.",2
"2020-06","Future, Drake",2
"2020-06","G Herbo",2
"2020-06","GIVEON, Drake",2
"2020-06","Hozier",2
"2020-06","Hudson Mohawke",2
"2020-06","J Boog",2
"2020-06","JAY-Z",2
"2020-06","Jason Derulo",2
"2020-06","Justin Bieber",2
"2020-06","Khalid",2
"2020-06","Kodak Black",2
"2020-06","Logic",2
"2020-06","Lupe Fiasco",2
"2020-06","M.C. Breed, DFC",2
"2020-06","Muse",2
"2020-06","Neil Diamond",2
"2020-06","NxWorries, Knxwledge, Anderson .Paak",2
"2020-06","Pearl Jam",2
"2020-06","Phoenix",2
"2020-06","PnB Rock",2
"2020-06","Quavo",2
"2020-06","Rich Brian",2
"2020-06","Rick Ross, Kanye West",2
"2020-06","Sean Kingston",2
"2020-06","Slippery Salazar, Aries",2
"2020-06","Smino, Ravyn Lenae",2
"2020-06","Snoh Aalegra",2
"2020-06","Tame Impala",2
"2020-06","Tegan and Sara",2
"2020-06","The Willowz",2
"2020-06","Timbaland, Nelly Furtado",2
"2020-06","Travis Scott, JACKBOYS",2
"2020-06","Travis Scott, ROSALIA",2
"2020-06","Ty Dolla $ign",2
"2020-06","Urvin June, Corbin, Anthony Carey",2
"2020-06","Vladimir Spivakov, National Philharmonic Orchestra of Russia, Daniel Lozakovich",2
"2020-06","Wiz Khalifa",2
"2020-06","Zacari",2
"2020-06","iLoveMakonnen",2
"2020-07","6ix9ine",2
"2020-07","Aly & AJ",2
"2020-07","Baby Smoove",2
"2020-07","Buddy Holly",2
"2020-07","CHASE B",2
"2020-07","Calvin Harris",2
"2020-07","Chester Watson",2
"2020-07","Chief Keef",2
"2020-07","Chris LeDoux",2
"2020-07","Cobra Starship",2
"2020-07","Comethazine",2
"2020-07","Corroded",2
"2020-07","Curtis Roach",2
"2020-07","DJ ESCO",2
"2020-07","Desiigner",2
"2020-07","EST Gee",2
"2020-07","Earl Sweatshirt",2
"2020-07","Five Finger Death Punch",2
"2020-07","Flux Pavilion",2
"2020-07","Fly Union",2
"2020-07","Free Nationals",2
"2020-07","Genghis Tron",2
"2020-07","GoldLink",2
"2020-07","HBK",2
"2020-07","Janet Jackson",2
"2020-07","Jason Derulo",2
"2020-07","Justin Timberlake",2
"2020-07","Kap G",2
"2020-07","Lil Peep",2
"2020-07","Lil Uzi Vert, Future",2
"2020-07","MAVI",2
"2020-07","MadeinTYO",2
"2020-07","Mark Battles",2
"2020-07","Mike Posner",2
"2020-07","Musa Reems",2
"2020-07","NAV",2
"2020-07","NAV, Metro Boomin",2
"2020-07","Nada Surf",2
"2020-07","Natasha Bedingfield",2
"2020-07","No Doubt",2
"2020-07","Offset",2
"2020-07","OutKast",2
"2020-07","Pharrell Williams",2
"2020-07","PnB Rock",2
"2020-07","Punch",2
"2020-07","Quality Control, Migos",2
"2020-07","Quavo",2
"2020-07","Rihanna",2
"2020-07","Sheck Wes, JACKBOYS",2
"2020-07","Swae Lee, Khalid",2
"2020-07","Swae Lee, Slim Jxmmi, Rae Sremmurd",2
"2020-07","Tee Grizzley",2
"2020-07","Tee Grizzley, Lil Durk",2
"2020-07","The Beach Boys",2
"2020-07","Tory Lanez, Mansa",2
"2020-07","Tory Lanez, Rich The Kid",2
"2020-07","Trick Trick",2
"2020-07","Trick Trick, Royce da 5'9, Eminem, DeJ Loaf, Danny Brown, Big Sean",2
"2020-07","Trilla Kid",2
"2020-07","UB40",2
"2020-07","We Are Scientists",2
"2020-07","Weezer",2
"2020-07","Young Thug, Future",2
"2020-07","Young Thug, Travis",2
"2020-07","Yugen Blakrok, Vince Staples",2
"2020-07","Yung Lean",2
"2020-08","ALLBLACK",2
"2020-08","Arctic Monkeys",2
"2020-08","BROCKHAMPTON",2
"2020-08","Baby Smoove",2
"2020-08","Big K.R.I.T.",2
"2020-08","Boss Martians",2
"2020-08","Chance the Rapper",2
"2020-08","Chief Keef",2
"2020-08","Childish Gambino",2
"2020-08","Clipse",2
"2020-08","Creedence Clearwater Revival",2
"2020-08","DJ Khaled",2
"2020-08","David Bowie",2
"2020-08","Denzel Curry",2
"2020-08","Desiigner",2
"2020-08","Domo Genesis",2
"2020-08","Don Toliver",2
"2020-08","EST Gee",2
"2020-08","Gerry Rafferty",2
"2020-08","Jack Harlow, Charlie Sloth",2
"2020-08","Jaden",2
"2020-08","Juice WRLD, Future",2
"2020-08","Kanye West, JAY-Z",2
"2020-08","Lil Skies",2
"2020-08","Lil Wayne",2
"2020-08","Lil Xxel",2
"2020-08","Madvillain, Madlib, MF DOOM",2
"2020-08","Marshmello, Juice WRLD",2
"2020-08","Mick Jenkins, Disclosure",2
"2020-08","Migos",2
"2020-08","Neon Trees",2
"2020-08","Oh Wonder",2
"2020-08","Phoenix",2
"2020-08","Pusha T",2
"2020-08","Pusha T, Kanye West",2
"2020-08","Rick Ross, Kanye West",2
"2020-08","Saweetie",2
"2020-08","Snoh Aalegra",2
"2020-08","Stephen Jerzak",2
"2020-08","Surf Curse",2
"2020-08","T-Pain",2
"2020-08","Taio Cruz",2
"2020-08","The Beach Boys",2
"2020-08","The Killers",2
"2020-08","Theophilus London",2
"2020-08","Trippie Redd, Cydnee with a C, Chris King",2
"2020-08","Usher",2
"2020-08","YungManny, Gunna",2
"2020-09","21 Savage",2
"2020-09","Ayanis",2
"2020-09","Beyonce",2
"2020-09","Billy Idol",2
"2020-09","Black Eyed Peas",2
"2020-09","Buddy",2
"2020-09","Cobra Starship",2
"2020-09","Daryl Hall & John Oates",2
"2020-09","Desiigner",2
"2020-09","Dominic Fike",2
"2020-09","EGOVERT",2
"2020-09","Fourpoint",2
"2020-09","Grouplove",2
"2020-09","JID",2
"2020-09","Jalen Santoy",2
"2020-09","Jason Derulo",2
"2020-09","Jay Rock",2
"2020-09","Joey Trap",2
"2020-09","Juice WRLD, Future",2
"2020-09","LINKIN PARK",2
"2020-09","Lil Baby, Gunna",2
"2020-09","Lil Uzi Vert, Lil Tecca",2
"2020-09","Lil Yachty",2
"2020-09","Lucenzo, Don Omar",2
"2020-09","Lupe Fiasco",2
"2020-09","M83",2
"2020-09","Maxo Kream",2
"2020-09","Mick Jenkins, Kipp Stone",2
"2020-09","Paramore",2
"2020-09","Ryan Trey",2
"2020-09","SZA",2
"2020-09","Smino, Jay2, Bari",2
"2020-09","Soulja Boy Tell 'Em",2
"2020-09","Spillage Village, JID, EARTHGANG",2
"2020-09","Tay-K",2
"2020-09","Theophilus London",2
"2020-09","Wes",2
"2020-09","redveil",2
"2020-10","50 Cent",2
"2020-10","6LACK",2
"2020-10","Alberta Cross",2
"2020-10","Aries",2
"2020-10","BROCKHAMPTON",2
"2020-10","Breathe Carolina",2
"2020-10","Britney Spears",2
"2020-10","Common",2
"2020-10","Creedence Clearwater Revival",2
"2020-10","Cris Cab",2
"2020-10","Dr. Dre",2
"2020-10","EST Gee",2
"2020-10","Electric Light Orchestra",2
"2020-10","Flatbush Zombies",2
"2020-10","G Herbo",2
"2020-10","GIVEON, Drake",2
"2020-10","Hare Squead, GoldLink",2
"2020-10","J.I the Prince of N.Y",2
"2020-10","JID",2
"2020-10","Kaash Paige",2
"2020-10","Kanye West, JAY-Z",2
"2020-10","Lupe Fiasco",2
"2020-10","Madlib, Freddie Gibbs",2
"2020-10","Miguel",2
"2020-10","Nebu Kiniza",2
"2020-10","Nena",2
"2020-10","Pitbull",2
"2020-10","Plain White T's",2
"2020-10","Santana, Felly",2
"2020-10","ScHoolboy Q",2
"2020-10","T.I.",2
"2020-10","The Beach Boys",2
"2020-10","Toto",2
"2020-10","Wiz Khalifa",2
"2020-10","XXXTENTACION",2
"2020-10","Zedd",2
"2020-11","A$AP Rocky",2
"2020-11","America",2
"2020-11","Baby Smoove",2
"2020-11","Big K.R.I.T.",2
"2020-11","Big Sean",2
"2020-11","Blue Swede",2
"2020-11","Bob Dylan",2
"2020-11","Brent Faiyaz",2
"2020-11","Buddy Holly",2
"2020-11","Chiddy Bang",2
"2020-11","Cris Cab",2
"2020-11","David Bowie",2
"2020-11","Dean Martin",2
"2020-11","Denzel Curry",2
"2020-11","Digable Planets",2
"2020-11","Dillon Francis, DJ Snake",2
"2020-11","Electric Light Orchestra",2
"2020-11","Eminem",2
"2020-11","Flatbush Zombies",2
"2020-11","Flo Rida",2
"2020-11","Frank Sinatra",2
"2020-11","Hermitude",2
"2020-11","Hoobastank",2
"2020-11","James Blake",2
"2020-11","Jay Rock",2
"2020-11","Justin Timberlake",2
"2020-11","Katy Perry",2
"2020-11","Lily Allen",2
"2020-11","Major Lazer",2
"2020-11","Meek Mill",2
"2020-11","Milky Chance",2
"2020-11","Mura Masa, Bonzai",2
"2020-11","NAV",2
"2020-11","Neon Trees",2
"2020-11","One Direction",2
"2020-11","Quality Control, Lil Baby, DaBaby",2
"2020-11","Rae Sremmurd",2
"2020-11","SZA",2
"2020-11","Sada Baby",2
"2020-11","Skrillex, Damian """"Jr. Gong"""" Marley",2
"2020-11","Stevie Wonder",2
"2020-11","Stunna 4 Vegas, Polo G",2
"2020-11","T.I.",2
"2020-11","THE DRIVER ERA",2
"2020-11","The Chainsmokers",2
"2020-11","The Fray",2
"2020-11","The Mamas & The Papas",2
"2020-11","The Script",2
"2020-11","The Trashmen",2
"2020-11","Travis Scott, JACKBOYS",2
"2020-11","Victorious Cast",2
"2020-11","Wes",2
"2020-11","Young Thug, Travis Scott",2
"2020-12","AJR",2
"2020-12","Ariana Grande",2
"2020-12","Avicii",2
"2020-12","Bastille",2
"2020-12","Bingo Players",2
"2020-12","Black Eyed Peas",2
"2020-12","Coldplay",2
"2020-12","David Guetta",2
"2020-12","EST Gee",2
"2020-12","Elroy",2
"2020-12","Galantis",2
"2020-12","Jimmy Eat World",2
"2020-12","Kasabian",2
"2020-12","Knxwledge",2
"2020-12","Lorde",2
"2020-12","MGMT",2
"2020-12","Matt Mems",2
"2020-12","Metallica",2
"2020-12","Milky Chance",2
"2020-12","ODESZA",2
"2020-12","Pop Smoke",2
"2020-12","Saint Motel",2
"2020-12","Shawn Smith",2
"2020-12","Shoreline Mafia",2
"2020-12","Slippery Salazar, Aries",2
"2020-12","The B-52's",2
"2020-12","Trippie Redd, Kid Cudi",2
"2020-12","Tyler, The Creator",2
"2020-12","Unknown Mortal Orchestra, Amine",2
"2020-12","Wolfmother",2
"2020-12","Young Thug",2
"2020-12","Young Thug, Lil Baby",2
"2021-01","6LACK",2
"2021-01","A Tribe Called Quest",2
"2021-01","Ak Glock",2
"2021-01","Baby Keem",2
"2021-01","Beach Bunny",2
"2021-01","CARM",2
"2021-01","DDG",2
"2021-01","DJ Khaled",2
"2021-01","Danny Brown",2
"2021-01","David Guetta",2
"2021-01","Dominic Fike",2
"2021-01","Double 0 Zero",2
"2021-01","Dr. Dre",2
"2021-01","EARTHGANG",2
"2021-01","Fleetwood Mac",2
"2021-01","Flume",2
"2021-01","J. Cole",2
"2021-01","Jazz Cartier",2
"2021-01","Joey Trap",2
"2021-01","Killxora",2
"2021-01","LICE",2
"2021-01","Lil Keed",2
"2021-01","Lil Xxel",2
"2021-01","Logic",2
"2021-01","Milky Chance",2
"2021-01","Peach Pit",2
"2021-01","Pop Smoke",2
"2021-01","Popp Hunna",2
"2021-01","Rihanna",2
"2021-01","SiR",2
"2021-01","Sir, D Smoke",2
"2021-01","Slippery Salazar, Aries",2
"2021-01","Southside, Doe Boy",2
"2021-01","Stunna 4 Vegas, Polo G",2
"2021-01","Tears for Fears",2
"2021-01","The Beach Boys",2
"2021-01","The Black Keys",2
"2021-01","The Longest Johns",2
"2021-01","This Life. We Lead.",2
"2021-01","Tory Lanez, Snakehips",2
"2021-01","Uno Hype",2
"2021-01","Vince Staples",2
"2021-01","YBN Nahmir",2
"2021-01","convolk",2
"2021-02","6LACK",2
"2021-02","A Boogie wit da Hoodie",2
"2021-02","Atwood",2
"2021-02","Calvin Harris",2
"2021-02","Curtis Roach",2
"2021-02","Disclosure",2
"2021-02","Ethan Fields",2
"2021-02","Fall Out Boy",2
"2021-02","Frankie Valli & The Four Seasons",2
"2021-02","Gary Numan",2
"2021-02","Imagine Dragons",2
"2021-02","J Boog",2
"2021-02","JEFF the Brotherhood",2
"2021-02","JID, Denzel Curry",2
"2021-02","Jaden",2
"2021-02","Joe Cocker",2
"2021-02","Killxora",2
"2021-02","LINKIN PARK",2
"2021-02","Lynchparty",2
"2021-02","Madvillain, Madlib, MF DOOM",2
"2021-02","Mick Jenkins, Da-P",2
"2021-02","Nasty C, Ari Lennox",2
"2021-02","Peter Bjorn and John",2
"2021-02","Pop Smoke",2
"2021-02","Rich The Kid",2
"2021-02","Rise Against",2
"2021-02","SZA, Kendrick Lamar",2
"2021-02","Seafood Sam",2
"2021-02","Seven Lions, Noah Kahan, Gryffin",2
"2021-02","Ski Mask the Slump God",2
"2021-02","Slippery Salazar, Aries",2
"2021-02","The Vaccines",2
"2021-02","Tyler, The Creator",2
"2021-02","UMI",2
"2021-02","Vince Staples",2
"2021-02","YS Lost",2
"2021-02","Young Thug, Future",2
"2021-02","redveil",2
"2021-03","100 gecs",2
"2021-03","Anderson .Paak",2
"2021-03","BROCKHAMPTON",2
"2021-03","BWHITE5200",2
"2021-03","Buddy",2
"2021-03","Daniel Caesar",2
"2021-03","Dr. Dre",2
"2021-03","JID, Denzel Curry",2
"2021-03","Jaden",2
"2021-03","Jay Rock",2
"2021-03","Jazz Cartier",2
"2021-03","Juice WRLD",2
"2021-03","Kanye West, JAY-Z",2
"2021-03","Kid Cudi",2
"2021-03","Lil Keed",2
"2021-03","Lil Uzi Vert, 21 Savage",2
"2021-03","Lilskrt4k",2
"2021-03","M.C. Breed, DFC",2
"2021-03","Mac Miller",2
"2021-03","Maroon 5",2
"2021-03","Meek Mill",2
"2021-03","Molchat Doma",2
"2021-03","Nas",2
"2021-03","Panic! At the Disco",2
"2021-03","Playboi Carti",2
"2021-03","Pusha T",2
"2021-03","SOB X RBE",2
"2021-03","Slippery Salazar",2
"2021-03","Slippery Salazar, Aries",2
"2021-03","Smino, Jay2, Bari",2
"2021-03","TyFontaine",2
"2021-03","Tyler, The Creator",2
"2021-03","V. Bozeman, Timbaland",2
"2021-03","Wiz Khalifa",2
"2021-03","Ye Ali, Jazz Cartier",2
"2021-03","Young Thug, Future, Drake",2
"2021-03","iann dior",2
"2021-03","slowthai, Dominic Fike, Denzel Curry",2
"2021-04","Amine",2
"2021-04","Ariana Grande",2
"2021-04","Big K.R.I.T.",2
"2021-04","Calvin Harris",2
"2021-04","Chance the Rapper",2
"2021-04","Coldplay",2
"2021-04","DIVINE",2
"2021-04","DJ Snake",2
"2021-04","EARTHGANG",2
"2021-04","Flux Pavilion",2
"2021-04","Gucci Mane",2
"2021-04","Gunna",2
"2021-04","Jorja Smith",2
"2021-04","Koi",2
"2021-04","KuiBtw",2
"2021-04","Lil Uzi Vert, Future",2
"2021-04","Lil Wayne",2
"2021-04","Major Lazer",2
"2021-04","Mick Jenkins, Isaac Zale",2
"2021-04","Mick Jenkins, Markis Precise",2
"2021-04","Mir Fontane",2
"2021-04","Offset",2
"2021-04","OneRepublic",2
"2021-04","Pearl Jam",2
"2021-04","Quality Control, Lil Baby, DaBaby",2
"2021-04","Riovaz",2
"2021-04","SOB X RBE",2
"2021-04","SZA",2
"2021-04","Snoop Dogg",2
"2021-04","Sol.Luna",2
"2021-04","Stevie Wonder",2
"2021-04","TAB The Band",2
"2021-04","Tee Grizzley",2
"2021-04","Travis Scott, Kendrick Lamar",2
"2021-04","UB40",2
"2021-04","convolk",2
"2021-04","monte booker, Kota the Friend, Felly",2
"2021-04","whiterosemoxie, Kato On The Track",2
"2021-05","Big Wild",2
"2021-05","Billy Idol",2
"2021-05","Black Eyed Peas",2
"2021-05","Chris Brown",2
"2021-05","Danny Brown",2
"2021-05","EST Gee",2
"2021-05","Fleetwood Mac",2
"2021-05","Guns N' Roses",2
"2021-05","JAY-Z",2
"2021-05","Jason Derulo",2
"2021-05","Jazz Cartier",2
"2021-05","John Legend",2
"2021-05","Joy Again",2
"2021-05","Justin Timberlake",2
"2021-05","KONGOS",2
"2021-05","Kevin Gates",2
"2021-05","KiddNeutron",2
"2021-05","Kota the Friend",2
"2021-05","Lady Gaga",2
"2021-05","Lil Durk, Lil Baby",2
"2021-05","Lil Tjay, 6LACK",2
"2021-05","Lily Allen",2
"2021-05","MIKNNA, Kadhja Bonet, JID, Free Nationals",2
"2021-05","Marshmello, Juice WRLD",2
"2021-05","Ms. Danniboo, DJ Rell",2
"2021-05","Nic D",2
"2021-05","Offset, Metro Boomin",2
"2021-05","PUBLIC",2
"2021-05","Panic! At the Disco",2
"2021-05","Rich The Kid",2
"2021-05","Rick Ross, Kanye West",2
"2021-05","Rio Da Yung Og",2
"2021-05","SAINt JHN",2
"2021-05","Shoreline Mafia",2
"2021-05","Sol.Luna",2
"2021-05","The Band CAMINO",2
"2021-05","The Beach Boys",2
"2021-05","Tiesto, Dzeko",2
"2021-05","Travis Scott, Baby Keem",2
"2021-05","Travis Scott, Quavo, HUNCHO JACK",2
"2021-05","UB40",2
"2021-05","V.I.C.",2
"2021-05","Van Morrison",2
"2021-05","Wes Walker, Dyl",2
"2021-05","Ye Ali, Jazz Cartier",2
"2021-05","Young Thug, Young Stoner Life",2
"2021-05","Young Thug, Young Stoner Life, Gunna",2
"2021-05","YoungBoy Never Broke Again",2
"2021-06","50 Cent",2
"2021-06","A$AP Mob",2
"2021-06","Alessandra Amoroso",2
"2021-06","Baby Keem",2
"2021-06","Bastille",2
"2021-06","Bruce Springsteen",2
"2021-06","Carnage",2
"2021-06","Chris Brown",2
"2021-06","Coldplay",2
"2021-06","DJ Snake, AlunaGeorge",2
"2021-06","Denzel Curry",2
"2021-06","Desiigner",2
"2021-06","Dexys Midnight Runners",2
"2021-06","Dick Hyman",2
"2021-06","Dr. Dre",2
"2021-06","Dream!",2
"2021-06","EARTHGANG",2
"2021-06","EST Gee",2
"2021-06","Eagles",2
"2021-06","Europe",2
"2021-06","Eurythmics",2
"2021-06","Frankie Valli & The Four Seasons",2
"2021-06","Hermitude",2
"2021-06","Hotel St. George",2
"2021-06","J.I the Prince of N.Y",2
"2021-06","Jalen Santoy",2
"2021-06","Jason Derulo",2
"2021-06","Jazz Cartier",2
"2021-06","Johann Strauss Orchestra, Andre Rieu",2
"2021-06","Journey",2
"2021-06","Juice WRLD, Future",2
"2021-06","Kiss",2
"2021-06","Lil Baby, Drake",2
"2021-06","Lil Baby, J. Cole",2
"2021-06","Lil Jon",2
"2021-06","Lilskrt4k",2
"2021-06","Ludacris",2
"2021-06","Michael Jackson",2
"2021-06","Migos",2
"2021-06","Migos, Marshmello",2
"2021-06","Mike WiLL Made-It",2
"2021-06","Olivia Rodrigo",2
"2021-06","One Direction",2
"2021-06","Outasight",2
"2021-06","Ozzy Osbourne",2
"2021-06","Patrick Cc:, Jonah Zed",2
"2021-06","Pearl Jam",2
"2021-06","Pitbull, Ne-Yo",2
"2021-06","PmBata, Dream",2
"2021-06","Quiet Riot",2
"2021-06","Rae Sremmurd",2
"2021-06","Rick Astley",2
"2021-06","Rick Ross, Kanye West",2
"2021-06","Rio Da Yung Og",2
"2021-06","Royce da 5'9",2
"2021-06","Rupert Holmes",2
"2021-06","SAINt JHN",2
"2021-06","Sammy Adams",2
"2021-06","Seafood Sam",2
"2021-06","Sean Kingston, Justin Bieber",2
"2021-06","Seddy Hendrinx",2
"2021-06","Slippery Salazar",2
"2021-06","Smino, Ravyn Lenae",2
"2021-06","Social House",2
"2021-06","Soft Cell",2
"2021-06","Swedish House Mafia",2
"2021-06","Tee Grizzley",2
"2021-06","The B-52's",2
"2021-06","The Hollies",2
"2021-06","The Sugarhill Gang",2
"2021-06","Tiesto, Dzeko",2
"2021-06","Tom Petty",2
"2021-06","Tory Lanez, Snakehips",2
"2021-06","Toto",2
"2021-06","Train",2
"2021-06","Tujamo, Steve Aoki, Chris Lake",2
"2021-06","U2",2
