"MonthYear","Artist","Plays"
"2022-01","Bruno Mars",6
"2022-01","Daft Punk",6
"2022-01","Flatbush Zombies",6
"2022-01","Fun.",6
"2022-01","Guapdad 4000, !llmind",6
"2022-01","Gucci Mane",6
"2022-01","Gunna, 21 Savage",6
"2022-01","Joyner Lucas",6
"2022-01","Lil Durk, Lil Baby",6
"2022-01","Mir Fontane",6
"2022-01","Tee Grizzley",6
"2022-02","Joyner Lucas",6
"2022-02","MGMT",6
"2022-02","Slippery Salazar, Aries",6
"2022-02","The 1975",6
"2022-02","The Black Keys",6
"2022-02","whiterosemoxie, Tom The Mail Man",6
"2022-03","Cage the Elephant",6
"2022-03","Daniel Caesar",6
"2022-03","Dr. Dre",6
"2022-03","Kirk Knight",6
"2022-03","Mike Dimes",6
"2022-03","PnB Rock",6
"2022-03","Polo G",6
"2022-03","Radiohead",6
"2022-03","The Black Keys",6
"2022-03","VIC MENSA",6
"2022-04","Amine",6
"2022-04","Beach House",6
"2022-04","JAY-Z",6
"2022-04","Jazz Cartier",6
"2022-04","Madlib, Freddie Gibbs",6
"2022-04","Nas",6
"2022-04","NxWorries, Knxwledge, Anderson .Paak",6
"2022-04","OutKast",6
"2022-04","Rich The Kid",6
"2022-05","Cage the Elephant",6
"2022-05","Empire of the Sun",6
"2022-05","Guapdad 4000, !llmind",6
"2022-05","Gunna",6
"2022-05","Jay Rock",6
"2022-05","Lil Uzi Vert, Future",6
"2022-05","OneRepublic",6
"2022-05","Polo G",6
"2022-05","Travis Scott, Quavo, HUNCHO JACK",6
"2022-05","VIC MENSA",6
"2022-05","whiterosemoxie, Tom The Mail Man",6
"2022-06","Daniyel",6
"2022-06","Danny Brown",6
"2022-06","Gunna",6
"2022-06","Jonah Zed",6
"2022-06","Lil Uzi Vert, Future",6
"2022-06","Lil Wayne",6
"2022-06","Logic",6
"2022-06","Madlib, Freddie Gibbs",6
"2022-06","Metro Boomin",6
"2022-06","Migos",6
"2022-06","Mir Fontane",6
"2022-06","Nas",6
"2022-06","The Beatles",6
"2022-06","The Isley Brothers",6
"2022-06","Vince Staples",6
"2022-07","A Boogie wit da Hoodie",6
"2022-07","Anderson .Paak",6
"2022-07","Bruno Mars",6
"2022-07","DJ Dahi, Brent Faiyaz",6
"2022-07","DaBaby",6
"2022-07","Domo Genesis",6
"2022-07","Flatbush Zombies",6
"2022-07","Johan Granberg",6
"2022-07","Logic",6
"2022-07","slowthai, Mura Masa",6
"2022-08","DJ Khaled",6
"2022-08","Daniel Caesar",6
"2022-08","Jaden",6
"2022-08","Jazz Cartier",6
"2022-08","Mac Miller",6
"2022-08","PARTYNEXTDOOR",6
"2022-08","Sam Dew, Kendrick Lamar, Baby Keem",6
"2022-08","ScHoolboy Q",6
"2022-08","Tanna Leone, Kendrick Lamar",6
"2022-08","Trippie Redd",6
"2022-08","VIC MENSA",6
"2022-08","serpentwithfeet, Mick Jenkins",6
"2022-09","A$AP Rocky",6
"2022-09","BROCKHAMPTON",6
"2022-09","Kenny Mason, JID",6
"2022-09","Led Zeppelin",6
"2022-09","Wallows",6
"2022-09","tsubi club",6
"2022-09","whiterosemoxie, PmBata",6
"2022-10","Brent Faiyaz",6
"2022-10","Bryson Tiller",6
"2022-10","Cage the Elephant",6
"2022-10","Kanye West",6
"2022-10","Radiohead",6
"2022-10","Takeoff",6
"2022-10","Verzache",6
"2022-11","Astrel K",6
"2022-11","Baby Keem",6
"2022-11","Hippo Campus",6
"2022-11","IShowSpeed",6
"2022-11","MF DOOM",6
"2022-11","Phantogram",6
"2022-11","Rich Brian",6
"2022-11","SiR",6
"2022-11","The Killers",6
"2022-11","Verzache",6
"2022-11","Young Thug",6
"2022-12","A$AP Rocky",6
"2022-12","Denzel Curry",6
"2022-12","Eagles",6
"2022-12","Foo Fighters",6
"2022-12","Gunna",6
"2022-12","J. Cole",6
"2022-12","KA$HDAMI, Dro Kenji",6
"2022-12","Kanye West",6
"2022-12","Khalid",6
"2022-12","Metro Boomin",6
"2022-12","Metro Boomin, 21 Savage",6
"2022-12","Metro Boomin, Future, Chris Brown",6
"2022-12","PnB Rock",6
"2022-12","The Weeknd, Metro Boomin, 21 Savage",6
"2022-12","Young Nudy, Metro Boomin, 21 Savage",6
"2022-12","tsubi club",6
"2016-01","American Authors",5
"2016-01","Drake",5
"2016-01","OneRepublic",5
"2016-01","Rae Sremmurd",5
"2016-01","ScHoolboy Q",5
"2016-01","Tyler, The Creator",5
"2016-02","Childish Gambino",5
"2016-02","Danny Brown",5
"2016-02","Dr. Dre",5
"2016-02","The Knife",5
"2016-03","Fences",5
"2016-03","Lil Wayne",5
"2016-03","Mac Miller",5
"2016-04","Chiddy Bang",5
"2016-04","DJ Khaled",5
"2016-04","Flux Pavilion",5
"2016-04","N.W.A.",5
"2016-04","Post Malone",5
"2016-05","Danny Brown",5
"2016-05","Jason Derulo",5
"2016-06","A$AP Ferg",5
"2016-06","Aguaturbia",5
"2016-06","Branford Marsalis",5
"2016-06","Nas",5
"2016-07","A$AP Ferg",5
"2016-07","Denzel Curry",5
"2016-07","Fetty Wap",5
"2016-07","JR JR",5
"2016-07","Kanye West, Chris Martin",5
"2016-07","Lupe Fiasco",5
"2016-07","M.I.A.",5
"2016-07","MadeinTYO",5
"2016-07","Twista, Kanye West, Jamie Foxx",5
"2016-08","Danny Brown",5
"2016-08","Eminem",5
"2016-08","Jamie xx",5
"2016-08","Justin Bieber",5
"2016-08","Kanye West, DJ Premier",5
"2016-08","Kanye West, JAY-Z",5
"2016-08","Lil Yachty",5
"2016-08","Odd Future",5
"2016-08","Tame Impala",5
"2016-09","Ab-Soul",5
"2016-09","BJ the Chicago Kid",5
"2016-09","Earl Sweatshirt",5
"2016-09","Lil Uzi Vert",5
"2016-10","6LACK",5
"2016-10","Ab-Soul",5
"2016-11","Dr. Dre",5
"2016-11","Lil Yachty",5
"2016-11","Rick Ross, Nicki Minaj, Kanye West, JAY-Z, Bon Iver",5
"2016-11","Snoop Dogg",5
"2016-11","The Game",5
"2016-12","Danny Brown",5
"2016-12","Flatbush Zombies",5
"2016-12","Syndicate Sound Labs",5
"2017-01","DJ Khaled",5
"2017-01","Dr. Dre",5
"2017-01","Kanye West, DJ Premier",5
"2017-01","NxWorries",5
"2017-01","Tyler, The Creator",5
"2017-02","CJ Fly",5
"2017-02","Childish Gambino",5
"2017-02","Flatbush Zombies",5
"2017-02","The OneUps",5
"2017-02","XXXTENTACION",5
"2017-03","Kodak Black",5
"2017-03","Ty Dolla $ign",5
"2017-04","6LACK",5
"2017-04","Domo Genesis",5
"2017-04","Jeff Rosenstock",5
"2017-05","Desiigner",5
"2017-05","JAY-Z",5
"2017-05","Jay Rock",5
"2017-05","Jazz Cartier",5
"2017-05","The Game",5
"2017-06","DJ Khaled, Calvin Harris",5
"2017-06","Lil Yachty",5
"2017-06","One Direction",5
"2017-06","Smino",5
"2017-06","Snoop Dogg",5
"2017-06","YG",5
"2017-07","DRAM",5
"2017-07","MadeinTYO",5
"2017-07","NAV",5
"2017-08","2 Chainz",5
"2017-08","6LACK",5
"2017-08","Gucci Mane",5
"2017-08","Lil Yachty",5
"2017-08","OneRepublic",5
"2017-08","Young Thug, Travis Scott",5
"2017-09","Joyner Lucas",5
"2017-09","Kanye West, Chris Martin",5
"2017-10","Emilie-Claire Barlow",5
"2017-10","Lil Wayne",5
"2017-10","Offset, Metro Boomin, 21 Savage",5
"2017-10","XXXTENTACION",5
"2017-11","Darude",5
"2017-11","Frank Ocean",5
"2017-11","Stevie Wonder",5
"2017-11","VIC MENSA",5
"2017-12","88GLAM",5
"2017-12","Action Bronson",5
"2017-12","Calvin Harris",5
"2017-12","Dave East",5
"2017-12","JID",5
"2017-12","Kid Cudi",5
"2017-12","Lil Skies",5
"2017-12","Logic",5
"2017-12","Rae Sremmurd",5
"2017-12","Smino",5
"2017-12","The Notorious B.I.G.",5
"2018-01","Gucci Mane",5
"2018-01","Joyner Lucas",5
"2018-01","NAV",5
"2018-01","Pedro Fernandez",5
"2018-02","Gucci Mane",5
"2018-02","JAY-Z",5
"2018-02","Khalid",5
"2018-02","Maxo Kream",5
"2018-02","Playboi Carti",5
"2018-02","Post Malone",5
"2018-02","Quality Control",5
"2018-02","Quavo, Quality Control",5
"2018-02","Rick Ross",5
"2018-02","Sjava, REASON, Mozzy",5
"2018-02","T-Pain",5
"2018-03","Kendrick Lamar, Jay Rock, James Blake, Future",5
"2018-03","Khalid",5
"2018-03","Pusha T, Kanye West",5
"2018-03","Smino",5
"2018-03","The Underachievers",5
"2018-03","Vi Seconds",5
"2018-03","YBN Nahmir",5
"2018-04","Daniel Caesar",5
"2018-04","Dave East",5
"2018-04","Macklemore & Ryan Lewis",5
"2018-04","Meek Mill",5
"2018-04","Migos",5
"2018-05","John Mayer",5
"2018-05","Lil Baby, Drake",5
"2018-05","Smokepurpp, Murda Beatz",5
"2018-05","XXXTENTACION",5
"2018-05","blackbear",5
"2018-06","Bhad Bhabie",5
"2018-06","Meek Mill",5
"2018-06","Mir Fontane",5
"2018-06","The Weeknd",5
"2018-06","Travis Scott, Quavo, HUNCHO JACK",5
"2018-06","Ty Dolla $ign",5
"2018-07","Trippie Redd, Bali Baby",5
"2018-07","Trippie Redd, Cydnee with a C, Chris King",5
"2018-07","Trippie Redd, FOREVERANTiPoP",5
"2018-07","Tyga",5
"2018-07","Wu-Tang Clan",5
"2018-08","Arctic Monkeys",5
"2018-08","Playboi Carti, Nicki Minaj",5
"2018-08","ScHoolboy Q",5
"2018-08","SiR",5
"2018-09","A$AP Rocky",5
"2018-09","Cordae",5
"2018-09","Lil Mosey",5
"2018-09","Mir Fontane",5
"2018-09","Mustard",5
"2018-09","Smokepurpp",5
"2018-09","XXXTENTACION",5
"2018-09","Yung Lean",5
"2018-10","Chance the Rapper",5
"2018-10","Daniel Caesar",5
"2018-10","Flipp Dinero",5
"2018-10","Mustard",5
"2018-10","Nas",5
"2018-10","Playboi Carti",5
"2018-10","Pusha T",5
"2018-10","Smino",5
"2018-10","Snoh Aalegra",5
"2018-10","Stevie Wonder",5
"2018-10","Tory Lanez, Rich The Kid",5
"2018-10","Toto",5
"2018-10","Tyler, The Creator",5
"2018-10","Tyler, The Creator, A$AP Rocky",5
"2018-10","Yung Lean",5
"2018-11","Aries",5
"2018-11","KIDS SEE GHOSTS",5
"2018-11","Kid Cudi",5
"2018-11","Meek Mill",5
"2018-11","Tory Lanez, Rich The Kid",5
"2018-11","YBN Nahmir, Almighty Jay",5
"2018-12","Cordae",5
"2018-12","Gunna",5
"2018-12","J. Cole",5
"2018-12","JID, A$AP Ferg",5
"2019-01","A$AP Mob",5
"2019-01","Flyboy Tarantino, Craig Xen",5
"2019-01","Kirk Knight",5
"2019-01","Lil Baby, Gunna",5
"2019-01","Mir Fontane",5
"2019-01","Pusha T",5
"2019-01","Quavo",5
"2019-02","21 Savage",5
"2019-02","A$AP Mob",5
"2019-02","Alex Zajdel",5
"2019-02","Buddy",5
"2019-02","Frank Ocean",5
"2019-02","Lil Peep",5
"2019-02","Lil Skies",5
"2019-02","Rae Sremmurd",5
"2019-02","Takeoff",5
"2019-03","Mac Miller",5
"2019-03","Swae Lee, Slim Jxmmi, Rae Sremmurd",5
"2019-03","Ty Dolla $ign",5
"2019-04","21 Savage",5
"2019-04","A$AP Mob",5
"2019-04","Ariana Grande",5
"2019-04","Jaden",5
"2019-04","Jay Rock",5
"2019-04","Lil Uzi Vert, HoodRich Pablo Juan",5
"2019-04","Trippie Redd",5
"2019-05","Juice WRLD",5
"2019-05","Mac Miller",5
"2019-05","Mike WiLL Made-It",5
"2019-05","Post Malone",5
"2019-05","Rich The Kid",5
"2019-05","XXXTENTACION",5
"2019-06","BROCKHAMPTON",5
"2019-06","ScHoolboy Q",5
"2019-06","TM88",5
"2019-07","DJ Khaled",5
"2019-07","Mick Jenkins",5
"2019-07","Ramzoid",5
"2019-07","SiR",5
"2019-07","Zoya, Jack Harlow",5
"2019-08","A$AP Mob",5
"2019-08","Danny Towers, DJ Scheme",5
"2019-08","Jack Stauber",5
"2019-08","Kota the Friend",5
"2019-08","Lil Baby, Gunna",5
"2019-08","Lil Nas X",5
"2019-08","Lil Tecca, Juice WRLD",5
"2019-08","Lil Wayne",5
"2019-08","Mac Miller",5
"2019-08","Post Malone",5
"2019-08","Ski Mask the Slump God",5
"2019-08","Snoop Dogg",5
"2019-09","6ix9ine",5
"2019-09","BROCKHAMPTON",5
"2019-09","Dreamville, Cozz, Bas",5
"2019-09","Earl Sweatshirt",5
"2019-09","Isaiah Rashad",5
"2019-09","Jabs",5
"2019-09","Jaden",5
"2019-09","Kid Cudi",5
"2019-09","Kota the Friend",5
"2019-09","Metro Boomin",5
"2019-09","Rich The Kid",5
"2019-09","SALES",5
"2019-10","Big K.R.I.T.",5
"2019-10","Jaden",5
"2019-10","Londynn B",5
"2019-10","Madvillain, Madlib, MF DOOM",5
"2019-10","Metro Boomin, Big Sean",5
"2019-10","Vince Staples",5
"2019-10","Wallows",5
"2019-10","kerri",5
"2019-11","6LACK",5
"2019-11","Arizona Zervas",5
"2019-11","Dave East",5
"2019-11","Jason Derulo",5
"2019-11","Jazz Cartier",5
"2019-11","Mac Miller",5
"2019-11","Pusha T",5
"2019-11","Roddy Ricch",5
"2019-11","Tame Impala",5
"2019-11","Young Thug, Future",5
"2019-11","Zacari",5
"2019-12","Disclosure",5
"2019-12","Lil Keed",5
"2019-12","Lute, J. Cole, Dreamville",5
"2019-12","Meek Mill",5
"2019-12","Pusha T, Kanye West",5
"2019-12","Roddy Ricch, Mustard",5
"2019-12","Young Thug, Travis",5
"2019-12","Young Thug, Young Stoner Life",5
"2020-01","Frank Ocean",5
"2020-01","JID, EARTHGANG, Dreamville",5
"2020-01","Jazz Cartier",5
"2020-01","Kap G",5
"2020-01","Mike WiLL Made-It",5
"2020-01","Post Malone",5
"2020-01","Rich Brian",5
"2020-01","Young Thug, Young Stoner Life",5
"2020-02","Bryson Tiller",5
"2020-02","Don Toliver",5
"2020-02","Frank Sinatra",5
"2020-02","J. Cole",5
"2020-02","Lil Elt",5
"2020-02","Lil Mosey",5
"2020-02","Lucenzo, Don Omar",5
"2020-02","Mura Masa, Bonzai",5
"2020-02","Mustard, Migos",5
"2020-02","Pressa, Murda Beatz, Lil Uzi Vert",5
"2020-02","Pusha T",5
"2020-02","Vince Staples",5
"2020-02","Young Thug, Travis",5
"2020-03","Amine",5
"2020-03","Danny Brown",5
"2020-03","J. Cole",5
"2020-03","JID",5
"2020-03","VIC MENSA",5
"2020-03","Young Thug, Lil Baby",5
"2020-04","Don Toliver",5
"2020-04","Tory Lanez, Mansa",5
"2020-04","Travis Scott, JACKBOYS",5
"2020-04","Vince Staples",5
"2020-04","Zacari",5
"2020-05","A Tribe Called Quest",5
"2020-05","Daniel Caesar",5
"2020-05","Ty Dolla $ign",5
"2020-06","6LACK",5
"2020-06","J.I the Prince of N.Y",5
"2020-06","Lil Baby, 42 Dugg",5
"2020-06","Madvillain, Madlib, MF DOOM",5
"2020-07","BEAM",5
"2020-07","Beast Coast",5
"2020-07","JAY-Z",5
"2020-07","Kanye West, JAY-Z",5
"2020-07","Kota the Friend",5
"2020-07","NxWorries",5
"2020-07","Pearl Jam",5
"2020-07","Rich The Kid",5
"2020-07","Ski Mask the Slump God",5
"2020-07","Snoop Dogg",5
"2020-07","Trenchtown",5
"2020-07","VIC MENSA",5
"2020-08","LINKIN PARK",5
"2020-08","Lily Allen",5
"2020-08","Madlib, Freddie Gibbs",5
"2020-08","Mir Fontane",5
"2020-08","Pusha T, Joey Bada$$",5
"2020-08","Sada Baby",5
"2020-08","Tory Lanez",5
"2020-08","Vince Staples",5
"2020-09","A$AP Rocky",5
"2020-09","Anderson .Paak",5
"2020-09","JAY-Z",5
"2020-09","PnB Rock",5
"2020-09","Sada Baby",5
"2020-09","The Weeknd",5
"2020-10","Kanye West",5
"2020-10","Mick Jenkins",5
"2020-10","Radiohead",5
"2020-11","Chuck Berry",5
"2020-11","Jaden",5
"2020-11","Kid Cudi",5
"2020-11","Link Wray & The Wraymen",5
"2020-11","Rex Orange County",5
"2020-11","Roddy Ricch",5
"2020-11","Sigurd Barrett",5
"2020-11","The Monkees",5
"2020-11","The Waitresses",5
"2020-11","The Weeknd",5
"2020-11","Trippie Redd",5
"2020-12","A Boogie wit da Hoodie",5
"2020-12","Flume",5
"2020-12","Joey Trap",5
"2020-12","SAINt JHN",5
"2020-12","Seddy Hendrinx",5
"2021-01","A Boogie wit da Hoodie",5
"2021-01","A$AP Rocky",5
"2021-01","Flux Pavilion",5
"2021-01","Foo Fighters",5
"2021-01","KuiBtw",5
"2021-01","Lil Baby",5
"2021-01","Neon Trees",5
"2021-01","Pink Floyd",5
"2021-01","Pom Poko",5
"2021-01","Young Thug",5
"2021-02","Amine",5
"2021-02","Guapdad 4000, !llmind",5
"2021-02","H.E.R.",5
"2021-02","JID",5
"2021-02","Juice WRLD",5
"2021-02","Nas",5
"2021-02","Polo G",5
"2021-02","Pooh Shiesty",5
"2021-02","Radiohead",5
"2021-02","SAFE, Kiana Lede",5
"2021-02","ScHoolboy Q",5
"2021-02","VIC MENSA",5
"2021-02","slowthai, Deb Never",5
"2021-02","slowthai, Mount Kimbie, James Blake",5
"2021-03","Athan",5
"2021-03","Roddy Ricch",5
"2021-03","Trippie Redd",5
"2021-03","reggie, monte booker, Kenny Beats",5
"2021-04","Anderson .Paak",5
"2021-04","Daniel Caesar",5
"2021-04","Doja Cat",5
"2021-04","J. Cole",5
"2021-04","Juice WRLD",5
"2021-04","Lil Skies",5
"2021-04","Lil Tjay, 6LACK",5
"2021-04","Radiohead",5
"2021-04","nothing,nowhere.",5
"2021-05","A Boogie wit da Hoodie",5
"2021-05","Calvin Harris",5
"2021-05","Frank Ocean",5
"2021-05","Lil Baby, J. Cole",5
"2021-05","Polo G",5
"2021-05","Pusha T",5
"2021-05","SiR",5
"2021-05","The Beatles",5
"2021-05","Vince Staples",5
"2021-06","Ahmir",5
"2021-06","Blondie",5
"2021-06","Bobby Caldwell",5
"2021-06","Cobra Starship",5
"2021-06","Daniyel",5
"2021-06","David Bowie",5
"2021-06","Flatbush Zombies",5
"2021-06","Gunna",5
"2021-06","Lil Baby, Gunna",5
"2021-06","Madlib, Freddie Gibbs",5
"2021-06","Only The Family, Lil Durk",5
"2021-06","Post Malone",5
"2021-06","Sage the Gemini",5
"2021-06","SiR",5
"2021-06","T-Pain",5
"2021-06","Tears for Fears",5
"2021-06","The Beach Boys",5
"2021-06","Wham!",5
"2021-07","A Tribe Called Quest",5
"2021-07","Action Bronson",5
"2021-07","Breathe Carolina",5
"2021-07","Common",5
"2021-07","Don Toliver",5
"2021-07","Guapdad 4000, !llmind",5
"2021-07","Joyner Lucas",5
"2021-07","Kid Ink",5
"2021-07","Kill Jasper",5
"2021-07","Marshmello, Juice WRLD",5
"2021-07","NxWorries, Knxwledge, Anderson .Paak",5
"2021-07","Rae Sremmurd",5
"2021-07","SOB X RBE",5
"2021-07","Shoreline Mafia",5
"2021-07","The Beach Boys",5
"2021-07","The Black Keys",5
"2021-07","The Cure",5
"2021-08","645AR",5
"2021-08","Chris Brown",5
"2021-08","DJ Snake",5
"2021-08","Daft Punk",5
"2021-08","Dr. Dre",5
"2021-08","EARTHGANG",5
"2021-08","Guapdad 4000, !llmind",5
"2021-08","Jack Harlow, Babyface Ray",5
"2021-08","Jazz Cartier",5
"2021-08","Lil Nas X, Jack Harlow",5
"2021-08","Maroon 5",5
"2021-08","Patrick Cc:",5
"2021-08","Pusha T",5
"2021-08","Rex Orange County",5
"2021-08","Rio Da Yung Og, RMC Mike",5
"2021-08","The 1975",5
"2021-08","The Beach Boys",5
"2021-08","The Underachievers",5
"2021-08","Trevor Daniel",5
"2021-08","Usher",5
"2021-08","brakence",5
"2021-09","Flatbush Zombies",5
"2021-09","Kodak Black",5
"2021-09","Mir Fontane",5
"2021-09","Post Malone",5
"2021-09","Radiohead",5
"2021-09","VIC MENSA",5
"2021-09","nothing,nowhere.",5
"2021-09","whiterosemoxie, Tom The Mail Man",5
"2021-10","Knxwledge",5
"2021-10","Lil Baby",5
"2021-10","Lil Durk, Lil Baby",5
"2021-10","Playboi Carti",5
"2021-10","PnB Rock",5
"2021-10","Polo G",5
"2021-10","Radiohead",5
"2021-10","Rich Brian",5
"2021-10","Shoreline Mafia",5
"2021-10","Zacari",5
"2021-11","A Boogie wit da Hoodie",5
"2021-11","ABBA",5
"2021-11","BROCKHAMPTON",5
"2021-11","DJ Khaled",5
"2021-11","Dominic Fike",5
"2021-11","Lil Uzi Vert",5
"2021-11","Nas",5
"2021-11","Patrick Cc:",5
"2021-12","Anderson .Paak",5
"2021-12","Brent Faiyaz",5
"2021-12","Creedence Clearwater Revival",5
"2021-12","Daniel Caesar",5
"2021-12","Dean Martin",5
"2021-12","Dr. Dre",5
"2021-12","Joey Bada$$",5
"2021-12","Michael Jackson",5
"2021-12","Mir Fontane",5
"2021-12","Patrick Cc:, Malik",5
"2021-12","PnB Rock",5
"2021-12","Rich The Kid",5
"2021-12","Sigurd Barrett",5
"2021-12","Tee Grizzley",5
"2021-12","midwxst, Slump6s",5
"2021-12","whiterosemoxie, Tom The Mail Man",5
"2022-01","Ariana Grande",5
"2022-01","Beach House",5
"2022-01","Common",5
"2022-01","Denzel Curry",5
"2022-01","Dr. Dre",5
"2022-01","Endor",5
"2022-01","H.E.R.",5
"2022-01","JAY-Z",5
"2022-01","Jaden",5
"2022-01","Khalid",5
"2022-01","Lil Baby, Gunna",5
"2022-01","Lil Mosey",5
"2022-01","Lil Uzi Vert, Future",5
"2022-01","Maroon 5",5
"2022-01","Meek Mill",5
"2022-01","Patrick Cc:, Jonah Zed",5
"2022-01","Pop Smoke",5
"2022-01","Pusha T",5
"2022-01","SOB X RBE",5
"2022-01","Sheck Wes",5
"2022-01","Spin Doctors",5
"2022-01","T-Pain",5
"2022-01","YoungBoy Never Broke Again",5
"2022-02","Anderson .Paak",5
"2022-02","Arctic Monkeys",5
"2022-02","Brent Faiyaz",5
"2022-02","Cage the Elephant",5
"2022-02","Deorro",5
"2022-02","Fleetwood Mac",5
"2022-02","Guapdad 4000, !llmind",5
"2022-02","Kevin Abstract",5
"2022-02","Khalid",5
"2022-02","Koi",5
"2022-02","Lil Baby",5
"2022-02","Pop Smoke",5
"2022-02","Rauw Alejandro",5
"2022-02","Rich The Kid",5
"2022-02","SOB X RBE",5
"2022-02","Smino",5
"2022-02","The Beach Boys",5
"2022-02","Ugly God",5
"2022-03","2 Chainz",5
"2022-03","Beach House",5
"2022-03","DJ Khaled",5
"2022-03","Dave East",5
"2022-03","Elvis Presley",5
"2022-03","Flatbush Zombies",5
"2022-03","Jay Rock",5
"2022-03","Jet",5
"2022-03","Juicy J",5
"2022-03","Kendrick Lamar, Baby Keem",5
"2022-03","Lil Wayne",5
"2022-03","Metro Boomin, Big Sean",5
"2022-03","Offset",5
"2022-03","Pharrell Williams, Nigo, A$AP Ferg",5
"2022-03","Pop Smoke, Nigo",5
"2022-03","Protest the Hero",5
"2022-03","Rich The Kid",5
"2022-03","Snoh Aalegra",5
"2022-03","Wolfmother",5
"2022-04","ABBA",5
"2022-04","Dr. Dre",5
"2022-04","Lil Skies",5
"2022-04","Mac Miller",5
"2022-04","Of Monsters and Men",5
"2022-04","Pusha T, Nigo",5
"2022-04","The Beach Boys",5
"2022-05","A$AP Mob",5
"2022-05","Ab-Soul",5
"2022-05","Buddy",5
"2022-05","Danny Brown",5
"2022-05","Iggy Pop",5
"2022-05","Knxwledge",5
"2022-05","LINKIN PARK",5
"2022-05","Lil Baby",5
"2022-05","Lil Durk, Lil Baby",5
"2022-05","Maverick Sabre, Joey Bada$$, Dyemond Lewis",5
"2022-05","Miguel",5
"2022-05","PnB Rock",5
"2022-05","Radiohead",5
"2022-05","Rich Brian",5
"2022-05","Rich The Kid",5
"2022-05","Sublime",5
"2022-05","The Black Keys",5
"2022-05","Ty Dolla $ign",5
"2022-05","UB40",5
"2022-05","XXXTENTACION",5
"2022-05","YoungBoy Never Broke Again",5
"2022-05","nothing,nowhere.",5
"2022-05","slowthai, Mura Masa",5
"2022-06","21 Savage",5
"2022-06","A Tribe Called Quest",5
"2022-06","Athan",5
"2022-06","Beast Coast",5
"2022-06","DaBaby",5
"2022-06","Jay Rock",5
"2022-06","Kanye West, JAY-Z",5
"2022-06","Kate Bush",5
"2022-06","Khalid",5
"2022-06","Miguel",5
"2022-06","Offset",5
"2022-06","Polo G",5
"2022-06","SOB X RBE",5
"2022-07","A$AP Rocky",5
"2022-07","Amine",5
"2022-07","Daniyel",5
"2022-07","Dave East",5
"2022-07","Eminem",5
"2022-07","Lynyrd Skynyrd",5
"2022-07","Mir Fontane",5
"2022-07","Royce da 5'9",5
"2022-07","The 1975",5
"2022-07","Vince Staples, Mustard",5
"2022-07","tsubi club",5
"2022-08","A Boogie wit da Hoodie",5
"2022-08","Arctic Monkeys",5
"2022-08","Beach House",5
"2022-08","Black Eyed Peas",5
"2022-08","Cage the Elephant",5
"2022-08","Chance the Rapper",5
"2022-08","DJ Dahi, Brent Faiyaz",5
"2022-08","Greta Van Fleet",5
"2022-08","KAMI",5
"2022-08","Kodak Black, Kendrick Lamar",5
"2022-08","Maroon 5",5
"2022-08","Polo G",5
"2022-08","Ramzoid",5
"2022-08","Smino",5
"2022-08","The Beach Boys",5
"2022-09","NxWorries, Knxwledge, Anderson .Paak",5
"2022-09","Radiohead",5
"2022-09","Ramzoid",5
"2022-09","The Cure",5
"2022-09","Young Thug",5
"2022-10","Astrel K",5
"2022-10","Denzel Curry",5
"2022-10","Foo Fighters",5
"2022-10","Frank Ocean",5
"2022-10","Koi, Dylvinci",5
"2022-10","Mac Miller",5
"2022-10","Tory Lanez",5
"2022-10","redveil",5
"2022-11","A Boogie wit da Hoodie",5
"2022-11","AC/DC",5
"2022-11","Bon Jovi",5
"2022-11","Cage the Elephant",5
"2022-11","DJ Khaled",5
"2022-11","Daniel Caesar",5
"2022-11","Death Cab for Cutie",5
"2022-11","Frank Ocean",5
"2022-11","Greta Van Fleet",5
"2022-11","Guns N' Roses",5
"2022-11","JID, J. Cole, Dreamville",5
"2022-11","Kanye West",5
"2022-11","Lauryn Hill",5
"2022-11","Lil Yachty",5
"2022-11","Lily Allen",5
"2022-11","Nas",5
"2022-11","Patrick Cc:, Jonah Zed",5
"2022-11","Roddy Ricch",5
"2022-11","Sunny Day Real Estate",5
"2022-11","Wham!",5
"2022-11","XXXTENTACION",5
"2022-11","slowthai, Mura Masa",5
"2022-11","tsubi club",5
"2022-12","Aries",5
"2022-12","Cage the Elephant",5
"2022-12","Disco Lines",5
"2022-12","Flatbush Zombies",5
"2022-12","Frank Ocean",5
"2022-12","Jaden",5
"2022-12","Kenny Mason, JID",5
"2022-12","Lorde",5
"2022-12","Metro Boomin, John Legend",5
"2022-12","Nirvana",5
"2022-12","PARTYNEXTDOOR",5
"2022-12","Phantogram",5
"2022-12","Playboi Carti",5
"2022-12","Pusha T",5
"2022-12","Rainbow Kitten Surprise",5
"2022-12","SiR",5
"2022-12","Takeoff",5
"2022-12","The Police",5
"2022-12","Travis Scott, Metro Boomin",5
"2022-12","Trippie Redd",5
"2022-12","Ty Dolla $ign",5
"2022-12","Tyler, The Creator",5
"2022-12","Young Thug",5
"2022-12","Young Thug, Metro Boomin",5
"2016-01","Beastie Boys",4
"2016-01","Childish Gambino",4
"2016-01","Mac Miller",4
"2016-02","Drake",4
"2016-02","John Legend",4
"2016-02","LION BABE",4
"2016-03","Chipmunk",4
"2016-03","G-Eazy, Bebe Rexha",4
"2016-03","Lecrae",4
"2016-03","Rae Sremmurd",4
"2016-03","Sian Cotton",4
