"Season","Artist","Plays"
"Summer","Ed Sheeran",870
"Fall","Billie Eilish",620
"Summer","Billie Eilish",574
"Summer","Quinn XCII",551
"Spring","Jeremy Zucker",522
"Summer","Jeremy Zucker",498
"Fall","Ed Sheeran",494
"Spring","Billie Eilish",486
"Winter","Nidza Bleja",468
"Winter","Quinn XCII",455
"Winter","Nicky Jam",413
"Winter","The Piano Guys",404
"Fall","Jeremy Zucker",401
"Summer","ODESZA",392
"Fall","The Weeknd",366
"Spring","Khalid",366
"Winter","Billie Eilish",360
"Fall","Khalid",353
"Spring","The Weeknd",353
"Winter","Jeremy Zucker",353
"Winter","Ed Sheeran",351
"Fall","Nicky Jam",338
"Spring","The Piano Guys",332
"Summer","The Weeknd",322
"Spring","Ed Sheeran",311
"Summer","Khalid",294
"Fall","Pritam",259
"Winter","The Weeknd",251
"Fall","Quinn XCII",241
"Winter","Mauve",241
"Fall","ODESZA",230
"Spring","ODESZA",229
"Summer","Pritam",222
"Spring","Quinn XCII",219
"Spring","Lofi Fruits Music",216
"Spring","Nicky Jam",211
"Winter","Khalid",210
"Spring","Post Malone",209
"Fall","Mac Miller",205
"Spring","Kid Cudi",196
"Winter","Russ",192
"Winter","Jon Bellion",191
"Fall","Maluma",188
"Spring","Mauve",183
"Summer","Lauv",180
"Fall","The Piano Guys",179
"Summer","Kygo",173
"Fall","Mauve",172
"Fall","Ludovico Einaudi",165
"Fall","Daniel Caesar",164
"Spring","Labrinth",158
"Winter","ODESZA",156
"Fall","Lauv",152
"Fall","Pink Sweat$",152
"Summer","Bazzi",152
"Summer","Kanye West",150
"Spring","Mac Miller",148
"Summer","Mac Miller",148
"Spring","SYML",147
"Summer","Giveon",147
"Fall","SYML",146
"Summer","Oh Wonder",145
"Summer","The Piano Guys",144
"Winter","Mac Miller",143
"Spring","Pritam",141
"Summer","Louis The Child",141
"Fall","Oh Wonder",140
"Summer","Mauve",139
"Fall","Kid Cudi",137
"Summer","Shoffy",137
"Spring","Lauv",135
"Winter","Maluma",135
"Fall","ILLENIUM",134
"Fall","Sleeping At Last",132
"Spring","Daniel Caesar",131
"Spring","Frank Ocean",129
"Summer","Sarcastic Sounds",129
"Winter","Sleeping At Last",129
"Spring","Kygo",128
"Summer","Post Malone",126
"Summer","Ludovico Einaudi",124
"Spring","Oh Wonder",123
"Summer","Daniel Caesar",123
"Fall","KSHMR",122
"Summer","SYML",122
"Winter","Oh Wonder",122
"Fall","Giveon",121
"Fall","Metro Boomin",121
"Winter","Lauv",120
"Spring","Avicii",119
"Spring","Lolo Zouai",119
"Fall","San Holo",118
"Fall","Shoffy",118
"Spring","Maluma",118
"Fall","SZA",116
"Fall","CNCO",115
"Spring","Sleeping At Last",115
"Fall","Post Malone",113
"Spring","Shoffy",111
"Winter","SYML",111
"Spring","Pedro Capo",110
"Fall","Bazzi",109
"Winter","CNCO",109
"Winter","Daniel Caesar",109
"Spring","James Blake",108
"Summer","Jai Wolf",107
"Spring","Kanye West",105
"Spring","Ludovico Einaudi",105
"Summer","Drake",104
"Summer","Nicky Jam",104
"Winter","Giveon",103
"Winter","Kygo",103
"Summer","ILLENIUM",101
"Fall","Bruno Major",97
"Spring","Martin Garrix",97
"Summer","Jason Mraz",97
"Spring","A R I Z O N A",96
"Spring","Pink Sweat$",96
"Fall","Lucky Daye",95
"Fall","Rihanna",95
"Summer","Avicii",95
"Fall","Kygo",94
"Summer","Chelsea Cutler",94
"Summer","Sleeping At Last",94
"Fall","Jon Bellion",93
"Summer","Martin Garrix",93
"Summer","Pink Sweat$",93
"Fall","Kanye West",92
"Fall","Shawn Mendes",92
"Fall","Jai Wolf",91
"Fall","Russ",91
"Summer","Bruno Major",91
"Summer","Juice WRLD",91
"Summer","Kid Cudi",91
"Winter","Bazzi",91
"Spring","James Arthur",90
"Summer","Lofi Fruits Music",90
"Winter","Pink Sweat$",90
"Fall","Arijit Singh",89
"Spring","Chelsea Cutler",89
"Fall","XXXTENTACION",88
"Spring","Alan Walker",88
"Spring","Jaden",88
"Spring","Joji",88
"Winter","Petit Biscuit",88
"Fall","Masego",87
"Spring","Bazzi",87
"Summer","XXXTENTACION",87
"Spring","SAINt JHN",86
"Summer","Frank Ocean",86
"Fall","Herdis Stefansdottir",85
"Summer","A R I Z O N A",85
"Summer","Akon",85
"Spring","Peaceful Pianos",84
"Winter","James Arthur",84
"Spring","Akon",83
"Summer","Borgeous",83
"Winter","Ludovico Einaudi",83
"Fall","Gryffin",82
"Spring","Russ",81
"Winter","Shoffy",81
"Spring","Ariana Grande",80
"Fall","Louis The Child",79
"Fall","Petit Biscuit",79
"Spring","Petit Biscuit",79
"Winter","Martin Garrix",79
"Summer","6LACK",78
"Summer","Arijit Singh",78
"Fall","6LACK",77
"Summer","Travis Scott",77
"Winter","Frank Ocean",77
"Fall","Kasbo",76
"Fall","Novo Amor",76
"Spring","Herdis Stefansdottir",76
"Spring","Sarcastic Sounds",76
"Fall","Frank Ocean",75
"Summer","Petit Biscuit",75
"Summer","Russ",75
"Summer","The Chainsmokers",74
"Winter","Alan Walker",74
"Winter","blackbear",73
"Fall","Sasha Alex Sloan",72
"Summer","R3HAB",72
"Summer","Sam Smith",72
"Fall","Jason Mraz",71
"Fall","Lewis Capaldi",71
"Fall","Maroon 5",71
"Summer","SRTW",71
"Fall","Emmit Fenn",70
"Fall","SRTW",70
"Spring","Jason Mraz",70
"Summer","J Balvin",70
"Winter","DuyVu",70
"Winter","Louis The Child",70
"Fall","Sia",69
"Spring","Justin Bieber",69
"Spring","Luis Fonsi",69
"Summer","Kamal.",69
"Summer","Lewis Capaldi",69
"Summer","Shawn Mendes",69
"Winter","ILLENIUM",69
"Fall","blackbear",68
"Spring","Disney Peaceful Piano",68
"Spring","Masego",68
"Spring","Sia",68
"Summer","Alec Benjamin",68
"Summer","Whethan",68
"Summer","Alan Walker",67
"Summer","Pedro Capo",67
"Winter","Shawn Mendes",67
"Fall","Drake",66
"Fall","Kina",66
"Spring","Drake",66
"Spring","Sam Smith",66
"Summer","Novo Amor",66
"Winter","Lil Ca$h Machine",66
"Fall","Aries",65
"Fall","Emanuel",64
"Fall","James TW",64
"Spring","Miguel",64
"Spring","OneRepublic",64
"Summer","OneRepublic",64
"Winter","Lucky Daye",64
"Winter","Ninho",64
"Winter","Pedro Capo",64
"Winter","Post Malone",64
"Fall","Kamal.",63
"Fall","Mitch James",63
"Fall","Vishal-Shekhar",63
"Fall","James Arthur",62
"Fall","SAINt JHN",62
"Fall","Sam Smith",62
"Fall","Shallou",62
"Fall","ayokay",62
"Spring","Jon Bellion",62
"Spring","R3HAB",62
"Spring","blackbear",62
"Winter","James TW",62
"Fall","Ollie MN",61
"Fall","Pentatonix",61
"Fall","RINI",61
"Spring","Bruno Major",61
"Spring","CNCO",61
"Spring","Calvin Harris",61
"Spring","SRTW",61
"Spring","ayokay",61
"Summer","Coldplay",61
"Summer","James Arthur",61
"Summer","Kasbo",61
"Winter","Alec Benjamin",61
"Winter","Chelsea Cutler",61
"Fall","Alec Benjamin",60
"Fall","Chelsea Cutler",60
"Fall","Hollow Coves",60
"Fall","Lost Kings",60
"Fall","Sarcastic Sounds",60
"Fall","Tyler and Mark",60
"Winter","Daddy Yankee",60
"Spring","Louis The Child",59
"Spring","Shawn Mendes",59
"Summer","James Blake",59
"Winter","Maroon 5",59
"Winter","Neelson Macias",59
"Spring","San Holo",58
"Summer","Anson Seabra",58
"Summer","Rihanna",58
"Winter","Jason Mraz",58
"Winter","Rihanna",58
"Winter","ayokay",58
"Fall","Alan Walker",57
"Fall","Ali Gatie",57
"Spring","Daddy Yankee",57
"Spring","Kendrick Lamar",57
"Summer","Faime",57
"Summer","Marshmello",57
"Winter","Masego",57
"Winter","Mitch James",57
"Winter","PRETTYMUCH",57
"Winter","R3HAB",57
"Winter","SZA",57
"Winter","Train",57
"Winter","XXXTENTACION",57
"Spring","Alina Baraz",56
"Spring","XXXTENTACION",56
"Summer","Alvaro Soler",56
"Summer","Lolo Zouai",56
"Summer","keshi",56
"Fall","Anson Seabra",55
"Fall","James Blake",55
"Spring","Bastille",55
"Spring","Faime",55
"Spring","fun.",55
"Winter","Pritam",55
"Fall","Avicii",54
"Spring","Shallou",54
"Summer","blackbear",54
"Winter","Kid Cudi",54
"Fall","Dean Lewis",53
"Fall","Lofi Fruits Music",53
"Fall","Yiruma",53
"Spring","James TW",53
"Spring","Mau y Ricky",53
"Summer","SAINt JHN",53
"Winter","A R I Z O N A",53
"Winter","Drake",53
"Winter","Jaden",53
"Winter","KSHMR",53
"Fall","Atif Aslam",52
"Fall","Jaden",52
"Fall","Lolo Zouai",52
"Spring","David Guetta",52
"Spring","Marshmello",52
"Spring","Rihanna",52
"Winter","Joji",52
"Winter","Metro Boomin",52
"Fall","Coldplay",51
"Fall","Faime",51
"Spring","Kamal.",51
"Spring","MAX",51
"Spring","Sasha Alex Sloan",51
"Spring","Takagi & Ketra",51
"Summer","88rising",51
"Summer","Alina Baraz",51
"Summer","Flume",51
"Summer","Julia Michaels",51
"Summer","Justin Bieber",51
"Summer","Maluma",51
"Summer","RINI",51
"Winter","Bruno Major",51
"Winter","Calum Scott",51
"Winter","Herdis Stefansdottir",51
"Winter","Kanye West",51
"Winter","Lewis Capaldi",51
"Winter","Rafael El Ninos",51
"Winter","SRTW",51
"Winter","Sia",51
"Fall","Bryce Vine",50
"Fall","J Balvin",50
"Fall","Ruel",50
"Fall","Travis Scott",50
"Spring","Anson Seabra",50
"Summer","CNCO",50
"Summer","Jaden",50
"Summer","Joji",50
"Summer","Kina",50
"Summer","Major Lazer",50
"Winter","Big Sean",50
"Fall","Finding Hope",49
"Fall","PRETTYMUCH",49
"Fall","The Kid LAROI",49
"Spring","Arijit Singh",49
"Spring","Pitbull",49
"Spring","VAX",49
"Summer","Masego",49
"Summer","Surfaces",49
"Summer","Zedd",49
"Fall","Alina Baraz",48
"Fall","Miguel",48
"Summer","Andy Grammer",48
"Summer","Labrinth",48
"Summer","Pitbull",48
"Summer","San Holo",48
"Fall","Justin Bieber",47
"Fall","MAX",47
"Fall","ZAYN",47
"Fall","keshi",47
"Spring","Coldplay",47
"Spring","Julia Michaels",47
"Spring","Lewis Capaldi",47
"Spring","Major Lazer",47
"Spring","PRETTYMUCH",47
"Spring","SZA",47
"Spring","Tiesto",47
"Summer","BANNERS",47
"Summer","Calvin Harris",47
"Summer","KSHMR",47
"Summer","Sasha Alex Sloan",47
"Winter","6LACK",47
"Winter","Kamal.",47
"Winter","Pentatonix",47
"Spring","Novo Amor",46
"Spring","Patrick Watson",46
"Summer","Cheat Codes",46
"Summer","Jon Bellion",46
"Summer","MAX",46
"Summer","Vishal-Shekhar",46
"Winter","Sasha Alex Sloan",46
"Fall","R3HAB",45
"Fall","The Chainsmokers",45
"Spring","Gryffin",45
"Spring","The Chainsmokers",45
"Spring","Train",45
"Summer","Christian French",45
"Summer","Elephante",45
"Summer","Pentatonix",45
"Summer","Verzache",45
"Summer","ZAYN",45
"Winter","Justin Bieber",45
"Fall","Akon",44
"Fall","Borgeous",44
"Fall","FINNEAS",44
"Fall","OneRepublic",44
"Fall","yaeow",44
"Spring","Flume",44
"Spring","J Balvin",44
"Spring","KSHMR",44
"Spring","Surfaces",44
"Summer","Ellie Goulding",44
"Summer","Rex Orange County",44
"Winter","Bruno Mars",44
"Winter","Rex Orange County",44
"Winter","The Chainsmokers",44
"Winter","ZAYN",44
"Spring","Cheat Codes",43
"Spring","Giveon",43
"Spring","Zedd",43
"Summer","Alexander 23",43
"Summer","Big Sean",43
"Summer","Lostboycrow",43
"Summer","PRETTYMUCH",43
"Summer","Takagi & Ketra",43
"Spring","Imagine Dragons",42
"Spring","Jonas Blue",42
"Spring","Lostboycrow",42
"Spring","keshi",42
"Summer","Gryffin",42
"Summer","yaeow",42
"Fall","A R I Z O N A",41
"Fall","Bryson Tiller",41
"Fall","Luis Fonsi",41
"Fall","UMI",41
"Spring","Bruno Mars",41
"Spring","Kasbo",41
"Spring","Ruel",41
"Spring","Ruth B.",41
"Summer","Sia",41
"Winter","Gryffin",41
"Winter","Luis Fonsi",41
"Winter","Marshmello",41
"Fall","Joji",40
"Fall","Labrinth",40
"Spring","Emmit Fenn",40
"Spring","yaeow",40
"Summer","Bastille",40
"Summer","Gym Class Heroes",40
"Winter","AJ Mitchell",40
"Fall","Bruno Mars",39
"Fall","Kendrick Lamar",39
"Spring","Big Sean",39
"Spring","Bryce Vine",39
"Spring","George Ezra",39
"Summer","Noah Cyrus",39
"Summer","The Cinematic Orchestra",39
"Summer","Tiesto",39
"Winter","DJomla KS",39
"Winter","Jai Wolf",39
"Winter","Jake Nilson",39
"Winter","Kasbo",39
"Winter","Lost Kings",39
"Winter","Novo Amor",39
"Winter","Shallou",39
"Fall","AJ Mitchell",38
"Fall","Calum Scott",38
"Fall","H.E.R.",38
"Fall","Train",38
"Spring","Alan Menken",38
"Summer","Ali Gatie",38
"Summer","Bryce Vine",38
"Summer","George Ezra",38
"Summer","Herdis Stefansdottir",38
"Summer","Kendrick Lamar",38
"Summer","Mau y Ricky",38
"Summer","Trippie Redd",38
"Winter","Anson Seabra",38
"Winter","Beyonce",38
"Winter","Bryce Vine",38
"Winter","Sam Smith",38
"Winter","Yiruma",38
"Fall","Big Sean",37
"Fall","Chris Brown",37
"Spring","6LACK",37
"Spring","Kina",37
"Spring","Pentatonix",37
"Spring","Rex Orange County",37
"Summer","Atif Aslam",37
"Summer","Broken Back",37
"Summer","FINNEAS",37
"Summer","Neon Trees",37
"Summer","Ruel",37
"Summer","ayokay",37
"Winter","AJR",37
"Winter","Akon",37
"Winter","Andy Grammer",37
"Winter","Enrique Iglesias",37
"Winter","John Legend",37
"Winter","Julia Michaels",37
"Winter","Nikolas Rhonda",37
"Winter","OneRepublic",37
"Winter","Surfaces",37
"Winter","VAX",37
"Fall","L.Dre",36
"Fall","Sid Sriram",36
"Spring","Borgeous",36
"Spring","Daniel Schulz",36
"Spring","ILLENIUM",36
"Spring","Jhene Aiko",36
"Spring","Matter and Energy",36
"Spring","Tom Shea",36
"Summer","American Authors",36
"Summer","David Guetta",36
"Summer","Dominic Fike",36
"Summer","Fuse ODG",36
"Summer","JP Cooper",36
"Summer","John Legend",36
"Summer","Sean Kingston",36
"Winter","Avicii",36
"Winter","Cheat Codes",36
"Winter","EMBRZ",36
"Winter","San Holo",36
"Winter","Weston Estate",36
"Winter","Whethan",36
"Fall","Ariana Grande",35
"Fall","Miro",35
"Fall","Noah Kahan",35
"Fall","Tom Odell",35
"Fall","Why Don't We",35
"Spring","FKJ",35
"Spring","Naughty Boy",35
"Spring","Prince Royce",35
"Spring","Sean Kingston",35
"Spring","Travis Scott",35
"Spring","UMI",35
"Spring","Vishal-Shekhar",35
"Summer","SZA",35
"Summer","Shallou",35
"Summer","Tate McRae",35
"Winter","Amine",35
"Winter","Lolo Zouai",35
"Winter","Robin Schulz",35
"Fall","Alok",34
"Fall","Fuse ODG",34
"Fall","John Legend",34
"Fall","KYLE",34
"Fall","Lindsey Stirling",34
"Fall","Martin Garrix",34
"Fall","Noah Cyrus",34
"Fall","Rex Orange County",34
"Spring","Charlie Puth",34
"Spring","Selena Gomez",34
"Summer","AJR",34
"Summer","Emmit Fenn",34
"Winter","Emmit Fenn",34
"Winter","Imagine Dragons",34
"Winter","James Blake",34
"Winter","Miguel",34
"Winter","Ollie MN",34
"Winter","Travis Scott",34
"Fall","Alicia Keys",33
"Fall","John Mayer",33
"Fall","Julia Michaels",33
"Spring","Axwell /\ Ingrosso",33
"Spring","JP Cooper",33
"Spring","Luna Meguise",33
"Spring","Noah Cyrus",33
"Spring","The Cinematic Orchestra",33
"Summer","Alicia Keys",33
"Summer","Daddy Yankee",33
"Summer","Don Diablo",33
"Summer","Lil Uzi Vert",33
"Summer","Patrick Watson",33
"Winter","Christian French",33
"Winter","Labrinth",33
"Winter","Takagi & Ketra",33
"Fall","Andy Grammer",32
"Fall","Daddy Yankee",32
"Fall","Hozier",32
"Fall","Juice WRLD",32
"Fall","Juke Ross",32
"Fall","Kodaline",32
"Fall","Pedro Capo",32
"Fall","Verzache",32
"Spring","Childish Gambino",32
"Spring","Thomas Newman",32
"Summer","Kaskade",32
"Summer","Matter and Energy",32
"Summer","Miguel",32
"Summer","Rochak Kohli",32
"Winter","Dean Lewis",32
"Winter","LEON",32
"Winter","Lacrim",32
"Winter","Limited Tym",32
"Fall","Christian French",31
"Fall","Lewis Watson",31
"Fall","Lil Wayne",31
"Fall","Surfaces",31
"Spring","Ashe",31
"Spring","Chris Brown",31
"Spring","FINNEAS",31
"Spring","Gavin Luke",31
"Spring","Jai Wolf",31
"Spring","Lost Kings",31
"Spring","Mat Kearney",31
"Spring","Mike Perry",31
"Spring","SAFE",31
"Spring","ZAYN",31
"Spring","benny blanco",31
"Summer","Alok",31
"Summer","Bruno Mars",31
"Summer","Chris Brown",31
"Summer","Glass Animals",31
"Summer","Lost Kings",31
"Summer","Luis Fonsi",31
"Winter","Bakermat",31
"Winter","Bastille",31
"Winter","Borgeous",31
"Winter","Finding Hope",31
"Winter","Fuse ODG",31
"Winter","Kaskade",31
"Winter","Kina",31
"Winter","Ruel",31
"Winter","Sarcastic Sounds",31
"Winter","Tyler and Mark",31
"Fall","Flume",30
"Fall","Hans Zimmer",30
"Fall","JP Cooper",30
"Fall","Kevin Garrett",30
"Fall","LANY",30
"Fall","One Direction",30
"Fall","The Cinematic Orchestra",30
"Spring","Arlette Leduc",30
"Spring","BROCKHAMPTON",30
"Spring","Dean Lewis",30
"Spring","Dilaz",30
"Spring","Finding Hope",30
"Spring","Katy Perry",30
"Spring","Rudimental",30
"Spring","Years & Years",30
"Summer","Ashe",30
"Summer","Beyonce",30
"Summer","Calum Scott",30
"Summer","Grady",30
"Summer","Luna Meguise",30
"Summer","Naturally Recurring",30
"Summer","Snoh Aalegra",30
"Summer","UMI",30
"Summer","Yoke Lore",30
"Winter","LawKu",30
"Winter","Lola Fernando",30
"Winter","MAX",30
"Winter","Purple Tower",30
"Winter","SAINt JHN",30
"Fall","Enrique Iglesias",29
"Fall","Imagine Dragons",29
"Fall","Jhene Aiko",29
"Fall","Marshmello",29
"Spring","Bryant Myers",29
"Spring","Fuse ODG",29
"Spring","Lil Wayne",29
"Spring","Noah Kahan",29
"Summer","Finding Hope",29
"Summer","H.E.R.",29
"Summer","Imagine Dragons",29
"Summer","Kane Brown",29
"Summer","Mr. Probz",29
"Summer","Ski Mask The Slump God",29
"Summer","Tyler and Mark",29
"Winter","Camila Cabello",29
"Winter","J Balvin",29
"Winter","Major Lazer",29
"Fall","Burna Boy",28
"Fall","Israel Kamakawiwo'ole",28
"Fall","SiR",28
"Fall","Whethan",28
"Fall","Zaeden",28
"Fall","Zedd",28
"Spring","Halsey",28
"Spring","KYLE",28
"Spring","Neon Trees",28
"Spring","Peter Sandberg",28
"Spring","Ski Mask The Slump God",28
"Spring","Yiruma",28
"Spring","bulow",28
"Summer","Blue Ivy",28
"Summer","Harry Styles",28
"Summer","Israel Kamakawiwo'ole",28
"Summer","Lil Wayne",28
"Summer","MOWE",28
"Summer","Mike Perry",28
"Summer","Pop Smoke",28
"Summer","Roxy Tones",28
"Summer","shy martin",28
"Winter","Mike Perry",28
"Winter","Neutral Commitment",28
"Winter","Noah Cyrus",28
"Winter","Ruth B.",28
"Winter","Zedd",28
"Fall","Alvaro Soler",27
"Fall","Col3trane",27
"Fall","Peach Tree Rascals",27
"Fall","Pitbull",27
"Spring","Agnes Obel",27
"Spring","Calum Scott",27
"Spring","Chris Burton",27
"Spring","LEON",27
"Spring","Maroon 5",27
"Spring","ODIE",27
"Spring","Tate McRae",27
"Spring","Yonder Dale",27
"Summer","AJ Mitchell",27
"Summer","Flo Rida",27
"Summer","Sid Sriram",27
"Summer","Sven Stierna",27
"Summer","benny blanco",27
"Winter","Bobby McFerrin",27
"Winter","Cali Y El Dandee",27
"Winter","David Guetta",27
"Winter","Dominic Fike",27
"Winter","FINNEAS",27
"Winter","RINI",27
"Winter","Rim'K",27
"Winter","Roxy Tones",27
"Winter","The Beatles",27
"Winter","UMI",27
"Winter","fun.",27
"Fall","ODIE",26
"Fall","Patrick Watson",26
"Fall","Rochak Kohli",26
"Fall","shy martin",26
"Spring","Anuel AA",26
"Spring","Atif Aslam",26
"Spring","Dreamscaper",26
"Spring","Ellie Goulding",26
"Spring","Galantis",26
"Spring","ROLE MODEL",26
"Spring","SHAED",26
"Spring","Stanislav Gallin",26
"Spring","Verzache",26
"Summer","Black Eyed Peas",26
"Summer","Bryson Tiller",26
"Summer","Conor Maynard",26
"Summer","Daniel Schulz",26
"Summer","Dilaz",26
"Summer","James TW",26
"Summer","Klangkarussell",26
"Summer","RL Grime",26
"Summer","Train",26
"Summer","fun.",26
"Winter","Ali Gatie",26
"Winter","Galantis",26
"Winter","Lukas Graham",26
"Fall","5 Seconds of Summer",25
"Fall","Fiji Blue",25
"Fall","JONES",25
"Fall","John Adams",25
"Fall","Morgan Page",25
"Fall","Snoh Aalegra",25
"Fall","Takagi & Ketra",25
"Fall","Vicetone",25
"Fall","mehro",25
"Spring","Alexander 23",25
"Spring","Alicia Keys",25
"Spring","Dominic Fike",25
"Spring","Don Toliver",25
"Spring","Gemma Casimaty",25
"Spring","Hans Zimmer",25
"Spring","Josep Alba",25
"Spring","Kodaline",25
"Spring","Maggie Lindemann",25
"Spring","Marc E. Bassy",25
"Spring","NIKI",25
"Spring","RINI",25
"Spring","Scintillante",25
"Spring","Tinlicker",25
"Spring","Vance Joy",25
"Spring","Whethan",25
"Summer","Anuel AA",25
"Summer","Bedtime Instrumental Piano Music Academy",25
"Summer","Jonas Blue",25
"Summer","Lorde",25
"Summer","Roy Woods",25
"Summer","Why Don't We",25
"Winter","Coldplay",25
"Winter","Don Diablo",25
"Winter","LANY",25
"Winter","Lofi Fruits Music",25
"Winter","lovelytheband",25
"Fall","Amine",24
"Fall","Bastille",24
"Fall","DESTIN CONRAD",24
"Fall","Harry Styles",24
"Fall","Jason Derulo",24
"Fall","Kaskade",24
"Fall","Naturally Recurring",24
"Fall","The Lumineers",24
"Fall","Tones And I",24
"Spring","A.CHAL",24
"Spring","Alvaro Soler",24
"Spring","Andrew McMahon in the Wilderness",24
"Spring","Andy Grammer",24
"Spring","Cat Burns",24
"Spring","Matilda Charpie",24
"Spring","Mokita",24
"Spring","Moon Laika",24
"Summer","Agnes Obel",24
"Summer","Ariana Grande",24
"Summer","Charmaine D'Avis",24
"Summer","Fancy Cars",24
"Summer","Far East Movement",24
"Summer","J. Cole",24
"Summer","Minik Knudsen",24
"Summer","Scintillante",24
"Summer","The Kid LAROI",24
"Summer","VAX",24
"Summer","Yiruma",24
"Winter","Alvaro",24
"Winter","Axwell /\ Ingrosso",24
"Winter","Calvin Harris",24
"Winter","Elephante",24
"Winter","Kendrick Lamar",24
"Winter","Kodaline",24
"Winter","Lennon Stella",24
"Winter","Naturally Recurring",24
"Winter","ODIE",24
"Winter","Tones And I",24
"Winter","keshi",24
"Fall","88rising",23
"Fall","Alexander 23",23
"Fall","Cheat Codes",23
"Fall","Dominic Fike",23
"Fall","Harry Hudson",23
"Fall","Jasleen Royal",23
"Fall","Jome",23
"Fall","gnash",23
"Fall","lovelytheband",23
"Spring","AJR",23
"Spring","Alok",23
"Spring","Clean Bandit",23
"Spring","Declan McKenna",23
"Spring","Far East Movement",23
"Spring","Farruko",23
"Spring","Jack Jezzro",23
"Spring","Jiao Ch'ien",23
"Spring","John Legend",23
"Spring","John Mayer",23
"Spring","John Ocean",23
"Spring","Judithe Abelsen",23
"Spring","MGMT",23
"Spring","Nazareno Aversa",23
"Spring","Noname",23
"Spring","Party Favor",23
"Spring","Rich The Kid",23
"Spring","SiR",23
"Spring","Sven Stierna",23
"Spring","Vas Bela",23
"Summer","Axwell /\ Ingrosso",23
"Summer","Dreamville",23
"Summer","Future",23
"Summer","J-AX",23
"Summer","Kazy Lambist",23
"Summer","Otto A. Totland",23
"Summer","SiR",23
"Summer","Tungevaag",23
"Summer","Vance Joy",23
"Summer","Wallows",23
"Winter","Alexander 23",23
"Winter","Alina Baraz",23
"Winter","Alvaro Soler",23
"Winter","Drum Chief",23
"Winter","Harry Styles",23
"Winter","JP Cooper",23
"Winter","Lorenzo De Lima",23
"Winter","Robyn Sherwell",23
"Winter","Sam Feldt",23
"Winter","Tyler Ward",23
"Fall","GASHI",22
"Fall","Holmsey",22
"Fall","King Princess",22
"Fall","Lukas Graham",22
"Fall","Matter and Energy",22
"Fall","Peter Manos",22
"Spring","Alec Benjamin",22
"Spring","Alessia Cara",22
"Spring","Charles Bolt",22
"Spring","Gym Class Heroes",22
"Spring","H.E.R.",22
"Spring","HONNE",22
"Spring","Harry Styles",22
"Spring","Koby Laver",22
"Spring","Leah Maur",22
"Spring","Minik Knudsen",22
"Spring","Sky McCreery",22
"Spring","Why Don't We",22
"Summer","Alaina Castillo",22
"Summer","Alessia Cara",22
"Summer","Anirudh Ravichander",22
"Summer","Blxst",22
"Summer","Clean Bandit",22
"Summer","Jason Derulo",22
"Summer","Madison Beer",22
"Summer","Rannar Sillard",22
"Summer","Rudimental",22
"Summer","Sufjan Stevens",22
"Summer","gnash",22
"Summer","iann dior",22
"Winter","Alpha Brain Waves",22
"Winter","Chris Brown",22
"Winter","Dennis Kruissen",22
"Winter","Dreamscaper",22
"Winter","John Mayer",22
"Winter","Josep Alba",22
"Winter","Kimberly Anne",22
"Winter","Kollegah",22
"Winter","Pitbull",22
"Winter","Stanislav Gallin",22
"Winter","Wisin",22
"Fall","21 Savage",21
"Fall","BANNERS",21
"Fall","Ben Kyle",21
"Fall","Childish Gambino",21
"Fall","Elephante",21
"Fall","Ex-poets",21
"Fall","Foudeqush",21
"Fall","Gavin Haley",21
"Fall","Grant",21
"Fall","Major Lazer",21
"Fall","Sabrina Claudio",21
"Fall","TAL",21
"Fall","Tame Impala",21
"Fall","The Neighbourhood",21
"Fall","The Spacies",21
"Spring","88rising",21
"Spring","Ajay Stephens",21
"Spring","Bebe Rexha",21
"Spring","Cali Y El Dandee",21
"Spring","Cautious Clay",21
"Spring","Deep Inside",21
"Spring","Elephante",21
"Spring","GROUPLOVE",21
"Spring","Harry Hudson",21
"Spring","Jon Schmidt",21
"Spring","Jonas Brothers",21
"Spring","Lucky Daye",21
"Spring","MOWE",21
"Spring","Miro",21
"Spring","Mitch James",21
"Spring","Social House",21
"Summer","Angus & Julia Stone",21
"Summer","DJ Snake",21
"Summer","Dean Lewis",21
"Summer","GAMPER & DADONI",21
"Summer","GASHI",21
"Summer","Joseph McGrahl",21
"Summer","MKTO",21
"Summer","Maroon 5",21
"Summer","SLANDER",21
"Summer","Said The Sky",21
"Summer","Steve Aoki",21
"Summer","Vas Bela",21
"Winter","Gavin Haley",21
"Winter","George Ezra",21
"Winter","Gradur",21
"Winter","Great Good Fine Ok",21
"Winter","Johnny Stimson",21
"Winter","Jon Schmidt",21
"Winter","Jonas Blue",21
"Winter","Maes",21
"Winter","Selena Gomez",21
"Winter","Sid Sriram",21
"Fall","Aqualung",20
"Fall","Aquilo",20
"Fall","Dan + Shay",20
"Fall","Don Toliver",20
"Fall","George Ezra",20
"Fall","JT Roach",20
"Fall","Jack Johnson",20
"Fall","James Bay",20
"Fall","Jaymes Young",20
"Fall","Jonas Blue",20
"Fall","Natalie Taylor",20
"Fall","The 1975",20
"Fall","Tory Lanez",20
"Fall","alayna",20
"Fall","fun.",20
"Spring","Ali Gatie",20
"Spring","American Authors",20
"Spring","Artura Ponce Valles",20
"Spring","Gavin Haley",20
"Spring","Gnarls Barkley",20
"Spring","Good Night World",20
"Spring","Israel Kamakawiwo'ole",20
"Spring","J. Cole",20
"Spring","James Bay",20
