"Year","Album","Plays"
"2020","Jonas Blue ~ Fast Car",29
"2020","Chris Brown ~ Heartbreak on a Full Moon",29
"2020","RL Grime ~ NOVA",29
"2020","Billy Joel ~ The Essential Billy Joel",29
"2020","Queen ~ The Game",29
"2020","Absofacto ~ Thousand Peaces",29
"2021","Estelle ~ Shine",29
"2021","Traffic ~ Traffic",29
"2021","Coldplay ~ Viva La Vida or Death and All His Friends",29
"2021","Weezer ~ Weezer",29
"2022","Mura Masa ~ Mura Masa",29
"2022","Elton John ~ Rock Of The Westies",29
"2022","Young Stoner Life ~ Slime Language 2",29
"2022","Kid Cudi ~ The Boy Who Flew To The Moon",29
"2022","whiterosemoxie ~ white ceilings",29
"2016","Kiiara ~ low kii savage",28
"2017","Zedd ~ Stay",28
"2018","Big Sean ~ Double Or Nothing (& Metro Boomin)",28
"2018","The Weeknd ~ My Dear Melancholy,",28
"2018","2 Chainz ~ Pretty Girls Like Trap Music",28
"2018","Lil Wayne ~ Tha Carter V",28
"2018","Drake ~ The Motto",28
"2019","Major Lazer ~ Major Lazer Essentials",28
"2019","Bryce Hase ~ Off the Planet",28
"2019","The Wanted ~ The Wanted",28
"2020","Crystal Fighters ~ Cave Rave",28
"2020","Halsey ~ Complementary Colors",28
"2020","Shankar Mahadevan ~ Dil Chahta Hai",28
"2020","Blaccmass ~ Dragon Energy",28
"2020","Ryan Trey ~ Nowhere To Run",28
"2020","The Beatles ~ Please Please Me",28
"2020","Drake ~ Thank Me Later",28
"2021","Dua Lipa ~ Future Nostalgia",28
"2021","Juice WRLD ~ Goodbye & Good Riddance",28
"2021","DJ Khaled ~ KHALED KHALED",28
"2021","2 Chainz ~ Pretty Girls Like Trap Music",28
"2022","Drake ~ More Life",28
"2022","Electric Light Orchestra ~ Out of the Blue",28
"2022","Kid Cudi ~ Passion, Pain & Demon Slayin'",28
"2022","Daft Punk ~ Random Access Memories",28
"2022","Young Thug ~ So Much Fun",28
"2022","Ice Cube ~ The Predator",28
"2022","Bruno Mars ~ Unorthodox Jukebox",28
"2017","French Montana ~ Jungle Rules",27
"2018","The Beatles ~ 1",27
"2018","Jay Rock ~ King's Dead (with Kendrick Lamar, Future & James Blake)",27
"2018","Sheck Wes ~ MUDBOY",27
"2019","Tyler, The Creator ~ IGOR",27
"2019","Lil Nas X ~ Old Town Road",27
"2019","Osibih ~ Pressure 2.0",27
"2019","The Beatles ~ The Beatles 1967 - 1970",27
"2019","Avicii ~ The Days / Nights",27
"2020","Jason Derulo ~ Jason Derulo",27
"2020","Owl City ~ Ocean Eyes",27
"2020","Coldplay ~ Parachutes",27
"2020","NAV ~ Perfect Timing",27
"2020","Arizona Zervas ~ ROXANNE",27
"2020","Bob Seger ~ Stranger In Town",27
"2020","THE SCOTTS ~ THE SCOTTS",27
"2020","The Weeknd ~ The Hills",27
"2021","Ellie Goulding ~ Halcyon Days",27
"2021","Chris Brown ~ Slime & B",27
"2021","Jef Miles ~ Take It Back (Feat. Dom Fricot)",27
"2021","Billy Joel ~ The Essential Billy Joel",27
"2022","Miguel ~ All I Want Is You",27
"2022","Aries ~ BELIEVE IN ME, WHO BELIEVES IN YOU",27
"2022","Olympic Ayres ~ Episode III",27
"2022","Drake ~ Honestly, Nevermind",27
"2022","Mac Miller ~ K.I.D.S.",27
"2022","Hippo Campus ~ LP3",27
"2022","Jeremih ~ Late Nights: The Album",27
"2022","Led Zeppelin ~ Led Zeppelin IV",27
"2022","Cage The Elephant ~ Tell Me I'm Pretty",27
"2022","Declan McKenna ~ What Do You Think About the Car?",27
"2022","Kendrick Lamar ~ i",27
"2017","Young Thug ~ Beautiful Thugger Girls",26
"2018","blackbear ~ deadroses",26
"2019","Avicii ~ AVICI",26
"2019","Aerosmith ~ Aerosmith",26
"2019","Tee Grizzley ~ From The D To The A (feat. Lil Yachty)",26
"2019","Travis Scott ~ HIGHEST IN THE ROOM",26
"2019","Lil Uzi Vert ~ Luv Is Rage 2",26
"2019","Drake ~ Summer Sixteen",26
"2019","Skrillex ~ Would You Ever",26
"2020","The Weeknd ~ Blinding Lights",26
"2020","Tom Petty ~ Full Moon Fever",26
"2020","Queen ~ Jazz",26
"2020","Calvin Harris ~ Motion",26
"2020","Fleetwood Mac ~ Rumours",26
"2020","Calvin Harris ~ Slide (feat. Frank Ocean & Migos)",26
"2020","Bruno Mars ~ Unorthodox Jukebox",26
"2021","Future ~ 56 Nights",26
"2021","Arctic Monkeys ~ AM",26
"2021","Khalid ~ American Teen",26
"2021","Bruno Mars ~ Doo-Wops & Hooligans",26
"2021","24kGoldn ~ El Dorado",26
"2021","Pitbull ~ Globalization",26
"2021","The Neighbourhood ~ I Love You.",26
"2021","The Beatles ~ Please Please Me",26
"2021","NAV ~ RECKLESS",26
"2021","Milky Chance ~ Sadnecessary",26
"2022","Joey Bada$$ ~ 2000",26
"2022","George Harrison ~ All Things Must Pass",26
"2022","42 Dugg ~ Free Dem Boyz",26
"2022","Tiesto ~ Jackie Chan",26
"2022","Post Malone ~ Stoney",26
"2022","The Beatles ~ The Beatles",26
"2016","Foo Fighters ~ Sonic Highways",25
"2017","Drake ~ Back To Back",25
"2017","Shawn Mendes ~ Illuminate",25
"2017","Kanye West ~ The Life Of Pablo",25
"2018","Boston ~ Boston",25
"2018","Juice WRLD ~ Goodbye & Good Riddance",25
"2018","Drake ~ Nice For What",25
"2018","Post Malone ~ Stoney",25
"2019","Future ~ EVOL",25
"2019","Logic ~ Keanu Reeves",25
"2019","Wham! ~ LAST CHRISTMAS",25
"2019","J. Cole ~ MIDDLE CHILD",25
"2019","The Beatles ~ Magical Mystery Tour",25
"2019","NAV ~ NAV",25
"2019","Ty Dolla $ign ~ Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",25
"2019","Kodak Black ~ Project Baby 2: All Grown Up",25
"2019","Internet Money ~ Somebody",25
"2019","JAY-Z ~ Top Five",25
"2020","A$AP Rocky ~ Sundress",25
"2021","Green Day ~ Greatest Hits: God's Favorite Band",25
"2021","Masego ~ Mystery Lady (feat. Don Toliver)",25
"2021","OneRepublic ~ Native",25
"2021","OneRepublic ~ Oh My My",25
"2021","Neon Trees ~ Picture Show",25
"2021","Daft Punk ~ Random Access Memories",25
"2021","21 Savage ~ SAVAGE MODE II",25
"2021","Rex Orange County ~ Sunflower",25
"2021","Lil Tecca ~ We Love You Tecca",25
"2022","Queen ~ A Night At The Opera",25
"2022","GoldLink ~ At What Cost",25
"2022","JACKBOYS ~ JACKBOYS",25
"2022","Metro Boomin ~ NOT ALL HEROES WEAR CAPES",25
"2022","Coldplay ~ Parachutes",25
"2022","2 Chainz ~ Pretty Girls Like Trap Music",25
"2022","Brent Faiyaz ~ Sonder Son",25
"2022","Wallows ~ Spring EP",25
"2022","TOTO ~ Toto",25
"2017","Travis Scott ~ BUTTERFLY EFFECT",24
"2017","Calvin Harris ~ Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",24
"2017","ZAYN ~ Fifty Shades Darker",24
"2017","Macklemore & Ryan Lewis ~ The Heist",24
"2017","Eminem ~ The Marshall Mathers LP2",24
"2017","Bryson Tiller ~ True to Self",24
"2018","Guns N' Roses ~ Appetite For Destruction",24
"2018","Drake ~ Nothing Was The Same",24
"2018","Kendrick Lamar ~ To Pimp A Butterfly",24
"2018","Ansel Elgort ~ You Can Count On Me",24
"2019","Sub Urban ~ Cradles",24
"2019","Tom Petty ~ Full Moon Fever",24
"2019","Kanye West ~ Late Registration",24
"2019","Clean Bandit ~ Rather Be (feat. Jess Glynne)",24
"2019","Dreamville ~ Revenge Of The Dreamers III",24
"2019","Creedence Clearwater Revival ~ Willy And The Poor Boys",24
"2019","blackbear ~ idfc",24
"2020","Green Day ~ American Idiot - The Original Broadway Cast Recording",24
"2020","The Rolling Stones ~ Beggars Banquet",24
"2020","Marshmello ~ Happier",24
"2020","Shankar-Ehsaan-Loy ~ Kal Ho Naa Ho (Original Motion Picture Soundtrack)",24
"2020","Drake ~ Laugh Now Cry Later (feat. Lil Durk)",24
"2020","Led Zeppelin ~ Led Zeppelin IV",24
"2020","Dreamville ~ Revenge Of The Dreamers III",24
"2020","The Weeknd ~ Trilogy",24
"2020","Skrillex ~ Would You Ever",24
"2021","Joey Bada$$ ~ ALL-AMERIKKKAN BADA$$",24
"2021","Daryl Hall & John Oates ~ Bigger Than Both Of Us",24
"2021","Imagine Dragons ~ Night Visions",24
"2021","Iyaz ~ Replay",24
"2021","JAY-Z ~ Watch The Throne",24
"2022","Calvin Harris ~ 18 Months",24
"2022","Billy Joel ~ An Innocent Man",24
"2022","Rihanna ~ Good Girl Gone Bad: Reloaded",24
"2022","The Beatles ~ Let It Be",24
"2022","Clean Bandit ~ Rather Be (feat. Jess Glynne)",24
"2022","Roy Woods ~ Say Less",24
"2022","Majid Jordan ~ The Space Between",24
"2017","Drake ~ 0 To 100 / The Catch Up",23
"2017","DJ Khaled ~ Grateful",23
"2017","Eminem ~ Revival",23
"2019","Sonu Nigam ~ 3 Idiots",23
"2019","The Weeknd ~ Beauty Behind The Madness",23
"2019","J. Cole ~ Born Sinner",23
"2019","Boston ~ Boston",23
"2019","Kris Wu ~ Deserve (feat. Travis Scott)",23
"2019","Queen ~ Hot Space",23
"2019","The Beatles ~ Let It Be",23
"2019","Rae Sremmurd ~ SR3MM",23
"2019","Black Eyed Peas ~ THE E.N.D. (THE ENERGY NEVER DIES)",23
"2020","A Boogie Wit da Hoodie ~ Artist 2.0",23
"2020","Internet Money ~ B4 The Storm",23
"2020","Blaccmass ~ Days B4 da Fame",23
"2020","Tyler, The Creator ~ IGOR",23
"2020","Bas ~ Milky Way",23
"2020","Ariana Grande ~ My Everything",23
"2020","Shakira ~ Oral Fixation, Vol. 2",23
"2020","Marshmello ~ Project Dreams",23
"2020","The Velvet Underground ~ The Velvet Underground & Nico 45th Anniversary",23
"2020","Yusuf / Cat Stevens ~ The Very Best Of Cat Stevens",23
"2021","The Beatles ~ 1",23
"2021","Internet Money ~ B4 The Storm",23
"2021","Childish Gambino ~ Because the Internet",23
"2021","J. Cole ~ Cole World: The Sideline Story",23
"2021","Baby Keem ~ INVENTED IT",23
"2021","The Mamas & The Papas ~ If You Can Believe Your Eyes & Ears",23
"2021","Robinson ~ Nothing to Regret",23
"2021","Baby Keem ~ ORANGE SODA",23
"2021","Jhene Aiko ~ Trip",23
"2021","Mr. Probz ~ Waves",23
"2022","Arctic Monkeys ~ AM",23
"2022","Crystal Fighters ~ Cave Rave",23
"2022","Migos ~ Culture II",23
"2022","Dominic Fike ~ Don't Forget About Me, Demos",23
"2022","Baby Keem ~ Hearts and Darts",23
"2022","Don Toliver ~ Heaven Or Hell",23
"2022","whiterosemoxie ~ TROJAN",23
"2022","Queen ~ The Game",23
"2022","The Temptations ~ The Temptations Sing Smokey",23
"2017","Camila Cabello ~ Havana (feat. Young Thug)",22
"2017","Clean Bandit ~ Rather Be (feat. Jess Glynne)",22
"2017","Kendrick Lamar ~ i",22
"2018","Aerosmith ~ Aerosmith",22
"2018","Logic ~ The Incredible True Story",22
"2019","Coldplay ~ A Rush of Blood to the Head",22
"2019","Comethazine ~ Bawskee",22
"2019","Elton John ~ Madman Across The Water",22
"2019","Kanye West ~ My Beautiful Dark Twisted Fantasy",22
"2019","Khalid ~ Suncity",22
"2019","Billie Eilish ~ dont smile at me",22
"2020","Aerosmith ~ Aerosmith",22
"2020","6ix9ine ~ DUMMY BOY",22
"2020","Jimi Hendrix ~ Live at Woodstock",22
"2020","Usher ~ Raymond v Raymond",22
"2020","Majid Jordan ~ The Space Between",22
"2021","J. Cole ~ 2014 Forest Hills Drive",22
"2021","Alina Baraz ~ Electric (feat. Khalid)",22
"2021","One Direction ~ FOUR",22
"2021","Far East Movement ~ Free Wired",22
"2021","Jeremih ~ Late Nights: The Album",22
"2021","Rex Orange County ~ Loving Is Easy (feat. Benny Sings)",22
"2021","Foster The People ~ Sacred Hearts Club",22
"2022","Childish Gambino ~ """"Awaken, My Love!""""",22
"2022","J. Cole ~ 2014 Forest Hills Drive",22
"2022","Mike Posner ~ 31 Minutes to Takeoff",22
"2022","The Weeknd ~ Beauty Behind The Madness",22
"2022","Chance the Rapper ~ Coloring Book",22
"2022","Juice WRLD ~ Death Race For Love",22
"2022","Bruno Mars ~ Doo-Wops & Hooligans",22
"2022","Kid Cudi ~ Entergalactic",22
"2022","Future ~ HNDRXX",22
"2022","Post Malone ~ Hollywood's Bleeding",22
"2022","Gotye ~ Making Mirrors",22
"2022","Electric Guest ~ Mondo",22
"2022","Maroon 5 ~ Overexposed",22
"2022","Logic ~ Supermarket (Soundtrack)",22
"2022","Marvin Gaye ~ United",22
"2017","J Balvin ~ Mi Gente",21
"2017","Camila Cabello ~ OMG (feat. Quavo)",21
"2017","Justin Bieber ~ Purpose",21
"2018","Khalid ~ American Teen",21
"2018","Future ~ EVOL",21
"2018","Queen ~ Jazz",21
"2018","Roy Woods ~ Say Less",21
"2018","Tyga ~ Taste (feat. Offset)",21
"2018","Kanye West ~ The Life Of Pablo",21
"2018","The Wanted ~ The Wanted",21
"2019","Ariana Grande ~ 7 rings",21
"2019","Lil Baby ~ Harder Than Ever",21
"2019","Capital Cities ~ In A Tidal Wave Of Mystery",21
"2019","Jason Derulo ~ Jason Derulo",21
"2019","PARTYNEXTDOOR ~ LOYAL (feat. Drake)",21
"2019","Led Zeppelin ~ Led Zeppelin IV",21
"2019","Lil Nas X ~ Panini",21
"2019","Lynyrd Skynyrd ~ Second Helping",21
"2019","Drake ~ Thank Me Later",21
"2019","Bruno Mars ~ Unorthodox Jukebox",21
"2019","ABBA ~ Waterloo",21
"2020","Mike Posner ~ 31 Minutes to Takeoff",21
"2020","Jimi Hendrix ~ Axis: Bold As Love",21
"2020","Kirko Bangz ~ Drank in My Cup",21
"2020","benny blanco ~ FRIENDS KEEP SECRETS",21
"2021","24kGoldn ~ Mood (feat. iann dior)",21
"2021","Coldplay ~ Mylo Xyloto",21
"2021","Polo G ~ RAPSTAR",21
"2021","The Beatles ~ The Beatles 1967 - 1970",21
"2022","2Pac ~ All Eyez On Me",21
"2022","Rex Orange County ~ Best Friend",21
"2022","Vince Staples ~ Big Fish Theory",21
"2022","King Harvest ~ Dancing in the Moonlight",21
"2022","Lil Baby ~ Drip Harder",21
"2022","The Lemonheads ~ It's A Shame About Ray",21
"2022","Doja Cat ~ Kiss Me More (feat. SZA)",21
"2022","Drake ~ Laugh Now Cry Later (feat. Lil Durk)",21
"2022","BabyTron ~ Megatron",21
"2022","Nirvana ~ Nevermind",21
"2022","Swedish House Mafia ~ Paradise Again",21
"2022","Vince Staples ~ RAMONA PARK BROKE MY HEART",21
"2022","Maroon 5 ~ Songs About Jane",21
"2022","mike. ~ This Isn't The Album",21
"2016","Daddy Yankee ~ Vaiven",20
"2017","Eminem ~ Curtain Call: The Hits",20
"2017","Adele ~ Hello",20
"2017","Lil Wayne ~ I Am Not A Human Being II",20
"2017","Drake ~ More Than A Game",20
"2017","Gucci Mane ~ Tone it Down (feat. Chris Brown)",20
"2018","The Beatles ~ Abbey Road",20
"2018","Ty Dolla $ign ~ Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",20
"2018","Kodak Black ~ Project Baby 2: All Grown Up",20
"2018","Lil Wayne ~ Tha Carter IV",20
"2019","Green Day ~ Greatest Hits: God's Favorite Band",20
"2019","Queen ~ Live At Wembley Stadium",20
"2019","Fleetwood Mac ~ Rumours",20
"2019","Yung Gravy ~ Snow Cougar",20
"2019","ILOVEMAKONNEN ~ Tuesday (feat. Drake)",20
"2020","Marshmello ~ Here With Me",20
"2020","Don Toliver ~ Situation",20
"2020","Kid Cudi ~ Speedin' Bullet 2 Heaven",20
"2020","TOTO ~ Toto",20
"2021","Pi'erre Bourne ~ 4U",20
"2021","Rihanna ~ ANTI",20
"2021","Electric Light Orchestra ~ Out of the Blue",20
"2021","Shoreline Mafia ~ Shoreline Mafia Presents Rob Vicious: Traplantic",20
"2021","Bon Jovi ~ Slippery When Wet",20
"2021","Giveon ~ Stuck On You",20
"2021","Kanye West ~ The College Dropout",20
"2021","Mac Miller ~ The Divine Feminine",20
"2021","Absofacto ~ Thousand Peaces",20
"2022","Khalid ~ American Teen",20
"2022","DNCE ~ DNCE",20
"2022","Brent Faiyaz ~ Fuck The World",20
"2022","Tom Petty ~ Full Moon Fever",20
"2022","Brent Faiyaz ~ Gravity (feat. Tyler, The Creator)",20
"2022","A Boogie Wit da Hoodie ~ Hoodie SZN",20
"2022","French Montana ~ Jungle Rules",20
"2022","KIDS SEE GHOSTS ~ KIDS SEE GHOSTS",20
"2022","J. Cole ~ KOD",20
"2022","Twista ~ Kamikaze",20
"2022","David Guetta ~ One Love",20
"2022","Arizona Zervas ~ ROXANNE",20
"2022","Selena Gomez ~ Same Old Love Remix",20
"2022","Rex Orange County ~ Sunflower",20
"2022","The Beach Boys ~ Surfin' USA",20
"2022","Justin Timberlake ~ The 20/20 Experience",20
"2016","Benny Benassi ~ Electroman",19
"2017","XXXTENTACION ~ 17",19
"2017","The Beatles ~ Abbey Road",19
"2017","Drake ~ Sneakin'",19
"2018","OneRepublic ~ Dreaming Out Loud",19
"2018","Usher ~ Raymond v Raymond",19
"2018","Maroon 5 ~ Red Pill Blues",19
"2018","Lynyrd Skynyrd ~ Second Helping",19
"2018","Pacific Air ~ Stop Talking",19
"2019","Fetty Wap ~ 679 (feat. Remy Boyz)",19
"2019","The Beatles ~ A Hard Day's Night",19
"2019","Hoodie Allen ~ Crew Cuts",19
"2019","Trippie Redd ~ Dark Knight Dummo (Feat. Travis Scott)",19
"2019","Famous Dex ~ Dex Meets Dexter",19
"2019","DJ Khaled ~ Grateful",19
"2019","Ellie Goulding ~ Halcyon Days",19
"2019","The Police ~ Outlandos D'Amour",19
"2019","Maroon 5 ~ Red Pill Blues",19
"2019","NLE Choppa ~ Shotta Flow (Feat. Blueface) [Remix]",19
"2020","Marshmello ~ Alone",19
"2020","Queen ~ Hot Space",19
"2020","Led Zeppelin ~ In Through the out Door",19
"2020","Kid Cudi ~ Indicud",19
"2020","The Beatles ~ Revolver",19
"2020","Tame Impala ~ The Slow Rush",19
"2020","Shakira ~ Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)",19
"2020","Creedence Clearwater Revival ~ Willy And The Poor Boys",19
"2021","6ix9ine ~ DUMMY BOY",19
"2021","Lil Nas X ~ INDUSTRY BABY (feat. Jack Harlow)",19
"2021","Roddy Ricch ~ LIVE LIFE FAST",19
"2021","Trippie Redd ~ Miss The Rage (feat. Playboi Carti)",19
"2021","Mustard ~ Perfect Ten",19
"2021","Masego ~ Studying Abroad: Extended Stay",19
"2021","Black Eyed Peas ~ THE E.N.D. (THE ENERGY NEVER DIES)",19
"2021","Traffic ~ The Low Spark Of High Heeled Boys",19
"2021","Creedence Clearwater Revival ~ Willy And The Poor Boys",19
"2022","Drake ~ Care Package",19
"2022","Brent Faiyaz ~ Dead Man Walking",19
"2022","Gunna ~ Drip Season 3",19
"2022","Polo G ~ Hall of Fame",19
"2022","Eagles ~ Hotel California",19
"2022","Calvin Harris ~ Motion",19
"2022","Ryan Trey ~ Nowhere To Run",19
"2022","MGMT ~ Oracular Spectacular",19
"2022","The Beatles ~ Please Please Me",19
"2022","Gunna ~ Sold Out Dates (feat. Lil Baby)",19
"2022","David Bowie ~ The Rise and Fall of Ziggy Stardust and the Spiders from Mars",19
"2022","John Newman ~ Tribute",19
"2016","No Wyld ~ Odyssey",18
"2017","Flo Rida ~ My House",18
"2017","Drake ~ Views",18
"2018","Journey ~ 80s 100 Hits",18
"2018","A$AP Rocky ~ LONG.LIVE.A$AP",18
"2018","The Beatles ~ Let It Be",18
"2018","Kid Cudi ~ Man On The Moon: The End Of Day",18
"2018","Bruno Mars ~ Unorthodox Jukebox",18
"2019","Yung Gravy ~ Alley Oop",18
"2019","Bryson Tiller ~ Blame",18
"2019","Kanye West ~ Champions",18
"2019","SZA ~ Ctrl",18
"2019","benny blanco ~ FRIENDS KEEP SECRETS",18
"2019","Fetty Wap ~ Fetty Wap",18
"2019","Lil Wayne ~ I Am Not A Human Being II",18
"2019","Offset ~ Without Warning",18
"2020","Avicii ~ AVICI",18
"2020","George Harrison ~ All Things Must Pass",18
"2020","Red Hot Chili Peppers ~ Blood Sugar Sex Magik",18
"2020","DNCE ~ DNCE",18
"2020","Eric Bellinger ~ Eric B for President: Term 1",18
"2020","Ellie Goulding ~ Halcyon Days",18
"2020","The Beatles ~ Let It Be",18
"2020","Joe Cocker ~ Live At Woodstock",18
"2020","Elton John ~ Madman Across The Water",18
"2020","Roy Woods ~ Say Less",18
"2020","Estelle ~ Shine",18
"2020","Playboi Carti ~ Whole Lotta Red",18
"2020","Post Malone ~ beerbongs & bentleys",18
"2021","Traffic ~ 20th Century Masters: The Millennium Collection: The Best Of Traffic",18
"2021","The Chainsmokers ~ Closer",18
"2021","Future ~ EVOL",18
"2021","iann dior ~ I'm Gone",18
"2021","Justin Timberlake ~ Mirrors",18
"2021","Maroon 5 ~ Songs About Jane: 10th Anniversary Edition",18
"2021","J. Cole ~ The Off-Season",18
"2022","The Growlers ~ Dream World",18
"2022","Far East Movement ~ Free Wired",18
"2022","Sainte ~ Local Mvp",18
"2022","MKTO ~ MKTO",18
"2022","Luniz ~ Operation Stackola",18
"2022","Fitz and The Tantrums ~ Pickin' up the Pieces",18
"2022","Pink Floyd ~ The Dark Side of the Moon",18
"2022","ILOVEMAKONNEN ~ Tuesday (feat. Drake)",18
"2022","Playboi Carti ~ Whole Lotta Red",18
"2016","Gabriel Antonio ~ All Night Long",17
"2017","Elton John ~ Madman Across The Water",17
"2017","21 Savage ~ Without Warning",17
"2018","Childish Gambino ~ """"Awaken, My Love!""""",17
"2018","J. Cole ~ 4 Your Eyez Only",17
"2018","Green Day ~ American Idiot",17
"2018","Hailee Steinfeld ~ Let Me Go (with Alesso, Florida Georgia Line & watt)",17
"2018","YG ~ My Krazy Life",17
"2018","NF ~ Perception",17
"2018","Calvin Harris ~ Slide (feat. Frank Ocean & Migos)",17
"2018","A$AP Ferg ~ Still Striving",17
"2018","Rich The Kid ~ The World Is Yours",17
"2018","G-Eazy ~ These Things Happen",17
"2019","Migos ~ Culture II",17
"2019","Black Eyed Peas ~ Elephunk",17
"2019","Young Thug ~ Hear No Evil",17
"2019","The Beatles ~ Help!",17
"2019","Eagles ~ One of These Nights",17
"2019","A.R. Rahman ~ Rang De Basanti (Original Motion Picture Soundtrack)",17
"2019","Lil Wayne ~ Tha Carter IV",17
"2019","Avicii ~ True",17
"2019","Bryson Tiller ~ True to Self",17
"2020","HYTYD ~ 7 Years (Remix)",17
"2020","Childish Gambino ~ Because the Internet",17
"2020","Jethro Tull ~ Benefit",17
"2020","Kishore Kumar ~ Padosan (Original Motion Picture Soundtrack)",17
"2020","Death Cab for Cutie ~ Plans",17
"2020","The Police ~ Reggatta De Blanc",17
