"ID","Season","Song","Plays"
"2688516038257892015","Spring","Drake ~ With You (feat. PARTYNEXTDOOR)",36
"1749476859560079326","Summer","Amine ~ Caroline",36
"1748541000703358828","Summer","Isaiah Rashad ~ Don't Shoot",36
"8161290431116715928","Summer","Kanye West ~ Heard 'Em Say (feat. Adam Levine)",36
"-5815075495220034625","Summer","J. Cole ~ January 28th",36
"-2499821805255059266","Summer","Isaiah Rashad ~ Shot You Down (feat. Jay Rock & ScHoolboy Q)",36
"5497508869377487957","Summer","Frank Ocean ~ Solo (Reprise)",36
"1747849798704165846","Summer","Isaiah Rashad ~ West Savannah (feat. SZA)",36
"-4953649223160025228","Summer","Travis Scott ~ the ends",36
"6506567597280232204","Winter","Migos ~ Bad and Boujee (feat. Lil Uzi Vert)",36
"6360677486938770392","Winter","Patrick Cc:, Jonah Zed ~ Black Hole Sun (feat. Skaiwater)",36
"-5529813466786458624","Winter","Meek Mill ~ Litty (feat. Tory Lanez)",36
"-3293075608121153722","Winter","Travis Scott, Quavo, HUNCHO JACK ~ Modern Slavery",36
"-5527241012754083292","Winter","Beach House ~ Norway",36
"-197850721197905889","Winter","nothing,nowhere. ~ nightmare",36
"-3581275717128401896","Fall","Travis Scott ~ 3500 (feat. Future & 2 Chainz)",35
"7152210920112535431","Fall","Mick Jenkins ~ 40 Below",35
"1100370997699871321","Fall","Aries ~ CAROUSEL",35
"-7328156573065648902","Fall","Future ~ March Madness",35
"-4086821285866703279","Fall","Mick Jenkins ~ Martyrs",35
"-5816476397719435569","Fall","Jaden ~ Ninety",35
