"ID","SchoolPeriod","Song","Plays"
"6434611282071282034","10th-11th Summer","2 Chainz ~ It's a Vibe (feat. Ty Dolla $ign, Trey Songz & Jhene Aiko)",5
"-8770140829515863370","10th-11th Summer","Eminem ~ Lucky You (feat. Joyner Lucas)",5
"4991329222154016283","10th-11th Summer","Travis Scott, Quavo, HUNCHO JACK ~ Modern Slavery",5
"-1132748883600933166","10th-11th Summer","Wiz Khalifa ~ Mr. Williams (feat. THEMXXNLIGHT & Curren$y) / Where is the Love",5
"2399609020082199934","10th-11th Summer","Wiz Khalifa ~ Ocean",5
"3697383462619466497","10th-11th Summer","Playboi Carti ~ Old Money",5
"-2571814333888772829","10th-11th Summer","Trippie Redd ~ Oomps Revenge",5
"-2862941384368813328","10th-11th Summer","Southside, G Herbo ~ Pac n Dre",5
"9100989066409618267","10th-11th Summer","A$AP Rocky ~ Praise The Lord (Da Shine) [feat. Skepta]",5
"1676609267256666101","10th-11th Summer","Ariana Grande ~ R.E.M",5
"-3870063570806569162","10th-11th Summer","Drake ~ Ratchet Happy Birthday",5
"3334410679028201477","10th-11th Summer","Wiz Khalifa ~ Real Rich (feat. Gucci Mane)",5
"-6538852984476522689","10th-11th Summer","KIDS SEE GHOSTS ~ Reborn",5
"-5599935924136564891","10th-11th Summer","Playboi Carti ~ Right Now (feat. Pi'erre Bourne)",5
"310666174932402067","10th-11th Summer","Amine ~ STFU2",5
"-6394413909395803622","10th-11th Summer","Amine ~ SUGARPARENTS (feat. Rico Nasty)",5
"4630703295050918941","10th-11th Summer","THE CARTERS ~ SUMMER",5
"-4447526352965710447","10th-11th Summer","YG ~ SUU WHOOP",5
"-1495088353176653358","10th-11th Summer","Pusha T ~ Santeria",5
"-53985155545974456","10th-11th Summer","Sjava, REASON, Mozzy ~ Seasons",5
"-4662586345065145533","10th-11th Summer","Johnny Rain ~ Seventeen",5
"-5097730705857897698","10th-11th Summer","Nas ~ Simple Things",5
"-2791432761056036558","10th-11th Summer","Joey Bada$$ ~ Sit N' Prey (feat. Dessy & T'nah Apex)",5
"-2501874978146617118","10th-11th Summer","SiR ~ Something Foreign (feat. ScHoolboy Q)",5
"6864071845663971566","10th-11th Summer","Lil Uzi Vert ~ Team Rocket",5
"-4880871343227463358","10th-11th Summer","Lil Skies ~ Tell My Haters",5
"3983082878027488658","10th-11th Summer","Eminem ~ The Ringer",5
"-1204645236041395503","10th-11th Summer","Trippie Redd ~ Together",5
"2182360843562977125","10th-11th Summer","Jaden ~ U",5
"4847861264400813910","10th-11th Summer","Chance the Rapper ~ Wala Cam (feat. Supa Bwe & Forever Band)",5
"7731189607615555108","10th-11th Summer","Travis Scott ~ Wasted (feat. Juicy J)",5
"4631501333859197329","10th-11th Summer","Mick Jenkins ~ What Am I To Do",5
"2326372681907780085","10th-11th Summer","Lil Baby, Drake ~ Yes Indeed",5
"1677804642146347030","10th-11th Summer","Ariana Grande ~ breathin",5
"8812741547697382348","10th-11th Summer","Ariana Grande ~ get well soon",5
"-2429520201673666788","10th-11th Summer","Travis Scott ~ goosebumps",5
"-8698580246019969489","10th-11th Summer","Ariana Grande ~ successful",5
"2903679570034940672","10th-11th Summer","Travis Scott ~ through the late night",5
"-7331458503910607229","11th Grade","Jazz Cartier ~ . FUNCTION",5
"668632764896674658","11th Grade","Jazz Cartier ~ . SECURITY",5
"-3799726283407529855","11th Grade","Jazz Cartier ~ . SEX MACHINA",5
"-1130501023039040141","11th Grade","Jazz Cartier ~ . SOUL SEARCHER",5
"-8192380718138246426","11th Grade","Jazz Cartier ~ . TALK 2",5
"-194498752138343273","11th Grade","Jazz Cartier ~ . Tales / Psycho '93 Freestyle",5
"3192693025376780003","11th Grade","Jazz Cartier ~ . VVS (feat. KTOE)",5
"7728637038962314401","11th Grade","Tee Grizzley ~ 1 Night (feat. Quavo)",5
"-7978196227692333817","11th Grade","21 Savage ~ 1.5",5
"5423385953884706267","11th Grade","Logic ~ 100 Miles and Running (feat. Wale & John Lindahl)",5
"8162250348409655684","11th Grade","Almighty Jay ~ 2 Tone Drip",5
"-1277226022215403934","11th Grade","Tory Lanez ~ 4 Me",5
"6073697844720131687","11th Grade","A Boogie wit da Hoodie ~ 4 Min Convo (Favorite Song)",5
"-7473134857281386744","11th Grade","Mick Jenkins ~ 40 Below",5
"-1854455948944967839","11th Grade","Ariana Grande ~ 7 rings",5
"4127260893095297026","11th Grade","Vince Staples ~ 745",5
"5494826038366191836","11th Grade","Jaden ~ A Calabasas Freestyle",5
"-8987001173881969937","11th Grade","J. Cole ~ A Tale of 2 Citiez",5
"5855309035822958936","11th Grade","Toto ~ Africa",5
"-1564974494845848522","11th Grade","Future ~ Afterlife",5
"7010356730718635500","11th Grade","Dave East ~ Again",5
"-3582272392939157390","11th Grade","Juice WRLD, Future ~ Ain't Livin Right (feat. Gunna)",5
"-1706949701047229469","11th Grade","Big Daddy Kane ~ Ain't No Half-Steppin'",5
"-5457782978950724980","11th Grade","Cordae ~ Alaska",5
"-3728559475840805780","11th Grade","Kanye West ~ All Mine",5
"-3151322590505638940","11th Grade","Anderson .Paak ~ Am I Wrong (feat. ScHoolboy Q)",5
"-3006784512171991999","11th Grade","Migos ~ BBO (Bad Bitches Only) [feat. 21 Savage]",5
"1749921803354783086","11th Grade","BROCKHAMPTON ~ BERLIN",5
"-8915280312359201601","11th Grade","Quavo ~ BIG BRO",5
"4413942073608817484","11th Grade","Quavo ~ BIGGEST ALLEY OOP",5
"453677746556292528","11th Grade","Denzel Curry ~ BLACK METAL TERRORIST l 13 M T",5
"-1998945514111130216","11th Grade","Kota the Friend ~ Backyard",5
"-1636386667313683347","11th Grade","Mir Fontane ~ Ben Simmons",5
"-846375835933956160","11th Grade","Travis Scott, Quavo, HUNCHO JACK ~ Best Man",5
"4922067339478829839","11th Grade","Daniel Caesar ~ Best Part (feat. H.E.R.)",5
"-3079703800515856174","11th Grade","Joey Bada$$ ~ Big Dusty",5
"6648979634706937170","11th Grade","Dr. Dre ~ Big Ego's (feat. Hittman)",5
"-987450403560260440","11th Grade","ScHoolboy Q ~ Black Folk",5
"-9132003577323224861","11th Grade","Chance the Rapper ~ Blessings (feat. Ty Dolla $ign, Raury, BJ The Chicago Kid & Anderson .Paak)",5
"-8627299073722599363","11th Grade","Lil Skies ~ Blue Strips",5
"8811969928217657205","11th Grade","YBN Nahmir ~ Bounce Out With That",5
"525630135549488253","11th Grade","Kanye West ~ Bound 2",5
"-1923633762364846435","11th Grade","Ty Dolla $ign ~ Bring It out of Me",5
"-5670090880523587546","11th Grade","Lil Wayne ~ Can't Be Broken",5
"4414577696940361078","11th Grade","Trippie Redd ~ Can't Love",5
"-6607958660486752140","11th Grade","Ski Mask the Slump God ~ Cat Piss (feat. Lil Yachty)",5
"1319001387364553188","11th Grade","Chester Watson ~ Chessmaster (feat. Kent Loon)",5
"-2573972397052304357","11th Grade","ScHoolboy Q ~ Collard Greens (feat. Kendrick Lamar)",5
"8164284606346807279","11th Grade","A Boogie wit da Hoodie ~ Come Closer (feat. Queen Naija)",5
"4848159473009844118","11th Grade","Future ~ Comin Out Strong (feat. The Weeknd)",5
"4414916765771460624","11th Grade","Domo Genesis ~ Coming Back (feat. MAC MILLER)",5
"-5742339156052828378","11th Grade","Nas ~ Cops Shot the Kid (feat. Kanye West)",5
"1678051120164369449","11th Grade","ScHoolboy Q ~ CrasH",5
"8738980169789973469","11th Grade","JID ~ D/vision (feat. EARTHGANG)",5
"-8123591102374801371","11th Grade","Lil Wayne ~ Dark Side of the Moon (feat. Nicki Minaj)",5
"-3584498250940631893","11th Grade","Lil Wayne ~ Dedicate",5
"2828965214720893600","11th Grade","Comethazine ~ Demar Derozan",5
"-8122318379992301846","11th Grade","Juice WRLD ~ Desire",5
"-8556439767065513163","11th Grade","Trippie Redd ~ Diamond Minds (feat. Tory Lanez & Elliott Trent)",5
"-4375081808918449949","11th Grade","Kirk Knight ~ Different Day",5
"-124587244268631181","11th Grade","Offset ~ Don't Lose Me",5
"2974993928956697278","11th Grade","Future ~ Draco",5
"380679726966530766","11th Grade","ScHoolboy Q ~ Drunk (feat. 6LACK)",5
"1318329049779920645","11th Grade","Kirk Knight ~ Duffle Bag",5
"8304817811900481872","11th Grade","Ty Dolla $ign ~ Ex (feat. YG)",5
"-3942765891338655675","11th Grade","BROCKHAMPTON ~ FABRIC",5
"6721063831566104571","11th Grade","Quavo ~ FUCK 12 (feat. Offset)",5
"7008020650009031439","11th Grade","Future ~ Faceshot",5
"8813060386414442643","11th Grade","Mike WiLL Made-It ~ Faith (feat. Lil Wayne & HoodyBaby)",5
"2111031825873700263","11th Grade","Lil Wayne ~ Famous (feat. Reginae Carter)",5
"5279437001313482055","11th Grade","Kanye West ~ Father Stretch My Hands, Pt. 1",5
"-5742251516996362854","11th Grade","YBN Nahmir ~ Feel Like",5
"-987162026824684219","11th Grade","KIDS SEE GHOSTS ~ Fire",5
"4631833060523933049","11th Grade","Chester Watson ~ Floating",5
"-1275177700433177216","11th Grade","Young Thug ~ Floyd Mayweather (feat. Travis Scott, Gucci Mane & Gunna)",5
"598538205576492217","11th Grade","Lil Uzi Vert ~ For Real",5
"7730066810627150743","11th Grade","Jalen Santoy ~ Foreplay",5
"-2215411680855376929","11th Grade","2 Chainz ~ Forgiven (feat. Marsha Ambrosius)",5
"2612768581686623061","11th Grade","Kota the Friend ~ Foto (feat. Hello Oshay)",5
"6720382094188073580","11th Grade","Lil Mosey ~ Fu shit",5
"-1061218974551710910","11th Grade","Kirk Knight ~ Full Metal Jacket",5
"-4805863990711004651","11th Grade","Quavo ~ GIVE IT TO EM (feat. Saweetie)",5
"6864194662827935217","11th Grade","Vince Staples ~ Get Paid (feat. Desi Mo)",5
"4994219385280762149","11th Grade","Comethazine ~ Gusher Guts",5
"-4736384527613860372","11th Grade","Quavo ~ HUNCHO DREAMS",5
"8593122864146981584","11th Grade","Vince Staples ~ Hang N' Bang (feat. A$ton Matthews)",5
"-1854857028568478248","11th Grade","Tory Lanez ~ Happiness x Tell Me",5
"8018038566466958935","11th Grade","Joey Bada$$ ~ Hazeus View",5
"5495018484425540204","11th Grade","Quavo, Quality Control ~ Hellcat",5
"-9058419547770125370","11th Grade","Isaiah Rashad ~ Hereditary",5
"5642542643277752124","11th Grade","Lil Uzi Vert ~ Hi Roller",5
"8593636491438756664","11th Grade","Mir Fontane ~ Hide the Money (feat. DaBaby)",5
"-7113711059460091685","11th Grade","Lil Skies ~ Highs and Lows",5
"-6825984519214543704","11th Grade","Joey Bada$$ ~ Hilary $Wank",5
"7728798283927276640","11th Grade","Mir Fontane ~ Homecoming",5
"7876275411042964110","11th Grade","Kendrick Lamar ~ How Much a Dollar Cost (feat. James Fauntleroy & Ronald Isley)",5
"-8986107832259652125","11th Grade","Lil Uzi Vert ~ I Can Drive",5
"-3006718623827459518","11th Grade","Travis Scott ~ I Can Tell",5
"7228247113786456353","11th Grade","Tory Lanez ~ I Told You/ Another One",5
"-3652622648963523807","11th Grade","Logic ~ Indica Badu (feat. Wiz Khalifa)",5
"5497549817935899849","11th Grade","Takeoff ~ Insomnia",5
"7011143526569934406","11th Grade","James Blake ~ Into the Red",5
"9101759284209547883","11th Grade","Kirk Knight ~ Intro",5
"-1707617173224345723","11th Grade","ScHoolboy Q ~ Kno Ya Wrong (feat. Lance Skiiiwalker)",5
"4487182573764321634","11th Grade","Ski Mask the Slump God ~ LA LA",5
"-627961284423157712","11th Grade","Desiigner ~ LA to NY",5
"-918578934763225073","11th Grade","Quavo ~ LOSE IT (feat. Lil Baby)",5
"-9061127456093965246","11th Grade","Quavo ~ LOST (feat. Kid Cudi)",5
"-4952174140327638563","11th Grade","Beast Coast ~ Last Choir (feat. Meechy Darko, Kirk Knight, Erick the Architect, Nyck Caution & AKTHESAVIOR)",5
"7297865951492041582","11th Grade","tobi lou ~ Lavender Town, Pt. 1 (feat. DJ Pharris)",5
"1173908562902337479","11th Grade","Vince Staples ~ Lemme Know (feat. Jhene Aiko & DJ Dahi)",5
"4345598902600233521","11th Grade","Pusha T ~ Let Me Love You (feat. Kelly Rowland)",5
"-7908264422234243963","11th Grade","Kirk Knight ~ Leverage",5
"3623546258938288282","11th Grade","Action Bronson ~ Live from the Moon (feat. Yung Mehico)",5
"-4879428906711477540","11th Grade","6LACK ~ Loaded Gun",5
"-8409639561507413751","11th Grade","Chester Watson ~ Long Story Short; Life",5
"-8193056319024813901","11th Grade","Kanye West, Bon Iver ~ Lost In the World (feat. Bon Iver)",5
"-3004281558928555056","11th Grade","Trippie Redd ~ Love Scars 3",5
"1318767380692857189","11th Grade","Kevin Gates ~ Luca Brasi Freestyle",5
"-1707893567176881474","11th Grade","Kirk Knight ~ M.O.",5
"7152485510132434544","11th Grade","Madvillain, Madlib, MF DOOM ~ Meat Grinder",5
"6435155416966881807","11th Grade","Isaiah Rashad ~ Menthol (feat. Jean Deaux)",5
"-1923929851225478661","11th Grade","Tory Lanez ~ MiAMi (feat. Gunna)",5
"-2574505739879338484","11th Grade","Sheck Wes ~ Mindfucker",5
"-8700397027699018492","11th Grade","Amine ~ Money",5
"8091512625669243693","11th Grade","Future ~ My Collection",5
"-5096909386191483591","11th Grade","Lil Yachty ~ NBAYOUNGBOAT (feat. YoungBoy Never Broke Again)",5
"8016945746186243992","11th Grade","YBN Nahmir, Almighty Jay ~ Nah For Real",5
"-5094782062614127586","11th Grade","A$AP Mob ~ Nasty's World (feat. A$AP Nast & ONYX)",5
"-7618785429233489584","11th Grade","Kirk Knight ~ Never Again",5
"3118051443403364610","11th Grade","MihTy ~ New Level",5
"-700336251760884467","11th Grade","Lil Uzi Vert ~ No Sleep Leak",5
"-2070992580661062541","11th Grade","Eminem ~ Normal",5
"-9203137200691480370","11th Grade","Snoh Aalegra ~ Nothing Burns Like the Cold (feat. Vince Staples)",5
"5424661429815954409","11th Grade","Chester Watson ~ Oblivion",5
"-3869106139610998113","11th Grade","Taihaul ~ Oddessy",5
"3477284197072670246","11th Grade","Offset ~ On Fleek (feat. Quavo)",5
"886770527877672924","11th Grade","Mike WiLL Made-It ~ On the Come Up (feat. Big Sean)",5
"2183547198823092356","11th Grade","Metro Boomin, J Balvin ~ Only You (feat. Wizkid & Offset)",5
"8666295703405394315","11th Grade","Comethazine ~ Onmygrannykids",5
"-1563542673244954344","11th Grade","Trippie Redd ~ Oomps Revenge",5
"8954643299560133308","11th Grade","Logic ~ Ordinary Day (feat. Hailee Steinfeld)",5
"-4447672756147715233","11th Grade","Mir Fontane ~ Outro",5
"-5314085881737823625","11th Grade","Future ~ POA",5
"-1707982923864291263","11th Grade","Isaiah Rashad ~ Park",5
"7945720588383449116","11th Grade","Paul Rosenberg ~ Paul",5
"-5383732020379090692","11th Grade","Joey Bada$$ ~ Pennyroyal",5
"6792013496785052334","11th Grade","Lil Wayne ~ Perfect Strangers",5
"-1566660282779249735","11th Grade","MihTy ~ Perfect Timing",5
"-5094590407178525887","11th Grade","Kendrick Lamar ~ Poetic Justice (feat. Drake)",5
"4054498366871504858","11th Grade","Travis Scott ~ Pornography",5
"-987288128713574291","11th Grade","YBN Nahmir, Almighty Jay ~ Porsches In the Rain",5
"-485208360953793311","11th Grade","Tyler, The Creator, A$AP Rocky ~ Potato Salad",5
"22509671250340388","11th Grade","Lil Wayne ~ Problems",5
"-4375015499741210866","11th Grade","Mick Jenkins ~ Prosperity (feat. Themind)",5
"3478003403075024290","11th Grade","EARTHGANG ~ Proud of U (feat. Young Thug)",5
"-5746267869518416536","11th Grade","Kid Cudi ~ Pursuit of Happiness (Nightmare) [feat. MGMT & Ratatat]",5
"-626860503771255631","11th Grade","Vince Staples ~ Rain Come Down",5
"-7473352523442916188","11th Grade","Bryson Tiller ~ Rambo",5
"-8986430915800175440","11th Grade","Kendrick Lamar ~ Real (feat. Anna Wise)",5
"1748480216837871598","11th Grade","Kid Cudi ~ Releaser",5
"3333288625776861848","11th Grade","Royksopp ~ Remind Me",5
"-7328615975550473391","11th Grade","Joey Bada$$ ~ Righteous Minds",5
"2328002561605210187","11th Grade","Action Bronson ~ Ring Ring (feat. Big Body Bes)",5
"-3366619662559462129","11th Grade","Taihaul ~ Room 4 Me",5
"-2285827769297988516","11th Grade","Joyner Lucas ~ Ross Capicchioni",5
"5855975744766678599","11th Grade","Denzel Curry ~ SHAKE 88 (feat. Sam Sneak)",5
"7444027480144573202","11th Grade","Quavo ~ SHINE",5
"5711491078496084898","11th Grade","BROCKHAMPTON ~ SOMETHING ABOUT HIM",5
"8523700182796339180","11th Grade","BROCKHAMPTON ~ SUMMER",5
"-8914201959426580295","11th Grade","BROCKHAMPTON ~ SWAMP",5
"7512288574087934205","11th Grade","Quavo ~ SWING (feat. Normani & Davido)",5
"4918820637929743208","11th Grade","tobi lou ~ Sadderday",5
"1605423192328365196","11th Grade","Lil Uzi Vert ~ Sauce It Up",5
"7009312039056804783","11th Grade","Anderson .Paak ~ Saviers Road",5
"3477957352604471149","11th Grade","Future ~ Scrape",5
"9169833428252045982","11th Grade","6LACK ~ Scripture",5
"-2215498177369894382","11th Grade","Rich Brian ~ See Me",5
"-7186751514245180368","11th Grade","Lynchparty ~ She Likes Me (feat. KC the Plug)",5
"3044898893178216593","11th Grade","Kendrick Lamar ~ Sherane a.k.a. Master Splinter's Daughter",5
"-2500034541727210691","11th Grade","Trippie Redd ~ So Alive",5
"-4016101070748824358","11th Grade","WESTSIDE BOOGIE ~ Soho (feat. JID)",5
"-8340597003010143369","11th Grade","Isaiah Rashad ~ Soliloquy",5
"3984814984420939068","11th Grade","6LACK ~ Sorry",5
"2039228442809199169","11th Grade","Dr. Dre ~ Still D.R.E. (feat. Snoop Dogg)",5
"3841459866794947005","11th Grade","Drake ~ Still Here",5
"1463379334342538441","11th Grade","Vince Staples ~ Street Punks",5
"-3221844756185954109","11th Grade","MihTy ~ Surrounded (feat. Chris Brown & Wiz Khalifa)",5
"-4591253984514542099","11th Grade","Kendrick Lamar ~ Swimming Pools (Drank)",5
"1820638029123249572","11th Grade","Taihaul ~ Switch Up (feat. Jd Ballin)",5
"2972463273291018800","11th Grade","Kirk Knight ~ TML (feat. Lucille Gotti)",5
"-4447056041956729570","11th Grade","MihTy ~ Take Your Time",5
"-6535770784850620778","11th Grade","Ski Mask the Slump God ~ Take a Step Back (feat. XXXTENTACION)",5
"4991871156432212257","11th Grade","Taihaul ~ Talk My Shit (feat. Frank.)",5
"-2572778029830165160","11th Grade","Cordae ~ Target",5
"-4735825226044699034","11th Grade","A$AP Mob ~ Telephone Calls (feat. A$AP Rocky, Tyler, the Creator, Playboi Carti & Yung Gleesh)",5
"2543917096410420423","11th Grade","Chester Watson ~ Temple",5
"-5814778190176604330","11th Grade","John Givez ~ That's My",5
"-6321476173001950835","11th Grade","Future ~ Thought It Was a Drought",5
"1028049804545040285","11th Grade","WESTSIDE BOOGIE ~ Time (feat. Snoh Aalegra)",5
"4055078641132630292","11th Grade","Kirk Knight ~ Tom Clancy",5
"-5310873662568293316","11th Grade","Quality Control, Migos ~ Too Hotty",5
"2469757846501229404","11th Grade","Chester Watson ~ Topanga",5
"1893314894608900694","11th Grade","Kevin Gates ~ Tryna Yea",5
"-7184879053095031863","11th Grade","Jaden ~ U",5
"-482587189995377949","11th Grade","Kid Cudi ~ Unfuckwittable",5
"-1419375592049603344","11th Grade","A Boogie wit da Hoodie ~ Uptown / Bustdown (feat. PnB Rock and Lil Durk)",5
"-1782336698527293259","11th Grade","Eminem ~ Venom",5
"4053783442336221198","11th Grade","Mike WiLL Made-It ~ W Y O (What You On) [feat. Young Thug]",5
"4270803671057514207","11th Grade","BROCKHAMPTON ~ WHERE THE CASH AT",5
"165432026152927994","11th Grade","Amine ~ WHY?",5
"-8196065136464013825","11th Grade","Quavo ~ WORKIN ME",5
"-3511794162479089882","11th Grade","Juice WRLD, Future ~ WRLD On Drugs",5
"-5962390544329424670","11th Grade","Tee Grizzley ~ Wake Up (feat. Chance the Rapper)",5
"-7042472772376116263","11th Grade","ScHoolboy Q ~ Water (feat. Lil Baby)",5
"8597126977090215273","11th Grade","Tee Grizzley ~ We Dreamin",5
"2687884389747795177","11th Grade","Isaiah Rashad ~ West Savannah (feat. SZA)",5
"-2788193779474523764","11th Grade","Lil Wayne ~ What About Me (feat. Sosamann)",5
"4776463609162506448","11th Grade","Mac Miller ~ What's the Use?",5
"-8769634838488917638","11th Grade","Lil Skies ~ When I'm Wasted",5
"-7327451700881022244","11th Grade","Comethazine ~ Wine & Dine",5
"-3224003777238480064","11th Grade","Mac Miller ~ Wings",5
"669492451146245420","11th Grade","Joyner Lucas ~ Winter Blues",5
"5782643519114741329","11th Grade","Playboi Carti ~ Wokeuplikethis* (feat. Lil Uzi Vert)",5
"-1998918422466337452","11th Grade","Kendrick Lamar ~ You Ain't Gotta Lie (Momma Said)",5
"-4373890362146432512","11th Grade","Zacari ~ You Can Do Anything",5
"-1420309908262879723","11th Grade","Zacari ~ Young & Invincible (feat. Lil Yachty)",5
"5784128483052852603","11th Grade","Denzel Curry ~ ZUU",5
"3838840620127726826","11th Grade","Ariana Grande ~ bloodline",5
"2182099803639587059","11th Grade","21 Savage ~ break da law",5
"5136527070234627029","11th Grade","blackbear ~ if i could i would feel nothing",5
"8235635711018434858","11th Grade","Kendrick Lamar ~ u",5
"-1204533244121898176","11th Grade","Travis Scott ~ wonderful",5
"-1995393048360718588","11th-12th Summer","Travis Scott ~ 3500 (feat. Future & 2 Chainz)",5
"6505536893762581371","11th-12th Summer","Aries ~ AMY'S GRAVE",5
"5566825421575755622","11th-12th Summer","Travis Scott, Ed Sheeran ~ Antisocial",5
"-7257018958007839754","11th-12th Summer","Migos ~ Auto Pilot",5
"2180264205919709143","11th-12th Summer","Zoya, Jack Harlow ~ Bad Girls Dream",5
"8881847299520366630","11th-12th Summer","Joey Bada$$ ~ Big Dusty",5
"-6177917877454593280","11th-12th Summer","Jack Stauber ~ Buttercup",5
"812032589891759487","11th-12th Summer","SOB X RBE ~ Calvin Cambridge",5
"7588093155505621348","11th-12th Summer","Young Thug ~ Cartier Gucci Scarf (feat. Lil Duke)",5
"6719543561755415577","11th-12th Summer","Joey Bada$$ ~ Christ Conscious",5
"-6463750353539613883","11th-12th Summer","Earl Sweatshirt ~ DNA (feat. Na'kel)",5
"-5313174578744264908","11th-12th Summer","Lil Uzi Vert ~ Dark Queen",5
"-8338102893811844319","11th-12th Summer","Trv. Scout ~ Drugs You Should Try",5
"-917783783364787753","11th-12th Summer","Young Thug ~ Ecstasy (feat. Machine Gun Kelly)",5
"-1275888273022718410","11th-12th Summer","Ty Dolla $ign ~ Ex (feat. YG)",5
"235979593258351283","11th-12th Summer","Playboi Carti ~ Foreign",5
"2759694537465230404","11th-12th Summer","Flux Pavilion ~ Freeway (Flux Pavilion and Kill the Noise Remix)",5
"6866826107035930138","11th-12th Summer","Joey Bada$$ ~ FromdaTomb$ (feat. Chuck Strangers)",5
"-3076076387999462033","11th-12th Summer","Tyler, The Creator ~ GONE, GONE / THANK YOU",5
"381558424592652205","11th-12th Summer","SiR ~ Hair Down (feat. Kendrick Lamar)",5
"-4878501968663338771","11th-12th Summer","Lil Uzi Vert ~ Hi Roller",5
"-339117188038469056","11th-12th Summer","Danny Towers, DJ Scheme ~ How You Feel? (Freestyle) [feat. Lil Yachty & Ski Mask the Slump God]",5
"-2788543601800093349","11th-12th Summer","Snoop Dogg ~ I'm Ya Dogg (feat. Kendrick Lamar & Rick Ross)",5
"8666517824392315456","11th-12th Summer","2 Chainz ~ It's a Vibe (feat. Ty Dolla $ign, Trey Songz & Jhene Aiko)",5
"6074487020271440861","11th-12th Summer","J. Cole ~ KOD",5
"3839012107197645731","11th-12th Summer","Playboi Carti ~ Lean 4 Real (feat. Skepta)",5
"5206860864321334196","11th-12th Summer","Young Thug, Future ~ No Cap",5
"-8122127011937541064","11th-12th Summer","Lil Uzi Vert ~ Of Course We Ghetto Flowers (feat. Playboi Carti & Offset)",5
"8018752222837048579","11th-12th Summer","Frank Ocean ~ Pink + White",5
"-6607237023699788079","11th-12th Summer","Drake ~ Portland (feat. Quavo & Travis Scott)",5
"21087741571092497","11th-12th Summer","Playboi Carti ~ Pull Up",5
"-4520740890466945012","11th-12th Summer","Aries ~ RACECAR",5
"166612256954443703","11th-12th Summer","BROCKHAMPTON ~ RENTAL",5
"7082039220136190354","11th-12th Summer","Lil Tecca, Juice WRLD ~ Ransom",5
"-195680225314434472","11th-12th Summer","Travis Scott ~ STOP TRYING TO BE GOD",5
"4846534548817583566","11th-12th Summer","TM88 ~ Slayerr (feat. Lil Uzi Vert)",5
"7155601476302087551","11th-12th Summer","Calvin Harris ~ Slide (feat. Frank Ocean & Migos)",5
"6794598273352514673","11th-12th Summer","Mac Miller ~ Small Worlds",5
"-7545606426948447725","11th-12th Summer","SiR ~ Summer in November",5
"-3873065055784572275","11th-12th Summer","Lil Uzi Vert ~ That's a Rack",5
"-7256357786963609050","11th-12th Summer","Denzel Curry ~ VENGEANCE l VENGEANCE (feat. JPEGMAFIA & ZillaKami)",5
"6001471659145741346","12th Grade","Jazz Cartier ~ . Red Alert",5
"4056984797549533412","12th Grade","Drake ~ 0 To 100 / The Catch Up",5
"-6608819699342484567","12th Grade","Mick Jenkins ~ 40 Below",5
"4489195366200956891","12th Grade","Joey Bada$$ ~ 95 Till Infinity",5
"3120018537171938816","12th Grade","Travis Scott ~ A-Team",5
"-5887285971150187053","12th Grade","Kendrick Lamar ~ Ab-Souls Outro (feat. Ab-Soul)",5
"2471135703340701290","12th Grade","Juice WRLD ~ All Girls Are the Same",5
"-6104254638357823561","12th Grade","Drake ~ All Me (feat. 2 Chainz & Big Sean)",5
"-4446488034415132440","12th Grade","Free Nationals ~ Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra)",5
"4485774100640406226","12th Grade","Big K.R.I.T. ~ Big Bank (feat. T.I.)",5
"-340782132668914184","12th Grade","Drake ~ Blem",5
"-6033971490010081113","12th Grade","Lil Mosey ~ Blueberry Faygo",5
"741949034483770193","12th Grade","Cordae ~ Broke As Fuck",5
"8522851148469750927","12th Grade","Kid Cudi ~ Brothers (feat. King Chip & A$AP Rocky)",5
"-3724923346949410907","12th Grade","Mick Jenkins ~ Canada Dry",5
"-4518031341995929700","12th Grade","Playboi Carti ~ Choppa Won't Miss (feat. Young Thug)",5
"-6679499325577585019","12th Grade","Young Thug ~ Circle of Bosses (feat. Quavo)",5
"-6465844366623969094","12th Grade","Mac Miller ~ Circles",5
"8234245696053780223","12th Grade","Young Thug ~ Climax (feat. 6LACK)",5
"8525237953485706634","12th Grade","Lil Skies ~ Cloudy Skies",5
"4414979854500818204","12th Grade","Rich Brian ~ Cold",5
"-3655127581249428833","12th Grade","Kendrick Lamar ~ Complexion (A Zulu Love) [feat. Rapsody]",5
"-4808885291283755439","12th Grade","Mac Miller ~ Dang! (feat. Anderson .Paak)",5
"-2719658945043895994","12th Grade","Lucenzo, Don Omar ~ Danza Kuduro (feat. Lucenzo)",5
"6578660499415850177","12th Grade","Lil Wayne ~ Darkside",5
"2687354852625925651","12th Grade","Earl Sweatshirt ~ December 24",5
"-1564433519938678989","12th Grade","JID ~ Despacito Too",5
"-2933393896646185406","12th Grade","Joey Bada$$ ~ Don't Front (feat. CJ Fly)",5
"5425632715378654478","12th Grade","Dreamville, Cozz, Bas ~ Don't Hit Me Right Now (feat. Baby Tate, Guapdad 4000 & Buddy)",5
"-8987265689691612648","12th Grade","BORNS ~ Dopamine",5
"-5959192788358883563","12th Grade","Lil Wayne ~ Dreams",5
"3406597549836963584","12th Grade","Mick Jenkins ~ Drink More (feat. Ebony)",5
"-4301966327315972186","12th Grade","Mick Jenkins ~ Fall Through",5
