"ID","SchoolPeriod","Song","Plays"
"3YPhgbRDotBitv4FQBnoum","12th Grade","Mauve ~ Just Stay",78
"3tJjZMHLqhD8DaGgdBICnc","Sophomore Year","Sleeping At Last ~ Saturn",73
"1kwnxJNVl7cwcU98RvMBaR","Sophomore Year","Mac Miller ~ Surf",70
"0LbZdD11qz49uey5wNoxBF","12th Grade","Lil Ca$h Machine ~ Tropical Vibes",66
"7pt64sepCy5QmDrgy9wOJS","Freshman Year","Kamal. ~ blue",61
"6vo7Y1iWyZvpjvFbf6BiZ5","Sophomore Year","Pritam ~ Kalank (Title Track)",60
"34gCuhDGsG4bRPIf9bb02f","11th Grade","Ed Sheeran ~ Thinking out Loud",57
"0u2P5u6lvoDfwTYjAADbn4","11th Grade","Billie Eilish ~ lovely (with Khalid)",54
"0DkkunMQNA2SuOYmnYm88E","Sophomore Year","Miro ~ Soar",54
"6vo7Y1iWyZvpjvFbf6BiZ5","Freshman Year","Pritam ~ Kalank (Title Track)",53
"0t488LlnuTDRjklgkotom9","Sophomore Year","Jai Wolf ~ Indian Summer",53
"3H8h60jhdQNu5s9HHTLdFr","Sophomore Year","San Holo ~ IT HURTS!",51
"6tT4Ks1N04Ut0lSQ3xjSaZ","11th Grade","CNCO ~ Llegaste Tu",50
"18uwL0vNUanqZH0ro2QcOP","12th Grade","Jeremy Zucker ~ comethru",50
"3bytrtjivyeKqajwZdcdRq","Freshman Year","Shoffy ~ I Can't Help",50
"1UMQ9VXdKGiAHIGD5fWX2B","11th-12th Summer","Quinn XCII ~ Iron & Steel",48
"2XyNLoEWc4IDt9OVzXZUXl","Sophomore Year","ODESZA ~ It's Only (feat. Zyra) - ODESZA VIP Remix",48
"18uwL0vNUanqZH0ro2QcOP","Sophomore Year","Jeremy Zucker ~ comethru",48
"1EzrEOXmMH3G43AXT1y7pA","11th Grade","Jason Mraz ~ I'm Yours",47
"2QEBXYzURjg7nY8FjbBcUt","Sophomore Year","Shallou ~ All Your Days",47
"3cR5ZtQ4JqGj4VHBb1gvFf","11th Grade","CNCO ~ Hey DJ - Remix",46
"14JzyD6FlBD5z0wV5P07YI","11th Grade","Billie Eilish ~ when the party's over",46
"1zTW7xRtxmprjTUDi6bAHg","12th Grade","Jon Bellion ~ Woke The F*ck Up",46
"12VqHHz4wvVcnEdSivjLeQ","Sophomore Year","Khalid ~ Alive",46
"5iwz1NiezX7WWjnCgY5TH4","11th Grade","Pedro Capo ~ Calma - Remix",45
"0SuLAslEMFZAXf0SwY7syi","12th Grade","Jon Bellion ~ All Time Low",45
"3YPhgbRDotBitv4FQBnoum","12th-Freshman Summer","Mauve ~ Just Stay",45
"6Qhn23W3lhkJoRQK2jc8Po","Sophomore Year","SYML ~ Here Comes the Sun",45
"3AqPL1n1wKc5DVFFnYuJhp","Sophomore Year","The Cinematic Orchestra ~ To Build A Home",44
"7qH9Z4dJEN0l9bidizW7fq","Sophomore Year","Novo Amor ~ Anchor",43
"3ZsVXh7a8HxYWxzDCHjQfN","Sophomore Year","Ollie MN ~ Friendly Dark",43
"07ipXN6CNTw34qwSYePKpg","11th Grade","PRETTYMUCH ~ Summer on You",42
"6vo7Y1iWyZvpjvFbf6BiZ5","Freshman-Sophomore Summer","Pritam ~ Kalank (Title Track)",42
"64BKKgWdKdmKlQDzRfHW3C","Sophomore Year","Louis The Child ~ Free (with Drew Love)",42
"52iLDrSoRtf9lcgFuLVfqE","11th Grade","Sasha Alex Sloan ~ Older",41
"18uwL0vNUanqZH0ro2QcOP","11th Grade","Jeremy Zucker ~ comethru",41
"5iwz1NiezX7WWjnCgY5TH4","12th-Freshman Summer","Pedro Capo ~ Calma - Remix",41
"1DWZUa5Mzf2BwzpHtgbHPY","Sophomore Year","Mac Miller ~ Good News",41
"1sjXaEmqj5cRMns8rWYnKe","Sophomore Year","Shoffy ~ I Can't Help",41
"5zxwumO0laRosoeOvbVSvc","11th Grade","Mitch James ~ Bright Blue Skies",40
"0tgVpDi06FyKpA1z0VMD4v","11th Grade","Ed Sheeran ~ Perfect",40
"0SuLAslEMFZAXf0SwY7syi","12th-Freshman Summer","Jon Bellion ~ All Time Low",40
"2EEmzqzM70CybVspgM7YRT","12th-Freshman Summer","Mau y Ricky ~ La Boca - Remix",40
"7cM9Kqto11iJpY2RwgVJSq","11th-12th Summer","Quinn XCII ~ Flare Guns",39
"50AtbZbvd3OXD2NDqy4G29","12th Grade","Mauve ~ By My Side",39
"4aSfgWmRa9KsISD4Jmx7QB","10th Grade","Kygo ~ This Town (feat. Sasha Alex Sloan)",38
"2pJZ1v8HezrAoZ0Fhzby92","11th Grade","Ed Sheeran ~ What Do I Know?",38
"0GzuHFG4Ql6DoyxFRnIk3F","Freshman Year","Maluma ~ Hawai - Remix",38
"0V5cvmTKsYmF5FmGGEAfmS","Freshman-Sophomore Summer","Patrick Watson ~ Je te laisserai des mots",38
"4GR9MdPIvrkxcEJ4RUbxPk","Sophomore Year","RL Grime ~ Atoms - Said the Sky Remix",38
"0xE4LEFzSNGsz1F6kvXsHU","Sophomore Year","Mac Miller ~ Circles",38
"6potEImiklXkwD9qFzpu15","Sophomore Year","Labrinth ~ Forever",38
"2KnLkZ3z7PO3kgVGHGqDpD","Sophomore Year","Shawn Mendes ~ It'll Be Okay",38
"1UMQ9VXdKGiAHIGD5fWX2B","12th Grade","Quinn XCII ~ Iron & Steel",37
"3umS4y3uQDkqekNjVpiRUs","10th Grade","Nicky Jam ~ El Amante",36
"7vGuf3Y35N4wmASOKLUVVU","10th Grade","Marshmello ~ Silence",36
"5o35aPa2xPLLC3rw7Hoc83","10th Grade","Nicky Jam ~ Superheroe (feat. J Balvin)",36
"7vGGAJBkHKxKtOnGjQduDV","11th Grade","Khalid ~ Saturday Nights",36
"4VuS959DSpr82t3qBqCrWG","11th Grade","Ed Sheeran ~ Supermarket Flowers",36
"4RtexJZ1OyRkDNlqVUt8Zt","11th-12th Summer","Quinn XCII ~ Panama",36
"51LIqkda3pTeECZUhMnool","11th-12th Summer","Quinn XCII ~ Straightjacket",36
"6zyozkRLgDlqZIUJzCwkgP","Freshman Year","Rochak Kohli ~ Dil Na Jaaneya",36
"0V5cvmTKsYmF5FmGGEAfmS","Sophomore Year","Patrick Watson ~ Je te laisserai des mots",36
"43zdsphuZLzwA9k4DJhU0I","Sophomore Year","Billie Eilish ~ when the party's over",36
"4q1WaJZoHTtojqDHX8QvaC","10th Grade","VAX ~ Fireproof (feat. Teddy Sky)",35
"4OBZT9EnhYIV17t4pGw7ig","Freshman Year","Daniel Caesar ~ Best Part (feat. H.E.R.)",35
"25U7raB3ZSszayTYClh4hF","Freshman Year","Israel Kamakawiwo'ole ~ Somewhere Over The Rainbow_What A Wonderful World",35
"2R0FW1n6cOkQDJhAkQENsf","10th Grade","Ed Sheeran ~ Perfect",34
"0McI9sOmkpfd4E72njtU0G","11th Grade","Metro Boomin ~ Borrowed Love (feat. Swae Lee & WizKid)",34
"2dfHh7ECGxfNqZTQno09Vk","11th Grade","Ed Sheeran ~ Hearts Don't Break Around Here",34
"7cM9Kqto11iJpY2RwgVJSq","12th Grade","Quinn XCII ~ Flare Guns",34
"6vo7Y1iWyZvpjvFbf6BiZ5","Sophomore-Junior Summer","Pritam ~ Kalank (Title Track)",34
"7qCAVkHWZkF44OzOUKf8Cr","10th Grade","Nicky Jam ~ El Perdon (with Enrique Iglesias)",33
"0OlnLZY4cmQzT6ZGttvWBM","10th Grade","Martin Garrix ~ So Far Away (feat. Jamie Scott & Romy Dya)",33
"2OY0rTp6WTvXXdqrv0EE0G","11th Grade","Fuse ODG ~ Boa Me (feat. Ed Sheeran & Mugeez)",33
"468z8HtyEOGV9RY9tl3ax0","11th Grade","John Adams ~ For Me, For Her, For You",33
"53QF56cjZA9RTuuMZDrSA6","11th Grade","Jason Mraz ~ I Won't Give Up",33
"5baXzOMmD0sf26hayRqfqI","11th Grade","Tom Odell ~ Magnetised - Acoustic",33
"38LC7jHjifqs5EnYUv4BgG","11th Grade","Mat Kearney ~ Memorized",33
"4VuD8WNAOnyaQ3OIxTi72J","11th Grade","Mitch James ~ Move On",33
"1EzrEOXmMH3G43AXT1y7pA","12th Grade","Jason Mraz ~ I'm Yours",33
"4RtexJZ1OyRkDNlqVUt8Zt","12th Grade","Quinn XCII ~ Panama",33
"4H5arInh2BLVz94mIibTrv","12th-Freshman Summer","Takagi & Ketra ~ JAMBO",33
"3LRbalLzZcuvSR6jVnqclh","Freshman Year","RINI ~ Meet Me in Amsterdam",33
"4OBZT9EnhYIV17t4pGw7ig","Sophomore Year","Daniel Caesar ~ Best Part (feat. H.E.R.)",33
"4SlCYFaUQ8GRuwdpgniaGF","Sophomore Year","KSHMR ~ Bombay Dreams (feat. Kavita Seth)",33
"0hNduWmlWmEmuwEFcYvRu1","Sophomore Year","Petit Biscuit ~ Sunset Lover",33
"1bKl5tYldxAHsdKJhWnEgQ","Sophomore-Junior Summer","ODESZA ~ Corners Of The Earth (feat. RY X)",33
"1T575AhHueYinKSDflEsGK","10th Grade","Julia Michaels ~ Heaven",32
"4yN6xPLopmTLvc27pO9LIE","10th Grade","Nicky Jam ~ Si Tu La Ves (feat. Wisin)",32
"1dEy9Pl81QopSxNsPxXQxv","11th Grade","Rihanna ~ Stay",32
"6uaIMhUZXMuT2Zz0vxrFiR","11th Grade","Hollow Coves ~ The Woods - Acoustic",32
"6PRotAx0lUWP0bHBr6jm42","11th Grade","Lewis Watson ~ little light - acoustic version",32
"0TK2YIli7K1leLovkQiNik","11th-12th Summer","Shawn Mendes ~ Senorita",32
"0wcHV7AT77zzyH4ftt11vh","Freshman Year","SYML ~ Girl",32
"59wlTaYOL5tDUgXnbBQ3my","Sophomore Year","ODESZA ~ A Moment Apart",32
"4g2WiijzSKzH8PApKDbadN","Sophomore Year","Sleeping At Last ~ Touch",32
"0hQCG9PYrkjYtDVEuj8ooT","10th Grade","Nicky Jam ~ Without You",31
"3umS4y3uQDkqekNjVpiRUs","11th Grade","Nicky Jam ~ El Amante",31
"7qCAVkHWZkF44OzOUKf8Cr","11th Grade","Nicky Jam ~ El Perdon (with Enrique Iglesias)",31
"1o6YK7phnXgsljfWSQQfWc","11th Grade","James TW ~ When You Love Someone",31
"2tI4WyzqOOwC23S5m0kqcB","Freshman Year","Pink Sweat$ ~ At My Worst",31
"3YPhgbRDotBitv4FQBnoum","Freshman Year","Mauve ~ Just Stay",31
"4pmsYmLA5xefLsXeaJqCbU","Freshman Year","Cali Y El Dandee ~ Nada - Remix",31
"2tJUcBxiQEYSCzC3BdIOk8","Sophomore Year","FINNEAS ~ Love is Pain",31
"0zAK46czrFfWH0SBGFCV2W","10th Grade","Nicky Jam ~ I Can't Forget You",30
"0CZ8lquoTX2Dkg7Ak2inwA","11th Grade","King Princess ~ 1950",30
"1C042FLYy7rP3MfnkOcnha","11th Grade","Hozier ~ Cherry Wine - Live",30
"0OCRwXbQRdOZ1OtB4Imsp1","11th Grade","Lukas Graham ~ Love Someone",30
"5dyihZecYMcEPq09Bk2OL2","11th Grade","Anson Seabra ~ Robin Hood",30
"6SM0JzGgLQU3oiSZg1AYyz","12th Grade","Limited Tym ~ GROW",30
"6PRyUxzDxfwhJjn71SNUkk","12th Grade","Mauve ~ Here Comes the Sun",30
"6GxEpbOvB4dXgRF2SLJliK","12th-Freshman Summer","Bryant Myers ~ Tanta Falta Remix",30
"5qaDbDqAwvJZgn1I15Wk3L","Freshman Year","88rising ~ Midsummer Madness 20 (feat. Joji, Rich Brian, Higher Brothers & AUGUST 08)",30
"2NeM9rfWo70KQej9GxeaoL","Freshman Year","SYML ~ Where's My Love",30
"2RyLgb5hpvheoOPTpJvTf3","Sophomore Year","Grant ~ Where Will We Go",30
"1oinuryVDJnYyWoYic9zDI","10th Grade","Axwell /\ Ingrosso ~ More Than You Know - Acoustic",29
"0LqRum57A3S9IaE64UDRzO","11th Grade","Naughty Boy ~ Undo (with Calum Scott & Shenseea)",29
"78wMD0pLwum3Xmm76VMQel","11th Grade","Dean Lewis ~ Waves - Acoustic",29
"4nHlOHDt8o328IuZWF0oQQ","11th-12th Summer","Broken Back ~ Mild Blood",29
"6SL7KzIA96f0HiKjuv7tED","12th Grade","Quinn XCII ~ U & Us",29
"1dA9GzuP546CjJT0n9tZoe","12th-Freshman Summer","Fuse ODG ~ Lazy Day (feat. Danny Ocean)",29
"5zCunX8URvLoBHlg1Fnjv6","Sophomore Year","Sleeping At Last ~ Already Gone",29
"6pWgRkpqVfxnj3WuIcJ7WP","Sophomore Year","Hans Zimmer ~ Cornfield Chase",29
"2NeM9rfWo70KQej9GxeaoL","Sophomore Year","SYML ~ Where's My Love",29
"35r28RDot7nPE7y9K9H7l0","Sophomore-Junior Summer","Post Malone ~ Feeling Whitney",29
"0FknXlaOeXD7Vto1Hx9wtP","11th Grade","Party Favor ~ Caskets",28
"5cepAtqnEQ6yVG6088zMMu","11th Grade","Maluma ~ Corazon (feat. Nego do Borel)",28
"3mlXW9R2E7vVlhoIkkyfLg","11th Grade","Kevin Garrett ~ Little Bit of You",28
"7oHijHxh7cI40fNC4S619V","11th Grade","Sasha Alex Sloan ~ Runaway",28
"28sWYevC75ZrUMJ0tD4zWM","11th Grade","Hollow Coves ~ These Memories",28
"2c7GlMNmF7pbohjykutmLP","11th Grade","Sia ~ Thunderclouds",28
"4KnnWpUyPfQD6X5SQSTlH3","11th Grade","Daniel Schulz ~ Turn Back Time",28
"41zXlQxzTi6cGAjpOXyLYH","11th Grade","Billie Eilish ~ idontwannabeyouanymore",28
"3v5hNZz5R2eJi3BIKJjPPM","12th Grade","Neutral Commitment ~ A Message from Teen Romance: A Message from Earth to Heaven / Teen Romance",28
"2dXZsbiWJUmr0jnGzuyk5L","12th Grade","Pedro Capo ~ Calma - Alicia Remix",28
"2b8fOow8UzyDFAE27YhOZM","12th Grade","Maroon 5 ~ Memories",28
"7aiClxsDWFRQ0Kzk5KI5ku","12th Grade","blackbear ~ hot girl bummer",28
"7CuirbdoToNGURPTSxXUyV","Freshman Year","Mauve ~ By My Side",28
"43zdsphuZLzwA9k4DJhU0I","Freshman Year","Billie Eilish ~ when the party's over",28
"0wcHV7AT77zzyH4ftt11vh","Freshman-Sophomore Summer","SYML ~ Girl",28
"43zdsphuZLzwA9k4DJhU0I","Freshman-Sophomore Summer","Billie Eilish ~ when the party's over",28
"1IXiBroTLzGMKvd2OTR0GG","Sophomore Year","Ollie MN ~ In Quiet Rooms",28
"2WWfjbHALIb3e7FMcj9mr4","Sophomore Year","ODESZA ~ Line Of Sight (feat. WYNNE & Mansionair)",28
"6HKKKHC8yLoE2EbNiaZ8hH","Sophomore Year","Sleeping At Last ~ Turning Page - Instrumental",28
"7hOfyNuj2dLc0HAEYVDIYS","10th Grade","Nicky Jam ~ El Perdon - Forgiveness",27
"2RttW7RAu5nOAfq6YFvApB","11th Grade","Ed Sheeran ~ Happier",27
"4ut5G4rgB1ClpMTMfjoIuy","11th Grade","Martin Garrix ~ High On Life (feat. Bonn)",27
"6W83GER4shtT9lpkYzEYeq","11th Grade","JONES ~ Melt (Acoustic Version)",27
"3bH4HzoZZFq8UpZmI2AMgV","11th Grade","John Mayer ~ New Light",27
"5nNlOyT2w5l1BQ31SoHtXa","11th Grade","The Spacies ~ Pictures",27
"1pyGo7knT3LE2I1FJIrwdX","11th-12th Summer","Quinn XCII ~ Stacy",27
"5kfNriitmkNE8mUbZ7gbq8","12th Grade","Khalid ~ Saturday Nights",27
"47hZWKFZVqF2wvHDIFhgcU","12th-Freshman Summer","Mauve ~ Easy to Adore You",27
"2ixsaeFioXJmMgkkbd4uj1","Freshman Year","George Ezra ~ Budapest",27
"4NU4ZK3ncM05KPUc8JSuQ5","Freshman Year","Jaden ~ Circa 2015",27
"4RvDhh5WqBLyPNUo5LztfE","Freshman Year","Ludovico Einaudi ~ In Un'Altra Vita",27
"4CxFN5zON70B3VOPBYbd6P","Freshman Year","Jeremy Zucker ~ you were good to me",27
"3cTsh9sZdHHV6Syjcwg8VW","Sophomore Year","Dekleyn ~ Chasing Dreams",27
"5HAEB509xZqKZV5sPzurSr","Sophomore Year","KSHMR ~ The World We Left Behind (feat. KARRA)",27
"44ngiCPfS8FfdJOqN0eULl","Sophomore Year","ZAYN ~ Tightrope",27
"4F1wRJpj3i83yf7FBTo1W7","11th Grade","Marnik ~ Burn",26
"1RouRzlg8OKFeqc6LvdxmB","11th Grade","Maluma ~ Felices los 4",26
"4JuZQeSRYJfLCqBgBIxxrR","11th Grade","Billie Eilish ~ Ocean Eyes - Blackbear Remix",26
"6TIU9Ehmi6dMzZK73Ym4yj","11th Grade","Ed Sheeran ~ Save Myself",26
"7a5RvlW5tMU0AZ4tvbGLhn","11th Grade","Russ ~ September 16",26
"3TwtrR1yNLY1PMPsrGQpOp","11th Grade","Five For Fighting ~ Superman (It's Not Easy)",26
"0nYSQrRV7Akb8guuycDSqF","11th-12th Summer","Alvaro Soler ~ Sofia",26
"4H5arInh2BLVz94mIibTrv","12th Grade","Takagi & Ketra ~ JAMBO",26
"4CxFN5zON70B3VOPBYbd6P","12th Grade","Jeremy Zucker ~ you were good to me",26
"3gbBpTdY8lnQwqxNCcf795","12th-Freshman Summer","Bastille ~ Pompeii",26
"45sDIKapDyxPl307QpEAwl","12th-Freshman Summer","Far East Movement ~ Rocketeer",26
"4qkVALwOxCIEZ7I5gkZ3m4","Freshman Year","UMI ~ Butterfly",26
"053EDVshTHTBGMJFAfIwCW","Freshman Year","Lofi Fruits Music ~ I'm Yours",26
"2Ee9amLUslOwgoJWZEpSSD","Freshman Year","Masego ~ Mystery Lady (feat. Don Toliver)",26
"7zi9FrMOL4a9c3pVCGXzKc","Freshman Year","Bazzi ~ Renee's Song",26
"1sjXaEmqj5cRMns8rWYnKe","Freshman-Sophomore Summer","Shoffy ~ I Can't Help",26
"55uz6CCy6OT60yq5jf8ZfY","Sophomore Year","tobi lou ~ Endorphins",26
"2EuqgpA1cTC95AQUgCcZHk","Sophomore Year","Agnes Obel ~ September Song",26
"1dEjVZ2BoFgPeL71KLiseD","Sophomore Year","Stanislav Gallin ~ The Meadow (From """"The Twilight Saga: New Moon"""")",26
"3MdXljQymY43YwHw1N0lOd","10th Grade","Nightcall ~ Let You Go",25
"1vpDzKbn44PaEEhhKTbMb6","10th Grade","Daddy Yankee ~ Otra Cosa",25
"3TgaPzOX2706KUeTyA7DFx","10th Grade","The Piano Guys ~ Over the Rainbow / Simple Gifts",25
"1TEzjQhiFikK03o9oTH0Pe","11th Grade","alayna ~ Bliss",25
"7pJ8EpupQvfomVNPtfneql","11th Grade","Jome ~ Cinnamon",25
"7nxgrI2glJXD09pebN7gvi","11th Grade","Holmsey ~ Escape",25
"7vA2Y79Q4bBqdzBCfHeGEe","11th Grade","Noah Kahan ~ Hurt Somebody (With Julia Michaels)",25
"7k52T0b1v9ktm2gJwlO5yy","11th Grade","Tyler and Mark ~ I Want It That Way",25
"5L3VoLOjwPv7hPknnmYaeT","11th Grade","Finding Hope ~ Love",25
"1HNkqx9Ahdgi1Ixy2xkKkL","11th Grade","Ed Sheeran ~ Photograph",25
"5uezSFFqUbx4QJ6cVmC2BF","11th Grade","Ex-poets ~ Still Waiting",25
"3goSVuTt3fDYDP6kRnFwuL","11th Grade","Rihanna ~ Take A Bow",25
"6shRGWCtBUOPFLFTTqXZIC","11th Grade","Jack Johnson ~ Upside Down",25
"2Fxmhks0bxGSBdJ92vM42m","11th-12th Summer","Billie Eilish ~ bad guy",25
"43zdsphuZLzwA9k4DJhU0I","12th Grade","Billie Eilish ~ when the party's over",25
"63yY87yNAwMfKRNuk4I4SR","12th-Freshman Summer","Lewis Capaldi ~ Before You Go - Edessa Remix",25
"2hDe0Ls5mVqs1XJqv7sbcM","12th-Freshman Summer","Anuel AA ~ Futbol & Rumba (feat. Enrique Iglesias)",25
"1OdYu7mDO94ydUvfZPaPvP","12th-Freshman Summer","Shoffy ~ I Can't Help (with Sarcastic Sounds)",25
"1yaWRS9r2woTNmJpCKd5l9","12th-Freshman Summer","Quinn XCII ~ Two 10s",25
"7a86XRg84qjasly9f6bPSD","12th-Freshman Summer","fun. ~ We Are Young (feat. Janelle Monae)",25
"43vJhPJKdY2aLz7bODyrtg","12th-Freshman Summer","LEON ~ You And I - SAINT WKND Remix",25
"5HsSsEeP3hU9QSfHZrzbtA","Freshman Year","Finding Hope ~ 3:00 AM",25
"5iSEsR6NKjlC9SrIJkyL3k","Freshman Year","Kid Cudi ~ Pursuit Of Happiness (Nightmare)",25
"6SL7KzIA96f0HiKjuv7tED","Freshman Year","Quinn XCII ~ U & Us",25
"2LTFSIFfYR9tjPdzX4if0Z","Sophomore Year","Khalid ~ Backseat",25
"35r28RDot7nPE7y9K9H7l0","Sophomore Year","Post Malone ~ Feeling Whitney",25
"152lZdxL1OR0ZMW6KquMif","Sophomore Year","Khalid ~ Location",25
"6IXgCKPhmnwqorrjTMKxfB","Sophomore Year","Sleeping At Last ~ Sorrow",25
"5IH7HQEWhToZnMQTZRzp1H","Sophomore Year","SYML ~ Where's My Love - Alternate Version",25
"4yQluMXsIRql36ErBHux2f","Sophomore Year","Jeremy Zucker ~ you were good to me - shallou remix",25
"1LoOsdBQhtjIUiDiMyHxuE","10th Grade","Great Good Fine Ok ~ Find Yourself",24
"4bisT9khxJYFKaoG8pxq5h","10th Grade","Nicky Jam ~ Hasta el Amanecer (feat. Daddy Yankee) - The Remix",24
"7uPjTNg3IKOBpeWgH4TUpp","10th Grade","Nicky Jam ~ Mi Maldicion (feat. Cosculluela)",24
"5uEcslrmFzkDqTaFB26yj2","10th Grade","The Piano Guys ~ The Cello Song",24
"4KnnWpUyPfQD6X5SQSTlH3","10th Grade","Daniel Schulz ~ Turn Back Time",24
"05GvwwTLLID738BbKN1ze0","11th Grade","Tinlicker ~ Because You Move Me",24
"6tIsrRynd3eQB0a2c3SPyM","11th Grade","Ashe ~ Choirs",24
"2bmSoVE0rXEI6fGuy14QyA","11th Grade","Chris Burton ~ Love Letters",24
"5T6bJp3XgwT0IaCfKMxmAu","11th Grade","Ed Sheeran ~ Perfect - Acoustic",24
"5YdgYQvnzAx0YQyzkdpaak","11th Grade","JT Roach ~ Tipsy Love",24
"6WdJAm69trFyexngKDHHVJ","11th-12th Summer","A R I Z O N A ~ Oceans Away - Mansionair Remix",24
"1y4jsQt7MjnZhiD1L6qFBC","12th Grade","Sub Urban ~ Cradles",24
"1yaWRS9r2woTNmJpCKd5l9","12th Grade","Quinn XCII ~ Two 10s",24
"0u2P5u6lvoDfwTYjAADbn4","12th Grade","Billie Eilish ~ lovely (with Khalid)",24
"0lG6QM1jjbbX5UUn3DPmrZ","12th-Freshman Summer","Alan Walker ~ Lost Control",24
"75ylrnob5O80WTKi9ugZ1Z","12th-Freshman Summer","A R I Z O N A ~ Problems",24
"5Z3GHaZ6ec9bsiI5BenrbY","12th-Freshman Summer","Khalid ~ Young Dumb & Broke",24
"5iwz1NiezX7WWjnCgY5TH4","Freshman Year","Pedro Capo ~ Calma - Remix",24
"1dEjVZ2BoFgPeL71KLiseD","Freshman Year","Stanislav Gallin ~ The Meadow (From """"The Twilight Saga: New Moon"""")",24
"5unXHHcSQLGO19RuVqZB6d","Freshman Year","Bruno Major ~ The Most Beautiful Thing",24
"273n4aGEPcL1HrcdhpGGul","Sophomore Year","KSHMR ~ Around The World (feat. NOUMENN)",24
"2hFD70XI1S5HeGxasMvgbY","Sophomore Year","Jai Wolf ~ Indian Summer - Kasbo Remix",24
"5Ah2x5JoIVwXFai850dBij","Sophomore Year","San Holo ~ MY FAULT",24
"4Dnss7a0Fobyvw2aWBnDzm","Sophomore Year","Jai Wolf ~ Starlight",24
"4wJaoAVSc8X5rBhmoGdtvp","Sophomore Year","Jeremy Zucker ~ julia",24
"1kvkYrjZh561EJwERr8EsK","Sophomore Year","mehro ~ perfume",24
"4CxFN5zON70B3VOPBYbd6P","Sophomore Year","Jeremy Zucker ~ you were good to me",24
"0E0xI4AgMNU7UkwBt3FCVN","10th Grade","The Piano Guys ~ A Thousand Years",23
"7xPQY7skgsujvvVyoE5lBi","10th Grade","The Piano Guys ~ Beethoven's 5 Secrets",23
"4lESS6vuruP6a79KWRaQou","10th Grade","Maluma ~ Corazon",23
"5yVIlYEHZxQVLyInCdldoS","10th Grade","James Arthur ~ Impossible",23
"44N88sNHQkshMjQsF2mJfG","10th Grade","The Piano Guys ~ Just the Way You Are",23
"1Pw5C4N6Fn5E4mGCxmbbVa","10th Grade","James Arthur ~ Say You Won't Let Go",23
"7F7kL3i6SDEIbDcoJZGiig","10th Grade","Daddy Yankee ~ Sigueme Y Te Sigo",23
"4VuS959DSpr82t3qBqCrWG","10th-11th Summer","Ed Sheeran ~ Supermarket Flowers",23
"4PMLEEYw4mblYsPlDSHKyu","11th Grade","bulow ~ Get Stupid",23
"4SEgyVuHzincvWDvypjasT","11th Grade","John Paul White ~ Hate the Way You Love Me",23
"7iM7I3dbNQGC5xkxJMWwrv","11th Grade","Juke Ross ~ Morning Breeze",23
"4Y5gx8VuShNmakYGlnrUzD","11th Grade","Natalie Taylor ~ Surrender",23
"7cWyFwAaxdK2HSRuiRkMjy","12th Grade","Quinn XCII ~ Always Been You",23
"08Kj0lvbsqAxzeUOBYZRL6","12th Grade","Whethan ~ Good Nights (feat. Mascolo)",23
"51LIqkda3pTeECZUhMnool","12th Grade","Quinn XCII ~ Straightjacket",23
"3528IXKpbb7OMjdjWYlbfD","12th-Freshman Summer","Neon Trees ~ Everybody Talks",23
"3JvrhDOgAt6p7K8mDyZwRd","12th-Freshman Summer","Vance Joy ~ Riptide",23
"77ZdAoTHYoF6Umo76HFD4m","12th-Freshman Summer","Gym Class Heroes ~ The Fighter (feat. Ryan Tedder)",23
"2ez6qvOTHKeI3ss80NGqnI","12th-Freshman Summer","SHAED ~ Trampoline (with ZAYN)",23
"3jJF3ryUPsdhvZKpmmfSZh","Freshman Year","Ludovico Einaudi ~ Giorni Dispari",23
"4aNNFLoRfSOMHeYQXidsXL","Freshman Year","Petit Biscuit ~ I Leave Again",23
"3weNRklVDqb4Rr5MhKBR3D","Freshman Year","Ludovico Einaudi ~ Nuvole Bianche",23
"51rPRW8NjxZoWPPjnRGzHw","Freshman Year","Masego ~ Tadow",23
"3dT28suh6dzuW7qF79Nf4F","Freshman Year","Jeremy Zucker ~ oh, mexico",23
"0wr1v0WSbEnmOm0B22yYHz","Freshman Year","Zaeden ~ tere bina - Acoustic",23
"2M1mqcNUBIAfRoD2Puhejf","Sophomore Year","KSHMR ~ Carry Me Home (feat. Jake Reese)",23
"3TBKXtDKPVlL9dN6Am297J","Sophomore Year","Lost Kings ~ Feather",23
"5uEcslrmFzkDqTaFB26yj2","Sophomore Year","The Piano Guys ~ The Cello Song",23
"2XyNLoEWc4IDt9OVzXZUXl","Sophomore-Junior Summer","ODESZA ~ It's Only (feat. Zyra) - ODESZA VIP Remix",23
"6Gu1BaGI5ijqEqK3g6gvMi","10th Grade","Shoffy ~ Different Skies",22
"0CJvDUBeEL1Rmpx7MH28CQ","10th Grade","James TW ~ For You",22
"3HMzCcVRL5fHNF0Uv73LFV","10th Grade","Carlie Hanson ~ Only One",22
"0lYTfzScakP4HhxgG3CR7p","10th Grade","Robyn Sherwell ~ Tightropes",22
"6IaieqiCVvsNvEt6Y7yOFa","11th Grade","Post Malone ~ Ball For Me (feat. Nicki Minaj)",22
"7xPQY7skgsujvvVyoE5lBi","11th Grade","The Piano Guys ~ Beethoven's 5 Secrets",22
"3GweDldi2HrraUKLexWUeb","11th Grade","ayokay ~ Cassette",22
"05OCY605lOXP7koHNBMPc2","11th Grade","VAX ~ Crime",22
"2XVilv6s9GETnw9PG4T9Mz","11th Grade","Maluma ~ El Prestamo",22
