"Year","Artist","Plays"
"2020","BORNS",7
"2020","Childish Gambino",7
"2020","Chuck Berry",7
"2020","Curtis Roach",7
"2020","Dick Dale & His Del-Tones",7
"2020","Don Toliver, CHASE B",7
"2020","Dutchavelli",7
"2020","Electric Light Orchestra",7
"2020","Frank Sinatra",7
"2020","H.E.R.",7
"2020","Hermitude",7
"2020","Kevin Abstract",7
"2020","Lil Uzi Vert, HoodRich Pablo Juan",7
"2020","Lute, J. Cole, Dreamville",7
"2020","Maroon 5",7
"2020","Motley Crue",7
"2020","Mura Masa, Bonzai",7
"2020","Offset, Metro Boomin",7
"2020","Phoenix",7
"2020","REASON",7
"2020","Rihanna",7
"2020","Skrillex",7
"2020","The Surfaris",7
"2020","Tory Lanez, Rich The Kid",7
"2020","Toto",7
"2020","YS Lost",7
"2021","AlunaGeorge",7
"2021","BJ the Chicago Kid",7
"2021","Beast Coast",7
"2021","Billy Idol",7
"2021","Bobby Caldwell",7
"2021","Diplo",7
"2021","Elton John",7
"2021","Frankie Valli & The Four Seasons",7
"2021","Freddie Gibbs",7
"2021","Gaelan Riekert",7
"2021","Jack Harlow, Babyface Ray",7
"2021","Lil Baby, J. Cole",7
"2021","Lil Durk",7
"2021","Men At Work",7
"2021","Red Hot Chili Peppers",7
"2021","Rio Da Yung Og, RMC Mike",7
"2021","SZA, Kendrick Lamar",7
"2021","The Watts 103rd Street Rhythm Band, Charles Wright",7
"2021","Tommy Richman",7
"2021","Trenchtown",7
"2021","Trevor Daniel",7
"2021","V. Bozeman, Timbaland",7
"2021","Vince Staples, Foushee",7
"2021","Wale",7
"2021","Wes",7
"2021","Young Rising Sons",7
"2021","Young Thug, Future",7
"2021","bbno$, Y2K",7
"2021","redveil",7
"2021","slowthai, Deb Never",7
"2022","2Pac",7
"2022","3 Doors Down",7
"2022","Agaaze",7
"2022","Atwood",7
"2022","B.o.B",7
"2022","Billy Joel",7
"2022","Blue Swede",7
"2022","Boss Martians",7
"2022","Daryl Hall & John Oates",7
"2022","David Bowie",7
"2022","Denzel Curry, 454",7
"2022","Dropkick Murphys",7
"2022","EGOVERT",7
"2022","Electric Light Orchestra",7
"2022","Foster the People",7
"2022","Gnarls Barkley",7
"2022","Gorillaz",7
"2022","Harry James and His Orchestra",7
"2022","Isaiah Rashad, Bando.",7
"2022","JID, EARTHGANG",7
"2022","JID, J. Cole, Dreamville",7
"2022","JPEGMAFIA",7
"2022","John Legend",7
"2022","Johnny Rain",7
"2022","Justin Timberlake",7
"2022","KAYTRANADA",7
"2022","Kevin Abstract",7
"2022","Landon Cube",7
"2022","Lil Uzi Vert, Internet Money, Don Toliver",7
"2022","Lupe Fiasco",7
"2022","Lute, J. Cole, Dreamville",7
"2022","Mac DeMarco",7
"2022","Melvoni, Kill Jasper",7
"2022","Michael Buble",7
"2022","Nyck Caution, Kirk Knight",7
"2022","P!nk",7
"2022","Pennywise",7
"2022","Pharrell Williams, Nigo, Gunna",7
"2022","Protest the Hero",7
"2022","Quality Control, Lil Baby, DaBaby",7
"2022","Quavo, Quality Control, Lil Yachty",7
"2022","SZA, Kendrick Lamar",7
"2022","Sada Baby",7
"2022","Seafood Sam",7
"2022","Stevie Wonder",7
"2022","The Growlers",7
"2022","The Temptations",7
"2022","The Vaccines",7
"2022","Third Eye Blind",7
"2022","Train",7
"2022","Yeah Yeah Yeahs",7
"2022","Young Thug, Future, Drake",7
"2022","Zedd",7
"2022","iann dior",7
"2022","meltycanon, Mick Jenkins, CANCEL CULTURE",7
"2022","midwxst, Dro Kenji",7
"2016","Ace Hood",6
"2016","American Authors",6
"2016","B.o.B",6
"2016","Coldplay",6
"2016","Hott Headzz",6
"2016","Justin Bieber",6
"2016","Pressure",6
"2016","Skrillex",6
"2016","The Black Keys",6
"2016","Tinie Tempah",6
"2016","Young Money",6
"2017","Jason Derulo",6
"2017","Kanye West, John Legend",6
"2017","Major Lazer",6
"2017","Offset, Metro Boomin",6
"2017","Ol' Dirty Bastard",6
"2017","Quality Control, Lil Baby, Kodak Black",6
"2017","Quality Control, Offset, Cardi B",6
"2017","Stevie Wonder",6
"2017","Trippie Redd, Cydnee with a C, Chris King",6
"2017","YG",6
"2018","Billie Eilish",6
"2018","Estelle",6
"2018","Fun.",6
"2018","Kevin George",6
"2018","Lupe Fiasco",6
"2018","Maxo Kream",6
"2018","Nova",6
"2018","Rex Orange County",6
"2018","Snoop Dogg",6
"2018","Ty Dolla $ign, Quality Control, Lil Yachty",6
"2018","Yung Eazy",6
"2019","A$AP Ferg",6
"2019","Black Eyed Peas",6
"2019","Hermitude",6
"2019","KiddNeutron",6
"2019","Killstation, Craig Xen, Cooliecut",6
"2019","Lil Tecca, Juice WRLD",6
"2019","Natasha Bedingfield",6
"2019","Tay Keith, Denzel Curry",6
"2019","The Chainsmokers",6
"2019","Tiny Tim",6
"2019","Travis Scott, Kendrick Lamar",6
"2019","XXXTENTACION, Kin$oul, Kid Trunks, Flyboy Tarantino, Bass Santana",6
"2019","tobi lou, Galimatias",6
"2020","A$AP Mob",6
"2020","ALLBLACK",6
"2020","Ab-Soul",6
"2020","Breathe Carolina",6
"2020","Busta Rhymes",6
"2020","Corroded",6
"2020","Dreamville, Cozz",6
"2020","Edith Piaf",6
"2020","Free Nationals",6
"2020","Fun.",6
"2020","GIVEON, Drake",6
"2020","Harry Belafonte",6
"2020","Hudson Mohawke",6
"2020","J. Cole, Dreamville",6
"2020","Jack Harlow, Felly",6
"2020","KIDS SEE GHOSTS",6
"2020","KuiBtw",6
"2020","LMFAO",6
"2020","Landon Cube",6
"2020","Link Wray & The Wraymen",6
"2020","Major Lazer",6
"2020","Mick Jenkins, Kojey Radical",6
"2020","Miguel",6
"2020","NOFX",6
"2020","Neon Trees",6
"2020","Pressa, Murda Beatz, Lil Uzi Vert",6
"2020","Raleigh Ritchie",6
"2020","Redbone",6
"2020","Ronny & The Daytonas",6
"2020","Saba",6
"2020","Sheck Wes, JACKBOYS",6
"2020","StaySolidRocky, Lil Uzi Vert",6
"2020","The Script",6
"2020","The Temptations",6
"2021","1582036862",6
"2021","645AR",6
"2021","ABBA",6
"2021","BlocBoy JB",6
"2021","Boston",6
"2021","DOM KENNEDY",6
"2021","David Bowie",6
"2021","Dean Martin",6
"2021","Dropkick Murphys",6
"2021","EGOVERT",6
"2021","Flume",6
"2021","Gorillaz",6
"2021","Jalen Santoy",6
"2021","Jamo.",6
"2021","Justin Bieber",6
"2021","Kasabian",6
"2021","Kill Jasper, Amaru Cloud",6
"2021","Lily Allen",6
"2021","Ludacris",6
"2021","M.C. Breed, DFC",6
"2021","Mario Judah",6
"2021","NOFX",6
"2021","Patrick Cc:, Malik",6
"2021","Pearl Jam",6
"2021","Phony Ppl",6
"2021","Polo G, Lil Wayne",6
"2021","Rihanna, PARTYNEXTDOOR",6
"2021","Saint Motel",6
"2021","Saint Parrish, Mick Jenkins",6
"2021","ShooterGang Kony",6
"2021","Sigurd Barrett",6
"2021","Sir, D Smoke",6
"2021","T-Pain, Chuckie",6
"2021","The Fray",6
"2021","The Who",6
"2021","Tiesto",6
"2021","Timbaland, Nelly Furtado",6
"2021","V.I.C.",6
"2021","Wiz Khalifa",6
"2021","Yo Gotti, Travis Scott, Quavo, Kanye West, Gucci Mane, Desiigner, Big Sean, 2 Chainz",6
"2021","a-ha",6
"2022","Alicia Keys",6
"2022","All Time Low",6
"2022","Aloe Blacc",6
"2022","Bill Withers",6
"2022","Breakbot",6
"2022","Death from Above 1979",6
"2022","Duran Duran",6
"2022","Dutchavelli",6
"2022","Ed Sheeran",6
"2022","Farruko",6
"2022","Fetty Wap",6
"2022","Finger Eleven",6
"2022","Foals",6
"2022","Glen Campbell",6
"2022","Gunna, Chloe",6
"2022","IShowSpeed",6
"2022","JID, Dreamville, Bas",6
"2022","Jack Harlow, Felly",6
"2022","Jimmy Eat World",6
"2022","Johan Granberg",6
"2022","Juicy J",6
"2022","Justin Bieber",6
"2022","K'naan",6
"2022","Kate Bush",6
"2022","Kenny Beats, 03 Greedo",6
"2022","Kill Jasper, Amaru Cloud",6
"2022","Koi, Dylvinci",6
"2022","LION BABE",6
"2022","Lil Baby, 42 Dugg",6
"2022","Lil Tjay, 6LACK",6
"2022","Living Colour",6
"2022","Lucenzo, Don Omar",6
"2022","MF DOOM",6
"2022","Marco Luka",6
"2022","Marshmello, Juice WRLD",6
"2022","Meduza, Goodboys, Becky Hill",6
"2022","Metro Boomin, Big Sean",6
"2022","Metro Boomin, Future, Chris Brown",6
"2022","Muse",6
"2022","Mustard",6
"2022","Odd Future",6
"2022","Patrick Cc:, Osibih",6
"2022","Pete Rock, C.L. Smooth",6
"2022","Pharrell Williams, Nigo, A$AP Ferg",6
"2022","Pop Smoke, Nigo",6
"2022","Pusha T, Kanye West",6
"2022","Pusha T, Nigo, Clipse",6
"2022","Rick Springfield",6
"2022","Ryan Adams & The Cardinals",6
"2022","SAINt JHN",6
"2022","Saint Parrish, Mick Jenkins",6
"2022","Smallpools",6
"2022","Stunna 4 Vegas, Polo G",6
"2022","T.I.",6
"2022","The Kid LAROI, Marshmello, Juice WRLD",6
"2022","The Sugarhill Gang",6
"2022","The Weeknd, Metro Boomin, 21 Savage",6
"2022","Toto",6
"2022","Ty Dolla $ign, Quality Control, Lil Yachty",6
"2022","Tyler, The Creator, Nigo",6
"2022","Ugly God",6
"2022","Vince Guaraldi Trio",6
"2022","Waka Flocka Flame",6
"2022","Wale",6
"2022","Wallpaper.",6
"2022","Wayne Newton",6
"2022","XXXTENTACION, Lil Peep",6
"2022","YBN Nahmir",6
"2022","Young Nudy, Metro Boomin, 21 Savage",6
"2022","Yung Kayo",6
"2022","midwxst, Slump6s",6
"2022","slowthai, Denzel Curry",6
"2016","Aguaturbia",5
"2016","Black Eyed Peas",5
"2016","Branford Marsalis",5
"2016","Busta Rhymes",5
"2016","Fences",5
"2016","Flux Pavilion",5
"2016","Gym Class Heroes",5
"2016","Hendersin",5
"2016","JR JR",5
"2016","Jason Derulo",5
"2016","Kanye West, Bon Iver",5
"2016","Kent Jones",5
"2016","Kiiara",5
"2016","Lecrae",5
"2016","M.I.A.",5
"2016","Matthew Tavares, Earl Sweatshirt, Chester Handsen, Alex Sowinski",5
"2016","Metro Boomin, 21 Savage",5
"2016","Ryan Lewis, Macklemore, Hollis",5
"2016","Tame Impala",5
"2016","Travie McCoy",5
"2016","Wale",5
"2016","Wiz Khalifa, Lil Wayne, Imagine Dragons",5
"2017","24hrs",5
"2017","50 Cent",5
"2017","88GLAM",5
"2017","Ayo & Teo",5
"2017","Carnage",5
"2017","DRAM",5
"2017","Darude",5
"2017","Ed Sheeran",5
"2017","Emilie-Claire Barlow",5
"2017","Fekky",5
"2017","Jeff Rosenstock",5
"2017","Kanye West, JAY-Z",5
"2017","Lil Skies",5
"2017","Natasha Bedingfield",5
"2017","One Direction",5
"2017","Tame Impala",5
"2017","The Game",5
"2017","The OneUps",5
"2017","UnoTheActivist, Trippie Redd",5
"2017","Usher",5
"2017","Wu-Tang Clan",5
"2017","wifisfuneral",5
"2018","Arctic Monkeys",5
"2018","Brock Berrigan",5
"2018","Electric Light Orchestra",5
"2018","John Mayer",5
"2018","Kanye West, Bon Iver",5
"2018","Kodak Black, Gucci Mane, Bruno Mars",5
"2018","Maroon 5",5
"2018","Metro Boomin, J Balvin",5
"2018","NAV, Metro Boomin",5
"2018","No Jumper",5
"2018","Offset, Metro Boomin, 21 Savage",5
"2018","Quality Control, Lil Baby, Gucci Mane",5
"2018","Quality Control, Lil Baby, Kodak Black",5
"2018","Quavo, Quality Control, Nicki Minaj",5
"2018","Rihanna, Mike WiLL Made-It",5
"2018","Snoh Aalegra",5
"2018","Stevie Wonder",5
"2018","The Underachievers",5
"2018","Toto",5
"2018","Trouble",5
"2018","Tyler, The Creator, A$AP Rocky",5
"2018","Vi Seconds",5
"2018","Wu-Tang Clan",5
"2019","Danny Towers, DJ Scheme",5
"2019","Fun.",5
"2019","JID, A$AP Ferg",5
"2019","Jabs",5
"2019","Jack Stauber",5
"2019","Justin Bieber",5
"2019","Kanye West, Bon Iver",5
"2019","Londynn B",5
"2019","Marshmello, Logic",5
"2019","Nada Surf",5
"2019","OneRepublic",5
"2019","Redbone",5
"2019","Royce da 5'9",5
"2019","Russ",5
"2019","Smokepurpp, Murda Beatz",5
"2019","Tame Impala",5
"2019","Tory Lanez, Snakehips",5
"2019","Travis Scott, Ed Sheeran",5
"2019","Waka Flocka Flame",5
"2019","Wallows",5
"2019","Zoya, Jack Harlow",5
"2019","iann dior",5
"2019","kerri",5
"2020","50 Cent",5
"2020","6ix9ine",5
"2020","A$AP Ferg",5
"2020","Alberta Cross",5
"2020","American Authors",5
"2020","Avicii",5
"2020","BEAM",5
"2020","Black Eyed Peas",5
"2020","Bobby Shmurda",5
"2020","Buddy Holly",5
"2020","Calvin Harris",5
"2020","Double 0 Zero",5
"2020","Dr. Dre",5
"2020","Dreamville",5
"2020","Fitz and The Tantrums",5
"2020","Five Finger Death Punch",5
"2020","Gerry Rafferty",5
"2020","Hotel St. George",5
"2020","J Boog",5
"2020","JID, EARTHGANG, Dreamville",5
"2020","Jan & Dean",5
"2020","Lil Elt",5
"2020","Lil Mosey",5
"2020","Lorde",5
"2020","Milky Chance",5
"2020","Moslikely",5
"2020","NxWorries",5
"2020","Punch",5
"2020","Ryan Tedder, Far East Movement",5
"2020","Sigurd Barrett",5
"2020","Skepta",5
"2020","T-Pain",5
"2020","T.I.",5
"2020","The Chainsmokers",5
"2020","The Chordettes",5
"2020","The Mamas & The Papas",5
"2020","The Neighbourhood",5
"2020","The Turtles",5
"2020","The Waitresses",5
"2020","The Weeknd, Juice WRLD",5
"2020","Theophilus London",5
"2020","Tory Lanez, Lil Tjay",5
"2020","Travis Scott, THE SCOTTS, Kid Cudi",5
"2020","Trippie Redd, Cydnee with a C, Chris King",5
"2020","Trv. Scout",5
"2020","Ye Ali, Jazz Cartier",5
"2020","Young Thug, Future, Drake",5
"2020","redveil",5
"2021","2 Chainz",5
"2021","Bakar",5
"2021","Beastie Boys",5
"2021","Brenda Lee",5
"2021","CJ Fly",5
"2021","Calvin Priice",5
"2021","Cher Lloyd",5
"2021","Chuck Berry",5
"2021","Doe Boy",5
"2021","Double 0 Zero",5
"2021","Earth, Wind & Fire",5
"2021","Electric Light Orchestra",5
"2021","Future, Drake",5
"2021","Hit-Boy",5
"2021","Hotel St. George",5
"2021","Icona Pop",5
"2021","Jess Glynne, DJ Cassidy, Alex Newell",5
"2021","Jimmy Eat World",5
"2021","KONGOS",5
"2021","Kid Ink",5
"2021","Killxora",5
"2021","Kool & The Gang",5
"2021","Landon Cube",5
"2021","Lil Pump, French Montana, Diplo",5
"2021","Mastodon",5
"2021","Matt Mems",5
"2021","Mick Jenkins, Da-P",5
"2021","Moslikely",5
"2021","Motley Crue",5
"2021","Mumford & Sons",5
"2021","Nelly Furtado",5
"2021","Olympic Ayres",5
"2021","Pharrell Williams",5
"2021","Pom Poko",5
"2021","Quavo, Quality Control",5
"2021","Redbone",5
"2021","River Tiber",5
"2021","Rod Wave, Lil Durk, Lil Baby",5
"2021","Roddy Ricch, Marshmello",5
"2021","Sean Kingston, Justin Bieber",5
"2021","Swae Lee, Khalid",5
"2021","Swae Lee, Slim Jxmmi, Rae Sremmurd",5
"2021","TAB The Band",5
"2021","The Fratellis",5
"2021","Thundercat",5
"2021","Unknown Mortal Orchestra, Amine",5
"2021","Whitney Houston",5
"2021","Wolfmother",5
"2021","Yebba, Drake",5
"2021","Young Thug, Future, Drake",5
"2021","Young Thug, Lil Durk, Lil Baby",5
"2021","iann dior",5
"2021","midwxst, Slump6s",5
"2021","monte booker, Kota the Friend, Felly",5
"2021","reggie, monte booker, Kenny Beats",5
"2022","ALLBLACK",5
"2022","Aflacko",5
"2022","Alberta Cross",5
"2022","Alphaville",5
"2022","American Authors",5
"2022","Andy Grammer",5
"2022","Avicii",5
"2022","Bad Religion",5
"2022","Big Daddy Kane",5
"2022","Cher Lloyd",5
"2022","DJ Khaled, Calvin Harris",5
"2022","Death Cab for Cutie",5
"2022","Dion",5
"2022","Disco Lines",5
"2022","George Harrison",5
"2022","Guards",5
"2022","Gym Class Heroes",5
"2022","Harry Belafonte",5
"2022","Hayley Kiyoko",5
"2022","Hot Chelle Rae",5
"2022","Jack Stauber",5
"2022","Jamo.",5
"2022","Kasabian",5
"2022","Kevin Gates",5
"2022","Lil Wayne, Kanye West, Eminem, Drake",5
"2022","M83",5
"2022","MIKNNA, Kadhja Bonet, JID, Free Nationals",5
"2022","Macklemore",5
"2022","Major Lazer",5
"2022","Mani Hoffman",5
"2022","Mastodon",5
"2022","Metro Boomin, John Legend",5
"2022","Mick Jenkins, Da-P",5
"2022","Mike Posner",5
"2022","Mountain",5
"2022","Mumford & Sons",5
"2022","Nate Ruess",5
"2022","Nico & Vinz",5
"2022","Nigo, Kid Cudi",5
"2022","Nigo, Lil Uzi Vert",5
"2022","OK Go",5
"2022","OK KID",5
"2022","Portugal. The Man",5
"2022","Pusha T, Kanye West, Big Sean, 2 Chainz",5
"2022","Q",5
"2022","Quality Control",5
"2022","Quavo",5
"2022","R.E.M.",5
"2022","Rainbow Kitten Surprise",5
"2022","Rejjie Snow, MF DOOM, Cam O'bi",5
"2022","Rich Gang",5
"2022","Rihanna, PARTYNEXTDOOR",5
"2022","Roy Woods",5
"2022","Ryan Trey",5
"2022","Rylo Rodriguez, Lil Baby",5
"2022","SUGA, Juice WRLD, BTS",5
"2022","Soundgarden",5
"2022","Sunny Day Real Estate",5
"2022","Swae Lee",5
"2022","TJ Porter",5
"2022","Tay B",5
"2022","Taylor Swift",5
"2022","Teriyaki Boyz, Nigo",5
"2022","The Game",5
"2022","The Monkees",5
"2022","The Surfaris",5
"2022","The Weeknd, Swedish House Mafia",5
"2022","Travis Scott, Metro Boomin",5
"2022","Travis Scott, Quality Control, Offset",5
"2022","Trippie Redd, Playboi Carti",5
"2022","Trv. Scout",5
"2022","Unknown Mortal Orchestra, Amine",5
"2022","YFN Lucci",5
"2022","Young Money",5
"2022","Young Thug, Metro Boomin",5
"2022","slowthai, Mount Kimbie, James Blake",5
"2016","Adele",4
"2016","AlunaGeorge",4
"2016","Avicii",4
"2016","Bad Meets Evil",4
"2016","Bag Raiders",4
"2016","Chipmunk",4
"2016","Classified",4
"2016","Dame D.O.L.L.A.",4
"2016","Disturbing tha Peace",4
"2016","Ed Sheeran",4
"2016","G Herbo",4
"2016","G-Eazy",4
"2016","GoldLink",4
"2016","Hudson Mohawke",4
"2016","Joey Purp",4
"2016","Justin Timberlake",4
"2016","Kanye West, Charlie Wilson, Big Sean, Beyonce",4
"2016","Leon Bridges",4
"2016","Missy Elliott",4
"2016","Sia",4
"2016","Sian Cotton",4
"2016","Tech N9ne",4
"2016","The Cool Kids",4
"2016","Trick Trick",4
"2016","Trick Trick, Royce da 5'9, Eminem, DeJ Loaf, Danny Brown, Big Sean",4
"2016","Waka Flocka Flame",4
"2016","XXL Freshman",4
"2016","XXXTENTACION",4
"2017","1200344352",4
"2017","AWOLNATION",4
"2017","Amir Obe",4
"2017","Breathe Carolina",4
"2017","Flume",4
"2017","Grouplove",4
"2017","Jeremih",4
"2017","Justin Bieber",4
"2017","Kap G",4
"2017","King Louie",4
"2017","Marian Hill",4
"2017","N.E.R.D, MIA, Kendrick Lamar",4
"2017","Quality Control, Kollision",4
"2017","Quality Control, Lil Baby",4
"2017","Quality Control, Lil Baby, Gucci Mane",4
"2017","Quality Control, Lil Yachty",4
"2017","Takeoff, Quality Control, Offset",4
"2017","The Chainsmokers",4
"2017","Twista, Kanye West, Jamie Foxx",4
"2017","YRN Lingo, Quavo, Quality Control",4
"2017","Young M.A",4
"2018","Ab-Soul",4
"2018","Alberta Cross",4
"2018","Bas, A$AP Ferg",4
"2018","CHVRCHES",4
"2018","DJ Screw",4
"2018","Foster the People",4
"2018","Gerry Rafferty",4
"2018","Gianni",4
"2018","Grouplove",4
"2018","Imagine Dragons",4
"2018","Kanye West, John Legend",4
"2018","LION BABE, Bas",4
"2018","Lil Pump",4
"2018","Matthew Tavares, Earl Sweatshirt, Chester Handsen, Alex Sowinski",4
"2018","N.W.A.",4
"2018","NOFX",4
"2018","Nada Surf",4
"2018","Nico & Vinz",4
"2018","Nyck @ Knight",4
"2018","Rihanna",4
"2018","Roc Marciano",4
"2018","Sia",4
"2018","Sufjan Stevens",4
"2018","Swedish House Mafia",4
"2018","Swizz Beatz, RZA, Pusha T, Prynce Cy Hi, Kanye West, JAY-Z",4
"2018","T-Pain, Kanye West",4
"2018","The Police",4
"2018","Trippie Redd, Rich Brian, Joji, Baauer, ???",4
"2018","Ursa the Chef, Mick Jenkins",4
"2019","BJ the Chicago Kid",4
"2019","Bell Biv DeVoe",4
"2019","Bobby Shmurda",4
"2019","Bruno Mars",4
"2019","Caleb Peters",4
"2019","Craig Xen",4
"2019","D12",4
"2019","Eazy-E",4
"2019","JID, J. Cole, Dreamville",4
"2019","JPEGMAFIA",4
"2019","Joey Bada$$, A$AP Rocky",4
"2019","Kid Trunks, Flyboy Tarantino, Craig Xen, Bass Santana",4
"2019","KidWay, Flyboy Tarantino, Craig Xen",4
"2019","LANY",4
"2019","Michael Da Vinci",4
"2019","Mobb Deep",4
"2019","NLE Choppa",4
"2019","Nyck @ Knight",4
"2019","Of Monsters and Men",4
"2019","Quality Control, Offset, DaBaby",4
"2019","Roddy Ricch, Marshmello",4
"2019","Sheck Wes, JACKBOYS",4
"2019","Spillage Village",4
"2019","T.I.",4
"2019","Travis Scott, Meek Mill",4
"2019","Travis Scott, The Weeknd, SZA",4
"2019","Trippie Redd, Bali Baby",4
"2019","Troyman",4
"2019","dvsn",4
"2019","girl in red",4
"2020","645AR",4
"2020","Addivt",4
"2020","B.o.B",4
"2020","Boss Martians",4
"2020","Brenda Lee",4
"2020","Brent Faiyaz",4
"2020","CHASE B",4
"2020","Capital Cities",4
"2020","Chiddy Bang",4
"2020","Chief Keef",4
"2020","Clipse",4
"2020","DJ Snake, AlunaGeorge",4
"2020","Don McLean",4
"2020","Empire of the Sun",4
"2020","Genghis Tron",4
"2020","Ice Cube",4
"2020","Isaac Zale, Cherry Blu",4
"2020","Jack Harlow, Charlie Sloth",4
"2020","Jackson 5",4
"2020","James Blake",4
"2020","Jetta",4
"2020","Joey Purp",4
"2020","Johnny Cash",4
"2020","Juice WRLD, Halsey",4
"2020","KAYTRANADA",4
"2020","Kaash Paige",4
"2020","Khalid",4
"2020","LINKIN PARK, JAY-Z",4
"2020","Lil Baby, Gunna, Drake",4
"2020","Lil Durk",4
"2020","Lil Tjay, J.I the Prince of N.Y",4
"2020","Lil Yachty",4
"2020","Lou Bega",4
"2020","Machine Gun Kelly",4
"2020","Marble",4
"2020","Mariah Carey",4
"2020","Matt Mems",4
"2020","Maverick Sabre, Joey Bada$$, Dyemond Lewis",4
"2020","Michael Giacchino",4
"2020","Migos, Marshmello",4
"2020","Molchat Doma",4
"2020","Muse",4
"2020","Nada Surf",4
"2020","Nas",4
"2020","Odd Future",4
"2020","Paramore",4
"2020","Rich Homie Quan",4
"2020","Sir, D Smoke",4
"2020","Skepta, Pop Smoke, Kid Cudi",4
"2020","Stunna 4 Vegas, Polo G, NLE Choppa, Mike WiLL Made-It",4
"2020","Sublime",4
"2020","Swae Lee, Khalid",4
"2020","Swedish House Mafia",4
"2020","TJ Porter",4
"2020","Taio Cruz",4
"2020","Tantric",4
"2020","The Atlantics",4
"2020","The Fray",4
"2020","The Rolling Stones",4
"2020","Travel Ott",4
"2020","Weezer",4
"2020","Wes",4
"2020","Young Thug, Travis Scott",4
"2020","Yung Lean",4
"2020","bbno$, Y2K",4
"2021","B.o.B",4
"2021","BORNS",4
"2021","Bahamas",4
"2021","Baltimora",4
"2021","Bananarama",4
"2021","Bass Drum of Death",4
"2021","Bicep",4
"2021","Big Daddy Kane",4
"2021","Bill Withers",4
"2021","Black Thought",4
"2021","Boss Martians",4
"2021","Carnage",4
"2021","Chairman Fred Hampton, Jr.",4
"2021","Cordae",4
"2021","Counting Crows",4
"2021","Cyndi Lauper",4
"2021","D Smoke",4
"2021","Daughtry",4
"2021","Eagles",4
"2021","Eddie Murphy",4
"2021","Eurythmics",4
"2021","Foster the People",4
"2021","Free Nationals",4
"2021","Hayley Kiyoko",4
"2021","Iggy Pop",4
"2021","Interpol",4
"2021","J. Cole, Bas, 6LACK",4
"2021","JID, Denzel Curry",4
"2021","Janet Jackson",4
"2021","Joey Purp",4
"2021","Jorja Smith",4
"2021","Kenny Beats, 03 Greedo",4
"2021","Kiss",4
"2021","Living Colour",4
"2021","MadeinTYO",4
"2021","Mani Hoffman",4
"2021","Masego",4
"2021","Maverick Sabre, Joey Bada$$, Dyemond Lewis",4
"2021","Michael Buble",4
"2021","Mick Jenkins, Isaac Zale",4
"2021","MihTy",4
"2021","Mike Oldfield",4
"2021","Molchat Doma",4
"2021","Mos Def, Kanye West, Al Be Back",4
"2021","Mountain",4
"2021","Muse",4
"2021","Mustard",4
"2021","Nasty C, Ari Lennox",4
"2021","Nico & Vinz",4
"2021","Nipsey Hussle, JAY-Z",4
"2021","OG DAYV",4
"2021","One Direction",4
"2021","Pete Rock, C.L. Smooth",4
"2021","Piero Piccioni",4
"2021","Pink Sweat$",4
"2021","Polo G, NEIKED, Mae Muller",4
"2021","Popp Hunna",4
"2021","Quality Control, Migos",4
"2021","REASON",4
"2021","Rakim",4
"2021","Raleigh Ritchie",4
"2021","Rupert Holmes",4
"2021","Ryan Adams & The Cardinals",4
"2021","SUGA, Juice WRLD, BTS",4
"2021","Saba",4
"2021","Sigma",4
"2021","Smino, Ravyn Lenae",4
"2021","Smino, Saba",4
"2021","Social House",4
"2021","Soldier Kidd",4
"2021","Southside, G Herbo",4
"2021","SpotemGottem",4
"2021","Sublime",4
"2021","Surfaces",4
"2021","Swae Lee",4
"2021","The B-52's",4
"2021","The Hollies",4
"2021","The Monkees",4
"2021","The Runaways",4
"2021","The Sugarhill Gang",4
"2021","The White Stripes",4
"2021","The Wolfmen",4
"2021","Tom Petty",4
"2021","Train",4
"2021","Travis Scott, Kendrick Lamar",4
"2021","Travis Scott, Quavo, Lil Uzi Vert",4
"2021","Trippie Redd, Bali Baby",4
"2021","Trippie Redd, Polo G, Juice WRLD",4
"2021","Trv. Scout",4
"2021","Tyga",4
"2021","We Are Scientists",4
"2021","You Me At Six",4
"2021","Young Stoner Life, Gunna",4
"2021","Yung Lean",4
"2022","""""Weird Al"""" Yankovic",4
"2022","$uicideboy$",4
"2022","2AM Club",4
"2022","Ahmir",4
"2022","Babyface Ray",4
"2022","Baltimora",4
"2022","Beyonce",4
"2022","Blondie",4
"2022","Bruce Springsteen",4
"2022","Bryce Vine",4
"2022","Busta Rhymes",4
"2022","Carlyle Fraser",4
"2022","Carrie Underwood",4
"2022","Cl4pers",4
"2022","Clipse",4
"2022","Counting Crows",4
"2022","Culture Club",4
"2022","Cyndi Lauper",4
"2022","DMX",4
"2022","Diplo",4
"2022","Dreamville",4
"2022","Dreamville, Ari Lennox",4
"2022","Dua Lipa",4
"2022","Elton John, Dua Lipa",4
"2022","Fitz and The Tantrums",4
"2022","Five Finger Death Punch",4
"2022","Frank Sinatra",4
"2022","Frankie Valli & The Four Seasons",4
"2022","French Montana",4
"2022","George Michael",4
"2022","Imagine Dragons",4
"2022","J Boog",4
"2022","J. Cole, Bas",4
"2022","Janet Jackson",4
"2022","Jess Glynne, DJ Cassidy, Alex Newell",4
"2022","John Newman",4
"2022","Juice WRLD, Halsey",4
"2022","Korn",4
"2022","Lance Skiiiwalker",4
"2022","Lil Peep",4
"2022","Lil Pump, French Montana, Diplo",4
"2022","Lil Tecca",4
