"Year","Artist","Plays"
"2022","Calvin Harris",20
"2022","Creedence Clearwater Revival",20
"2022","DJ Dahi, Brent Faiyaz",20
"2022","EARTHGANG",20
"2022","Lily Allen",20
"2022","Neon Trees",20
"2022","Wolfmother",20
"2016","Denzel Curry",19
"2016","John Legend",19
"2016","Twista, Kanye West, Jamie Foxx",19
"2017","Neon Trees",19
"2017","Odd Future",19
"2017","Rapsody",19
"2018","Bazzi",19
"2018","Flipp Dinero",19
"2018","Gucci Mane",19
"2018","Joyner Lucas, Chris Brown",19
"2018","Playboi Carti, Nicki Minaj",19
"2019","BORNS",19
"2019","Lil Mosey",19
"2019","Lil Yachty",19
"2019","Mustard, Migos",19
"2019","Roddy Ricch, Mustard",19
"2020","Dion",19
"2020","Flume",19
"2020","Kanye West, JAY-Z",19
"2020","Omen, Dreamville, Cozz",19
"2020","Snoop Dogg",19
"2021","Ahmir",19
"2021","Lil Mosey",19
"2021","Macklemore & Ryan Lewis",19
"2022","Disclosure",19
"2022","Iggy Pop",19
"2022","Offset",19
"2022","OneRepublic",19
"2022","Silk Sonic, Bruno Mars, Anderson .Paak",19
"2022","Ski Mask the Slump God",19
"2022","The Killers",19
"2022","Watson, Sona, Jonah Zed",19
"2022","blackbear",19
"2016","Tory Lanez",18
"2017","Statik Selektah",18
"2018","Diplo",18
"2018","Landon Cube",18
"2018","Lynchparty",18
"2018","Ms. Danniboo, DJ Rell",18
"2018","OutKast",18
"2018","XXXTENTACION, Lil Peep",18
"2019","Haiti Babii",18
"2019","Kendrick Lamar, Jay Rock, James Blake, Future",18
"2019","REASON",18
"2019","YNW Melly",18
"2020","Big Sean",18
"2020","Coldplay",18
"2020","Elroy",18
"2020","Lupe Fiasco",18
"2020","Royce da 5'9",18
"2021","50 Cent",18
"2021","Buddy",18
"2021","KAMI",18
"2021","Majid Jordan",18
"2021","Of Monsters and Men",18
"2021","slowthai, A$AP Rocky",18
"2022","A Tribe Called Quest",18
"2022","Daft Punk",18
"2022","Fall Out Boy",18
"2022","Flux Pavilion",18
"2022","Future, DJ Snake",18
"2022","KAMI",18
"2022","Kill Jasper",18
"2022","Mike Dimes",18
"2022","Nirvana",18
"2022","Of Monsters and Men",18
"2022","Slippery Salazar",18
"2022","Tee Grizzley",18
"2022","whiterosemoxie, PmBata",18
"2016","Casey Veggies",17
"2016","MadeinTYO",17
"2016","OneRepublic",17
"2016","Young M.A",17
"2017","Curtis Roach",17
"2017","DJ ESCO",17
"2017","Famous Dex",17
"2018","Lil Baby",17
"2018","Metro Boomin, Big Sean",17
"2019","Dreamville, Cozz, Bas",17
"2019","MadeinTYO",17
"2019","Young Thug, Travis",17
"2020","21 Savage",17
"2020","Lily Allen",17
"2020","Macklemore & Ryan Lewis",17
"2020","OneRepublic",17
"2020","Rylo Rodriguez, Lil Baby",17
"2021","Flux Pavilion",17
"2021","OneRepublic",17
"2021","Roddy Ricch, Mustard",17
"2021","Royce da 5'9",17
"2021","SAINt JHN",17
"2021","Sheck Wes",17
"2021","YBN Nahmir",17
"2021","convolk",17
"2022","Anarbor",17
"2022","Chief Keef",17
"2022","David Guetta",17
"2022","Famous Dex",17
"2022","Kanye West, JAY-Z",17
"2022","Kenny Mason, JID",17
"2022","Rae Sremmurd",17
"2022","Royce da 5'9",17
"2022","Smino, Fatman Scoop, Doechii",17
"2022","The Weeknd, Post Malone",17
"2022","Young Thug, Future",17
"2016","50 Cent",16
"2016","Action Bronson",16
"2016","DNCE",16
"2016","Fekky",16
"2017","$uicideboy$",16
"2017","CJ Fly",16
"2017","Talib Kweli",16
"2017","Yung Lean",16
"2018","Calvin Harris",16
"2018","J. Cole, Bas",16
"2018","LiL RoZaY",16
"2018","Malz Monday",16
"2018","Smino, Ravyn Lenae",16
"2018","Smokepurpp",16
"2018","UnoTheActivist, Trippie Redd",16
"2018","Young Thug, Young Stoner Life",16
"2019","Chris MatthewT",16
"2019","Denzel Curry, Charlie Heat",16
"2019","Ed Sheeran",16
"2019","J.I the Prince of N.Y",16
"2019","The Weeknd",16
"2020","Big K.R.I.T.",16
"2020","Common",16
"2020","JID, Dreamville",16
"2020","Moneybagg Yo, Lil Baby",16
"2020","Rich Brian",16
"2020","Wiz Khalifa",16
"2020","YoungBoy Never Broke Again",16
"2020","convolk",16
"2021","Avicii",16
"2021","Big K.R.I.T.",16
"2021","Daft Punk",16
"2021","Don Toliver, CHASE B",16
"2021","Kanye West, JAY-Z",16
"2021","LINKIN PARK",16
"2021","Lil Nas X, Jack Harlow",16
"2021","Lil Yachty",16
"2021","NAV",16
"2021","Rauw Alejandro",16
"2021","Rick Ross",16
"2021","Rick Ross, Kanye West",16
"2021","Shay Lia, KAYTRANADA",16
"2021","Slippery Salazar, Aries",16
"2021","T-Pain",16
"2021","TyFontaine",16
"2021","Vince Guaraldi Trio",16
"2022","Childish Gambino",16
"2022","Desiigner",16
"2022","Michael Jackson",16
"2022","Red Hot Chili Peppers",16
"2022","Snoh Aalegra",16
"2022","Snoop Dogg",16
"2022","Summer Walker, Kendrick Lamar, Ghostface Killah",16
"2022","bbno$",16
"2022","whiterosemoxie, Kato On The Track",16
"2016","2 Chainz",15
"2016","J Dilla",15
"2016","Pete Rock, C.L. Smooth",15
"2017","The 1975",15
"2017","YFN Lucci",15
"2018","Mura Masa, Bonzai",15
"2018","Rick Ross, Kanye West",15
"2018","Slippery Salazar",15
"2018","Swae Lee",15
"2018","XXXTENTACION, Matt OX",15
"2018","Young Thug, Travis Scott",15
"2019","$uicideboy$",15
"2019","EGOVERT",15
"2019","Injury Reserve",15
"2019","J. Cole, EARTHGANG, Dreamville",15
"2019","Landon Cube",15
"2019","Lil Wayne",15
"2019","Quality Control, Lil Baby, DaBaby",15
"2019","Slippery Salazar, Aries",15
"2020","Dreamville, Ari Lennox",15
"2020","Dreamville, Bas",15
"2020","Juice WRLD, Future",15
"2020","Lil Uzi Vert, 21 Savage",15
"2020","Meek Mill",15
"2020","Santana, Felly",15
"2020","Shoreline Mafia",15
"2020","Ski Mask the Slump God",15
"2020","Young Thug, Lil Baby",15
"2021","21 Savage",15
"2021","Foo Fighters",15
"2021","MIKNNA, Kadhja Bonet, JID, Free Nationals",15
"2021","Quality Control, Lil Baby, DaBaby",15
"2021","Rex Orange County",15
"2021","Seddy Hendrinx",15
"2021","Snoop Dogg",15
"2021","Wham!",15
"2021","Young Thug, Juice WRLD",15
"2022","Comethazine",15
"2022","Common",15
"2022","Deorro",15
"2022","Eagles",15
"2022","Madvillain, Madlib, MF DOOM",15
"2022","MihTy",15
"2022","The Chords",15
"2022","The Kinks",15
"2022","Watson, Jonah Zed",15
"2016","Beck",14
"2016","KAYTRANADA",14
"2016","Swizz Beatz, RZA, Pusha T, Prynce Cy Hi, Kanye West, JAY-Z",14
"2016","The Chainsmokers",14
"2016","The Game",14
"2016","Young Thug",14
"2017","Jhene Aiko, 6LACK",14
"2017","John Mayer",14
"2017","KAYTRANADA",14
"2017","Quavo, Quality Control",14
"2017","Rihanna, Mike WiLL Made-It",14
"2017","Travis Scott, Quality Control, Offset",14
"2017","Travis Scott, Quavo, Lil Uzi Vert",14
"2017","Wiz Khalifa",14
"2017","Ye Ali, Jazz Cartier",14
"2018","Childish Gambino",14
"2018","Cordae",14
"2018","James Blake, Ab-Soul",14
"2018","Macklemore & Ryan Lewis",14
"2018","Marshmello, Logic",14
"2018","Tee Grizzley, Takeoff, Quality Control",14
"2018","The Weeknd, Kendrick Lamar",14
"2018","Trippie Redd, Bali Baby",14
"2018","Yugen Blakrok, Vince Staples",14
"2019","Action Bronson",14
"2019","Eminem",14
"2019","Isaac Zale, Mick Jenkins",14
"2019","Knxwledge",14
"2019","Miguel",14
"2019","PARTYNEXTDOOR",14
"2020","Chester Watson",14
"2020","Doja Cat",14
"2020","Joey Trap",14
"2020","John Legend",14
"2020","Matthew Wilder",14
"2020","Slippery Salazar",14
"2020","Snoh Aalegra",14
"2021","Bankrol Hayden",14
"2021","Bruno Mars",14
"2021","Curtis Roach",14
"2021","Desiigner",14
"2021","Disclosure",14
"2021","Harry James and His Orchestra",14
"2021","Kevin Abstract",14
"2021","Lucenzo, Don Omar",14
"2021","Mooski",14
"2021","Outasight",14
"2021","Sage the Gemini",14
"2021","Seafood Sam",14
"2021","Slippery Salazar",14
"2021","Tears for Fears",14
"2021","The Police",14
"2021","Yeah Yeah Yeahs",14
"2021","blackbear",14
"2022","AC/DC",14
"2022","Boston",14
"2022","Jonah Zed, Gray Hawken",14
"2022","LINKIN PARK",14
"2022","Lil Mosey",14
"2022","Macklemore & Ryan Lewis",14
"2022","Paul Simon",14
"2022","Pitbull",14
"2022","Queen",14
"2022","Rex Orange County",14
"2022","Rihanna",14
"2022","Slippery Salazar, Aries",14
"2022","slowthai",14
"2016","DJ ESCO",13
"2016","Lance Skiiiwalker",13
"2016","Mike Posner",13
"2017","Kanye West, Bon Iver",13
"2017","Lil Wayne, Kanye West",13
"2017","PARTYNEXTDOOR",13
"2017","Tech N9ne",13
"2017","The Script",13
"2018","A$AP Ferg",13
"2018","Jalen Santoy",13
"2018","Lil Baby, Drake",13
"2018","Lil Baby, Gunna, Drake",13
"2018","Nipsey Hussle",13
"2018","Smino, Jay2, Bari",13
"2018","Tory Lanez, Rich The Kid",13
"2018","Trippie Redd, Khalil, Cydnee with a C",13
"2018","Young Thug, Future",13
"2019","JID, J. Cole",13
"2019","Kanye West, JAY-Z",13
"2019","Kevin Gates",13
"2019","Lido, Jaden",13
"2019","OutKast",13
"2019","Rick Ross",13
"2019","Wiz Khalifa",13
"2020","Elton John",13
"2020","Jalen Santoy",13
"2020","Mir Fontane, Ish Williams",13
"2020","Rick Ross, Kanye West",13
"2020","SAINt JHN",13
"2020","Sada Baby",13
"2020","Trippie Redd, Juice WRLD",13
"2020","Zacari",13
"2021","A Flock of Seagulls",13
"2021","Blondie",13
"2021","Cobra Starship",13
"2021","Hermitude",13
"2021","J.I the Prince of N.Y",13
"2021","Stevie Wonder",13
"2021","The Killers",13
"2021","Ye Ali, Jazz Cartier",13
"2022","6ix9ine",13
"2022","Chuck Berry",13
"2022","Flo Rida",13
"2022","Fun.",13
"2022","Gunna, 21 Savage",13
"2022","J.I the Prince of N.Y",13
"2022","Jackson 5",13
"2022","KIDS SEE GHOSTS",13
"2022","Lauryn Hill",13
"2022","MGMT",13
"2022","Maverick Sabre, Joey Bada$$, Dyemond Lewis",13
"2022","Shay Lia, KAYTRANADA",13
"2022","Sheck Wes",13
"2022","Smino, Cruza",13
"2022","Smino, Kal Banx",13
"2022","Smino, Phoelix, Lucky Daye",13
"2016","DRAM",12
"2016","Dion",12
"2016","Ghost Town DJs",12
"2016","Majid Jordan",12
"2016","Raekwon, Kid Cudi, Kanye West",12
"2017","Freddie Gibbs",12
"2017","Jay Rock",12
"2017","Kanye West, Chris Martin",12
"2017","MF DOOM",12
"2017","Quavo, Quality Control, Lil Yachty",12
"2017","Swizz Beatz, RZA, Pusha T, Prynce Cy Hi, Kanye West, JAY-Z",12
"2017","Ye Ali",12
"2018","JID, A$AP Ferg",12
"2018","Lil Dicky",12
"2018","Lil Pump, Kanye West",12
"2018","Nicki Minaj, Migos, Cardi B",12
"2018","Offset, Metro Boomin",12
"2018","Quavo, Quality Control",12
"2018","Rick Ross",12
"2018","Sjava, REASON, Mozzy",12
"2018","Soldier Kidd",12
"2018","T-Pain",12
"2018","Travis Scott, Quality Control, Offset",12
"2018","Trippie Redd, Cydnee with a C, Chris King",12
"2018","Yung Lean",12
"2018","Zacari, Babes Wodumo",12
"2019","Domo Genesis",12
"2019","Harry Styles",12
"2019","JID, EARTHGANG, Dreamville",12
"2019","Lupe Fiasco",12
"2019","Polo G",12
"2019","SZA",12
"2019","blackbear",12
"2020","Beast Coast",12
"2020","D Smoke",12
"2020","Joyner Lucas",12
"2020","Larry June",12
"2020","Roddy Ricch, Mustard",12
"2020","Shout Out Louds",12
"2020","Trenchtown",12
"2021","6ix9ine",12
"2021","Ab-Soul",12
"2021","Bastille",12
"2021","DJ Snake",12
"2021","Dua Lipa",12
"2021","G Herbo",12
"2021","H.E.R.",12
"2021","Imagine Dragons",12
"2021","J. Cole, Bas",12
"2021","Juice WRLD, Future",12
"2021","Larry June",12
"2021","Mariah Carey",12
"2021","Marshmello, Juice WRLD",12
"2021","Migos, Marshmello",12
"2021","Sada Baby",12
"2021","Smokepurpp",12
"2021","Swedish House Mafia",12
"2021","The Kid LAROI, Marshmello, Juice WRLD",12
"2021","The Underachievers",12
"2021","The Waitresses",12
"2021","Tory Lanez, Snakehips",12
"2021","Travis Scott, Lil Durk, Lil Baby",12
"2021","Waka Flocka Flame",12
"2022","A Flock of Seagulls",12
"2022","A$AP Ferg",12
"2022","Beastie Boys",12
"2022","Bobby Shmurda",12
"2022","Chris Brown",12
"2022","EST Gee",12
"2022","Elvis Presley",12
"2022","Endor",12
"2022","H.E.R.",12
"2022","KA$HDAMI, Dro Kenji",12
"2022","KESHORE, Jonah Zed",12
"2022","Metro Boomin, 21 Savage",12
"2022","Metro Boomin, Future",12
"2022","Ms. Danniboo, DJ Rell",12
"2022","Olympic Ayres",12
"2022","Philip Bailey, Phil Collins",12
"2022","Taylour Paige, Kendrick Lamar",12
"2022","The Isley Brothers",12
"2022","The Script",12
"2022","The Underachievers",12
"2022","Wiz Khalifa",12
"2022","sober rob, Ramzoid",12
"2016","Future, Drake",11
"2016","Machine Gun Kelly",11
"2016","Meek Mill",11
"2016","Post Malone",11
"2016","Rihanna",11
"2017","Mos Def, Kanye West, Al Be Back",11
"2017","Quality Control",11
"2017","River Tiber",11
"2018","Common",11
"2018","French Montana",11
"2018","Jordan Carter",11
"2018","Pusha T, Kanye West",11
"2018","Smino, Dreezy",11
"2018","Smoke DZA",11
"2018","Tom Petty",11
"2018","Trippie Redd, FOREVERANTiPoP",11
"2018","Tyga",11
"2019","Ahmir",11
"2019","Big Sean",11
"2019","Childish Gambino",11
"2019","JID, J. Cole, EARTHGANG, Dreamville, Cozz",11
"2019","Jason Derulo",11
"2019","Lil Tecca",11
"2019","Macklemore & Ryan Lewis",11
"2019","NAV",11
"2019","Playboi Carti, Nicki Minaj",11
"2019","Rick Ross, Kanye West",11
"2019","Travis Scott, Quality Control, Offset",11
"2019","Trv. Scout",11
"2019","WALLACE",11
"2019","Ye Ali, Jazz Cartier",11
"2020","A Tribe Called Quest",11
"2020","Bruno Mars",11
"2020","David Bowie",11
"2020","Desiigner",11
"2020","Elvis Presley",11
"2020","Eminem",11
"2020","JID, Dreamville, Bas",11
"2020","Janet Jackson",11
"2020","Jason Derulo",11
"2020","Kap G",11
"2020","Lil Peep",11
"2020","Offset",11
"2020","Pusha T, Kanye West",11
"2020","Smino, Ravyn Lenae",11
"2020","Stevie Wonder",11
"2020","The Kinks",11
"2020","Young Thug, Young Stoner Life",11
"2021","Daryl Hall & John Oates",11
"2021","Dominic Fike",11
"2021","Jason Derulo",11
"2021","Johnny Rain",11
"2021","Joseph McFashion",11
"2021","Kevin Gates",11
"2021","Kodak Black",11
"2021","Lil Baby, Drake",11
"2021","Meek Mill",11
"2021","Offset",11
"2021","Patrick Cc:, Osibih",11
"2021","Russ",11
"2021","Travis Scott, Baby Keem",11
"2021","Van Halen",11
"2021","meltycanon, Mick Jenkins, CANCEL CULTURE",11
"2021","slowthai, Skepta",11
"2022","50 Cent",11
"2022","Cobra Starship",11
"2022","Cordae",11
"2022","Hanson",11
"2022","Interpol",11
"2022","Joey Purp",11
"2022","Kodak Black",11
"2022","Maddie Rogers, Jonah Zed",11
"2022","Pusha T, Nigo",11
"2022","Rick Ross",11
"2022","Shout Out Louds",11
"2022","Trippie Redd, Khalil, Cydnee with a C",11
"2022","Tyler, The Creator, Nigo, A$AP Rocky",11
"2022","brakence",11
"2016","2Pac",10
"2016","Beastie Boys",10
"2016","Carnage",10
"2016","Fetty Wap",10
"2016","Fun.",10
"2016","LION BABE",10
"2016","Nicki Minaj",10
"2016","PARTYNEXTDOOR",10
"2016","Rich Brian",10
"2016","The 1975",10
"2016","The Knife",10
"2016","Yo Gotti",10
"2017","G-Eazy",10
"2017","Metro Boomin, 21 Savage",10
"2017","Mumford & Sons",10
"2017","Nick Grant",10
"2017","Nicki Minaj, Migos, Cardi B",10
"2017","Trouble",10
"2018","A Tribe Called Quest",10
"2018","Aflacko",10
"2018","Almighty Jay",10
"2018","Jone$",10
"2018","PRO ERA",10
"2018","Smino, Bari",10
"2018","Valee, Smino",10
"2018","tobi lou, Galimatias",10
"2019","A Tribe Called Quest",10
"2019","D Smoke",10
"2019","Flume",10
"2019","Lil Baby, Gunna, Drake",10
"2019","RAGER UNIVERSE",10
"2019","RJmrLA",10
"2019","ScHoolboy Q, Saudi, Kendrick Lamar, 2 Chainz",10
"2019","T-Pain",10
"2019","TJ Porter",10
"2019","Travis Scott, JACKBOYS",10
"2020","Atwood",10
"2020","Chris Brown",10
"2020","Cobra Starship",10
"2020","Frankie Valli & The Four Seasons",10
"2020","Lil Keed",10
"2020","Marshmello, Juice WRLD",10
"2020","Mustard",10
"2020","Pharrell Williams",10
"2020","Quavo",10
"2020","Rae Sremmurd",10
"2020","Rex Orange County",10
"2020","Rihanna, PARTYNEXTDOOR",10
"2020","The Kid LAROI, Marshmello, Juice WRLD",10
"2020","Tory Lanez, Mansa",10
"2020","Usher",10
"2021","Atwood",10
"2021","BWHITE5200",10
"2021","Blue Swede",10
"2021","Chief Keef",10
"2021","Common",10
"2021","DaBaby",10
"2021","Deorro",10
"2021","Elroy",10
"2021","Fetty Wap",10
"2021","Galantis",10
"2021","Heart",10
"2021","Joey Trap",10
"2021","Led Zeppelin",10
"2021","Lil Jon",10
"2021","Offset, Metro Boomin",10
"2021","Only The Family, Lil Durk",10
"2021","Pusha T, Kanye West, Big Sean, 2 Chainz",10
"2021","Smino, Jay2, Bari",10
"2021","Tiesto, Dzeko",10
"2021","Travis Scott, JACKBOYS",10
"2021","Van Morrison",10
"2021","slowthai, Dominic Fike, Denzel Curry",10
"2022","Al Green",10
"2022","Big K.R.I.T.",10
"2022","Billy Idol",10
"2022","Carnage",10
"2022","Cris Cab",10
"2022","D Smoke",10
"2022","Don Toliver, CHASE B",10
"2022","Gunna, Chris Brown",10
"2022","JID, Ari Lennox",10
"2022","Jeremih",10
"2022","Lil Keed",10
"2022","Lorde",10
"2022","Majid Jordan",10
"2022","Mariah Carey",10
"2022","NAV",10
"2022","Panic! At the Disco",10
"2022","Pharrell Williams",10
"2022","Roddy Ricch, Mustard",10
"2022","Ronny & The Daytonas",10
"2022","Sigurd Barrett",10
"2022","Smino, J. Cole",10
"2022","Smokepurpp",10
"2022","Southside, G Herbo",10
"2022","Spin Doctors",10
"2022","T-Pain",10
"2022","The Waitresses",10
"2022","Tre' Amani, Brent Faiyaz",10
"2022","Trenchtown",10
"2022","Vince Staples, Lil Baby",10
"2022","Weezer",10
"2022","Zacari",10
"2016","Imagine Dragons",9
"2016","NF",9
"2016","Rick Ross, Nicki Minaj, Kanye West, JAY-Z, Bon Iver",9
"2016","V. Bozeman, Timbaland",9
"2016","iLoveMakonnen",9
"2017","Busta Rhymes",9
"2017","Offset, Metro Boomin, 21 Savage",9
"2017","Rick Ross, Nicki Minaj, Kanye West, JAY-Z, Bon Iver",9
"2017","Tee Grizzley, Takeoff, Quality Control",9
"2017","Trippie Redd, Bali Baby",9
"2017","Trippie Redd, Khalil, Cydnee with a C",9
"2018","Big Daddy Kane",9
"2018","G-Eazy",9
"2018","Jorja Smith",9
"2018","KA",9
"2018","Kap G",9
"2018","Oasis",9
"2018","Red Hot Chili Peppers",9
"2018","Zacari",9
"2019","Bhad Bhabie",9
"2019","Curtis Roach",9
"2019","Don Toliver",9
"2019","Eternal Atake",9
"2019","Flux Pavilion",9
"2019","Ghetto Sage",9
"2019","Lil West",9
"2019","Mac Miller, Kali Uchis, Free Nationals",9
"2019","Nipsey Hussle",9
"2019","PnB Rock",9
"2019","Rihanna",9
"2019","Royksopp",9
"2019","SALES",9
"2019","Travis Scott, ScHoolboy Q",9
"2019","UnoLizard",9
"2019","Young Thug, Young Stoner Life",9
"2020","Creedence Clearwater Revival",9
"2020","Dreamville, Cozz, Bas",9
"2020","Kodak Black",9
"2020","Lil West",9
"2020","Lucenzo, Don Omar",9
"2020","Lute, JID, Dreamville",9
"2020","MIKNNA, Kadhja Bonet, JID, Free Nationals",9
"2020","Mustard, Migos",9
"2020","OutKast",9
"2020","Pearl Jam",9
"2020","Pusha T, Joey Bada$$",9
"2020","Roar",9
"2020","Seddy Hendrinx",9
"2020","Southside, G Herbo",9
"2020","Young Thug, Travis",9
"2020","blackbear",9
"2021","Action Bronson",9
"2021","All Time Low",9
"2021","Blue Oyster Cult",9
"2021","Cris Cab",9
"2021","Duran Duran",9
"2021","Gerry Rafferty",9
"2021","Internet Money, Gunna, Don Toliver",9
"2021","Jet",9
"2021","KAYTRANADA",9
"2021","KIDS SEE GHOSTS",9
"2021","Lil West",9
"2021","Morray, J. Cole, 21 Savage",9
"2021","Ms. Danniboo, DJ Rell",9
"2021","Phil Collins",9
"2021","Pitbull, Ne-Yo",9
"2021","Quiet Riot",9
"2021","Rihanna",9
"2021","Riovaz",9
"2021","SAFE, Kiana Lede",9
"2021","Santana, Felly",9
"2021","Snoh Aalegra",9
"2021","StaySolidRocky, Lil Uzi Vert",9
"2021","Stunna 4 Vegas, Polo G",9
"2021","Wes Walker, Dyl",9
"2021","slowthai, Mount Kimbie, James Blake",9
"2022","Bon Jovi",9
"2022","Cosmo Pyke",9
"2022","Daniel Caesar, Brandy",9
"2022","Dev Lemons",9
"2022","Future, Drake",9
"2022","Grover Washington, Jr., Bill Withers",9
"2022","Kanye West, Andre 3000",9
"2022","Kenny Beats, Denzel Curry",9
"2022","Larry June",9
"2022","Lynyrd Skynyrd",9
"2022","Mick Jenkins, Isaac Zale, Blu",9
"2022","NOFX",9
"2022","Nardo Wick",9
"2022","Nigo, A$AP Rocky",9
"2022","Paramore",9
"2022","Phoenix",9
"2022","Quality Control, Migos",9
"2022","Tame Impala",9
"2022","The Notorious B.I.G.",9
"2022","The Weeknd, Gesaffelstein",9
"2022","Usher",9
"2022","Wham!",9
"2022","Young Thug, Juice WRLD",9
"2022","Young Thug, Young Stoner Life, Gunna",9
"2022","tobi lou",9
"2016","98kb",8
"2016","Kanye West, John Legend",8
"2016","N.W.A.",8
"2016","Remy Ma, JAY-Z, Fat Joe",8
"2016","Rihanna, Kanye West, JAY-Z",8
"2016","Yelawolf",8
"2017","Bruno Mars",8
"2017","DJ Khaled, Calvin Harris",8
"2017","LINKIN PARK",8
"2017","Metro Boomin",8
"2017","Nada Surf",8
"2017","Nova",8
"2017","PnB Rock, Kodak Black, A Boogie wit da Hoodie",8
"2017","Ty Dolla $ign, Lauren Jauregui",8
"2018","Bruno Mars",8
"2018","Calvin Priice",8
"2018","Dead Breed",8
"2018","Jessie Reyez, Eminem",8
"2018","Paul Rosenberg",8
"2018","Quality Control, Offset, Cardi B",8
"2018","Raekwon, Kid Cudi, Kanye West",8
"2018","Soft Cell",8
"2018","Sublime",8
"2018","The Notorious B.I.G.",8
"2018","YS Lost",8
"2019","Flyboy Tarantino, Craig Xen",8
"2019","Jonas Brothers",8
"2019","Kodak Black",8
"2019","Metro Boomin, Big Sean",8
"2019","Pusha T, Kanye West",8
"2019","Quality Control, Offset, Cardi B",8
"2019","Raekwon, Kid Cudi, Kanye West",8
"2019","Smino, Jay2, Bari",8
"2019","Snoop Dogg",8
"2019","Swae Lee, Khalid",8
"2019","The 1975",8
"2019","Trippie Redd, Khalil, Cydnee with a C",8
"2019","YoungBoy Never Broke Again",8
"2020","Ariana Grande",8
"2020","Blue Swede",8
"2020","Cris Cab",8
"2020","DJ Khaled",8
"2020","Daryl Hall & John Oates",8
"2020","EARTHGANG, Dreamville",8
"2020","Freddie Dredd",8
"2020","Grouplove",8
"2020","Justin Timberlake",8
"2020","Killxora",8
"2020","LINKIN PARK",8
"2020","Lynchparty",8
"2020","NAV",8
"2020","Rejjie Snow, MF DOOM, Cam O'bi",8
"2020","Rod Wave",8
"2020","Stunna 4 Vegas, Polo G",8
"2020","Tame Impala",8
"2020","The Monkees",8
"2021","Alphaville",8
"2021","Bobby Shmurda",8
"2021","Breathe Carolina",8
"2021","Creedence Clearwater Revival",8
"2021","Dreamer Isioma",8
"2021","Fall Out Boy",8
"2021","Fun.",8
"2021","George Michael",8
"2021","Gucci Mane",8
"2021","Jennifer Lopez",8
"2021","John Legend",8
"2021","Justin Timberlake",8
"2021","Lil Baby, 42 Dugg",8
"2021","Lil Keed",8
"2021","Lil Peep",8
"2021","Loote, David Guetta, Brooks",8
"2021","Lupe Fiasco",8
"2021","Metro Boomin",8
"2021","Michael Jackson",8
"2021","Nardo Wick",8
"2021","Nena",8
"2021","OutKast",8
"2021","Panic! At the Disco",8
"2021","Paramore",8
"2021","Pooh Shiesty",8
"2021","Pusha T, Kanye West",8
"2021","Queen",8
"2021","Rejjie Snow, MF DOOM, Cam O'bi",8
"2021","Rio Da Yung Og",8
"2021","Ski Mask the Slump God",8
"2021","TOBi, Mick Jenkins",8
"2021","Taio Cruz",8
"2021","Takeoff",8
"2021","The Outfield",8
"2021","Thin Lizzy",8
"2021","Tujamo, Steve Aoki, Chris Lake",8
"2021","bbno$",8
"2021","dvsn",8
"2022","Curtis Roach",8
"2022","DJ Snake",8
"2022","GoldLink",8
"2022","Hudson Mohawke",8
"2022","Jack Harlow, Babyface Ray",8
"2022","Jason Derulo",8
"2022","KiddNeutron",8
"2022","Kozad",8
"2022","KuiBtw",8
"2022","MadeinTYO",8
"2022","NAV, Metro Boomin",8
"2022","Nelly",8
"2022","Nelly Furtado",8
"2022","NoCap, Dro Kenji",8
"2022","Peter CottonTale",8
"2022","Ponderosa Twins Plus One",8
"2022","Rick Ross, Kanye West",8
"2022","Rick Wade",8
"2022","Santana, Felly",8
"2022","Sean Kingston",8
"2022","Shoreline Mafia",8
"2022","Sol.Luna",8
"2022","Statik Selektah, Kota the Friend",8
"2022","The All-American Rejects",8
"2022","The Cool Kids",8
"2022","The Neighbourhood",8
"2022","The Soulsonic Force, Afrika Bambaataa",8
"2022","Tory Lanez, Snakehips",8
"2022","Van Halen",8
"2022","You Me At Six",8
"2022","redveil, Sam Truth",8
"2016","Chiddy Bang",7
"2016","DMX",7
"2016","Estelle",7
"2016","French Montana",7
"2016","JAY-Z, Alicia Keys",7
"2016","Jamie xx",7
"2016","LINKIN PARK, JAY-Z",7
"2016","O.T. Genasis",7
"2016","Skepta",7
"2016","T.I.",7
"2016","Wiz Khalifa",7
"2016","Wiz Khalifa, Snoop Dogg",7
"2017","6ix9ine",7
"2017","BJ the Chicago Kid",7
"2017","Cardi B",7
"2017","Common",7
"2017","Nebu Kiniza",7
"2017","Q-Tip",7
"2017","Sufjan Stevens",7
"2017","The Chordettes",7
"2017","The Instrumentals",7
"2017","The Notorious B.I.G.",7
"2017","Trippie Redd, FOREVERANTiPoP",7
"2017","Valery Gergiev, Mariinsky Orchestra",7
"2018","Hermitude",7
"2018","Pedro Fernandez",7
"2018","Quality Control",7
"2018","Ronny J",7
"2018","The Weeknd, Gesaffelstein",7
"2018","Tory Lanez, Snakehips",7
"2018","Trippie Redd, Rocket Da Goon, Chris King",7
"2018","Ugly God",7
"2019","Alex Zajdel",7
"2019","Arizona Zervas",7
"2019","CHASE B",7
"2019","Daniel Caesar, Brandy",7
"2019","Diplo",7
"2019","Disclosure",7
"2019","Elton John",7
"2019","Famous Dex",7
"2019","French Montana",7
"2019","Hudson Mohawke",7
"2019","Kirk Knight",7
"2019","Quality Control, Migos",7
"2019","Smino, Bari",7
"2019","TM88",7
"2019","Tee Grizzley",7
"2019","The Game",7
"2019","The Script",7
