"SchoolPeriod","Artist","Plays"
"12th-Freshman Summer","Steppenwolf",1
"12th-Freshman Summer","Suigeneris",1
"12th-Freshman Summer","Sunday Service Choir",1
"12th-Freshman Summer","Sunidhi Chauhan",1
"12th-Freshman Summer","Suraj Jagan",1
"12th-Freshman Summer","Talat Mahmood",1
"12th-Freshman Summer","Talking Heads",1
"12th-Freshman Summer","Tears For Fears",1
"12th-Freshman Summer","The Band",1
"12th-Freshman Summer","The Byrds",1
"12th-Freshman Summer","The Chicks",1
"12th-Freshman Summer","The Doobie Brothers",1
"12th-Freshman Summer","The J. Geils Band",1
"12th-Freshman Summer","The Kid LAROI",1
"12th-Freshman Summer","The Script",1
"12th-Freshman Summer","The Smiths",1
"12th-Freshman Summer","The Tractors",1
"12th-Freshman Summer","The Who",1
"12th-Freshman Summer","Tiesto",1
"12th-Freshman Summer","Toby Keith",1
"12th-Freshman Summer","Todd Rundgren",1
"12th-Freshman Summer","Tom The Mail Man",1
"12th-Freshman Summer","Trace Adkins",1
"12th-Freshman Summer","Travis Tritt",1
"12th-Freshman Summer","Tyga",1
"12th-Freshman Summer","Udit Narayan",1
"12th-Freshman Summer","Vince Gill",1
"12th-Freshman Summer","Vodka",1
"12th-Freshman Summer","WALK THE MOON",1
"12th-Freshman Summer","XanMan",1
"12th-Freshman Summer","Xavier Wulf",1
"12th-Freshman Summer","Yes",1
"12th-Freshman Summer","Young Money",1
"12th-Freshman Summer","Yung Gravy",1
"12th-Freshman Summer","Yung Hurn",1
"12th-Freshman Summer","Zedd",1
"12th-Freshman Summer","a-ha",1
"12th-Freshman Summer","datcurryboi",1
"12th-Freshman Summer","ilyTOMMY",1
"12th-Freshman Summer","svrite",1
"12th-Freshman Summer","whiterosemoxie",1
"8th Grade","Antonio Giacca",1
"8th Grade","Ariana Grande",1
"8th Grade","Axwell /\ Ingrosso",1
"8th Grade","Borgeous",1
"8th Grade","Bryson Tiller",1
"8th Grade","CAZZETTE",1
"8th Grade","Childish Gambino",1
"8th Grade","Chris Brown",1
"8th Grade","DJ Khaled",1
"8th Grade","DJ Snake",1
"8th Grade","Deorro",1
"8th Grade","Desiigner",1
"8th Grade","Don Diablo",1
"8th Grade","Drake",1
"8th Grade","Duke Dumont",1
"8th Grade","Dustin Lenji",1
"8th Grade","Elephante",1
"8th Grade","Fedde Le Grand",1
"8th Grade","Fifth Harmony",1
"8th Grade","Filter",1
"8th Grade","Flosstradamus",1
"8th Grade","Franky Rizardo",1
"8th Grade","Going Deeper",1
"8th Grade","Gregor Salto",1
"8th Grade","Hailee Steinfeld",1
"8th Grade","Helios",1
"8th Grade","Hippie Sabotage",1
"8th Grade","J Alvarez",1
"8th Grade","JAY-Z",1
"8th Grade","Jamie Foxx",1
"8th Grade","John Legend",1
"8th Grade","Kehlani",1
"8th Grade","Kill The Buzz",1
"8th Grade","Korn",1
"8th Grade","Krewella",1
"8th Grade","Lady Gaga",1
"8th Grade","Lost Kings",1
"8th Grade","Luny Tunes",1
"8th Grade","M-Cubed",1
"8th Grade","M.I.A.",1
"8th Grade","MORTEN",1
"8th Grade","Maceo Plex",1
"8th Grade","Macklemore & Ryan Lewis",1
"8th Grade","Marnik",1
"8th Grade","Massive Attack",1
"8th Grade","Matt Simons",1
"8th Grade","Melanie Martinez",1
"8th Grade","Miley Cyrus",1
"8th Grade","Natalie La Rose",1
"8th Grade","Nico & Vinz",1
"8th Grade","Paris & Simo",1
"8th Grade","Patrick O'Hearn",1
"8th Grade","Pusha T",1
"8th Grade","Pusher",1
"8th Grade","RY X",1
"8th Grade","Rain Man",1
"8th Grade","Robin Schulz",1
"8th Grade","SLUMBERJACK",1
"8th Grade","Salt-N-Pepa",1
"8th Grade","Seven Lions",1
"8th Grade","Skrillex",1
"8th Grade","Steve Angello",1
"8th Grade","Timeflies",1
"8th Grade","Tinashe",1
"8th Grade","Tom Odell",1
"8th Grade","Trevor Jackson",1
"8th Grade","Wiz Khalifa",1
"8th Grade","Zedd",1
"8th Grade","Zion & Lennox",1
"8th Grade","gnash",1
"9th Grade","2 Chainz",1
"9th Grade","Big Sean",1
"9th Grade","Blue Swede",1
"9th Grade","Bruno Mars",1
"9th Grade","DJ Boss Man",1
"9th Grade","Leezy",1
"9th Grade","Mad Squablz",1
"9th Grade","Moe Vision",1
"9th Grade","NGO",1
"9th Grade","Nicki Minaj",1
"9th Grade","Pep & Rash",1
"9th Grade","Sha Mula",1
"9th Grade","Taylor Swift",1
"9th Grade","The Chainsmokers",1
"9th Grade","Wynn",1
"9th-10th Summer","Ayo & Teo",1
"9th-10th Summer","Chanel West Coast",1
"9th-10th Summer","Chris Brown",1
"9th-10th Summer","Death Cab for Cutie",1
"9th-10th Summer","Fifth Harmony",1
"9th-10th Summer","Frank Ocean",1
"9th-10th Summer","GoldLink",1
"9th-10th Summer","Iggy Azalea",1
"9th-10th Summer","Jason Derulo",1
"9th-10th Summer","Jonas Blue",1
"9th-10th Summer","Kaaris",1
"9th-10th Summer","Kevin Gates",1
"9th-10th Summer","Madison Hughes",1
"9th-10th Summer","Migos",1
"9th-10th Summer","One Direction",1
"9th-10th Summer","PNL",1
"9th-10th Summer","Ricegum",1
"9th-10th Summer","Rick Ross",1
"9th-10th Summer","Run-D.M.C.",1
"9th-10th Summer","Tay-K",1
"9th-10th Summer","The Script",1
"9th-10th Summer","Ty Dolla $ign",1
"Freshman Year","2Pac",1
"Freshman Year","2nd Exit",1
"Freshman Year","30",1
"Freshman Year","50 Cent",1
"Freshman Year","7apes",1
"Freshman Year","88GLAM",1
"Freshman Year","<U+30BB><U+30AD><U+30C8><U+30AA>.<U+30B7><U+30B2><U+30AA>",1
"Freshman Year","A$AP Mob",1
"Freshman Year","A$AP NAST",1
"Freshman Year","AC/DC",1
"Freshman Year","AK420",1
"Freshman Year","Aaron May",1
"Freshman Year","Adam Lambert",1
"Freshman Year","Adnan Sami",1
"Freshman Year","Agatino Romero",1
"Freshman Year","Ajit Singh",1
"Freshman Year","Ajmw",1
"Freshman Year","Alessia Cara",1
"Freshman Year","Alexander Scriabin",1
"Freshman Year","Alextbh",1
"Freshman Year","Alifia, Sonu Kakkar, Bob",1
"Freshman Year","Ambush Buzzworl",1
"Freshman Year","Anti Lilly & Phoniks",1
"Freshman Year","Anuradha Paudwal",1
"Freshman Year","Asdek",1
"Freshman Year","Atlanta Rhythm Section",1
"Freshman Year","Awon",1
"Freshman Year","Axian",1
"Freshman Year","Ayzon",1
"Freshman Year","B-Side",1
"Freshman Year","BANNERS",1
"Freshman Year","Bad Bunny",1
"Freshman Year","Badfinger",1
"Freshman Year","BassBears",1
"Freshman Year","Bassnectar",1
"Freshman Year","Bcalm",1
"Freshman Year","Beatchild",1
"Freshman Year","Bei Ru",1
"Freshman Year","Bellecour",1
"Freshman Year","Ben Beal",1
"Freshman Year","Benny Camaro",1
"Freshman Year","Beyonce",1
"Freshman Year","Big Time Rush",1
"Freshman Year","Bill & Pecker",1
"Freshman Year","Bill adlib",1
"Freshman Year","Black Star",1
"Freshman Year","Blu & Exile",1
"Freshman Year","Blue Wednesday",1
"Freshman Year","Blues Image",1
"Freshman Year","BluntOne",1
"Freshman Year","Board-Man",1
"Freshman Year","Bobbi Humphrey",1
"Freshman Year","Brous One",1
"Freshman Year","C1",1
"Freshman Year","CJ",1
"Freshman Year","COIN",1
"Freshman Year","CRAY",1
"Freshman Year","Carl Perkins",1
"Freshman Year","Casiio",1
"Freshman Year","Cautious Clay",1
"Freshman Year","Chancla",1
"Freshman Year","Chill Beats Music",1
"Freshman Year","Choker",1
"Freshman Year","Chubby Checker",1
"Freshman Year","Chuck Berry",1
"Freshman Year","Ciscero",1
"Freshman Year","Code Red",1
"Freshman Year","Cole-Man",1
"Freshman Year","Coops",1
"Freshman Year","Country Joe McDonald",1
"Freshman Year","Curren$y",1
"Freshman Year","DAO",1
"Freshman Year","DVBBS",1
"Freshman Year","Dee Watkins",1
"Freshman Year","Deeb",1
"Freshman Year","Denyah",1
"Freshman Year","Derek & The Dominos",1
"Freshman Year","Devaloop",1
"Freshman Year","Digga D",1
"Freshman Year","Dijon",1
"Freshman Year","Dirty Ike",1
"Freshman Year","Divine ScienZe",1
"Freshman Year","Dominic Fike",1
"Freshman Year","Dontcry",1
"Freshman Year","Downtown Owl",1
"Freshman Year","Dr. Dre",1
"Freshman Year","Drama Hights",1
"Freshman Year","Dre'es",1
"Freshman Year","Dream Easy Collective",1
"Freshman Year","Dreamgirl",1
"Freshman Year","EMAMKAY",1
"Freshman Year","ENRA",1
"Freshman Year","EVAN GIIA",1
"Freshman Year","Eddie Cochran",1
"Freshman Year","Edith Piaf",1
"Freshman Year","Ella Mai",1
"Freshman Year","FRANZ",1
"Freshman Year","Faces",1
"Freshman Year","Fat Joe",1
"Freshman Year","Fed Nance",1
"Freshman Year","Fivio Foreign",1
"Freshman Year","Flynn",1
"Freshman Year","Fredfades",1
"Freshman Year","Fredo",1
"Freshman Year","Fujitsu",1
"Freshman Year","Funkonami",1
"Freshman Year","GEEGEE",1
"Freshman Year","GR?Y",1
"Freshman Year","Gary Numan",1
"Freshman Year","Gene Vincent",1
"Freshman Year","George Gershwin",1
"Freshman Year","Geronimus Brothers",1
"Freshman Year","Gesmis",1
"Freshman Year","Gustav Mahler",1
"Freshman Year","Gym Class Heroes",1
"Freshman Year","HansSOLO",1
"Freshman Year","Harddope",1
"Freshman Year","HawkOne",1
"Freshman Year","Healy",1
"Freshman Year","Hippo Campus",1
"Freshman Year","Holly Near",1
"Freshman Year","Hoodie Allen",1
"Freshman Year","Hubert Daviz",1
"Freshman Year","I.L.L. Will",1
"Freshman Year","IVE",1
"Freshman Year","Ilaiyaraaja",1
"Freshman Year","Inf",1
"Freshman Year","Isaiah Rashad",1
"Freshman Year","JACKBOYS",1
"Freshman Year","JID",1
"Freshman Year","JMBB",1
"Freshman Year","JPEGMAFIA",1
"Freshman Year","Jae Trill",1
"Freshman Year","Jagjit Singh",1
"Freshman Year","Jake Five",1
"Freshman Year","Jake Owen",1
"Freshman Year","James Arthur",1
"Freshman Year","Jay & The Americans",1
"Freshman Year","Jay Prince",1
"Freshman Year","Jay Sean",1
"Freshman Year","Jazzy James",1
"Freshman Year","Jeff Bernat",1
"Freshman Year","Jesse James Solomon",1
"Freshman Year","John Coltrane Quartet",1
"Freshman Year","John Lennon",1
"Freshman Year","Jon Bellion",1
"Freshman Year","Jon Costa",1
"Freshman Year","Jon Pardi",1
"Freshman Year","Jorja Smith",1
"Freshman Year","K CAMP",1
"Freshman Year","K-Trap",1
"Freshman Year","KALEO",1
"Freshman Year","Kali Uchis",1
"Freshman Year","Kamal.",1
"Freshman Year","Kanisan",1
"Freshman Year","Kankick",1
"Freshman Year","KaspaHauser",1
"Freshman Year","Kay-O",1
"Freshman Year","Kazam",1
"Freshman Year","Keith Richards",1
"Freshman Year","Kenaj",1
"Freshman Year","Kenji",1
"Freshman Year","Kev Brown",1
"Freshman Year","Kevin Abstract",1
"Freshman Year","Kevin Gates",1
"Freshman Year","Kid Abstrakt",1
"Freshman Year","Kid Taro",1
"Freshman Year","Kista",1
"Freshman Year","Klaus Layer",1
"Freshman Year","Kofi Stone",1
"Freshman Year","Kota the Friend",1
"Freshman Year","L One",1
"Freshman Year","LANNE",1
"Freshman Year","LESKY",1
"Freshman Year","LUCKI",1
"Freshman Year","Latitia",1
"Freshman Year","Laxmikant-Pyarelal",1
"Freshman Year","Lifehouse",1
"Freshman Year","Lil Dicky",1
"Freshman Year","Lil Keed",1
"Freshman Year","Lil Nas X",1
"Freshman Year","Lil Tjay",1
"Freshman Year","Link up TV",1
"Freshman Year","Little Richard",1
"Freshman Year","Little River Band",1
"Freshman Year","Loop Schrauber",1
"Freshman Year","Loreno Mayer",1
"Freshman Year","Lou Reed",1
"Freshman Year","Louk",1
"Freshman Year","Lowkey",1
"Freshman Year","Luke Wild",1
"Freshman Year","Lute",1
"Freshman Year","LuvBug",1
"Freshman Year","MANIK MC",1
"Freshman Year","MadeinTYO",1
"Freshman Year","Madeus",1
"Freshman Year","Major Lazer",1
"Freshman Year","Malia Lou",1
"Freshman Year","Mambalam M.K.S. Siva",1
"Freshman Year","Manna Dey",1
"Freshman Year","Marcos Caixa",1
"Freshman Year","Masego",1
"Freshman Year","Mathic",1
"Freshman Year","Mehdi Hassan",1
"Freshman Year","Michael Jackson",1
"Freshman Year","Michel Telo",1
"Freshman Year","Miles Davis",1
"Freshman Year","Milind Sagar",1
"Freshman Year","Mixtape Madness",1
"Freshman Year","Modha",1
"Freshman Year","Molchat Doma",1
"Freshman Year","Move 78",1
"Freshman Year","Mr Mantega",1
"Freshman Year","Mukesh",1
"Freshman Year","Myles Cameron",1
"Freshman Year","N. R. P. Ravichandhran",1
"Freshman Year","NLE Choppa",1
"Freshman Year","NMST",1
"Freshman Year","Neil Young",1
"Freshman Year","Neon Trees",1
"Freshman Year","Nix Northwest",1
"Freshman Year","No Spirit",1
"Freshman Year","No Suits",1
"Freshman Year","Noor Jehan",1
"Freshman Year","ODIE",1
"Freshman Year","OFB",1
"Freshman Year","Octavian",1
"Freshman Year","Oh Wonder",1
"Freshman Year","Ol' Burger Beats",1
"Freshman Year","Orleans",1
"Freshman Year","PENPALS",1
"Freshman Year","PLVTINUM",1
"Freshman Year","PRICE",1
"Freshman Year","Pablo Cruise",1
"Freshman Year","Parental",1
"Freshman Year","Passenger",1
"Freshman Year","Peter Gabriel",1
"Freshman Year","Phil Collins",1
"Freshman Year","Phillip Phillips",1
"Freshman Year","Portaledge",1
"Freshman Year","Professor Crabb",1
"Freshman Year","Project AER",1
"Freshman Year","Pueblo Vista",1
"Freshman Year","Purrple Cat",1
"Freshman Year","Pusha T",1
"Freshman Year","Quavo",1
"Freshman Year","Quill",1
"Freshman Year","RAIZA BIZA",1
"Freshman Year","REMI",1
"Freshman Year","REO Speedwagon",1
"Freshman Year","ROSALIA",1
"Freshman Year","Radiohead",1
"Freshman Year","Raekwon",1
"Freshman Year","Raimu",1
"Freshman Year","Rayan",1
"Freshman Year","Redlight King",1
"Freshman Year","RejSende",1
"Freshman Year","Revolutionary Rhythm",1
"Freshman Year","Rich The Kid",1
"Freshman Year","Richie Rych",1
"Freshman Year","Ritchie Valens",1
"Freshman Year","Rizik",1
"Freshman Year","Robbie Williams",1
"Freshman Year","Rudimental",1
"Freshman Year","Rush",1
"Freshman Year","Ryder Sinclair",1
"Freshman Year","Ryler Smith",1
"Freshman Year","SWAGGER",1
"Freshman Year","Sam Hunt",1
"Freshman Year","Satyr",1
"Freshman Year","Sav12",1
"Freshman Year","Sech",1
"Freshman Year","Seneca B",1
"Freshman Year","Sheck Wes",1
"Freshman Year","Sheff G",1
"Freshman Year","Sheik Chinna Moulana",1
"Freshman Year","SicknessMP",1
"Freshman Year","Silver",1
"Freshman Year","Skrillex",1
"Freshman Year","Smoke Trees",1
"Freshman Year","Spaze Windu",1
"Freshman Year","Spectacular Diagnostics",1
"Freshman Year","Spokeman",1
"Freshman Year","Submerse",1
"Freshman Year","Sugarloaf",1
"Freshman Year","Sviatoslav Richter",1
"Freshman Year","T. M. Soundararajan",1
"Freshman Year","TABAL",1
"Freshman Year","TREVR",1
"Freshman Year","Taio Cruz",1
"Freshman Year","Taj Mahal",1
"Freshman Year","Talib Kweli",1
"Freshman Year","Talking Heads",1
"Freshman Year","The 1975",1
"Freshman Year","The Animals",1
"Freshman Year","The BREED",1
"Freshman Year","The Byrds",1
"Freshman Year","The Federal Empire",1
"Freshman Year","The Grass Roots",1
"Freshman Year","The Kid Daytona",1
"Freshman Year","The Lemonheads",1
"Freshman Year","The Neighbourhood",1
"Freshman Year","The Roots",1
"Freshman Year","The Spencer Davis Group",1
"Freshman Year","The Starting 5ive",1
"Freshman Year","The-Dream",1
"Freshman Year","Thelonious Coltrane",1
"Freshman Year","Them",1
"Freshman Year","This Is Tomorrow",1
"Freshman Year","Tiago Frugoli Ensemble",1
"Freshman Year","Tobu",1
"Freshman Year","Tom The Mail Man",1
"Freshman Year","Tom Walker",1
"Freshman Year","Train",1
"Freshman Year","Trey Songz",1
"Freshman Year","Tweeko",1
"Freshman Year","TyLuv.",1
"Freshman Year","URCHN",1
"Freshman Year","Umberto Giordano",1
"Freshman Year","Village People",1
"Freshman Year","Vincent Rayn",1
"Freshman Year","WZRD",1
"Freshman Year","Wake the Wild",1
"Freshman Year","Weston & Teston",1
"Freshman Year","Wiz Khalifa",1
"Freshman Year","Xavier Omar",1
"Freshman Year","Y.SJ",1
"Freshman Year","Yaima",1
"Freshman Year","Years & Years",1
"Freshman Year","Young Dolph",1
"Freshman Year","YungGen",1
"Freshman Year","Zacari",1
"Freshman Year","Zakir Hussain",1
"Freshman Year","Zaps",1
"Freshman Year","Zedd",1
"Freshman Year","Zomboy",1
"Freshman Year","blackwave.",1
"Freshman Year","blnkspc_",1
"Freshman Year","coldbrew",1
"Freshman Year","damaa.beats",1
"Freshman Year","elmo",1
"Freshman Year","fourwalls",1
"Freshman Year","gishfang",1
"Freshman Year","golden era",1
"Freshman Year","invention_",1
"Freshman Year","kudo",1
"Freshman Year","l'Outlander",1
"Freshman Year","lazy oscar",1
"Freshman Year","less.people",1
"Freshman Year","lofi lemur",1
"Freshman Year","madmax",1
"Freshman Year","pluko",1
"Freshman Year","popadiclo",1
"Freshman Year","prxz",1
"Freshman Year","rei brown",1
"Freshman Year","rocomoco",1
"Freshman Year","tomcbumpz",1
"Freshman Year","wyn wyn",1
"Freshman-Sophomore Summer","AC/DC",1
"Freshman-Sophomore Summer","Aaron May",1
"Freshman-Sophomore Summer","Absofacto",1
"Freshman-Sophomore Summer","Adam Hicks",1
"Freshman-Sophomore Summer","Ahmad Jamal Trio",1
"Freshman-Sophomore Summer","Aitch",1
"Freshman-Sophomore Summer","Akon",1
"Freshman-Sophomore Summer","Allman Brothers Band",1
"Freshman-Sophomore Summer","Amanda Seyfried",1
"Freshman-Sophomore Summer","Anarbor",1
"Freshman-Sophomore Summer","Ariana Grande",1
"Freshman-Sophomore Summer","Ayo & Teo",1
"Freshman-Sophomore Summer","BROCKHAMPTON",1
"Freshman-Sophomore Summer","Bcalm",1
"Freshman-Sophomore Summer","Big Boi",1
"Freshman-Sophomore Summer","Big Sean",1
"Freshman-Sophomore Summer","Billie Eilish",1
"Freshman-Sophomore Summer","Black Eyed Peas",1
"Freshman-Sophomore Summer","Bow Wow",1
"Freshman-Sophomore Summer","Butcher Brown",1
"Freshman-Sophomore Summer","Camille Saint-Saens",1
"Freshman-Sophomore Summer","Cap Kendricks",1
"Freshman-Sophomore Summer","Capital Cities",1
"Freshman-Sophomore Summer","Cherub",1
"Freshman-Sophomore Summer","Clap Cotton",1
"Freshman-Sophomore Summer","Clean Bandit",1
"Freshman-Sophomore Summer","Comethazine",1
"Freshman-Sophomore Summer","Cookin Soul",1
"Freshman-Sophomore Summer","Cream",1
"Freshman-Sophomore Summer","Crosby, Stills & Nash",1
"Freshman-Sophomore Summer","Crosby, Stills, Nash & Young",1
"Freshman-Sophomore Summer","Curren$y",1
"Freshman-Sophomore Summer","DJ Scheme",1
"Freshman-Sophomore Summer","David Bowie",1
"Freshman-Sophomore Summer","Del Water Gap",1
"Freshman-Sophomore Summer","Dion",1
"Freshman-Sophomore Summer","Drakeo the Ruler",1
"Freshman-Sophomore Summer","Dropkick Murphys",1
"Freshman-Sophomore Summer","Dwn2earth",1
"Freshman-Sophomore Summer","Dylan Sinclair",1
"Freshman-Sophomore Summer","E I S U",1
"Freshman-Sophomore Summer","EST Gee",1
"Freshman-Sophomore Summer","Earth, Wind & Fire",1
"Freshman-Sophomore Summer","Ed Sheeran",1
"Freshman-Sophomore Summer","Ella Mai",1
"Freshman-Sophomore Summer","Enluv",1
"Freshman-Sophomore Summer","Eurythmics",1
"Freshman-Sophomore Summer","Faces",1
"Freshman-Sophomore Summer","Felly",1
"Freshman-Sophomore Summer","Fivio Foreign",1
"Freshman-Sophomore Summer","Flora Vida",1
"Freshman-Sophomore Summer","Franz Liszt",1
"Freshman-Sophomore Summer","French Montana",1
"Freshman-Sophomore Summer","G Mills",1
"Freshman-Sophomore Summer","GROUPLOVE",1
"Freshman-Sophomore Summer","George Frideric Handel",1
"Freshman-Sophomore Summer","Glen Campbell",1
"Freshman-Sophomore Summer","Gotye",1
"Freshman-Sophomore Summer","Gwen Stefani",1
"Freshman-Sophomore Summer","Hailee Steinfeld",1
"Freshman-Sophomore Summer","High John",1
"Freshman-Sophomore Summer","Hippo Campus",1
"Freshman-Sophomore Summer","Hozier",1
"Freshman-Sophomore Summer","Jay Rock",1
"Freshman-Sophomore Summer","JiKay",1
"Freshman-Sophomore Summer","John Mayer",1
"Freshman-Sophomore Summer","John Newman",1
"Freshman-Sophomore Summer","Jon Bellion",1
"Freshman-Sophomore Summer","Journey",1
"Freshman-Sophomore Summer","KAYTRANADA",1
"Freshman-Sophomore Summer","Katy Perry",1
"Freshman-Sophomore Summer","Kenny Mason",1
"Freshman-Sophomore Summer","Kevin Gates",1
"Freshman-Sophomore Summer","Kirko Bangz",1
"Freshman-Sophomore Summer","Labh Janjua",1
"Freshman-Sophomore Summer","Lata Mangeshkar",1
"Freshman-Sophomore Summer","Leos Janacek",1
"Freshman-Sophomore Summer","Lil Dicky",1
"Freshman-Sophomore Summer","Lil Skies",1
"Freshman-Sophomore Summer","Low Phil",1
"Freshman-Sophomore Summer","Mac DeMarco",1
"Freshman-Sophomore Summer","MadeinTYO",1
"Freshman-Sophomore Summer","Matt Maeson",1
"Freshman-Sophomore Summer","Maurice Ravel",1
"Freshman-Sophomore Summer","Mick Jenkins",1
"Freshman-Sophomore Summer","Molchat Doma",1
"Freshman-Sophomore Summer","Moneybagg Yo",1
"Freshman-Sophomore Summer","Morpheus Two",1
"Freshman-Sophomore Summer","Nas",1
"Freshman-Sophomore Summer","Nebu Kiniza",1
"Freshman-Sophomore Summer","New Order",1
"Freshman-Sophomore Summer","NickyDiesel",1
"Freshman-Sophomore Summer","Nometronn",1
"Freshman-Sophomore Summer","Only The Family",1
"Freshman-Sophomore Summer","Pink Hoodie",1
"Freshman-Sophomore Summer","Poetics",1
"Freshman-Sophomore Summer","Pontiac Puma",1
"Freshman-Sophomore Summer","Problem",1
"Freshman-Sophomore Summer","RINZ.",1
"Freshman-Sophomore Summer","RL Grime",1
"Freshman-Sophomore Summer","Rainbow",1
"Freshman-Sophomore Summer","Ramones",1
"Freshman-Sophomore Summer","Rauw Alejandro",1
"Freshman-Sophomore Summer","Redbone",1
"Freshman-Sophomore Summer","Rudimental",1
"Freshman-Sophomore Summer","Ryan Trey",1
"Freshman-Sophomore Summer","SahBabii",1
"Freshman-Sophomore Summer","Sam Cross",1
"Freshman-Sophomore Summer","Santana",1
"Freshman-Sophomore Summer","Santino Le Saint",1
"Freshman-Sophomore Summer","Satyr",1
"Freshman-Sophomore Summer","Shaan",1
"Freshman-Sophomore Summer","Sidual.",1
"Freshman-Sophomore Summer","Sitting Duck",1
"Freshman-Sophomore Summer","Ski Mask The Slump God",1
"Freshman-Sophomore Summer","Slumm Prince",1
"Freshman-Sophomore Summer","Smiley",1
"Freshman-Sophomore Summer","Smino",1
"Freshman-Sophomore Summer","SoFaygo",1
"Freshman-Sophomore Summer","Sonder",1
"Freshman-Sophomore Summer","Sonu Nigam",1
"Freshman-Sophomore Summer","Soul Legend",1
"Freshman-Sophomore Summer","Steely Dan",1
"Freshman-Sophomore Summer","Steve Winwood",1
"Freshman-Sophomore Summer","Summer Walker",1
"Freshman-Sophomore Summer","Sunidhi Chauhan",1
"Freshman-Sophomore Summer","Tame Impala",1
"Freshman-Sophomore Summer","Team Astro",1
"Freshman-Sophomore Summer","Teo",1
"Freshman-Sophomore Summer","The Black Keys",1
"Freshman-Sophomore Summer","The Buttertones",1
"Freshman-Sophomore Summer","The Legends",1
"Freshman-Sophomore Summer","Third Eye Blind",1
"Freshman-Sophomore Summer","Thunderclap Newman",1
"Freshman-Sophomore Summer","Tohaj",1
"Freshman-Sophomore Summer","Tom The Mail Man",1
"Freshman-Sophomore Summer","Train",1
"Freshman-Sophomore Summer","Ty Dolla $ign",1
"Freshman-Sophomore Summer","Van Halen",1
"Freshman-Sophomore Summer","Vishal Dadlani",1
"Freshman-Sophomore Summer","Wale",1
"Freshman-Sophomore Summer","Wallows",1
"Freshman-Sophomore Summer","Winnetka Bowling League",1
"Freshman-Sophomore Summer","Wun Two",1
"Freshman-Sophomore Summer","YN Jay",1
"Freshman-Sophomore Summer","Yawn Shop",1
"Freshman-Sophomore Summer","Yung Bans",1
"Freshman-Sophomore Summer","Yung Bleu",1
"Freshman-Sophomore Summer","dvsn",1
"Freshman-Sophomore Summer","golden era",1
"Freshman-Sophomore Summer","khaderbai",1
"Freshman-Sophomore Summer","nrg",1
"Freshman-Sophomore Summer","p!ke",1
"Freshman-Sophomore Summer","redveil",1
"Freshman-Sophomore Summer","santpoort",1
"Freshman-Sophomore Summer","spice rack",1
"Freshman-Sophomore Summer","tobi lou",1
"Sophomore Year","$NOT",1
"Sophomore Year","$uicideboy$",1
"Sophomore Year","*NSYNC",1
"Sophomore Year","2 Bandz",1
"Sophomore Year","4LGANG G5iVE",1
"Sophomore Year","50 Cent",1
"Sophomore Year","80purppp",1
"Sophomore Year","A$AP Ferg",1
"Sophomore Year","A. M. Rajah",1
"Sophomore Year","A.CHAL",1
"Sophomore Year","Absofacto",1
"Sophomore Year","Addict.",1
"Sophomore Year","Adele",1
"Sophomore Year","Aitch",1
"Sophomore Year","Ajay-Atul",1
"Sophomore Year","Alan Walker",1
"Sophomore Year","Alice Deejay",1
"Sophomore Year","Allem Iversom",1
"Sophomore Year","Amar Arshi",1
"Sophomore Year","America",1
"Sophomore Year","Anarbor",1
"Sophomore Year","Annamayya Keerthana",1
"Sophomore Year","Arunmozhi",1
"Sophomore Year","Aso",1
"Sophomore Year","Atif Aslam",1
"Sophomore Year","Augustine",1
"Sophomore Year","B<U+01B1>BBLE",1
"Sophomore Year","BIGBABYGUCCI",1
"Sophomore Year","BRONSON",1
"Sophomore Year","Baby Smoove",1
"Sophomore Year","Bad Bunny",1
"Sophomore Year","Bankrol Hayden",1
"Sophomore Year","Baskem",1
"Sophomore Year","Becky G",1
"Sophomore Year","Bhavatharini",1
"Sophomore Year","Big Time Rush",1
"Sophomore Year","Bill Evans",1
"Sophomore Year","Bill Withers",1
"Sophomore Year","Bing Crosby",1
"Sophomore Year","Birdman",1
"Sophomore Year","Birds Of The West",1
"Sophomore Year","Blac Bamboo",1
"Sophomore Year","Blue Wednesday",1
"Sophomore Year","Blur",1
"Sophomore Year","Blxst",1
"Sophomore Year","Bobby Darin",1
"Sophomore Year","Bobby Dreamz BIG",1
"Sophomore Year","Bobby Helms",1
"Sophomore Year","Bobby Shmurda",1
"Sophomore Year","Boney M.",1
"Sophomore Year","Bonner's Soup",1
"Sophomore Year","Brenda Lee",1
"Sophomore Year","Brick + Mortar",1
"Sophomore Year","Britney Spears",1
"Sophomore Year","Broken Bells",1
"Sophomore Year","Bugzy Malone",1
"Sophomore Year","Burrito Eats",1
"Sophomore Year","CVBZ",1
"Sophomore Year","Cardi B",1
"Sophomore Year","Cash Kidd",1
"Sophomore Year","Chancla",1
"Sophomore Year","Charles Hamilton",1
"Sophomore Year","Chiccote's Beats",1
"Sophomore Year","Chinmayi",1
"Sophomore Year","Chloe x Halle",1
"Sophomore Year","Chuck Berry",1
"Sophomore Year","Chuck Sutton",1
"Sophomore Year","City Girls",1
"Sophomore Year","Cobra Starship",1
"Sophomore Year","Cold War Kids",1
"Sophomore Year","Conan Gray",1
"Sophomore Year","Corn",1
"Sophomore Year","Crash Kings",1
"Sophomore Year","DJ ESCO",1
"Sophomore Year","DJ Snake",1
