"Season","Artist","Plays"
"Winter","Famous Dex",19
"Winter","KIDS SEE GHOSTS",19
"Winter","Pop Smoke",19
"Winter","Sheck Wes",19
"Winter","Snoop Dogg",19
"Winter","Ye Ali, Jazz Cartier",19
"Winter","Yung Lean",19
"Winter","slowthai, A$AP Rocky",19
"Fall","Bazzi",18
"Fall","Majid Jordan",18
"Fall","Slippery Salazar",18
"Fall","Slippery Salazar, Aries",18
"Fall","Swizz Beatz, RZA, Pusha T, Prynce Cy Hi, Kanye West, JAY-Z",18
"Fall","convolk",18
"Spring","A$AP Ferg",18
"Spring","Comethazine",18
"Spring","J.I the Prince of N.Y",18
"Spring","Sheck Wes",18
"Spring","The Police",18
"Summer","EGOVERT",18
"Summer","Fun.",18
"Summer","Guns N' Roses",18
"Summer","J. Cole, Bas",18
"Summer","Jalen Santoy",18
"Summer","KAMI",18
"Summer","Knxwledge",18
"Summer","Lil Wayne, Kanye West",18
"Summer","Rauw Alejandro",18
"Summer","Tay-K",18
"Summer","Twista, Kanye West, Jamie Foxx",18
"Summer","blackbear",18
"Summer","sober rob, Ramzoid",18
"Winter","Drake, 21 Savage",18
"Winter","Fun.",18
"Winter","Lil Mosey",18
"Winter","Mura Masa",18
"Winter","Omen, Dreamville, Cozz",18
"Winter","Pink Floyd",18
"Winter","Quality Control",18
"Winter","Silk Sonic, Bruno Mars, Anderson .Paak",18
"Winter","Takeoff",18
"Fall","Cordae",17
"Fall","Desiigner",17
"Fall","Kendrick Lamar, Baby Keem",17
"Fall","Lil Baby, Gunna, Drake",17
"Fall","Patrick Cc:, Jonah Zed",17
"Fall","Royce da 5'9",17
"Fall","Smino, Fatman Scoop, Doechii",17
"Fall","Statik Selektah",17
"Fall","Vince Guaraldi Trio",17
"Fall","Young M.A",17
"Spring","$uicideboy$",17
"Spring","Joey Purp",17
"Spring","Mura Masa, Bonzai",17
"Spring","Quality Control, Lil Baby, DaBaby",17
"Spring","The Chainsmokers",17
"Spring","Trippie Redd, Playboi Carti",17
"Spring","YFN Lucci",17
"Summer","Don Toliver, CHASE B",17
"Summer","Dreamville, Cozz, Bas",17
"Summer","Jonah Zed, Eric Reprid",17
"Summer","Mike Dimes, Dro Kenji",17
"Summer","Van Morrison",17
"Summer","Young Thug, Travis",17
"Summer","tsubi club",17
"Winter","$uicideboy$",17
"Winter","A$AP Ferg",17
"Winter","DJ ESCO",17
"Winter","DNCE",17
"Winter","Domo Genesis",17
"Winter","No Fun Haus",17
"Winter","Offset, Metro Boomin",17
"Winter","Rick Ross, Kanye West",17
"Winter","Van Morrison",17
"Fall","Famous Dex",16
"Fall","Pitbull",16
"Fall","Red Hot Chili Peppers",16
"Fall","Swae Lee, Slim Jxmmi, Rae Sremmurd",16
"Fall","Talib Kweli",16
"Fall","Thundercat",16
"Spring","Athan",16
"Spring","Coldplay",16
"Spring","EARTHGANG",16
"Spring","LiL RoZaY",16
"Spring","Lil Baby, 42 Dugg",16
"Spring","REASON",16
"Spring","Rob $tone",16
"Summer","Flux Pavilion",16
"Summer","Guapdad 4000, !llmind",16
"Summer","KAYTRANADA",16
"Summer","Malz Monday",16
"Summer","No Fun Haus",16
"Summer","Playboi Carti, Nicki Minaj",16
"Summer","Slippery Salazar, Aries",16
"Summer","Trippie Redd, Cydnee with a C, Chris King",16
"Summer","tobi lou",16
"Winter","Denzel Curry, Charlie Heat",16
"Winter","Doja Cat",16
"Winter","Elton John",16
"Winter","Flux Pavilion",16
"Winter","G-Eazy",16
"Winter","JID, Dreamville",16
"Winter","Joyner Lucas, Chris Brown",16
"Winter","Lil Baby, 42 Dugg",16
"Winter","Santana, Felly",16
"Winter","Slippery Salazar",16
"Winter","Swae Lee",16
"Fall","Creedence Clearwater Revival",15
"Fall","DJ ESCO",15
"Fall","Dion",15
"Fall","Lance Skiiiwalker",15
"Fall","SAINt JHN",15
"Fall","Southside, G Herbo",15
"Fall","Sublime",15
"Fall","The Killers",15
"Fall","YoungBoy Never Broke Again",15
"Fall","Zacari",15
"Spring","Freddie Gibbs",15
"Spring","Injury Reserve",15
"Spring","Jason Derulo",15
"Summer","Athan",15
"Summer","Justin Bieber",15
"Summer","LINKIN PARK",15
"Summer","Lil Nas X, Jack Harlow",15
"Summer","Lynchparty",15
"Summer","The Kid LAROI, Marshmello, Juice WRLD",15
"Summer","UB40",15
"Summer","WESTSIDE BOOGIE",15
"Winter","David Guetta",15
"Winter","Dreamville, Bas",15
"Winter","Foo Fighters",15
"Winter","Gunna, Future",15
"Winter","Rauw Alejandro",15
"Winter","Rex Orange County",15
"Winter","Shoreline Mafia",15
"Winter","TyFontaine",15
"Fall","21 Savage",14
"Fall","50 Cent",14
"Fall","Astrel K",14
"Fall","Beck",14
"Fall","Elvis Presley",14
"Fall","Flume",14
"Fall","Guns N' Roses",14
"Fall","John Legend",14
"Fall","Kanye West, Chris Martin",14
"Fall","Kanye West, DJ Premier",14
"Fall","Maroon 5",14
"Fall","Mumford & Sons",14
"Fall","Seddy Hendrinx",14
"Fall","Sigurd Barrett",14
"Fall","Smino, Bari",14
"Fall","Smino, Dreezy",14
"Fall","The Game",14
"Fall","The Police",14
"Fall","Travis Scott, Quality Control, Offset",14
"Fall","YBN Nahmir, Almighty Jay",14
"Fall","YNW Melly",14
"Fall","whiterosemoxie, Kato On The Track",14
"Spring","Flux Pavilion",14
"Spring","Hudson Mohawke",14
"Spring","James Blake",14
"Spring","John Legend",14
"Spring","Juice WRLD, Future",14
"Spring","KAYTRANADA",14
"Spring","Lil Pump",14
"Spring","MadeinTYO",14
"Spring","Slippery Salazar",14
"Spring","T-Pain",14
"Spring","The Script",14
"Spring","Usher",14
"Summer","50 Cent",14
"Summer","Bobby Shmurda",14
"Summer","Chris Brown",14
"Summer","Empire of the Sun",14
"Summer","Jonah Zed, Gray Hawken",14
"Summer","Lil Mosey",14
"Summer","Lil Pump",14
"Summer","Mere Raj",14
"Summer","Odd Future",14
"Summer","Rejjie Snow, MF DOOM, Cam O'bi",14
"Summer","Rex Orange County",14
"Summer","Trenchtown",14
"Summer","Watson, Sona, Jonah Zed",14
"Summer","XXXTENTACION, Lil Peep",14
"Winter","BORNS",14
"Winter","Dreamville, Ari Lennox",14
"Winter","EST Gee",14
"Winter","Fleetwood Mac",14
"Winter","H.E.R.",14
"Winter","Jet",14
"Winter","Larry June",14
"Winter","Matthew Wilder",14
"Winter","Paul Simon",14
"Winter","Quality Control, Offset, Cardi B",14
"Winter","Quavo",14
"Winter","Royce da 5'9",14
"Winter","The Weeknd, Kendrick Lamar",14
"Winter","Tom The Mail Man",14
"Winter","YS Lost",14
"Winter","brakence",14
"Winter","convolk",14
"Fall","A$AP Ferg",13
"Fall","Anarbor",13
"Fall","Atwood",13
"Fall","Ed Sheeran",13
"Fall","Kanye West, John Legend",13
"Fall","Kendrick Lamar, Jay Rock, James Blake, Future",13
"Fall","Lil West",13
"Fall","Michael Jackson",13
"Fall","NOFX",13
"Fall","Rick Ross, Nicki Minaj, Kanye West, JAY-Z, Bon Iver",13
"Fall","Roddy Ricch, Mustard",13
"Fall","Saba",13
"Fall","Smino, Cruza",13
"Fall","Smino, Kal Banx",13
"Fall","Smino, Phoelix, Lucky Daye",13
"Fall","serpentwithfeet, Mick Jenkins",13
"Fall","tobi lou, Galimatias",13
"Spring","Disclosure",13
"Spring","Kendrick Lamar, Jay Rock, James Blake, Future",13
"Spring","Kodak Black, Kendrick Lamar",13
"Spring","Lil Tjay, 6LACK",13
"Spring","Marshmello, Logic",13
"Spring","Pete Rock, C.L. Smooth",13
"Spring","Rihanna, Mike WiLL Made-It",13
"Spring","Rihanna, PARTYNEXTDOOR",13
"Spring","Sam Dew, Kendrick Lamar, Baby Keem",13
"Spring","Shay Lia, KAYTRANADA",13
"Spring","Silk Sonic, Bruno Mars, Anderson .Paak",13
"Spring","Tech N9ne",13
"Spring","Tom Petty",13
"Spring","V. Bozeman, Timbaland",13
"Spring","Van Morrison",13
"Spring","YBN Nahmir",13
"Spring","YoungBoy Never Broke Again",13
"Summer","Ahmir",13
"Summer","BJ the Chicago Kid",13
"Summer","Breathe Carolina",13
"Summer","John Legend",13
"Summer","Lido, Jaden",13
"Summer","Lil Nas X",13
"Summer","Mir Fontane, Ish Williams",13
"Summer","Offset",13
"Summer","Rob $tone",13
"Summer","Sada Baby",13
"Summer","Slippery Salazar",13
"Summer","Soldier Kidd",13
"Summer","T-Pain",13
"Summer","The Notorious B.I.G.",13
"Summer","Trippie Redd, Juice WRLD",13
"Summer","Tyga",13
"Summer","UnoTheActivist, Trippie Redd",13
"Summer","whiterosemoxie, Kato On The Track",13
"Winter","BlocBoy JB",13
"Winter","CJ Fly",13
"Winter","Imagine Dragons",13
"Winter","James Blake, Ab-Soul",13
"Winter","Jhene Aiko, 6LACK",13
"Winter","Joey Trap",13
"Winter","Kendrick Lamar, Baby Keem",13
"Winter","Lilskrt4k",13
"Winter","Metro Boomin, 21 Savage",13
"Winter","MihTy",13
"Winter","Victor Oladipo",13
"Winter","Young Thug, Juice WRLD",13
"Winter","Yugen Blakrok, Vince Staples",13
"Winter","bbno$",13
"Fall","Brenda Lee",12
"Fall","Chuck Berry",12
"Fall","Coldplay",12
"Fall","D Smoke",12
"Fall","Dean Martin",12
"Fall","JID, A$AP Ferg",12
"Fall","Lorde",12
"Fall","Rihanna",12
"Fall","Sada Baby",12
"Fall","Silk Sonic, Bruno Mars, Anderson .Paak",12
"Fall","T-Pain, Kanye West",12
"Fall","Trippie Redd, Bali Baby",12
"Fall","Valee, Smino",12
"Fall","Victor Oladipo",12
"Fall","slowthai",12
"Spring","Busta Rhymes",12
"Spring","Chief Keef",12
"Spring","Curtis Roach",12
"Spring","DJ Dahi, Brent Faiyaz",12
"Spring","Dreamville",12
"Spring","Future, Drake",12
"Spring","LINKIN PARK",12
"Spring","MIKNNA, Kadhja Bonet, JID, Free Nationals",12
"Spring","Majid Jordan",12
"Spring","Playboi Carti, Nicki Minaj",12
"Spring","Quavo",12
"Spring","TJ Porter",12
"Spring","Tanna Leone, Kendrick Lamar",12
"Spring","iann dior",12
"Summer","Ab-Soul",12
"Summer","CHASE B",12
"Summer","Calvin Priice",12
"Summer","Creedence Clearwater Revival",12
"Summer","Fetty Wap",12
"Summer","Fleetwood Mac",12
"Summer","GoldLink",12
"Summer","Hermitude",12
"Summer","Isaac Zale, Mick Jenkins",12
"Summer","JID, EARTHGANG, Dreamville",12
"Summer","Kill Jasper",12
"Summer","Migos, Marshmello",12
"Summer","Ms. Danniboo, DJ Rell",12
"Summer","Of Monsters and Men",12
"Summer","Takeoff",12
"Summer","Trv. Scout",12
"Summer","Vince Staples, Ty Dolla $ign",12
"Summer","Watson, Jonah Zed",12
"Summer","Ye Ali",12
"Summer","slowthai",12
"Winter","Black Eyed Peas",12
"Winter","Flume",12
"Winter","John Legend",12
"Winter","Kanye West, DJ Premier",12
"Winter","Killxora",12
"Winter","MF DOOM",12
"Winter","MGMT",12
"Winter","Mustard",12
"Winter","Nipsey Hussle",12
"Winter","PRO ERA",12
"Winter","Pusha T, Kanye West",12
"Winter","Quality Control, Lil Baby, Kodak Black",12
"Winter","Smino, Ravyn Lenae",12
"Winter","Travis Scott, Quavo, Lil Uzi Vert",12
"Winter","Wiz Khalifa",12
"Winter","Zacari, Babes Wodumo",12
"Fall","ABBA",11
"Fall","Ahmir",11
"Fall","Athan",11
"Fall","B.o.B",11
"Fall","Carnage",11
"Fall","David Guetta",11
"Fall","Eagles",11
"Fall","Flo Rida",11
"Fall","French Montana",11
"Fall","Guapdad 4000, !llmind",11
"Fall","Harry Styles",11
"Fall","JID, Dreamville, Bas",11
"Fall","Jasiah, Dro Kenji",11
"Fall","Jet",11
"Fall","Jordan Carter",11
"Fall","KAMI",11
"Fall","Led Zeppelin",11
"Fall","Nyck @ Knight",11
"Fall","Rex Orange County",11
"Fall","Russ",11
"Fall","Shay Lia, KAYTRANADA",11
"Fall","The Waitresses",11
"Fall","Tory Lanez, Rich The Kid",11
"Fall","redveil",11
"Spring","ABBA",11
"Spring","Baby Smoove",11
"Spring","Beastie Boys",11
"Spring","Bruno Mars",11
"Spring","Chris MatthewT",11
"Spring","Cobra Starship",11
"Spring","Guns N' Roses",11
"Spring","Harry James and His Orchestra",11
"Spring","Jet",11
"Spring","Kanye West, Bon Iver",11
"Spring","Lil Dicky",11
"Spring","Lil Uzi Vert, Internet Money, Don Toliver",11
"Spring","Lilskrt4k",11
"Spring","Mere Raj",11
"Spring","Mike Posner",11
"Spring","Raekwon, Kid Cudi, Kanye West",11
"Spring","Shoreline Mafia",11
"Spring","Shout Out Louds",11
"Spring","Smino, Ravyn Lenae",11
"Spring","Stevie Wonder",11
"Spring","Stunna 4 Vegas, Polo G",11
"Spring","Sublime",11
"Spring","Tame Impala",11
"Summer","2Pac",11
"Summer","A Flock of Seagulls",11
"Summer","Avicii",11
"Summer","DJ Snake, AlunaGeorge",11
"Summer","Disclosure",11
"Summer","Ed Sheeran",11
"Summer","John Mayer",11
"Summer","Jone$",11
"Summer","KESHORE, Jonah Zed",11
"Summer","Kevin Gates",11
"Summer","Lil Uzi Vert, Internet Money, Don Toliver",11
"Summer","Lucenzo, Don Omar",11
"Summer","Maddie Rogers, Jonah Zed",11
"Summer","Mariah Carey",11
"Summer","NxWorries",11
"Summer","Roddy Ricch, 42 Dugg",11
"Summer","Shout Out Louds",11
"Summer","Snoh Aalegra",11
"Summer","Swae Lee, Khalid",11
"Summer","Taio Cruz",11
"Summer","The Chords",11
"Summer","The Game",11
"Summer","The Killers",11
"Summer","WALLACE",11
"Summer","YBN Nahmir, Almighty Jay",11
"Winter","D Smoke",11
"Winter","Disclosure",11
"Winter","LINKIN PARK",11
"Winter","Lil Durk, Lil Baby",11
"Winter","Of Monsters and Men",11
"Winter","Rylo Rodriguez, Lil Baby",11
"Winter","Smoke DZA",11
"Winter","Swedish House Mafia",11
"Winter","The Knife",11
"Winter","redveil",11
"Winter","whiterosemoxie, Tom The Mail Man",11
"Fall","Chris Brown",10
"Fall","Curtis Roach",10
"Fall","Disclosure",10
"Fall","Dutchavelli",10
"Fall","EST Gee",10
"Fall","Empire of the Sun",10
"Fall","Endor",10
"Fall","Fitz and The Tantrums",10
"Fall","Flux Pavilion",10
"Fall","Gerry Rafferty",10
"Fall","J.I the Prince of N.Y",10
"Fall","Kanye West, Bon Iver",10
"Fall","Lauryn Hill",10
"Fall","Natasha Bedingfield",10
"Fall","Queen",10
"Fall","RAGER UNIVERSE",10
"Fall","Smino, J. Cole",10
"Fall","Usher",10
"Fall","Weezer",10
"Fall","Wham!",10
"Fall","tsubi club",10
"Spring","Boston",10
"Spring","Chris Brown",10
"Spring","David Guetta",10
"Spring","French Montana",10
"Spring","Ghost Town DJs",10
"Spring","Justin Timberlake",10
"Spring","Lil Baby, Drake",10
"Spring","Morray, J. Cole, 21 Savage",10
"Spring","N.W.A.",10
"Spring","Phoenix",10
"Spring","Pusha T, Nigo",10
"Spring","Rihanna",10
"Spring","Sol.Luna",10
"Spring","THE CARTERS",10
"Spring","Thundercat",10
"Spring","Tory Lanez, Snakehips",10
"Spring","Travis Scott, JACKBOYS",10
"Spring","Trenchtown",10
"Spring","Waka Flocka Flame",10
"Spring","tobi lou",10
"Summer","ALLBLACK",10
"Summer","Aflacko",10
"Summer","Cobra Starship",10
"Summer","Daft Punk",10
"Summer","David Bowie",10
"Summer","Famous Dex",10
"Summer","Gunna, Future",10
"Summer","J. Cole, EARTHGANG, Dreamville",10
"Summer","JID, J. Cole, EARTHGANG, Dreamville, Cozz",10
"Summer","Jason Derulo",10
"Summer","Kap G",10
"Summer","Kendrick Lamar, Jay Rock, James Blake, Future",10
"Summer","Kodak Black, Kendrick Lamar",10
"Summer","Lil Peep",10
"Summer","Lil Pump, Kanye West",10
"Summer","Machine Gun Kelly",10
"Summer","Majid Jordan",10
"Summer","Metro Boomin, 21 Savage",10
"Summer","Pusha T, Joey Bada$$",10
"Summer","SAINt JHN",10
"Summer","SALES",10
"Summer","Smino, Ravyn Lenae",10
"Summer","Tame Impala",10
"Summer","Yeah Yeah Yeahs",10
"Summer","brakence",10
"Winter","50 Cent",10
"Winter","Cordae",10
"Winter","Daft Punk",10
"Winter","Elvis Presley",10
"Winter","Jackson 5",10
"Winter","Jorja Smith",10
"Winter","Lil Uzi Vert, HoodRich Pablo Juan",10
"Winter","Nick Grant",10
"Winter","Oasis",10
"Winter","Philip Bailey, Phil Collins",10
"Winter","Quality Control, Lil Baby, DaBaby",10
"Winter","Raekwon, Kid Cudi, Kanye West",10
"Winter","Rihanna",10
"Winter","Roddy Ricch, Mustard",10
"Winter","Southside, G Herbo",10
"Winter","T-Pain, Kanye West",10
"Winter","The Chainsmokers",10
"Winter","The Underachievers",10
"Winter","Waka Flocka Flame",10
"Winter","XXXTENTACION, Matt OX",10
"Fall","Black Eyed Peas",9
"Fall","Busta Rhymes",9
"Fall","Cobra Starship",9
"Fall","DJ Dahi, Brent Faiyaz",9
"Fall","DJ Snake, AlunaGeorge",9
"Fall","Daft Punk",9
"Fall","Dev Lemons",9
"Fall","EARTHGANG",9
"Fall","Eternal Atake",9
"Fall","Fleetwood Mac",9
"Fall","Ghetto Sage",9
"Fall","Justin Timberlake",9
"Fall","KA",9
"Fall","Lil Durk, Lil Baby",9
"Fall","Lil Uzi Vert, HoodRich Pablo Juan",9
"Fall","Lily Allen",9
"Fall","Muse",9
"Fall","Neon Trees",9
"Fall","No Fun Haus",9
"Fall","Patrick Cc:, Osibih",9
"Fall","Tame Impala",9
"Fall","The Chords",9
"Fall","Toto",9
"Fall","Trippie Redd, FOREVERANTiPoP",9
"Fall","Wallows",9
"Fall","Yung Bans",9
"Spring","Ahmir",9
"Spring","B.o.B",9
"Spring","Bankrol Hayden",9
"Spring","Blondie",9
"Spring","Casey Veggies",9
"Spring","Cris Cab",9
"Spring","D Smoke",9
"Spring","DMX",9
"Spring","Daft Punk",9
"Spring","David Bowie",9
"Spring","Electric Light Orchestra",9
"Spring","Flo Rida",9
"Spring","Foo Fighters",9
"Spring","Future, DJ Snake",9
"Spring","Iggy Pop",9
"Spring","J Dilla",9
"Spring","Janet Jackson",9
"Spring","Larry June",9
"Spring","Lil Tecca",9
"Spring","Moneybagg Yo, Lil Baby",9
"Spring","Nicki Minaj",9
"Spring","Nova",9
"Spring","Pitbull",9
"Spring","Riovaz",9
"Spring","Roddy Ricch, Mustard",9
"Spring","Skrillex",9
"Spring","Summer Walker, Kendrick Lamar, Ghostface Killah",9
"Spring","T-Pain, Kanye West",9
"Spring","T.I.",9
"Spring","Takeoff",9
"Spring","Taylour Paige, Kendrick Lamar",9
"Spring","The Weeknd, Gesaffelstein",9
"Spring","The Weeknd, Post Malone",9
"Spring","Travis Scott, ScHoolboy Q",9
"Spring","Trippie Redd, Bali Baby",9
"Spring","Ugly God",9
"Spring","Vince Staples, Mustard",9
"Spring","Yo Gotti",9
"Spring","whiterosemoxie, Kato On The Track",9
"Spring","whiterosemoxie, Tom The Mail Man",9
"Summer","Comethazine",9
"Summer","DJ Khaled, Calvin Harris",9
"Summer","Daniel Caesar, Brandy",9
"Summer","Flume",9
"Summer","Jack Harlow, Babyface Ray",9
"Summer","Joseph McFashion",9
"Summer","Kenny Mason, JID",9
"Summer","Landon Cube",9
"Summer","Mooski",9
"Summer","Raekwon, Kid Cudi, Kanye West",9
"Summer","StaySolidRocky, Lil Uzi Vert",9
"Summer","Tanna Leone, Kendrick Lamar",9
"Summer","The Isley Brothers",9
"Summer","Tre' Amani, Brent Faiyaz",9
"Summer","Trippie Redd, Bali Baby",9
"Summer","Trippie Redd, Khalil, Cydnee with a C",9
"Summer","UnoLizard",9
"Summer","Wolfmother",9
"Summer","whiterosemoxie, PmBata",9
"Winter","BWHITE5200",9
"Winter","Bhad Bhabie",9
"Winter","Electric Light Orchestra",9
"Winter","Frankie Valli & The Four Seasons",9
"Winter","Freddie Dredd",9
"Winter","Gunna, Chris Brown",9
"Winter","Hermitude",9
"Winter","JID, J. Cole",9
"Winter","Jason Derulo",9
"Winter","KAYTRANADA",9
"Winter","Kap G",9
"Winter","Lil Durk",9
"Winter","Lil Tjay, 6LACK",9
"Winter","Lute, JID, Dreamville",9
"Winter","Mike Dimes",9
"Winter","NAV, Metro Boomin",9
"Winter","Nardo Wick",9
"Winter","Pharrell Williams",9
"Winter","Royksopp",9
"Winter","Stevie Wonder",9
"Winter","Sublime",9
"Winter","Sufjan Stevens",9
"Winter","The Notorious B.I.G.",9
"Winter","Trippie Redd, Khalil, Cydnee with a C",9
"Winter","UB40",9
"Winter","Usher",9
"Winter","Wolfmother",9
"Winter","Young Thug, Lil Baby",9
"Winter","Young Thug, Travis",9
"Winter","dvsn",9
"Winter","slowthai, Dominic Fike, Denzel Curry",9
"Winter","sober rob, Ramzoid",9
"Fall","Avicii",8
"Fall","Billy Idol",8
"Fall","Bobby Shmurda",8
"Fall","Dead Breed",8
"Fall","Deorro",8
"Fall","Dominic Fike",8
"Fall","EGOVERT",8
"Fall","Fall Out Boy",8
"Fall","Frank Sinatra",8
"Fall","Hanson",8
"Fall","Jalen Santoy",8
"Fall","Jeremih",8
"Fall","Kevin Abstract",8
"Fall","Kill Jasper",8
"Fall","LINKIN PARK",8
"Fall","Lute, J. Cole, Dreamville",8
"Fall","Metro Boomin, Future",8
"Fall","Mos Def, Kanye West, Al Be Back",8
"Fall","Nada Surf",8
"Fall","Offset, Metro Boomin",8
"Fall","Sia",8
"Fall","Statik Selektah, Kota the Friend",8
"Fall","Swae Lee, Khalid",8
"Fall","The Chordettes",8
"Fall","The Kid LAROI, Marshmello, Juice WRLD",8
"Fall","The Kinks",8
"Fall","The Monkees",8
"Fall","The Neighbourhood",8
"Fall","The Notorious B.I.G.",8
"Fall","Tory Lanez, Snakehips",8
"Fall","Trippie Redd, Cydnee with a C, Chris King",8
"Fall","Ty Dolla $ign, Lauren Jauregui",8
"Fall","Van Halen",8
"Fall","WESTSIDE BOOGIE",8
"Fall","Young Thug, Young Stoner Life",8
"Spring","2Pac",8
"Spring","6ix9ine",8
"Spring","98kb",8
"Spring","All Time Low",8
"Spring","Blue Swede",8
"Spring","Chiddy Bang",8
"Spring","Clipse",8
"Spring","Daryl Hall & John Oates",8
"Spring","H.E.R.",8
"Spring","Interpol",8
"Spring","J Boog",8
"Spring","J. Cole, Bas",8
"Spring","Kenny Beats, Denzel Curry",8
"Spring","Lil Peep",8
"Spring","Lil Uzi Vert, 21 Savage",8
"Spring","Lil Uzi Vert, HoodRich Pablo Juan",8
"Spring","Lil Wayne, Kanye West",8
"Spring","Macklemore",8
"Spring","Michael Jackson",8
"Spring","Moslikely",8
"Spring","Mura Masa",8
"Spring","Nirvana",8
"Spring","Offset, Metro Boomin",8
"Spring","Phil Collins",8
"Spring","Quavo, Quality Control, Lil Yachty",8
"Spring","Queen",8
"Spring","Ryan Adams & The Cardinals",8
"Spring","Rylo Rodriguez, Lil Baby",8
"Spring","ScHoolboy Q, Saudi, Kendrick Lamar, 2 Chainz",8
"Spring","Seafood Sam",8
"Spring","Southside, G Herbo",8
"Spring","The Cool Kids",8
"Spring","The Night Marchers",8
"Spring","Train",8
"Spring","Trouble",8
"Spring","Van Halen",8
"Spring","iLoveMakonnen",8
"Spring","meltycanon, Mick Jenkins, CANCEL CULTURE",8
"Summer","Bankrol Hayden",8
"Summer","Bastille",8
"Summer","Boss Martians",8
"Summer","Fall Out Boy",8
"Summer","Jack Stauber",8
"Summer","James Blake",8
"Summer","Jet",8
"Summer","KiddNeutron",8
"Summer","Lil Baby, Drake",8
"Summer","Lil Tecca",8
"Summer","MIKNNA, Kadhja Bonet, JID, Free Nationals",8
"Summer","Only The Family, Lil Durk",8
"Summer","Outasight",8
"Summer","Pearl Jam",8
"Summer","Pharrell Williams",8
"Summer","Pusha T, Kanye West, Big Sean, 2 Chainz",8
"Summer","REASON",8
"Summer","Remy Ma, JAY-Z, Fat Joe",8
"Summer","River Tiber",8
"Summer","Russ",8
"Summer","Seddy Hendrinx",8
"Summer","Skepta",8
"Summer","The Fray",8
"Summer","The Weeknd, Post Malone",8
"Summer","Timbaland, Nelly Furtado",8
"Summer","Tiny Tim",8
"Summer","Tory Lanez, Snakehips",8
"Summer","slowthai, Mura Masa",8
"Winter","AWOLNATION",8
"Winter","American Authors",8
"Winter","BJ the Chicago Kid",8
"Winter","Beastie Boys",8
"Winter","Bobby Shmurda",8
"Winter","Diplo",8
"Winter","Dreamville, Cozz, Bas",8
"Winter","EARTHGANG, Dreamville",8
"Winter","Elroy",8
"Winter","Fall Out Boy",8
"Winter","Flo Rida",8
"Winter","Flyboy Tarantino, Craig Xen",8
"Winter","Future, DJ Snake",8
"Winter","Gunna, 21 Savage",8
"Winter","JID, Dreamville, Bas",8
"Winter","Jeremih",8
"Winter","Lil Peep",8
"Winter","Lil West",8
"Winter","Moneybagg Yo, Lil Baby",8
"Winter","Nico & Vinz",8
"Winter","NxWorries",8
"Winter","Patrick Cc:, Osibih",8
"Winter","Pitbull",8
"Winter","Rick Wade",8
"Winter","SAINt JHN",8
"Winter","Sheck Wes, JACKBOYS",8
"Winter","Swizz Beatz, RZA, Pusha T, Prynce Cy Hi, Kanye West, JAY-Z",8
"Winter","The Police",8
"Winter","Tory Lanez, Rich The Kid",8
"Winter","Tory Lanez, Snakehips",8
"Winter","slowthai, Mount Kimbie, James Blake",8
"Winter","slowthai, Mura Masa",8
"Fall","A Flock of Seagulls",7
"Fall","Almighty Jay",7
"Fall","Alphaville",7
"Fall","Blue Swede",7
"Fall","Darude",7
"Fall","Daryl Hall & John Oates",7
"Fall","Dreamville",7
"Fall","Dro Kenji, DC The Don",7
"Fall","Foster the People",7
"Fall","Fun.",7
"Fall","Harry Belafonte",7
"Fall","JID, J. Cole, Dreamville",7
"Fall","JPEGMAFIA",7
"Fall","Jackson 5",7
"Fall","Jamo.",7
"Fall","Lil Keed",7
"Fall","Lynchparty",7
"Fall","Mariah Carey",7
"Fall","Maverick Sabre, Joey Bada$$, Dyemond Lewis",7
"Fall","Offset, Metro Boomin, 21 Savage",7
"Fall","Paramore",7
"Fall","Pete Rock, C.L. Smooth",7
"Fall","Quality Control, Lil Baby, DaBaby",7
"Fall","Rauw Alejandro",7
"Fall","Ronny & The Daytonas",7
"Fall","Skrillex",7
"Fall","Smokepurpp, Murda Beatz",7
"Fall","Snoh Aalegra",7
"Fall","Spin Doctors",7
"Fall","Sufjan Stevens",7
"Fall","Syndicate Sound Labs",7
"Fall","The Surfaris",7
"Fall","The Temptations",7
"Fall","Tommy Richman",7
"Fall","Valery Gergiev, Mariinsky Orchestra",7
"Fall","Yung Lean",7
"Spring","Atwood",7
"Spring","Bobby Shmurda",7
"Spring","Boss Martians",7
"Spring","Carnage",7
"Spring","DJ Snake, AlunaGeorge",7
"Spring","Don Toliver, CHASE B",7
"Spring","George Michael",7
"Spring","Heart",7
"Spring","Imagine Dragons",7
"Spring","Joey Trap",7
"Spring","John Mayer",7
"Spring","Kap G",7
"Spring","KiddNeutron",7
"Spring","Lance Skiiiwalker",7
"Spring","Lil Baby, J. Cole",7
"Spring","Lil Wayne, Kanye West, Eminem, Drake",7
"Spring","Lucenzo, Don Omar",7
"Spring","Maverick Sabre, Joey Bada$$, Dyemond Lewis",7
"Spring","Ms. Danniboo, DJ Rell",7
"Spring","Nena",7
"Spring","Quavo, Quality Control",7
"Spring","Rauw Alejandro",7
"Spring","Rich Homie Quan",7
"Spring","Roddy Ricch, 42 Dugg",7
"Spring","Ronny J",7
"Spring","SZA, Kendrick Lamar",7
"Spring","Slim Jxmmi",7
"Spring","Tears for Fears",7
"Spring","The All-American Rejects",7
"Spring","The Soulsonic Force, Afrika Bambaataa",7
