"Month","Artist","Plays"
"01","Ray Dalton",3
"01","Reo Cragun",3
"01","Reykon",3
"01","Rick Hagen",3
"01","Robyn Sherwell",3
"01","Ruth B.",3
"01","SZA",3
"01","Sabrina Claudio",3
"01","Sage The Gemini",3
"01","Samuel Lindon",3
"01","Scintillante",3
"01","Scotty Sire",3
"01","Sergei Andreyev",3
"01","Shierro",3
"01","Sid Sriram",3
"01","Silje Mansson",3
"01","Ski Mask The Slump God",3
"01","Snakehips",3
"01","Solvekin",3
"01","Sophie Simmons",3
"01","Soulja Boy",3
"01","Souly Had",3
"01","Spheres",3
"01","Stella Oceans",3
"01","Steven Goldmund",3
"01","Strange Imagining",3
"01","Suriel Hess",3
"01","Tejal Yann",3
"01","The Avener",3
"01","The Kid LAROI",3
"01","The Oh Hellos",3
"01","The Only Star In The Sky",3
"01","The PropheC",3
"01","The Vamps",3
"01","Thomas Newman",3
"01","Thundercat",3
"01","Tiana Major9",3
"01","Tiesto",3
"01","Tori Kelly",3
"01","Tranquil Cove",3
"01","Troye Sivan",3
"01","Turquoise & Fire",3
"01","Tyga",3
"01","UNSECRET",3
"01","Universal Balance",3
"01","Usher",3
"01","VAX",3
"01","Viclo",3
"01","Vishal-Shekhar",3
"01","Voyager",3
"01","Why Don't We",3
"01","Wild Rivers",3
"01","William Roud",3
"01","Wisin",3
"01","Yiruma",3
"01","Yue Yan Jen",3
"01","Zen Gaya",3
"01","bulow",3
"01","cloudcrush",3
"01","j'san",3
"01","lil aaron",3
"01","mehro",3
"01","mell-o",3
"01","node: project",3
"02","070 Shake",3
"02","6ix9ine",3
"02","A Boogie Wit da Hoodie",3
"02","A Great Big World",3
"02","A L E X",3
"02","AFROJACK",3
"02","Aaron Lansing",3
"02","Aaron Taylor",3
"02","Adam Christopher",3
"02","Ageena",3
"02","Alexander Molina",3
"02","Alexis y Fido",3
"02","Alok",3
"02","Anitta",3
"02","Aphex Twin",3
"02","Ashe",3
"02","August Wilhelmsson",3
"02","Avonlea",3
"02","Bad Meets Evil",3
"02","Bebe Rexha",3
"02","Behind Clouds",3
"02","Belle Margaux",3
"02","Ben Lukas Boysen",3
"02","Ben Woodward",3
"02","Benette",3
"02","Benjamin Martins",3
"02","Bertholet",3
"02","Beyond The Bubble",3
"02","Billie Marten",3
"02","Binaural Landscapes",3
"02","Biqram",3
"02","Bob Marley & The Wailers",3
"02","CARYS",3
"02","Calm Shores",3
"02","Cash Cash",3
"02","Cellophane Roses",3
"02","Chantel Jeffries",3
"02","Charlie Who?",3
"02","Charlotte Lawrence",3
"02","Chord Overstreet",3
"02","Christian Lundberg",3
"02","Christine Papst",3
"02","Christopher Varela",3
"02","Ciara",3
"02","Cigarettes After Sex",3
"02","Cooper Sams",3
"02","Craig Armstrong",3
"02","Cuco",3
"02","DEAN",3
"02","DJ Kbz",3
"02","Dabin",3
"02","Daniel Schulz",3
"02","DeJ Loaf",3
"02","Dean Valio",3
"02","Delayde",3
"02","Dimitri Vegas & Like Mike",3
"02","Djo",3
"02","Dolly Parton",3
"02","Don Omar",3
"02","Dr. Toast",3
"02","Dreams And Memories",3
"02","Echo River",3
"02","Empty Space",3
"02","Enlightment Spirits",3
"02","Enno Aare",3
"02","Evan Michael Brown",3
"02","FLETCHER",3
"02","Fancy Cars",3
"02","Ferdinando Zetticci",3
"02","Five For Fighting",3
"02","Floriscope",3
"02","Forester",3
"02","Francesca Caroleo",3
"02","Frank Sinatra",3
"02","Frederic Chopin",3
"02","French Montana",3
"02","Future",3
"02","GAMPER & DADONI",3
"02","GIMS",3
"02","GRACEY",3
"02","Gadiel",3
"02","George Frideric Handel",3
"02","Goldmund",3
"02","Greeicy",3
"02","Greyson Chance",3
"02","Gym Class Heroes",3
"02","Gyr",3
"02","H.E.R.",3
"02","HEDEGAARD",3
"02","Hailee Steinfeld",3
"02","Halsey",3
"02","Hector Warrens",3
"02","Helen Jane Long",3
"02","Hollow Coves",3
"02","Howie Day",3
"02","Hyperparadise",3
"02","IGRAINE",3
"02","Il Sognatore",3
"02","Ina Wroldsen",3
"02","Intentional Vibes",3
"02","Ivy Rue",3
"02","J. Cole",3
"02","Jack Harlow",3
"02","Jacob's Piano",3
"02","Jacquees",3
"02","Jereena Montemayor",3
"02","Jinsang",3
"02","Joaquin Mans",3
"02","Joel Adams",3
"02","Jordan Beggs",3
"02","Joseph Gatscyjk",3
"02","Josie O'Connor",3
"02","Jubel",3
"02","Judithe Abelsen",3
"02","Juke Ross",3
"02","Junge Junge",3
"02","Jupiter Grains",3
"02","KAROL G",3
"02","KIDS SEE GHOSTS",3
"02","Kazy Lambist",3
"02","Keeva Craig",3
"02","Kendall Miles",3
"02","Kendji Girac",3
"02","Keywest",3
"02","Kumbhaka",3
"02","Kyle McEvoy",3
"02","La Reve",3
"02","Late Era",3
"02","Leerseite",3
"02","Leon White",3
"02","Leona Lewis",3
"02","Levi Stills",3
"02","Lil Dicky",3
"02","Lil Peep",3
"02","Lil Uzi Vert",3
"02","Lost Frequencies",3
"02","Lost Wings",3
"02","Louis Armstrong",3
"02","Lugar",3
"02","Lulleaux",3
"02","Lunay",3
"02","Mac DeMarco",3
"02","Maite Perroni",3
"02","Maria Isabel",3
"02","Mark Diamond",3
"02","Martin Lindgaarden",3
"02","Masked Wolf",3
"02","Mat Kearney",3
"02","Matt van Stern",3
"02","Maugre",3
"02","Mayol",3
"02","Megan Davies",3
"02","Metro Boomin",3
"02","Mike Bahia",3
"02","Mindezer",3
"02","Natalie Jane",3
"02","Neon Trees",3
"02","Niccolo Pagliani",3
"02","Nicholas Sipka",3
"02","Noah Jacob",3
"02","Nohidea",3
"02","Nymano",3
"02","Octave Riviere",3
"02","Olivia Rodrigo",3
"02","Omotesando",3
"02","Opus Monik",3
"02","Oscar Collin",3
"02","Pauline Huijbers",3
"02","Peter Hollens",3
"02","Peter Manos",3
"02","Piotr Miteska",3
"02","Plain White T's",3
"02","Rae Morris",3
"02","Reka Ioescu",3
"02","Relajar",3
"02","Reykon",3
"02","Richard Ramsey",3
"02","Rick Hagen",3
"02","Roger Reuse",3
"02","Rosa Lovstrom",3
"02","SAFE",3
"02","SLANDER",3
"02","Sahlene Williams",3
"02","Samira Tesfay",3
"02","Scintillante",3
"02","Sean Kingston",3
"02","Sezja",3
"02","Sickick",3
"02","Sigimund",3
"02","Silje Mansson",3
"02","Slowheal",3
"02","Smino",3
"02","Sonn",3
"02","Sophie Simmons",3
"02","Soulja Boy",3
"02","Steve Aoki",3
"02","Steve Void",3
"02","Syndrome",3
"02","Szigeti Aliz",3
"02","Tedosio",3
"02","Tep No",3
"02","The Avener",3
"02","The Police",3
"02","The Spacies",3
"02","The Vamps",3
"02","Tiesto",3
"02","Toledo Rains",3
"02","Tom Walker",3
"02","Tranquil Cove",3
"02","Trevor Kowalski",3
"02","Tritonal",3
"02","Twenty One Pilots",3
"02","Tyler, The Creator",3
"02","Universal Balance",3
"02","Usher",3
"02","Vala Capon",3
"02","Vedo",3
"02","Viclo",3
"02","Volatilis",3
"02","Wet",3
"02","Years & Years",3
"02","Zen Gaya",3
"02","gianni & kyle",3
"02","kvi?ahopur",3
"02","lilbootycall",3
"02","nosubject",3
"02","yonderling",3
"03","3LAU",3
"03","5 Seconds of Summer",3
"03","A L E X",3
"03","A$AP Rocky",3
"03","AJR",3
"03","AURORA",3
"03","Addict.",3
"03","Alma Meris",3
"03","Alok",3
"03","Ambar Lucid",3
"03","Amit Trivedi",3
"03","Anjulie",3
"03","Ardian Bujupi",3
"03","Arijit Singh",3
"03","Artemio Li Fonti",3
"03","Arush Mandal",3
"03","Atif Aslam",3
"03","Ave Air",3
"03","Avonlea",3
"03","BAYNK",3
"03","BETWEEN FRIENDS",3
"03","Blake Rose",3
"03","Bob Marley & The Wailers",3
"03","Breakbot",3
"03","Broken Back",3
"03","Bryson Tiller",3
"03","Calum Scott",3
"03","Cash Cash",3
"03","Chaima Bergevoet",3
"03","Chantel Jeffries",3
"03","Coldplay",3
"03","Cuco",3
"03","DEAN",3
"03","DVBBS",3
"03","Daigo Hanada",3
"03","Dexys Midnight Runners",3
"03","Diljit Dosanjh",3
"03","Duncan Laurence",3
"03","Eagles",3
"03","Ella Mai",3
"03","Elvar Arngrimsson",3
"03","Enchanted Feel",3
"03","Evann McIntosh",3
"03","Flats Stanlie",3
"03","Gavin Haley",3
"03","Gemma Casimaty",3
"03","Glades",3
"03","Goldmund",3
"03","Grace Phipps",3
"03","Guustavv",3
"03","Gyr",3
"03","H.E.R.",3
"03","Halsey",3
"03","Hanz",3
"03","Healy",3
"03","Hillsong Instrumentals",3
"03","Hozier",3
"03","Huma",3
"03","Internet Money",3
"03","Irizarry Barraza",3
"03","J. Cole",3
"03","JENNIE",3
"03","Jeff Birma",3
"03","Jessy Matador",3
"03","John De Sohn",3
"03","Jon Batiste",3
"03","Judithe Abelsen",3
"03","Juke Ross",3
"03","KIDS SEE GHOSTS",3
"03","Kali Uchis",3
"03","Kane Brown",3
"03","Kazy Lambist",3
"03","Keala Settle",3
"03","Kehlani",3
"03","Kendall Miles",3
"03","Khaled",3
"03","Knowmadic",3
"03","Knxwledge",3
"03","Kris Bowers",3
"03","LUCHS",3
"03","Leah Day",3
"03","Lil Baby",3
"03","Liquid Mind",3
"03","Lonr.",3
"03","Lost Frequencies",3
"03","MGMT",3
"03","Majid Jordan",3
"03","Marie Protivova",3
"03","Marnik",3
"03","Matisyahu",3
"03","Matt Terry",3
"03","Matter and Energy",3
"03","Maurie",3
"03","Melvin Alex",3
"03","Meynberg",3
"03","Mike Bahia",3
"03","Mike Posner",3
"03","Mind Explorer",3
"03","Minik Knudsen",3
"03","Miro",3
"03","Modl",3
"03","Moon Laika",3
"03","Mountenz",3
"03","NGHTMRE",3
"03","NLSN",3
"03","NOTD",3
"03","OMI",3
"03","Ollie Morris",3
"03","Otto A. Totland",3
"03","Phoebe Ryan",3
"03","PnB Rock",3
"03","Poppy Robson",3
"03","Purity Ring",3
"03","Regina Mira",3
"03","Sanja Goransson",3
"03","Shafqat Amanat Ali",3
"03","Shaggy",3
"03","Snoh Aalegra",3
"03","Sophie Simmons",3
"03","Steven Goldmund",3
"03","Still Woozy",3
"03","Summer Salt",3
"03","Suriel Hess",3
"03","Szigeti Aliz",3
"03","Tate McRae",3
"03","The Head And The Heart",3
"03","The PropheC",3
"03","Through & Through",3
"03","Tom Odell",3
"03","Tomppabeats",3
"03","Tove Lo",3
"03","Tyler Ward",3
"03","Tyler and Mark",3
"03","Tyler, The Creator",3
"03","Voyager",3
"03","Wolfgang Amadeus Mozart",3
"03","Zak Abel",3
"03","aqualina",3
"03","b47sd",3
"03","biosphere",3
"03","girl in red",3
"03","gnash",3
"04","$NOT",3
"04","070 Shake",3
"04","5 Seconds of Summer",3
"04","Abhi The Nomad",3
"04","Ajay-Atul",3
"04","Alan Menken",3
"04","Allie X",3
"04","Amy Winehouse",3
"04","Andrew Garcia",3
"04","Angus & Julia Stone",3
"04","Ansel Elgort",3
"04","Antoine Minot",3
"04","Antologie",3
"04","Ardian Bujupi",3
"04","Arjun Kanungo",3
"04","Ash King",3
"04","Astrid S",3
"04","Astron",3
"04","Ayo & Teo",3
"04","B.o.B",3
"04","Bakar",3
"04","Belle Margaux",3
"04","Benette",3
"04","Benj Heard",3
"04","Berlioz",3
"04","Big Wild",3
"04","Bill Withers",3
"04","Billie Marten",3
"04","Billy Joel",3
"04","Blake Rose",3
"04","Blue Ivy",3
"04","Broken Back",3
"04","Brooks & Dunn",3
"04","Bryan Adams",3
"04","Carl Borg",3
"04","Cautious Clay",3
"04","Cellophane Roses",3
"04","Chama Wijnen",3
"04","Cigarettes After Sex",3
"04","Clean Bandit",3
"04","Cokobi",3
"04","Conkarah",3
"04","Cooper Sams",3
"04","Corbin Dallas",3
"04","DC The Don",3
"04","Da?i Freyr",3
"04","Dan + Shay",3
"04","Daniele Leoni",3
"04","Dean Valio",3
"04","Delle Alpi",3
"04","Dennis Kruissen",3
"04","Doja Cat",3
"04","Don Mazuck",3
"04","Donato Manna",3
"04","Dream Runner",3
"04","Dreams And Memories",3
"04","Dreamville",3
"04","Duncan Laurence",3
"04","Echo River",3
"04","Eddie van der Meer",3
"04","Elevie J",3
"04","Ella Mai",3
"04","Elsa Greeve",3
"04","Elskavon",3
"04","Emma Sameth",3
"04","Emotional Pleasure",3
"04","Enluv",3
"04","Epic Centre",3
"04","Eric Ardouin",3
"04","Esin Pierce",3
"04","Ezechiel Almonte",3
"04","Fleurs de Son",3
"04","Flo Rida",3
"04","Formal Chicken",3
"04","Fouad Elalamy",3
"04","Francesca Caroleo",3
"04","Frank Sinatra",3
"04","G-Eazy",3
"04","GAMPER & DADONI",3
"04","Gary Jules",3
"04","Gavin James",3
"04","Gianni Goggia",3
"04","Gigi Perez",3
"04","Gina Livia",3
"04","Glass Animals",3
"04","Glimmer of Blooms",3
"04","Goldmund",3
"04","Great Good Fine Ok",3
"04","Grits",3
"04","H E R B",3
"04","Hearts & Colors",3
"04","IGRAINE",3
"04","Il Sognatore",3
"04","Isaiah Rashad",3
"04","JAY-Z",3
"04","Jack & Jack",3
"04","Jackie Evancho",3
"04","Jacob Banks",3
"04","Jakob",3
"04","James Horner",3
"04","James Morrison",3
"04","Jason Derulo",3
"04","Jay Rock",3
"04","Jay Sean",3
"04","Jaymes Young",3
"04","Jean Petri",3
"04","Jeanelle Bolduc",3
"04","Jeff Birma",3
"04","Jeremih",3
"04","Jeremy Ng",3
"04","Jerzy Stol",3
"04","Jessie Reyez",3
"04","Joaquin Mans",3
"04","Joey Bada$$",3
"04","John Adams",3
"04","Jon E. Amber",3
"04","Jordan Beggs",3
"04","Josef Passagio",3
"04","Joseph Gatscyjk",3
"04","Josh Groban",3
"04","Judah & the Lion",3
"04","Julian Lage",3
"04","Juliana Stipe",3
"04","Julie Bergan",3
"04","KSI",3
"04","Kane Brown",3
"04","Kasper Schill",3
"04","Kayou.",3
"04","Kazy Lambist",3
"04","Keala Settle",3
"04","Keenan",3
"04","Keeva Craig",3
"04","Keira Conlon",3
"04","Kim Aspen",3
"04","Kim Bo",3
"04","Kristen Anderson-Lopez",3
"04","Kupla",3
"04","Kyle McEvoy",3
"04","LO",3
"04","La Reve",3
"04","Lady Gaga",3
"04","Laura Sullivan",3
"04","Lennon Stella",3
"04","Leon Bridges",3
"04","Levi Stills",3
"04","Liam Payne",3
"04","Lights From A Distance",3
"04","Lilac",3
"04","Lonr.",3
"04","Loote",3
"04","Lost Frequencies",3
"04","Ludwig van Beethoven",3
"04","Lukas Graham",3
"04","Luke Chiang",3
"04","Lulleaux",3
"04","Lunay",3
"04","Mac DeMarco",3
"04","Made in Heights",3
"04","Maite Perroni",3
"04","Masterkraft",3
"04","Maurie",3
"04","Medasin",3
"04","Megan Thee Stallion",3
"04","Mehdi Teyt & Rehla X",3
"04","Melody Leonard",3
"04","Melting Sunset",3
"04","Meynberg",3
"04","Michael Giacchino",3
"04","Michel Landau",3
"04","Mickey Singh",3
"04","Mike WiLL Made-It",3
"04","Mindezer",3
"04","Misc.Inc",3
"04","Mohit Chauhan",3
"04","Mounika.",3
"04","NATTI NATASHA",3
"04","NLSN",3
"04","Nadia Pugh",3
"04","Neptune",3
"04","Nice & Wild",3
"04","Nicholas Sipka",3
"04","Nico & Vinz",3
"04","Nightcall",3
"04","Nikolaj Geisler",3
"04","No Spirit",3
"04","Nova Meme",3
"04","Nvmb.",3
"04","Olivia O'Brien",3
"04","Ollie",3
"04","Opus Monik",3
"04","Ozuna",3
"04","PARTYNEXTDOOR",3
"04","PLVTINUM",3
"04","PNL",3
"04","Pacific Air",3
"04","Parade of Lights",3
"04","Paradise Sunset",3
"04","Passenger",3
"04","Pathos Humano",3
"04","Pauline Huijbers",3
"04","Pointy Features",3
"04","Poppy Robson",3
"04","Powfu",3
"04","Prateek Kuhad",3
"04","Pretty Lights",3
"04","Pyotr Ilyich Tchaikovsky",3
"04","Quinn Joshua",3
"04","R. Kelly",3
"04","RAC",3
"04","Rannar Sillard",3
"04","Reuben Hensley",3
"04","Rhys",3
"04","Richard Ramsey",3
"04","Rick Hagen",3
"04","Rim-Shaz",3
"04","Roland Mercier",3
"04","Ronald Sims",3
"04","Rusted Root",3
"04","S N U G",3
"04","SG Lewis",3
"04","SLANDER",3
"04","Sabrina Carpenter",3
"04","Sabzi",3
"04","Sahlene Williams",3
"04","Samuel Lindon",3
"04","Samuel Meadow",3
"04","ScHoolboy Q",3
"04","Scarypoolparty",3
"04","Selma Strom",3
"04","Shaggy",3
"04","Shankar-Ehsaan-Loy",3
"04","Sickick",3
"04","Skepta",3
"04","Slow Magic",3
"04","Smallpools",3
"04","Solvekin",3
"04","Spacetactular",3
"04","Starry Girl",3
"04","Stormzy",3
"04","Syfja?ur",3
"04","TAL",3
"04","THE SCOTTS",3
"04","Tatiana Manaois",3
"04","Tedosio",3
"04","Terrell Braxton",3
"04","Teyana Taylor",3
"04","The Japanese House",3
"04","The National",3
"04","The PropheC",3
"04","The Theorist",3
"04","The Walters",3
"04","Thomas Welker",3
"04","Tiwa Savage",3
"04","Towerz",3
"04","Tyler Shaw",3
"04","Tyler Ward",3
"04","Tyler, The Creator",3
"04","Universo",3
"04","Unwritten Skies",3
"04","Vanessa Van Buren",3
"04","Viclo",3
"04","Vilhelm Brandt",3
"04","Waht Poo",3
"04","Walter Giulini",3
"04","William Edessa",3
"04","William Singe",3
"04","XO Cupid",3
"04","Xavier Ortando",3
"04","Yolta",3
"04","Yonatan Awate",3
"04","Yue Yan Jen",3
"04","Zak Brady",3
"04","Zen Gaya",3
"04","Zims Ele",3
"04","b47sd",3
"04","j'san",3
"04","khai dreams",3
"04","miss Isa",3
"04","nimino",3
"04","tofu",3
"05","*NSYNC",3
"05","2CELLOS",3
"05","A.CHAL",3
"05","AJ Mitchell",3
"05","Addict.",3
"05","Alan Ellis",3
"05","Alexander Molina",3
"05","Alexander Wesley",3
"05","Alkilados",3
"05","Allie X",3
"05","Alma Grotte",3
"05","Amir Obe",3
"05","Amit Trivedi",3
"05","Amy Bynes",3
"05","Anthony Russo",3
"05","Antoine Minot",3
"05","Antologie",3
"05","Aqualung",3
"05","Aquilo",3
"05","Artemio Li Fonti",3
"05","Arush Mandal",3
"05","B Free",3
"05","BANKS",3
"05","BETWEEN FRIENDS",3
"05","BLU EYES",3
"05","Beach House",3
"05","Belinda Myers",3
"05","Belle Margaux",3
"05","Benette",3
"05","Benjamin Gustafsson",3
"05","Berlioz",3
"05","Beyond The Bubble",3
"05","Billie Marten",3
"05","Black Eyed Peas",3
"05","Bob Marley & The Wailers",3
"05","Breakbot",3
"05","Bren Joy",3
"05","Brian Eno",3
"05","By Lotus",3
"05","Callisto Mazzi",3
"05","Carl Borg",3
"05","Carlie Hanson",3
"05","Cellophane Roses",3
"05","Chama Wijnen",3
"05","Chill Fruits Music",3
"05","Christina Perri",3
"05","City Girls",3
"05","Cooper Sams",3
"05","DJ Kbz",3
"05","DJ Snake",3
"05","Da?i Freyr",3
"05","Darshan Raval",3
"05","Dave",3
"05","Degravitated",3
"05","Delle Alpi",3
"05","Don Diablo",3
"05","Dream Runner",3
"05","EMBRZ",3
"05","Eagles",3
"05","Echo River",3
"05","Efectos",3
"05","Ekali",3
"05","Elise Ryen",3
"05","Elton John",3
"05","Emanuel",3
"05","Emei",3
"05","Emma Sameth",3
"05","Empty Space",3
"05","Enlightment Spirits",3
"05","Eris Justin",3
"05","Eva Slott",3
"05","Ezechiel Almonte",3
"05","FLETCHER",3
"05","FRENSHIP",3
"05","Faustix",3
"05","Felix Cartal",3
"05","Ferdinando Zetticci",3
"05","Fickle Friends",3
"05","Fifth Harmony",3
"05","Fitz and The Tantrums",3
"05","Forest Creatures",3
"05","Forester",3
"05","Fouad Elalamy",3
"05","Francis Karel",3
"05","Frank Pierce",3
"05","Free Nationals",3
"05","Grant",3
"05","Great Good Fine Ok",3
"05","Greeicy",3
"05","Green Bull",3
"05","Greyson Chance",3
"05","Grover Washington, Jr.",3
"05","Gunna",3
"05","Haley Reinhart",3
"05","Harold Budd",3
"05","Havanna Chandri",3
"05","Hayley Williams",3
"05","Hook N Sling",3
"05","Hushed",3
"05","Hz.",3
"05","Idzi Kowalczyk",3
"05","Intentional Vibes",3
"05","Isabella Ivanova",3
"05","Israel Kamakawiwo'ole",3
"05","JID",3
"05","Jack Johnson",3
"05","Jakob Ahlbom",3
"05","Jamie Troy",3
"05","Jatin-Lalit",3
"05","Jazzavelha",3
"05","Jean Petri",3
"05","Jesper Jenset",3
"05","John Paul White",3
"05","Jonah Kagen",3
"05","Jonas Bergwall",3
"05","Jonas Brothers",3
"05","Jonathan Coffey",3
"05","Joseph Beg",3
"05","Joseph Gatscyjk",3
"05","Jozef Gatysik",3
"05","Jupiter Grains",3
"05","KAROL G",3
"05","KRISTAL",3
"05","KSI",3
"05","Kaivon",3
"05","Kane Brown",3
"05","Kaskade",3
"05","Kasper Schill",3
"05","Kayou.",3
"05","Keala Settle",3
"05","Keeva Craig",3
"05","Ken-Y",3
"05","Kiiara",3
"05","Kimberly Anne",3
"05","Kina Grannis",3
"05","Kungs",3
"05","Kyle McEvoy",3
"05","LAOUD",3
"05","Lance Allen",3
"05","Leah Day",3
"05","Lil Skies",3
"05","Lil Xxel",3
"05","Limestone Quarry",3
"05","London Pops Orchestra",3
"05","Luna Lighthouse",3
"05","MEMBA",3
"05","MOTHICA",3
"05","MVS",3
"05","Mac Ayres",3
"05","Majestic Sleep",3
"05","Mako",3
"05","Maria Isabel",3
"05","Mariah Carey",3
"05","Masala Roo",3
"05","Matt Simons",3
"05","MattOfficiel",3
"05","Max Richter",3
"05","Mayol",3
"05","Mehdi Teyt & Rehla X",3
"05","Mitch James",3
"05","Mmigo",3
"05","Montell Fish",3
"05","Mountenz",3
"05","NAV",3
"05","NURKO",3
"05","Najma Wallin",3
"05","Nao",3
"05","Natalie Taylor",3
"05","Naveen Kumar",3
"05","Nelly Furtado",3
"05","Neon Dreams",3
"05","Neptune",3
"05","Next Town Down",3
"05","Niall Horan",3
"05","Nicholas Sipka",3
"05","Nico Segal",3
"05","Night Poets",3
"05","Novo Talos",3
"05","Octave Riviere",3
"05","Olivia Rodrigo",3
"05","Ollie",3
"05","Omotesando",3
"05","Opus Monik",3
"05","Owl City",3
"05","PARTYNEXTDOOR",3
"05","Palak Muchhal",3
"05","Panic! At The Disco",3
"05","Passenger",3
"05","Paul Whitacre",3
"05","Peach Tree Rascals",3
"05","Phora",3
"05","Pipe Calderon",3
"05","Poppy Robson",3
"05","Rain Storm Sample Library",3
"05","Ray Mak",3
"05","Regina Mira",3
"05","Reka Ioescu",3
"05","Riley Pearce",3
"05","Robyn Sherwell",3
"05","Rook1e",3
"05","Saib",3
"05","Samira Tesfay",3
"05","Samuel Lindon",3
"05","Sanja Goransson",3
"05","Sean Paul",3
"05","Sebastian Yatra",3
"05","Seeb",3
"05","Shafqat Amanat Ali",3
"05","Shaggy",3
"05","Sid Sriram",3
"05","Silvestre Dangond",3
"05","Sleep in 8D",3
"05","Smino",3
"05","Snoh Aalegra",3
"05","Sophia Messa",3
"05","Steve Mokwebe",3
"05","Susie Suh",3
"05","TOTO",3
"05","Tanishk Bagchi",3
"05","Tedosio",3
"05","Tesher",3
"05","The Beatles",3
"05","The Format",3
"05","The Mayries",3
"05","The Rain Library",3
"05","The Tides",3
"05","Tine Mydland",3
"05","Toledo Rains",3
"05","Trevor Kowalski",3
"05","Trond Asker",3
"05","Tru Beri",3
"05","Tyler, The Creator",3
"05","Vilhelm Brandt",3
"05","Vincent Fanguro",3
"05","Vishal Dadlani",3
"05","Voyager",3
"05","Weather Factory",3
"05","Wet",3
"05","Xeuphoria",3
"05","Yoke Lore",3
"05","Yolta",3
"05","Yonatan Awate",3
"05","Young Money",3
"05","Yung Pinch",3
"05","Zac Tenenbaum",3
"05","Zachary Knowles",3
"05","Zaeden",3
"05","Zonoma",3
"05","bulow",3
"05","dabl",3
"05","dvsn",3
"05","j'san",3
"05","ohlos",3
"06","7715",3
"06","8D Tunes",3
"06","Addict.",3
"06","Alina Linnea",3
"06","Aloe Blacc",3
"06","Always Never",3
"06","Ambar Lucid",3
"06","Andrew Garcia",3
"06","Angel",3
"06","Angelo De Augustine",3
"06","Ann Windsor",3
"06","Ansel Elgort",3
"06","Antologie",3
"06","Ari Lennox",3
"06","Ave Air",3
"06","Avonlea",3
"06","B.o.B",3
"06","Baby Keem",3
"06","Badshah",3
"06","Barrie",3
"06","Beach House",3
"06","Beele",3
"06","Ben Kessler",3
"06","Ben Woodward",3
"06","Benette",3
"06","Benjamin Gustafsson",3
"06","Bharath",3
"06","Blake Rose",3
"06","Bob Marley & The Wailers",3
"06","Bobby McFerrin",3
"06","Breakbot",3
"06","Brent Faiyaz",3
"06","By Lotus",3
"06","COIN",3
"06","Callisto Mazzi",3
"06","CallumMcGaw",3
"06","Camila Cabello",3
"06","Cardi B",3
"06","Carlos Vives",3
"06","Chaima Bergevoet",3
"06","Chaka Demus & Pliers",3
"06","Chandeller",3
"06","Charli XCX",3
"06","Charlie Puth",3
"06","Charlie Who?",3
"06","Chieloka",3
"06","Chord Overstreet",3
"06","Chris Malinchak",3
"06","Christine Papst",3
"06","Claes Nilsson",3
"06","Cuco",3
"06","Damion Delaney",3
"06","Daniel Jang",3
"06","Davido",3
"06","Dennis Kruissen",3
"06","Devault",3
"06","Dijon",3
"06","Dj Kass",3
"06","Don Patricio",3
"06","Duncan Laurence",3
"06","EDEN",3
"06","Eddy Kenzo",3
"06","Eklipse",3
"06","Elenor Fuchs",3
"06","Enlightment Spirits",3
"06","Evan Michael Brown",3
"06","Evie Belcher",3
"06","Faustix",3
"06","Fickle Friends",3
"06","Fiji Blue",3
"06","Floriscope",3
"06","From Alfie",3
"06","Future",3
"06","Gil Talmi",3
"06","Glades",3
"06","Grady",3
"06","HAEVN",3
"06","Harold Budd",3
"06","Healy",3
"06","Hippie Sabotage",3
"06","Idzi Kowalczyk",3
"06","Internet Money",3
"06","Ivy Adara",3
"06","JOMALU",3
"06","JP Saxe",3
"06","Jain",3
"06","Jakob",3
"06","Jamie Troy",3
"06","Jasleen Royal",3
"06","Jay Sean",3
"06","Jaz Dhami",3
"06","Jessie Reyez",3
"06","Johann Johannsson",3
"06","John Vincent III",3
"06","Jon E. Amber",3
"06","Jonah Kagen",3
"06","Joseph Beg",3
"06","Joseph Gatscyjk",3
"06","Jozef Gatysik",3
"06","K CAMP",3
"06","Kaivon",3
"06","Kap G",3
"06","Kap Slap",3
"06","Karthik",3
"06","Kate Bollinger",3
"06","Kazy Lambist",3
"06","Keira Conlon",3
"06","Khaled",3
"06","Kimberly Anne",3
"06","King Princess",3
"06","Kyle McEvoy",3
"06","LUCHS",3
"06","Lacrim",3
"06","Levi Stills",3
"06","Lil Tjay",3
"06","Lil Uzi Vert",3
"06","Lindsey Stirling",3
"06","Lonely Benson",3
"06","Luca",3
"06","M83",3
"06","MEMBA",3
"06","MVS",3
"06","MYA",3
"06","Mansionair",3
"06","Mat Kearney",3
"06","Max Richter",3
"06","Mayol",3
"06","Melanie Martinez",3
"06","Michel Landau",3
"06","Minnie Delarosa",3
"06","Mokita",3
"06","Momento",3
"06","Moses Sumney",3
"06","Mutemath",3
"06","NF",3
"06","NGHTMRE",3
"06","Naresh Iyer",3
"06","Nasty C",3
"06","Nick Cannon",3
"06","Night Poets",3
"06","Nightcall",3
"06","No Suits",3
"06","No Treasure",3
"06","Noah Cyrus",3
"06","Nora En Pure",3
"06","Nova Meme",3
"06","O.A.S.",3
"06","OTR",3
"06","Of Rust & Bone",3
"06","Oliver Evilo",3
"06","One Direction",3
"06","Opus Monik",3
"06","Ozuna",3
"06","PARTYNEXTDOOR",3
