"MonthYear","Artist","Plays"
"2022-09","Mac Miller",7
"2022-09","Migos",7
"2022-09","Polo G",7
"2022-09","Sublime",7
"2022-09","Tory Lanez",7
"2022-09","XXXTENTACION",7
"2022-10","A$AP Rocky",7
"2022-10","Electric Light Orchestra",7
"2022-10","George Harrison",7
"2022-10","Greta Van Fleet",7
"2022-10","Juice WRLD",7
"2022-10","Lorde",7
"2022-10","Polo G",7
"2022-10","Roddy Ricch",7
"2022-10","The Jackson 5",7
"2022-11","Logic",7
"2022-12","Brent Faiyaz",7
"2022-12","Childish Gambino",7
"2022-12","Jay Rock",7
"2022-12","The Beach Boys",7
"2016-04","Bassnectar",6
"2016-04","Future",6
"2016-04","Hardwell",6
"2016-05","Alan Walker",6
"2016-05","Cash Cash",6
"2017-05","A Boogie Wit da Hoodie",6
"2017-05","The Script",6
"2017-05","ZAYN",6
"2017-06","Black Eyed Peas",6
"2017-06","Daft Punk",6
"2017-06","Fetty Wap",6
"2017-06","Macklemore & Ryan Lewis",6
"2017-07","21 Savage",6
"2017-07","Joey Bada$$",6
"2017-07","Post Malone",6
"2017-07","Rich Brian",6
"2017-08","DJ Khaled",6
"2017-08","Ed Sheeran",6
"2017-08","Lil Uzi Vert",6
"2017-08","Young Money",6
"2017-08","Zedd",6
"2017-09","Justin Bieber",6
"2017-09","Usher",6
"2017-10","Adele",6
"2017-10","Khalid",6
"2017-10","Skrillex",6
"2017-10","Tyler, The Creator",6
"2017-11","21 Savage",6
"2017-11","Ayo & Teo",6
"2017-11","Big Sean",6
"2017-11","Charlie Puth",6
"2017-11","Khalid",6
"2017-11","SZA",6
"2017-11","Usher",6
"2017-11","XXXTENTACION",6
"2017-12","Calvin Harris",6
"2017-12","Camila Cabello",6
"2017-12","Kris Wu",6
"2018-01","Jaden",6
"2018-01","Offset",6
"2018-01","The Beatles",6
"2018-02","J. Cole",6
"2018-02","Migos",6
"2018-02","blackbear",6
"2018-03","BlocBoy JB",6
"2018-03","G-Eazy",6
"2018-03","Roy Woods",6
"2018-04","Eminem",6
"2018-04","Future",6
"2018-04","Khalid",6
"2018-04","Travis Scott",6
"2018-04","blackbear",6
"2018-05","Ab-Soul",6
"2018-05","Ariana Grande",6
"2018-05","Calvin Harris",6
"2018-05","G-Eazy",6
"2018-05","Jorja Smith",6
"2018-05","Kanye West",6
"2018-05","Khalid",6
"2018-05","Offset",6
"2018-06","Ansel Elgort",6
"2018-06","Khalid",6
"2018-06","The Beatles",6
"2018-06","Tyga",6
"2018-06","Vince Staples",6
"2018-07","2 Chainz",6
"2018-07","Future",6
"2018-07","G-Eazy",6
"2018-07","Jorja Smith",6
"2018-07","Kanye West",6
"2018-07","Vince Staples",6
"2018-08","Bruno Mars",6
"2018-08","G-Eazy",6
"2018-08","Led Zeppelin",6
"2018-08","OneRepublic",6
"2018-08","SZA",6
"2018-10","J. Cole",6
"2018-10","Khalid",6
"2018-11","Aerosmith",6
"2018-11","Journey",6
"2018-11","Maroon 5",6
"2018-11","Young Thug",6
"2018-12","Post Malone",6
"2019-01","Boston",6
"2019-01","David Bowie",6
"2019-01","Electric Light Orchestra",6
"2019-01","Elton John",6
"2019-01","Fleetwood Mac",6
"2019-01","George Harrison",6
"2019-01","Hoodie Allen",6
"2019-01","Huncho Jack",6
"2019-01","KYLE",6
"2019-01","YG",6
"2019-01","boy pablo",6
"2019-01","fun.",6
"2019-02","Alina Baraz",6
"2019-02","Chris Brown",6
"2019-02","Deraj",6
"2019-02","Future",6
"2019-02","Halsey",6
"2019-02","Lil Baby",6
"2019-02","Rae Sremmurd",6
"2019-03","Bruno Mars",6
"2019-03","Childish Gambino",6
"2019-03","Chris Brown",6
"2019-03","Comethazine",6
"2019-03","DNCE",6
"2019-03","Jonas Brothers",6
"2019-03","Khalid",6
"2019-03","Nicki Minaj",6
"2019-03","Selena Gomez",6
"2019-03","XXXTENTACION",6
"2019-03","YG",6
"2019-03","Yung Gravy",6
"2019-04","Deraj",6
"2019-04","Green Day",6
"2019-04","KYLE",6
"2019-04","XXXTENTACION",6
"2019-05","Ariana Grande",6
"2019-05","DaBaby",6
"2019-05","Eminem",6
"2019-05","Justin Bieber",6
"2019-05","Lil Baby",6
"2019-05","Mustard",6
"2019-05","OneRepublic",6
"2019-05","fun.",6
"2019-06","A Boogie Wit da Hoodie",6
"2019-06","Justin Bieber",6
"2019-06","Mustard",6
"2019-06","OneRepublic",6
"2019-06","Post Malone",6
"2019-06","Tory Lanez",6
"2019-07","Ansel Elgort",6
"2019-07","Ariana Grande",6
"2019-07","DNCE",6
"2019-07","Hailee Steinfeld",6
"2019-07","J. Cole",6
"2019-07","John Newman",6
"2019-07","KYLE",6
"2019-07","Khalid",6
"2019-07","Lil Baby",6
"2019-07","Major Lazer",6
"2019-07","Selena Gomez",6
"2019-08","Ansel Elgort",6
"2019-08","Creedence Clearwater Revival",6
"2019-08","DNCE",6
"2019-08","OneRepublic",6
"2019-08","XXXTENTACION",6
"2019-09","Chris Brown",6
"2019-09","Justin Timberlake",6
"2019-09","Logic",6
"2019-09","Nicki Minaj",6
"2019-09","Robin Bennich",6
"2019-10","Avicii",6
"2019-10","Bon Jovi",6
"2019-10","Boston",6
"2019-10","Dustin O'Halloran",6
"2019-10","Kylian Rebour",6
"2019-10","Max Swan",6
"2019-10","Melanie Adler",6
"2019-10","Moux",6
"2019-10","Novo Talos",6
"2019-10","Otto A. Totland",6
"2019-10","Peter Sandberg",6
"2019-10","Piotr Miteska",6
"2019-10","Reka Ioescu",6
"2019-10","Rhiannon Bannenberg",6
"2019-10","Samuel Lindon",6
"2019-11","Justin Bieber",6
"2019-11","Nicki Minaj",6
"2019-11","Noisestorm",6
"2019-11","Sub Urban",6
"2019-11","Young Thug",6
"2019-12","NAV",6
"2020-01","Future",6
"2020-01","Marshmello",6
"2020-01","Mike Posner",6
"2020-01","Mura Masa",6
"2020-01","Ryan Trey",6
"2020-01","SZA",6
"2020-01","Young Thug",6
"2020-03","Alan Jackson",6
"2020-03","Matthew Wilder",6
"2020-03","Noisestorm",6
"2020-03","PARTYNEXTDOOR",6
"2020-03","Ryan Trey",6
"2020-03","Vance Joy",6
"2020-04","Bruno Mars",6
"2020-04","Death Cab for Cutie",6
"2020-04","Justin Timberlake",6
"2020-04","Lil Tjay",6
"2020-04","Pitbull",6
"2020-04","The Wanted",6
"2020-04","Usher",6
"2020-05","Bob Seger",6
"2020-05","TOTO",6
"2020-05","The Temptations",6
"2020-06","Calvin Harris",6
"2020-06","Drake",6
"2020-06","George Harrison",6
"2020-06","ILOVEMAKONNEN",6
"2020-06","The Chainsmokers",6
"2020-07","Absofacto",6
"2020-07","Ben Platt",6
"2020-07","Bryson Tiller",6
"2020-07","Kendrick Lamar",6
"2020-07","Trippie Redd",6
"2020-07","iann dior",6
"2020-08","Avicii",6
"2020-08","Bruno Mars",6
"2020-08","Calvin Harris",6
"2020-08","Joey Bada$$",6
"2020-08","Mac Miller",6
"2020-08","The Beatles",6
"2020-09","A Boogie Wit da Hoodie",6
"2020-09","Alina Baraz",6
"2020-09","Asha Bhosle",6
"2020-09","Country Joe & The Fish",6
"2020-09","Lata Mangeshkar",6
"2020-09","Mike Posner",6
"2020-09","Roy Woods",6
"2020-09","Shankar Mahadevan",6
"2020-09","Vance Joy",6
"2020-09","Young Thug",6
"2020-09","iann dior",6
"2020-10","6ix9ine",6
"2020-10","Majid Jordan",6
"2020-10","Post Malone",6
"2020-10","The Paul Butterfield Blues Band",6
"2020-10","Tyler, The Creator",6
"2020-10","Vance Joy",6
"2020-10","Young Thug",6
"2020-11","Avicii",6
"2020-11","Creedence Clearwater Revival",6
"2020-11","Ellie Goulding",6
"2020-11","Eric Bellinger",6
"2020-11","Jeremih",6
"2020-11","Lazlow",6
"2020-11","Lorde",6
"2020-11","Majid Jordan",6
"2020-11","Mr. Probz",6
"2020-11","NAV",6
"2020-11","Post Malone",6
"2020-11","Summer Walker",6
"2020-11","Tom Petty",6
"2020-11","Usher",6
"2020-11","Vance Joy",6
"2020-12","Billy Joel",6
"2020-12","Dreamville",6
"2020-12","Jonas Blue",6
"2021-01","Bob Seger",6
"2021-01","Creedence Clearwater Revival",6
"2021-01","Electric Light Orchestra",6
"2021-01","Gianni",6
"2021-01","J. Cole",6
"2021-01","Selena Gomez",6
"2021-02","Absofacto",6
"2021-02","Imagine Dragons",6
"2021-02","Juice WRLD",6
"2021-02","Mr. Probz",6
"2021-02","One Direction",6
"2021-02","Robinson",6
"2021-02","SZA",6
"2021-02","Tame Impala",6
"2021-02","The Wanted",6
"2021-03","B.o.B",6
"2021-03","Dreamville",6
"2021-03","Eagles",6
"2021-03","MKTO",6
"2021-03","NF",6
"2021-03","Robinson",6
"2021-03","The Beach Boys",6
"2021-03","The Jackson 5",6
"2021-04","Big Sean",6
"2021-04","Calvin Harris",6
"2021-04","DaBaby",6
"2021-04","Don Omar",6
"2021-04","Dua Lipa",6
"2021-04","GoldLink",6
"2021-04","Jeremih",6
"2021-04","Mac Miller",6
"2021-04","Shankar-Ehsaan-Loy",6
"2021-04","Shordie Shordie",6
"2021-04","The Beatles",6
"2021-04","Tom Petty",6
"2021-05","Calvin Harris",6
"2021-05","Don Omar",6
"2021-05","Dreamville",6
"2021-05","Juice WRLD",6
"2021-05","Rae Sremmurd",6
"2021-05","Roy Woods",6
"2021-05","fun.",6
"2021-06","Aries",6
"2021-06","B.o.B",6
"2021-06","Brent Faiyaz",6
"2021-06","Dreamville",6
"2021-06","Far East Movement",6
"2021-06","Portugal. The Man",6
"2021-07","Brent Faiyaz",6
"2021-07","Queen",6
"2021-08","2 Chainz",6
"2021-08","Gunna",6
"2021-08","J. Cole",6
"2021-08","Jazz At Lincoln Center Orchestra",6
"2021-08","iann dior",6
"2021-09","Alina Baraz",6
"2021-09","Childish Gambino",6
"2021-09","GoldLink",6
"2021-09","Jhene Aiko",6
"2021-09","Majid Jordan",6
"2021-09","Pop Smoke",6
"2021-09","SZA",6
"2021-10","Alina Baraz",6
"2021-10","Crystal Fighters",6
"2021-10","G. V. Prakash",6
"2021-10","MKTO",6
"2021-10","Mac Miller",6
"2021-10","Neon Trees",6
"2021-11","A.R. Rahman",6
"2021-11","Akon",6
"2021-11","Daft Punk",6
"2021-11","David Guetta",6
"2021-11","Estelle",6
"2021-11","Halsey",6
"2021-11","Jhene Aiko",6
"2021-11","Jonas Blue",6
"2021-11","Journey",6
"2021-11","MKTO",6
"2021-11","Wham!",6
"2021-12","HM Surf",6
"2021-12","The Growlers",6
"2021-12","Wasuremono",6
"2021-12","tender spring",6
"2022-01","A Boogie Wit da Hoodie",6
"2022-01","Arctic Monkeys",6
"2022-01","Don Toliver",6
"2022-01","Fitz and The Tantrums",6
"2022-01","Joey Bada$$",6
"2022-01","Mac DeMarco",6
"2022-01","Migos",6
"2022-01","Moe",6
"2022-01","Mura Masa",6
"2022-01","Mustard",6
"2022-02","2 Chainz",6
"2022-02","42 Dugg",6
"2022-02","Billy Joel",6
"2022-02","Briston Maroney",6
"2022-02","Bryce Vine",6
"2022-02","Coldplay",6
"2022-02","Future",6
"2022-02","Gunna",6
"2022-02","JAY-Z",6
"2022-02","Khalid",6
"2022-02","Mac DeMarco",6
"2022-02","Neon Trees",6
"2022-02","Saint Motel",6
"2022-02","fun.",6
"2022-03","2 Chainz",6
"2022-03","42 Dugg",6
"2022-03","Brent Faiyaz",6
"2022-03","CHASE B",6
"2022-03","DNCE",6
"2022-03","Electric Guest",6
"2022-03","French Montana",6
"2022-03","Jhene Aiko",6
"2022-03","Lil Nas X",6
"2022-03","Lil Wayne",6
"2022-03","Post Malone",6
"2022-03","SZA",6
"2022-04","Fetty Wap",6
"2022-04","J. Cole",6
"2022-04","JAY-Z",6
"2022-04","John Newman",6
"2022-04","Lil Tecca",6
"2022-04","Masego",6
"2022-04","Polo G",6
"2022-05","Arizona Zervas",6
"2022-05","DJ Khaled",6
"2022-05","Jhene Aiko",6
"2022-05","Migos",6
"2022-05","OneRepublic",6
"2022-05","Polo G",6
"2022-05","Wiz Khalifa",6
"2022-06","Baby Smoove",6
"2022-06","GoldLink",6
"2022-06","Gunna",6
"2022-06","JAWNY",6
"2022-06","JAY-Z",6
"2022-06","Justin Timberlake",6
"2022-06","Mura Masa",6
"2022-06","Polo G",6
"2022-06","Trippie Redd",6
"2022-06","Wallows",6
"2022-07","Gunna",6
"2022-07","JACKBOYS",6
"2022-07","Khalid",6
"2022-07","Lynyrd Skynyrd",6
"2022-07","Miguel",6
"2022-07","Rex Orange County",6
"2022-07","Trippie Redd",6
"2022-07","Vince Staples",6
"2022-08","A$AP Rocky",6
"2022-08","Calvin Harris",6
"2022-08","Meek Mill",6
"2022-08","Playboi Carti",6
"2022-08","SOB X RBE",6
"2022-08","TOTO",6
"2022-08","Weezer",6
"2022-09","David Guetta",6
"2022-09","Larry June",6
"2022-09","Sainte",6
"2022-09","ScHoolboy Q",6
"2022-09","fun.",6
"2022-10","Beach House",6
"2022-10","Brenda Lee",6
"2022-10","Eagles",6
"2022-10","Eminem",6
"2022-10","JAY-Z",6
"2022-10","Lil Wayne",6
"2022-10","Lil Yachty",6
"2022-10","Logic",6
"2022-10","Steve Lacy",6
"2022-10","The Killers",6
"2022-10","The Temptations",6
"2022-11","Childish Gambino",6
"2022-11","Elton John",6
"2022-11","Led Zeppelin",6
"2022-11","Maroon 5",6
"2022-12","Alan Aztec",6
"2022-12","Bruno Mars",6
"2022-12","David Bowie",6
"2022-12","Electric Light Orchestra",6
"2022-12","Frank Ocean",6
"2022-12","J. Cole",6
"2022-12","Justin Timberlake",6
"2022-12","Michael Jackson",6
"2022-12","Mome Boys",6
"2022-12","Playboi Carti",6
"2022-12","Tyler, The Creator",6
"2016-04","Big Sean",5
"2016-04","Ferreck Dawn",5
"2016-04","Flo Rida",5
"2016-04","Flume",5
"2016-04","The Little Ones",5
"2016-04","The Weeknd",5
"2017-06","Ed Sheeran",5
"2017-06","Justin Timberlake",5
"2017-06","Khalid",5
"2017-06","Lil Wayne",5
"2017-06","Rich Brian",5
"2017-07","Taylor Swift",5
"2017-07","Tyler, The Creator",5
"2017-07","Vince Staples",5
"2017-07","Young Money",5
"2017-08","Chance the Rapper",5
"2017-08","Halsey",5
"2017-08","Joey Bada$$",5
"2017-08","Lil Pump",5
"2017-08","Shawn Mendes",5
"2017-09","Avicii",5
"2017-09","Chance the Rapper",5
"2017-09","DJ Khaled",5
"2017-09","Dr. Dre",5
"2017-09","Ed Sheeran",5
"2017-09","The Beatles",5
"2017-10","Avicii",5
"2017-10","Boston",5
"2017-10","Camila Cabello",5
"2017-10","Chance the Rapper",5
"2017-10","Clean Bandit",5
"2017-10","Eagles",5
"2017-10","Frank Ocean",5
"2017-10","Machine Gun Kelly",5
"2017-10","Major Lazer",5
"2017-10","OneRepublic",5
"2017-10","Post Malone",5
"2017-10","Shawn Mendes",5
"2017-10","Zedd",5
"2017-11","Bebe Rexha",5
"2017-11","Chance the Rapper",5
"2017-11","Future",5
"2017-11","Kanye West",5
"2017-11","Marshmello",5
"2017-11","OneRepublic",5
"2017-11","The Beatles",5
"2017-12","Bebe Rexha",5
"2017-12","James Arthur",5
"2017-12","Kirko Bangz",5
"2017-12","SZA",5
"2017-12","Shawn Mendes",5
"2017-12","The Beatles",5
"2018-01","2 Chainz",5
"2018-01","DJ Khaled",5
"2018-01","Green Day",5
"2018-01","Kanye West",5
"2018-01","Khalid",5
"2018-01","Lil Uzi Vert",5
"2018-01","NAV",5
"2018-01","OneRepublic",5
"2018-01","Pacific Air",5
"2018-02","Big Sean",5
"2018-02","Clean Bandit",5
"2018-02","Khalid",5
"2018-02","NF",5
"2018-02","Old Man Canyon",5
"2018-02","Russ",5
"2018-02","Usher",5
"2018-02","Vance Joy",5
"2018-02","Zacari",5
"2018-03","J. Cole",5
"2018-03","Yung Gravy",5
"2018-04","Calvin Harris",5
"2018-04","Yung Gravy",5
"2018-05","Bruno Mars",5
"2018-05","Childish Gambino",5
"2018-05","Lil Wayne",5
"2018-05","Post Malone",5
"2018-05","Rihanna",5
"2018-06","Coldplay",5
"2018-06","Jason Derulo",5
"2018-06","Joey Bada$$",5
"2018-06","SOB X RBE",5
"2018-06","Zacari",5
"2018-07","A$AP Rocky",5
"2018-07","Childish Gambino",5
"2018-07","Clean Bandit",5
"2018-08","DJ Khaled",5
"2018-08","Hoodie Allen",5
"2018-08","Migos",5
"2018-09","Childish Gambino",5
"2018-09","Kanye West",5
"2018-09","Maroon 5",5
"2018-09","Post Malone",5
"2018-09","Tyga",5
"2018-10","Aerosmith",5
"2018-10","Led Zeppelin",5
"2018-11","AC/DC",5
"2018-11","Lynyrd Skynyrd",5
"2018-11","Tom Petty",5
"2018-11","blackbear",5
"2018-12","Bruno Mars",5
"2018-12","Dizaro",5
"2018-12","Fleetwood Mac",5
"2018-12","Lynyrd Skynyrd",5
"2018-12","Macklemore",5
"2018-12","Metro Boomin",5
"2018-12","Sheck Wes",5
"2018-12","blackbear",5
"2019-01","A Boogie Wit da Hoodie",5
"2019-01","Bruno Mars",5
"2019-01","Eurythmics",5
"2019-01","Foster The People",5
"2019-01","Joey Bada$$",5
"2019-01","Jorja Smith",5
"2019-01","Justin Timberlake",5
"2019-01","Khalid",5
"2019-01","Kirko Bangz",5
"2019-01","Lil Baby",5
"2019-01","Machine Gun Kelly",5
"2019-01","NAV",5
"2019-01","Ramones",5
"2019-01","Redbone",5
"2019-01","The Police",5
"2019-01","Ty Dolla $ign",5
"2019-02","Blueface",5
"2019-02","Boston",5
"2019-02","Childish Gambino",5
"2019-02","DJ Khaled",5
"2019-02","Electric Light Orchestra",5
"2019-02","Famous Dex",5
"2019-02","ILOVEMAKONNEN",5
"2019-02","Khalid",5
"2019-02","Red Hot Chili Peppers",5
"2019-02","Ty Dolla $ign",5
"2019-02","Zacari",5
"2019-03","Creedence Clearwater Revival",5
"2019-03","Green Day",5
"2019-03","Jorja Smith",5
"2019-03","Machine Gun Kelly",5
"2019-03","Macklemore & Ryan Lewis",5
"2019-03","Mustard",5
"2019-03","Skrillex",5
"2019-03","Ty Dolla $ign",5
"2019-04","Amine",5
"2019-04","Clean Bandit",5
"2019-04","Fetty Wap",5
"2019-04","George Harrison",5
"2019-04","Jorja Smith",5
"2019-04","Ty Dolla $ign",5
"2019-04","YG",5
"2019-05","6ix9ine",5
"2019-05","Bruno Mars",5
"2019-05","Daft Punk",5
"2019-05","Dizaro",5
"2019-05","KYLE",5
"2019-05","Major Lazer",5
"2019-05","Tee Grizzley",5
"2019-05","mike.",5
"2019-06","Black Eyed Peas",5
"2019-06","Ellie Goulding",5
"2019-06","Justin Timberlake",5
"2019-06","Meek Mill",5
"2019-06","YG",5
"2019-06","mike.",5
"2019-07","Avicii",5
"2019-07","Beyonce",5
"2019-07","Black Eyed Peas",5
"2019-07","Far East Movement",5
"2019-07","George Harrison",5
"2019-07","Machine Gun Kelly",5
"2019-07","Nico & Vinz",5
"2019-07","Post Malone",5
"2019-07","The Script",5
"2019-07","Usher",5
"2019-07","Young Thug",5
"2019-07","dvsn",5
"2019-08","Dizaro",5
"2019-08","Future",5
"2019-08","John Newman",5
"2019-09","21 Savage",5
"2019-09","Anderson .Paak",5
"2019-09","Calvin Harris",5
"2019-09","Chad Lawson",5
"2019-09","Charles Bolt",5
"2019-09","Eamonn Watt",5
"2019-09","Franz Gordon",5
"2019-09","J. Cole",5
"2019-09","Johannes Bornlof",5
"2019-09","Tomasz Kraal",5
"2019-10","Aaron Lansing",5
"2019-10","Bela Nemeth",5
"2019-10","Daigo Hanada",5
"2019-10","Davorka Poljak",5
"2019-10","Dmitry Evgrafov",5
"2019-10","Electric Light Orchestra",5
"2019-10","Lambert",5
"2019-10","Melanie Laurent",5
"2019-10","Peter Cavallo",5
"2019-10","Sarah Spring",5
"2019-10","Sigri?ur",5
"2019-10","Sub Urban",5
"2019-10","The Temptations",5
"2019-10","Una Luna",5
"2019-11","Billy Joel",5
"2019-11","Dizaro",5
"2019-12","Gesaffelstein",5
"2019-12","Gunna",5
"2019-12","Lil Yachty",5
"2019-12","Mac Miller",5
"2019-12","Sunday Service Choir",5
"2019-12","Tyler, The Creator",5
"2020-01","Bruno Mars",5
"2020-01","Justin Timberlake",5
"2020-01","Roy Woods",5
"2020-01","Shakira",5
"2020-01","fun.",5
"2020-02","Kirko Bangz",5
"2020-03","A.R. Rahman",5
"2020-03","Future",5
"2020-03","Hailee Steinfeld",5
"2020-03","Jason Derulo",5
"2020-03","K'NAAN",5
"2020-03","Kirko Bangz",5
"2020-03","Miguel",5
"2020-03","Mustard",5
"2020-03","Pacific Air",5
"2020-03","Pitbull",5
"2020-03","Skrillex",5
"2020-03","The Wanted",5
"2020-03","Usher",5
"2020-04","A.R. Rahman",5
"2020-04","Ansel Elgort",5
"2020-04","Ariana Grande",5
"2020-04","Fetty Wap",5
"2020-04","J. Cole",5
"2020-04","Maroon 5",5
"2020-05","Future",5
"2020-06","Elton John",5
"2020-06","Kendrick Lamar",5
"2020-06","Marshmello",5
"2020-06","Miguel",5
"2020-06","monte booker",5
"2020-07","Hoodie Allen",5
"2020-07","Marshmello",5
"2020-07","Owl City",5
"2020-07","PARTYNEXTDOOR",5
"2020-07","Post Malone",5
"2020-07","Tyler, The Creator",5
"2020-08","2 Chainz",5
"2020-08","A Boogie Wit da Hoodie",5
"2020-08","Alina Baraz",5
"2020-08","Foster The People",5
"2020-08","ILOVEMAKONNEN",5
"2020-08","JAY-Z",5
"2020-08","Logic",5
"2020-08","NAV",5
"2020-08","OneRepublic",5
"2020-08","Pop Smoke",5
"2020-09","24kGoldn",5
"2020-09","Arlo Guthrie",5
"2020-09","Clean Bandit",5
"2020-09","Green Day",5
"2020-09","JiKay",5
"2020-10","24kGoldn",5
"2020-10","A Boogie Wit da Hoodie",5
"2020-10","CHASE B",5
"2020-10","Chance the Rapper",5
"2020-10","Foster The People",5
"2020-10","Lil Baby",5
"2020-10","Luna Shadows",5
"2020-10","Rejjie Snow",5
"2020-10","The Incredible String Band",5
"2020-10","YG",5
"2020-11","Boston",5
"2020-11","Calvin Harris",5
"2020-11","Daniel Caesar",5
"2020-11","Eagles",5
"2020-11","George Harrison",5
"2020-11","Glimlip",5
"2020-11","GoldLink",5
"2020-11","JiKay",5
"2020-11","Joji",5
"2020-11","Justin Bieber",5
"2020-11","Kodak Black",5
"2020-11","Omar Apollo",5
"2020-11","Shankar Mahadevan",5
"2020-11","Wale",5
"2020-11","Wun Two",5
"2020-11","fun.",5
"2020-12","67",5
"2020-12","Boston",5
"2020-12","CHASE B",5
"2020-12","JAY-Z",5
"2020-12","Majid Jordan",5
"2020-12","Post Malone",5
"2020-12","fun.",5
"2021-01","JAY-Z",5
"2021-01","Lata Mangeshkar",5
"2021-01","PARTYNEXTDOOR",5
"2021-01","The Beach Boys",5
"2021-01","The Mamas & The Papas",5
"2021-02","Dreamville",5
"2021-02","Ellie Goulding",5
"2021-02","Far East Movement",5
"2021-02","Galantis",5
"2021-02","Giveon",5
"2021-02","J. Cole",5
"2021-02","Jonas Blue",5
"2021-02","Lata Mangeshkar",5
"2021-02","Ludwig van Beethoven",5
"2021-02","MGMT",5
"2021-02","Maroon 5",5
"2021-02","Portugal. The Man",5
"2021-02","Sigala",5
"2021-02","The Doobie Brothers",5
"2021-02","Tyler, The Creator",5
"2021-03","21 Savage",5
"2021-03","Absofacto",5
"2021-03","Akon",5
"2021-03","Creedence Clearwater Revival",5
"2021-03","Dayglow",5
"2021-03","Jef Miles",5
"2021-03","Khalid",5
"2021-03","Mike Posner",5
"2021-03","NxWorries",5
"2021-03","One Direction",5
"2021-03","SZA",5
"2021-03","The Doobie Brothers",5
"2021-04","Aitch",5
"2021-04","David Guetta",5
"2021-04","Dayglow",5
"2021-04","Estelle",5
"2021-04","Internet Money",5
"2021-04","Macklemore & Ryan Lewis",5
"2021-04","Meek Mill",5
"2021-04","Migos",5
"2021-04","NxWorries",5
"2021-04","PARTYNEXTDOOR",5
"2021-04","Pop Smoke",5
"2021-04","Queen",5
"2021-04","SZA",5
"2021-04","TOTO",5
"2021-04","The Mamas & The Papas",5
"2021-04","Van Morrison",5
"2021-04","brillion.",5
"2021-04","iann dior",5
"2021-05","24kGoldn",5
"2021-05","B.o.B",5
"2021-05","Boston",5
"2021-05","David Guetta",5
"2021-05","Ellie Goulding",5
"2021-05","NxWorries",5
"2021-05","Owl City",5
"2021-05","PARTYNEXTDOOR",5
"2021-05","Quinn XCII",5
"2021-05","Saint Motel",5
"2021-05","Shankar-Ehsaan-Loy",5
"2021-05","Young Thug",5
"2021-06","24kGoldn",5
"2021-06","Doja Cat",5
"2021-06","Dua Lipa",5
"2021-06","Imagine Dragons",5
"2021-06","Iyaz",5
"2021-06","Justin Timberlake",5
"2021-06","KYLE",5
"2021-06","Kendrick Lamar",5
"2021-06","Macklemore",5
"2021-06","Masego",5
"2021-06","Robinson",5
"2021-06","The Weeknd",5
"2021-07","Briston Maroney",5
"2021-07","Lil Nas X",5
"2021-07","Masego",5
"2021-07","Portugal. The Man",5
"2021-07","Red Hot Chili Peppers",5
"2021-07","Veorra",5
"2021-07","mike.",5
"2021-08","21 Savage",5
"2021-08","Bryson Tiller",5
"2021-08","Chance the Rapper",5
"2021-08","Foster The People",5
"2021-08","Lil Uzi Vert",5
"2021-08","Mac Miller",5
"2021-08","Mura Masa",5
"2021-08","Neon Trees",5
"2021-08","P. Susheela",5
"2021-08","Red Hot Chili Peppers",5
"2021-08","Roy Woods",5
"2021-08","The 1975",5
"2021-08","XXXTENTACION",5
"2021-09","Amine",5
"2021-09","Daniel Caesar",5
"2021-09","Lil Baby",5
"2021-09","Masego",5
"2021-09","Metro Boomin",5
"2021-09","Milky Chance",5
"2021-09","OneRepublic",5
"2021-09","Taylor Swift",5
"2021-09","Vince Staples",5
"2021-09","Weezer",5
"2021-09","girl in red",5
"2021-10","Daft Punk",5
"2021-10","Fleetwood Mac",5
"2021-10","Future",5
"2021-10","Jack Harlow",5
"2021-10","Jonas Blue",5
"2021-10","Led Zeppelin",5
"2021-10","Mike Posner",5
"2021-10","The Rolling Stones",5
"2021-10","Young Thug",5
"2021-11","42 Dugg",5
"2021-11","Dominique Cerejo",5
"2021-11","Ellie Goulding",5
"2021-11","Frank Ocean",5
"2021-11","Labh Janjua",5
"2021-11","Maroon 5",5
"2021-11","Neon Trees",5
"2021-11","Rex Orange County",5
"2021-11","Shankar Mahadevan",5
"2021-12","Endor",5
"2021-12","Flovry",5
"2021-12","Gesaffelstein",5
"2021-12","Kainbeats",5
"2021-12","Majid Jordan",5
"2021-12","steezy prime",5
"2022-01","42 Dugg",5
"2022-01","Big Sean",5
"2022-01","Briston Maroney",5
"2022-01","Bryce Vine",5
"2022-01","Clean Bandit",5
"2022-01","Meek Mill",5
"2022-01","Miguel",5
"2022-01","Neon Trees",5
"2022-01","Pacific Air",5
"2022-01","Saint Motel",5
"2022-01","Steve Lacy",5
"2022-01","The Growlers",5
"2022-01","The Killers",5
"2022-01","Tiesto",5
"2022-01","YoungBoy Never Broke Again",5
"2022-02","A Boogie Wit da Hoodie",5
"2022-02","Aliotta Haynes Jeremiah",5
"2022-02","Daft Punk",5
"2022-02","Foster The People",5
"2022-02","MGMT",5
"2022-02","MKTO",5
"2022-02","Mike Posner",5
"2022-02","Outkast",5
"2022-02","TOTO",5
"2022-02","The Jackson 5",5
"2022-03","A$AP Rocky",5
"2022-03","Beyonce",5
"2022-03","Briston Maroney",5
"2022-03","Fitz and The Tantrums",5
"2022-03","Fleetwood Mac",5
"2022-03","Foster The People",5
"2022-03","Gotye",5
"2022-03","JID",5
"2022-03","Journey",5
"2022-03","Mac DeMarco",5
"2022-03","Majid Jordan",5
"2022-03","Miguel",5
