"Season","Album","Plays"
"Fall","B.o.B ~ B.o.B Presents: The Adventures of Bobby Ray",7
"Fall","AC/DC ~ Back In Black",7
"Fall","James Arthur ~ Back from the Edge",7
"Fall","brillion. ~ Bedtime Stories Pt. 2",7
"Fall","Don Toliver ~ Best You Had",7
"Fall","Vince Staples ~ Big Fish",7
"Fall","Vince Staples ~ Big Fish Theory",7
"Fall","BabyTron ~ Bin Reaper 2",7
"Fall","BabyTron ~ Bin Reaper 3: Old Testament",7
"Fall","Ozzy Osbourne ~ Blizzard Of Ozz",7
"Fall","Tory Lanez ~ Chixtape 5",7
"Fall","A$AP Mob ~ Cozy Tapes Vol. 2: Too Cozy",7
"Fall","Beach House ~ Depression Cherry",7
"Fall","Famous Dex ~ Dex Meets Dexter",7
"Fall","Bruno Mars ~ Doo-Wops & Hooligans",7
"Fall","Green Day ~ Dookie",7
"Fall","Kirko Bangz ~ Drank in My Cup",7
"Fall","Roy Woods ~ Exis",7
"Fall","Laffey ~ Forever Changing",7
"Fall","Khalid ~ Free Spirit",7
"Fall","Coldplay ~ Ghost Stories",7
"Fall","Rihanna ~ Good Girl Gone Bad: Reloaded",7
"Fall","Creedence Clearwater Revival ~ Green River",7
"Fall","Marshmello ~ Happier",7
"Fall","AC/DC ~ Highway to Hell",7
"Fall","Lil Wayne ~ I Am Not A Human Being",7
"Fall","Lil Wayne ~ I Am Not A Human Being II",7
"Fall","Marvin Gaye ~ I Want You",7
"Fall","John Sebastian ~ John B. Sebastian",7
"Fall","Mac Miller ~ K.I.D.S.",7
"Fall","J. Cole ~ MIDDLE CHILD",7
"Fall","Brent Faiyaz ~ Make Luv",7
"Fall","David Guetta ~ Nothing but the Beat 2.0",7
"Fall","Majid Jordan ~ One I Want (feat. PARTYNEXTDOOR)",7
"Fall","P-Lo ~ PRIME",7
"Fall","Galantis ~ Pharmacy",7
"Fall","Playboi Carti ~ Playboi Carti",7
"Fall","Iyaz ~ Replay",7
"Fall","Sha Na Na ~ Rock & Roll Is Here to Stay",7
"Fall","boy pablo ~ Roy Pablo",7
"Fall","Pop Smoke ~ Shoot For The Stars Aim For The Moon",7
"Fall","James Heather ~ Stories From Far Away On Piano",7
"Fall","Martin Garrix ~ Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)",7
"Fall","Sweetwater ~ Sweetwater",7
"Fall","Pink Floyd ~ The Dark Side of the Moon",7
"Fall","Electric Light Orchestra ~ The Essential Electric Light Orchestra",7
"Fall","The Foundations ~ The Foundations",7
"Fall","Rich The Kid ~ The World Is Yours",7
"Fall","Macklemore & Ryan Lewis ~ This Unruly Mess I've Made",7
"Fall","Playboi Carti ~ Whole Lotta Red",7
"Fall","blackbear ~ do re mi (feat. Gucci Mane)",7
"Fall","Roddy Ricch ~ late at night",7
"Spring","WALK THE MOON ~ 2010s Hits",7
"Spring","Neha Kakkar ~ Aankh Marey (From """"Simmba"""")",7
"Spring","Atomic Drum Assembly ~ Atomic Drum Assembly",7
"Spring","Nico & Vinz ~ Black Star Elephant",7
"Spring","Blind Faith ~ Blind Faith",7
"Spring","Creedence Clearwater Revival ~ Cosmo's Factory",7
"Spring","Hoodie Allen ~ Crew Cuts",7
"Spring","Future ~ DS2",7
"Spring","Famous Dex ~ Dex Meets Dexter",7
"Spring","Train ~ Feel Good Friday",7
"Spring","Chief Keef ~ Finally Rich",7
"Spring","Brent Faiyaz ~ Fuck The World",7
"Spring","Macklemore ~ GEMINI",7
"Spring","YG ~ Go Loko",7
"Spring","Hippo Campus ~ Good Dog, Bad Dream",7
"Spring","Juice WRLD ~ Goodbye & Good Riddance",7
"Spring","Polo G ~ Hall of Fame",7
"Spring","Adele ~ Hello",7
"Spring","Bassnectar ~ Into the Sun",7
"Spring","The Lemonheads ~ It's A Shame About Ray",7
"Spring","Pusha T ~ It's Almost Dry",7
"Spring","French Montana ~ Jungle Rules",7
"Spring","DaBaby ~ KIRK",7
"Spring","Doja Cat ~ Kiss Me More (feat. SZA)",7
"Spring","Major Lazer ~ Know No Better",7
"Spring","Led Zeppelin ~ Led Zeppelin III",7
"Spring","Meek Mill ~ Legends of the Summer",7
"Spring","Sainte ~ Local Mvp",7
"Spring","Brent Faiyaz ~ Lost",7
"Spring","Pop Smoke ~ Meet The Woo 2",7
"Spring","Justin Timberlake ~ Mirrors",7
"Spring","Trippie Redd ~ Miss The Rage (feat. Playboi Carti)",7
"Spring","Electric Guest ~ Mondo",7
"Spring","24kGoldn ~ Mood (feat. iann dior)",7
"Spring","Traffic ~ Mr. Fantasy",7
"Spring","Nirvana ~ Nevermind",7
"Spring","Doja Cat ~ Planet Her",7
"Spring","Enrique Iglesias ~ SEX AND LOVE",7
"Spring","Milky Chance ~ Sadnecessary",7
"Spring","Marshmello ~ Silence",7
"Spring","Chris Brown ~ Slime & B",7
"Spring","Drake ~ Sneakin'",7
"Spring","Masego ~ Studying Abroad: Extended Stay",7
"Spring","The Beach Boys ~ Surfin' USA",7
"Spring","Jef Miles ~ Take It Back (Feat. Dom Fricot)",7
"Spring","The Doobie Brothers ~ Toulouse Street",7
"Spring","Lil Tjay ~ True 2 Myself",7
"Spring","ABBA ~ Voulez-Vous",7
"Spring","NAV ~ Wanted You (feat. Lil Uzi Vert)",7
"Spring","Olivia Rodrigo ~ good 4 u",7
"Summer","Calvin Harris ~ 18 Months",7
"Summer","Dr. Dre ~ 2001",7
"Summer","Brent Faiyaz ~ A.M. Paradox",7
"Summer","A$AP Rocky ~ AT.LONG.LAST.A$AP",7
"Summer","Magic System ~ Africainement votre",7
"Summer","Miguel ~ All I Want Is You",7
"Summer","Don Toliver ~ Back Up (feat. Wiz Khalifa)",7
"Summer","Lil Mosey ~ Certified Hitmaker",7
"Summer","Eminem ~ Curtain Call: The Hits",7
"Summer","Meek Mill ~ Dreams and Nightmares",7
"Summer","Kodak Black ~ Dying to Live",7
"Summer","Jonas Blue ~ Fast Car",7
"Summer","Macklemore ~ GEMINI",7
"Summer","Pitbull ~ Global Warming: Meltdown",7
"Summer","Camila Cabello ~ Havana (feat. Young Thug)",7
"Summer","Elton John ~ Honky Chateau",7
"Summer","Marvin Gaye ~ I Want You",7
"Summer","Thin Lizzy ~ Jailbreak",7
"Summer","Mac Miller ~ K.I.D.S.",7
"Summer","Trippie Redd ~ LIFE'S A TRIP",7
"Summer","YG ~ My Krazy Life",7
"Summer","Luniz ~ Operation Stackola",7
"Summer","R.E.M. ~ Out Of Time",7
"Summer","Fitz and The Tantrums ~ Pickin' up the Pieces",7
"Summer","Nicki Minaj ~ Queen",7
"Summer","Maroon 5 ~ Red Pill Blues",7
"Summer","Gunna ~ Sold Out Dates (feat. Lil Baby)",7
"Summer","G-Eazy ~ Step Brothers",7
"Summer","Bob Seger ~ Stranger In Town",7
"Summer","Jonas Brothers ~ Sucker",7
"Summer","The Outfield ~ Super Hits",7
"Summer","Yes ~ Symphonic Live",7
"Summer","Kendrick Lamar ~ The Blacker The Berry",7
"Summer","Traffic ~ The Low Spark Of High Heeled Boys",7
"Summer","J. Cole ~ The Off-Season",7
"Summer","The Who ~ The Who By Numbers",7
"Summer","Absofacto ~ Thousand Peaces",7
"Summer","Rex Orange County ~ WHO CARES?",7
"Summer","ABBA ~ Waterloo",7
"Summer","blackbear ~ cybersex",7
"Summer","girl in red ~ i wanna be your girlfriend",7
"Summer","Young Thug ~ pick up the phone",7
"Winter","David Bowie ~ """"Heroes""""",7
"Winter","Calvin Harris ~ 18 Months",7
"Winter","Dr. Dre ~ 2001",7
"Winter","HYTYD ~ 7 Years (Remix)",7
"Winter","Electric Light Orchestra ~ A New World Record",7
"Winter","Diddy ~ Bad Boy's 10th Anniversary- The Hits",7
"Winter","Steve Lacy ~ C U Girl",7
"Winter","TLC ~ Crazysexycool",7
"Winter","Kodak Black ~ Dying to Live",7
"Winter","One Direction ~ FOUR",7
"Winter","Marshmello ~ FRIENDS",7
"Winter","Young Thug ~ Hear No Evil",7
"Winter","Gesaffelstein ~ Hyperion",7
"Winter","Beyonce ~ I AM...SASHA FIERCE",7
"Winter","Major Lazer ~ Know No Better",7
"Winter","Wham! ~ LAST CHRISTMAS",7
"Winter","Brent Faiyaz ~ Make Luv",7
"Winter","GROUPLOVE ~ Never Trust a Happy Song",7
"Winter","American Authors ~ Oh, What A Life",7
"Winter","Shakira ~ Oral Fixation, Vol. 2",7
"Winter","Post Malone ~ Spider-Man: Into the Spider-Verse",7
"Winter","Outkast ~ Stankonia",7
"Winter","Cage The Elephant ~ Thank You Happy Birthday",7
"Winter","Eminem ~ The Marshall Mathers LP2",7
"Winter","Jethro Tull ~ Thick as a Brick",7
"Winter","YoungBoy Never Broke Again ~ Top",7
"Winter","Migos ~ Versace (feat. Drake) [Remix] - Single",7
"Winter","Kendrick Lamar ~ i",7
"Winter","Young Thug ~ pick up the phone",7
"Winter","Kendrick Lamar ~ untitled 07 | levitate",7
"Fall","Pi'erre Bourne ~ 4U",6
"Fall","tender spring ~ A Friendly Warmth",6
"Fall","Brent Faiyaz ~ A.M. Paradox",6
"Fall","Arctic Monkeys ~ AM",6
"Fall","Max Swan ~ After The Rain",6
"Fall","Tory Lanez ~ Alone At Prom",6
"Fall","Joey Bada$$ ~ B4.DA.$$",6
"Fall","The O'Jays ~ Back Stabbers",6
"Fall","Diddy ~ Bad Boy's 10th Anniversary- The Hits",6
"Fall","Nico & Vinz ~ Black Star Elephant",6
"Fall","Supertramp ~ Breakfast In America",6
"Fall","Purrple Cat ~ Cozy Winter",6
"Fall","Del Water Gap ~ Del Water Gap",6
"Fall","Polo G ~ Die A Legend",6
"Fall","Electric Light Orchestra ~ Discovery",6
"Fall","Ed Sheeran ~ Divide",6
"Fall","Black Eyed Peas ~ Elephunk",6
"Fall","Waka Flocka Flame ~ Flockaveli",6
"Fall","Hoogway ~ Forever Ago",6
"Fall","Melanie Adler ~ Gratitude",6
"Fall","Carl Stark Willgold ~ Hymn",6
"Fall","Briston Maroney ~ Indiana",6
"Fall","Hippo Campus ~ Landmark",6
"Fall","Mac Miller ~ Macadelic (Remastered Edition)",6
"Fall","Lorde ~ Melodrama",6
"Fall","Brenda Lee ~ Merry Christmas From Brenda Lee",6
"Fall","Mome Boys ~ Mistakes Were Made",6
"Fall","Sheck Wes ~ Mo Bamba",6
"Fall","Nirvana ~ Nevermind",6
"Fall","Imagine Dragons ~ Night Visions",6
"Fall","A.R. Rahman ~ OK Jaanu (Original Motion Picture Soundtrack)",6
"Fall","Ty Dolla $ign ~ Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",6
"Fall","Larry June ~ Out The Trunk",6
"Fall","Summer Walker ~ Over It",6
"Fall","Adam Fincher ~ Pearly White",6
"Fall","Joep Beving ~ Prehension",6
"Fall","Robin Bennich ~ Preludium",6
"Fall","Jay Rock ~ Redemption",6
"Fall","Taio Cruz ~ Rokstarr",6
"Fall","BROCKHAMPTON ~ SATURATION III",6
"Fall","Veorra ~ Sapphire",6
"Fall","Brent Faiyaz ~ Sonder Son",6
"Fall","Giveon ~ Stuck On You",6
"Fall","The Outfield ~ Super Hits",6
"Fall","Logic ~ Supermarket (Soundtrack)",6
"Fall","Lil Wayne ~ Tha Carter III",6
"Fall","Drake ~ The Best In The World Pack",6
"Fall","Canned Heat ~ The Boogie House Tapes Volume Three (Original Recording Remastered)",6
"Fall","Kendrick Lamar ~ The Heart Part 4",6
"Fall","Portugal. The Man ~ Woodstock",6
"Fall","NxWorries ~ Yes Lawd!",6
"Fall","kudo ~ love you two",6
"Spring","YG ~ 4REAL 4REAL",6
"Spring","Pi'erre Bourne ~ 4U",6
"Spring","Journey ~ 80s 100 Hits",6
"Spring","Queen ~ A Day At The Races",6
"Spring","The Beatles ~ A Hard Day's Night",6
"Spring","Brent Faiyaz ~ A.M. Paradox",6
"Spring","Kendrick Lamar ~ All The Stars (with SZA)",6
"Spring","Kendrick Lamar ~ Alright",6
"Spring","Bruno Mars ~ An Evening With Silk Sonic",6
"Spring","midwxst ~ BACK IN ACTION 2.0",6
"Spring","Hippo Campus ~ Bambi",6
"Spring","Labh Janjua ~ Best Of Neha Kakkar",6
"Spring","Ozzy Osbourne ~ Blizzard of Ozz",6
"Spring","Twenty One Pilots ~ Blurryface",6
"Spring","Thouxanbanfauni ~ CLAIRVOYANCE",6
"Spring","Shordie Shordie ~ Captain Hook",6
"Spring","Meek Mill ~ Dreams Worth More Than Money",6
"Spring","Roy Woods ~ Exis",6
"Spring","Roddy Ricch ~ Feed Tha Streets II",6
"Spring","Khalid ~ Free Spirit",6
"Spring","The Neighbourhood ~ I Love You.",6
"Spring","iann dior ~ I'm Gone",6
"Spring","Dua Lipa ~ Levitating (feat. DaBaby)",6
"Spring","Queen ~ Live At Wembley Stadium",6
"Spring","Tame Impala ~ Lonerism",6
"Spring","Future ~ Monster",6
"Spring","Larry June ~ Mr. Midnight",6
"Spring","Robinson ~ Nothing to Regret",6
"Spring","Larry June ~ Orange Print",6
"Spring","PARTYNEXTDOOR ~ PARTYNEXTDOOR 3 (P3)",6
"Spring","The Weeknd ~ Pray For Me (with Kendrick Lamar)",6
"Spring","Lil Dicky ~ Professional Rapper",6
"Spring","Nicki Minaj ~ Queen",6
"Spring","Gunna ~ Sold Out Dates (feat. Lil Baby)",6
"Spring","monte booker ~ Soulection White Label - Monte Booker",6
"Spring","Eurythmics ~ Sweet Dreams (Are Made Of This)",6
"Spring","The Police ~ Synchronicity",6
"Spring","A$AP Rocky ~ TESTING",6
"Spring","JID ~ The Never Story",6
"Spring","Outkast ~ The Way You Move / Hey Ya!",6
"Spring","Jack Johnson ~ Upside Down",6
"Spring","Logic ~ Vinyl Days",6
"Spring","Flo Rida ~ Wild Ones",6
"Spring","Young Thug ~ pick up the phone",6
"Summer","Mac DeMarco ~ 2",6
"Summer","Adele ~ 21",6
"Summer","Journey ~ 80s 100 Hits",6
"Summer","Thundercat ~ Apocalypse",6
"Summer","R.E.M. ~ Automatic For The People",6
"Summer","Wiz Khalifa ~ Blacc Hollywood",6
"Summer","Metro Boomin ~ Blue Pill",6
"Summer","Blaccmass ~ Dragon Energy",6
"Summer","Eminem ~ Encore",6
"Summer","Logic ~ Everyday",6
"Summer","Pop Smoke ~ Faith",6
"Summer","Rooga ~ GD Anthem",6
"Summer","Chance the Rapper ~ GRoCERIES",6
"Summer","Creedence Clearwater Revival ~ Green River",6
"Summer","Adele ~ Hello",6
"Summer","Big Sean ~ I Decided.",6
"Summer","Led Zeppelin ~ Led Zeppelin III",6
"Summer","Sainte ~ Local Mvp",6
"Summer","J. Cole ~ MIDDLE CHILD",6
"Summer","ZAYN ~ Mind Of Mine",6
"Summer","Ben Platt ~ Music From The Netflix Original Series The Politician",6
"Summer","Tee Grizzley ~ My Moment",6
"Summer","Masego ~ Mystery Lady (feat. Don Toliver)",6
"Summer","Queen ~ News Of The World",6
"Summer","Majid Jordan ~ One I Want (feat. PARTYNEXTDOOR)",6
"Summer","David Guetta ~ One Love",6
"Summer","Lynyrd Skynyrd ~ Pronounced' Leh-'Nerd 'Skin-'Nerd",6
"Summer","boy pablo ~ Roy Pablo",6
"Summer","Veorra ~ Ruby",6
"Summer","21 Savage ~ SAVAGE MODE II",6
"Summer","Estelle ~ Shine",6
"Summer","Glen Campbell ~ Southern Nights",6
"Summer","Post Malone ~ Spider-Man: Into the Spider-Verse",6
"Summer","A$AP Ferg ~ Still Striving",6
"Summer","The Police ~ Synchronicity",6
"Summer","Cage The Elephant ~ Tell Me I'm Pretty",6
"Summer","Thundercat ~ The Golden Age of Apocalypse",6
"Summer","The Weeknd ~ The Hills",6
"Summer","Ice Cube ~ The Predator",6
"Summer","David Bowie ~ The Rise and Fall of Ziggy Stardust and the Spiders from Mars",6
"Summer","Gwen Stefani ~ The Sweet Escape",6
"Summer","Avicii ~ True",6
"Summer","Logic ~ Vinyl Days",6
"Summer","whiterosemoxie ~ trix (Remix) [feat. Baby Smoove]",6
"Winter","Drake ~ 0 To 100 / The Catch Up",6
"Winter","Queen ~ A Kind of Magic",6
"Winter","The Score ~ ATLAS",6
"Winter","NLE Choppa ~ Camelot",6
"Winter","Camila Cabello ~ Camila",6
"Winter","Crystal Fighters ~ Cave Rave",6
"Winter","Halsey ~ Complementary Colors",6
"Winter","Creedence Clearwater Revival ~ Cosmo's Factory",6
"Winter","Eminem ~ Curtain Call: The Hits",6
"Winter","Gunna ~ DS4EVER",6
"Winter","Gianni ~ De La Hoya",6
"Winter","Lorey ~ FaCE CaRD",6
"Winter","Blueface ~ Famous Cryp",6
"Winter","Andre Nickatina ~ Gun-Mouth 4 hire Horns and Halos #2",6
"Winter","a-ha ~ Hunting High and Low",6
"Winter","Matthew Wilder ~ I Don't Speak The Language",6
"Winter","Drake ~ If You're Reading This It's Too Late",6
"Winter","21 Savage ~ Issa Album",6
"Winter","The Lemonheads ~ It's A Shame About Ray",6
"Winter","Roddy Ricch ~ LIVE LIFE FAST",6
"Winter","Meek Mill ~ Legends of the Summer",6
"Winter","Future ~ Life Is Good (feat. Drake)",6
"Winter","NAV ~ NAV",6
"Winter","Osibih ~ No Reason",6
"Winter","Luniz ~ Operation Stackola",6
"Winter","Led Zeppelin ~ Physical Graffiti",6
"Winter","21 Savage ~ SAVAGE MODE II",6
"Winter","Gunna ~ SKYBOX",6
"Winter","Ski Mask The Slump God ~ STOKELEY",6
"Winter","Milky Chance ~ Sadnecessary",6
"Winter","The Chainsmokers ~ Sick Boy",6
"Winter","Marshmello ~ Silence",6
"Winter","A$AP Ferg ~ Still Striving",6
"Winter","Demi Lovato ~ Tell Me You Love Me",6
"Winter","Lil Wayne ~ Tha Carter III",6
"Winter","Electric Light Orchestra ~ The Essential Electric Light Orchestra",6
"Winter","Logic ~ The Incredible True Story",6
"Winter","Zedd ~ The Middle",6
"Winter","Gym Class Heroes ~ The Papercut Chronicles II",6
"Winter","Baby Keem ~ The Sound of Bad Habit",6
"Winter","Cage The Elephant ~ Unpeeled",6
"Winter","The Neighbourhood ~ Wiped Out!",6
"Winter","blackbear ~ idfc",6
"Winter","Roddy Ricch ~ late at night",6
"Fall","Zoe de Vera ~ 19",5
"Fall","Van Halen ~ 1984",5
"Fall","The Ponderosa Twins Plus One ~ 2+2+1=",5
"Fall","Richie Havens ~ 20th Century Masters: The Millennium Collection: Best Of Richie Havens",5
"Fall","Berlioz ~ A Letter Home",5
"Fall","Libor Kolman ~ A une passante",5
"Fall","Eoin Henderson ~ Across the river",5
"Fall","Flovry ~ Ages Ago",5
"Fall","Jay Sean ~ All Or Nothing",5
"Fall","Kendrick Lamar ~ All The Stars (with SZA)",5
"Fall","Otto Wahl ~ Awakening",5
"Fall","midwxst ~ BACK IN ACTION 3.0",5
"Fall","Tyler, The Creator ~ BEST INTEREST",5
"Fall","Vikingur Olafsson ~ Bach Reworks",5
"Fall","Rosie Carney ~ Bare",5
"Fall","Creedence Clearwater Revival ~ Bayou Country",5
"Fall","Hoogway ~ Beauty In All Forms",5
"Fall","Jhove ~ Before You Go",5
"Fall","Imran Khan ~ Bewafa",5
"Fall","Kodak Black ~ Bill Israel",5
"Fall","Wiz Khalifa ~ Blacc Hollywood",5
"Fall","Queen ~ Bohemian Rhapsody",5
"Fall","Melanie ~ Born to Be",5
"Fall","Jean Dawson ~ CHAOS NOW*",5
"Fall","Drake ~ Care Package",5
"Fall","Novo Talos ~ Carry On",5
"Fall","S.A. Karl ~ Castor / Pollux",5
"Fall","Sunidhi Chauhan ~ Chennai Express",5
"Fall","Blood, Sweat & Tears ~ Child Is Father To The Man",5
"Fall","Michael Buble ~ Christmas",5
"Fall","Once Proven ~ Closing In On Reality",5
"Fall","HM Surf ~ Cocobolo",5
"Fall","J. Cole ~ Cole World: The Sideline Story",5
"Fall","Robert Haigh ~ Creatures of the Deep",5
"Fall","Usher ~ DJ Got Us Fallin' In Love",5
"Fall","Johannes Bornlof ~ Dear Sleep",5
"Fall","Maya Astrom ~ Den kvallen jag sag dig",5
"Fall","The Growlers ~ Dream World",5
"Fall","Enno Aare ~ Enno Aare",5
"Fall","Olympic Ayres ~ Episode III",5
"Fall","Journey ~ Escape",5
"Fall","Aaron Lansing ~ Faded Dreams",5
"Fall","Heike Blau ~ Fernweh",5
"Fall","Kylian Rebour ~ Fields",5
"Fall","Chief Keef ~ Finally Rich",5
"Fall","Martin Greenbaum ~ Folk Dances",5
"Fall","Adam Fincher ~ Forrester",5
"Fall","Justin Timberlake ~ FutureSex/LoveSounds",5
"Fall","Steve Lacy ~ Gemini Rights",5
"Fall","SL ~ Gentleman",5
"Fall","Daniel Caesar ~ Get You - Single",5
"Fall","Elton John ~ Goodbye Yellow Brick Road",5
"Fall","Sophie Hutchings ~ Grace",5
"Fall","Skrillex ~ HUMBLE.",5
"Fall","Deraj ~ Hold You Down (feat. GNRA)",5
"Fall","Kanye West ~ Hurricane",5
"Fall","Valbona Ceferin ~ Hvalezni",5
"Fall","The Neighbourhood ~ I Love You.",5
"Fall","Clean Bandit ~ I Miss You (feat. Julia Michaels)",5
"Fall","Daigo Hanada ~ Ichiru",5
"Fall","Sigri?ur ~ Interconnectivity",5
"Fall","Davorka Poljak ~ Isonzo",5
"Fall","Bobby Helms ~ Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol)",5
"Fall","Nils Frahm ~ Keys",5
"Fall","Akon ~ Konvicted",5
"Fall","Aleksy Wysocki ~ Lato",5
"Fall","Dimitri Stockl ~ Leave Me",5
"Fall","Minik Jakobsen ~ Limerence",5
"Fall","Joey Bada$$ ~ Love Is Only a Feeling",5
"Fall","Odin Sorlie ~ Lucida",5
"Fall","Big Shaq ~ Man's Not Hot",5
"Fall","Samuel Lindon ~ Meadow Mornings",5
"Fall","Mia Strass ~ Mid-Life",5
"Fall","Mountain ~ Mountain",5
"Fall","Karin Borg ~ Norrsken",5
"Fall","Lil Mosey ~ Northsbest",5
"Fall","Ozymandias ~ Nos Annees Troubles",5
"Fall","Lil Yachty ~ Nuthin' 2 Prove",5
"Fall","Regina Mira ~ October",5
"Fall","Jean Dawson ~ PIRATE RADIO*",5
"Fall","Claire Pinette ~ Petit a petit, l'oiseau fait son nid",5
"Fall","Sebastian Zawadzki ~ Piano Works, Vol. 3",5
"Fall","Otto A. Totland ~ Pino",5
"Fall","Jean Dawson ~ Pixel Bath",5
"Fall","T-Wayne ~ Player",5
"Fall","Wallows ~ Pleaser",5
"Fall","Evelyn Stein ~ Quiet resource",5
"Fall","Vince Staples ~ RAMONA PARK BROKE MY HEART",5
"Fall","Jen Libby ~ Remembrance",5
"Fall","Robin Bennich ~ Resilient",5
"Fall","Plinki Plonki ~ Reul",5
"Fall","Mac Dre ~ Ronald Dregan For President 2004: Dreganomics",5
"Fall","SOB X RBE ~ SOB X RBE",5
"Fall","Milky Chance ~ Sadnecessary",5
"Fall","Bruno Bavota ~ Selected Works",5
"Fall","Lionel Scardino ~ Sinestesia",5
"Fall","Poppy Ackroyd ~ Sketches",5
"Fall","The Ronettes ~ Sleigh Ride",5
"Fall","Chris Brown ~ Slime & B",5
"Fall","Agni Bjark ~ Snow",5
"Fall","Joep Beving ~ Solipsism",5
"Fall","Charlie Key ~ Song for A",5
"Fall","Rae Sremmurd ~ SremmLife 2",5
"Fall","Gabriel Olafs ~ Staircase Sonata",5
"Fall","Lambert ~ Stay In The Dark",5
"Fall","YG ~ Still Brazy",5
"Fall","Sublime ~ Sublime",5
"Fall","Eamonn Watt ~ Sweetest Dreams",5
"Fall","Giveon ~ TAKE TIME",5
"Fall","Black Eyed Peas ~ THE E.N.D. (THE ENERGY NEVER DIES)",5
"Fall","Max Richter ~ Taboo",5
"Fall","Eik Octobre ~ Take Me Somewhere Else",5
"Fall","The Arcadian Wild ~ The Arcadian Wild",5
"Fall","The Beach Boys ~ The Beach Boys' Christmas Album",5
"Fall","Canned Heat ~ The Best Of Canned Heat",5
"Fall","Logic ~ The Incredible True Story",5
"Fall","Young Thug ~ The London (feat. J. Cole & Travis Scott)",5
"Fall","Koral Banko ~ The Nomad",5
"Fall","Chad Lawson ~ The Piano",5
"Fall","Alexis Ffrench ~ The Piano Whisperer",5
"Fall","Bakermat ~ The Ringmaster",5
"Fall","Tomasz Kraal ~ The Swan",5
"Fall","Sam Smith ~ The Thrill Of It All",5
"Fall","Chad Lawson ~ The Waning Moon",5
"Fall","Lil Uzi Vert ~ The Way Life Goes (feat. Nicki Minaj & Oh Wonder)",5
"Fall","Saddest Girl In The World ~ Tomorrow EP",5
"Fall","Charles Bolt ~ Tone of Love",5
"Fall","Dexys Midnight Runners ~ Too Rye Ay",5
"Fall","Eamonn Watt ~ Truly Yours",5
"Fall","Sarah Spring ~ Under Cold Water",5
"Fall","Tomasz Kraal ~ Valse Glacee",5
"Fall","Helene Roche ~ Veracity",5
"Fall","Harry Bergqvist ~ Vidablick",5
"Fall","boy pablo ~ Wachito Rico",5
"Fall","Cl4pers ~ Want Me",5
"Fall","Declan McKenna ~ What Do You Think About the Car?",5
"Fall","Ricki Westberg ~ When We First Met",5
"Fall","SYML ~ Where's My Love",5
"Fall","Central Cee ~ Wild West",5
"Fall","Casiio ~ Wondering",5
"Fall","Peter Cavallo ~ You And Me",5
"Fall","Ansel Elgort ~ You Can Count On Me",5
"Fall","Andre Nickatina ~ Yukmouth Presents: 420",5
"Fall","Dominique Cerejo ~ Zindagi Na Milegi Dobara",5
"Fall","Bionda van der Ham ~ Zomer",5
"Fall","steezy prime ~ beyond the pines",5
"Fall","Smino ~ blkswn",5
"Fall","Jean-Michel Blais ~ eviction sessions",5
"Fall","Sabine Paulet ~ flaner",5
"Fall","Halsey ~ hopeless fountain kingdom",5
"Spring","Childish Gambino ~ 3.15.20",5
"Spring","6LACK ~ 6pc Hot EP",5
"Spring","Queen ~ A Night At The Opera",5
"Spring","Bebe Rexha ~ All Your Fault: Pt. 2",5
"Spring","Green Day ~ American Idiot - The Original Broadway Cast Recording",5
"Spring","Travis Scott ~ BUTTERFLY EFFECT",5
"Spring","DaBaby ~ Baby On Baby",5
"Spring","Ferreck Dawn ~ Baby Slow Down",5
"Spring","Childish Gambino ~ Camp",5
"Spring","Aretha Franklin ~ Divas Live",5
"Spring","JAWNY ~ For Abby",5
"Spring","42 Dugg ~ Free Dem Boyz",5
"Spring","Elton John ~ Goodbye Yellow Brick Road",5
"Spring","FITZ ~ Head Up High",5
"Spring","Zack Fox ~ Jesus Is The One (I Got Depression)",5
"Spring","David Guetta ~ Listen Again",5
"Spring","Flo Rida ~ My House",5
"Spring","Tee Grizzley ~ My Moment",5
"Spring","Migos ~ No Label II",5
"Spring","Bryce Hase ~ Off the Planet",5
"Spring","Led Zeppelin ~ Physical Graffiti",5
"Spring","Wallows ~ Pleaser",5
"Spring","Panic! At The Disco ~ Pray for the Wicked",5
"Spring","Lynyrd Skynyrd ~ Pronounced' Leh-'Nerd 'Skin-'Nerd",5
"Spring","Akon ~ Ra-One",5
"Spring","Aitch ~ Rain",5
"Spring","Miguel ~ Rogue Waves",5
"Spring","Gunna ~ SKYBOX",5
"Spring","Olivia Rodrigo ~ SOUR",5
"Spring","Childish Gambino ~ Summer Pack",5
"Spring","Cash Cash ~ Take Me Home (feat. Bebe Rexha)",5
"Spring","Berner ~ The Big Pescado",5
"Spring","The Little Ones ~ The Dawn Sang Along",5
"Spring","Jordy Dazz ~ The Sound Of Revealed 2012",5
"Spring","Childish Gambino ~ This Is America",5
"Spring","ABBA ~ Waterloo",5
"Spring","Snoop Dogg ~ Young, Wild & Free (feat. Bruno Mars)",5
"Spring","Yung Gravy ~ Yung Gravity",5
"Spring","Kendrick Lamar ~ untitled 07 | levitate",5
"Summer","CVBZ ~ 2 Gone",5
"Summer","Queen ~ A Day At The Races",5
"Summer","Guns N' Roses ~ Appetite For Destruction",5
