"Season","Album","Plays"
"Spring","Higher Brothers ~ Journey to the West",1
"Spring","Jungle ~ Jungle",1
"Spring","Calvin Harris ~ Just Dance 2",1
"Spring","$uicideboy$ ~ KILL YOURSELF Part XII: The Dark Glacier Saga",1
"Spring","M.I.A. ~ Kala",1
"Spring","Dbangz ~ Keahonui",1
"Spring","Larry June ~ Keep Going",1
"Spring","SoulChef ~ Keep It Real",1
"Spring","High John ~ Keeps Getting Better",1
"Spring","Xavier Wulf ~ Kid Cudi (Remix)",1
"Spring","Nas ~ King's Disease",1
"Spring","Masego ~ King's Rant",1
"Spring","Lil Jon & The East Side Boyz ~ Kings Of Crunk",1
"Spring","KISS ~ Kiss",1
"Spring","Hubert Daviz ~ Know Pain, Know Gain (Ode to Beatmojo)",1
"Spring","Knowsum ~ Knowsum's Fantastic Loop Machine",1
"Spring","monte booker ~ Kompany",1
"Spring","Blac Bamboo ~ L0vesick / Pepper & Salt",1
"Spring","Wham! ~ LAST CHRISTMAS",1
"Spring","A$AP Rocky ~ LIVE.LOVE.A$AP",1
"Spring","Tyler, The Creator ~ LUMBERJACK",1
"Spring","George Michael ~ Ladies And Gentlemen... The Best Of George Michael",1
"Spring","Satyr ~ Lagoon",1
"Spring","Tom Doolie ~ Land of Calm",1
"Spring","Summer Walker ~ Last Day Of Summer",1
"Spring","Cap Kendricks ~ Late Nights & Joyrides",1
"Spring","goosetaf ~ Latibule",1
"Spring","Isaiah Rashad ~ Lay Wit Ya (feat. Duke Deuce)",1
"Spring","UKDD ~ Lazy Sunday",1
"Spring","Madison Hughes ~ LeBron",1
"Spring","Kid Cudi ~ Leader Of The Delinquents",1
"Spring","Marshmello ~ Leave Before You Love Me",1
"Spring","The Grass Roots ~ Leaving It All Behind",1
"Spring","Wynn ~ Legend (Remix)",1
"Spring","N.E.R.D ~ Lemon (feat. Drake)",1
"Spring","Beyonce ~ Lemonade",1
"Spring","Internet Money ~ Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix]",1
"Spring","Internet Money ~ Lemonade (feat. Gunna, Don Toliver & NAV)",1
"Spring","Adam Hicks ~ Lemonade Mouth",1
"Spring","The Kid LAROI ~ Let Her Go",1
"Spring","Max Drazen ~ Let Me Down Slow",1
"Spring","Orleans ~ Let There Be Music",1
"Spring","Dua Lipa ~ Levitating EP",1
"Spring","James Blake ~ Life Is Not The Same",1
"Spring","Pablo Cruise ~ Lifeline",1
"Spring","Lil Uzi Vert ~ Lil Uzi Vert vs. The World",1
"Spring","Ayo & Teo ~ Lit Right Now",1
"Spring","David Guetta ~ Little Bad Girl (feat. Taio Cruz & Ludacris)",1
"Spring","Moderator ~ Little Waves",1
"Spring","tobi lou ~ Live on Ice",1
"Spring","Richie Rych ~ Lockdown",1
"Spring","Flume ~ Lockjaw",1
"Spring","Lord Huron ~ Long Lost",1
"Spring","Tom Odell ~ Long Way Down",1
"Spring","Fedde Le Grand ~ Long Way From Home",1
"Spring","XXXTENTACION ~ Look At Me!",1
"Spring","Vory ~ Lost Souls",1
"Spring","Air Supply ~ Lost in Love",1
"Spring","Benny Dayal ~ Love Dose: Benny Dayal",1
"Spring","David Guetta ~ Love Is Gone",1
"Spring","A.CHAL ~ Love N Hennessy REMIX (feat. 2 Chainz & Nicky Jam)",1
"Spring","Carrie Underwood ~ Love Wins",1
"Spring","Troye Sivan ~ Love, Simon (Original Motion Picture Soundtrack)",1
"Spring","Wun Two ~ Lunaria / Hedera",1
"Spring","Lil Skies ~ Lust",1
"Spring","Lil Uzi Vert ~ Luv Is Rage",1
"Spring","Black Eyed Peas ~ MASTERS OF THE SUN VOL. 1",1
"Spring","Ms. Lauryn Hill ~ MTV Unplugged No. 2.0",1
"Spring","Social House ~ Magic In The Hamptons (feat. Lil Yachty)",1
"Spring","Sam Cross ~ Magnifying",1
"Spring","Big Shaq ~ Man's Not Hot",1
"Spring","Chancla ~ Maua",1
"Spring","Skence ~ Mayestic Park",1
"Spring","Luny Tunes ~ Mayor Que Yo 3",1
"Spring","Rascal Flatts ~ Me And My Gang",1
"Spring","BabyTron ~ Megatron",1
"Spring","tomcbumpz ~ Melodic Nostalgic",1
"Spring","Lorde ~ Melodrama",1
"Spring","David Guetta ~ Memories",1
"Spring","No Spirit ~ Memories We Made",1
"Spring","Kanye West ~ Mercy",1
"Spring","SpoonBeats ~ Mi Pueblo",1
"Spring","Chavo ~ Michigan",1
"Spring","DJ Snake ~ Middle",1
"Spring","One Direction ~ Midnight Memories",1
"Spring","Orestes Gomez ~ Miercoles Azul",1
"Spring","UnoTheActivist ~ Might Not Make It",1
"Spring","Young the Giant ~ Mind Over Matter",1
"Spring","David Kushner ~ Miserable Man",1
"Spring","Highly Suspect ~ Mister Asylum",1
"Spring","A.K. ~ Model Minority",1
"Spring","Helios ~ Moiety",1
"Spring","24kGoldn ~ Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",1
"Spring","Gaullin ~ Moonlight",1
"Spring","Elsei ~ Moonrise",1
"Spring","B<U+01B1>BBLE ~ Morning Coffee",1
"Spring","Swedish House Mafia ~ Moth To A Flame",1
"Spring","Yung Gravy ~ Mr. Clean",1
"Spring","Saba ~ Mrs. Whoever / Something in the Water",1
"Spring","E-40 ~ My Ghetto Report Card",1
"Spring","Of Monsters and Men ~ My Head Is An Animal",1
"Spring","Pusha T ~ My Name Is My Name",1
"Spring","Lil Baby ~ My Turn",1
"Spring","Billie Eilish ~ MyBoi",1
"Spring","Problem ~ NOTHIN",1
"Spring","RL Grime ~ NOVA",1
"Spring","Childish Gambino ~ NOW That's What I Call Music, Vol. 64",1
"Spring","LUCKI ~ Nascar Dashcar",1
"Spring","MadeinTYO ~ Ned Flanders (feat. A$AP Ferg)",1
"Spring","Sweatson Klank ~ Need To Be",1
"Spring","Duke Dumont ~ Need U (100%) [feat. A*M*E]",1
"Spring","Cazzu ~ Nena Trampa",1
"Spring","Glimlip ~ Nest Egg",1
"Spring","Rich The Kid ~ New Freezer (feat. Kendrick Lamar)",1
"Spring","Rex Orange County ~ New House",1
"Spring","Don Philippe ~ New music",1
"Spring","redveil ~ Niagara",1
"Spring","Jazzy James ~ Nice To Meet U",1
"Spring","Laidback Luke ~ Night Like This (The Remixes)",1
"Spring","Kubuch ~ Night calls",1
"Spring","DJ Khaled ~ No Brainer",1
"Spring","London On Da Track ~ No Flag (feat. Nicki Minaj, 21 Savage & Offset)",1
"Spring","Nicki Minaj ~ No Frauds",1
"Spring","Cash Kidd ~ No Socks",1
"Spring","Lil Mosey ~ Northsbest",1
"Spring","Tiago PZK ~ Nos Comemos (feat. Ozuna)",1
"Spring","Snorlads ~ Nostalgic Echoes",1
"Spring","Satyr ~ Not Your Fault",1
"Spring","Mr. Probz ~ Nothing Really Matters",1
"Spring","David Guetta ~ Nothing but the Beat 2.0",1
"Spring","Lil Skies ~ Nowadays (feat. Landon Cube)",1
"Spring","Young Nudy ~ Nudy Land",1
"Spring","Kansas ~ OCC ROCKS",1
"Spring","Glimlip ~ Oasis",1
"Spring","Veronica Maggio ~ Och som vanligt hander det nagot hemskt",1
"Spring","The Weeknd ~ Often",1
"Spring","King Harvest ~ Old Friends",1
"Spring","Penn Masala ~ On Detours",1
"Spring","Young Thug ~ On the Run",1
"Spring","Timeflies ~ Once In a While",1
"Spring","less.people ~ One Day It's Over",1
"Spring","SLUMBERJACK ~ Open Fire (feat. Daniel Johns)",1
"Spring","Imagine Dragons ~ Origins",1
"Spring","BluntOne ~ Our Life Pictured",1
"Spring","Lil Tecca ~ Out Of Love",1
"Spring","YoungBoy Never Broke Again ~ Outside Today",1
"Spring","Drake ~ Over",1
"Spring","Kendrick Lamar ~ Overly Dedicated",1
"Spring","Cash Cash ~ Overtime EP",1
"Spring","Tory Lanez ~ PLAYBOY",1
"Spring","Burrito Eats ~ Padron Peppers",1
"Spring","Desiigner ~ Panda",1
"Spring","Sheff G ~ Panic",1
"Spring","T.I. ~ Paper Trail",1
"Spring","KSI ~ Patience (feat. YUNGBLUD & Polo G)",1
"Spring","Salva ~ Peacemaker",1
"Spring","A$AP Rocky ~ Peso",1
"Spring","Billy Joel ~ Piano Man (Legacy Edition)",1
"Spring","Weezer ~ Pinkerton",1
"Spring","Luxury Tax ~ Pints Bricks",1
"Spring","A$AP Ferg ~ Plain Jane REMIX (feat. Nicki Minaj)",1
"Spring","Gorillaz ~ Plastic Beach",1
"Spring","Aitch ~ Polaris",1
"Spring","Calvin Harris ~ Potion (with Dua Lipa & Young Thug)",1
"Spring","Westside Gunn ~ Pray for Paris",1
"Spring","Dylan Sinclair ~ Proverb",1
"Spring","Atlanta Rhythm Section ~ Quinella",1
"Spring","Snoop Dogg ~ R&G (Rhythm & Gangsta): The Masterpiece",1
"Spring","Mura Masa ~ R.Y.C",1
"Spring","BROCKHAMPTON ~ ROADRUNNER: NEW LIGHT, NEW MACHINE",1
"Spring","MIXK ~ Raindrops",1
"Spring","Octavian ~ Rari (Chapter 1)",1
"Spring","SamuW ~ Raspberry Dream",1
"Spring","Rihanna ~ Rated R",1
"Spring","Cochise ~ Red Head",1
"Spring","Warren G ~ Regulate. G Funk Era",1
"Spring","Sech ~ Relacion",1
"Spring","Drake ~ Relapse: Refill",1
"Spring","Blues Image ~ Rewind the 70s - Volume 3",1
"Spring","The Sugarhill Gang ~ Rhino Hi-Five: The Sugarhill Gang",1
"Spring","Moe ~ Rich Dreamin'",1
"Spring","Tinashe ~ Ride Of Your Life",1
"Spring","TyLuv. ~ River Glow",1
"Spring","Mac Dre ~ Ronald Dregan",1
"Spring","The Strokes ~ Room On Fire",1
"Spring","YBN Nahmir ~ Rubbin off the Paint",1
"Spring","Veorra ~ Ruby",1
"Spring","Jake Jurant ~ Runs Dry",1
"Spring","dvsn ~ SEPT 5TH",1
"Spring","P-Lo ~ SHINE",1
"Spring","SOB X RBE ~ SOB X RBE",1
"Spring","Konteks ~ Salgueiro",1
"Spring","paris91 ~ Salon",1
"Spring","Dean Lewis ~ Same Kind Of Different",1
"Spring","Lil Uzi Vert ~ Sanguine Paradise",1
"Spring","Jhene Aiko ~ Sativa feat. Rae Sremmurd",1
"Spring","Fed Nance ~ Sea Sky",1
"Spring","Seals and Crofts ~ Seals & Crofts' Greatest Hits",1
"Spring","BIGBABYGUCCI ~ Seeing Ghosts",1
"Spring","Summer Walker ~ Session 32",1
"Spring","Sha Mula ~ Sha MuLa X Chase BenJi X Giz da Cheifa",1
"Spring","Shawn Mendes ~ Shawn Mendes",1
"Spring","Queen ~ Sheer Heart Attack",1
"Spring","Timbaland ~ Shock Value",1
"Spring","Filter ~ Short Bus",1
"Spring","NLE Choppa ~ Shotta Flow (Feat. Blueface) [Remix]",1
"Spring","Lil Loaded ~ Shotta Shit",1
"Spring","Becky G ~ Shower",1
"Spring","Silver ~ Silver",1
"Spring","DripReport ~ Skechers (feat. Tyga)",1
"Spring","Khalid ~ Skyline",1
"Spring","Young Nudy ~ Sli'merre",1
"Spring","Young Nudy ~ SlimeBall 2",1
"Spring","ODIE ~ Slowly",1
"Spring","Chief Keef ~ Sneak Peek: Finally Rich",1
"Spring","Crosby, Stills, Nash & Young ~ So Far",1
"Spring","Patrick O'Hearn ~ So Flows The Current",1
"Spring","Maceo Plex ~ Solar Sampler",1
"Spring","Phlocalyst ~ Solenidae",1
"Spring","amies ~ Solitude",1
"Spring","Raimu ~ Sons of the Dew",1
"Spring","Jhene Aiko ~ Souled Out",1
"Spring","Loop Schrauber ~ Space Maneuvers",1
"Spring","Kid Cudi ~ Speedin' Bullet 2 Heaven",1
"Spring","GROUPLOVE ~ Spreading Rumours",1
"Spring","fourwalls ~ Staring Contest",1
"Spring","kudo ~ Staring Through",1
"Spring","Drxnk ~ Starry",1
"Spring","A Boogie Wit da Hoodie ~ Startender (feat. Offset and Tyga)",1
"Spring","lorleaf ~ Stena",1
"Spring","Soulja Boy ~ Stephen Curry",1
"Spring","The Rolling Stones ~ Sticky Fingers",1
"Spring","MAX ~ Still New York (feat. Joey Bada$$)",1
"Spring","YG ~ Stop Snitchin",1
"Spring","Avicii ~ Stories",1
"Spring","Kyle Dixon & Michael Stein ~ Stranger Things 2 (Soundtrack from the Netflix Original Series)",1
"Spring","Looking Glass ~ Subway Serenade",1
"Spring","Sugarloaf ~ Sugarloaf",1
"Spring","Fin ~ Summer's Passing",1
"Spring","Axwell /\ Ingrosso ~ Sun Is Shining",1
"Spring","Alina Baraz ~ Sunbeam",1
"Spring","Hippie Sabotage ~ Sunny",1
"Spring","Bcalm ~ Sunny Memories",1
"Spring","LESKY ~ Sunrays",1
"Spring","LUCKI ~ Sunset",1
"Spring","Petit Biscuit ~ Sunset Lover",1
"Spring","Tom The Mail Man ~ Sunset Visionary, Vol. 2",1
"Spring","RLLBTS ~ Sunshine",1
"Spring","Grandmaster Tilden ~ Sunshine Breeze",1
"Spring","Logic ~ Supermarket",1
"Spring","Tis L ~ Sweet Bay",1
"Spring","The Byrds ~ Sweetheart Of The Rodeo",1
"Spring","Lil Broomstick ~ Swept Up",1
"Spring","Migos ~ T-Shirt",1
"Spring","Alesso ~ THE END",1
"Spring","JiKay ~ Take Me Remixes",1
"Spring","Matthew Mole ~ Take Yours",1
"Spring","Enluv ~ Tangerine",1
"Spring","Khutko ~ Taribo",1
"Spring","Vodka ~ Te Amo Brasil (Football Party & Dance Hits 2014)",1
"Spring","Baby Weight ~ Team Player",1
"Spring","Cage The Elephant ~ Tell Me I'm Pretty",1
"Spring","Yung Gravy ~ Thanksgiving's Eve",1
"Spring","Shakira ~ The 2014 FIFA World Cup Official Album: One Love, One Rhythm",1
"Spring","Galantis ~ The Aviary",1
"Spring","Ahmad Jamal Trio ~ The Awakening",1
"Spring","Earth, Wind & Fire ~ The Best Of Earth, Wind & Fire Vol. 1",1
"Spring","Salt-N-Pepa ~ The Best Of Salt-N-Pepa 20th Century Masters The Millennium Collection",1
"Spring","2Pac ~ The Best of 2Pac",1
"Spring","Clap Cotton ~ The Colour Cool",1
"Spring","Avicii ~ The Days / Nights",1
"Spring","88-Keys ~ The Death Of Adam",1
"Spring","Journey ~ The Essential Journey",1
"Spring","Poco ~ The Essential Poco",1
"Spring","Lady Gaga ~ The Fame Monster",1
"Spring","TobyMac ~ The Goodness",1
"Spring","Jack Harlow ~ The Handsome Harlow EP",1
"Spring","The Weeknd ~ The Highlights",1
"Spring","Chance the Rapper ~ The Highs & The Lows",1
"Spring","Backstreet Boys ~ The Hits--Chapter One",1
"Spring","The Heavy ~ The House That Dirt Built",1
"Spring","John Denver ~ The John Denver Collection, Vol. 1: Take Me Home Country Roads",1
"Spring","Paul McCartney ~ The Kiss Of Venus (Dominic Fike)",1
"Spring","Derek & The Dominos ~ The Layla Sessions",1
"Spring","Ray Stevens ~ The Legendary Ray Stevens",1
"Spring","Joey Bada$$ ~ The Light Pack",1
"Spring","Curren$y ~ The Marina",1
"Spring","Rakim ~ The Master",1
"Spring","Queen ~ The Miracle",1
"Spring","Rejjie Snow ~ The Moon & You",1
"Spring","Taj Mahal ~ The Natch'l Blues",1
"Spring","Tory Lanez ~ The New Toronto 3",1
"Spring","Michael Scott Fan Club ~ The Office Theme",1
"Spring","Gucci Mane ~ The Return of East Atlanta Santa",1
"Spring","Bruce Springsteen ~ The Rising",1
"Spring","Tame Impala ~ The Slow Rush",1
"Spring","Billy Joel ~ The Stranger (Legacy Edition)",1
"Spring","Isaiah Rashad ~ The Sun's Tirade",1
"Spring","Gwen Stefani ~ The Sweet Escape",1
"Spring","Bob Dylan ~ The Times They Are A-Changin'",1
"Spring","Drakeo the Ruler ~ The Truth Hurts",1
"Spring","Bee Gees ~ The Ultimate Bee Gees",1
"Spring","Frankie Valli ~ The Very Best of Frankie Valli & The 4 Seasons",1
"Spring","Edith Piaf ~ The Voice Of the Sparrow / The Very Best Of Edith Piaf (Domestic Only)",1
"Spring","David Guetta ~ The World Is Mine",1
"Spring","Rudimental ~ These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",1
"Spring","Borgeous ~ This Could Be Love feat. Delaney Jane",1
"Spring","Aretha Franklin ~ This Girl's in Love with You",1
"Spring","Pierce Fulton ~ This Is Progressive House",1
"Spring","The Alchemist ~ This Thing Of Ours",1
"Spring","Elior ~ Tibau",1
"Spring","Clean Bandit ~ Tick Tock (feat. 24kGoldn)",1
"Spring","Machine Gun Kelly ~ Tickets To My Downfall",1
"Spring","Dontcry ~ Time In Motion",1
"Spring","svrite ~ Time To Listen",1
"Spring","Barlito ~ Times We Had",1
"Spring","DVBBS ~ Tinted Eyes (feat. blackbear & 24kGoldn)",1
"Spring","Jason Derulo ~ Tip Toe (feat. French Montana)",1
"Spring","DJ Khaled ~ To the Max",1
"Spring","Sean Paul ~ Tomahawk Technique",1
"Spring","ENRA ~ Tomorrows That Follow",1
"Spring","Ian Ewing ~ Tones of Opal",1
"Spring","Take Me To Your Best Friends House ~ Tongue Tied - Single",1
"Spring","Leezy ~ Tony Montana (feat. Stunna June & Rexx Life Raj)",1
"Spring","TOTO ~ Toto IV",1
"Spring","Two Door Cinema Club ~ Tourist History",1
"Spring","System Of A Down ~ Toxicity",1
"Spring","Joey Trap ~ Trap Jack",1
"Spring","DJ Boss Man ~ Trap King (Vol.1)",1
"Spring","Young Thug ~ Trap Still Boomin' 2",1
"Spring","Tom The Mail Man ~ Traveling Alone",1
"Spring","Smino ~ Trina",1
"Spring","YN Jay ~ Triple S",1
"Spring","Zedd ~ True Colors",1
"Spring","D. Savage ~ Trust No One",1
"Spring","NAV ~ Turks",1
"Spring","Fleetwood Mac ~ Tusk",1
"Spring","Empire of the Sun ~ Two Vines",1
"Spring","mike. ~ Uhyuready?",1
"Spring","Flosstradamus ~ Ultra Trap",1
"Spring","tobi lou ~ Uncle Iroh",1
"Spring","Saib ~ Under The Stars",1
"Spring","Casiio ~ Underneath",1
"Spring","Dr. Dundiff ~ Unity",1
"Spring","Yasumu ~ Until Forever",1
"Spring","T-Pain ~ Up Down (Do This All Day) (feat. B.o.B)",1
"Spring","Made in M ~ Vela",1
"Spring","Horsegirl ~ Versions of Modern Performance",1
"Spring","Vicente Fernandez ~ Vicente Fernandez",1
"Spring","DJ Khaled ~ Victory",1
"Spring","Dannic ~ Viper",1
"Spring","Jack Harlow ~ WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne)",1
"Spring","OneRepublic ~ Waking Up",1
"Spring","Comethazine ~ Walk (Remix)",1
"Spring","Ankitha ~ Walls",1
"Spring","Walmart Yodel Kid ~ Walmart Yodeling Kid",1
"Spring","Jack Harlow ~ Way Out (feat. Big Sean)",1
"Spring","Zo Val ~ Way Up",1
"Spring","at Wendys ~ We Beefin?",1
"Spring","Gorillaz ~ We Got the Power (feat. Jehnny Beth)",1
"Spring","TRIBEZ. ~ Weightless",1
"Spring","AJR ~ What Everyone's Thinking",1
"Spring","Sonder ~ What You Heard",1
"Spring","Cream ~ Wheels Of Fire",1
"Spring","Busta Rhymes ~ When Disaster Strikes...",1
"Spring","G-Eazy ~ When It's Dark Out",1
"Spring","David Guetta ~ Where Them Girls At (feat. Nicki Minaj & Flo Rida)",1
"Spring","Yung Gravy ~ Whippin",1
"Spring","Kiiara ~ Whippin (feat. Felix Snow)",1
"Spring","Alice Deejay ~ Who Needs Guitars Anyway?",1
"Spring","Arctic Monkeys ~ Who The F*** Are Arctic Monkeys?",1
"Spring","Isaiah Rashad ~ Why Worry",1
"Spring","Baby Smoove ~ Why so Serious",1
"Spring","DJ Khaled ~ Wild Thoughts",1
"Spring","Fetty Wap ~ With You",1
"Spring","KANKAN ~ Wokeup",1
"Spring","Selena Gomez ~ Wolves",1
"Spring","Taylor Swift ~ Women With Voices",1
"Spring","Fifth Harmony ~ Work from Home",1
"Spring","Wale ~ Wow... That's Crazy",1
"Spring","XanMan ~ Xan Servin 2",1
"Spring","Logic ~ YSIV",1
"Spring","Cherub ~ Year of the Caprese",1
"Spring","Billy Marchiafava ~ Yikes!",1
"Spring","Lost Kings ~ You",1
"Spring","Kehlani ~ You Should Be Here",1
"Spring","Yung Bleu ~ You're Mines Still (feat. Drake)",1
"Spring","Rex Orange County ~ You've Got a Friend in Me",1
"Spring","Aretha Franklin ~ Young, Gifted and Black",1
"Spring","Yung Bans ~ Yung Bans Vol. 3",1
"Spring","SZA ~ Z",1
"Spring","Ryan Trey ~ august",1
"Spring","midwxst ~ better luck next time.",1
"Spring","Billie Eilish ~ come out and play",1
"Spring","Lamar Azul ~ effervescent // perspective",1
"Spring","blackbear ~ everything means nothing",1
"Spring","DRWN. ~ harvest / the keeper",1
"Spring","tobi lou ~ hot tub DREAM Machine",1
"Spring","girl in red ~ i wanna be your girlfriend",1
"Spring","KYLE ~ iSpy (feat. Kodak Black)",1
"Spring","Wun Two ~ la donna e la chitarra",1
"Spring","redveil ~ learn 2 swim",1
"Spring","Billie Eilish ~ lovely (with Khalid)",1
"Spring","bbno$ ~ moneytalk",1
"Spring","farewell ~ sentiments",1
"Spring","midwxst ~ sidelines",1
"Spring","bbno$ ~ super saiyan flex",1
"Spring","Ariana Grande ~ thank u, next",1
"Spring","gnash ~ us",1
"Spring","Bo Burnham ~ what.",1
"Summer","Trippie Redd ~ !",1
"Summer","XXXTENTACION ~ #PROUDCATOWNERREMIX",1
"Summer","Tay-K ~ #SantanaWorld",1
"Summer","Tay-K ~ #SantanaWorld (+)",1
"Summer","The Countdown Kids ~ 100 All Time Children's Favorites",1
"Summer","Mustard ~ 100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",1
"Summer","E I S U ~ 2 Am. Study Session",1
"Summer","Tove Lo ~ 2 Die 4",1
"Summer","Mehdi Hassan ~ 25 Everlasting Ghazals By Mehdi Hassan",1
"Summer","Beyonce ~ 4",1
"Summer","Trevor Spitta ~ 4 My Eyes Only",1
"Summer","Chief Keef ~ 4NEM",1
"Summer","YG ~ 4REAL 4REAL",1
"Summer","CRAY ~ 4never",1
"Summer","The Beach Boys ~ 50 Big Ones: Greatest Hits",1
"Summer","Aaron May ~ 803MAYJOR VOL. 1",1
"Summer","Molchat Doma ~ <U+042D><U+0442><U+0430><U+0436><U+0438>",1
"Summer","The 1975 ~ A Brief Inquiry Into Online Relationships",1
"Summer","Panic! At The Disco ~ A Fever You Can't Sweat Out",1
"Summer","Jimmy Durante ~ A Holly Jolly Kids Christmas",1
"Summer","Bruno Major ~ A Song For Every Moon",1
"Summer","Tony Bennett ~ A Swingin' Christmas Featuring The Count Basie Big Band",1
"Summer","Dean Martin ~ A Winter Romance",1
"Summer","Travis Scott ~ A-Team",1
"Summer","YoungBoy Never Broke Again ~ AI YoungBoy 2",1
"Summer","Atif Aslam ~ Aapke Pyaar Mein (Love Songs)",1
"Summer","ShiShi ~ Aarti",1
"Summer","Counting Crows ~ Accidentally In Love",1
"Summer","Chance the Rapper ~ Acid Rap",1
"Summer","Tee Grizzley ~ Activated",1
"Summer","Larry June ~ Adjust To The Game",1
"Summer","Pastor Rex ~ Ain't Worth the Time",1
"Summer","Amerie ~ All I Have",1
"Summer","Passenger ~ All The Little Lights",1
"Summer","Bebe Rexha ~ All Your Fault: Pt. 2",1
"Summer","Fall Out Boy ~ American Beauty/American Psycho",1
"Summer","Booman Forever ~ And Then Boom",1
"Summer","Fifth Harmony ~ Angel",1
"Summer","The Strokes ~ Angles",1
"Summer","Kesha ~ Animal",1
"Summer","Mohit Chauhan ~ Anjaana Anjaani",1
"Summer","Annamayya Keerthana ~ Annamayya",1
"Summer","Blackstreet ~ Another Level",1
"Summer","Mano ~ April 1st Vidudala",1
"Summer","Miguel ~ Art Dealer Chic 4",1
"Summer","Jagjit Singh ~ Arth (Original Motion Picture Soundtrack)",1
"Summer","A Boogie Wit da Hoodie ~ Artist",1
"Summer","Mike Sherm ~ Asshole",1
"Summer","James Blake ~ Assume Form",1
"Summer","Atomic Drum Assembly ~ Atomic Drum Assembly",1
"Summer","Tyga ~ B*tch I'm the Sh*t 2",1
"Summer","midwxst ~ BACK IN ACTION 3.0",1
"Summer","O2worldwide ~ BACK ON TRACK",1
"Summer","XXXTENTACION ~ BAD!",1
"Summer","Aries ~ BELIEVE IN ME, WHO BELIEVES IN YOU",1
"Summer","Maxo Kream ~ BIG PERSONA (feat. Tyler, The Creator)",1
"Summer","DaBaby ~ BLAME IT ON BABY",1
"Summer","Bachman-Turner Overdrive ~ BTO's Greatest",1
"Summer","Amar Arshi ~ Baar Baar Dekho",1
"Summer","Chase Martin ~ Baby Wassup?",1
"Summer","Lil Mosey ~ Back At It (feat. Lil Baby)",1
"Summer","Steve Winwood ~ Back In The High Life",1
"Summer","Yusuf / Cat Stevens ~ Back to Earth",1
"Summer","A$AP Rocky ~ Bad Company (feat. BlocBoy JB)",1
"Summer","Steve Lacy ~ Bad Habit",1
"Summer","NAV ~ Bad Habits",1
"Summer","Smino ~ Baguetti (with JID & Kenny Beats)",1
"Summer","Wiz Khalifa ~ Bake Sale (feat. Travis Scott)",1
"Summer","Lunar ~ Bank",1
"Summer","Matt Maeson ~ Bank On The Funeral",1
"Summer","Ty Dolla $ign ~ Beach House 3",1
"Summer","Sean Kingston ~ Beautiful Girls",1
"Summer","Danger Mouse ~ Because (feat. Joey Bada$$, Russ, and Dylan Cartlidge)",1
"Summer","Nicki Minaj ~ Bed (feat. Ariana Grande)",1
"Summer","SHLOK ~ Been Gone",1
"Summer","Hubert Daviz ~ Before Sunrise",1
"Summer","Mac Miller ~ Best Day Ever (5th Anniversary Remastered Edition)",1
"Summer","P. Susheela ~ Best Of P. Susheela",1
"Summer","Talat Mahmood ~ Best of Talat Mahmood: His Evergreen Bollywood Hit Hindi Film Songs & Ghazals, Vol. 2",1
"Summer","Arunmozhi ~ Bharathi Kannamma (Original Motion Picture Soundtrack)",1
"Summer","24Lik ~ Big 24 Shit",1
"Summer","Kevin Gates ~ Big Gangsta",1
"Summer","Nia Sultana ~ Bigger Dreams",1
"Summer","EST Gee ~ Bigger Than Life Or Death",1
"Summer","Thin Lizzy ~ Black Rose: A Rock Legend",1
"Summer","Bryson Tiller ~ Blame",1
"Summer","JBlanked ~ Blindsight",1
"Summer","Ozzy Osbourne ~ Blizzard Of Ozz",1
"Summer","Bob Dylan ~ Blood On The Tracks",1
"Summer","Joni Mitchell ~ Blue",1
"Summer","Lil Mosey ~ Blueberry Faygo",1
"Summer","Cardi B ~ Bodak Yellow",1
"Summer","Loud Luxury ~ Body",1
"Summer","42 Dugg ~ Bounce Back",1
"Summer","Samm Henshaw ~ Broke",1
"Summer","Playboi Carti ~ Broke Boi",1
"Summer","Angele ~ Brol",1
"Summer","INTRXVRT ~ Btlgz, Vol. 2 (Flips N Remxs)",1
"Summer","Anderson .Paak ~ Bubblin",1
"Summer","Tyga ~ Bugatti Raww",1
"Summer","Green Day ~ Bullet in a Bible",1
"Summer","Jay Worthy ~ Bullshit",1
"Summer","Anarbor ~ Burnout",1
"Summer","The Buttertones ~ Buttertones",1
"Summer","Mike WiLL Made-It ~ Buy The World",1
"Summer","Aaron May ~ CHASE",1
"Summer","SSGKobe ~ Calabasas",1
"Summer","Chris Brown ~ Call Me Every Day (feat. Wizkid)",1
"Summer","Gustavo Santaolalla ~ Camino",1
"Summer","Steely Dan ~ Can't Buy A Thrill",1
"Summer","Pharrell Williams ~ Cash In Cash Out",1
"Summer","KJ King of Hearts ~ Cast On",1
"Summer","PnB Rock ~ Catch These Vibes",1
"Summer","Crystal Fighters ~ Cave Rave",1
"Summer","Tyler, The Creator ~ Cherry Bomb",1
"Summer","Chicago ~ Chicago 17",1
"Summer","Rob $tone ~ Chill Bill (feat. J. Davi$ & Spooks)",1
"Summer","The Beach Boys ~ Christmas With The Beach Boys",1
"Summer","Isaiah Rashad ~ Cilvia Demo",1
"Summer","Mac Miller ~ Circles",1
