"Year","Album","Plays"
"2021","Bazzi ~ I Got You",26
"2021","Kid Cudi ~ Man On The Moon III: The Chosen",26
"2021","Emmit Fenn ~ Prologue",26
"2021","Khalid ~ Scenic Drive (The Tape)",26
"2021","Avicii ~ TIM",26
"2021","The Paper Kites ~ Woodland",26
"2022","Tep No ~ Chasing Highs",26
"2022","Kanye West ~ Donda",26
"2022","Billie Eilish ~ Guitar Songs",26
"2022","San Holo ~ IT HURTS!",26
"2022","Alok ~ In My Mind",26
"2022","Sam Smith ~ In The Lonely Hour",26
"2022","Stanislav Gallin ~ Music From The Twilight Saga",26
"2018","King Princess ~ 1950",25
"2018","Omega ~ El Dueno del Flow, Vol. 2",25
"2018","Rihanna ~ Good Girl Gone Bad: Reloaded",25
"2018","Ruth B. ~ Lost Boy",25
"2018","SAFE ~ No Answer",25
"2018","Camila Cabello ~ Real Friends",25
"2018","Robin Schulz ~ Uncovered",25
"2018","Lewis Watson ~ little light (acoustic version)",25
"2019","Mauve ~ By My Side",25
"2019","ayokay ~ Cassette",25
"2019","Ninho ~ Comme prevu",25
"2019","bulow ~ Crystalline",25
"2019","Rannar Sillard ~ Dream Voucher",25
"2019","Martin Garrix ~ High On Life (feat. Bonn)",25
"2019","Finding Hope ~ Our Love",25
"2019","Train ~ Save Me, San Francisco (Golden Gate Edition)",25
"2019","Nidza Bleja ~ Worldwide Vol.2016",25
"2019","blackbear ~ hot girl bummer",25
"2019","Lauv ~ i'm so tired...",25
"2020","Rihanna ~ ANTI",25
"2020","UMI ~ Butterfly",25
"2020","Big Sean ~ Dark Sky Paradise",25
"2020","Vance Joy ~ Dream Your Life Away",25
"2020","K-391 ~ End of Time",25
"2020","Matter and Energy ~ Equilibrium",25
"2020","Yonder Dale ~ Eternal Slumber",25
"2020","Astron ~ Falling Deeply",25
"2020","Leah Maur ~ For now",25
"2020","Keira Conlon ~ Lyrebird",25
"2020","Irizarry Barraza ~ Nechama",25
"2020","Finding Hope ~ Our Love",25
"2020","Benjamin Gustafsson ~ Presomnal",25
"2020","Leah Day ~ Snowdonia",25
"2020","Elskavon ~ Traditions & Traitors",25
"2020","Ali Gatie ~ YOU",25
"2021","A R I Z O N A ~ GALLERY",25
"2021","Klangkarussell ~ Hey Maria",25
"2021","Hans Zimmer ~ Interstellar (Original Motion Picture Soundtrack)",25
"2021","Masego ~ Lady Lady",25
"2021","88rising ~ Midsummer Madness 20 (feat. Joji, Rich Brian, Higher Brothers & AUGUST 08)",25
"2021","Jeremy Zucker ~ Motions",25
"2021","Lofi Fruits Music ~ Over the rainbow",25
"2021","Petit Biscuit ~ Presence",25
"2021","Jaden ~ SYRE",25
"2021","Masego ~ Studying Abroad",25
"2021","Petit Biscuit ~ Sunset Lover",25
"2022","Mauve ~ By My Side",25
"2022","Jonas Blue ~ By Your Side",25
"2022","The Piano Guys ~ Limitless",25
"2022","Burna Boy ~ Love, Damini",25
"2022","Andy Grammer ~ Naive",25
"2022","Khalid ~ Suncity",25
"2022","Declan McKenna ~ What Do You Think About the Car?",25
"2022","Daniel Caesar ~ Who Hurt You?",25
"2022","Jeremy Zucker ~ glisten",25
"2022","Jeremy Zucker ~ you were good to me",25
"2018","CNCO ~ CNCO",24
"2018","Tungevaag ~ Coming Up (feat. Victor Crone)",24
"2018","Hozier ~ Hozier",24
"2018","CNCO ~ Llegaste Tu",24
"2018","Tom Odell ~ Magnetised",24
"2018","Bobby McFerrin ~ Simple Pleasures",24
"2018","Billie Eilish ~ Six Feet Under",24
"2018","Ed Sheeran ~ The Hobbit: The Desolation of Smaug (Original Motion Picture Soundtrack) [Special Edition]",24
"2019","88rising ~ Head In The Clouds",24
"2019","Ed Sheeran ~ I Don't Care (with Justin Bieber)",24
"2019","Daigo Hanada ~ Ichiru",24
"2019","ODESZA ~ In Return",24
"2019","Gavin Haley ~ Jet Lag",24
"2019","Otto A. Totland ~ Pino",24
"2019","Deep Inside ~ Silent Shores",24
"2019","Joseph McGrahl ~ Spirit of Harmony",24
"2019","Kygo ~ Stargazing",24
"2020","ODESZA ~ A Moment Apart",24
"2020","Delle Alpi ~ Falling Stars",24
"2020","Bakermat ~ Games (feat. Marie Plassard)",24
"2020","Dilaz ~ Green Space",24
"2020","Don Toliver ~ Heaven Or Hell",24
"2020","SHAED ~ Melt",24
"2020","AJR ~ Neotheater",24
"2020","MGMT ~ Oracular Spectacular",24
"2020","Phillipp Vogler ~ Schwebend",24
"2020","Pop Smoke ~ Shoot For The Stars Aim For The Moon",24
"2020","Brian Eno ~ Small Craft On A Milk Sea",24
"2020","Ed Sheeran ~ The Hobbit: The Desolation of Smaug (Original Motion Picture Soundtrack)",24
"2020","lovelytheband ~ finding it hard to smile",24
"2020","NIKI ~ lowkey",24
"2021","Tiesto ~ A Town Called Paradise",24
"2021","Black Atlass ~ Dream Awake",24
"2021","Yiruma ~ First Love",24
"2021","Mauve ~ Lost & Found",24
"2021","Sam Smith ~ Love Goes",24
"2021","Giveon ~ TAKE TIME",24
"2021","Daniel Caesar ~ Who Hurt You?",24
"2021","keshi ~ just friends",24
"2022","KSHMR ~ Bombay Dreams (feat. Kavita Seth)",24
"2022","SAINt JHN ~ Collection One",24
"2022","tobi lou ~ Endorphins",24
"2022","Daniel Caesar ~ Get You - Single",24
"2022","Gryffin ~ Gravity",24
"2022","Phil Collins ~ Helt Ny Varld (En) (A Whole New World) - Disney Favourites",24
"2022","Jhene Aiko ~ Sail Out",24
"2022","Baby Keem ~ The Melodic Blue",24
"2022","Post Malone ~ beerbongs & bentleys",24
"2017","J Balvin ~ Energia",23
"2017","Maluma ~ Pretty Boy, Dirty Boy",23
"2018","James TW ~ First Impressions",23
"2018","John Adams ~ For Me, For Her, For You",23
"2018","Jason Mraz ~ I Won't Give Up",23
"2018","Jason Mraz ~ Love Is a Four Letter Word",23
"2018","JONES ~ Melt (Acoustic Version)",23
"2018","Anson Seabra ~ Robin Hood",23
"2018","James Arthur ~ Say You Won't Let Go",23
"2018","Khalid ~ Suncity",23
"2018","Hollow Coves ~ The Woods (Acoustic)",23
"2019","Nidza Bleja ~ Altina Dzez",23
"2019","Ashe ~ Choirs",23
"2019","LUCHS ~ Dawning",23
"2019","Ruel ~ Dazed & Confused",23
"2019","Ninho ~ Destin",23
"2019","Julia Michaels ~ Fifty Shades Freed",23
"2019","Thomas Newman ~ Finding Nemo",23
"2019","VAX ~ Fireproof (feat. Teddy Sky)",23
"2019","Elephante ~ Glass Mansion",23
"2019","Lorenzo De Lima ~ Harddoc",23
"2019","Nidza Bleja ~ Instrumental (vol.51)",23
"2019","Takagi & Ketra ~ JAMBO",23
"2019","Jeremy Zucker ~ Motions",23
"2019","Grady ~ Open (feat. Cailin Russo)",23
"2019","The Weeknd ~ Starboy",23
"2019","Nicky Jam ~ Te Robare",23
"2019","R3HAB ~ The Wave",23
"2019","gnash ~ we",23
"2020","Cooper Sams ~ A New Day",23
"2020","Sheppard ~ Bombs Away",23
"2020","Mayol ~ Breathe Out",23
"2020","Elsa Greeve ~ Catastrophically in love with you",23
"2020","Mac Miller ~ Circles",23
"2020","Drum Chief ~ Cracking Drums, Vol. 1",23
"2020","Matilda Charpie ~ Fermez vos yeux",23
"2020","Daniel Caesar ~ Get You - Single",23
"2020","KIDS SEE GHOSTS ~ KIDS SEE GHOSTS",23
"2020","Masego ~ Lady Lady",23
"2020","Ajay Stephens ~ Memories (Drinks Bring Back)",23
"2020","Vas Bela ~ Nyugalom",23
"2020","Johann Eder ~ Peace",23
"2020","Sleep Lab ~ Perfect Parameters",23
"2020","Maggie Lindemann ~ Pretty Girl",23
"2020","George Ezra ~ Staying at Tamara's",23
"2020","Khalid ~ Suncity",23
"2020","Momento ~ Time Traveller",23
"2020","Beyond The Bubble ~ Voyager",23
"2021","SAINt JHN ~ Collection One",23
"2021","Chill Fruits Music ~ Drift Into Your World",23
"2021","Tom Misch ~ Geography",23
"2021","Ludovico Einaudi ~ In A Time Lapse",23
"2021","Arijit Singh ~ Kedarnath",23
"2021","Lofi Fruits Music ~ Old Sad Songs But It's Lofi Fruits Remix",23
"2021","FINNEAS ~ Optimist",23
"2021","The Weeknd ~ Starboy",23
"2021","Hugh Jackman ~ The Greatest Showman (Original Motion Picture Soundtrack)",23
"2021","Ed Sheeran ~ The Hobbit: The Desolation of Smaug (Original Motion Picture Soundtrack)",23
"2021","Gym Class Heroes ~ The Papercut Chronicles II",23
"2021","Kamal. ~ war outside",23
"2022","Kim Bo ~ A Piano Dream",23
"2022","Foudeqush ~ Black Panther: Wakanda Forever - Music From and Inspired By",23
"2022","Lost Kings ~ Feather",23
"2022","SAINt JHN ~ Ghetto Lenny's Love Songs",23
"2022","SZA ~ Good Days",23
"2022","Pipe Calderon ~ History",23
"2022","Chelsea Cutler ~ How To Be Human",23
"2022","Ludovico Einaudi ~ In A Time Lapse",23
"2022","Alina Baraz ~ It Was Divine",23
"2022","B3nte ~ La La La",23
"2022","Old Sea Brigade ~ Old Sea Brigade",23
"2022","Jai Wolf ~ Starlight",23
"2022","Vishal-Shekhar ~ Student of the Year (Original Motion Picture Soundtrack)",23
"2022","Masego ~ Studying Abroad",23
"2018","Avicii ~ AVICI",22
"2018","Maluma ~ Corazon",22
"2018","Calum Scott ~ Dirty Dancing",22
"2018","Alan Walker ~ Faded",22
"2018","Mark Diamond ~ Find You",22
"2018","Kygo ~ First Time",22
"2018","Jack Johnson ~ Jack Johnson And Friends: Sing-A-Longs And Lullabies For The Film Curious George",22
"2018","Jeremy Zucker ~ Motions",22
"2018","Rihanna ~ Unapologetic",22
"2019","Kollegah ~ Alphagene II",22
"2019","Dominic Fike ~ Don't Forget About Me, Demos",22
"2019","Nidza Bleja ~ Instrumental (vol.3)",22
"2019","Bryce Vine ~ La La Land EP",22
"2019","Lukas Graham ~ Love Someone",22
"2019","Late Era ~ Memoir Collections I - Beginnings",22
"2019","Rihanna ~ Unapologetic",22
"2020","Naturally Recurring ~ Beyond the Atmosphere",22
"2020","Leah Maur ~ Chamomile",22
"2020","Matilda Charpie ~ Crepuscule",22
"2020","Jiao Ch'ien ~ Diligence",22
"2020","Efectos ~ Efectos",22
"2020","Vas Bela ~ Ejszakai",22
"2020","Kina ~ Get You The Moon (feat. Snow)",22
"2020","Train ~ Mai Tais (feat. Skylar Grey)",22
"2020","Havanna Chandri ~ My Sleeping Rose",22
"2020","Dreamscaper ~ Nightscapes",22
"2020","Regina Mira ~ October",22
"2020","Masala Roo ~ Pads of Redemption",22
"2020","Ferdinando Zetticci ~ Sonnambulismo",22
"2020","Artura Ponce Valles ~ Sueno (nos vemos manana)",22
"2020","JAY-Z ~ The Blueprint 3",22
"2020","Ave Air ~ The Sameness of Phosphorus and Hesperus",22
"2020","Vaclav Slezak ~ Trpelivost ruze prinasi",22
"2020","Octave Riviere ~ Un reve merveilleux",22
"2020","Jupiter Grains ~ Untitled",22
"2020","Elevie J ~ Wading in dreams",22
"2020","Gemma Casimaty ~ Will you be there when I wake up",22
"2020","Chelsea Cutler ~ Your Shirt",22
"2020","Lori Dulac ~ cognizant",22
"2021","Ashe ~ Ashlyn",22
"2021","Alan Walker ~ Different World",22
"2021","Kygo ~ Fragile",22
"2021","Daniel Caesar ~ Get You - Single",22
"2021","Ludovico Einaudi ~ I Giorni",22
"2021","Lofi Fruits Music ~ I'm Yours",22
"2021","Frank Ocean ~ In My Room",22
"2021","Nicky Jam ~ Intimo",22
"2021","Tiesto ~ Jackie Chan",22
"2021","The Weeknd ~ Kiss Land",22
"2021","Shoffy ~ Lenses",22
"2021","Maite Perroni ~ Loca (feat. Cali y El Dandee)",22
"2021","Ed Sheeran ~ Perfect",22
"2021","ILLENIUM ~ Sideways",22
"2021","Grant ~ Wishes",22
"2022","Pentatonix ~ A Pentatonix Christmas Deluxe",22
"2022","Pritam ~ Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition]",22
"2022","The Weeknd ~ Best Friends",22
"2022","ODESZA ~ Better Now (feat. MARO)",22
"2022","Disney Peaceful Piano ~ Disney Peaceful Piano: Lullaby",22
"2022","Kid Cudi ~ Entergalactic",22
"2022","Lauv ~ I met you when I was 18.",22
"2022","Hans Zimmer ~ Interstellar (Original Motion Picture Soundtrack)",22
"2022","Justin Bieber ~ Justice",22
"2022","Ki:Theory ~ KITTY HAWK (Remixed and Extended)",22
"2022","Smokey Robinson ~ Love",22
"2022","Daniel Caesar ~ Pilgrim's Paradise",22
"2022","yaeow ~ both of us",22
"2022","dhruv ~ rapunzel",22
"2018","Why Don't We ~ 8 Letters",21
"2018","HAEVN ~ Back In The Water",21
"2018","Selena Gomez ~ Back To You",21
"2018","Kina Grannis ~ Crazy Rich Asians (Original Motion Picture Soundtrack)",21
"2018","Lauv ~ I Like Me Better",21
"2018","Sasha Alex Sloan ~ Runaway",21
"2018","Shawn Mendes ~ Shawn Mendes",21
"2018","Hollow Coves ~ Wanderlust",21
"2019","Why Don't We ~ Big Plans",21
"2019","Quinn XCII ~ Bloom",21
"2019","Marnik ~ Burn",21
"2019","Rihanna ~ FourFiveSeconds",21
"2019","Nidza Bleja ~ Instrumental (vol.46)",21
"2019","Matter and Energy ~ Matter and Energy",21
"2019","Nidza Bleja ~ Strogo poslovno",21
"2019","Robin Schulz ~ Uncovered",21
"2019","Said The Sky ~ Wide-Eyed",21
"2020","Gemma Casimaty ~ A Bed Of Clouds",21
"2020","ILLENIUM ~ ASCEND",21
"2020","Bastille ~ Another Place",21
"2020","Conkarah ~ Banana (feat. Shaggy)",21
"2020","Sanja Goransson ~ Barndomsminnen",21
"2020","Enlightment Spirits ~ Bedtime Roses",21
"2020","Voyager ~ Bridge",21
"2020","LUCHS ~ Chasing Cloud Nine",21
"2020","Arlette Leduc ~ Coralia",21
"2020","Bruno Mars ~ Doo-Wops & Hooligans",21
"2020","Tine Mydland ~ Et oyeblikk",21
"2020","Dennis Kruissen ~ Falling In Love",21
"2020","Don Mazuck ~ For My Heart",21
"2020","SAINt JHN ~ Ghetto Lenny's Love Songs",21
"2020","Maluma ~ Hawai",21
"2020","Luna Meguise ~ Hush",21
"2020","Shoffy ~ I Can't Help (with Sarcastic Sounds)",21
"2020","Peter Manos ~ In My Head",21
"2020","ODESZA ~ In Return",21
"2020","Dreamscaper ~ Insomnia Curator",21
"2020","Elise Ryen ~ Kritagya",21
"2020","RINI ~ My Favourite Clothes",21
"2020","Luna Meguise ~ Noches rojas",21
"2020","Eva Slott ~ Serenity",21
"2020","Szigeti Aliz ~ Stelliferous",21
"2020","Vishal-Shekhar ~ Student of the Year (Original Motion Picture Soundtrack)",21
"2020","Nico Segal ~ Surf",21
"2020","Mac Miller ~ Swimming",21
"2020","Starry Girl ~ Tranquility",21
"2020","Avicii ~ True",21
"2021","Jeremy Ng ~ A Disney Collection",21
"2021","Sid Sriram ~ Ala Vaikunthapurramuloo",21
"2021","Lucky Daye ~ Buying Time - A COLORS SHOW",21
"2021","Yiruma ~ From The Yellow Room",21
"2021","SYML ~ Here Comes the Sun",21
"2021","Peter Manos ~ In My Head",21
"2021","Akon ~ Konvicted",21
"2021","A R I Z O N A ~ Oceans Away",21
"2021","Lucky Daye ~ Painted",21
"2021","Arijit Singh ~ Roy",21
"2021","Lord Huron ~ Strange Trails",21
"2021","Vishal-Shekhar ~ Student of the Year (Original Motion Picture Soundtrack)",21
"2021","Billy Eichner ~ The Lion King",21
"2021","Aries ~ WELCOME HOME",21
"2021","Jon Schmidt ~ Winter Serenade",21
"2021","almost monday ~ this is growing up",21
"2022","Childish Gambino ~ """"Awaken, My Love!""""",21
"2022","Ed Sheeran ~ =",21
"2022","KSHMR ~ Around The World (feat. NOUMENN)",21
"2022","KSHMR ~ Burn",21
"2022","Pedro Capo ~ Calma",21
"2022","Isaiah Rashad ~ Cilvia Demo",21
"2022","Pink Sweat$ ~ Heaven",21
"2022","Lofi Fruits Music ~ Old Sad Songs But It's Lofi Fruits Remix",21
"2022","Ed Sheeran ~ Perfect",21
"2022","Lorde ~ Pure Heroine",21
"2022","Sam Smith ~ To Die For",21
"2018","Aqualung ~ 10 Futures",20
"2018","2CELLOS ~ 2Cellos",20
"2018","Ed Sheeran ~ Castle on the Hill",20
"2018","Holmsey ~ Escape",20
"2018","Sia ~ Mountains",20
"2018","John Mayer ~ New Light",20
"2018","Ina Wroldsen ~ Strongest",20
"2019","Danny Ocean ~ 54+1",20
"2019","ILLENIUM ~ ASCEND",20
"2019","DuyVu ~ Bishop of Nature",20
"2019","Quinn XCII ~ Change of Scenery",20
"2019","Sub Urban ~ Cradles",20
"2019","Lil Dicky ~ Earth",20
"2019","SAINt JHN ~ Ghetto Lenny's Love Songs",20
"2019","Jon Bellion ~ Glory Sound Prep",20
"2019","Kygo ~ Happy Now",20
"2019","Hushed ~ In Dreams",20
"2019","Purple Tower ~ In The Dust",20
"2019","Ruth B. ~ Lost Boy",20
"2019","Bazzi ~ Paradise",20
"2019","James Arthur ~ Say You Won't Let Go",20
"2019","Claes Nilsson ~ The Sleeper",20
"2020","Yue Yan Jen ~ <U+68A6><U+8776> - Dream to be a butterfly",20
"2020","Keeva Craig ~ Ashton Lane",20
"2020","Alma Grotte ~ Carpe Noctem",20
"2020","Koby Laver ~ Close your eyes",20
"2020","Yonatan Awate ~ Continuation",20
"2020","Omotesando ~ Diverse Path",20
"2020","Tom Misch ~ Geography",20
"2020","Forest Creatures ~ Home",20
"2020","Donato Manna ~ In Peace",20
"2020","Sven Stierna ~ Insomniac",20
"2020","Idzi Kowalczyk ~ Kolysanka",20
"2020","FINNEAS ~ Let's Fall In Love For The Night",20
"2020","Jakob Ahlbom ~ Like Home",20
"2020","Joaquin Mans ~ Longing",20
"2020","A R I Z O N A ~ Oceans Away",20
"2020","American Authors ~ Oh, What A Life",20
"2020","Alan Ellis ~ Phases",20
"2020","Chama Wijnen ~ Reaching",20
"2020","Anson Seabra ~ Robin Hood (Sarcastic Sounds Remix)",20
"2020","Travis Scott ~ Rodeo",20
"2020","Pathos Humano ~ Sangre",20
"2020","Chaima Bergevoet ~ Sluimeren",20
"2020","Rosa Lovstrom ~ Somnium",20
"2020","Dilaz ~ Space Echoes",20
"2020","Benjamin Martins ~ The Minimalist",20
"2020","Edwin Austin ~ Trap Keys",20
"2020","Universo ~ Universo",20
"2020","Minik Knudsen ~ Vuggevise",20
"2020","keshi ~ just friends",20
"2021","Kim Bo ~ A Piano Dream",20
"2021","ILLENIUM ~ ASCEND",20
"2021","Petit Biscuit ~ Drivin Thru the Night",20
"2021","Snoh Aalegra ~ I Want You Around (feat. 6LACK) [Remix]",20
"2021","Social House ~ Magic In The Hamptons (feat. Lil Yachty)",20
"2021","Sia ~ Music",20
"2021","Anson Seabra ~ Songs I Wrote in My Bedroom",20
"2022","Jeremy Ng ~ A Disney Collection",20
"2022","BRONSON ~ BRONSON",20
"2022","Arman Cekin ~ Better Days",20
"2022","Frank Ocean ~ Biking",20
"2022","Quinn XCII ~ Change of Scenery II",20
"2022","Dekleyn ~ Chasing Dreams",20
"2022","KSHMR ~ Close Your Eyes",20
"2022","Colouring ~ Heathen",20
"2022","HONNE ~ LET'S JUST SAY THE WORLD ENDED A WEEK FROM NOW, WHAT WOULD YOU DO?",20
"2022","Flume ~ Palaces",20
"2022","Maurice West ~ The Kick",20
"2022","Rihanna ~ Unapologetic",20
"2022","Kamal. ~ blue",20
"2022","Cat Burns ~ go",20
"2018","Tiwa Savage ~ All Over",19
"2018","Lartiste ~ Clandestino",19
"2018","T-Pain ~ Dan Bilzerian (feat. Lil Yachty)",19
"2018","Juke Ross ~ GREY",19
"2018","Elephante ~ Glass Mansion",19
"2018","GoldFish ~ Hold Your Kite",19
"2018","Sam Smith ~ In The Lonely Hour",19
"2018","Finding Hope ~ Love",19
"2018","Martin Garrix ~ Ocean (feat. Khalid)",19
"2018","The Spacies ~ Pictures",19
"2018","JP Cooper ~ Raised Under Grey Skies",19
"2018","Chainwave ~ Reconcider Everything",19
"2018","Mike Perry ~ Stay Young",19
"2018","Natalie Taylor ~ Surrender",19
"2018","Tyler Ward ~ The Hardest Thing",19
"2018","Alan Walker ~ The Spectre",19
"2018","JT Roach ~ Tipsy Love",19
"2018","Jon Schmidt ~ Winter Serenade",19
"2019","Russ ~ Back To Life",19
"2019","Bastille ~ Bad Blood",19
"2019","The Weeknd ~ Beauty Behind The Madness",19
"2019","LUCHS ~ Chasing Cloud Nine",19
"2019","Alicia Keys ~ Girl on Fire (Remixes)",19
"2019","Hozier ~ Hozier",19
"2019","Ariana Grande ~ MONOPOLY",19
"2019","Leerseite ~ Monument",19
"2019","Dreamville ~ Revenge Of The Dreamers III",19
"2019","Biqram ~ Slip into Darkness",19
"2019","Whethan ~ When I'm Down",19
"2019","The Piano Guys ~ Wonders",19
"2020","Ed Sheeran ~ +",19
"2020","Kasper Schill ~ Ava",19
"2020","Joji ~ BALLADS 1",19
"2020","Jeremy Zucker ~ Breathe",19
"2020","Belle Margaux ~ Catch the Fallen",19
"2020","Artemio Li Fonti ~ Chiudete gli occhi",19
"2020","Tame Impala ~ Currents",19
"2020","Jamie Troy ~ Cycles",19
"2020","Lewis Capaldi ~ Divinely Uninspired To A Hellish Extent",19
"2020","Dominic Fike ~ Don't Forget About Me, Demos",19
"2020","Rannar Sillard ~ Dream Voucher",19
"2020","Calvin Harris ~ Funk Wav Bounces Vol.1",19
"2020","CNCO ~ Hey DJ",19
"2020","Lauv ~ I met you when I was 18.",19
"2020","Daigo Hanada ~ Ichiru",19
"2020","UMI ~ Lullaby",19
"2020","The Cinematic Orchestra ~ Ma Fleur",19
"2020","Najma Wallin ~ Med slutna ogon",19
"2020","Maroon 5 ~ Memories",19
"2020","Leerseite ~ Monument",19
"2020","Rosa Lovstrom ~ Noctis",19
"2020","Billie Eilish ~ Ocean Eyes",19
"2020","Empty Space ~ Paranormal",19
"2020","Night Poets ~ Parts Unknown",19
"2020","Fouad Elalamy ~ Portal",19
"2020","Charmaine D'Avis ~ Revasseur",19
"2020","Joseph McGrahl ~ Spirit of Harmony",19
"2020","Noname ~ Telefone",19
"2020","Into A Dream ~ The Silent Mind",19
"2020","Akon ~ Trouble",19
"2020","Billie Eilish ~ lovely (with Khalid)",19
"2020","Tate McRae ~ you broke me first",19
"2021","Vishal Dadlani ~ Bang Bang",19
"2021","Frank Ocean ~ Biking",19
"2021","Rochak Kohli ~ Dil Na Jaaneya (From """"Good Newwz"""")",19
"2021","Choker ~ Forever & A Few",19
"2021","Daniel Caesar ~ Freudian",19
"2021","Kina ~ Get You The Moon (feat. Snow)",19
"2021","Kanye West ~ Graduation",19
"2021","Pink Sweat$ ~ Heaven",19
"2021","Alok ~ Innocent (feat. Gavin James)",19
"2021","Shawn Mendes ~ It'll Be Okay",19
"2021","Gavin Haley ~ Long Game",19
"2021","UMI ~ Lullaby",19
"2021","Pentatonix ~ PTX, Vol. 1",19
"2021","Pitbull ~ Planet Pit",19
"2021","CNCO ~ Que Quienes Somos",19
"2021","Kamal. ~ homebody",19
"2021","Billie Eilish ~ lovely (with Khalid)",19
"2022","Bryson Tiller ~ A Different Christmas",19
"2022","SYML ~ Girl",19
"2022","Faime ~ Journeys",19
"2022","San Holo ~ Light",19
"2022","Patrick Watson ~ Love Songs For Robots",19
"2022","Kid Cudi ~ Man On The Moon III: The Chosen",19
"2022","Mr. Probz ~ Nothing Really Matters",19
"2022","Flume ~ Skin",19
"2022","Noah Cyrus ~ THE END OF EVERYTHING",19
"2017","Bedtime Instrumental Piano Music Academy ~ Best Relaxation Piano Music - Pure Instrumental Sounds for Sleep, Meditation, Children, Focus on Learning, Oasis of Peace",18
