"Year","Album","Plays"
"2021","Masego ~ Mystery Lady (feat. Don Toliver)",16
"2021","American Authors ~ Oh, What A Life",16
"2021","Bryant Myers ~ Tanta Falta Remix",16
"2021","Faime ~ Thoughts",16
"2021","Major Lazer ~ Titans (feat. Sia & Labrinth)",16
"2021","The Neighbourhood ~ Wiped Out!",16
"2021","Regard ~ You",16
"2021","Babe Rainbow ~ Your Imagination (feat. Jaden)",16
"2021","Billie Eilish ~ come out and play",16
"2022","Forester ~ A Range of Light",16
"2022","Arijit Singh ~ Aashiqui 2",16
"2022","Benny Martin ~ Can't Help Falling In Love",16
"2022","Alok ~ Don't Say Goodbye (feat. Tove Lo)",16
"2022","Lofi Fruits Music ~ Drift Into Your World",16
"2022","Pitbull ~ Globalization",16
"2022","Lucky Daye ~ Good & Plenty",16
"2022","Nazareno Aversa ~ Great Songs for Piano",16
"2022","Shallou ~ High Tide",16
"2022","Frank Ocean ~ Novacane",16
"2022","Atif Aslam ~ O Saathi (From """"Baaghi 2"""")",16
"2022","Alexander 23 ~ Oh No, Not Again!",16
"2022","Oh Wonder ~ Oh Wonder",16
"2022","Miguel ~ Remember Me (Duo)",16
"2022","Mark Sixma ~ Sinfonia",16
"2022","Lofi Fruits Music ~ Study With Me",16
"2022","Petit Biscuit ~ Sunset Lover",16
"2022","Ed Sheeran ~ The Hobbit: The Desolation of Smaug (Original Motion Picture Soundtrack)",16
"2022","The Paper Kites ~ Woodland",16
"2022","Sky McCreery ~ i looked into your eyes",16
"2018","Eklipse ~ A Night In Strings",15
"2018","Billie Eilish ~ Bellyache",15
"2018","John Paul White ~ Beulah",15
"2018","Luis Fonsi ~ Despacito (Featuring Daddy Yankee)",15
"2018","James Arthur ~ Naked",15
"2018","American Authors ~ Oh, What A Life",15
"2019","King Princess ~ 1950",15
"2019","Jack & Jack ~ A Good Friend Is Nice",15
"2019","Avicii ~ AVICI",15
"2019","Takagi & Ketra ~ Amore e Capoeira",15
"2019","Peter Sandberg ~ Balm",15
"2019","Haristone ~ Booska Pefra, Vol. 2",15
"2019","CNCO ~ CNCO",15
"2019","6ix9ine ~ DUMMY BOY",15
"2019","Mike Perry ~ Don't Hide",15
"2019","Dua Lipa ~ Dua Lipa",15
"2019","6LACK ~ East Atlanta Love Letter",15
"2019","James Bay ~ Electric Light",15
"2019","Alan Walker ~ Faded",15
"2019","A R I Z O N A ~ GALLERY",15
"2019","Juke Ross ~ GREY",15
"2019","Rihanna ~ Good Girl Gone Bad: Reloaded",15
"2019","Gryffin ~ Gravity",15
"2019","Mike Posner ~ Island Life Coffee House",15
"2019","Verzache ~ January",15
"2019","Russ ~ Just In Case",15
"2019","Jason Mraz ~ Love Is a Four Letter Word",15
"2019","Social House ~ Magic In The Hamptons (feat. Lil Yachty)",15
"2019","Ivy Rue ~ Mandala",15
"2019","One Direction ~ Midnight Memories",15
"2019","American Authors ~ Oh, What A Life",15
"2019","Borgeous ~ Over The Edge",15
"2019","JP Cooper ~ Raised Under Grey Skies",15
"2019","Ruel ~ Ready",15
"2019","Sasha Alex Sloan ~ Runaway",15
"2019","The Chainsmokers ~ Sick Boy",15
"2019","Billie Eilish ~ Six Feet Under",15
"2019","Tyler Ward ~ The Hardest Thing",15
"2019","Rich The Kid ~ The World Is Yours 2",15
"2019","Ethan DeRose ~ Too Young",15
"2019","The Chainsmokers ~ World War Joy",15
"2019","Nicky Jam ~ X (feat. Maluma & Ozuna)",15
"2020","Julius Aston ~ A Clear Mind",15
"2020","The Weeknd ~ After Hours",15
"2020","RINI ~ After the Sun",15
"2020","Dreamscaper ~ Alert Reducer",15
"2020","David Ripperton ~ Aurora",15
"2020","Daddy Yankee ~ Con Calma",15
"2020","Alina Baraz ~ Electric (feat. Khalid)",15
"2020","6LACK ~ FREE 6LACK",15
"2020","Major Lazer ~ Free The Universe",15
"2020","Pitbull ~ Globalization",15
"2020","Chord Overstreet ~ Hold On",15
"2020","MOGUAI ~ Hold On (feat. Cheat Codes)",15
"2020","Steven Goldmund ~ Humanized",15
"2020","Sarcastic Sounds ~ I Don't Sleep",15
"2020","Frank Ocean ~ In My Room",15
"2020","Charmaine D'Avis ~ Je plane",15
"2020","Trixxie ~ Level 2",15
"2020","Dream Runner ~ Magica",15
"2020","Martin Lindgaarden ~ Montauk",15
"2020","The City of Prague Philharmonic Orchestra ~ Music From The Twilight Saga",15
"2020","Trevor Kowalski ~ New Ambitions",15
"2020","The Tides ~ New Beginning",15
"2020","Wallows ~ Nothing Happens",15
"2020","Ronald Sims ~ Open Fields of Love",15
"2020","SRTW ~ Please Don't Go",15
"2020","Vala Capon ~ Quando sorridi",15
"2020","Train ~ Save Me, San Francisco (Golden Gate Edition)",15
"2020","Michel Landau ~ Signposts",15
"2020","Petit Biscuit ~ Sunset Lover",15
"2020","Black Eyed Peas ~ THE E.N.D. (THE ENERGY NEVER DIES)",15
"2020","Rand Aldo ~ Time Is But A Wellspring",15
"2020","therealTylerJordan ~ Tyler's Story",15
"2020","Dirty Heads ~ Vacation",15
"2020","Alaskan Tapes ~ Views from Sixteen Stories",15
"2020","Felix Hertzog ~ Weck Mich Nicht Auf",15
"2020","IGRAINE ~ When I am with thee",15
"2020","San Holo ~ album1",15
"2020","Zaeden ~ tere bina",15
"2021","Sarcastic Sounds ~ 1 Am. Study Session",15
"2021","Pritam ~ Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition]",15
"2021","Chandeller ~ Aurora",15
"2021","Bastille ~ Bad Blood",15
"2021","OneRepublic ~ Better Days",15
"2021","Bazzi ~ COSMIC",15
"2021","Jeremy Zucker ~ CRUSHER",15
"2021","KSHMR ~ Carry Me Home (feat. Jake Reese)",15
"2021","SZA ~ Ctrl",15
"2021","RINI ~ Emerald",15
"2021","Lost Kings ~ Feather",15
"2021","NGHTMRE ~ GUD VIBRATIONS",15
"2021","Post Malone ~ Hollywood's Bleeding",15
"2021","Verzache ~ January",15
"2021","Mac Miller ~ K.I.D.S.",15
"2021","Bryce Vine ~ La La Land EP",15
"2021","The Head And The Heart ~ Living Mirage",15
"2021","Axwell /\ Ingrosso ~ More Than You Know",15
"2021","GROUPLOVE ~ Never Trust a Happy Song",15
"2021","Imagine Dragons ~ Night Visions",15
"2021","Verzache ~ No More",15
"2021","Darcie Roman ~ Noraezean",15
"2021","Yoke Lore ~ Seeds",15
"2021","Enchanted Feel ~ Sogno Illuminum",15
"2021","Lauv ~ Spotify Singles",15
"2021","Juliana Stipe ~ Stillness",15
"2021","Rex Orange County ~ Sunflower",15
"2021","yaeow ~ Take Me Higher",15
"2021","Sam Smith ~ To Die For",15
"2021","Corbin Dallas ~ Water",15
"2021","Kazy Lambist ~ Work (feat. Pongo) - Single",15
"2021","The Chainsmokers ~ World War Joy",15
"2021","San Holo ~ album1",15
"2021","j'san ~ i'm in love with u, sorry",15
"2021","Kanye West ~ ye",15
"2022","Ollie ~ Better With You",15
"2022","KSHMR ~ Carry Me Home (feat. Jake Reese)",15
"2022","Rochak Kohli ~ Dil Na Jaaneya (From """"Good Newwz"""")",15
"2022","Disney Peaceful Piano ~ Disney Peaceful Piano: Love Songs",15
"2022","Dennis Kruissen ~ Falling In Love",15
"2022","Yiruma ~ First Love",15
"2022","IHF ~ Floating EP",15
"2022","Cat Burns ~ Go (Remixes)",15
"2022","Sufjan Stevens ~ Illinois",15
"2022","Of Monsters and Men ~ My Head Is An Animal",15
"2022","*NSYNC ~ No Strings Attached",15
"2022","Old Man Canyon ~ Phantoms & Friends",15
"2022","EMBRZ ~ Visions",15
"2022","Ran-D ~ Zombie",15
"2016","The Weeknd ~ Trilogy",14
"2018","John De Sohn ~ Hum With Me",14
"2018","Wolfgang Amadeus Mozart ~ Mozart: Piano Music for the Brain",14
"2018","Alec Benjamin ~ Narrated For You",14
"2018","Sasha Alex Sloan ~ Older",14
"2018","Russ ~ ZOO",14
"2019","AJ Mitchell ~ All My Friends",14
"2019","Keeva Craig ~ Ashton Lane",14
"2019","Sean Kingston ~ Beautiful Girls",14
"2019","John Paul White ~ Beulah",14
"2019","James TW ~ Big Picture",14
"2019","Kendrick Lamar ~ Black Panther The Album Music From And Inspired By",14
"2019","Frank Ocean ~ Blonde",14
"2019","Camila Cabello ~ Camila",14
"2019","PLVTINUM ~ Champagne & Sunshine (Ellusive Remix)",14
"2019","Matilda Charpie ~ Crepuscule",14
"2019","Borgeous ~ Dear Me,",14
"2019","Zonoma ~ Don't Let Me Down",14
"2019","Luis Fonsi ~ Echame La Culpa",14
"2019","Kevin Garrett ~ False Hope",14
"2019","Alonzo ~ Freestyle Encaisse",14
"2019","Travis Scott ~ HIGHEST IN THE ROOM",14
"2019","Samira Tesfay ~ Harmonious",14
"2019","Luna Meguise ~ Heading West",14
"2019","GoldFish ~ Hold Your Kite",14
"2019","Steven Goldmund ~ Humanized",14
"2019","Raven Corteir ~ Hyperion",14
"2019","Lauv ~ I Like Me Better",14
"2019","Levi Stills ~ Intermezzo",14
"2019","Marco Delicio ~ Jake Awake",14
"2019","Mister V ~ Jamais",14
"2019","Grace VanderWaal ~ Just The Beginning",14
"2019","Xavier Ronte ~ Kellan Clemons",14
"2019","Timal ~ La 12",14
"2019","Benette ~ Lily's Cradle",14
"2019","Naza ~ Loin de moi",14
"2019","Sia ~ Mountains",14
"2019","Fuse ODG ~ New Africa Nation",14
"2019","Nidza Bleja ~ No Refreno",14
"2019","Luna Meguise ~ Noches rojas",14
"2019","SYDE ~ Orbit",14
"2019","Kasbo ~ Over You (feat. Frida Sundemo)",14
"2019","New Hope Club ~ Permission",14
"2019","Poppy Robson ~ Petrichor",14
"2019","Kodaline ~ Politics of Living",14
"2019","CNCO ~ Que Quienes Somos",14
"2019","Yolta ~ Relaxation",14
"2019","SALES ~ SALES",14
"2019","Pathos Humano ~ Sangre",14
"2019","Frances ~ Say It Again",14
"2019","Julius Aston ~ Sea Of Tranquility",14
"2019","Bobby McFerrin ~ Simple Pleasures",14
"2019","MAX ~ Still New York",14
"2019","Natalie Taylor ~ Surrender",14
"2019","Pentatonix ~ The Greatest Show",14
"2019","Khalid ~ This Way",14
"2019","Joseph McGrahl ~ Time",14
"2019","Corey Hommel ~ Tired of Loving You",14
"2019","Sebastian Pol ~ Vibes",14
"2019","John Adams ~ You Never Know Who's Listening",14
"2019","Lauv ~ fuck, i'm lonely",14
"2020","Kevin Abstract ~ ARIZONA BABY",14
"2020","Aquilo ~ Always Forever",14
"2020","Niccolo Pagliani ~ Aria",14
"2020","Rex Orange County ~ Best Friend",14
"2020","Shreya Ghoshal ~ Best Of Shreya Ghoshal",14
"2020","Callisto Mazzi ~ Buona notte",14
"2020","SRTW ~ Butterflies",14
"2020","Leyton Miller ~ Changing Places",14
"2020","James TW ~ Chapters",14
"2020","EON NOIRE ~ Counting Sheep",14
"2020","Gyr ~ Cryogenic",14
"2020","Lights From A Distance ~ Dawning",14
"2020","Luis Fonsi ~ Echame La Culpa",14
"2020","Alvaro Soler ~ Eterno Agosto",14
"2020","Alan Walker ~ Faded",14
"2020","Echo River ~ Farewell",14
"2020","Novo Talos ~ For the Love of Love",14
"2020","A R I Z O N A ~ GALLERY",14
"2020","Neon Trees ~ Habits",14
"2020","Chieloka ~ Hiraeth",14
"2020","JP Saxe ~ If the World Was Ending (feat. Julia Michaels)",14
"2020","Sarcastic Sounds ~ In the Morning",14
"2020","Steve Mokwebe ~ It Ends with Us",14
"2020","Alexander Molina ~ Linger",14
"2020","Faustix ~ Lost & Found (feat. Matilda)",14
"2020","Harold Budd ~ Lovely Thunder",14
"2020","Rascal Flatts ~ Me And My Gang",14
"2020","Alina Linnea ~ Mine For Keeps",14
"2020","Mitch James ~ Mitch James - Deluxe Edition",14
"2020","Maroon 5 ~ Overexposed",14
"2020","Sample Rain Library ~ Rain Sounds",14
"2020","Soft Voyage ~ Resting Minds",14
"2020","Ski Mask The Slump God ~ STOKELEY",14
"2020","Ludovico Einaudi ~ Seven Days Walking",14
"2020","Billie Eilish ~ Six Feet Under",14
"2020","Waht Poo ~ Spirituality",14
"2020","Joyce Dulaney ~ Stuck In A Dream",14
"2020","Nuit Pluie ~ Suis moi",14
"2020","Jozef Gatysik ~ Sway",14
"2020","Jon E. Amber ~ The Slow Calm",14
"2020","Joseph McGrahl ~ Time",14
"2020","Jonathan Coffey ~ Truth Seeker",14
"2020","Flo Rida ~ Wild Ones",14
"2020","The Chainsmokers ~ World War Joy",14
"2020","Post Malone ~ beerbongs & bentleys",14
"2020","Christian French ~ head first",14
"2020","Rosetta Arroyo ~ unspoken",14
"2021","Cautious Clay ~ Blood Type",14
"2021","Ekali ~ Forever (feat. Elohim)",14
"2021","FKJ ~ French Kiwi Juice",14
"2021","Mithoon ~ Half Girlfriend",14
"2021","Alok ~ In My Mind",14
"2021","Sleepy Clouds ~ Ivory Clouds",14
"2021","Devault ~ Leave Me Low",14
"2021","OTR ~ Lost At Midnight",14
"2021","Evann McIntosh ~ MOJO",14
"2021","Dreams And Memories ~ Moment Of Peace",14
"2021","Clyde Boudreaux ~ Nepenthe",14
"2021","Dennis Lloyd ~ Never Go Back",14
"2021","David Guetta ~ Nothing but the Beat 2.0",14
"2021","Quinn XCII ~ Panama",14
"2021","Scintillante ~ Sdraiata accanto a me",14
"2021","Jeff Birma ~ Shimmering Above Clouds",14
"2021","Marshmello ~ Silence",14
"2021","Flume ~ Skin",14
"2021","gigi ~ Sometimes (Backwood)",14
"2021","Nessa Manuel ~ Sonhando",14
"2021","Aaron Taylor ~ Still Life",14
"2021","Snoh Aalegra ~ TEMPORARY HIGHS IN THE VIOLET SKIES",14
"2021","keshi ~ THE REAPER",14
"2021","Phillip Phillips ~ The World From The Side Of The Moon",14
"2021","Cash Cash ~ Too Late (feat. Wiz Khalifa & Lukas Graham)",14
"2021","Avicii ~ True",14
"2021","Post Malone ~ beerbongs & bentleys",14
"2021","marcos g ~ dancefloor",14
"2022","Tiesto ~ A Town Called Paradise",14
"2022","Tory Lanez ~ Alone At Prom",14
"2022","Raven Corteir ~ Apotheosis of Calm",14
"2022","Ty Dolla $ign ~ Beach House 3",14
"2022","Anthony Russo ~ California",14
"2022","Tiana Major9 ~ Collide",14
"2022","Ella Mai ~ Ella Mai",14
"2022","ILLENIUM ~ First Time",14
"2022","Tom Misch ~ Geography",14
"2022","Emmit Fenn ~ Hollow",14
"2022","Kasbo ~ I Get You",14
"2022","The Chainsmokers ~ Kanye",14
"2022","Shoffy ~ Lenses",14
"2022","Lofi Fruits Music ~ Lofi Fruits Music 2021",14
"2022","Sam Smith ~ Love Goes",14
"2022","Cali Y El Dandee ~ Nada",14
"2022","Blxst ~ No Love Lost",14
"2022","A R I Z O N A ~ Oceans Away",14
"2022","Petit Biscuit ~ Pick Your Battles",14
"2022","Arijit Singh ~ Roy",14
"2022","EMBRZ ~ Sound 4 U",14
"2022","Vishal-Shekhar ~ Student of the Year 2",14
"2022","Bad Bunny ~ Un Verano Sin Ti",14
"2022","Coldplay ~ Viva La Vida or Death and All His Friends",14
"2022","Jason Mraz ~ We Sing. We Dance. We Steal Things.",14
"2022","Giveon ~ When It's All Said And Done",14
"2022","The Chainsmokers ~ World War Joy",14
"2018","Haley Reinhart ~ Better",13
"2018","Marnik ~ Burn",13
"2018","Alida ~ Cool With It",13
"2018","benny blanco ~ Eastside (with Halsey & Khalid)",13
"2018","Justice Skolnik ~ Glow (feat. Jeremy Zucker) - Single",13
"2018","KIDS SEE GHOSTS ~ KIDS SEE GHOSTS",13
"2018","Kygo ~ Kids in Love",13
"2018","Peter Hollens ~ Lava",13
"2018","Hearts & Colors ~ Lighthouse",13
"2018","Ali Gatie ~ Moonlight",13
"2018","Maroon 5 ~ Red Pill Blues",13
"2018","Harrison Storm ~ Sense of Home",13
"2018","Clean Bandit ~ Solo (feat. Demi Lovato)",13
"2018","Khalid ~ This Way",13
"2018","R3HAB ~ Trouble",13
"2018","Jonas Blue ~ We Could Go Back",13
"2019","Why Don't We ~ 8 Letters",13
"2019","blackbear ~ ANONYMOUS",13
"2019","Youngr ~ Acoustics",13
"2019","Judithe Abelsen ~ Allow Me To Dream",13
"2019","Ana Olgica ~ Atoms",13
"2019","alayna ~ Bliss",13
"2019","Jonas Blue ~ Blue",13
"2019","Fenne Lily ~ Car Park",13
"2019","Daddy Yankee ~ Con Calma",13
"2019","Jonas Brothers ~ Cool",13
"2019","Big Sean ~ Dark Sky Paradise",13
"2019","Yolta ~ Dharana Focus",13
"2019","Gretta Ray ~ Elsewhere",13
"2019","Major Lazer ~ Free The Universe",13
"2019","Kacey Musgraves ~ Golden Hour",13
"2019","Alle Farben ~ H.O.L.Y.",13
"2019","Joshua Hyslop ~ In Deepest Blue",13
"2019","Dilaz ~ In The Deep",13
"2019","Gavin Luke ~ In This Moment",13
"2019","Goody Grace ~ Infinite",13
"2019","Ali Gatie ~ It's You",13
"2019","James Arthur ~ James Arthur",13
"2019","LawKu ~ Jikan",13
"2019","Julia Michaels ~ Jump (with Trippie Redd)",13
"2019","Chaima Bergevoet ~ Kalmte",13
"2019","Hearts & Colors ~ Lighthouse",13
"2019","Khalid ~ Love Lies (with Normani)",13
"2019","Ebb & Flod ~ Moonrise",13
"2019","Imagine Dragons ~ Night Visions",13
"2019","Pacecamp ~ Pacecamp",13
"2019","Mac Miller ~ Self Care",13
"2019","Anne-Marie ~ Speak Your Mind",13
"2019","Cheat Codes ~ Stay With You",13
"2019","Pedro Caceres ~ Sueno tranquilo",13
"2019","Ana Olgica ~ Sugarcane",13
"2019","Avicii ~ TIM",13
"2019","Bela Nemeth ~ Talisman Stallion",13
"2019","Chaka Demus & Pliers ~ Tease Me",13
"2019","Katy Perry ~ Teenage Dream: The Complete Confection",13
"2019","Keala Settle ~ The Greatest Showman (Original Motion Picture Soundtrack)",13
"2019","Yonder Dale ~ These Steady Hands",13
"2019","Ex-poets ~ Too Much Future",13
"2019","Moon Laika ~ Triangle",13
"2019","R3HAB ~ Trouble",13
"2019","Alvaro ~ Watching You",13
"2019","Kris Kross Amsterdam ~ Whenever (feat. Conor Maynard)",13
"2019","Ali Gatie ~ YOU",13
"2019","Train ~ a girl a bottle a boat",13
"2020","Petros Idris ~ Anay degimay",13
"2020","Jakob ~ Bedroom Tapes",13
"2020","Solidao ~ Bela adormecida",13
"2020","Russ ~ Cherry Hill",13
"2020","Broken Back ~ Dear Misfortune, Mother of Joy",13
"2020","Niel Hupkes ~ Dromen over jou",13
"2020","Akon ~ El Negreeto",13
"2020","BANNERS ~ Empires On Fire",13
"2020","Christine Papst ~ Esperance",13
"2020","Ann Windsor ~ Evening's peace",13
"2020","The Kid LAROI ~ F*CK LOVE",13
"2020","Floriscope ~ Floriscope",13
"2020","Cellophane Roses ~ Friendship Before Love",13
"2020","Sarcastic Sounds ~ Hip Dozer, Vol. 3",13
"2020","Quinn XCII ~ Iron & Steel",13
"2020","Sarcastic Sounds ~ It's OK to Cry",13
"2020","Louis The Child ~ Little Things (with Quinn XCII & Chelsea Cutler)",13
"2020","MAX ~ Love Me Less (feat. Quinn XCII)",13
"2020","Social House ~ Magic In The Hamptons (feat. Lil Yachty)",13
"2020","Majestic Sleep ~ Majestic Dream",13
"2020","Sarcastic Sounds ~ Make Me Smile",13
"2020","Lofi Fruits Music ~ Over the rainbow",13
"2020","Clyde Boudreaux ~ Propinquity",13
"2020","21 Savage ~ SAVAGE MODE II",13
"2020","Syla Lo ~ Signals",13
"2020","Gentle States ~ Solaris",13
"2020","Post Malone ~ Stoney",13
"2020","Lord Huron ~ Strange Trails",13
"2020","Rex Orange County ~ Sunflower",13
"2020","AJR ~ The Click",13
"2020","Avicii ~ The Days / Nights",13
"2020","Goldmund ~ The Malady Of Elegance",13
"2020","Phillip Phillips ~ The World From The Side Of The Moon",13
"2020","Rich The Kid ~ The World Is Yours 2",13
"2020","Sam Smith ~ To Die For",13
"2020","John Goodlove ~ Total Surrender",13
"2020","Robin Schulz ~ Uncovered",13
"2020","SRTW ~ Walk Alone",13
"2020","Kodaline ~ Wherever You Are",13
"2020","Daniel Caesar ~ Who Hurt You?",13
"2020","Arush Mandal ~ Wisdom",13
"2020","Lauv ~ Without You",13
"2020","Kaivon ~ Your Eye",13
"2020","Russ ~ ZOO",13
"2020","cloudcrush ~ dream loop",13
"2020","Shoffy ~ somewhere between nostalgia and paradise",13
"2021","Ambar Lucid ~ A letter to my younger self",13
"2021","Alicia Keys ~ ALICIA",13
"2021","Souly Had ~ All the Time",13
"2021","Takagi & Ketra ~ Amore e Capoeira",13
"2021","Drake ~ Certified Lover Boy",13
"2021","R3HAB ~ Close To You (with Andy Grammer)",13
"2021","KSHMR ~ Close Your Eyes",13
"2021","John Legend ~ Conversations in the Dark",13
"2021","Anson Seabra ~ Dominoes",13
"2021","6LACK ~ FREE 6LACK",13
"2021","SZA ~ Good Days",13
"2021","NURKO ~ Here Right Now",13
"2021","Sarcastic Sounds ~ I Don't Sleep",13
"2021","Justin Wellington ~ Iko Iko",13
"2021","Mau y Ricky ~ La Boca",13
"2021","Lofi Fruits Music ~ Lofi Fruits Music",13
"2021","Samira Tesfay ~ Make It Last",13
"2021","Coldplay ~ Mylo Xyloto",13
"2021","OneRepublic ~ Native",13
"2021","Ollie MN ~ OMN",13
"2021","Billie Eilish ~ Ocean Eyes",13
"2021","Nelly Furtado ~ Promiscuous",13
"2021","OneRepublic ~ Run",13
"2021","mehro ~ SKY ON FIRE",13
"2021","Train ~ Save Me, San Francisco (Golden Gate Edition)",13
"2021","Selma Strom ~ Secrets",13
"2021","Lostboycrow ~ Sigh for Me",13
"2021","b47sd ~ Sketches of Ideas",13
"2021","Duncan Laurence ~ Small Town Boy",13
"2021","Maria Isabel ~ Stuck in the Sky",13
"2021","The 1975 ~ The 1975",13
"2021","Djo ~ Twenty Twenty",13
"2021","Billie Eilish ~ bitches broken hearts",13
"2022","Jasleen Royal ~ Baar Baar Dekho",13
"2022","Armin van Buuren ~ Balance",13
"2022","Nico & Vinz ~ Black Star Elephant",13
"2022","SiR ~ Chasing Summer",13
"2022","BAYNK ~ Come Home",13
"2022","The Temper Trap ~ Conditions",13
"2022","Bruno Mars ~ Doo-Wops & Hooligans",13
"2022","Glass Animals ~ Dreamland",13
"2022","Mac Ayres ~ Drive Slow",13
"2022","Minnz Piano ~ Evermore: Piano Instrumentals, Vol. 1",13
"2022","MEMBA ~ For Aisha (Featured in """"The Sky Is Pink"""")",13
"2022","NGHTMRE ~ GUD VIBRATIONS",13
"2022","Amine ~ Good For You",13
"2022","KSI ~ Holiday",13
"2022","ayokay ~ In the Shape of a Dream",13
"2022","Lolo Zouai ~ It's My Fault",13
"2022","Mac Miller ~ K.I.D.S.",13
"2022","Miguel ~ Kaleidoscope Dream",13
"2022","KSHMR ~ Kids (feat. MKLA)",13
"2022","Jonah Zed ~ LOVEWONTWAIT",13
"2022","Summer Walker ~ Last Day Of Summer",13
"2022","OTR ~ Lost At Midnight",13
"2022","Midnite String Quartet ~ MSQ Performs the Disney Songbook",13
"2022","Alec Benjamin ~ Narrated For You",13
"2022","Steve Aoki ~ Neon Future II",13
"2022","Kygo ~ Not Ok",13
"2022","Lofi Fruits Music ~ Over the rainbow",13
"2022","PRETTYMUCH ~ Phases",13
"2022","KK ~ Race 2",13
"2022","Ludovico Einaudi ~ Reimagined. Volume 2, Chapter 3",13
"2022","BROCKHAMPTON ~ SATURATION III",13
"2022","Marshmello ~ Silence",13
"2022","Anson Seabra ~ Songs I Wrote in My Bedroom",13
"2022","Lord Huron ~ Strange Trails",13
"2022","Giveon ~ Stuck On You",13
"2022","The 1975 ~ The 1975",13
"2022","Flume ~ The Difference",13
"2022","The Walkers ~ Unity",13
"2022","Fabrizio Paterlini ~ Winter Stories",13
"2022","Harry Hudson ~ Yesterday's Tomorrow Night",13
"2022","Sarcastic Sounds ~ change ur mind",13
"2022","Shoffy ~ somewhere between nostalgia and paradise",13
"2017","Huncho Jack ~ Huncho Jack, Jack Huncho",12
"2018","Borgeous ~ 13",12
"2018","Kanye West ~ 808s & Heartbreak",12
"2018","James Arthur ~ Back from the Edge",12
"2018","6ix9ine ~ DUMMY BOY",12
"2018","Borgeous ~ Dear Me,",12
"2018","Kevin Garrett ~ False Hope",12
"2018","Peter Manos ~ In My Head",12
"2018","Cardi B ~ Invasion of Privacy",12
"2018","Julia Michaels ~ Jump (with Trippie Redd)",12
"2018","MORTEN ~ Keep Me From You (feat. ODA)",12
"2018","Kevin Garrett ~ Little Bit of You",12
"2018","Sasha Alex Sloan ~ Loser",12
"2018","Wiz Khalifa ~ Rolling Papers 2",12
"2018","Mac Miller ~ Self Care",12
"2018","MAX ~ Still New York",12
"2018","R3HAB ~ The Wave",12
"2018","Julie Bergan ~ Turn on the Lights",12
"2019","Aqualung ~ 10 Futures",12
"2019","Russ ~ Ain't Nobody Takin My Baby",12
"2019","Ben Kyle ~ America",12
"2019","Morongo ~ Anasazi",12
"2019","Sheila's Disciples ~ Autonomous Prospect",12
"2019","Ty Dolla $ign ~ Beach House 3",12
"2019","The Avener ~ Beautiful",12
"2019","Rex Orange County ~ Best Friend",12
"2019","Kygo ~ Born To Be Yours",12
"2019","Charlotte Funke ~ Celtic Cowboy",12
"2019","Artemio Li Fonti ~ Chiudete gli occhi",12
"2019","Lunaire ~ Close",12
"2019","Arlette Leduc ~ Coralia",12
"2019","Christopher Varela ~ Deep Forest",12
"2019","Ellie Goulding ~ Delirium",12
"2019","Greeicy ~ Destino",12
"2019","Shoffy ~ Different Skies",12
"2019","Russ ~ Down for You",12
"2019","Reka Ioescu ~ Endymion",12
"2019","Enno Aare ~ Enno Aare",12
"2019","Echo River ~ Farewell",12
"2019","Naturally Recurring ~ Finding Calmness",12
"2019","xerLK ~ Finistere",12
"2019","Cellophane Roses ~ Friendship Before Love",12
"2019","Wolfgang Snow ~ Frostbite",12
"2019","Don Diablo ~ Heaven To Me (feat. Alex Clare)",12
"2019","Susie Suh ~ Here with Me",12
"2019","Elephante ~ I Am The Elephante",12
"2019","ZAYN ~ Icarus Falls",12
"2019","Oscar Collin ~ If You Will",12
"2019","Rand Aldo ~ Immerse",12
"2019","Julia Michaels ~ Inner Monologue Part 1",12
"2019","Dreamscaper ~ Insomnia Curator",12
"2019","Steven Goldmund ~ Integrating",12
"2019","Jessie Reyez ~ Kiddo",12
"2019","Jonatan Mollberg ~ Last Days Of July",12
"2019","The Piano Guys ~ Limitless",12
"2019","Finding Hope ~ Love",12
"2019","John Legend ~ Love In The Future",12
"2019","Ninho ~ M.I.L.S 2.0",12
"2019","Dream Runner ~ Magica",12
"2019","Anderson .Paak ~ Make It Better (feat. Smokey Robinson)",12
"2019","Martin Lindgaarden ~ Montauk",12
"2019","Justin Bieber ~ My World",12
"2019","The Vamps ~ Night & Day",12
"2019","Artura Ponce Valles ~ No me despiertes",12
"2019","Masala Roo ~ Pads of Redemption",12
"2019","Neon Trees ~ Picture Show",12
"2019","Benjamin Gustafsson ~ Presomnal",12
"2019","Becca ~ Return of Infinity",12
"2019","Anson Seabra ~ Robin Hood",12
"2019","Robyn Sherwell ~ Robyn Sherwell",12
"2019","Marshmello ~ Silence",12
"2019","JP Cooper ~ Sing It With Me",12
"2019","Jain ~ Souldier",12
"2019","Waht Poo ~ Spirituality",12
"2019","Piotr Miteska ~ Squares of Life",12
"2019","Phoebe Bridgers ~ Stranger in the Alps",12
"2019","Sahlene Williams ~ The Art Of Love",12
"2019","Goldmund ~ The Malady Of Elegance",12
"2019","Jon E. Amber ~ The Slow Calm",12
"2019","Turquoise & Fire ~ Traummacher",12
"2019","Maroon 5 ~ V",12
"2019","SHAUN ~ Way Back Home (feat. Conor Maynard)",12
"2019","Jonas Blue ~ What I Like About You (feat. Theresa Rex)",12
"2019","Surfaces ~ Where the Light Is",12
