"SchoolPeriod","Artist","Plays"
"12th-Freshman Summer","Daniel Caesar, Brandy",1
"12th-Freshman Summer","Daniel Powter",1
"12th-Freshman Summer","David Guetta",1
"12th-Freshman Summer","De Staat",1
"12th-Freshman Summer","Dillon Francis, DJ Snake",1
"12th-Freshman Summer","Diplo",1
"12th-Freshman Summer","Disclosure",1
"12th-Freshman Summer","Dixie",1
"12th-Freshman Summer","Doja Cat",1
"12th-Freshman Summer","Don Q, A Boogie wit da Hoodie",1
"12th-Freshman Summer","Dreamville, Ari Lennox",1
"12th-Freshman Summer","EGOVERT",1
"12th-Freshman Summer","Edith Piaf",1
"12th-Freshman Summer","Ella Mai",1
"12th-Freshman Summer","Elton John",1
"12th-Freshman Summer","Elvis Presley",1
"12th-Freshman Summer","Estelle",1
"12th-Freshman Summer","Etta Jones",1
"12th-Freshman Summer","Fall Out Boy",1
"12th-Freshman Summer","Famous Dex",1
"12th-Freshman Summer","Fetty Wap",1
"12th-Freshman Summer","Flyboy Tarantino, Craig Xen",1
"12th-Freshman Summer","Foo Fighters",1
"12th-Freshman Summer","Foster the People",1
"12th-Freshman Summer","Freddie Dredd",1
"12th-Freshman Summer","Ghost Town DJs",1
"12th-Freshman Summer","Glass Animals",1
"12th-Freshman Summer","Gorillaz",1
"12th-Freshman Summer","Gucci Mane",1
"12th-Freshman Summer","Haddaway",1
"12th-Freshman Summer","Harry Belafonte",1
"12th-Freshman Summer","Harry Styles",1
"12th-Freshman Summer","Hiatus Kaiyote",1
"12th-Freshman Summer","High On Fire",1
"12th-Freshman Summer","Iggy Pop",1
"12th-Freshman Summer","JID, A$AP Ferg",1
"12th-Freshman Summer","JID, J. Cole",1
"12th-Freshman Summer","JID, J. Cole, Dreamville",1
"12th-Freshman Summer","JPEGMAFIA",1
"12th-Freshman Summer","Jeremiah Daly",1
"12th-Freshman Summer","Jeremih",1
"12th-Freshman Summer","Jessie Reyez",1
"12th-Freshman Summer","Joe Budden",1
"12th-Freshman Summer","Jone$",1
"12th-Freshman Summer","Kalvonix",1
"12th-Freshman Summer","Kid Cudi, Eminem",1
"12th-Freshman Summer","Killxora",1
"12th-Freshman Summer","Kodak Black, Gucci Mane, Bruno Mars",1
"12th-Freshman Summer","Korn",1
"12th-Freshman Summer","LANY",1
"12th-Freshman Summer","Lady Gaga",1
"12th-Freshman Summer","Lance Skiiiwalker",1
"12th-Freshman Summer","Landon Cube",1
"12th-Freshman Summer","Larry June",1
"12th-Freshman Summer","Led Zeppelin",1
"12th-Freshman Summer","Lil Baby, Gunna, Drake",1
"12th-Freshman Summer","Lil Durk",1
"12th-Freshman Summer","Lil Pump",1
"12th-Freshman Summer","Lil Tecca",1
"12th-Freshman Summer","Lil Uzi Vert, HoodRich Pablo Juan",1
"12th-Freshman Summer","Lil Yachty",1
"12th-Freshman Summer","Lil' Romeo",1
"12th-Freshman Summer","Lofsky",1
"12th-Freshman Summer","London Music Works",1
"12th-Freshman Summer","Lucenzo, Don Omar",1
"12th-Freshman Summer","Lupe Fiasco, Guy Sebastian",1
"12th-Freshman Summer","Lyn Collins",1
"12th-Freshman Summer","M.I.A.",1
"12th-Freshman Summer","MAGIC!",1
"12th-Freshman Summer","MF DOOM",1
"12th-Freshman Summer","Maino",1
"12th-Freshman Summer","Marshmello, Logic",1
"12th-Freshman Summer","Martin Garrix",1
"12th-Freshman Summer","Mastodon",1
"12th-Freshman Summer","Matstubs",1
"12th-Freshman Summer","Matt Mems",1
"12th-Freshman Summer","Megan Thee Stallion",1
"12th-Freshman Summer","Michael Jackson",1
"12th-Freshman Summer","Mick Jenkins, Da-P",1
"12th-Freshman Summer","Miley Cyrus",1
"12th-Freshman Summer","Moe",1
"12th-Freshman Summer","Morgan Wallen",1
"12th-Freshman Summer","Mustard, Migos",1
"12th-Freshman Summer","My Morning Jacket",1
"12th-Freshman Summer","NOFX",1
"12th-Freshman Summer","Nickelback",1
"12th-Freshman Summer","Nipsey Hussle",1
"12th-Freshman Summer","Nova",1
"12th-Freshman Summer","Now, Now",1
"12th-Freshman Summer","Nyck @ Knight",1
"12th-Freshman Summer","Nyck Caution, Kirk Knight",1
"12th-Freshman Summer","Offset, Metro Boomin, 21 Savage",1
"12th-Freshman Summer","Omarion",1
"12th-Freshman Summer","Omen, Dreamville, Cozz",1
"12th-Freshman Summer","Original Broadway Cast of """"Hamilton"""", Leslie Odom, Jr.",1
"12th-Freshman Summer","PUBLIC",1
"12th-Freshman Summer","Patrick Stump",1
"12th-Freshman Summer","Peach Pit",1
"12th-Freshman Summer","Pennywise",1
"12th-Freshman Summer","Pete Rock, C.L. Smooth",1
"12th-Freshman Summer","Pharrell Williams, Gwen Stefani",1
"12th-Freshman Summer","Pitbull",1
"12th-Freshman Summer","Pitbull, Ne-Yo",1
"12th-Freshman Summer","Plain White T's",1
"12th-Freshman Summer","PnB Rock, Kodak Black, A Boogie wit da Hoodie",1
"12th-Freshman Summer","Pressure",1
"12th-Freshman Summer","Problem, Jay Rock, Jack Harlow",1
"12th-Freshman Summer","Quality Control, Offset, DaBaby",1
"12th-Freshman Summer","Quavo, Quality Control, Nicki Minaj",1
"12th-Freshman Summer","REASON",1
"12th-Freshman Summer","RJD2, Dean Martin",1
"12th-Freshman Summer","RJmrLA",1
"12th-Freshman Summer","RL Grime",1
"12th-Freshman Summer","Ram Jam",1
"12th-Freshman Summer","Redbone",1
"12th-Freshman Summer","Rehab",1
"12th-Freshman Summer","Rich The Kid, London On Da Track",1
"12th-Freshman Summer","Rico Nasty",1
"12th-Freshman Summer","Rise Against",1
"12th-Freshman Summer","Roddy Ricch, Marshmello",1
"12th-Freshman Summer","Ronny & The Daytonas",1
"12th-Freshman Summer","Russ",1
"12th-Freshman Summer","SAINt JHN",1
"12th-Freshman Summer","SZA, Kendrick Lamar",1
"12th-Freshman Summer","Shakira",1
"12th-Freshman Summer","Sharpe",1
"12th-Freshman Summer","Sheck Wes",1
"12th-Freshman Summer","Sia",1
"12th-Freshman Summer","Sibilino, Miguel """"Miggy"""" Cabrera",1
"12th-Freshman Summer","Since99",1
"12th-Freshman Summer","Sjava, REASON, Mozzy",1
"12th-Freshman Summer","Skepta",1
"12th-Freshman Summer","Skrillex, Damian """"Jr. Gong"""" Marley",1
"12th-Freshman Summer","Smino, Jay2, Bari",1
"12th-Freshman Summer","Smokepurpp, Murda Beatz",1
"12th-Freshman Summer","Smokepurpp, Ronny J",1
"12th-Freshman Summer","Stunna 4 Vegas, Polo G, NLE Choppa, Mike WiLL Made-It",1
"12th-Freshman Summer","Sugarland",1
"12th-Freshman Summer","Surfaces",1
"12th-Freshman Summer","Swae Lee, Post Malone",1
"12th-Freshman Summer","T-Wayne",1
"12th-Freshman Summer","T.I.",1
"12th-Freshman Summer","TLC",1
"12th-Freshman Summer","TOKYO'S REVENGE, Joey Trap",1
"12th-Freshman Summer","Taio Cruz",1
"12th-Freshman Summer","The All-American Rejects",1
"12th-Freshman Summer","The Association",1
"12th-Freshman Summer","The Chainsmokers",1
"12th-Freshman Summer","The Chicharones",1
"12th-Freshman Summer","The Chordettes",1
"12th-Freshman Summer","The Dandy Warhols",1
"12th-Freshman Summer","The Disneyland Children's Chorus",1
"12th-Freshman Summer","The Fray",1
"12th-Freshman Summer","The Kid LAROI",1
"12th-Freshman Summer","The Kid LAROI, Juice WRLD",1
"12th-Freshman Summer","The Millennium",1
"12th-Freshman Summer","The Naked and Famous",1
"12th-Freshman Summer","The Strokes",1
"12th-Freshman Summer","The Sugarhill Gang",1
"12th-Freshman Summer","The Sunshine Company",1
"12th-Freshman Summer","The Weeknd, Kendrick Lamar",1
"12th-Freshman Summer","The Wiggles",1
"12th-Freshman Summer","Tiffany",1
"12th-Freshman Summer","Timbaland",1
"12th-Freshman Summer","Tinashe",1
"12th-Freshman Summer","Tinie Tempah",1
"12th-Freshman Summer","Tones And I",1
"12th-Freshman Summer","Toploader",1
"12th-Freshman Summer","Tory Lanez, Snakehips",1
"12th-Freshman Summer","Travis Scott, Pop Smoke, JACKBOYS",1
"12th-Freshman Summer","Travis Scott, Quality Control, Offset",1
"12th-Freshman Summer","Trevor Daniel",1
"12th-Freshman Summer","Trippie Redd, PARTYNEXTDOOR",1
"12th-Freshman Summer","Ty Dolla $ign, Khalid, 6LACK",1
"12th-Freshman Summer","Ugly God",1
"12th-Freshman Summer","V. Bozeman, Timbaland",1
"12th-Freshman Summer","Victor Oladipo",1
"12th-Freshman Summer","Waka Flocka Flame",1
"12th-Freshman Summer","Wallows",1
"12th-Freshman Summer","Westside Gunn, Joey Bada$$",1
"12th-Freshman Summer","Wiz Khalifa, 2 Chainz",1
"12th-Freshman Summer","Wiz Khalifa, Lil Wayne, Imagine Dragons",1
"12th-Freshman Summer","YBN Nahmir",1
"12th-Freshman Summer","Yelawolf",1
"12th-Freshman Summer","Young Thug, Travis Scott",1
"12th-Freshman Summer","Young Thug, Turbo, Gunna",1
"12th-Freshman Summer","Yung Bans",1
"12th-Freshman Summer","Zaytoven",1
"12th-Freshman Summer","beabadoobee, Powfu",1
"12th-Freshman Summer","iLoveMakonnen, Lil Peep",1
"12th-Freshman Summer","iann dior",1
"12th-Freshman Summer","will.i.am, The Script",1
"8th Grade","2 Milly",1
"8th Grade","6LACK",1
"8th Grade","AC/DC",1
"8th Grade","AJR",1
"8th Grade","AlunaGeorge",1
"8th Grade","Asher Roth",1
"8th Grade","Audio Push",1
"8th Grade","Avicii",1
"8th Grade","Bahamas",1
"8th Grade","Black Sheep",1
"8th Grade","Bun B",1
"8th Grade","Calvin Harris",1
"8th Grade","Cartoon Cereal",1
"8th Grade","Chamillionaire",1
"8th Grade","Chedda Da Connect",1
"8th Grade","Chris Miles",1
"8th Grade","Conrad Sewell",1
"8th Grade","DJ Designer Drugz",1
"8th Grade","DJ Luke Nasty",1
"8th Grade","DJ Snake",1
"8th Grade","DVBBS, Borgeous",1
"8th Grade","DaAce",1
"8th Grade","Daft Punk",1
"8th Grade","Dan Bull",1
"8th Grade","DeJ Loaf",1
"8th Grade","Donnie Trumpet & The Social Experiment",1
"8th Grade","Ed Sheeran",1
"8th Grade","Figure",1
"8th Grade","Flo Rida",1
"8th Grade","Fly Union",1
"8th Grade","Foo Fighters",1
"8th Grade","Funkadelic",1
"8th Grade","G-Unit",1
"8th Grade","Gotye",1
"8th Grade","Ice-T",1
"8th Grade","JAY-Z, Beyonce Knowles",1
"8th Grade","Ja Rule",1
"8th Grade","Jadakiss",1
"8th Grade","Jake Miller",1
"8th Grade","Jay Fay, DJ Fresh",1
"8th Grade","Jetta",1
"8th Grade","Juicy J",1
"8th Grade","Justin Bieber",1
"8th Grade","K'naan",1
"8th Grade","Keys N Krates",1
"8th Grade","King Los",1
"8th Grade","Lauryn Hill",1
"8th Grade","LazyTown",1
"8th Grade","Lil Jon",1
"8th Grade","London Music Works",1
"8th Grade","Louis Armstrong and His Orchestra",1
"8th Grade","MKTO",1
"8th Grade","Macklemore",1
"8th Grade","Mannie Fresh",1
"8th Grade","Mark Knight",1
"8th Grade","Markee Steele",1
"8th Grade","Mary J. Blige",1
"8th Grade","Migos",1
"8th Grade","Mike WiLL Made-It",1
"8th Grade","Mila J",1
"8th Grade","Milla",1
"8th Grade","Neon Trees",1
"8th Grade","Nick Jonas",1
"8th Grade","NxWorries",1
"8th Grade","Oh Honey",1
"8th Grade","Ol' Dirty Bastard",1
"8th Grade","PRIORY",1
"8th Grade","Patrick Stump",1
"8th Grade","Pritam, Piyush Kapoor, Arijit Singh, Aditi Singh Sharma",1
"8th Grade","Project Pat",1
"8th Grade","Pryda",1
"8th Grade","Quiet Riot",1
"8th Grade","Rihanna",1
"8th Grade","Rihanna, Kanye West, JAY-Z",1
"8th Grade","Rob Curly",1
"8th Grade","Rockabye Baby!",1
"8th Grade","Rocko",1
"8th Grade","Ryan Lewis, Macklemore, Hollis",1
"8th Grade","Sage the Gemini, Kevin Gates, Juicy J, Future",1
"8th Grade","Skrillex, Damian """"Jr. Gong"""" Marley",1
"8th Grade","Soulja Boy Tell 'Em",1
"8th Grade","Speaker Knockerz",1
"8th Grade","Stevie Wonder",1
"8th Grade","Swedish House Mafia",1
"8th Grade","T-Pain",1
"8th Grade","The Lonely Island",1
"8th Grade","The Neighbourhood",1
"8th Grade","The Watts 103rd Street Rhythm Band, Charles Wright",1
"8th Grade","Theophilus London",1
"8th Grade","Timeflies",1
"8th Grade","Trinidad James",1
"8th Grade","Vishal & Shekhar, Benny Dayal",1
"8th Grade","Vishal & Shekhar, Neeti Mohan, Benny Dayal",1
"8th Grade","Wallpaper.",1
"8th Grade","We Are Toonz",1
"8th Grade","Wiz Khalifa",1
"8th Grade","Wu-Tang Clan",1
"8th Grade","Xperience",1
"8th Grade","Yael Naim",1
"8th Grade","Yogi",1
"8th Grade","ZAYN",1
"8th Grade","fousey",1
"8th-9th Summer","21 Savage",1
"8th-9th Summer","5 Seconds of Summer",1
"8th-9th Summer","A Tribe Called Quest",1
"8th-9th Summer","A.CHAL",1
"8th-9th Summer","Ab-Soul",1
"8th-9th Summer","Ace Hood",1
"8th-9th Summer","Action Bronson",1
"8th-9th Summer","Alberta Cross",1
"8th-9th Summer","Alesso",1
"8th-9th Summer","Aloe Blacc",1
"8th-9th Summer","American Authors",1
"8th-9th Summer","BANDGANG",1
"8th-9th Summer","BandGang Lonnie Bands",1
"8th-9th Summer","Black Sheep",1
"8th-9th Summer","Breathe Carolina",1
"8th-9th Summer","CRO",1
"8th-9th Summer","Childish Major",1
"8th-9th Summer","Christian TV",1
"8th-9th Summer","Clams Casino",1
"8th-9th Summer","Classified",1
"8th-9th Summer","D12",1
"8th-9th Summer","DMX",1
"8th-9th Summer","David Dallas",1
"8th-9th Summer","Death from Above 1979",1
"8th-9th Summer","Demar",1
"8th-9th Summer","Diplo",1
"8th-9th Summer","Fun.",1
"8th-9th Summer","Future, Drake",1
"8th-9th Summer","G-Eazy, Bebe Rexha",1
"8th-9th Summer","Gang Starr",1
"8th-9th Summer","Ghemon",1
"8th-9th Summer","Grimes",1
"8th-9th Summer","Grouplove",1
"8th-9th Summer","Gwen Stefani",1
"8th-9th Summer","Hott Headzz",1
"8th-9th Summer","Imagine Dragons",1
"8th-9th Summer","JAY-Z, Alicia Keys",1
"8th-9th Summer","Jain",1
"8th-9th Summer","Kali Uchis",1
"8th-9th Summer","King Los",1
"8th-9th Summer","Lil Kleine",1
"8th-9th Summer","Lizzo, Caroline Smith",1
"8th-9th Summer","Lupe Fiasco, Guy Sebastian",1
"8th-9th Summer","M City JR",1
"8th-9th Summer","Mac Dre",1
"8th-9th Summer","Macklemore & Ryan Lewis",1
"8th-9th Summer","Maino",1
"8th-9th Summer","Majid Jordan",1
"8th-9th Summer","Mason Chase",1
"8th-9th Summer","N.W.A.",1
"8th-9th Summer","Nao",1
"8th-9th Summer","NehruvianDOOM",1
"8th-9th Summer","Nico Vega",1
"8th-9th Summer","Now, Now",1
"8th-9th Summer","Owl City",1
"8th-9th Summer","PRhyme",1
"8th-9th Summer","Patrick Stump",1
"8th-9th Summer","Pressure",1
"8th-9th Summer","Puff Daddy & The Family",1
"8th-9th Summer","Raleigh Ritchie",1
"8th-9th Summer","Raury",1
"8th-9th Summer","Reuel",1
"8th-9th Summer","Ron Artest",1
"8th-9th Summer","SBTRKT",1
"8th-9th Summer","Sam Sparro",1
"8th-9th Summer","Sia",1
"8th-9th Summer","Sisqo",1
"8th-9th Summer","Skylar Grey",1
"8th-9th Summer","Stokeswood",1
"8th-9th Summer","Talib Kweli",1
"8th-9th Summer","Tech N9ne",1
"8th-9th Summer","The Internet",1
"8th-9th Summer","The Moth & The Flame",1
"8th-9th Summer","Tigertown",1
"8th-9th Summer","Tor Miller",1
"8th-9th Summer","Trick Trick",1
"8th-9th Summer","Trick Trick, Royce da 5'9, Eminem, DeJ Loaf, Danny Brown, Big Sean",1
"8th-9th Summer","Trinidad James",1
"8th-9th Summer","Twista",1
"8th-9th Summer","Tyler, The Creator",1
"8th-9th Summer","Yo Gotti",1
"8th-9th Summer","Yo Gotti, Travis Scott, Quavo, Kanye West, Gucci Mane, Desiigner, Big Sean, 2 Chainz",1
"8th-9th Summer","Young M.A",1
"8th-9th Summer","Young Thug, Travis Scott",1
"8th-9th Summer","Yuksek",1
"9th Grade","98kb",1
"9th Grade","Ace Hood",1
"9th Grade","Alabama Shakes",1
"9th Grade","American Authors",1
"9th Grade","Amine",1
"9th Grade","Ariana Grande",1
"9th Grade","Bad Religion",1
"9th Grade","Beastie Boys",1
"9th Grade","Belly",1
"9th Grade","Brando Finito",1
"9th Grade","Cashmere Cat",1
"9th Grade","CeeLo Green",1
"9th Grade","Chairlift",1
"9th Grade","Chester Watson",1
"9th Grade","Chief Keef",1
"9th Grade","Chris Miles",1
"9th Grade","Clipse",1
"9th Grade","DJ Fresh",1
"9th Grade","Dae Dae",1
"9th Grade","Earl St. Clair",1
"9th Grade","Ellie Goulding",1
"9th Grade","Elvis Presley",1
"9th Grade","Ennio Morricone",1
"9th Grade","Fashawn",1
"9th Grade","Flo Rida",1
"9th Grade","Focus",1
"9th Grade","Frankie Valli & The Four Seasons",1
"9th Grade","Freddie Joachim",1
"9th Grade","Ghost Town DJs",1
"9th Grade","Glenn Morrison",1
"9th Grade","Hermitude",1
"9th Grade","Hotel St. George",1
"9th Grade","Hudson Mohawke",1
"9th Grade","Ice Cube",1
"9th Grade","J Dilla",1
"9th Grade","J Hus, Dave",1
"9th Grade","Jason Derulo",1
"9th Grade","Jeremih, 50 Cent",1
"9th Grade","Jessie J",1
"9th Grade","Jet",1
"9th Grade","Joe Moses",1
"9th Grade","John Legend",1
"9th Grade","K'naan",1
"9th Grade","KAMI",1
"9th Grade","Kali Uchis",1
"9th Grade","Kanye West, JAY-Z, Big Sean",1
"9th Grade","Katie Got Bandz",1
"9th Grade","Kiiara",1
"9th Grade","Kodie Shane",1
"9th Grade","LINKIN PARK, JAY-Z",1
"9th Grade","Lack of Afro",1
"9th Grade","Lady Leshurr",1
"9th Grade","Lais",1
"9th Grade","Lauryn Hill",1
"9th Grade","Leon Bridges",1
"9th Grade","Lil Wayne, Kanye West, Eminem, Drake",1
"9th Grade","London Music Works",1
"9th Grade","M83",1
"9th Grade","Mac Dre",1
"9th Grade","Macklemore",1
"9th Grade","Madvillain",1
"9th Grade","Marcus Marr, Chet Faker",1
"9th Grade","Mariah Carey",1
"9th Grade","Markee Steele",1
"9th Grade","Mary J. Blige",1
"9th Grade","Mason Chase",1
"9th Grade","Maxine Nightingale",1
"9th Grade","Michael Jackson",1
"9th Grade","Mikky Ekko",1
"9th Grade","Mumford & Sons",1
"9th Grade","N.W.A.",1
"9th Grade","Naughty Boy",1
"9th Grade","Nicki Minaj, Lil Wayne",1
"9th Grade","Oddisee",1
"9th Grade","Phillip Phillips",1
"9th Grade","Phoenix",1
"9th Grade","Pink Guy",1
"9th Grade","Raleigh Ritchie",1
"9th Grade","Remy Ma",1
"9th Grade","Rich Brian",1
"9th Grade","Rich Gang",1
"9th Grade","Rich Homie Quan",1
"9th Grade","Rixton",1
"9th Grade","Ro Ransom",1
"9th Grade","Roy Woods",1
"9th Grade","Run The Jewels",1
"9th Grade","Snoh Aalegra",1
"9th Grade","Sounds of Blackness",1
"9th Grade","Stillwater Giants",1
"9th Grade","Stokeswood",1
"9th Grade","Swedish House Mafia",1
"9th Grade","T-Wayne",1
"9th Grade","Taylor Bennett",1
"9th Grade","The Watts 103rd Street Rhythm Band, Charles Wright",1
"9th Grade","The White Stripes",1
"9th Grade","Tinashe",1
"9th Grade","Travie McCoy",1
"9th Grade","Trey Songz",1
"9th Grade","Trick Trick",1
"9th Grade","Trick Trick, Royce da 5'9, Eminem, DeJ Loaf, Danny Brown, Big Sean",1
"9th Grade","Wale, Omarion",1
"9th Grade","Yoko Shimomura",1
"9th Grade","Young Money",1
"9th Grade","Young Rising Sons",1
"9th Grade","brentalfloss",1
"9th Grade","d-pow",1
"9th Grade","drake",1
"9th Grade","mike.",1
"9th Grade","twenty one pilots",1
"9th Grade","will.i.am, The Script",1
"9th-10th Summer","$uicideboy$",1
"9th-10th Summer","50 Cent",1
"9th-10th Summer","Aloe Blacc",1
"9th-10th Summer","August Alsina",1
"9th-10th Summer","Ayo & Teo",1
"9th-10th Summer","Belly",1
"9th-10th Summer","Blackstreet",1
"9th-10th Summer","Bridgit Mendler",1
"9th-10th Summer","Buddy",1
"9th-10th Summer","Busta Rhymes",1
"9th-10th Summer","Butterfly Boucher",1
"9th-10th Summer","DJ ESCO",1
"9th-10th Summer","DJ MoneyMade",1
"9th-10th Summer","Dean Martin",1
"9th-10th Summer","Dion",1
"9th-10th Summer","Domo Genesis",1
"9th-10th Summer","Eminem",1
"9th-10th Summer","Estelle",1
"9th-10th Summer","Fountains of Wayne",1
"9th-10th Summer","Jason Derulo",1
"9th-10th Summer","John Givez",1
"9th-10th Summer","K'naan",1
"9th-10th Summer","KONGOS",1
"9th-10th Summer","Keys N Krates",1
"9th-10th Summer","Kotze Kotzev",1
"9th-10th Summer","London On Da Track",1
"9th-10th Summer","MAGIC!",1
"9th-10th Summer","Maroon 5",1
"9th-10th Summer","Matt OX",1
"9th-10th Summer","Matthew Tavares, Earl Sweatshirt, Chester Handsen, Alex Sowinski",1
"9th-10th Summer","Mavado",1
"9th-10th Summer","Metro Boomin",1
"9th-10th Summer","Nas",1
"9th-10th Summer","RJD2, Dean Martin",1
"9th-10th Summer","Rihanna, Mike WiLL Made-It",1
"9th-10th Summer","Russ",1
"9th-10th Summer","SBTRKT",1
"9th-10th Summer","SahBabii",1
"9th-10th Summer","Smokepurpp",1
"9th-10th Summer","Snoh Aalegra",1
"9th-10th Summer","Swedish House Mafia",1
"9th-10th Summer","Syndicate Sound Labs",1
"9th-10th Summer","Taio Cruz, Ludacris",1
"9th-10th Summer","The Cab",1
"9th-10th Summer","The Cool Kids",1
"9th-10th Summer","The Fray",1
"9th-10th Summer","The Instrumentals",1
"9th-10th Summer","The Notorious B.I.G.",1
"9th-10th Summer","The Raconteurs",1
"9th-10th Summer","Tinashe",1
"9th-10th Summer","Tinie Tempah",1
"9th-10th Summer","Travis Scott, Quavo, Lil Uzi Vert",1
"9th-10th Summer","Trenchtown",1
"9th-10th Summer","Trick Trick, Royce da 5'9, Eminem, DeJ Loaf, Danny Brown, Big Sean",1
"9th-10th Summer","Wizkid",1
"9th-10th Summer","YFN Lucci",1
"9th-10th Summer","YoungBoy Never Broke Again",1
"Freshman Year","2AM Club",1
"Freshman Year","3OH!3",1
"Freshman Year","5 Seconds of Summer",1
"Freshman Year","6 Dogs",1
"Freshman Year","6ix9ine",1
"Freshman Year","A Thousand Horses",1
"Freshman Year","A Touch of Class",1
"Freshman Year","A$AP Ferg",1
"Freshman Year","Ace of Base",1
"Freshman Year","Action Bronson",1
"Freshman Year","Addivt",1
"Freshman Year","Aloe Blacc",1
"Freshman Year","Alphaville",1
"Freshman Year","Ana Tijoux",1
"Freshman Year","Andy Grammer",1
"Freshman Year","BORNS",1
"Freshman Year","Bankroll Fresh",1
"Freshman Year","Bas",1
"Freshman Year","Basement Jaxx",1
"Freshman Year","Bell Biv DeVoe",1
"Freshman Year","Ben E. King",1
"Freshman Year","Ben Folds",1
"Freshman Year","Benny Benassi",1
"Freshman Year","Big Daddy Kane",1
"Freshman Year","Big Data",1
"Freshman Year","Black Joe Lewis",1
"Freshman Year","Black Rebel Motorcycle Club",1
"Freshman Year","Blaqbonez",1
"Freshman Year","Bloc Party",1
"Freshman Year","Blur",1
"Freshman Year","Bo Diddley",1
"Freshman Year","Bobby Darin",1
"Freshman Year","Boss Martians",1
"Freshman Year","Bring Me The Horizon",1
"Freshman Year","Broken Bells",1
"Freshman Year","Buffalo Springfield",1
"Freshman Year","CHASE B",1
"Freshman Year","CHVRCHES",1
"Freshman Year","Capital Cities",1
"Freshman Year","Chairlift",1
"Freshman Year","Chamillionaire",1
"Freshman Year","Chipmunk",1
"Freshman Year","Christian TV",1
"Freshman Year","Christopher Williams",1
"Freshman Year","Clairo",1
"Freshman Year","Claude Debussy, Breve",1
"Freshman Year","Corbin",1
"Freshman Year","DGL Flow",1
"Freshman Year","DRAM",1
"Freshman Year","Daft Punk",1
"Freshman Year","Daniel Powter",1
"Freshman Year","Danny L Harle",1
"Freshman Year","Dayglow",1
"Freshman Year","Death from Above 1979",1
"Freshman Year","Disturbing tha Peace",1
"Freshman Year","Donovan",1
"Freshman Year","Down Under Devils",1
"Freshman Year","Duane Eddy",1
"Freshman Year","ELIO",1
"Freshman Year","EVAN GIIA",1
"Freshman Year","Famous Dex",1
"Freshman Year","Fekky",1
"Freshman Year","Fergie",1
"Freshman Year","Five Finger Death Punch",1
"Freshman Year","Flyboy Tarantino, Craig Xen",1
"Freshman Year","Foals",1
"Freshman Year","Fort Minor",1
"Freshman Year","Four Tet",1
"Freshman Year","Freddie Dredd",1
"Freshman Year","Funeral Party",1
"Freshman Year","Fxxxxy",1
"Freshman Year","Generationals",1
"Freshman Year","Genghis Tron",1
"Freshman Year","Glass Animals",1
"Freshman Year","Glenn Morrison",1
"Freshman Year","Guards",1
"Freshman Year","Gwen Stefani",1
"Freshman Year","Gym Class Heroes",1
"Freshman Year","HAIM",1
"Freshman Year","High On Fire",1
"Freshman Year","Hogni",1
"Freshman Year","Hozier",1
"Freshman Year","Ice Cube",1
"Freshman Year","Igor Stravinsky, Columbia Symphony Orchestra",1
"Freshman Year","Interpol",1
"Freshman Year","Iyaz",1
"Freshman Year","J Dilla",1
"Freshman Year","JID, Dreamville, Bas",1
"Freshman Year","Jackson 5",1
"Freshman Year","James Brown",1
"Freshman Year","Janis Joplin, Big Brother & The Holding Company",1
"Freshman Year","Jason Mraz",1
"Freshman Year","Jeezy",1
"Freshman Year","Jefferson Airplane",1
"Freshman Year","Jennifer Lopez",1
"Freshman Year","Jerreau",1
"Freshman Year","Jeru the Damaja",1
"Freshman Year","Joji, BENEE",1
"Freshman Year","Jorja Smith",1
"Freshman Year","Joseph McFashion",1
"Freshman Year","Justin Bieber",1
"Freshman Year","K'naan",1
"Freshman Year","KAYTRANADA",1
"Freshman Year","KONGOS",1
"Freshman Year","KYLE",1
"Freshman Year","Kesha",1
"Freshman Year","Kevin Gates",1
"Freshman Year","Khalid",1
"Freshman Year","KiddNeutron",1
"Freshman Year","Kings of Leon",1
"Freshman Year","Landon Cube",1
"Freshman Year","Larry June",1
"Freshman Year","Lights Over Paris",1
"Freshman Year","Lil Baby, Drake",1
"Freshman Year","Lil Durk, Fxxxxy",1
"Freshman Year","Lil Tecca, Juice WRLD",1
"Freshman Year","Lil Uzi Vert, HoodRich Pablo Juan",1
"Freshman Year","Lil Wayne, Drake",1
"Freshman Year","Living Colour",1
"Freshman Year","Logic1000",1
"Freshman Year","MKTO",1
"Freshman Year","Macklemore & Ryan Lewis",1
"Freshman Year","Mani Hoffman",1
"Freshman Year","Manic Street Preachers",1
"Freshman Year","Matt Maeson",1
"Freshman Year","Men At Work",1
"Freshman Year","Mike Love",1
"Freshman Year","Mike Posner",1
"Freshman Year","Mikky Ekko",1
"Freshman Year","Ms. Danniboo, DJ Rell",1
"Freshman Year","Mura Masa",1
"Freshman Year","Muse",1
"Freshman Year","My Morning Jacket",1
"Freshman Year","NAV, Metro Boomin",1
"Freshman Year","Natalie La Rose",1
"Freshman Year","Nate Husser, Mick Jenkins",1
"Freshman Year","Naughty Boy",1
"Freshman Year","Nelly Furtado",1
"Freshman Year","Nico & Vinz",1
"Freshman Year","Nicole Dollanganger",1
"Freshman Year","Nothing But Thieves",1
"Freshman Year","Now, Now",1
"Freshman Year","Omen, Dreamville, Cozz",1
"Freshman Year","OutKast",1
"Freshman Year","P!nk",1
"Freshman Year","PRIORY",1
