"SchoolPeriod","Artist","Plays"
"10th Grade","Kanye West, Bon Iver",9
"10th Grade","Lupe Fiasco",9
"10th Grade","Trouble",9
"10th Grade","Zacari",9
"10th-11th Summer","Gunna",9
"10th-11th Summer","Jone$",9
"10th-11th Summer","Swae Lee, Slim Jxmmi, Rae Sremmurd",9
"11th Grade","Bhad Bhabie",9
"11th Grade","Gucci Mane",9
"11th Grade","KA",9
"11th Grade","Lil Nas X",9
"11th Grade","PnB Rock",9
"11th Grade","Red Hot Chili Peppers",9
"11th Grade","Royksopp",9
"11th Grade","Smokepurpp",9
"11th Grade","Sublime",9
"11th Grade","TJ Porter",9
"11th-12th Summer","Calvin Harris",9
"11th-12th Summer","Danny Brown",9
"11th-12th Summer","JID, J. Cole, EARTHGANG, Dreamville, Cozz",9
"11th-12th Summer","Lil Baby",9
"11th-12th Summer","Lil Baby, Gunna",9
"11th-12th Summer","Mike WiLL Made-It",9
"11th-12th Summer","UnoLizard",9
"12th Grade","6ix9ine",9
"12th Grade","Big K.R.I.T.",9
"12th Grade","Chance the Rapper",9
"12th Grade","Elton John",9
"12th Grade","Eternal Atake",9
"12th Grade","Ghetto Sage",9
"12th Grade","KIDS SEE GHOSTS",9
"12th Grade","Lil Keed",9
"12th Grade","Lil Mosey",9
"12th Grade","Lupe Fiasco",9
"12th Grade","Lute, JID, Dreamville",9
"12th Grade","Rick Ross, Kanye West",9
"12th Grade","Ski Mask the Slump God",9
"12th-Freshman Summer","Baby Smoove",9
"12th-Freshman Summer","David Bowie",9
"12th-Freshman Summer","Desiigner",9
"12th-Freshman Summer","Jalen Santoy",9
"12th-Freshman Summer","OneRepublic",9
"12th-Freshman Summer","Rylo Rodriguez, Lil Baby",9
"12th-Freshman Summer","Santana, Felly",9
"12th-Freshman Summer","The Kid LAROI, Marshmello, Juice WRLD",9
"12th-Freshman Summer","Tory Lanez, Mansa",9
"12th-Freshman Summer","Travis Scott, JACKBOYS",9
"8th Grade","Nicki Minaj",9
"8th Grade","Pusha T",9
"8th Grade","V. Bozeman, Timbaland",9
"8th Grade","Yo Gotti",9
"8th-9th Summer","Lupe Fiasco",9
"8th-9th Summer","Tory Lanez",9
"9th Grade","Busta Rhymes",9
"9th Grade","Lil Wayne, Kanye West",9
"9th-10th Summer","NAV",9
"9th-10th Summer","Pusha T, Kanye West",9
"Freshman Year","BWHITE5200",9
"Freshman Year","Dion",9
"Freshman Year","Don Toliver",9
"Freshman Year","Empire of the Sun",9
"Freshman Year","Foo Fighters",9
"Freshman Year","J.I the Prince of N.Y",9
"Freshman Year","Jason Derulo",9
"Freshman Year","Jay Rock",9
"Freshman Year","John Legend",9
"Freshman Year","LINKIN PARK",9
"Freshman Year","Sada Baby",9
"Freshman Year","The Waitresses",9
"Freshman Year","Ye Ali, Jazz Cartier",9
"Freshman Year","brakence",9
"Freshman Year","redveil",9
"Freshman Year","slowthai, Dominic Fike, Denzel Curry",9
"Freshman-Sophomore Summer","Big K.R.I.T.",9
"Freshman-Sophomore Summer","Blue Swede",9
"Freshman-Sophomore Summer","Heart",9
"Freshman-Sophomore Summer","Imagine Dragons",9
"Freshman-Sophomore Summer","Johnny Rain",9
"Freshman-Sophomore Summer","KAMI",9
"Freshman-Sophomore Summer","Kanye West, JAY-Z",9
"Freshman-Sophomore Summer","LINKIN PARK",9
"Freshman-Sophomore Summer","Larry June",9
"Freshman-Sophomore Summer","Lucenzo, Don Omar",9
"Freshman-Sophomore Summer","Maroon 5",9
"Freshman-Sophomore Summer","Migos, Marshmello",9
"Freshman-Sophomore Summer","Morray, J. Cole, 21 Savage",9
"Freshman-Sophomore Summer","Outasight",9
"Freshman-Sophomore Summer","Pink Floyd",9
"Freshman-Sophomore Summer","Roddy Ricch, 42 Dugg",9
"Freshman-Sophomore Summer","Royce da 5'9",9
"Freshman-Sophomore Summer","Young Thug, Young Stoner Life, Gunna",9
"Freshman-Sophomore Summer","blackbear",9
"Sophomore Year","A Flock of Seagulls",9
"Sophomore Year","Chuck Berry",9
"Sophomore Year","Cordae",9
"Sophomore Year","Dominic Fike",9
"Sophomore Year","Don Toliver, CHASE B",9
"Sophomore Year","Foo Fighters",9
"Sophomore Year","Gunna, Chris Brown",9
"Sophomore Year","Jamo.",9
"Sophomore Year","Jason Derulo",9
"Sophomore Year","Kanye West, Andre 3000",9
"Sophomore Year","Larry June",9
"Sophomore Year","MAVI",9
"Sophomore Year","MIKNNA, Kadhja Bonet, JID, Free Nationals",9
"Sophomore Year","Mastodon",9
"Sophomore Year","Metro Boomin",9
"Sophomore Year","Patrick Cc:, Malik",9
"Sophomore Year","Queen",9
"Sophomore Year","Rick Ross, Kanye West",9
"Sophomore Year","Rihanna",9
"Sophomore Year","Roddy Ricch, 42 Dugg",9
"Sophomore Year","Saint Parrish, Mick Jenkins",9
"Sophomore Year","Sigurd Barrett",9
"Sophomore Year","Southside, G Herbo",9
"Sophomore Year","TOBi, Mick Jenkins",9
"Sophomore Year","Trippie Redd, Khalil, Cydnee with a C",9
"Sophomore Year","Young Thug, Juice WRLD",9
"Sophomore Year","midwxst, Slump6s",9
"Sophomore Year","slowthai, Mura Masa",9
"Sophomore-Junior Summer","Ab-Soul",9
"Sophomore-Junior Summer","Chief Keef",9
"Sophomore-Junior Summer","Desiigner",9
"Sophomore-Junior Summer","Famous Dex",9
"Sophomore-Junior Summer","Gunna, Future",9
"Sophomore-Junior Summer","JAY-Z",9
"Sophomore-Junior Summer","Jet",9
"Sophomore-Junior Summer","Knxwledge",9
"Sophomore-Junior Summer","Maverick Sabre, Joey Bada$$, Dyemond Lewis",9
"Sophomore-Junior Summer","Rauw Alejandro",9
"Sophomore-Junior Summer","Swae Lee, Slim Jxmmi, Rae Sremmurd",9
"Sophomore-Junior Summer","The Kinks",9
"Sophomore-Junior Summer","Wolfmother",9
"Sophomore-Junior Summer","Young Thug, Young Stoner Life",9
"Sophomore-Junior Summer","YoungBoy Never Broke Again",9
"10th Grade","Common",8
"10th Grade","Jorja Smith",8
"10th Grade","Kanye West, Chris Martin",8
"10th Grade","Quality Control, Lil Baby, Gucci Mane",8
"10th Grade","Quavo, Quality Control, Nicki Minaj",8
"10th Grade","Rihanna, Mike WiLL Made-It",8
"10th Grade","Snoop Dogg",8
"10th Grade","Swizz Beatz, RZA, Pusha T, Prynce Cy Hi, Kanye West, JAY-Z",8
"10th Grade","Trippie Redd, Cydnee with a C, Chris King",8
"10th Grade","Ty Dolla $ign, Lauren Jauregui",8
"10th Grade","Ty Dolla $ign, Quality Control, Lil Yachty",8
"10th Grade","Ugly God",8
"10th Grade","UnoTheActivist, Trippie Redd",8
"10th Grade","YS Lost",8
"10th-11th Summer","6LACK",8
"10th-11th Summer","A Boogie wit da Hoodie",8
"10th-11th Summer","BROCKHAMPTON",8
"10th-11th Summer","Calvin Priice",8
"10th-11th Summer","ScHoolboy Q",8
"10th-11th Summer","Slippery Salazar, Aries",8
"10th-11th Summer","The Weeknd",8
"10th-11th Summer","Trippie Redd, Bali Baby",8
"11th Grade","Bruno Mars",8
"11th Grade","Dead Breed",8
"11th Grade","JPEGMAFIA",8
"11th Grade","Jalen Santoy",8
"11th Grade","Miguel",8
"11th Grade","NAV",8
"11th Grade","Royce da 5'9",8
"11th Grade","SZA",8
"11th Grade","ScHoolboy Q, Saudi, Kendrick Lamar, 2 Chainz",8
"11th Grade","Travis Scott, Kendrick Lamar",8
"11th Grade","Travis Scott, Quality Control, Offset",8
"11th Grade","Travis Scott, ScHoolboy Q",8
"11th-12th Summer","A Boogie wit da Hoodie",8
"11th-12th Summer","DJ Khaled",8
"11th-12th Summer","Jonas Brothers",8
"11th-12th Summer","Khalid",8
"11th-12th Summer","Mustard",8
"11th-12th Summer","Playboi Carti, Nicki Minaj",8
"11th-12th Summer","Post Malone",8
"11th-12th Summer","SOB X RBE",8
"11th-12th Summer","Swae Lee, Slim Jxmmi, Rae Sremmurd",8
"12th Grade","Arizona Zervas",8
"12th Grade","Chris Brown",8
"12th Grade","Cordae",8
"12th Grade","Dreamville",8
"12th Grade","EARTHGANG, Dreamville",8
"12th Grade","Gucci Mane",8
"12th Grade","J. Cole, EARTHGANG, Dreamville",8
"12th Grade","Kendrick Lamar, Jay Rock, James Blake, Future",8
"12th Grade","Lil Peep",8
"12th Grade","OutKast",8
"12th Grade","SZA",8
"12th Grade","Sheck Wes, JACKBOYS",8
"12th Grade","Travis Scott, Quality Control, Offset",8
"12th Grade","Van Morrison",8
"12th Grade","XXXTENTACION",8
"12th-Freshman Summer","Ahmir",8
"12th-Freshman Summer","Bruno Mars",8
"12th-Freshman Summer","DJ Khaled",8
"12th-Freshman Summer","Lil Keed",8
"12th-Freshman Summer","Moneybagg Yo, Lil Baby",8
"12th-Freshman Summer","Offset",8
"12th-Freshman Summer","Pearl Jam",8
"12th-Freshman Summer","PnB Rock",8
"12th-Freshman Summer","Pusha T, Joey Bada$$",8
"12th-Freshman Summer","Pusha T, Kanye West",8
"12th-Freshman Summer","Rae Sremmurd",8
"12th-Freshman Summer","Ramzoid",8
"12th-Freshman Summer","Rejjie Snow, MF DOOM, Cam O'bi",8
"12th-Freshman Summer","Rich Brian",8
"12th-Freshman Summer","Rod Wave",8
"12th-Freshman Summer","Slippery Salazar, Aries",8
"8th Grade","98kb",8
"8th Grade","Big K.R.I.T.",8
"8th Grade","Imagine Dragons",8
"8th Grade","LION BABE",8
"8th Grade","Post Malone",8
"8th Grade","The Knife",8
"8th Grade","Yelawolf",8
"8th-9th Summer","Eminem",8
"8th-9th Summer","MadeinTYO",8
"8th-9th Summer","Remy Ma, JAY-Z, Fat Joe",8
"9th Grade","Bruno Mars",8
"9th Grade","Denzel Curry",8
"9th Grade","Nova",8
"9th Grade","The 1975",8
"9th-10th Summer","A Boogie wit da Hoodie",8
"9th-10th Summer","DJ Khaled, Calvin Harris",8
"9th-10th Summer","Denzel Curry",8
"9th-10th Summer","GoldLink",8
"Freshman Year","Common",8
"Freshman Year","DJ Snake, AlunaGeorge",8
"Freshman Year","Dutchavelli",8
"Freshman Year","Flux Pavilion",8
"Freshman Year","Kanye West, JAY-Z",8
"Freshman Year","Neon Trees",8
"Freshman Year","Rae Sremmurd",8
"Freshman Year","Santana, Felly",8
"Freshman Year","Wes",8
"Freshman Year","Zacari",8
"Freshman Year","dvsn",8
"Freshman-Sophomore Summer","A Tribe Called Quest",8
"Freshman-Sophomore Summer","All Time Low",8
"Freshman-Sophomore Summer","Avicii",8
"Freshman-Sophomore Summer","Beach House",8
"Freshman-Sophomore Summer","Brent Faiyaz",8
"Freshman-Sophomore Summer","Chester Watson",8
"Freshman-Sophomore Summer","Chief Keef",8
"Freshman-Sophomore Summer","Childish Gambino",8
"Freshman-Sophomore Summer","Curtis Roach",8
"Freshman-Sophomore Summer","Daryl Hall & John Oates",8
"Freshman-Sophomore Summer","Denzel Curry",8
"Freshman-Sophomore Summer","Desiigner",8
"Freshman-Sophomore Summer","Galantis",8
"Freshman-Sophomore Summer","George Michael",8
"Freshman-Sophomore Summer","Hermitude",8
"Freshman-Sophomore Summer","Led Zeppelin",8
"Freshman-Sophomore Summer","Lil Uzi Vert, Future",8
"Freshman-Sophomore Summer","Lilskrt4k",8
"Freshman-Sophomore Summer","Mariah Carey",8
"Freshman-Sophomore Summer","Nena",8
"Freshman-Sophomore Summer","OneRepublic",8
"Freshman-Sophomore Summer","Patrick Cc:, Jonah Zed",8
"Freshman-Sophomore Summer","Phil Collins",8
"Freshman-Sophomore Summer","Pusha T, Kanye West, Big Sean, 2 Chainz",8
"Freshman-Sophomore Summer","SAINt JHN",8
"Freshman-Sophomore Summer","Snoh Aalegra",8
"Freshman-Sophomore Summer","The Underachievers",8
"Freshman-Sophomore Summer","Wham!",8
"Freshman-Sophomore Summer","Young Thug, Young Stoner Life",8
"Freshman-Sophomore Summer","whiterosemoxie, Kato On The Track",8
"Sophomore Year","50 Cent",8
"Sophomore Year","Avicii",8
"Sophomore Year","Curtis Roach",8
"Sophomore Year","Dropkick Murphys",8
"Sophomore Year","Duran Duran",8
"Sophomore Year","Endor",8
"Sophomore Year","Gunna, 21 Savage",8
"Sophomore Year","Guns N' Roses",8
"Sophomore Year","Isaiah Rashad, Bando.",8
"Sophomore Year","J.I the Prince of N.Y",8
"Sophomore Year","Jackson 5",8
"Sophomore Year","Jess Glynne, DJ Cassidy, Alex Newell",8
"Sophomore Year","Kenny Beats, Denzel Curry",8
"Sophomore Year","Lil Peep",8
"Sophomore Year","Michael Buble",8
"Sophomore Year","NAV, Metro Boomin",8
"Sophomore Year","Pusha T, Nigo",8
"Sophomore Year","Rejjie Snow, MF DOOM, Cam O'bi",8
"Sophomore Year","Roddy Ricch, Mustard",8
"Sophomore Year","Sublime",8
"Sophomore Year","The Kid LAROI, Marshmello, Juice WRLD",8
"Sophomore Year","UB40",8
"Sophomore Year","Vince Staples, Mustard",8
"Sophomore-Junior Summer","A Tribe Called Quest",8
"Sophomore-Junior Summer","Boston",8
"Sophomore-Junior Summer","Cris Cab",8
"Sophomore-Junior Summer","Don Toliver",8
"Sophomore-Junior Summer","Iggy Pop",8
"Sophomore-Junior Summer","Khalid",8
"Sophomore-Junior Summer","Lil Baby, Gunna",8
"Sophomore-Junior Summer","Macklemore & Ryan Lewis",8
"Sophomore-Junior Summer","Mike WiLL Made-It",8
"Sophomore-Junior Summer","OneRepublic",8
"Sophomore-Junior Summer","Pop Smoke",8
"Sophomore-Junior Summer","Silk Sonic, Bruno Mars, Anderson .Paak",8
"Sophomore-Junior Summer","Sublime",8
"Sophomore-Junior Summer","The Chords",8
"Sophomore-Junior Summer","The Isley Brothers",8
"Sophomore-Junior Summer","Tre' Amani, Brent Faiyaz",8
"Sophomore-Junior Summer","Watson, Jonah Zed",8
"Sophomore-Junior Summer","Wiz Khalifa",8
"Sophomore-Junior Summer","slowthai",8
"10th Grade","21 Savage",7
"10th Grade","Hermitude",7
"10th Grade","Kanye West, DJ Premier",7
"10th Grade","Natasha Bedingfield",7
"10th Grade","Pedro Fernandez",7
"10th Grade","Quality Control, Kollision",7
"10th Grade","Quality Control, Lil Baby",7
"10th Grade","Rick Ross, Nicki Minaj, Kanye West, JAY-Z, Bon Iver",7
"10th Grade","Ronny J",7
"10th Grade","Sheck Wes",7
"10th Grade","Takeoff, Quality Control, Offset",7
"10th Grade","Tay-K",7
"10th Grade","The 1975",7
"10th Grade","Tory Lanez, Snakehips",7
"10th Grade","Valery Gergiev, Mariinsky Orchestra",7
"10th-11th Summer","DJ Khaled",7
"10th-11th Summer","Jalen Santoy",7
"10th-11th Summer","Mustard",7
"10th-11th Summer","Playboi Carti, Nicki Minaj",7
"10th-11th Summer","Sheck Wes",7
"10th-11th Summer","Soft Cell",7
"10th-11th Summer","Trippie Redd, FOREVERANTiPoP",7
"11th Grade","A Tribe Called Quest",7
"11th Grade","Alex Zajdel",7
"11th Grade","Childish Gambino",7
"11th Grade","Elton John",7
"11th Grade","Famous Dex",7
"11th Grade","Flyboy Tarantino, Craig Xen",7
"11th Grade","Lil Uzi Vert, HoodRich Pablo Juan",7
"11th Grade","Rick Ross",7
"11th Grade","The 1975",7
"11th-12th Summer","21 Savage",7
"11th-12th Summer","6ix9ine",7
"11th-12th Summer","CHASE B",7
"11th-12th Summer","Ed Sheeran",7
"11th-12th Summer","Flux Pavilion",7
"11th-12th Summer","J. Cole, EARTHGANG, Dreamville",7
"11th-12th Summer","Juice WRLD",7
"11th-12th Summer","Madvillain, Madlib, MF DOOM",7
"11th-12th Summer","Ski Mask the Slump God",7
"11th-12th Summer","The Game",7
"11th-12th Summer","The Script",7
"12th Grade","Big Sean",7
"12th Grade","Dion",7
"12th Grade","Joyner Lucas",7
"12th Grade","Kap G",7
"12th Grade","Killxora",7
"12th Grade","Offset",7
"12th Grade","Polo G",7
"12th Grade","Pusha T, Kanye West",7
"12th Grade","Tame Impala",7
"12th Grade","The 1975",7
"12th Grade","Young Thug, Lil Baby",7
"12th Grade","tobi lou",7
"12th-Freshman Summer","D Smoke",7
"12th-Freshman Summer","Don Toliver, CHASE B",7
"12th-Freshman Summer","JID, Dreamville, Bas",7
"12th-Freshman Summer","Joey Trap",7
"12th-Freshman Summer","Juice WRLD, Future",7
"12th-Freshman Summer","Kodak Black",7
"12th-Freshman Summer","MIKNNA, Kadhja Bonet, JID, Free Nationals",7
"12th-Freshman Summer","Meek Mill",7
"12th-Freshman Summer","Phoenix",7
"12th-Freshman Summer","Quavo",7
"12th-Freshman Summer","Rick Ross, Kanye West",7
"12th-Freshman Summer","Shoreline Mafia",7
"12th-Freshman Summer","Smino, Ravyn Lenae",7
"12th-Freshman Summer","The Chords",7
"8th Grade","Chiddy Bang",7
"8th Grade","Estelle",7
"8th Grade","LINKIN PARK, JAY-Z",7
"8th Grade","T.I.",7
"8th-9th Summer","BJ the Chicago Kid",7
"8th-9th Summer","JAY-Z",7
"8th-9th Summer","Kevin Gates",7
"8th-9th Summer","Machine Gun Kelly",7
"9th Grade","Kanye West, Charlie Wilson, Big Sean, Beyonce",7
"9th Grade","Nada Surf",7
"9th Grade","Q-Tip",7
"9th Grade","The Instrumentals",7
"9th Grade","YG",7
"9th-10th Summer","Cardi B",7
"9th-10th Summer","Kanye West, DJ Premier",7
"9th-10th Summer","Lil Yachty",7
"9th-10th Summer","River Tiber",7
"Freshman Year","Breathe Carolina",7
"Freshman Year","Daryl Hall & John Oates",7
"Freshman Year","Dr. Dre",7
"Freshman Year","EARTHGANG",7
"Freshman Year","Elvis Presley",7
"Freshman Year","Janet Jackson",7
"Freshman Year","Kevin Abstract",7
"Freshman Year","Lil Peep",7
"Freshman Year","Milky Chance",7
"Freshman Year","Motley Crue",7
"Freshman Year","Post Malone",7
"Freshman Year","Rex Orange County",7
"Freshman Year","Roddy Ricch, Mustard",7
"Freshman Year","SZA",7
"Freshman Year","The Atlantics",7
"Freshman Year","The Chords",7
"Freshman Year","The Kinks",7
"Freshman Year","Travis Scott, JACKBOYS",7
"Freshman Year","Wiz Khalifa",7
"Freshman-Sophomore Summer","A Flock of Seagulls",7
"Freshman-Sophomore Summer","Action Bronson",7
"Freshman-Sophomore Summer","Athan",7
"Freshman-Sophomore Summer","Baby Keem",7
"Freshman-Sophomore Summer","Bobby Caldwell",7
"Freshman-Sophomore Summer","Common",7
"Freshman-Sophomore Summer","Fetty Wap",7
"Freshman-Sophomore Summer","J.I the Prince of N.Y",7
"Freshman-Sophomore Summer","Juice WRLD, Future",7
"Freshman-Sophomore Summer","Koi",7
"Freshman-Sophomore Summer","Lil Baby, J. Cole",7
"Freshman-Sophomore Summer","Lil Jon",7
"Freshman-Sophomore Summer","Loote, David Guetta, Brooks",7
"Freshman-Sophomore Summer","MIKNNA, Kadhja Bonet, JID, Free Nationals",7
"Freshman-Sophomore Summer","Offset, Metro Boomin",7
"Freshman-Sophomore Summer","Rex Orange County",7
"Freshman-Sophomore Summer","Rick Ross, Kanye West",7
"Freshman-Sophomore Summer","Rio Da Yung Og, RMC Mike",7
"Freshman-Sophomore Summer","Riovaz",7
"Freshman-Sophomore Summer","Seddy Hendrinx",7
"Freshman-Sophomore Summer","Stevie Wonder",7
"Freshman-Sophomore Summer","Thin Lizzy",7
"Freshman-Sophomore Summer","Tory Lanez, Snakehips",7
"Freshman-Sophomore Summer","Van Halen",7
"Freshman-Sophomore Summer","Van Morrison",7
"Freshman-Sophomore Summer","Wes Walker, Dyl",7
"Freshman-Sophomore Summer","XXXTENTACION",7
"Freshman-Sophomore Summer","brakence",7
"Sophomore Year","Agaaze",7
"Sophomore Year","Bastille",7
"Sophomore Year","Beastie Boys",7
"Sophomore Year","Big Daddy Kane",7
"Sophomore Year","Billy Joel",7
"Sophomore Year","Dua Lipa",7
"Sophomore Year","EGOVERT",7
"Sophomore Year","Eagles",7
"Sophomore Year","Fall Out Boy",7
"Sophomore Year","Fetty Wap",7
"Sophomore Year","Gym Class Heroes",7
"Sophomore Year","Iggy Pop",7
"Sophomore Year","Interpol",7
"Sophomore Year","Justin Timberlake",7
"Sophomore Year","KAYTRANADA",7
"Sophomore Year","Lil Tjay, 6LACK",7
"Sophomore Year","Mac DeMarco",7
"Sophomore Year","Mariah Carey",7
"Sophomore Year","NOFX",7
"Sophomore Year","Nico & Vinz",7
"Sophomore Year","Paramore",7
"Sophomore Year","Protest the Hero",7
"Sophomore Year","Pusha T, Kanye West, Big Sean, 2 Chainz",7
"Sophomore Year","Ski Mask the Slump God",7
"Sophomore Year","Smokepurpp",7
"Sophomore Year","Spin Doctors",7
"Sophomore Year","Stevie Wonder",7
"Sophomore Year","Stunna 4 Vegas, Polo G",7
"Sophomore Year","Swedish House Mafia",7
"Sophomore Year","Takeoff",7
"Sophomore Year","The Monkees",7
"Sophomore Year","The Police",7
"Sophomore Year","The Waitresses",7
"Sophomore Year","Tommy Richman",7
"Sophomore Year","Van Halen",7
"Sophomore Year","bbno$, Y2K",7
"Sophomore-Junior Summer","AC/DC",7
"Sophomore-Junior Summer","Baby Smoove",7
"Sophomore-Junior Summer","Bobby Shmurda",7
"Sophomore-Junior Summer","Carnage",7
"Sophomore-Junior Summer","Chester Watson",7
"Sophomore-Junior Summer","Coldplay",7
"Sophomore-Junior Summer","Disclosure",7
"Sophomore-Junior Summer","EARTHGANG",7
"Sophomore-Junior Summer","J.I the Prince of N.Y",7
"Sophomore-Junior Summer","Joey Purp",7
"Sophomore-Junior Summer","Lil Durk, Lil Baby",7
"Sophomore-Junior Summer","Madvillain, Madlib, MF DOOM",7
"Sophomore-Junior Summer","Offset",7
"Sophomore-Junior Summer","Ski Mask the Slump God",7
"Sophomore-Junior Summer","Takeoff",7
"Sophomore-Junior Summer","Vince Staples, Ty Dolla $ign",7
"Sophomore-Junior Summer","tobi lou",7
"10th Grade","88GLAM",6
"10th Grade","Big Daddy Kane",6
"10th Grade","Curtis Roach",6
"10th Grade","Darude",6
"10th Grade","Jason Derulo",6
"10th Grade","John Mayer",6
"10th Grade","Kevin George",6
"10th Grade","Lil Baby, Drake",6
"10th Grade","Mos Def, Kanye West, Al Be Back",6
"10th Grade","Oasis",6
"10th Grade","Quality Control, Lil Yachty",6
"10th Grade","Rihanna",6
"10th Grade","Sjava, REASON, Mozzy",6
"10th Grade","Stevie Wonder",6
"10th Grade","The Underachievers",6
"10th-11th Summer","Desiigner",6
"10th-11th Summer","Kap G",6
"10th-11th Summer","Kendrick Lamar, Jay Rock, James Blake, Future",6
"10th-11th Summer","MadeinTYO",6
"10th-11th Summer","Trippie Redd, Khalil, Cydnee with a C",6
"11th Grade","Billie Eilish",6
"11th Grade","Hudson Mohawke",6
"11th Grade","Killstation, Craig Xen, Cooliecut",6
"11th Grade","Kodak Black, Gucci Mane, Bruno Mars",6
"11th Grade","Quavo, Quality Control",6
"11th Grade","Rick Ross, Kanye West",6
"11th Grade","T-Pain",6
"11th Grade","Tay Keith, Denzel Curry",6
"11th Grade","Weezer",6
"11th Grade","XXXTENTACION, Kin$oul, Kid Trunks, Flyboy Tarantino, Bass Santana",6
"11th Grade","Young Thug, Travis Scott",6
"11th Grade","Yung Eazy",6
"11th-12th Summer","Ariana Grande",6
"11th-12th Summer","Daniel Caesar, Brandy",6
"11th-12th Summer","EST Gee",6
"11th-12th Summer","James Blake",6
"11th-12th Summer","KiddNeutron",6
"11th-12th Summer","Mac Miller, Kali Uchis, Free Nationals",6
"11th-12th Summer","Metro Boomin",6
"12th Grade","Disclosure",6
"12th Grade","Dreamville, Cozz",6
"12th Grade","Flume",6
"12th Grade","Freddie Dredd",6
"12th Grade","Lil Baby, Gunna, Drake",6
"12th Grade","MadeinTYO",6
"12th Grade","Moneybagg Yo, Lil Baby",6
"12th Grade","Pressa, Murda Beatz, Lil Uzi Vert",6
"12th Grade","Redbone",6
"12th Grade","Rick Ross",6
"12th Grade","Rylo Rodriguez, Lil Baby",6
"12th Grade","SALES",6
"12th Grade","SOB X RBE",6
"12th Grade","Saba",6
"12th Grade","Shay Lia, KAYTRANADA",6
"12th Grade","Stevie Wonder",6
"12th Grade","Swae Lee, Slim Jxmmi, Rae Sremmurd",6
"12th Grade","Tiny Tim",6
"12th Grade","Trippie Redd, Khalil, Cydnee with a C",6
"12th Grade","Waka Flocka Flame",6
"12th Grade","Wallows",6
"12th Grade","blackbear",6
"12th-Freshman Summer","ALLBLACK",6
"12th-Freshman Summer","Ab-Soul",6
"12th-Freshman Summer","Childish Gambino",6
"12th-Freshman Summer","Curtis Roach",6
"12th-Freshman Summer","Free Nationals",6
"12th-Freshman Summer","Fun.",6
"12th-Freshman Summer","Grouplove",6
"12th-Freshman Summer","H.E.R.",6
"12th-Freshman Summer","J. Cole, Dreamville",6
"12th-Freshman Summer","Lil Uzi Vert, Future",6
"12th-Freshman Summer","Lynchparty",6
"12th-Freshman Summer","Mick Jenkins, Kojey Radical",6
"12th-Freshman Summer","Mustard",6
"12th-Freshman Summer","Roar",6
"12th-Freshman Summer","Southside, G Herbo",6
"12th-Freshman Summer","Tame Impala",6
"12th-Freshman Summer","blackbear",6
"8th Grade","B.o.B",6
"8th Grade","Coldplay",6
"8th Grade","DJ Khaled",6
"8th Grade","DMX",6
"8th Grade","French Montana",6
"8th Grade","Future",6
"8th Grade","Lil Wayne, Kanye West",6
"8th Grade","N.W.A.",6
"8th Grade","NF",6
"8th Grade","Tinie Tempah",6
"8th Grade","Young Money",6
"8th-9th Summer","Kanye West, JAY-Z",6
"8th-9th Summer","Syndicate Sound Labs",6
"8th-9th Summer","The Notorious B.I.G.",6
"8th-9th Summer","Wiz Khalifa",6
"9th Grade","Jerreau",6
"9th Grade","LINKIN PARK",6
"9th Grade","Metro Boomin, 21 Savage",6
"9th Grade","Nas",6
"9th Grade","Trouble",6
"9th Grade","Twista, Kanye West, Jamie Foxx",6
"9th Grade","Wu-Tang Clan",6
"9th-10th Summer","KYLE",6
"9th-10th Summer","Ol' Dirty Bastard",6
"9th-10th Summer","Snoop Dogg",6
"9th-10th Summer","The Chordettes",6
"Freshman Year","50 Cent",6
"Freshman Year","Busta Rhymes",6
"Freshman Year","Creedence Clearwater Revival",6
"Freshman Year","David Guetta",6
"Freshman Year","Dreamer Isioma",6
"Freshman Year","Frankie Valli & The Four Seasons",6
"Freshman Year","Gaelan Riekert",6
"Freshman Year","H.E.R.",6
"Freshman Year","Justin Timberlake",6
"Freshman Year","Lil Baby, 42 Dugg",6
"Freshman Year","Lil Baby, Gunna",6
"Freshman Year","Mario Judah",6
"Freshman Year","Mike WiLL Made-It",6
"Freshman Year","Rihanna",6
"Freshman Year","Roddy Ricch, 42 Dugg",6
"Freshman Year","Russ",6
"Freshman Year","SAFE, Kiana Lede",6
"Freshman Year","Stunna 4 Vegas, Polo G",6
"Freshman Year","The Script",6
"Freshman Year","slowthai, Deb Never",6
"Freshman Year","slowthai, Mount Kimbie, James Blake",6
"Freshman Year","slowthai, Skepta",6
"Freshman-Sophomore Summer","1582036862",6
"Freshman-Sophomore Summer","6ix9ine",6
"Freshman-Sophomore Summer","Alphaville",6
"Freshman-Sophomore Summer","Bastille",6
"Freshman-Sophomore Summer","Blondie",6
"Freshman-Sophomore Summer","Blue Oyster Cult",6
"Freshman-Sophomore Summer","Bobby Shmurda",6
"Freshman-Sophomore Summer","Boston",6
"Freshman-Sophomore Summer","Jack Harlow, Babyface Ray",6
"Freshman-Sophomore Summer","Kendrick Lamar, Baby Keem",6
"Freshman-Sophomore Summer","Kevin Gates",6
"Freshman-Sophomore Summer","Lil Baby, Drake",6
"Freshman-Sophomore Summer","Marco Luka",6
"Freshman-Sophomore Summer","Meek Mill",6
"Freshman-Sophomore Summer","Pusha T, Kanye West",6
"Freshman-Sophomore Summer","Rick Ross",6
"Freshman-Sophomore Summer","Rio Da Yung Og",6
