"Season","Artist","Plays"
"Fall","Torky Tork",3
"Fall","Towerz",3
"Fall","UB40",3
"Fall","UMI",3
"Fall","UNCOMMENN",3
"Fall","Uamee",3
"Fall","VIC MENSA",3
"Fall","Vishal Dadlani",3
"Fall","Vistoso Bosses",3
"Fall","Vontmer",3
"Fall","WESTSIDE BOOGIE",3
"Fall","Way Beyond",3
"Fall","Yeah Yeah Yeahs",3
"Fall","ZAYN",3
"Fall","eugenio izzi",3
"Fall","fourwalls",3
"Fall","mell-o",3
"Fall","softy",3
"Spring","50 Cent",3
"Spring","Aliotta Haynes Jeremiah",3
"Spring","Anderson .Paak",3
"Spring","Andre Nickatina",3
"Spring","Ayo & Teo",3
"Spring","BIGBABYGUCCI",3
"Spring","BVG",3
"Spring","Bantu",3
"Spring","Benzz",3
"Spring","Curren$y",3
"Spring","D. Savage",3
"Spring","DripReport",3
"Spring","Fivio Foreign",3
"Spring","Flight",3
"Spring","Free Nationals",3
"Spring","Glimlip",3
"Spring","John Legend",3
"Spring","Jonas Blue",3
"Spring","Jost Esser",3
"Spring","Katy Perry",3
"Spring","LUCKI",3
"Spring","Laffey",3
"Spring","Lil Skies",3
"Spring","Living Room",3
"Spring","Louis Armstrong",3
"Spring","Luniz",3
"Spring","Luxury Tax",3
"Spring","Mozzy",3
"Spring","NLE Choppa",3
"Spring","No Fun Haus",3
"Spring","Nvmb.",3
"Spring","ODIE",3
"Spring","Only The Family",3
"Spring","P!nk",3
"Spring","Passion Pit",3
"Spring","REASON",3
"Spring","Ramones",3
"Spring","Royksopp",3
"Spring","Rupert Holmes",3
"Spring","Sebastian Ingrosso",3
"Spring","Shawn Mendes",3
"Spring","Sigala",3
"Spring","Sitting Duck",3
"Spring","Skizzy Mars",3
"Spring","The Backseat Lovers",3
"Spring","The Black Keys",3
"Spring","The Memphis Horns",3
"Spring","The Vamps",3
"Spring","Thin Lizzy",3
"Spring","Timbaland",3
"Spring","Tom The Mail Man",3
"Spring","Ugly God",3
"Spring","WALK THE MOON",3
"Spring","Young Dolph",3
"Spring","Young Money",3
"Spring","Young Nudy",3
"Spring","amies",3
"Spring","mzpb",3
"Spring","softy",3
"Spring","tobi lou",3
"Spring","trxxshed",3
"Summer","AC/DC",3
"Summer","Aaron May",3
"Summer","Amit Kumar",3
"Summer","Ayo & Teo",3
"Summer","Bee Gees",3
"Summer","BlocBoy JB",3
"Summer","Bruce Springsteen",3
"Summer","Bryce Hase",3
"Summer","Central Cee",3
"Summer","Cl4pers",3
"Summer","Cochise",3
"Summer","Comethazine",3
"Summer","Earth, Wind & Fire",3
"Summer","Ed Sheeran & Justin Bieber",3
"Summer","FWC Big Key",3
"Summer","Felly",3
"Summer","Fifth Harmony",3
"Summer","HYTYD",3
"Summer","Imran Khan",3
"Summer","Joyner Lucas",3
"Summer","Katy Perry",3
"Summer","Labh Janjua",3
"Summer","Lana Del Rey",3
"Summer","Lehmber Hussainpuri",3
"Summer","Lord Huron",3
"Summer","Louis Armstrong",3
"Summer","Luna Shadows",3
"Summer","Mano",3
"Summer","Mick Jenkins",3
"Summer","Nikki Lane",3
"Summer","Only The Family",3
"Summer","P-Lo",3
"Summer","P. B. Sreenivas",3
"Summer","Pharrell Williams",3
"Summer","Quavo",3
"Summer","Rainbow",3
"Summer","Rauw Alejandro",3
"Summer","Rvssian",3
"Summer","Sage The Gemini",3
"Summer","San Holo",3
"Summer","Sonder",3
"Summer","Steppenwolf",3
"Summer","Sunil Dutt",3
"Summer","T-Pain",3
"Summer","Talking Heads",3
"Summer","The Clash",3
"Summer","The Countdown Kids",3
"Summer","The Growlers",3
"Summer","The Vamps",3
"Summer","The Zombies",3
"Summer","Tove Lo",3
"Summer","UB40",3
"Summer","Vitamin String Quartet",3
"Summer","WALK THE MOON",3
"Summer","Wings",3
"Summer","Young Dolph",3
"Summer","midwxst",3
"Winter","6LACK",3
"Winter","88rising",3
"Winter","Adam Counts",3
"Winter","Amar Arshi",3
"Winter","BJ The Chicago Kid",3
"Winter","Blue Oyster Cult",3
"Winter","Busta Rhymes",3
"Winter","Cashmere Cat",3
"Winter","Charlie Puth",3
"Winter","Chinmayi",3
"Winter","Declan McKenna",3
"Winter","Del Water Gap",3
"Winter","Dominique Cerejo",3
"Winter","Dr. Dog",3
"Winter","Dream",3
"Winter","Electric Guest",3
"Winter","Eye Knives",3
"Winter","IAMPAUL",3
"Winter","James Arthur",3
"Winter","Jeremy Zucker",3
"Winter","Joji",3
"Winter","Justin Rarri",3
"Winter","Kansas",3
"Winter","Kishore Kumar",3
"Winter","Lil Pump",3
"Winter","Looking Glass",3
"Winter","Louis Armstrong",3
"Winter","Luna Shadows",3
"Winter","MO",3
"Winter","Mark Chesnutt",3
"Winter","Marvin Gaye",3
"Winter","Mary Shannon",3
"Winter","Nico & Vinz",3
"Winter","Paul Simon",3
"Winter","Pi'erre Bourne",3
"Winter","PnB Rock",3
"Winter","R. D. Burman",3
"Winter","Rixton",3
"Winter","SHLOK",3
"Winter","Sheck Wes",3
"Winter","The Backseat Lovers",3
"Winter","The Black Keys",3
"Winter","Tracy Byrd",3
"Winter","Warren G",3
"Winter","X Ambassadors",3
"Winter","YBN Nahmir",3
"Winter","Young the Giant",3
"Winter","gianni & kyle",3
"Winter","glaive",3
"Winter","gnash",3
"Winter","khoa",3
"Winter","tsubi club",3
"Winter","whiterosemoxie",3
"Fall","2 Bandz",2
"Fall","24Lik",2
"Fall","A Tribe Called Quest",2
"Fall","Aaron May",2
"Fall","Aastha Gill",2
"Fall","Ace Frehley",2
"Fall","Adam Counts",2
"Fall","Al Green",2
"Fall","Alex Newell",2
"Fall","Anthony Drawn",2
"Fall","Anti Lilly",2
"Fall","Asher Roth",2
"Fall","Axwell /\ Ingrosso",2
"Fall","Baby Smoove",2
"Fall","Babyface",2
"Fall","Bazzi",2
"Fall","Bdcmbio",2
"Fall","Bee Gees",2
"Fall","Benny Dayal",2
"Fall","Benny The Butcher",2
"Fall","Benny Treskow",2
"Fall","Benzz",2
"Fall","Big Boi",2
"Fall","Big Willy Status",2
"Fall","Bing Crosby",2
"Fall","Birds Of The West",2
"Fall","Bleachers",2
"Fall","Blu",2
"Fall","Blue Wednesday",2
"Fall","Bruno Major",2
"Fall","CB",2
"Fall","Caillou",2
"Fall","Cardi B",2
"Fall","Carolina Liar",2
"Fall","Charlotte Funke",2
"Fall","Christina Perri",2
"Fall","Christy Nockels",2
"Fall","Claude Debussy",2
"Fall","Curren$y",2
"Fall","DJ Rell",2
"Fall","DaniLeigh",2
"Fall","Dayglow",2
"Fall","Depf",2
"Fall","Don McLean",2
"Fall","Don Omar",2
"Fall","Dontcry",2
"Fall","E I S U",2
"Fall","EARTHGANG",2
"Fall","Earl Sweatshirt",2
"Fall","Elaquent",2
"Fall","Elior",2
"Fall","FKJ",2
"Fall","Fall Out Boy",2
"Fall","Fivio Foreign",2
"Fall","FloFilz",2
"Fall","Foo Fighters",2
"Fall","Franz Liszt",2
"Fall","G Mills",2
"Fall","G R I Z",2
"Fall","Gene Autry",2
"Fall","Genra",2
"Fall","Goodnyght",2
"Fall","Grady",2
"Fall","Grand Puba",2
"Fall","H.1",2
"Fall","Handbook",2
"Fall","Harlem Spartans",2
"Fall","Hast",2
"Fall","Hoodie Allen",2
"Fall","Huey Daze",2
"Fall","Idealism",2
"Fall","Idina Menzel",2
"Fall","Iris Temple",2
"Fall","Ivan Ave",2
"Fall","Jason Mraz",2
"Fall","Jerico",2
"Fall","Jerry Goldsmith",2
"Fall","Jmbeatz",2
"Fall","Johann Sebastian Bach",2
"Fall","Jon Bellion",2
"Fall","Joseph Caleb",2
"Fall","Jr. Wellness",2
"Fall","Kanisan",2
"Fall","Katashi Kaito",2
"Fall","Katy Perry",2
"Fall","Kesha",2
"Fall","Kevoe West",2
"Fall","Kool & The Gang",2
"Fall","Kurt Stewart",2
"Fall","LBL",2
"Fall","LEGAXY",2
"Fall","Lana Del Rey",2
"Fall","Large Professor",2
"Fall","Lehmber Hussainpuri",2
"Fall","Leo Sayer",2
"Fall","Leslie West",2
"Fall","Lil Pump",2
"Fall","Lil Tjay",2
"Fall","Little Bruce",2
"Fall","Looking Glass",2
"Fall","Loski",2
"Fall","Lost Kids",2
"Fall","Loud Luxury",2
"Fall","Loyle Carner",2
"Fall","Lukas Graham",2
"Fall","Luniz",2
"Fall","Made in M",2
"Fall","Martin Solveig",2
"Fall","Max I Million",2
"Fall","Mike Sherm",2
"Fall","Modernmadeit",2
"Fall","Nafe Smallz",2
"Fall","Nena",2
"Fall","Nickelback",2
"Fall","No Spirit",2
"Fall","Oasis",2
"Fall","Otis Neon",2
"Fall","Otis Ubaka",2
"Fall","Pachakuti",2
"Fall","Pandrezz",2
"Fall","Pete Rock",2
"Fall","PhatCap!",2
"Fall","Plain White T's",2
"Fall","Plusma",2
"Fall","Purrple Cat",2
"Fall","Quinn MacKenzie",2
"Fall","Quinte",2
"Fall","RINI",2
"Fall","RIZ LA VIE",2
"Fall","Ray Hutchcraft",2
"Fall","Roosevelt",2
"Fall","Ryan Beatty",2
"Fall","Ryan Trey",2
"Fall","S N U G",2
"Fall","SLXWCLXP",2
"Fall","Sade",2
"Fall","Saib",2
"Fall","Sam Hunt",2
"Fall","Sammy TQ",2
"Fall","Sara Bareilles",2
"Fall","Sean Paul",2
"Fall","SleazyWorld Go",2
"Fall","Sleeping At Last",2
"Fall","Slum Village",2
"Fall","Spencer Hunt",2
"Fall","Starship",2
"Fall","Steppenwolf",2
"Fall","Suraj Jagan",2
"Fall","SwuM",2
"Fall","Syrup",2
"Fall","T-Pain",2
"Fall","Ta-ku",2
"Fall","Tay-K",2
"Fall","Tchami",2
"Fall","The Alchemist",2
"Fall","The All-American Rejects",2
"Fall","The All-American Singers",2
"Fall","The Buttertones",2
"Fall","The Byrds",2
"Fall","The Cure",2
"Fall","The Game",2
"Fall","The Mouse Outfit",2
"Fall","The Roots",2
"Fall","The Silhouettes Project",2
"Fall","The Tides",2
"Fall","The Turtles",2
"Fall","Toby Schay",2
"Fall","Tove Lo",2
"Fall","Trap Remix Guys",2
"Fall","Twotrees",2
"Fall","Undagawds",2
"Fall","V.I.C.",2
"Fall","Verzache",2
"Fall","Vince Guaraldi Trio",2
"Fall","Wyl",2
"Fall","Yasumu",2
"Fall","Young T & Bugsey",2
"Fall","YoungBoy Never Broke Again",2
"Fall","Zmeyev",2
"Fall","glaive",2
"Fall","lisnn",2
"Fall","paris91",2
"Fall","sumishii",2
"Fall","trxxshed",2
"Spring","070 Shake",2
"Spring","<U+5434><U+4EA6><U+51E1>",2
"Spring","AG Club",2
"Spring","Aaron May",2
"Spring","Aastha Gill",2
"Spring","Alfie Templeman",2
"Spring","Allman Brothers Band",2
"Spring","Amanda Seyfried",2
"Spring","Amar Arshi",2
"Spring","BEAM",2
"Spring","BJ The Chicago Kid",2
"Spring","Bcalm",2
"Spring","Becky G",2
"Spring","Blueface",2
"Spring","BluntOne",2
"Spring","Boyish",2
"Spring","CZARFACE",2
"Spring","Common",2
"Spring","CrazyJaZz",2
"Spring","Cream",2
"Spring","Crosby, Stills & Nash",2
"Spring","DMX",2
"Spring","Demi Lovato",2
"Spring","Dexys Midnight Runners",2
"Spring","Diddy",2
"Spring","Dominique Cerejo",2
"Spring","Don Fizzy",2
"Spring","Dontcry",2
"Spring","Drxnk",2
"Spring","Dzeko & Torres",2
"Spring","Earl Sweatshirt",2
"Spring","Edith Piaf",2
"Spring","Example",2
"Spring","Faces",2
"Spring","Fifth Harmony",2
"Spring","FloFilz",2
"Spring","Funtahen",2
"Spring","Gallery Provence",2
"Spring","Gesaffelstein",2
"Spring","Good Guys Go to Heaven",2
"Spring","HAIM",2
"Spring","HM Surf",2
"Spring","HawkOne",2
"Spring","Higher Brothers",2
"Spring","Hoffy Beats",2
"Spring","Imran Khan",2
"Spring","Jason Mraz",2
"Spring","Jay Sean",2
"Spring","Jill Scott",2
"Spring","Jordy Dazz",2
"Spring","KLIM",2
"Spring","Kainbeats",2
"Spring","Kido",2
"Spring","Knife Party",2
"Spring","Kota the Friend",2
"Spring","LESKY",2
"Spring","Lehmber Hussainpuri",2
"Spring","Lichtboje",2
"Spring","Lil Yachty",2
"Spring","Lilskrt4k",2
"Spring","Ludwig van Beethoven",2
"Spring","Lupe Fiasco",2
"Spring","MadeinTYO",2
"Spring","Mario Judah",2
"Spring","Moderator",2
"Spring","Moneybagg Yo",2
"Spring","Nicky Jam",2
"Spring","Nicky Romero",2
"Spring","NoMBe",2
"Spring","Oatmello",2
"Spring","Odd Future",2
"Spring","Phlocalyst",2
"Spring","Pierce Fulton",2
"Spring","Premo Rice",2
"Spring","Rahat Fateh Ali Khan",2
"Spring","Rexx Life Raj",2
"Spring","S N U G",2
"Spring","SP-Mato",2
"Spring","Sada Baby",2
"Spring","Seb Zillner",2
"Spring","Sebastian Kamae",2
"Spring","Sheck Wes",2
"Spring","Strehlow",2
"Spring","Sub Focus",2
"Spring","Summer Walker",2
"Spring","Suraj Jagan",2
"Spring","T-Pain",2
"Spring","TLC",2
"Spring","Tabi",2
"Spring","Taio Cruz",2
"Spring","Tank",2
"Spring","Team Astro",2
"Spring","Tear Da Club Up Thugs",2
"Spring","The Barden Bellas",2
"Spring","The Temper Trap",2
"Spring","The Turtles",2
"Spring","The Vines",2
"Spring","Tyga",2
"Spring","Vicente Fernandez",2
"Spring","Wun Two",2
"Spring","Yvng Jin",2
"Spring","Zmeyev",2
"Spring","bbno$",2
"Spring","blink-182",2
"Spring","dryhope",2
"Spring","flamingo zamperoni",2
"Spring","golden era",2
"Spring","redveil",2
"Spring","will.i.am",2
"Summer","2 Friends Remixes",2
"Summer","50 Cent",2
"Summer","88rising",2
"Summer","A.CHAL",2
"Summer","AG Club",2
"Summer","AJR",2
"Summer","Alan Walker",2
"Summer","Aliotta Haynes Jeremiah",2
"Summer","American Authors",2
"Summer","Anarbor",2
"Summer","Anderson .Paak",2
"Summer","Anuradha Paudwal",2
"Summer","BIGBABYGUCCI",2
"Summer","Baby Smoove",2
"Summer","Big Boi",2
"Summer","Blueface",2
"Summer","Bruno Major",2
"Summer","Chinmayi",2
"Summer","Claude Debussy",2
"Summer","Cream",2
"Summer","Curren$y",2
"Summer","DJ Scheme",2
"Summer","DUSTY LOCANE",2
"Summer","DVBBS",2
"Summer","Dave",2
"Summer","David Shire",2
"Summer","Del Water Gap",2
"Summer","Diary Of Dreams",2
"Summer","Diddy",2
"Summer","Dobie Gray",2
"Summer","Dominique Cerejo",2
"Summer","Eearz",2
"Summer","Empire of the Sun",2
"Summer","Fivio Foreign",2
"Summer","Giveon",2
"Summer","Gorillaz",2
"Summer","Hast",2
"Summer","ICYTWAT",2
"Summer","IDK",2
"Summer","Jeremih",2
"Summer","Jerico",2
"Summer","Jimmy Buffett",2
"Summer","John Mayer",2
"Summer","K. J. Yesudas",2
"Summer","KC & The Sunshine Band",2
"Summer","Kelly Clarkson",2
"Summer","Ken Carson",2
"Summer","Kevin Abstract",2
"Summer","Kido",2
"Summer","Kiiara",2
"Summer","Kota the Friend",2
"Summer","LUCKI",2
"Summer","Legend Yae",2
"Summer","Living Room",2
"Summer","Love",2
"Summer","Max Drazen",2
"Summer","Maxo Kream",2
"Summer","Mike Sherm",2
"Summer","Mozzy",2
"Summer","N.E.R.D",2
"Summer","NEIKED",2
"Summer","Olly Murs",2
"Summer","P. Jayachandran",2
"Summer","PLVTINUM",2
"Summer","Paul Simon",2
"Summer","Payroll Giovanni & Cardo",2
"Summer","Phigross",2
"Summer","Philadelphia Orchestra",2
"Summer","Poco",2
"Summer","REASON",2
"Summer","RTB MB",2
"Summer","Raimu",2
"Summer","Rascal Flatts",2
"Summer","Ricegum",2
"Summer","Rugby Wild",2
"Summer","SSGKobe",2
"Summer","Samm Henshaw",2
"Summer","ScrewStache",2
"Summer","Simon & Garfunkel",2
"Summer","Smash Mouth",2
"Summer","Srinivas",2
"Summer","Still Woozy",2
"Summer","Styx",2
"Summer","Swedish House Mafia",2
"Summer","Takeoff",2
"Summer","Tay-K",2
"Summer","Tears For Fears",2
"Summer","The Black Keys",2
"Summer","The Carters",2
"Summer","The Doobie Brothers",2
"Summer","The Foundations",2
"Summer","The Game",2
"Summer","The J. Geils Band",2
"Summer","The Notorious B.I.G.",2
"Summer","The Score",2
"Summer","The Strokes",2
"Summer","The Very Nice Interesting Singer Man",2
"Summer","Third Eye Blind",2
"Summer","Train",2
"Summer","Trdee",2
"Summer","V Jackk",2
"Summer","WZRD",2
"Summer","Wheels on the Bus",2
"Summer","X Ambassadors",2
"Summer","a-ha",2
"Summer","redveil",2
"Summer","will.i.am",2
"Winter","070 Shake",2
"Winter","Alec Benjamin",2
"Winter","Allman Brothers Band",2
"Winter","Asha Bhosle",2
"Winter","Baby Smoove",2
"Winter","Bankrol Hayden",2
"Winter","Berner",2
"Winter","Bhupen Hazarika",2
"Winter","Big Shaq",2
"Winter","Blac Youngsta",2
"Winter","Bobby Dreamz BIG",2
"Winter","Bobby Helms",2
"Winter","Bobby Shmurda",2
"Winter","Brenda Lee",2
"Winter","Britney Spears",2
"Winter","Bruno Major",2
"Winter","Chief Keef",2
"Winter","Cl4pers",2
"Winter","Conan Gray",2
"Winter","Cream",2
"Winter","Darius Rucker",2
"Winter","David Lee Murphy",2
"Winter","Dean Lewis",2
"Winter","Don Diablo",2
"Winter","EVAN GIIA",2
"Winter","Earl Sweatshirt",2
"Winter","Faygogotcash",2
"Winter","Fifth Harmony",2
"Winter","Flipp Dinero",2
"Winter","Hast",2
"Winter","Jatin-Lalit",2
"Winter","Jo Dee Messina",2
"Winter","John Coltrane",2
"Winter","John Mayer",2
"Winter","John Michael Montgomery",2
"Winter","Jonas Brothers",2
"Winter","Junior Varsity",2
"Winter","KAYTRANADA",2
"Winter","Keak Da Sneak",2
"Winter","Kenny Chesney",2
"Winter","Kevin Abstract",2
"Winter","Kodaline",2
"Winter","Konteks",2
"Winter","LMFAO",2
"Winter","Lady Gaga",2
"Winter","Lil Durk",2
"Winter","Lofi Fruits Music",2
"Winter","Luke Christopher",2
"Winter","MadeinTYO",2
"Winter","Maluma",2
"Winter","Mary Chapin Carpenter",2
"Winter","Moon Taxi",2
"Winter","Morgan Wallen",2
"Winter","Nana",2
"Winter","Nardo Wick",2
"Winter","Neha Kakkar",2
"Winter","PLVTINUM",2
"Winter","PRETTYMUCH",2
"Winter","PSY",2
"Winter","Paul McCartney",2
"Winter","Poco",2
"Winter","Preme",2
"Winter","Radiohead",2
"Winter","Raphael Lake",2
"Winter","Rascal Flatts",2
"Winter","Reba McEntire",2
"Winter","Rod Wave",2
"Winter","Roosevelt",2
"Winter","Ruel",2
"Winter","S. D. Burman",2
"Winter","Sada Baby",2
"Winter","Sam Hunt",2
"Winter","Sigurd Barrett",2
"Winter","Stevie Wonder",2
"Winter","Still Woozy",2
"Winter","Supergrass",2
"Winter","Swedish House Mafia",2
"Winter","The Wombats",2
"Winter","Thirupathi V Sathyanarayana",2
"Winter","Tom The Mail Man",2
"Winter","Trey Songz",2
"Winter","Trisha Mohring",2
"Winter","Trisha Yearwood",2
"Winter","Troye Sivan",2
"Winter","Twista",2
"Winter","Two Door Cinema Club",2
"Winter","Ty Herndon",2
"Winter","UFO",2
"Winter","Vampire Weekend",2
"Winter","WALK THE MOON",2
"Winter","WZRD",2
"Winter","Wasuremono",2
"Winter","Wiz Khalifa",2
"Winter","Wynonna",2
"Winter","Young Dolph",2
"Winter","Yung Hurn",2
"Winter","ZAYN",2
"Winter","benny blanco",2
"Winter","bill clesen",2
"Winter","halfpastseven",2
"Winter","ilyTOMMY",2
"Winter","papichuloteej",2
"Fall","*NSYNC",1
"Fall","2015 Dynamo Hitz",1
"Fall","2nd Exit",1
"Fall","30",1
"Fall","38 Special",1
"Fall","7apes",1
"Fall","88GLAM",1
"Fall","9lokknine",1
"Fall","A Great Big World",1
"Fall","Aad",1
"Fall","Afroman",1
"Fall","Agatino Romero",1
"Fall","Alec Benjamin",1
"Fall","Alextbh",1
"Fall","Alicia Keys",1
"Fall","Alison Krauss",1
"Fall","Allem Iversom",1
"Fall","Aloe Blacc",1
"Fall","Amar Arshi",1
"Fall","Ambush Buzzworl",1
"Fall","American Dad! Cast",1
"Fall","American Paratrooper",1
"Fall","Amy-Leigh Williamson",1
"Fall","Angry Children",1
"Fall","AnimationStation",1
"Fall","Anti Lilly & Phoniks",1
"Fall","Antologie",1
"Fall","Aron Risa",1
"Fall","Asdek",1
"Fall","Aso",1
"Fall","Atif Aslam",1
"Fall","Augustine",1
"Fall","Awon",1
"Fall","B-Side",1
"Fall","BORNS",1
"Fall","BTS",1
"Fall","Baby Kata",1
"Fall","BabyJake",1
"Fall","Bad History",1
"Fall","Baka Not Nice",1
"Fall","Bakar",1
"Fall","BassBears",1
"Fall","Bassnectar",1
"Fall","Bastille",1
"Fall","Battman Carter",1
"Fall","Bedroom",1
"Fall","Bei Ru",1
"Fall","Bellecour",1
"Fall","Ben Beal",1
"Fall","Ben E. King",1
"Fall","Ben Rector",1
"Fall","Benny Camaro",1
"Fall","Bhad Bhabie",1
"Fall","Big Memer",1
"Fall","Bill Evans",1
"Fall","Bill adlib",1
"Fall","Billy Sick",1
"Fall","Billy Squier",1
"Fall","Black Star",1
"Fall","BlocBoy JB",1
"Fall","Blu & Exile",1
"Fall","Blueface",1
"Fall","BluntOne",1
"Fall","Board-Man",1
"Fall","Bob Marley & The Wailers",1
"Fall","Bobbi Humphrey",1
"Fall","Bobby Rydell",1
"Fall","Boyz II Men",1
"Fall","Brett Eldredge",1
"Fall","Brooks & Dunn",1
"Fall","Brothers Osborne",1
"Fall","Bubbles & The Shit Rockers",1
"Fall","Burl Ives",1
"Fall","Burrito Brown",1
"Fall","C1",1
"Fall","CHAiN",1
"Fall","CHEERIO KING",1
"Fall","CJ",1
"Fall","CNCO",1
"Fall","CVBZ",1
"Fall","CZARFACE",1
"Fall","Cap Kendricks",1
"Fall","Carl Perkins",1
"Fall","Carrie Underwood",1
"Fall","Cash Kidd",1
"Fall","Cautious Clay",1
"Fall","CeeLo Green",1
"Fall","Cha Cha",1
"Fall","Chancla",1
"Fall","Chiccote's Beats",1
"Fall","Chill Beats Music",1
"Fall","Chinmayi",1
"Fall","Chloe George",1
"Fall","Choker",1
"Fall","Chris Wilson",1
"Fall","Chubby Checker",1
"Fall","Chuck Berry",1
"Fall","Ciara",1
"Fall","Ciscero",1
"Fall","CloZee",1
"Fall","Code Red",1
"Fall","Cole-Man",1
"Fall","Comethazine",1
"Fall","Context Sensitive",1
"Fall","Coops",1
"Fall","Cordae",1
"Fall","Country Joe McDonald",1
"Fall","Crazy Frog",1
"Fall","Crispy Concords",1
"Fall","Cuco",1
"Fall","Cyranek",1
"Fall","DAO",1
"Fall","DJ FGT",1
"Fall","DLJ",1
"Fall","Da Vinci's Notebook",1
"Fall","DaBoii",1
"Fall","Dan Bull",1
"Fall","Daniel Barenboim",1
"Fall","Daniel Powter",1
"Fall","Dave East",1
"Fall","Dave Wol",1
"Fall","Deeb",1
"Fall","Denyah",1
"Fall","Deorro",1
"Fall","Der Soldatenchor und das grosse Blasorchester des Kameradschaftsbundes Frankfurt",1
"Fall","Der Witz",1
"Fall","Dev Negi",1
"Fall","Devaloop",1
"Fall","Diana Ross",1
"Fall","Dido",1
"Fall","DigBar",1
"Fall","Digga D",1
"Fall","Dijon",1
"Fall","Dimitri Vegas & Like Mike",1
"Fall","Dion",1
"Fall","Dirty Ike",1
"Fall","Divine ScienZe",1
"Fall","Dog Fashion Disco",1
"Fall","Douibyorthst",1
"Fall","Downtown Owl",1
"Fall","Dr. Doofenshmirtz",1
"Fall","Drama Hights",1
"Fall","Dre'es",1
"Fall","Dream Easy Collective",1
"Fall","Dweeb",1
"Fall","E-40",1
"Fall","EAST AV3",1
"Fall","EMAMKAY",1
"Fall","EVAN GIIA",1
"Fall","Eddie Cochran",1
"Fall","Eearz",1
"Fall","Elijah Lee",1
"Fall","Ella Eyre",1
"Fall","Ella Mai",1
"Fall","Emanuel Fremont",1
"Fall","Empire of the Sun",1
"Fall","Eric Paslay",1
"Fall","Eric Reprid",1
"Fall","FEDUK",1
"Fall","FELIVAND",1
"Fall","FRANZ",1
"Fall","Faith Hill",1
"Fall","Farruko",1
"Fall","Fat Joe",1
"Fall","Fed Nance",1
"Fall","Fifth Harmony",1
"Fall","Flipp Dinero",1
"Fall","Florida Georgia Line",1
"Fall","Flux Pavilion",1
"Fall","Flyingkitty",1
"Fall","Flynn",1
"Fall","Fredfades",1
"Fall","Fredo",1
"Fall","Fujitsu",1
"Fall","Funkonami",1
"Fall","G Perico",1
"Fall","G2 Genesis",1
"Fall","GAMPER & DADONI",1
"Fall","GEEGEE",1
"Fall","GR?Y",1
"Fall","Gayla Peevey",1
"Fall","Gene Vincent",1
"Fall","Geronimus Brothers",1
"Fall","Gesmis",1
"Fall","Ghost Town DJs",1
"Fall","Glass Animals",1
"Fall","Gnarls Barkley",1
"Fall","GoodMeme",1
"Fall","Gooseworx",1
"Fall","Gordo Enredadera",1
"Fall","Grover Washington, Jr.",1
"Fall","Gwen Stefani",1
"Fall","Gyurto",1
"Fall","HansSOLO",1
"Fall","Harddope",1
"Fall","Harry Styles",1
"Fall","HawkOne",1
"Fall","Healy",1
"Fall","Her's",1
"Fall","Holly Near",1
"Fall","Homixide Gang",1
"Fall","Hope Tala",1
"Fall","House Of Pain",1
"Fall","Howeh",1
"Fall","Hudson Mohawke",1
"Fall","Hulk Hodn",1
"Fall","I.L.L. Will",1
"Fall","IVE",1
"Fall","Icewear Vezzo",1
"Fall","Icona Pop",1
"Fall","Ilmari Hakkola",1
"Fall","Inf",1
"Fall","Isaiah Rashad",1
"Fall","JAWNY",1
"Fall","JJ Heller",1
"Fall","JMBB",1
"Fall","Jack Shore",1
"Fall","Jafiki",1
"Fall","Jake Five",1
"Fall","James Bay",1
"Fall","James Brown",1
"Fall","James TW",1
"Fall","Jasleen Royal",1
"Fall","Jason Aldean",1
"Fall","Jay Prince",1
"Fall","Jay Safari",1
"Fall","Jazzy James",1
"Fall","Jef Miles",1
"Fall","Jeff Bernat",1
"Fall","Jens Wechsler",1
"Fall","Jeremiah Perez",1
"Fall","Jeremy Zucker",1
"Fall","Jesse James Solomon",1
"Fall","Jimmy Here",1
"Fall","John Lennon",1
"Fall","John Vincent III",1
"Fall","Johnny Mathis",1
"Fall","Jon Costa",1
"Fall","Jonah Zed",1
"Fall","Josh Groban",1
"Fall","Joyce Wrice",1
"Fall","Jreg",1
"Fall","Julie Andrews",1
"Fall","June Christy",1
"Fall","K CAMP",1
"Fall","K-Trap",1
"Fall","KAMI",1
"Fall","KC & The Sunshine Band",1
"Fall","KYLE",1
"Fall","Kali Uchis",1
"Fall","Kamal.",1
"Fall","Kankick",1
"Fall","KaspaHauser",1
"Fall","Kay-O",1
"Fall","Kazam",1
"Fall","Keak Da Sneak",1
"Fall","Kelly Clarkson",1
"Fall","Ken Carson",1
"Fall","Kenaj",1
"Fall","Kenji",1
"Fall","Kenny Chesney",1
"Fall","Kenny Loggins",1
"Fall","Kev Brown",1
"Fall","Kevin Abstract",1
"Fall","Kevin MacLeod",1
"Fall","Keyzs-Sean Sparsfa",1
"Fall","Kid Abstrakt",1
"Fall","Kid Ink",1
"Fall","Kid Taro",1
"Fall","Kina Grannis",1
"Fall","King",1
"Fall","Kirt Connor",1
"Fall","Kista",1
"Fall","Klaus Layer",1
"Fall","Kofi Stone",1
"Fall","Kota the Friend",1
"Fall","Krystal Evette",1
"Fall","Kygo",1
"Fall","L One",1
"Fall","LANNE",1
"Fall","LESKY",1
"Fall","LIL dEE",1
"Fall","LIZER",1
"Fall","Lady Gaga",1
"Fall","Lamar Tazz Jay",1
