"SchoolPeriod","Artist","Plays"
"Freshman Year","Akleia",8
"Freshman Year","Alicia Keys",8
"Freshman Year","Alina Linnea",8
"Freshman Year","Ambienetic",8
"Freshman Year","American Authors",8
"Freshman Year","BANNERS",8
"Freshman Year","BENEE",8
"Freshman Year","Babe Rainbow",8
"Freshman Year","Bastille",8
"Freshman Year","Cameron Sinosa",8
"Freshman Year","Casiio",8
"Freshman Year","Chris Botti",8
"Freshman Year","Clay Edwards",8
"Freshman Year","Cokobi",8
"Freshman Year","Col3trane",8
"Freshman Year","Conkarah",8
"Freshman Year","Darshan Raval",8
"Freshman Year","David Guetta",8
"Freshman Year","Dilaz",8
"Freshman Year","Dreams And Memories",8
"Freshman Year","Dua Lipa",8
"Freshman Year","Dust Merchant",8
"Freshman Year","Ethan Beckett",8
"Freshman Year","Ferdinando Zetticci",8
"Freshman Year","Fiji Blue",8
"Freshman Year","Fleurs de Son",8
"Freshman Year","Frederic Chopin",8
"Freshman Year","Future",8
"Freshman Year","Future Sky",8
"Freshman Year","Gavin Luke",8
"Freshman Year","Gil Talmi",8
"Freshman Year","Haleema Pham",8
"Freshman Year","JID",8
"Freshman Year","John K",8
"Freshman Year","Jorja Smith",8
"Freshman Year","Kendall Miles",8
"Freshman Year","Khaled",8
"Freshman Year","Labrinth",8
"Freshman Year","Leon Nolting",8
"Freshman Year","Lijo George",8
"Freshman Year","Lil Tjay",8
"Freshman Year","Lostboycrow",8
"Freshman Year","Ludwig van Beethoven",8
"Freshman Year","Lupe Fiasco",8
"Freshman Year","Majid Jordan",8
"Freshman Year","Mome",8
"Freshman Year","Moments of Clarity",8
"Freshman Year","Nazareno Aversa",8
"Freshman Year","Neon Trees",8
"Freshman Year","Neotantra",8
"Freshman Year","Nessa Manuel",8
"Freshman Year","Nikolaj Geisler",8
"Freshman Year","Nikos Romani",8
"Freshman Year","Novo Amor",8
"Freshman Year","Ocean Island",8
"Freshman Year","Otto A. Totland",8
"Freshman Year","PRETTYMUCH",8
"Freshman Year","Pearl Melendez",8
"Freshman Year","Pendex Aum",8
"Freshman Year","Powfu",8
"Freshman Year","Prateek Kuhad",8
"Freshman Year","Prince Royce",8
"Freshman Year","RUDE",8
"Freshman Year","Rannar Sillard",8
"Freshman Year","Reverend XYZ",8
"Freshman Year","Robin Laureli",8
"Freshman Year","Sam Feldt",8
"Freshman Year","Selma Strom",8
"Freshman Year","Sky Wishes",8
"Freshman Year","Slow Magic",8
"Freshman Year","Songs On The Moon",8
"Freshman Year","Swedish House Mafia",8
"Freshman Year","The Nowhows",8
"Freshman Year","UNSECRET",8
"Freshman Year","Valeria Rosso",8
"Freshman Year","Vincent Choppah",8
"Freshman Year","Vishal Casey",8
"Freshman Year","Webier",8
"Freshman Year","Ymlacio",8
"Freshman Year","amies",8
"Freshman Year","brillion.",8
"Freshman Year","kelantanze",8
"Freshman Year","lovelytheband",8
"Freshman-Sophomore Summer","Ali Gatie",8
"Freshman-Sophomore Summer","Alvaro Soler",8
"Freshman-Sophomore Summer","American Authors",8
"Freshman-Sophomore Summer","Benny Dayal",8
"Freshman-Sophomore Summer","Charlotte Lawrence",8
"Freshman-Sophomore Summer","Clean Bandit",8
"Freshman-Sophomore Summer","Clinton Kane",8
"Freshman-Sophomore Summer","Dekleyn",8
"Freshman-Sophomore Summer","Gavin Haley",8
"Freshman-Sophomore Summer","Glass Animals",8
"Freshman-Sophomore Summer","Healy",8
"Freshman-Sophomore Summer","Huma",8
"Freshman-Sophomore Summer","Jacob Collier",8
"Freshman-Sophomore Summer","Jhene Aiko",8
"Freshman-Sophomore Summer","Jon Schmidt",8
"Freshman-Sophomore Summer","Lil Uzi Vert",8
"Freshman-Sophomore Summer","Marc E. Bassy",8
"Freshman-Sophomore Summer","Mithoon",8
"Freshman-Sophomore Summer","Noah Kahan",8
"Freshman-Sophomore Summer","Rahat Fateh Ali Khan",8
"Freshman-Sophomore Summer","Rich Brian",8
"Freshman-Sophomore Summer","Shankar-Ehsaan-Loy",8
"Freshman-Sophomore Summer","Shawn Mendes",8
"Freshman-Sophomore Summer","Sigala",8
"Freshman-Sophomore Summer","Ski Mask The Slump God",8
"Freshman-Sophomore Summer","Souly Had",8
"Freshman-Sophomore Summer","T-Pain",8
"Freshman-Sophomore Summer","Timbaland",8
"Freshman-Sophomore Summer","Tyler, The Creator",8
"Freshman-Sophomore Summer","Zack Knight",8
"Freshman-Sophomore Summer","easy life",8
"Sophomore Year","Alessia Cara",8
"Sophomore Year","Andrew Rayel",8
"Sophomore Year","Ashe",8
"Sophomore Year","Benny Martin",8
"Sophomore Year","Bon Iver",8
"Sophomore Year","Elephante",8
"Sophomore Year","Facading",8
"Sophomore Year","From Alfie",8
"Sophomore Year","George Ezra",8
"Sophomore Year","Jason Derulo",8
"Sophomore Year","Kazy Lambist",8
"Sophomore Year","Klangkarussell",8
"Sophomore Year","Kota the Friend",8
"Sophomore Year","Lani Rose",8
"Sophomore Year","Maleek Berry",8
"Sophomore Year","Mike Perry",8
"Sophomore Year","Modl",8
"Sophomore Year","NURKO",8
"Sophomore Year","Priya Saraiya",8
"Sophomore Year","Roxy Tones",8
"Sophomore Year","Serene & Pax",8
"Sophomore Year","Snoop Dogg",8
"Sophomore Year","Still Woozy",8
"Sophomore Year","Tep No",8
"Sophomore Year","The Neighbourhood",8
"Sophomore Year","The PropheC",8
"Sophomore Year","The Temper Trap",8
"Sophomore Year","Ty Dolla $ign",8
"Sophomore Year","Zonoma",8
"Sophomore Year","j'san",8
"Sophomore Year","lovelytheband",8
"Sophomore-Junior Summer","*NSYNC",8
"Sophomore-Junior Summer","Amit Trivedi",8
"Sophomore-Junior Summer","Andy Grammer",8
"Sophomore-Junior Summer","Anirudh Ravichander",8
"Sophomore-Junior Summer","BRONSON",8
"Sophomore-Junior Summer","Bad Bunny",8
"Sophomore-Junior Summer","Blake Rose",8
"Sophomore-Junior Summer","Daddy Yankee",8
"Sophomore-Junior Summer","Don Diablo",8
"Sophomore-Junior Summer","Ekali",8
"Sophomore-Junior Summer","Jess Benko",8
"Sophomore-Junior Summer","Maluma",8
"Sophomore-Junior Summer","Modl",8
"Sophomore-Junior Summer","Mr. Probz",8
"Sophomore-Junior Summer","Tom Rosenthal",8
"Sophomore-Junior Summer","Tory Lanez",8
"Sophomore-Junior Summer","ZAYN",8
"Sophomore-Junior Summer","tobi lou",8
"10th Grade","Alvaro Soler",7
"10th Grade","Astrid S",7
"10th Grade","Bazzi",7
"10th Grade","Bruno Mars",7
"10th Grade","Chris Brown",7
"10th Grade","Cosculluela",7
"10th Grade","DVBBS",7
"10th Grade","Dappy",7
"10th Grade","Eagles",7
"10th Grade","HAEVN",7
"10th Grade","Ina Wroldsen",7
"10th Grade","Jay Sean",7
"10th Grade","Lartiste",7
"10th Grade","Lindsey Stirling",7
"10th Grade","Mana",7
"10th Grade","Mark Diamond",7
"10th Grade","Noriel",7
"10th Grade","Ozuna",7
"10th Grade","Sasha Alex Sloan",7
"10th Grade","Shawn Mendes",7
"10th Grade","Sia",7
"10th Grade","TAL",7
"10th-11th Summer","BoTalks",7
"10th-11th Summer","Dimitri Vegas & Like Mike",7
"10th-11th Summer","H.E.R.",7
"10th-11th Summer","J Balvin",7
"10th-11th Summer","John De Sohn",7
"10th-11th Summer","Jonas Blue",7
"10th-11th Summer","Juice WRLD",7
"10th-11th Summer","Justice Skolnik",7
"10th-11th Summer","Lil Skies",7
"10th-11th Summer","Machine Gun Kelly",7
"10th-11th Summer","Maluma",7
"10th-11th Summer","Olivia O'Brien",7
"10th-11th Summer","Peter Hollens",7
"10th-11th Summer","T-Pain",7
"11th Grade","AJR",7
"11th Grade","AUSTN",7
"11th Grade","Adele",7
"11th Grade","American Authors",7
"11th Grade","Arden Forest",7
"11th Grade","Astrid S",7
"11th Grade","Atomic Kitten",7
"11th Grade","Bad Bunny",7
"11th Grade","Bryce Vine",7
"11th Grade","Calvin Harris",7
"11th Grade","Charlotte Lawrence",7
"11th Grade","Chill Children",7
"11th Grade","Ciaran Delany",7
"11th Grade","DVBBS",7
"11th Grade","Dave Bawa",7
"11th Grade","Drake",7
"11th Grade","Guustavv",7
"11th Grade","HEDEGAARD",7
"11th Grade","J Elle",7
"11th Grade","Juice WRLD",7
"11th Grade","Justice Skolnik",7
"11th Grade","KAROL G",7
"11th Grade","Keem Isaiah",7
"11th Grade","Keywest",7
"11th Grade","Lele Pons",7
"11th Grade","Lil Peep",7
"11th Grade","Lil Pump",7
"11th Grade","Lil Wayne",7
"11th Grade","Madison Beer",7
"11th Grade","Melvin Alex",7
"11th Grade","Nazareno Aversa",7
"11th Grade","Ocean Park Standoff",7
"11th Grade","Oliver Riot",7
"11th Grade","Phoebe Ryan",7
"11th Grade","Rixton",7
"11th Grade","Sage The Gemini",7
"11th Grade","Sean Paul",7
"11th Grade","Social House",7
"11th Grade","Vance Joy",7
"11th Grade","Wild Rivers",7
"11th Grade","frad",7
"11th Grade","nosubject",7
"11th-12th Summer","Ariana Grande",7
"11th-12th Summer","Bastille",7
"11th-12th Summer","Billy Marchiafava",7
"11th-12th Summer","Choker",7
"11th-12th Summer","Deep Inside",7
"11th-12th Summer","Dream Runner",7
"11th-12th Summer","Gryffin",7
"11th-12th Summer","Jonas Brothers",7
"11th-12th Summer","Jozef Gatysik",7
"11th-12th Summer","Kanye West",7
"11th-12th Summer","Lil Dicky",7
"11th-12th Summer","Martin Garrix",7
"11th-12th Summer","Moon Laika",7
"11th-12th Summer","Noah Kahan",7
"11th-12th Summer","Rand Aldo",7
"11th-12th Summer","Rihanna",7
"11th-12th Summer","Ruth B.",7
"11th-12th Summer","Sasha Alex Sloan",7
"11th-12th Summer","Sleeping At Last",7
"11th-12th Summer","Stevie B",7
"11th-12th Summer","Strange Imagining",7
"11th-12th Summer","Takagi & Ketra",7
"11th-12th Summer","VAX",7
"12th Grade","Ajay Stephens",7
"12th Grade","Andrew McMahon in the Wilderness",7
"12th Grade","Anjulie",7
"12th Grade","Anson Seabra",7
"12th Grade","Ashe",7
"12th Grade","Bad Meets Evil",7
"12th Grade","Becky G",7
"12th Grade","Bon Iver",7
"12th Grade","Brian McBride",7
"12th Grade","Bryant Myers",7
"12th Grade","Canyon City",7
"12th Grade","Childish Gambino",7
"12th Grade","Conor Matthews",7
"12th Grade","Craig David",7
"12th Grade","Dathan",7
"12th Grade","Dave",7
"12th Grade","Emma Sameth",7
"12th Grade","Epic Centre",7
"12th Grade","Eva Slott",7
"12th Grade","Ex-poets",7
"12th Grade","FLEXO",7
"12th Grade","Far East Movement",7
"12th Grade","Five For Fighting",7
"12th Grade","GAMPER & DADONI",7
"12th Grade","Gemma Casimaty",7
"12th Grade","GoldFish",7
"12th Grade","Greyson Chance",7
"12th Grade","Grits",7
"12th Grade","HAEVN",7
"12th Grade","Independent Hits",7
"12th Grade","Jay Sean",7
"12th Grade","Jidenna",7
"12th Grade","Justin Hurwitz",7
"12th Grade","KRISTAL",7
"12th Grade","Kasbo",7
"12th Grade","Kina Grannis",7
"12th Grade","King Princess",7
"12th Grade","Koby Laver",7
"12th Grade","Kris Kross Amsterdam",7
"12th Grade","Kristen Bell",7
"12th Grade","Lulleaux",7
"12th Grade","Majid Jordan",7
"12th Grade","Mattia Cupelli",7
"12th Grade","Mr Pillow",7
"12th Grade","Naomi Scott",7
"12th Grade","Olivia O'Brien",7
"12th Grade","Peter Hollens",7
"12th Grade","Phoebe Bridgers",7
"12th Grade","RK",7
"12th Grade","Roddy Ricch",7
"12th Grade","Ryan Trey",7
"12th Grade","SYDE",7
"12th Grade","SZA",7
"12th Grade","Seeb",7
"12th Grade","Sub-City Keys",7
"12th Grade","TENDER",7
"12th Grade","Tate McRae",7
"12th Grade","Tyler Shaw",7
"12th Grade","lil aaron",7
"12th-Freshman Summer","Alicia Keys",7
"12th-Freshman Summer","Aloe Blacc",7
"12th-Freshman Summer","Ann Windsor",7
"12th-Freshman Summer","Ardian Bujupi",7
"12th-Freshman Summer","Blue Ivy",7
"12th-Freshman Summer","Cheat Codes",7
"12th-Freshman Summer","Childish Gambino",7
"12th-Freshman Summer","Doosi",7
"12th-Freshman Summer","Early Hours",7
"12th-Freshman Summer","Fabijan Spaci",7
"12th-Freshman Summer","Felix Hertzog",7
"12th-Freshman Summer","H.E.R.",7
"12th-Freshman Summer","James TW",7
"12th-Freshman Summer","Jeff Bernat",7
"12th-Freshman Summer","Joyce Dulaney",7
"12th-Freshman Summer","Julia Michaels",7
"12th-Freshman Summer","KHEA",7
"12th-Freshman Summer","Leyton Miller",7
"12th-Freshman Summer","Lil Baby",7
"12th-Freshman Summer","Lord Huron",7
"12th-Freshman Summer","Mac Ayres",7
"12th-Freshman Summer","Madison Beer",7
"12th-Freshman Summer","Maria Isabel",7
"12th-Freshman Summer","Melanie Martinez",7
"12th-Freshman Summer","Mjuk",7
"12th-Freshman Summer","Of Rust & Bone",7
"12th-Freshman Summer","PARTYNEXTDOOR",7
"12th-Freshman Summer","PLVTINUM",7
"12th-Freshman Summer","Petros Idris",7
"12th-Freshman Summer","Plain White T's",7
"12th-Freshman Summer","Sam Fischer",7
"12th-Freshman Summer","Sam Smith",7
"12th-Freshman Summer","ScHoolboy Q",7
"12th-Freshman Summer","Shallou",7
"12th-Freshman Summer","Sleep in 8D",7
"12th-Freshman Summer","The Chainsmokers",7
"12th-Freshman Summer","The Piano Guys",7
"12th-Freshman Summer","Tyler and Mark",7
"12th-Freshman Summer","Verzache",7
"12th-Freshman Summer","YNW Melly",7
"9th-10th Summer","Chill Vibes",7
"Freshman Year","Aaron May",7
"Freshman Year","Alessia Cara",7
"Freshman Year","Artemio Li Fonti",7
"Freshman Year","Astron",7
"Freshman Year","Benjamin Gustafsson",7
"Freshman Year","Beowulf",7
"Freshman Year","Berhana",7
"Freshman Year","Beyond The Bubble",7
"Freshman Year","Black Eyed Peas",7
"Freshman Year","Blue Bavarian Band",7
"Freshman Year","Boudoin",7
"Freshman Year","Boy In Space",7
"Freshman Year","By Lotus",7
"Freshman Year","Carsky",7
"Freshman Year","Cigarettes After Sex",7
"Freshman Year","Clouds Come Down",7
"Freshman Year","DJ DEE MARK",7
"Freshman Year","DaBaby",7
"Freshman Year","Darcie Roman",7
"Freshman Year","Dennis Lloyd",7
"Freshman Year","Die Oachkatzln",7
"Freshman Year","Donato Manna",7
"Freshman Year","Drax Project",7
"Freshman Year","ENRA",7
"Freshman Year","Eleanor Arroway",7
"Freshman Year","Elevie J",7
"Freshman Year","Elfva",7
"Freshman Year","Emanuel",7
"Freshman Year","Enrique Iglesias",7
"Freshman Year","Epic Centre",7
"Freshman Year","Evil Needle",7
"Freshman Year","Far East Movement",7
"Freshman Year","Forest Creatures",7
"Freshman Year","Fouad Elalamy",7
"Freshman Year","Gavin Haley",7
"Freshman Year","Hans Zimmer",7
"Freshman Year","Jatami Lima",7
"Freshman Year","Jawsh 685",7
"Freshman Year","Jeremy Ng",7
"Freshman Year","John Mountain",7
"Freshman Year","Julia Michaels",7
"Freshman Year","Jupiter Grains",7
"Freshman Year","Kaua Correia",7
"Freshman Year","Kendrick Lamar",7
"Freshman Year","Laffey",7
"Freshman Year","Leyton Miller",7
"Freshman Year","Limes",7
"Freshman Year","LoFi Waiter",7
"Freshman Year","Lost Frequencies",7
"Freshman Year","Lykke Li",7
"Freshman Year","MOGUAI",7
"Freshman Year","MOWE",7
"Freshman Year","Mac DeMarco",7
"Freshman Year","Maja Balder",7
"Freshman Year","Massimu",7
"Freshman Year","Max Richter",7
"Freshman Year","Mayol",7
"Freshman Year","Mediteight Dimensional",7
"Freshman Year","Momento",7
"Freshman Year","Mounika.",7
"Freshman Year","Nico Segal",7
"Freshman Year","Niel Hupkes",7
"Freshman Year","PUBLIC",7
"Freshman Year","Pathos Humano",7
"Freshman Year","Phillip Phillips",7
"Freshman Year","Rae Morris",7
"Freshman Year","Rahat Fateh Ali Khan",7
"Freshman Year","Raimu",7
"Freshman Year","Raveena",7
"Freshman Year","Raven Corteir",7
"Freshman Year","Rezael",7
"Freshman Year","Ritt Momney",7
"Freshman Year","S N U G",7
"Freshman Year","Sezja",7
"Freshman Year","Snoh Aalegra",7
"Freshman Year","Souly Had",7
"Freshman Year","Spacetactular",7
"Freshman Year","TPR",7
"Freshman Year","Tame Impala",7
"Freshman Year","Tanishk Bagchi",7
"Freshman Year","Tchami",7
"Freshman Year","The Aural Healer",7
"Freshman Year","The Girl In The Treehouse",7
"Freshman Year","Tom The Mail Man",7
"Freshman Year","Tony Sattler",7
"Freshman Year","Yasper",7
"Freshman Year","Zachary Knowles",7
"Freshman Year","iann dior",7
"Freshman Year","llaurentz",7
"Freshman Year","minite",7
"Freshman Year","mommy",7
"Freshman Year","softy",7
"Freshman Year","unwaxed lemons",7
"Freshman-Sophomore Summer","21 Savage",7
"Freshman-Sophomore Summer","BANNERS",7
"Freshman-Sophomore Summer","Big Wild",7
"Freshman-Sophomore Summer","Chiiild",7
"Freshman-Sophomore Summer","DC The Don",7
"Freshman-Sophomore Summer","DJ Kbz",7
"Freshman-Sophomore Summer","DMNDS",7
"Freshman-Sophomore Summer","Da?i Freyr",7
"Freshman-Sophomore Summer","DaBaby",7
"Freshman-Sophomore Summer","Darshan Raval",7
"Freshman-Sophomore Summer","Devault",7
"Freshman-Sophomore Summer","Dijon",7
"Freshman-Sophomore Summer","Katy Perry",7
"Freshman-Sophomore Summer","Kayou.",7
"Freshman-Sophomore Summer","LAOUD",7
"Freshman-Sophomore Summer","Nao",7
"Freshman-Sophomore Summer","Nick Bateman",7
"Freshman-Sophomore Summer","Rudimental",7
"Freshman-Sophomore Summer","Sabrina Claudio",7
"Freshman-Sophomore Summer","Said The Sky",7
"Freshman-Sophomore Summer","Slow Magic",7
"Freshman-Sophomore Summer","Social House",7
"Freshman-Sophomore Summer","Thundercat",7
"Freshman-Sophomore Summer","Tungevaag",7
"Freshman-Sophomore Summer","WATTS",7
"Freshman-Sophomore Summer","ayokay",7
"Freshman-Sophomore Summer","iann dior",7
"Freshman-Sophomore Summer","slenderbodies",7
"Sophomore Year","Amit Trivedi",7
"Sophomore Year","Aquilo",7
"Sophomore Year","Boy In Space",7
"Sophomore Year","Briston Maroney",7
"Sophomore Year","COIN",7
"Sophomore Year","Camilo",7
"Sophomore Year","Chord Overstreet",7
"Sophomore Year","Col3trane",7
"Sophomore Year","Diljit Dosanjh",7
"Sophomore Year","Eric Ardouin",7
"Sophomore Year","Evgeny Grinko",7
"Sophomore Year","Faouzia",7
"Sophomore Year","Forester",7
"Sophomore Year","Francis Karel",7
"Sophomore Year","GASHI",7
"Sophomore Year","GROUPLOVE",7
"Sophomore Year","Gigi Perez",7
"Sophomore Year","Grady",7
"Sophomore Year","Haley Reinhart",7
"Sophomore Year","Isaiah Rashad",7
"Sophomore Year","Israel """"IZ"""" Kamakawiwo<U+0091>ole",7
"Sophomore Year","JAY-Z",7
"Sophomore Year","Jamie Soner",7
"Sophomore Year","Jenevieve",7
"Sophomore Year","Joel Adams",7
"Sophomore Year","John Mayer",7
"Sophomore Year","Kaivon",7
"Sophomore Year","Kendrick Lamar",7
"Sophomore Year","LEON",7
"Sophomore Year","Lorde",7
"Sophomore Year","Louis Armstrong",7
"Sophomore Year","Mau y Ricky",7
"Sophomore Year","Mick Jenkins",7
"Sophomore Year","Noah Kahan",7
"Sophomore Year","RKCB",7
"Sophomore Year","Robin Schulz",7
"Sophomore Year","Rook1e",7
"Sophomore Year","Rudimental",7
"Sophomore Year","Rusted Root",7
"Sophomore Year","SEB",7
"Sophomore Year","Saba",7
"Sophomore Year","Sean Paul",7
"Sophomore Year","Sebastian Yatra",7
"Sophomore Year","Shake Shake Go",7
"Sophomore Year","Tanishk Bagchi",7
"Sophomore Year","The Band CAMINO",7
"Sophomore Year","The Theorist",7
"Sophomore Year","Vishal Dadlani",7
"Sophomore Year","Vitamin String Quartet",7
"Sophomore Year","WATTS",7
"Sophomore Year","WUSA",7
"Sophomore Year","Wafia",7
"Sophomore Year","White Noise For Baby Sleep",7
"Sophomore-Junior Summer","A.R. Rahman",7
"Sophomore-Junior Summer","Alexander 23",7
"Sophomore-Junior Summer","Amir Obe",7
"Sophomore-Junior Summer","Aquilo",7
"Sophomore-Junior Summer","BROCKHAMPTON",7
"Sophomore-Junior Summer","Borgeous",7
"Sophomore-Junior Summer","Brent Faiyaz",7
"Sophomore-Junior Summer","Elton John",7
"Sophomore-Junior Summer","FKJ",7
"Sophomore-Junior Summer","Future",7
"Sophomore-Junior Summer","Hippo Campus",7
"Sophomore-Junior Summer","Jonah Kagen",7
"Sophomore-Junior Summer","Kairos Covers",7
"Sophomore-Junior Summer","Kaskade",7
"Sophomore-Junior Summer","Ki:Theory",7
"Sophomore-Junior Summer","Lostboycrow",7
"Sophomore-Junior Summer","MOWE",7
"Sophomore-Junior Summer","Marshmello",7
"Sophomore-Junior Summer","Mokita",7
"Sophomore-Junior Summer","Munn",7
"Sophomore-Junior Summer","N3WPORT",7
"Sophomore-Junior Summer","OTR",7
"Sophomore-Junior Summer","Old Sea Brigade",7
"Sophomore-Junior Summer","Peter Sandberg",7
"Sophomore-Junior Summer","Piano Tribute Players",7
"Sophomore-Junior Summer","RINI",7
"Sophomore-Junior Summer","Rnla",7
"Sophomore-Junior Summer","Rochak Kohli",7
"Sophomore-Junior Summer","Smino",7
