"Year","Artist","Plays"
"2019","Steve Mokwebe",10
"2019","Tedosio",10
"2019","The 1975",10
"2019","Trevor Kowalski",10
"2019","Trond Asker",10
"2019","Troye Sivan",10
"2019","Valerie Broussard",10
"2019","Velodrome",10
"2019","Venom Faun",10
"2019","Whitney Houston",10
"2019","XO Cupid",10
"2019","YNW Melly",10
"2019","Yazko",10
"2019","Yung Pinch",10
"2019","mansionz",10
"2019","mike.",10
"2020","Albin Urias",10
"2020","Armaan Malik",10
"2020","Camila Cabello",10
"2020","Chaka Demus & Pliers",10
"2020","Claire Rosinkranz",10
"2020","Dan Romer",10
"2020","Dean Valio",10
"2020","GRACEY",10
"2020","Gavin Haley",10
"2020","Glass Animals",10
"2020","Harry Hudson",10
"2020","Helike",10
"2020","Il Sognatore",10
"2020","James Bay",10
"2020","Jerzy Elle",10
"2020","Jinsang",10
"2020","Jonas Brothers",10
"2020","La Reve",10
"2020","Lost Fables",10
"2020","Lucas Estrada",10
"2020","Nikos Romani",10
"2020","PUBLIC",10
"2020","Pauline Huijbers",10
"2020","Prince Royce",10
"2020","ROSALIA",10
"2020","Rich Brian",10
"2020","Rudimental",10
"2020","ScHoolboy Q",10
"2020","Seeb",10
"2020","Sleep in 8D",10
"2020","Solvekin",10
"2020","Songs On The Moon",10
"2020","Steve Aoki",10
"2020","Swedish House Mafia",10
"2020","The Police",10
"2020","Tiana Major9",10
"2020","Tungevaag",10
"2020","Waiting Rooms",10
"2020","Wolfgang Snow",10
"2020","Zonoma",10
"2021","A$AP Rocky",10
"2021","A.R. Rahman",10
"2021","AURORA",10
"2021","Adeline Verver",10
"2021","Alesso",10
"2021","Amine",10
"2021","Blewbird",10
"2021","Chance the Rapper",10
"2021","Conkarah",10
"2021","Dean Lewis",10
"2021","Dua Lipa",10
"2021","Eleonora Feldt",10
"2021","Elise Ryen",10
"2021","FRENSHIP",10
"2021","Farruko",10
"2021","Felix Hertzog",10
"2021","Free Nationals",10
"2021","GASHI",10
"2021","Haley Reinhart",10
"2021","INZO",10
"2021","Jayco",10
"2021","Jeanelle Bolduc",10
"2021","Judithe Abelsen",10
"2021","Kaivon",10
"2021","Kaua Correia",10
"2021","Koby Laver",10
"2021","Leonid Antonov",10
"2021","Lijo George",10
"2021","Lil Uzi Vert",10
"2021","Lorde",10
"2021","Lost Frequencies",10
"2021","Lucas Estrada",10
"2021","MOGUAI",10
"2021","Maggie Lindemann",10
"2021","Majid Jordan",10
"2021","Misc.Inc",10
"2021","Mome",10
"2021","Ne-Yo",10
"2021","Nils August Valentin",10
"2021","Pearl Melendez",10
"2021","Pop Smoke",10
"2021","Rae Morris",10
"2021","Ramin Djawadi",10
"2021","Ruby Waters",10
"2021","Sanja Goransson",10
"2021","Shankar-Ehsaan-Loy",10
"2021","Stephen Oaks",10
"2021","Szigeti Aliz",10
"2021","The Band CAMINO",10
"2021","Tom The Mail Man",10
"2021","Tove Lo",10
"2021","Vancouver Sleep Clinic",10
"2021","Vas Bela",10
"2021","fun.",10
"2021","orbit",10
"2022","Alvaro Soler",10
"2022","Ariana Grande",10
"2022","B.o.B",10
"2022","Benny Sings",10
"2022","Cash Cash",10
"2022","Cigarettes After Sex",10
"2022","Dirty Heads",10
"2022","Emily James",10
"2022","Faouzia",10
"2022","GRiZ",10
"2022","Glimmer of Blooms",10
"2022","Halsey",10
"2022","J. Cole",10
"2022","JID",10
"2022","Joe Jonas",10
"2022","Jonah Kagen",10
"2022","Julia Michaels",10
"2022","Kazy Lambist",10
"2022","Lost Sky",10
"2022","Matisyahu",10
"2022","Michl",10
"2022","Mumford & Sons",10
"2022","N3WPORT",10
"2022","Olivia Rodrigo",10
"2022","Priya Saraiya",10
"2022","Rook1e",10
"2022","Rusted Root",10
"2022","Sabrina Claudio",10
"2022","Still Woozy",10
"2022","Train",10
"2022","Vedo",10
"2022","Vicetone",10
"2022","Wallows",10
"2017","Anuel AA",9
"2017","Ed Sheeran",9
"2017","Zion & Lennox",9
"2018","Abeer Arora",9
"2018","Charlotte Lawrence",9
"2018","Chris Brown",9
"2018","DJ Khaled",9
"2018","Dan + Shay",9
"2018","EXES",9
"2018","Gavin James",9
"2018","H.E.R.",9
"2018","Harry Hudson",9
"2018","JST FRNDS",9
"2018","Jack & Jack",9
"2018","Kiiara",9
"2018","Lele Pons",9
"2018","Lil Baby",9
"2018","Maleek Berry",9
"2018","Nebu Kiniza",9
"2018","Neon Trees",9
"2018","One Direction",9
"2018","The 1975",9
"2018","Yandel",9
"2019","Ageena",9
"2019","Antoine Minot",9
"2019","August Wilhelmsson",9
"2019","Axian",9
"2019","Ben Woodward",9
"2019","Berlioz",9
"2019","Binaural Landscapes",9
"2019","Brian McBride",9
"2019","Childish Gambino",9
"2019","Choker",9
"2019","DaBaby",9
"2019","Daya",9
"2019","Eagles",9
"2019","Echosmith",9
"2019","Francesca Caroleo",9
"2019","Gavin James",9
"2019","H E R B",9
"2019","Harrison Storm",9
"2019","Jatin-Lalit",9
"2019","Jean Petri",9
"2019","Jonathan Coffey",9
"2019","Joseph Beg",9
"2019","Jubel",9
"2019","Julie Bergan",9
"2019","Kiko Bun",9
"2019","Kumbhaka",9
"2019","Kyle McEvoy",9
"2019","Lil Baby",9
"2019","Limestone Quarry",9
"2019","Louis Tomlinson",9
"2019","Machine Gun Kelly",9
"2019","Martin Rapide",9
"2019","Matt van Stern",9
"2019","Minik Knudsen",9
"2019","Momento",9
"2019","Nils Frahm",9
"2019","Octave Riviere",9
"2019","Opus Monik",9
"2019","Primer Dia",9
"2019","Sean Paul",9
"2019","Shreya Ghoshal",9
"2019","Sigimund",9
"2019","Solvekin",9
"2019","Stevie B",9
"2019","The Script",9
"2019","Vilhelm Brandt",9
"2019","William Edessa",9
"2019","Yorokobi",9
"2019","Young Thug",9
"2019","Zen Gaya",9
"2019","beabadoobee",9
"2019","iann dior",9
"2019","lovelytheband",9
"2020","Adele",9
"2020","Ardian Bujupi",9
"2020","Arizona Zervas",9
"2020","BRONSON",9
"2020","Beowulf",9
"2020","BoTalks",9
"2020","DJ Khaled",9
"2020","Darshan Raval",9
"2020","Delta Shores",9
"2020","Dermot Kennedy",9
"2020","Elephante",9
"2020","Faouzia",9
"2020","Hoodie Allen",9
"2020","Jorja Smith",9
"2020","KWAYE",9
"2020","KYLE",9
"2020","LoudTunez",9
"2020","Lukas Graham",9
"2020","Majid Jordan",9
"2020","NLSN",9
"2020","Nathanael Ekstrom",9
"2020","Nils Frahm",9
"2020","Nimus",9
"2020","Nora Van Elken",9
"2020","PARTYNEXTDOOR",9
"2020","Plain White T's",9
"2020","Sean Paul",9
"2020","Soulja Boy",9
"2020","The Girl In The Treehouse",9
"2020","Turquoise & Fire",9
"2020","Twenty One Pilots",9
"2020","Tyler, The Creator",9
"2020","VAX",9
"2020","Wet",9
"2020","minite",9
"2020","nourii",9
"2021","8D Tunes",9
"2021","Altair Blake",9
"2021","Anthony Russo",9
"2021","Atli ?orirsson",9
"2021","Ben Woodward",9
"2021","BoTalks",9
"2021","D Smoke",9
"2021","Danny Chellam",9
"2021","Dev Negi",9
"2021","Disclosure",9
"2021","Doja Cat",9
"2021","Eddy Kenzo",9
"2021","Ellie Goulding",9
"2021","Gianni Goggia",9
"2021","Gina Livia",9
"2021","Glimmer of Blooms",9
"2021","JP Saxe",9
"2021","Jacob Collier",9
"2021","Johann Pachelbel",9
"2021","Juno Reed",9
"2021","Kansh",9
"2021","Kehlani",9
"2021","LANY",9
"2021","Leo Baumgart",9
"2021","Leon White",9
"2021","Lil Tjay",9
"2021","Lykke Li",9
"2021","Maleek Berry",9
"2021","Marie Protivova",9
"2021","Massimu",9
"2021","Mithoon",9
"2021","Mmigo",9
"2021","NATTI NATASHA",9
"2021","Neptune",9
"2021","New Friends",9
"2021","Niel Hupkes",9
"2021","ODIE",9
"2021","P!nk",9
"2021","Paradise Sunset",9
"2021","Patrick Baker",9
"2021","Phillipp Vogler",9
"2021","Robin Schulz",9
"2021","Rod Wave",9
"2021","Sezja",9
"2021","Shake Shake Go",9
"2021","Silas Mathiasen",9
"2021","Skip Marley",9
"2021","Surf Mesa",9
"2021","T-Pain",9
"2021","The Japanese House",9
"2021","The PropheC",9
"2021","WOOF! IT'S BILLY",9
"2021","Young Thug",9
"2021","easy life",9
"2021","mommy",9
"2022","24kGoldn",9
"2022","Arin Ray",9
"2022","Binaural Beats Study Music",9
"2022","Bon Iver",9
"2022","Chance the Rapper",9
"2022","Charlie Burg",9
"2022","Delacey",9
"2022","Dreamville",9
"2022","FRENSHIP",9
"2022","Fiji Blue",9
"2022","Francis Karel",9
"2022","Grady",9
"2022","Henry Smith",9
"2022","JVKE",9
"2022","Jack Johnson",9
"2022","Jain",9
"2022","John Debney",9
"2022","Khaled",9
"2022","Lil Uzi Vert",9
"2022","Lucas Estrada",9
"2022","Mat Kearney",9
"2022","Matthew Mole",9
"2022","Mutemath",9
"2022","NURKO",9
"2022","Noah Jacob",9
"2022","Olympic Ayres",9
"2022","Peter Sandberg",9
"2022","Phillip LaRue",9
"2022","ROLE MODEL",9
"2022","Radical Face",9
"2022","Riley Pearce",9
"2022","Saba",9
"2022","Sean Kingston",9
"2022","Snoop Dogg",9
"2022","Souly Had",9
"2022","Swedish House Mafia",9
"2022","The Honorary Title",9
"2022","Trippie Redd",9
"2022","Wale",9
"2022","Wiz Khalifa",9
"2022","XXXTENTACION",9
"2022","dvsn",9
"2018","A$AP Rocky",8
"2018","Alicia Keys",8
"2018","Anitta",8
"2018","Anne-Marie",8
"2018","BURNS",8
"2018","Cameron Dallas",8
"2018","Childish Gambino",8
"2018","Christina Perri",8
"2018","DJ Snake",8
"2018","Davai",8
"2018","Don Diablo",8
"2018","Eminem",8
"2018","Farruko",8
"2018","Fenne Lily",8
"2018","George Frideric Handel",8
"2018","Imagine Dragons",8
"2018","Matthew Schultz",8
"2018","Niko Kotoulas",8
"2018","Oliver Riot",8
"2018","Shakira",8
"2018","The Paper Kites",8
"2018","Troye Sivan",8
"2018","XYLO",8
"2018","gnash",8
"2019","Abeer Arora",8
"2019","Amine",8
"2019","Andrew McMahon in the Wilderness",8
"2019","Anjulie",8
"2019","Arden Forest",8
"2019","Bad Meets Evil",8
"2019","Ben Howard",8
"2019","Camilo",8
"2019","Carlos Vives",8
"2019","Chantel Jeffries",8
"2019","Charlotte Lawrence",8
"2019","FAIS",8
"2019","Glades",8
"2019","Glenn Travis",8
"2019","Gucci Mane",8
"2019","Guustavv",8
"2019","Hilder Sky",8
"2019","IGRAINE",8
"2019","Indila",8
"2019","Ivy Adara",8
"2019","J Balvin",8
"2019","JONES",8
"2019","James Blunt",8
"2019","Jay Sean",8
"2019","Jidenna",8
"2019","KamiKwazi",8
"2019","Keala Settle",8
"2019","Keem Isaiah",8
"2019","Koni",8
"2019","Lemaitre",8
"2019","Lesly Janson",8
"2019","Miguel",8
"2019","Ne-Yo",8
"2019","Niska",8
"2019","Peter Manos",8
"2019","Sarcastic Sounds",8
"2019","Shakira",8
"2019","Sophie Simmons",8
"2019","Sub-City Keys",8
"2019","TOTO",8
"2019","The Aural Healer",8
"2019","Through & Through",8
"2019","Tiwa Savage",8
"2019","Trevor Daniel",8
"2019","VOILA",8
"2019","William Roud",8
"2019","Yandel",8
"2019","chief.",8
"2020","Aloe Blacc",8
"2020","Amanda Narjus",8
"2020","Amir Obe",8
"2020","B.o.B",8
"2020","BENEE",8
"2020","Binaural Landscapes",8
"2020","Biqram",8
"2020","Birdy",8
"2020","Boy In Space",8
"2020","Calm Shores",8
"2020","Chinyami",8
"2020","Clay Edwards",8
"2020","Daniel Schulz",8
"2020","Dathan",8
"2020","Dust Merchant",8
"2020","Eleanor Arroway",8
"2020","Elijah Who",8
"2020","Emotional Pleasure",8
"2020","Eugenie Fichter",8
"2020","Grits",8
"2020","Hailee Steinfeld",8
"2020","Halsey",8
"2020","In Stars Above",8
"2020","Jatin-Lalit",8
"2020","Jay Sean",8
"2020","Jerzy Stol",8
"2020","Jessie Reyez",8
"2020","Jessy Matador",8
"2020","Jhene Aiko",8
"2020","Johannes Bornlof",8
"2020","John Mountain",8
"2020","Lamb & Mountain",8
"2020","Leon Nolting",8
"2020","Lil Tjay",8
"2020","Marie Protivova",8
"2020","Melting Sunset",8
"2020","Metro Boomin",8
"2020","Migos",8
"2020","Mike Williams",8
"2020","Mind Explorer",8
"2020","NOTD",8
"2020","Nils August Valentin",8
"2020","Nity Nite",8
"2020","Noah Kahan",8
"2020","ODIE",8
"2020","Ocean Island",8
"2020","Oscar Collin",8
"2020","Peach Tree Rascals",8
"2020","Phoebe Ryan",8
"2020","Piotr Miteska",8
"2020","Raven Corteir",8
"2020","Relajar",8
"2020","Roman Muller",8
"2020","S1mba",8
"2020","Said The Sky",8
"2020","Samuel Meadow",8
"2020","Selena Gomez",8
"2020","Sergei Andreyev",8
"2020","Shibb",8
"2020","Smash Mouth",8
"2020","Snakehips",8
"2020","Staffa Iona",8
"2020","Still Tides",8
"2020","Stromae",8
"2020","Sunwell",8
"2020","Tanishk Bagchi",8
"2020","Tenant Rights",8
"2020","The Aural Healer",8
"2020","The Internet",8
"2020","Trixxie",8
"2020","Vincent Choppah",8
"2020","Webier",8
"2020","Years & Years",8
"2020","Zara Mazure",8
"2020","j'san",8
"2020","kelantanze",8
"2020","node: project",8
"2020","shy martin",8
"2021","Active Child",8
"2021","Addict.",8
"2021","Andrew Belle",8
"2021","Angus & Julia Stone",8
"2021","Ash King",8
"2021","Autograf",8
"2021","BLU EYES",8
"2021","BURNS",8
"2021","Ben Kessler",8
"2021","Benny Dayal",8
"2021","Blake Rose",8
"2021","Bonnie Mathis",8
"2021","Boreal Embla",8
"2021","Brett Eldredge",8
"2021","Calming Eyes",8
"2021","Clairo",8
"2021","Cody Simpson",8
"2021","Cold War Kids",8
"2021","Daya",8
"2021","De Seu",8
"2021","Dilaz",8
"2021","Dj Kass",8
"2021","Drax Project",8
"2021","Duava",8
"2021","ELHAE",8
"2021","Early Hours",8
"2021","Fleurs de Son",8
"2021","Francis Karel",8
"2021","Gemma Casimaty",8
"2021","Gracie Abrams",8
"2021","Herbie Hancock",8
"2021","Idzi Kowalczyk",8
"2021","Jack Harlow",8
"2021","Jasmine Thompson",8
"2021","Joel Adams",8
"2021","KYLE",8
"2021","Kali Uchis",8
"2021","Katy Perry",8
"2021","Laila Wollo",8
"2021","Leah Clark",8
"2021","Little Circuits",8
"2021","Lokss",8
"2021","Lonr.",8
"2021","MEMBA",8
"2021","Mohit Chauhan",8
"2021","Myles Cameron",8
"2021","NAV",8
"2021","Nadine Gaertner",8
"2021","Niall Horan",8
"2021","Nick Bateman",8
"2021","Nick Leng",8
"2021","Nina Cobham",8
"2021","Osteriana",8
"2021","Ouse",8
"2021","Phora",8
"2021","Playboi Carti",8
"2021","Porter Robinson",8
"2021","Priya Saraiya",8
"2021","Quinn Joshua",8
"2021","Rahat Fateh Ali Khan",8
"2021","Regard",8
"2021","Roland Mercier",8
"2021","Saba",8
"2021","Sayulita",8
"2021","Sevyn Streeter",8
"2021","Shaggy",8
"2021","Solene Edgar",8
"2021","Solidao",8
"2021","Stella Kovalyova",8
"2021","Sub Urban",8
"2021","Superorganism",8
"2021","Timbaland",8
"2021","Tomppabeats",8
"2021","Tory Lanez",8
"2021","UNSECRET",8
"2021","Usher",8
"2021","Xavier Omar",8
"2021","Years & Years",8
"2021","Young Money",8
"2021","Zack Knight",8
"2021","emawk",8
"2021","rei brown",8
"2021","shy martin",8
"2022","Aaron May",8
"2022","Addict.",8
"2022","Anuel AA",8
"2022","Ardhito Pramono",8
"2022","Arjun Kanungo",8
"2022","Ashe",8
"2022","Backstreet Boys",8
"2022","Badshah",8
"2022","Ben Howard",8
"2022","Benny Dayal",8
"2022","COIN",8
"2022","Clinton Kane",8
"2022","Diplo",8
"2022","Emei",8
"2022","Excision",8
"2022","GAMPER & DADONI",8
"2022","Geek Music",8
"2022","Gigi Perez",8
"2022","Grace Gaustad",8
"2022","Harrison Storm",8
"2022","Healy",8
"2022","Hugh Jackman",8
"2022","Jay Loud",8
"2022","KIDS SEE GHOSTS",8
"2022","Kudasaibeats",8
"2022","Lani Rose",8
"2022","Laura Sullivan",8
"2022","Lil Baby",8
"2022","Lindsey Stirling",8
"2022","Lonr.",8
"2022","MGMT",8
"2022","Madan Mohan",8
"2022","Maroon 5",8
"2022","New Friends",8
"2022","Niall Horan",8
"2022","Nimrat Khaira",8
"2022","Phora",8
"2022","Prateek Kuhad",8
"2022","Prince Royce",8
"2022","Ramin Djawadi",8
"2022","Rudimental",8
"2022","Sleepy Hallow",8
"2022","Stormzy",8
"2022","The City of Prague Philharmonic Orchestra",8
"2022","The Kid LAROI",8
"2022","Vancouver Sleep Clinic",8
"2022","Wafia",8
"2022","Zac Efron",8
"2022","benny blanco",8
"2017","Chill Vibes",7
"2017","Kevin Roldan",7
"2017","Ozuna",7
"2018","Alex & Sierra",7
"2018","Amir Obe",7
"2018","Austin Jacobs",7
"2018","Chantel Jeffries",7
"2018","Corey Hommel",7
"2018","Daya",7
"2018","DeJ Loaf",7
"2018","Ethan DeRose",7
"2018","Gucci Mane",7
"2018","Hailee Steinfeld",7
"2018","Isaiah Firebrace",7
"2018","J Elle",7
"2018","Jax Jones",7
"2018","Joshua Hyslop",7
"2018","Joyner Lucas",7
"2018","Kasbo",7
"2018","Kiana Lede",7
"2018","Lil Skies",7
"2018","MO",7
"2018","NAV",7
"2018","Party Favor",7
"2018","SYDE",7
"2018","Sophie Simmons",7
"2018","Tep No",7
"2018","Vance Joy",7
"2018","blackbear",7
"2019","AUSTN",7
"2019","Allie X",7
"2019","Anuel AA",7
"2019","Atomic Kitten",7
"2019","Austin Jacobs",7
"2019","Ava Max",7
"2019","Black Eyed Peas",7
"2019","Charlie Who?",7
"2019","Chill Children",7
"2019","Ciaran Delany",7
"2019","Dizzy",7
"2019","FLETCHER",7
"2019","FLEXO",7
"2019","FRENSHIP",7
"2019","Frank Pierce",7
"2019","HEDEGAARD",7
"2019","Hish",7
"2019","Hoodie Allen",7
"2019","Ina Wroldsen",7
"2019","Intentional Vibes",7
"2019","Jess Glynne",7
"2019","Jesse & Joy",7
"2019","Joji",7
"2019","Juice WRLD",7
"2019","Klingande",7
"2019","Kristen Bell",7
"2019","LLusion",7
"2019","Lana Del Rey",7
"2019","Lil Pump",7
"2019","Loote",7
"2019","MYA",7
"2019","Mabel",7
"2019","Magic System",7
"2019","Majid Jordan",7
"2019","Mattia Cupelli",7
"2019","Mike Williams",7
"2019","Nacho",7
"2019","Naomi Scott",7
"2019","Owl City",7
"2019","Peter Hollens",7
"2019","Queen",7
"2019","RK",7
"2019","Sebastian Yatra",7
"2019","TENDER",7
"2019","Wisin & Yandel",7
"2020","Alessia Cara",7
"2020","Alesso",7
"2020","Alok",7
"2020","Atif Aslam",7
"2020","Axwell /\ Ingrosso",7
"2020","Beyonce",7
"2020","Big Time Rush",7
"2020","Blue Bavarian Band",7
"2020","Bobby McFerrin",7
"2020","Brent Faiyaz",7
"2020","Carsky",7
"2020","Clouds Come Down",7
"2020","DJ DEE MARK",7
"2020","Delit Quirion",7
"2020","Die Oachkatzln",7
"2020","Don Diablo",7
"2020","Duncan Laurence",7
"2020","Early Hours",7
"2020","Elmau Dunkel",7
"2020","Etheral Gust",7
"2020","GASHI",7
"2020","Gabrielle Aplin",7
"2020","Greyson Chance",7
"2020","Hozier",7
"2020","Independent Hits",7
"2020","Jack Johnson",7
"2020","Jain",7
"2020","James Carter",7
"2020","Jatami Lima",7
"2020","Joel Adams",7
"2020","Jonas Blue",7
"2020","KHEA",7
"2020","LOVIS",7
"2020","Lateras",7
"2020","Lena Bickeby",7
"2020","Lil Dicky",7
"2020","Lonr.",7
"2020","Lovd Ones",7
"2020","Lugar",7
"2020","Matthew Schultz",7
"2020","Mattia Cupelli",7
"2020","Mediteight Dimensional",7
"2020","Melanie Martinez",7
"2020","Meynberg",7
"2020","Misc.Inc",7
"2020","Money Man",7
"2020","Monty Datta",7
"2020","Morongo",7
"2020","NAV",7
"2020","Nao",7
"2020","Olafur Arnalds",7
"2020","Omar Apollo",7
"2020","Passenger",7
"2020","Peer Lynge",7
"2020","Pierre Delongpre",7
"2020","Piso 21",7
"2020","Rahat Fateh Ali Khan",7
"2020","Raveena",7
"2020","Reverend XYZ",7
"2020","Rezael",7
"2020","Ritt Momney",7
"2020","Robinson",7
"2020","Rod Wave",7
"2020","SYDE",7
"2020","Sam Feldt",7
"2020","Star Explorers",7
"2020","THE SCOTTS",7
"2020","Tejal Yann",7
"2020","The Deli",7
"2020","The Script",7
"2020","Tony Sattler",7
"2020","Tori Kelly",7
"2020","Tory Lanez",7
"2020","Trinnie Deux",7
"2020","Valeria Rosso",7
"2020","Velodrome",7
"2020","Yasmin Gough",7
"2020","atm0",7
"2020","bulow",7
"2020","llaurentz",7
"2020","potsu",7
"2020","unwaxed lemons",7
"2021","Adele",7
"2021","Alexander Sterling",7
"2021","Aloe Blacc",7
"2021","Andrew McMahon in the Wilderness",7
"2021","Angele",7
"2021","Angelo De Augustine",7
"2021","Arin Ray",7
"2021","Artura Ponce Valles",7
"2021","Bad Meets Evil",7
"2021","Bakar",7
"2021","Ben Howard",7
"2021","Berhana",7
"2021","Bloom Line",7
"2021","Bobby McFerrin",7
"2021","Broken Back",7
"2021","Chris Botti",7
"2021","DJ Snake",7
"2021","DMNDS",7
"2021","Davido",7
"2021","Debyah",7
"2021","Diamonds",7
"2021","Dimitri Vegas & Like Mike",7
"2021","Dynoro",7
"2021","EDEN",7
"2021","EVAN GIIA",7
"2021","Efectos",7
"2021","Emma Peters",7
"2021","Emmitt Howard",7
"2021","Eryk Kamylla",7
"2021","Eyla Calmes",7
"2021","Fakear",7
"2021","Finn",7
"2021","Foulds",7
"2021","GRiZ",7
"2021","Geonose",7
"2021","GoldFish",7
"2021","Grady",7
"2021","Gus Dapperton",7
"2021","Havanna Chandri",7
"2021","Hayley Williams",7
"2021","Isaiah Rashad",7
"2021","Iyaz",7
"2021","J-AX",7
"2021","JID",7
"2021","Jeremih",7
"2021","Jirou Soller",7
"2021","Joyner Lucas",7
"2021","KALEO",7
"2021","KIDS SEE GHOSTS",7
"2021","Kap Slap",7
"2021","Kevin Abstract",7
"2021","Kidswaste",7
"2021","Kupla",7
"2021","Lady Gaga",7
"2021","Leon Bridges",7
"2021","Lil Dicky",7
"2021","Lindsey Stirling",7
"2021","Logic",7
"2021","Loote",7
"2021","Lori Dulac",7
"2021","Lumi Couri",7
"2021","MKTO",7
"2021","Mako",7
"2021","Master KG",7
"2021","Matthew Chaim",7
"2021","Maurie",7
"2021","Melody Leonard",7
"2021","Mjuk",7
"2021","NLSN",7
"2021","Nadia Pugh",7
"2021","Nico Segal",7
"2021","Octave Riviere",7
"2021","Olivia O'Brien",7
"2021","Papu DJ",7
"2021","Passenger",7
"2021","Piano Tribute Players",7
"2021","Planete Sauvage",7
"2021","RKCB",7
"2021","Raimu",7
"2021","Ralph Castelli",7
"2021","Reuben Hensley",7
"2021","Roy Woods",7
"2021","SHAED",7
"2021","Sam Feldt",7
"2021","Sara Bareilles",7
"2021","Sergei Andreyev",7
"2021","Sinead Harnett",7
"2021","Skofee",7
"2021","Stormzy",7
"2021","Syla Lo",7
"2021","Thomas Newman",7
"2021","Thomas Welker",7
"2021","Tyla Yaweh",7
"2021","Vanessa Van Buren",7
"2021","Vitamin String Quartet",7
"2021","Wafia",7
"2021","Wallows",7
"2021","Walter Giulini",7
"2021","Weston Estate",7
"2021","Xavier Ortando",7
"2021","YNW Melly",7
"2021","Yasmin Gough",7
"2021","Yonder Dale",7
"2021","ZHU",7
"2021","Zac Tenenbaum",7
"2021","amies",7
"2021","beabadoobee",7
"2021","chief.",7
"2021","dabl",7
"2021","mazie",7
"2022","A Year on Earth",7
"2022","A$AP Rocky",7
"2022","Ajay Stephens",7
"2022","Alex Isley",7
"2022","American Authors",7
"2022","Andrew Garcia",7
"2022","Anthony Russo",7
"2022","Arlo Parks",7
"2022","Babyface",7
"2022","Beach House",7
"2022","Beauvois",7
"2022","Ben Platt",7
"2022","Billy Eichner",7
"2022","Black Eyed Peas",7
"2022","Bloom Line",7
"2022","BoTalks",7
"2022","Bobby McFerrin",7
"2022","Broken Back",7
"2022","Claire Rosinkranz",7
"2022","Conkarah",7
"2022","Da?i Freyr",7
"2022","Dabin",7
"2022","Davido",7
"2022","Dayglow",7
"2022","Dillon Francis",7
"2022","Dimelo Flow",7
"2022","ELHAE",7
"2022","Evgeny Grinko",7
"2022","Familiar Folk",7
"2022","Far East Movement",7
"2022","Free Nationals",7
"2022","Gavin Haley",7
"2022","Glenn Travis",7
"2022","Hayd",7
"2022","Hippo Campus",7
"2022","J Lisk",7
"2022","James Bay",7
"2022","James Horner",7
"2022","Jerome Thomas",7
"2022","Kairos Covers",7
"2022","Kane Brown",7
"2022","Kevin Abstract",7
"2022","LLusion",7
"2022","Leon Bridges",7
"2022","Limited Tym",7
"2022","Little Venice",7
"2022","Loud Luxury",7
"2022","Maasho",7
"2022","Majid Jordan",7
"2022","Mattia Cupelli",7
"2022","Mau y Ricky",7
"2022","Naveen Kumar",7
"2022","Neon Trees",7
"2022","Nora Van Elken",7
"2022","One Direction",7
"2022","Ouse",7
"2022","Parachute",7
"2022","Prince Fox",7
"2022","Queen",7
"2022","Randy Newman",7
"2022","SEB",7
"2022","Samm Henshaw",7
"2022","Sanjeev T",7
"2022","Sergei Rachmaninoff",7
"2022","Shreya Ghoshal",7
"2022","Tempest",7
"2022","The Greatest Showman Ensemble",7
"2022","UNSECRET",7
"2022","WUSA",7
"2022","White Noise For Baby Sleep",7
"2022","Wild Rivers",7
"2022","marcos g",7
"2022","rei brown",7
"2022","rum.gold",7
"2016","Jeroen van Veen",6
"2017","Carlos Vives",6
"2017","Cosculluela",6
"2017","Noriel",6
"2017","Prince Royce",6
"2018","Amber Run",6
"2018","Big Sean",6
"2018","Bob Marley & The Wailers",6
"2018","Bryson Tiller",6
"2018","Charlie Who?",6
"2018","Dizzy",6
"2018","Dominic Fike",6
"2018","Ellie Goulding",6
"2018","Flatbush Zombies",6
"2018","Grace Grundy",6
"2018","Harry Styles",6
"2018","Hugo Helmig",6
"2018","JP Saxe",6
"2018","Jay Sean",6
"2018","John Williams",6
"2018","Kane Brown",6
"2018","Lady Gaga",6
"2018","Lil Peep",6
"2018","Louis The Child",6
"2018","Luke Christopher",6
"2018","MKTO",6
"2018","Mako",6
"2018","Marc E. Bassy",6
"2018","Mat Kearney",6
"2018","Meghan Trainor",6
"2018","Nick Jonas",6
"2018","Owl City",6
"2018","Pink Sweat$",6
"2018","Piso 21",6
"2018","Rita Ora",6
"2018","Sage The Gemini",6
"2018","Said The Sky",6
"2018","Sean Kingston",6
"2018","The Lumineers",6
"2018","The PropheC",6
"2018","Train",6
"2018","Twenty One Pilots",6
"2018","William Singe",6
"2018","Wisin",6
"2018","Young Money",6
"2018","fun.",6
"2019","4Keus",6
"2019","7715",6
"2019","Adele",6
"2019","Alida",6
"2019","Amy Winehouse",6
"2019","Angelo De Augustine",6
"2019","Anitta",6
"2019","Anthem Lights",6
"2019","Ardian Bujupi",6
"2019","Avril Lavigne",6
"2019","Banx & Ranx",6
"2019","Becky G",6
"2019","Between Rows",6
"2019","Billy Joel",6
"2019","Bon Jovi",6
"2019","COIN",6
"2019","Chance Pena",6
"2019","Craig David",6
"2019","Creambrabbit",6
"2019","DHARIA",6
"2019","DLJ",6
"2019","Daniel Caesar",6
"2019","Danju",6
"2019","Davai",6
"2019","Dave",6
"2019","Dontcry",6
"2019","Echo Ark",6
"2019","Emilio Lanza",6
"2019","Fleur East",6
"2019","Gunna",6
"2019","HONNE",6
"2019","Harmony Byrne",6
