"Year","Artist","Plays"
"2020","Vybz Kartel",1
"2020","WALK THE MOON",1
"2020","WILLOW",1
"2020","WYS",1
"2020","Waseem Stark",1
"2020","Wavy Navy Pooh",1
"2020","Ween",1
"2020","Weezer",1
"2020","Westside Gunn",1
"2020","Wham!",1
"2020","WiDE AWAKE",1
"2020","Wild Child",1
"2020","Will Adagio",1
"2020","Win and Woo",1
"2020","Within Temptation",1
"2020","Wonderful Escape",1
"2020","Wp Sounds",1
"2020","Wreed",1
"2020","X Lovers",1
"2020","Y2K",1
"2020","YBN Nahmir",1
"2020","YSB Eli",1
"2020","Yashita Sharma",1
"2020","Yasumu",1
"2020","Yaws Wanpo",1
"2020","Yellow Claw",1
"2020","Yiruma",1
"2020","Ylenia Revik",1
"2020","Yo Gotti",1
"2020","Yo Yo Honey Singh",1
"2020","Young Bombs",1
"2020","Young Dolph",1
"2020","Young Fanatic",1
"2020","Young T & Bugsey",1
"2020","Yugo Kanno",1
"2020","Yung Bleu",1
"2020","Yung Gravy",1
"2020","Yxngxr1",1
"2020","ZAAC",1
"2020","Zachary Knowles",1
"2020","ZaizzyG",1
"2020","Zambonini",1
"2020","Zaps",1
"2020","Ziv Zaifman",1
"2020","Zoe Wees",1
"2020","Zuzana Kudova",1
"2020","Zygmunt Czarnecki",1
"2020","alt-J",1
"2020","amies",1
"2020","anders",1
"2020","boy pablo",1
"2020","changing cleo",1
"2020","chocolate barrs",1
"2020","chromonicci",1
"2020","deadxbeat",1
"2020","dhruv",1
"2020","eugenio izzi",1
"2020","fantompower",1
"2020","filous",1
"2020","flor",1
"2020","ford.",1
"2020","hey eli",1
"2020","iamalex",1
"2020","imagiro",1
"2020","itssvd",1
"2020","k?d",1
"2020","kokocob",1
"2020","louw",1
"2020","lovETHAN.",1
"2020","maxime.",1
"2020","merci, mercy",1
"2020","mommy",1
"2020","mxmtoon",1
"2020","nowifi",1
"2020","praam",1
"2020","ralft",1
"2020","rei brown",1
"2020","sad alex",1
"2020","schnihel",1
"2020","slchld",1
"2020","smle",1
"2020","softy",1
"2020","tobi lou",1
"2021","03 Greedo",1
"2021","1PLIKE140",1
"2021","2 Chainz",1
"2021","645AR",1
"2021","6ix9ine",1
"2021","88-Keys",1
"2021","92914",1
"2021","99jakes",1
"2021","A$AP Mob",1
"2021","A-Wall",1
"2021","ACRAZE",1
"2021","ALLBLACK",1
"2021","AP Dhillon",1
"2021","ASKYA",1
"2021","Aaarly",1
"2021","Abbesses Square",1
"2021","Abi Jerri",1
"2021","Adam Lambert",1
"2021","Adam Youngman",1
"2021","Adib Sin",1
"2021","Adnan Sami",1
"2021","Adria Kain",1
"2021","Adrian Hood",1
"2021","Adrian Marcel",1
"2021","Adrien de la Salle",1
"2021","Adventure Club",1
"2021","Akane",1
"2021","Akriti Kakar",1
"2021","Al Fakher",1
"2021","Alabama Shakes",1
"2021","Albert Puck",1
"2021","Alec Bailey",1
"2021","Alex Isley",1
"2021","Alex Rose",1
"2021","Alexander Grandjean",1
"2021","Alextbh",1
"2021","Alfred Janders",1
"2021","Alicia Premiere",1
"2021","Allegra",1
"2021","Allem Iversom",1
"2021","Allie X",1
"2021","Almeda",1
"2021","Alonso Librado",1
"2021","Alton",1
"2021","Aluna",1
"2021","Aly & AJ",1
"2021","Alyssa Raghu",1
"2021","Amber Glow",1
"2021","Amber Run",1
"2021","Ambulo",1
"2021","Ameer Vann",1
"2021","Amelie Doret",1
"2021","Ami Mishra",1
"2021","Amit Trivedi, Shashaa Tirupati, Yazin Nizar",1
"2021","Amogh Agarwal",1
"2021","Amy Dickson",1
"2021","Andrew Matarazzo",1
"2021","Angel Olsen",1
"2021","Angelo Garnier",1
"2021","Anirudh",1
"2021","Anjulie",1
"2021","Anna Nicole",1
"2021","Anne Straub",1
"2021","Ant Clemons",1
"2021","Anthem Lights",1
"2021","Anthony Amorim",1
"2021","Aphex Twin",1
"2021","Aqualung",1
"2021","Arabelle Blanchar",1
"2021","Arash Buana",1
"2021","Arc North",1
"2021","Arjun",1
"2021","Arndt Goudier",1
"2021","Arya Shae",1
"2021","Aso",1
"2021","Atomic Kitten",1
"2021","Au/Ra",1
"2021","Audiomachine",1
"2021","Auli'i Cravalho",1
"2021","Aurelin",1
"2021","Avatron",1
"2021","Avid Dancer",1
"2021","Ayo & Teo",1
"2021","Ayoni",1
"2021","Ayotemi",1
"2021","BEAM",1
"2021","BERWYN",1
"2021","BIG TABLE",1
"2021","BLACKPINK",1
"2021","Baby Rose",1
"2021","Baby Smoove",1
"2021","Babyface",1
"2021","Ballpoint",1
"2021","Bassjackers",1
"2021","Bearson",1
"2021","Beat Oven",1
"2021","BeauDamian",1
"2021","Before You Exit",1
"2021","Bella Poarch",1
"2021","Belly",1
"2021","Ben Chandler",1
"2021","Benjamin Carter",1
"2021","Benjamin Gustafsson",1
"2021","Benny Sings",1
"2021","BermudaCal",1
"2021","Bernadine Richter",1
"2021","Big Thief",1
"2021","Bill Frisell",1
"2021","Billie Holiday",1
"2021","Billy Joel",1
"2021","Birdtalker",1
"2021","Biskwiq",1
"2021","Black Veil Brides",1
"2021","Blanks",1
"2021","Blue Cousins",1
"2021","Blueface",1
"2021","Blumen",1
"2021","BluntOne",1
"2021","Blutonal",1
"2021","Bo Beauve",1
"2021","Board-Man",1
"2021","Bombay Jayashri",1
"2021","Boon",1
"2021","Boyz II Men",1
"2021","Brenky",1
"2021","Brett Young",1
"2021","Brian McKnight",1
"2021","Bright Eyes",1
"2021","Bright Lens",1
"2021","Brittany Howard",1
"2021","Broadfield",1
"2021","Brothers + Company",1
"2021","Bryce Hase",1
"2021","Buju Banton",1
"2021","CH4SINGTHEHIGH",1
"2021","CORBAL",1
"2021","Cakir Vardar",1
"2021","Calan McIntyre",1
"2021","Callmesolstice",1
"2021","Calma Interiore",1
"2021","Cameron Dallas",1
"2021","Cardi B",1
"2021","Carlos Vives",1
"2021","Catherine Holm",1
"2021","Catt McCreary",1
"2021","Cedric Armfeldt",1
"2021","Chaitra Ambadipudi",1
"2021","Chase Atlantic",1
"2021","Chase Rice",1
"2021","Cherub",1
"2021","Chiccote's Beats",1
"2021","Chilled Cougar",1
"2021","Chinmayi",1
"2021","Chitra, Raqeeb Alam",1
"2021","Chris Bates",1
"2021","Chris Young",1
"2021","Christopher Dicker",1
"2021","Christopher Jackson",1
"2021","Church-Hill",1
"2021","Cimorelli",1
"2021","Claptone",1
"2021","Clara Mae",1
"2021","Claribel Ramon",1
"2021","Clintn lord",1
"2021","Clouderr",1
"2021","Clouds Come Down",1
"2021","Coconut Calm",1
"2021","Codename Chinadoll",1
"2021","Cody Ash",1
"2021","Cody Frost",1
"2021","Cole Swindell",1
"2021","Colton Bryan",1
"2021","Comethazine",1
"2021","Constantine Lupo",1
"2021","Cordae",1
"2021","Cosmo Pyke",1
"2021","Cosmo's Midnight",1
"2021","Cr0sses",1
"2021","Crystal Skies",1
"2021","Cummrs",1
"2021","Cupidon",1
"2021","Curtis Walsh",1
"2021","Curtis Waters",1
"2021","D I V I N I T Y",1
"2021","DESTIN CONRAD",1
"2021","DJ Licious",1
"2021","DLJ",1
"2021","DMX",1
"2021","DOLF",1
"2021","DPR CREAM",1
"2021","DPR LIVE",1
"2021","DRAMA",1
"2021","DV!DE",1
"2021","Da Vinci Glow",1
"2021","Dagmar Collier",1
"2021","Damian Marley",1
"2021","Damien Jurado",1
"2021","Damien McFly",1
"2021","Dan + Shay",1
"2021","DancingRoom",1
"2021","DaniLeigh",1
"2021","Danny Quest",1
"2021","Danny Sanchez",1
"2021","Dappy",1
"2021","Daryl Hall",1
"2021","Dave East",1
"2021","David Alexander",1
"2021","David Bisbal",1
"2021","David Huntsinger",1
"2021","Daze",1
"2021","DeJ Loaf",1
"2021","Dean Caplan",1
"2021","Deante' Hitchcock",1
"2021","Deb Never",1
"2021","Del The Funky Homosapien",1
"2021","DelMar",1
"2021","Delacey",1
"2021","Dem Franchize Boyz",1
"2021","Denzel Curry",1
"2021","Deorro",1
"2021","Dept",1
"2021","Desiigner",1
"2021","Devi Sri Prasad",1
"2021","Dexter Osborne",1
"2021","Dirk van Arnhem",1
"2021","Divya Kumar",1
"2021","Dixie",1
"2021","Dj Meetha",1
"2021","Djadja & Dinaz",1
"2021","Djamil",1
"2021","Doe Boy",1
"2021","Domo Genesis",1
"2021","Donnie Harman",1
"2021","Dorian Electra",1
"2021","Dositio",1
"2021","Dr. Dundiff",1
"2021","Drenchill",1
"2021","Drew Hersch",1
"2021","Drinker",1
"2021","Duckwrth",1
"2021","Duskus",1
"2021","Dustin O'Halloran",1
"2021","Dustystaytrue",1
"2021","Dylan Ella",1
"2021","Dylan Sinclair",1
"2021","Dzharo & Khanza",1
"2021","E L E Y",1
"2021","EASHA",1
"2021","EKKSTACY",1
"2021","EMBRZ",1
"2021","ENRA",1
"2021","Earl Sweatshirt",1
"2021","Edu Lahmar",1
"2021","El Alfa",1
"2021","Eli Wheels",1
"2021","Elias Braun",1
"2021","Eliodoro Russo",1
"2021","Elke Fischer",1
"2021","Ella Henderson",1
"2021","Elliot Fitch",1
"2021","Elliott Jack Sansom",1
"2021","Elujay",1
"2021","Elvira Ashmore",1
"2021","Emily Burns",1
"2021","Emma Kade",1
"2021","Emmeline Ralph",1
"2021","Empire of the Sun",1
"2021","Enchanting",1
"2021","Epic Centre",1
"2021","Eric Church",1
"2021","Eric Reprid",1
"2021","Esperanza",1
"2021","Etham",1
"2021","Ethan Tasch",1
"2021","Etta James",1
"2021","Ewan J Phillips",1
"2021","Ex-poets",1
"2021","Ezechiel Almonte",1
"2021","FRVRFRIDAY",1
"2021","FaOut",1
"2021","Fabijan Spaci",1
"2021","Fabolous",1
"2021","Fake Blood",1
"2021","Farhan Akhtar",1
"2021","Fateh",1
"2021","Feb",1
"2021","Federico Squassabia",1
"2021","Feint",1
"2021","Feki",1
"2021","Felan",1
"2021","Felix Moller",1
"2021","Felly",1
"2021","Ferran",1
"2021","Fets",1
"2021","Field Medic",1
"2021","Fireboy DML",1
"2021","First Aid Kit",1
"2021","Flenn",1
"2021","Fleur East",1
"2021","Flitz&Suppe",1
"2021","Floreyyyy",1
"2021","Flozigg",1
"2021","Flughand",1
"2021","Fly By Midnight",1
"2021","Foreign Air",1
"2021","Forrest.",1
"2021","Fouad Elalamy",1
"2021","Foxa",1
"2021","Frankie Ballard",1
"2021","Frederic Bernard",1
"2021","French Connection",1
"2021","Friendzone",1
"2021","Fukase Junichiro",1
"2021","Fulvio Neri",1
"2021","Funk Flex",1
"2021","G Herbo",1
"2021","G. V. Prakash",1
"2021","Gaff",1
"2021","Galimatias",1
"2021","Gallant",1
"2021","Garrett Kato",1
"2021","Gaullin",1
"2021","Gavin James",1
"2021","Geir Gudmundson",1
"2021","Genevieve Melton",1
"2021","Gentle States",1
"2021","Geometrical",1
"2021","Georgia Neve",1
"2021","Gerald Sherman",1
"2021","Gil Talmi",1
"2021","Ginuwine",1
"2021","GlobulDub",1
"2021","GoldLink",1
"2021","Golden Vessel",1
"2021","Gorillaz",1
"2021","Goth Babe",1
"2021","Gozie",1
"2021","Grace Carter",1
"2021","Grace VanderWaal",1
"2021","Gradient Island",1
"2021","Graffiti Ghosts",1
"2021","Greeicy",1
"2021","Gregory Alan Isakov",1
"2021","Gretta Ray",1
"2021","Gucci Mane",1
"2021","Guru Randhawa",1
"2021","Guustavv",1
"2021","H.1",1
"2021","H.E.D.D",1
"2021","HAWK",1
"2021","HRVY",1
"2021","HVME",1
"2021","Hana Lili",1
"2021","Hania",1
"2021","Hans.",1
"2021","Hanz",1
"2021","Happy Pills",1
"2021","Haricharan, Sadhana Sargam",1
"2021","Harlan Silverman",1
"2021","Hattie Sanford",1
"2021","Haux",1
"2021","Hayd",1
"2021","Heath240",1
"2021","Hector Hellstrom",1
"2021","Hemachandra Vedala",1
"2021","Henry Green",1
"2021","Henry Lowe",1
"2021","Her",1
"2021","Herve Pagez",1
"2021","Hevi",1
"2021","Hi Hat Henry",1
"2021","Hidden Citizens",1
"2021","Hiroko Murakami",1
"2021","Hish",1
"2021","Hoang",1
"2021","Holmsey",1
"2021","Huncho Jack",1
"2021","I Think We're Poets",1
"2021","IDK",1
"2021","ITSOKTOCRY",1
"2021","IV JAY",1
"2021","Iamkeynotes",1
"2021","Imran Khan",1
"2021","InglewoodIV",1
"2021","Ingrid Andress",1
"2021","Insomnia Curator",1
"2021","Into A Dream",1
"2021","Isobel Belano",1
"2021","Issadora Ava",1
"2021","Ivan Cornejo",1
"2021","J Hus",1
"2021","J Mood",1
"2021","J-Kwon",1
"2021","J.Cyrus",1
"2021","JAWNY",1
"2021","Jack Curley",1
"2021","Jack Miller",1
"2021","Jack Stauber",1
"2021","Jack U",1
"2021","Jacob Banks",1
"2021","Jacob David",1
"2021","Jacob Higgins",1
"2021","Jacob Pavek",1
"2021","Jacques Ferrandi",1
"2021","Jadu Jadu",1
"2021","Jae Stephens",1
"2021","Jake Adler",1
"2021","Jakob Ahlbom",1
"2021","Jalabert",1
"2021","James Blunt",1
"2021","James Smith",1
"2021","James Vickery",1
"2021","Jamie Foxx",1
"2021","Jamie Grey",1
"2021","Jan Thiel",1
"2021","Jarreau Vandal",1
"2021","Jase Moran",1
"2021","Jason Yu",1
"2021","Javed Ali",1
"2021","Javed-Mohsin",1
"2021","Jawad Ahmad",1
"2021","Jay Rock",1
"2021","Jay Swain",1
"2021","JayKode",1
"2021","Jayesslee",1
"2021","Jaz Karis",1
"2021","Jean Dawson",1
"2021","Jeff Buckley",1
"2021","Jeffrey Iqbal",1
"2021","Jelani Aryeh",1
"2021","Jenny Lange",1
"2021","Jesse Maxwell",1
"2021","Jessie J",1
"2021","Jessie Murph",1
"2021","Jethro Sheeran",1
"2021","Jimi Somewhere",1
"2021","Jimmie Allen",1
"2021","Jimmy Brown",1
"2021","Jimmy Levy",1
"2021","Jitendra Thakur",1
"2021","Jobii",1
"2021","Joe Brooks",1
"2021","Joe Purdy",1
"2021","Joel",1
"2021","Joel Manson",1
"2021","Joey Bada$$",1
"2021","Johannes Bornlof",1
"2021","John Goodlove",1
"2021","John Paul White",1
"2021","John The Blind",1
"2021","John Vincent III",1
"2021","John-Robert",1
"2021","Jome",1
"2021","Jonas Gewald",1
"2021","Jonas Holmes",1
"2021","Joongle",1
"2021","Jordane Tumarinson",1
"2021","Joseph Feinstein",1
"2021","Joseph Sai",1
"2021","Josephlee",1
"2021","Josh Kramer",1
"2021","Joshua Bassett",1
"2021","Joshua Burnside",1
"2021","Josue Janv'ier",1
"2021","Joy Oladokun",1
"2021","Jpaulished",1
"2021","Jroach",1
"2021","Judy Kuhn",1
"2021","Julia Wolf",1
"2021","Julian Jordan",1
"2021","Julian Roy",1
"2021","Jumpy Kip",1
"2021","Juni Tinley",1
"2021","Jupiter Grains",1
"2021","Just A Gent",1
"2021","Justin Ward",1
"2021","Justine Skye",1
"2021","Justnormal",1
"2021","K CAMP",1
"2021","K. S. Chithra",1
"2021","K. S. Harisankar",1
"2021","K.A.A.N.",1
"2021","KK",1
"2021","Kadeem Tyrell",1
"2021","Kaela",1
"2021","KamiKwazi",1
"2021","Kanika Kapoor",1
"2021","Kanisan",1
"2021","Kansas",1
"2021","Karnaval Blues",1
"2021","Kat Dahlia",1
"2021","Keaton Henson",1
"2021","Kedam",1
"2021","Keenan",1
"2021","Kelly Kane",1
"2021","Kembe X",1
"2021","Kevin Ross",1
"2021","Keys & Copper",1
"2021","Keys N Krates",1
"2021","KillBunk",1
"2021","Kimberley Tell",1
"2021","King Krule",1
"2021","Kings of Leon",1
"2021","Klahr",1
"2021","Klyne",1
"2021","Knowmadic",1
"2021","Koastle",1
"2021","Kochetkovv",1
"2021","Koloso",1
"2021","Konradism",1
"2021","Kraddy",1
"2021","Kris Kross Amsterdam",1
"2021","Kun Faya Kun",1
"2021","Kurt Hugo Schneider",1
"2021","Kwesi",1
"2021","Ky akasha",1
"2021","L.A. Chai",1
"2021","LANTA",1
"2021","LIL GAZ",1
"2021","LOVE/LOSS",1
"2021","La Kalon",1
"2021","Lalo Ebratt",1
"2021","Lama House",1
"2021","Lang Lang",1
"2021","Lapiz Conciente",1
"2021","Lastlings",1
"2021","Lazy Leopard",1
"2021","Leah Maur",1
"2021","Leavv",1
"2021","Lecrae",1
"2021","Lekie Low",1
"2021","Lenny Loops",1
"2021","Leon Leiden",1
"2021","Leonard Gambrell",1
"2021","Lewis Watson",1
"2021","Li Scott",1
"2021","Liam Scott",1
"2021","Lihua Zhao",1
"2021","Lil Gnar",1
"2021","Lil Halima",1
"2021","Lil Keed",1
"2021","Liliana Mae",1
"2021","Limon Limon",1
"2021","Lizzy McAlpine",1
"2021","Lloyd",1
"2021","Lo Enemark",1
"2021","Loafy Building",1
"2021","London Music Works",1
"2021","Londynn B",1
"2021","Los Del Rio",1
"2021","Lost Fables",1
"2021","Loui",1
"2021","Loyle Carner",1
"2021","Lucidious",1
"2021","Lucile Colbert",1
"2021","Lucky Ali",1
"2021","Lucy Dacus",1
"2021","Ludwig Lloyd",1
"2021","Luis Berra",1
"2021","Luisa Sonza",1
"2021","Luke Bryan",1
"2021","Luna S.",1
"2021","Luver Keo",1
"2021","MAKJ",1
"2021","MASN",1
"2021","MILES",1
"2021","MO",1
"2021","MOTHICA",1
"2021","Maasho",1
"2021","MadeinTYO",1
"2021","Madilyn",1
"2021","Madism",1
"2021","Madison Margot",1
"2021","Mae Muller",1
"2021","Maeta",1
"2021","Magnifikate",1
"2021","Maliboux",1
"2021","Malie Aolani",1
"2021","Mandrazo",1
"2021","Manila Killa",1
"2021","Manmohan Waris",1
"2021","Manuel Limbucca",1
"2021","Marc Wavy",1
"2021","Marcia Sanz",1
"2021","Marco Caron",1
"2021","Marcos Betancourt",1
"2021","Maren Morris",1
"2021","Margaux Beylier",1
"2021","Mark Diamond",1
"2021","Marlon Ikigai",1
"2021","Martin O'Donnell",1
"2021","Marwa Loud",1
"2021","Masked Man",1
"2021","Mat Cipher",1
"2021","Matt Burton",1
"2021","Matter and Energy",1
"2021","Matthew Schultz",1
"2021","Matthias Trapp",1
"2021","Matti Roots",1
"2021","Matty Wood$",1
"2021","Mauricio Hernandez Monterrubio",1
"2021","McCafferty",1
"2021","Medasin",1
"2021","Mediteight Dimensional",1
"2021","Melii",1
"2021","Mellow Mountain",1
"2021","Memcache",1
"2021","Mena Massoud",1
"2021","Mereba",1
"2021","Messiah",1
"2021","Miami Horror",1
"2021","Micah P. Hinson",1
"2021","Michael Buble",1
"2021","Michi",1
"2021","Mickey Darling",1
"2021","Midnight Kids",1
"2021","Midnight Shinigami",1
"2021","Midnite String Quartet",1
"2021","Mika Singh",1
"2021","Mike Dimes",1
"2021","Mila Coolness",1
"2021","Mills",1
"2021","Milly",1
"2021","Minke",1
"2021","Minnie Aoyama",1
"2021","Miso Colt",1
"2021","Mk.gee",1
"2021","Moana Karaoke",1
"2021","Moglii",1
"2021","Mohombi",1
"2021","Moises Nieto",1
"2021","Mokita, Ella Vos",1
"2021","Molchat Doma",1
"2021","Moments",1
"2021","Money Man",1
"2021","Moneybagg Yo",1
"2021","Morninglightmusic",1
"2021","Motel 7",1
"2021","Moy Finneas",1
"2021","Mr OCB",1
"2021","Mr. Stee",1
"2021","Myles Mackay",1
"2021","N.W.A.",1
"2021","NEIKED",1
"2021","NERVO",1
"2021","NF",1
"2021","NIve",1
"2021","NKOHA",1
"2021","Nakash Aziz",1
"2021","Nascent",1
"2021","Natalie Taylor",1
"2021","Nate Traveller",1
"2021","Neanderthal",1
"2021","Neeti Mohan",1
"2021","Neil Fonda",1
"2021","Nelccia",1
"2021","Nelly",1
"2021","Nessa Barrett",1
"2021","Nesta",1
"2021","Netsky",1
"2021","New West",1
"2021","NexXthursday",1
"2021","Nicholas Yee",1
"2021","Nick De La Hoyde",1
"2021","Nick Mulvey",1
"2021","Nicky Romero",1
"2021","Nicky Youre",1
"2021","Nicolai Bertoli",1
"2021","Night Poets",1
"2021","Nik & Jay",1
"2021","Nimus",1
"2021","Niykee Heaton",1
"2021","No Rome",1
"2021","Noisebody",1
"2021","Nothingtosay",1
"2021","Novum Cordis",1
"2021","Nursery Rhymes and Kids Songs",1
"2021","NxWorries",1
"2021","O.T. Genasis",1
"2021","Oatmello",1
"2021","Ocean Park Standoff",1
"2021","Of Rust & Bone",1
"2021","Ohana Bam",1
"2021","Ole-Bjorn Talstad",1
"2021","Olhans",1
"2021","Oliver Heldens",1
"2021","Olivier Lupin",1
"2021","Olivier Mournier",1
"2021","Omega",1
"2021","OmenXIII",1
"2021","Ookay",1
"2021","Opia",1
"2021","Oran Juice Jones",1
"2021","Otaku",1
"2021","Otis Redding",1
"2021","Owl City",1
"2021","Oxia",1
"2021","PUBLIC",1
"2021","Pale Waves",1
"2021","Pandrezz",1
"2021","Panic! At The Disco",1
"2021","Paras Nath",1
"2021","Paris Texas",1
"2021","Park Bird",1
"2021","Pat Laine",1
"2021","Patrick Hamilton",1
"2021","Patrik Pietschmann",1
"2021","Pawni Pandey",1
"2021","Penelope Scott",1
"2021","Pet Deaths",1
"2021","Peter Bach",1
"2021","Peter Cetera",1
"2021","Petra Birgisdottir",1
"2021","Phil Collins",1
"2021","Phil Good",1
"2021","Phlocalyst",1
"2021","Phoneboy",1
"2021","Piano Lullabies",1
"2021","Pianoramix",1
"2021","Plan B",1
"2021","Poppy-Mae Wilder",1
"2021","Pranit Khedekar",1
"2021","Prison Mike",1
"2021","Prudhvi Chandra",1
"2021","Psalm Trees",1
"2021","Pyrex Pryce",1
"2021","Q",1
"2021","Quality Control",1
"2021","RAEYA",1
"2021","REI AMI",1
"2021","RMR",1
"2021","Radiohead",1
"2021","Rahul Nambiar",1
"2021","Raiche",1
"2021","Rainlord.",1
"2021","Raj Singh Sodha",1
"2021","Ramsey the Fourth",1
"2021","Ramya",1
"2021","Ranjith Govind",1
"2021","Raphael Creed",1
"2021","Rationale",1
"2021","Rauf & Faik",1
"2021","Ravenscoon",1
"2021","Ray Dalton",1
"2021","Rayland Baxter",1
"2021","Rebecca Mayer",1
"2021","Refeeld",1
"2021","Refs",1
"2021","Rejjie Snow",1
"2021","Rekha Bhardwaj",1
"2021","Relyae",1
"2021","Removebeforeflight",1
"2021","Rendezvous At Two",1
"2021","Reo Cragun",1
"2021","Reverend XYZ",1
"2021","Rexx Life Raj",1
"2021","Ricky Montgomery",1
"2021","Rio Da Yung Og",1
"2021","Riton",1
"2021","Rob Curly",1
"2021","Robinson",1
"2021","Ronald Sims",1
"2021","Roo Panes",1
"2021","Rosa Lovstrom",1
"2021","Rose Cousins",1
"2021","Rossyx",1
"2021","Rousseau",1
"2021","Rowan Blanchard",1
"2021","Rowdy Rebel",1
"2021","Royal & the Serpent",1
"2021","Rudy Boy",1
"2021","Ruelle",1
"2021","Rumour",1
"2021","Run The Jewels",1
"2021","Rxseboy",1
"2021","Ryan Beatty",1
"2021","Ryan Ellis",1
"2021","Ryan Gosling",1
"2021","Ryan Woods",1
"2021","RyanvanHygan",1
"2021","Ryn Weaver",1
"2021","S. Carey",1
"2021","S.P.Balasubrahmanyam, Mallikarjun",1
"2021","SASH",1
"2021","SG Lewis",1
"2021","SLACER",1
"2021","SR",1
"2021","SRFR",1
"2021","Sabiine",1
"2021","Sabine Paulet",1
"2021","Sabrina Carpenter",1
"2021","Sachet-Parampara",1
"2021","Saco",1
"2021","Sade",1
"2021","Saint Maud",1
"2021","Saint Motel",1
"2021","Sainte",1
"2021","Sakloma24",1
"2021","Salim-Sulaiman",1
"2021","Salvador Bem",1
"2021","Sam Wills",1
"2021","Samarinen",1
"2021","Samia",1
"2021","Samsa",1
"2021","Samyula",1
"2021","Sandesh Shandilya",1
"2021","Sanem Finley",1
"2021","Santhosh Narayanan",1
"2021","Santo & Johnny",1
"2021","Sarath Santosh",1
"2021","Savasana",1
"2021","Scott James",1
"2021","Scotty McCreery",1
"2021","Sebastian Kamae",1
"2021","Secession Studios",1
"2021","Seinabo Sey",1
"2021","Selena Gomez & The Scene",1
"2021","Seph Cove",1
"2021","Shaan",1
"2021","Shabba Ranks",1
"2021","Shad Da God",1
"2021","Shail Hada",1
"2021","Shaun Frank",1
"2021","Sheila's Disciples",1
"2021","Shreya Ghoshal, Amit Trivedi, Anurag Kulkarni",1
"2021","Shungudzo",1
"2021","Sia Moon",1
"2021","Sileon",1
"2021","Simple Plan",1
"2021","Sin Squad (SS)",1
"2021","Sir Sly",1
"2021","Siri Belle",1
"2021","Sitting Duck",1
"2021","Skeler",1
"2021","Skinny Atlas",1
"2021","Skogsra",1
"2021","Skydown",1
"2021","Sleepwalkrs",1
"2021","Slo Loris",1
"2021","Slowed and Reverbed Hindi",1
"2021","Slumberville",1
"2021","Smoke Boys",1
"2021","Snakehips",1
"2021","SoMo",1
"2021","Soccer Mommy",1
"2021","Sofi Tukker",1
"2021","Somni",1
"2021","Sonu Nigam",1
"2021","Sorcha Richardson",1
"2021","St. Vincent",1
"2021","Stacie Weldon",1
"2021","Stan Getz",1
"2021","Stanton",1
"2021","Step",1
"2021","Stepan Korolev",1
"2021","Steve Lacy",1
"2021","Sudharshan Ashok",1
"2021","Sumit",1
"2021","Sven Stierna",1
"2021","Swaraj Mohanty",1
"2021","Sweekruti Panda",1
"2021","Sydney Rose",1
"2021","Sylvan Esso",1
"2021","THE ANXIETY",1
"2021","THE DRIVER ERA",1
"2021","TRS",1
"2021","TRXD",1
"2021","TWO LANES",1
"2021","Taio Cruz",1
"2021","Tank",1
"2021","Tapes",1
"2021","Tapioka",1
"2021","Tasha",1
"2021","Taska Black",1
"2021","Team Astro",1
"2021","Teen Suicide",1
"2021","Tertia May",1
"2021","Tessa Violet",1
"2021","Tevvez",1
"2021","The Americanos",1
"2021","The Beach Boys",1
"2021","The Brook & The Bluff",1
"2021","The Fire Theft",1
"2021","The Hipster Orchestra",1
"2021","The Internet",1
"2021","The Ivy",1
"2021","The Knocks",1
"2021","The Martial",1
"2021","The NGHBRS",1
"2021","The Sugarhill Gang",1
"2021","The Tides",1
"2021","The University of Michigan Marching Band",1
"2021","The Vamps",1
"2021","The Wanted",1
"2021","The Wombats",1
"2021","The xx",1
"2021","Theophilus London",1
"2021","Through & Through",1
"2021","Thy Art Is Murder",1
"2021","Tim Schaufert",1
"2021","Tion Wayne",1
"2021","Tj Dizzle SnoMan",1
"2021","Tom Grennan",1
"2021","Tom Odell",1
"2021","Tone Stith",1
"2021","Tostia",1
"2021","Tourist",1
"2021","Travie McCoy",1
"2021","Travis Porter",1
"2021","Trevor Morris",1
"2021","Tulpa & BLANKTS",1
"2021","Turn.",1
"2021","Twinkz",1
"2021","Two Steps from Hell",1
"2021","Tyler Bates",1
"2021","Tyler Burdic",1
"2021","Tyson Motsenbocker",1
"2021","UB40",1
"2021","UPSAHL",1
"2021","Udit Narayan, Sujatha",1
"2021","Unclenathannn",1
"2021","UnknownPodcasters",1
"2021","VOILA",1
"2021","Vaaisan",1
"2021","Valley Boy",1
"2021","Van Morrison",1
"2021","VanJess",1
"2021","Vedo",1
"2021","Vera Fernandez",1
"2021","Viben",1
"2021","Vice Vrsa",1
"2021","Viclo",1
"2021","Videoclub",1
"2021","Vilen",1
"2021","Virginia To Vegas",1
"2021","Viva La Panda",1
"2021","WALK THE MOON",1
"2021","WHIPPED CREAM",1
"2021","WILLIS",1
"2021","WILLOW",1
"2021","Waiting Rooms",1
"2021","Wale",1
"2021","Waltzin",1
"2021","Wes Nelson",1
"2021","Wes Walker",1
"2021","Wesley Joseph",1
"2021","West Coast Massive",1
"2021","Will Adagio",1
"2021","William Keats",1
"2021","Wilson Trouve",1
"2021","Wizkid",1
"2021","Wolf",1
"2021","Xie Qi",1
"2021","Y.V.E. 48",1
"2021","Yann Muller",1
"2021","Yashita Sharma",1
