"Artist","Album","Songs","Plays Per Song"
"Traffic","Mr. Fantasy",5,1.6
"Lil Baby","My Turn",5,1.6
"Kendrick Lamar","Overly Dedicated",4,2
"PARTYNEXTDOOR","PARTYNEXTDOOR",2,4
"Flo Rida","R.O.O.T.S. (Route of Overcoming the Struggle)",2,4
"Marshmello","Roll The Dice",2,4
"BROCKHAMPTON","SATURATION II",3,2.66666666666667
"SOB X RBE","SOB X RBE",2,4
"Olivia Rodrigo","SOUR",2,4
"Bee Gees","Saturday Night Fever",6,1.33333333333333
"Matt Stewart-Evans","Solo",2,4
"Rae Sremmurd","SremmLife",3,2.66666666666667
"YG","Still Brazy",2,4
"Cage The Elephant","Thank You Happy Birthday",6,1.33333333333333
"Rejjie Snow","The Moon & You",2,4
"Odd Future","The OF Tape Vol. 2",2,4
"The Who","The Who By Numbers",6,1.33333333333333
"The Backseat Lovers","When We Were Friends",3,2.66666666666667
"Flying Lotus","You're Dead!",2,4
"David Bowie","""""Heroes""""",4,1.75
"Electric Light Orchestra","A New World Record",2,3.5
"R.E.M.","Automatic For The People",3,2.33333333333333
"NAV","Bad Habits",4,1.75
"Justin Bieber","Believe",2,3.5
"BabyTron","Bin Reaper 2",4,1.75
"BabyTron","Bin Reaper 3: Old Testament",4,1.75
"Tory Lanez","Chixtape 5",2,3.5
"HM Surf","Cocobolo",6,1.16666666666667
"Gunna","DS4EVER",5,1.4
"Panic! At The Disco","Death of a Bachelor",2,3.5
"Journey","Escape",2,3.5
"Chris Brown","F.A.M.E.",2,3.5
"Laffey","Forever Changing",7,1
"Hippo Campus","Good Dog, Bad Dream",2,3.5
"John Sebastian","John B. Sebastian",3,2.33333333333333
"Akon","Konvicted",2,3.5
"Tory Lanez","MEMORIES DON'T DIE",5,1.4
"S N U G","Nightfall",4,1.75
"David Guetta","Nothing but the Beat",2,3.5
"Larry June","Orange Print",3,2.33333333333333
"R.E.M.","Out Of Time",2,3.5
"Tory Lanez","PLAYBOY",4,1.75
"Sage The Gemini","Remember Me",2,3.5
"Sha Na Na","Rock & Roll Is Here to Stay",5,1.4
"Enrique Iglesias","SEX AND LOVE",2,3.5
"Blaccmass","Starseed",5,1.4
"James Heather","Stories From Far Away On Piano",2,3.5
"Sweetwater","Sweetwater",5,1.4
"Kendrick Lamar","Swimming Pools (Drank)",2,3.5
"Yes","Symphonic Live",4,1.75
"The Beach Boys","The Beach Boys' Christmas Album",2,3.5
"Journey","The Essential Journey",4,1.75
"Isaiah Rashad","The Sun's Tirade",2,3.5
"Lil Baby","The Voice of the Heroes",3,2.33333333333333
"Jethro Tull","Thick as a Brick",2,3.5
"Machine Gun Kelly","Tickets To My Downfall",2,3.5
"Central Cee","Wild West",2,3.5
"KAYTRANADA","99.9%",2,3
"tender spring","A Friendly Warmth",6,1
"Max Swan","After The Rain",3,2
"Thundercat","Apocalypse",5,1.2
"Mac Miller","Best Day Ever (5th Anniversary Remastered Edition)",2,3
"Supertramp","Breakfast In America",4,1.5
"Aaron May","CHASE",2,3
"Isaiah Rashad","Cilvia Demo",3,2
"Purrple Cat","Cozy Winter",6,1
"Pusha T","DAYTONA",2,3
"Lil Tjay","Destined 2 Win",2,3
"JID","DiCaprio 2",3,2
"Hoogway","Forever Ago",6,1
"Ty Dolla $ign","Free TC",3,2
"Melanie Adler","Gratitude",2,3
"Sam Smith","In The Lonely Hour",2,3
"Sunday Service Choir","Jesus Is Born",5,1.2
"Amine","Limbo",5,1.2
"YNW Melly","Melly vs. Melvin",2,3
"Mome Boys","Mistakes Were Made",6,1
"Only The Family","Only The Family - Lil Durk Presents: Loyal Bros",3,2
"Summer Walker","Over It",2,3
"PARTYNEXTDOOR","PARTYMOBILE",3,2
"Pitbull","Planet Pit",2,3
"Joep Beving","Prehension",2,3
"Living Room","Rituals",5,1.2
"Adam Counts","Spirit",2,3
"Sublime","Sublime",3,2
"G-Eazy","The Beautiful & Damned",2,3
"Canned Heat","The Boogie House Tapes Volume Three (Original Recording Remastered)",2,3
"Eminem","The Eminem Show",3,2
"Thundercat","The Golden Age of Apocalypse",3,2
"The Weeknd","The Highlights",2,3
"Sam Smith","The Thrill Of It All",4,1.5
"Cage The Elephant","Unpeeled",5,1.2
"The Neighbourhood","Wiped Out!",4,1.5
"kudo","love you two",6,1
"Zoe de Vera","19",2,2.5
"Richie Havens","20th Century Masters: The Millennium Collection: Best Of Richie Havens",4,1.25
"Adele","25",2,2.5
"Quinn XCII","A Letter To My Younger Self",2,2.5
"Bruno Major","A Song For Every Moon",2,2.5
"Chance the Rapper","Acid Rap",2,2.5
"Flovry","Ages Ago",5,1
"Rex Orange County","Apricot Princess",3,1.66666666666667
"Chief Keef","Bang 3",2,2.5
"Creedence Clearwater Revival","Bayou Country",4,1.25
"Hoogway","Beauty In All Forms",5,1
"brillion.","Bedtime Stories Pt. 3",4,1.25
"Hevi","Before It's Late",4,1.25
"Jhove","Before You Go",5,1
"Queen","Bohemian Rhapsody",4,1.25
"Melanie","Born to Be",4,1.25
"Jean Dawson","CHAOS NOW*",5,1
"Jaden","CTV2",2,2.5
"SiR","Chasing Summer",3,1.66666666666667
"Blood, Sweat & Tears","Child Is Father To The Man",3,1.66666666666667
"Michael Buble","Christmas",4,1.25
"24kGoldn","DROPPED OUTTA COLLEGE",3,1.66666666666667
"Big Sean","Detroit 2",2,2.5
"Aretha Franklin","Divas Live",5,1
"Ty Dolla $ign","Featuring Ty Dolla $ign",2,2.5
"Tyler, The Creator","Goblin",3,1.66666666666667
"88rising","Head In The Clouds",2,2.5
"FITZ","Head Up High",2,2.5
"Tory Lanez","I Told You",3,1.66666666666667
"David Guetta","Listen Again",2,2.5
"Lil Skies","Magic",2,2.5
"Lata Mangeshkar","Masterworks Lata Mangeshkar",5,1
"Mountain","Mountain",5,1
"Wallows","Nothing Happens",4,1.25
"Larry June","Numbers",3,1.66666666666667
"T-Pain","Oblivion",3,1.66666666666667
"Jean Dawson","Pixel Bath",4,1.25
"Birdman","Pricele$$",2,2.5
"Quality Control","Quality Control: Control The Streets Volume 2",4,1.25
"trxxshed","Retro Colors",5,1
"dvsn","SEPT 5TH",5,1
"Taylor Swift","Speak Now",4,1.25
"Vince Staples","Summertime '06",2,2.5
"Canned Heat","The Best Of Canned Heat",2,2.5
"Lil Uzi Vert","The Perfect LUV Tape",4,1.25
"Jordy Dazz","The Sound Of Revealed 2012",5,1
"Sarah Spring","Under Cold Water",2,2.5
"Casiio","Wondering",5,1
"Key Glock","Yellow Tape",2,2.5
"steezy prime","beyond the pines",5,1
"Ariana Grande","thank u, next",2,2.5
"Tay-K","#SantanaWorld (+)",2,2
"Kevin Abstract","ARIZONA BABY",2,2
"Salil Chowdhury","Aakhri Badla (Original Motion Picture Soundtrack)",2,2
"Nicki Minaj","Beam Me Up Scotty",3,1.33333333333333
"Ludwig van Beethoven","Beethoven: The Piano Sonatas",4,1
"DaBaby","Blank Blank",2,2
"The Black Keys","Brothers",2,2
"Country Joe & The Fish","C.J. Fish",3,1.33333333333333
"Bazzi","COSMIC",4,1
"Creedence Clearwater Revival","Chronicle: 20 Greatest Hits",4,1
"The Growlers","City Club",2,2
"Jack Harlow","Come Home The Kids Miss You",3,1.33333333333333
"A$AP Mob","Cozy Tapes: Vol. 1 Friends -",4,1
"Twotrees","Cruisin'",2,2
"Migos","Culture III",2,2
"Vistoso Bosses","Delirious",2,2
"Sweet","Desolation Boulevard",2,2
"softy","Distant Images",4,1
"Thundercat","Dragonball Durag (Remix)",2,2
"DJ Khaled","Father Of Asahd",2,2
"Valve Studio Orchestra","Fight Songs: The Music of Team Fortress 2",4,1
"Kainbeats","Finding Beauty",4,1
"Greta Van Fleet","From The Fires",3,1.33333333333333
"DJ Khaled","GOD DID",4,1
"PnB Rock","GTTM: Goin Thru the Motions",2,2
"AG Club","Halfway Off the Porch",2,2
"The Incredible String Band","I Looked Up",3,1.33333333333333
"ODESZA","In Return",4,1
"Dada Life","Kick Out The Epic Motherf**ker",2,2
"Led Zeppelin","Led Zeppelin II",2,2
"Rixton","Let The Road",2,2
"KYLE","Light of Mine",2,2
"Ellie Goulding","Lights",3,1.33333333333333
"Rihanna","Loud",2,2
"Richie Havens","Paris Live 1969",2,2
"Daniel Caesar","Pilgrim's Paradise",4,1
"G. V. Prakash","Raja Rani",3,1.33333333333333
"Taylor Swift","Red (Taylor's Version)",2,2
"The Band","Rock Of Ages",2,2
"Wiz Khalifa","Rolling Papers 2",2,2
"Arlo Guthrie","Running Down the Road (Remastered)",2,2
"YG","STAY DANGEROUS",2,2
"Future","SUPER SLIMEY",2,2
"Sha Na Na","Sha Na Na",3,1.33333333333333
"Drakeo the Ruler","So Cold I Do Em 2",4,1
"Ta-ku","Somehow / Remember Me",2,2
"The Tides","Soul Searching",2,2
"fourwalls","Staring Contest",4,1
"The Rolling Stones","Sticky Fingers",2,2
"BVG","Temple Garden",3,1.33333333333333
"Ten Years After","Ten Years After",2,2
"Joe Cocker","The Anthology",4,1
"Thundercat","The Beyond / Where the Giants Roam",3,1.33333333333333
"The Game","The Documentary",2,2
"Third Eye Blind","Third Eye Blind",3,1.33333333333333
"Rihanna","Unapologetic",2,2
"Casiio","Underneath",3,1.33333333333333
"Vince Staples","Vince Staples",4,1
"Jason Mraz","We Sing. We Dance. We Steal Things.",2,2
"Marvin Gaye","What's Going On",3,1.33333333333333
"Sitting Duck","Wonderland Chapter II",4,1
"Ariana Grande","Yours Truly",2,2
"bell.avi","snapshots",2,2
"Hippo Campus","warm glow",2,2
"Brooks & Dunn","#1s ... and then some",3,1
"Tom Hanks","100 Greatest Christmas Songs Ever (Top Xmas Pop Hits)",3,1
"SHLOK","20",3,1
"Tim Hardin","20th Century Masters: The Millennium Collection: Best of Tim Hardin",2,1.5
"JAY-Z","4:44",2,1.5
"Frank Sinatra","A Jolly Christmas From Frank Sinatra",2,1.5
"Andre Nickatina","A Tale Of Two Andres",2,1.5
"Tee Grizzley","Activated",2,1.5
"mell-o","Afloat Again",3,1
"Grateful Dead","American Beauty",2,1.5
"ODIE","Analogue",2,1.5
"Kainbeats","Angelic",3,1
"Laffey","Belonging",3,1
"S. P. Balasubrahmanyam","Best of Kamalhasan from Tamil Film",2,1.5
"Troye Sivan","Bloom",3,1
"Jonas Blue","Blue",2,1.5
"Bruce Springsteen","Bruce Springsteen & The E Street Band Live 1975-85",2,1.5
"Red Hot Chili Peppers","Californication",2,1.5
"Kesha","Cannibal",2,1.5
"Joan Baez","Carry It On",3,1
"The Neighbourhood","Chip Chrome & The Mono-Tones",2,1.5
"The Clash","Combat Rock (Remastered)",3,1
"Lupe Fiasco","DROGAS Light",3,1
"Ariana Grande","Dangerous Woman",2,1.5
"Beach House","Devotion",3,1
"Cream","Disraeli Gears",2,1.5
"2 Chainz","Dope Don't Sell Itself",3,1
"Torky Tork","Doposole",2,1.5
"The Black Keys","El Camino",3,1
"Country Joe & The Fish","Electric Music For The Mind And Body",3,1
"P. Susheela","Enchanting Voice of South Cinema - P. Susheela",2,1.5
"DJ Scheme","FAMILY",3,1
"Offset","FATHER OF 4",2,1.5
"Supertramp","Famous Last Words",2,1.5
"eugenio izzi","Feel Free To Imagine",3,1
"Fitz and The Tantrums","Fitz and The Tantrums",2,1.5
"BVG","Floating Dreams",3,1
"Free Nationals","Free Nationals",2,1.5
"67","Glorious Twelfth",3,1
"Polo G","Hall of Fame 2.0",3,1
"Shawn Mendes","Handwritten",3,1
"Dayglow","Harmony House",2,1.5
"Country Joe & The Fish","Here We Are Again",3,1
"papichuloteej","Homecoming",2,1.5
"Marvin Gaye","How Sweet It Is To Be Loved By You",2,1.5
"A$AP Rocky","I Know NIGO!",2,1.5
"FWC Big Key","Industry Ready",3,1
"The Strokes","Is This It",3,1
"Marshmello","Joytime II",3,1
"Sweetwater","Just For You",2,1.5
"Justin Timberlake","Justified",3,1
"Iris Temple","Lemonade",2,1.5
"Lil Yachty","Lil Boat",3,1
"Lil Pump","Lil Pump",3,1
"Lil Uzi Vert","Lil Uzi Vert vs. The World",2,1.5
"The Velvet Underground","Loaded: Re-Loaded 45th Anniversary Edition",2,1.5
"Justin Timberlake","Man of the Woods",3,1
"Sam Hunt","Montevallo",2,1.5
"Milo Edale","Moonlight",2,1.5
"Led Zeppelin","Mothership",2,1.5
"The 1975","Notes On A Conditional Form",2,1.5
"Imagine Dragons","Party All Night",2,1.5
"Creedence Clearwater Revival","Pendulum",2,1.5
"Chris Mazuera","Perspective",3,1
"Queen","Queen 40 Limited Edition Collector's Box Set",3,1
"Eye Knives","R O T T W E I L E R .",2,1.5
"Yo Gotti","Rake It Up",2,1.5
"Wiz Khalifa","Rolling Papers",2,1.5
"The Strokes","Room On Fire",2,1.5
"The Chainsmokers","Roses",2,1.5
"21 Savage","Savage Mode",2,1.5
"softy","Sometimes I Wait for You",3,1
"cxlt.","Somewhere In Time",3,1
"Raimu","Sons of the Dew",3,1
"Greta Van Fleet","The Battle at Garden's Gate",2,1.5
"Justin Timberlake","The Book of Love (Original Motion Picture Soundtrack)",3,1
"AJR","The Click",2,1.5
"Lady Gaga","The Fame Monster",2,1.5
"Mick Jenkins","The Healing Component",2,1.5
"Jon Bellion","The Human Condition",2,1.5
"Takeoff","The Last Rocket",2,1.5
"Country Joe & The Fish","The Life And Time Of Country Joe And The Fish From Haight-Ashbury To Woodstock",3,1
"Pi'erre Bourne","The Life Of Pi'erre 4",2,1.5
"Pi'erre Bourne","The Life Of Pi'erre 5",3,1
"The Strokes","The New Abnormal",2,1.5
"Headie One","The One",3,1
"Mick Jenkins","The Water[s]",3,1
"Dontcry","Time In Motion",3,1
"Two Door Cinema Club","Tourist History",3,1
"PnB Rock","TrapStar Turnt PopStar",2,1.5
"Team Astro","Travelers",3,1
"Milky Chance","Trip Tape II",2,1.5
"Jazz At Lincoln Center Orchestra","Una Noche Con Ruben Blades",2,1.5
"Nipsey Hussle","Victory Lap",2,1.5
"Nardo Wick","Who is Nardo Wick?",2,1.5
"Meek Mill","Wins & Losses",2,1.5
"YBN Nahmir","YBN: The Mixtape",2,1.5
"Jhove","falling dreams",3,1
"Bert","offline",3,1
"Nvmb.","wilderness",3,1
"HM Surf","1 Am. Study Session",2,1
"Mark Chesnutt","20th Century Masters: The Millennium Collection: Best of Mark Chesnutt",2,1
"Skengdo","2Bunny",2,1
"Alan Jackson","34 Number Ones",2,1
"The Beach Boys","50 Big Ones: Greatest Hits",2,1
"Vince Guaraldi Trio","A Charlie Brown Christmas [2012 Remastered & Expanded Edition]",2,1
"Moneybagg Yo","A Gangsta's Pain",2,1
"Bob Seger","Against The Wind",2,1
"Hoodie Allen","All American",2,1
"Kevin Abstract","American Boyfriend: A Suburban Love Story",2,1
"Aretha Franklin","Aretha Now",2,1
"Sleeping At Last","Atlas: II",2,1
"BluntOne","Autumn in Budapest",2,1
"DaBaby","Back On My Baby Jesus Sh!t",2,1
"Thin Lizzy","Bad Reputation",2,1
"Christy Nockels","Be Held : Lullabies for the Beloved",2,1
"Ty Dolla $ign","Beach House 3",2,1
"Chuck Berry","Berry Is On Top",2,1
"George Strait","Blue Clear Sky",2,1
"Philadelphia Orchestra","Blues Symphony",2,1
"Joni Mitchell","Both Sides Now",2,1
"Jeremy Zucker","Breathe",2,1
"Keef Hartley Band","British Radio Sessions 1969 - 1971",2,1
"Saba","Bucket List Project",2,1
"John Sebastian","Cheapo-Cheapo Productions Presents Real Live John Sebastian",2,1
"Mountain","Climbing!",2,1
"Larry June","Cruise Usa",2,1
"6ix9ine","Day69: Graduation Day",2,1
"HAIM","Days Are Gone",2,1
"Rejjie Snow","Dear Annie",2,1
"Mac Ayres","Drive Slow",2,1
"Sunidhi Chauhan","Dus",2,1
"The Carters","EVERYTHING IS LOVE",2,1
"Larry June","Early Bird",2,1
"Massive Attack","Electrospective: Electronic Music Since 1958",2,1
"L. R. Eswari","Enga Veettu Pillai (Original Motion Picture Soundtrack)",2,1
"Supertramp","Even In The Quietest Moments",2,1
"Kenny Chesney","Everywhere We Go",2,1
"The Kid LAROI","F*CK LOVE (SAVAGE)",2,1
"Chris Brown","Fan of A Fan The Album",2,1
"Nick Mason's Saucerful of Secrets","Fearless",2,1
"Bdcmbio","Federal Reserve Note",2,1
"Juice WRLD","Fighting Demons",2,1
"The Strokes","First Impressions Of Earth",2,1
"Asher Roth","Flowers On The Weekend",2,1
"Joan Baez","From Every Stage",2,1
"Fall Out Boy","From Under The Cork Tree",2,1
"Lost Kids","Fuck The World - ChopNotSlop",2,1
"The Countdown Kids","Fun Songs for Kids",2,1
"NAV","Good Intentions",2,1
"Drake","Her Loss",2,1
"S. D. Burman","Hindi Songs Of S. D. Burman",2,1
"YNW Melly","I AM YOU",2,1
"The 1975","I like it when you sleep, for you are so beautiful yet so unaware of it",2,1
"Jo Dee Messina","I'm Alright",2,1
"David Guetta","I'm Good (Blue)",2,1
"Baby Smoove","Im Still Serious",2,1
"Larry June","Into The Late Night",2,1
"Anti Lilly","It's Nice Outside",2,1
"Teyana Taylor","K.T.S.E.",2,1
"Aretha Franklin","Lady Soul",2,1
"Luxury Tax","Law",2,1
"Marvin Gaye","Let's Get It On",2,1
"Lil Yachty","Lil Boat 3",2,1
"Jazz At Lincoln Center Orchestra","Live in Cuba",2,1
"Lana Del Rey","Lust For Life",2,1
"Lil Uzi Vert","Luv Is Rage",2,1
"Shaan","Maine Pyaar Kyun Kiya",2,1
"Melanie","Melanie",2,1
"No Spirit","Memories We Made",2,1
"Nujabes","Modal Soul",2,1
"Black Eyed Peas","Monkey Business",2,1
"The All-American Rejects","Move Along",2,1
"Pusha T","My Name Is My Name",2,1
"Vani Jairam","Naane Naana",2,1
"redveil","Niagara",2,1
"Tracy Byrd","No Ordinary Man",2,1
"Joan Baez","One Day At A Time",2,1
"David Lee Murphy","Out With A Bang",2,1
"Kurt Stewart","Pegan Hill",2,1
"Beyonce","RENAISSANCE",2,1
"Eminem","Recovery",2,1
"Dreamville","Revenge Of The Dreamers III: Director's Cut",2,1
"TyLuv.","River Glow",2,1
"Dion","Runaround Sue",2,1
"Nana","Save Yourself",2,1
"Flume","Say It",2,1
"Timbaland","Shock Value II",2,1
"MadeinTYO","Sincerely, Tokyo",2,1
"Goodnyght","Sleep Cycles EP",2,1
"Crosby, Stills, Nash & Young","So Far",2,1
"Her's","Songs of Her's",2,1
"Spencer Hunt","Sound Asleep",2,1
"Outkast","Speakerboxxx/The Love Below",2,1
"Wynton Marsalis","Standard Time Vol. 3: The Resolution Of Romance",2,1
"Omar Apollo","Stereo",2,1
"Robin Schulz","Sugar",2,1
"Laffey","Summer Nights",2,1
"Ariana Grande","Sweetener",2,1
"Denzel Curry","TA13OO",2,1
"Justin Timberlake","The 20/20 Experience - 2 of 2",2,1
"Allman Brothers Band","The Allman Brothers Band",2,1
"Keala Settle","The Greatest Showman (Original Motion Picture Soundtrack)",2,1
"Large Professor","The LP",2,1
"Taio Cruz","The Rokstarr Hits Collection",2,1
"Wheels on the Bus","The Wheels on the Bus",2,1
"Thin Lizzy","Thin Lizzy Live In Concert",2,1
"Rugby Wild","Thumbs Up",2,1
"Zedd","True Colors",2,1
"The Barden Bellas","Ultimate Pitch Perfect",2,1
"Joan Baez","Vanguard Visionaries",2,1
"Coldplay","Viva La Vida (Prospekt's March Edition)",2,1
"SleazyWorld Go","Where The Shooters Be",2,1
"AC/DC","Who Made Who",2,1
"The Vines","Wicked Nature",2,1
"Lil Baby","Woah",2,1
"Grateful Dead","Workingman's Dead",2,1
"Loyle Carner","Yesterday's Gone",2,1
"Kenny Loggins","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",2,1
"Lost Kings","You",2,1
"SZA","Z",2,1
"whiterosemoxie","grae ceilings",2,1
