"Artist","Plays","Songs","First Listen","Plays Per Song"
"Blur",2,1,2022-04-12,2
"Britney Spears",2,1,2021-02-20,2
"C-Dot 416",2,1,2021-11-22,2
"Cascada",2,1,2019-05-20,2
"Celeste",2,1,2022-04-22,2
"Cher",2,1,2018-11-01,2
"Child Of The Parish",2,1,2022-04-25,2
"Christine Baranski",2,1,2018-11-01,2
"Colin Firth",2,1,2019-06-21,2
"Crazy Frog",2,1,2020-02-29,2
"Dijon",2,2,2022-04-12,1
"Dillon Francis",2,2,2019-09-20,1
"Eartha Kitt",2,1,2020-11-28,2
"Elliphant",2,1,2022-04-18,2
"Fedde Le Grand",2,1,2020-02-01,2
"Frankie Valli",2,1,2021-06-17,2
"Fransis Derelle",2,1,2019-03-23,2
"Freddie Gibbs",2,2,2022-09-30,1
"Free Nationals",2,1,2019-08-04,2
"Geek Music",2,1,2022-04-13,2
"Getter",2,1,2021-03-30,2
"Healy",2,1,2021-11-22,2
"Huntar",2,1,2022-04-12,2
"IDK",2,2,2021-07-10,1
"Icona Pop",2,1,2021-09-26,2
"J-Kwon",2,1,2021-03-20,2
"Jacob Banks",2,1,2022-04-14,2
"Judah & the Lion",2,2,2019-06-21,1
"K'NAAN",2,1,2022-04-18,2
"KAWALA",2,1,2022-04-12,2
"KIDS SEE GHOSTS",2,2,2018-12-25,1
"Kasabian",2,1,2022-04-11,2
"Kelsea Ballerini",2,1,2021-08-05,2
"KillBunk",2,1,2022-04-18,2
"Kuwada",2,1,2021-02-07,2
"Lil Yachty",2,2,2018-03-13,1
"Lily James",2,2,2018-11-01,1
"Loren Allred",2,1,2021-04-06,2
"Ludovico Einaudi",2,2,2022-01-21,1
"M.I.A.",2,1,2022-07-02,2
"Maggie Rogers",2,2,2019-07-24,1
"Marcus Warner",2,1,2021-04-05,2
"Meryl Streep",2,1,2018-11-01,2
"Mudrigo",2,1,2022-10-03,2
"Muse",2,2,2021-09-25,1
"NINJA TRACKS",2,1,2021-04-08,2
"Nat King Cole Trio",2,1,2020-11-28,2
"No Wyld",2,1,2022-04-12,2
"Old Dominion",2,1,2019-08-30,2
"Outasight",2,1,2022-03-17,2
"PARTYNEXTDOOR",2,1,2019-12-24,2
"Palace",2,1,2022-01-16,2
"Parade of Lights",2,1,2022-04-11,2
"Paul Whitacre",2,1,2021-09-29,2
"Pinkfong",2,1,2019-06-22,2
"Porter Robinson",2,1,2022-04-24,2
"RAC",2,1,2022-04-14,2
"RAT BOY",2,1,2022-04-15,2
"Rascal Flatts",2,1,2020-07-02,2
"Rob Caesar",2,1,2022-04-12,2
"Rupert Holmes",2,1,2020-08-09,2
"Russell Dickerson",2,1,2021-08-05,2
"Rxval",2,2,2022-05-14,1
"SYML",2,2,2021-10-18,1
"SahBabii",2,1,2021-03-30,2
"Sam Fender",2,1,2022-11-08,2
"Sam Hunt",2,2,2019-06-21,1
"San Holo",2,1,2022-04-14,2
"Scooter",2,1,2021-01-12,2
"Seven Lions",2,2,2020-09-14,1
"Shakira",2,1,2021-09-26,2
"Shallou",2,2,2022-04-13,1
"Shouse",2,2,2021-12-05,1
"Spice Girls",2,1,2019-06-22,2
"Stromae",2,1,2020-02-01,2
"Swim Deep",2,1,2022-04-16,2
"T.I.",2,2,2019-06-21,1
"TOKYO'S REVENGE",2,1,2019-12-30,2
"Team Clutch",2,1,2021-01-11,2
"Tensnake",2,1,2022-04-18,2
"The Alchemist",2,2,2021-07-18,1
"The Beach Boys",2,2,2022-03-02,1
"The University of Michigan Marching Band",2,1,2021-10-30,2
"Tones And I",2,1,2019-10-28,2
"Tove Styrke",2,1,2022-04-12,2
"Trey Songz",2,2,2019-03-25,1
"Tune-Yards",2,1,2022-04-15,2
"Ty Dolla $ign",2,2,2019-09-20,1
"Will Ferrell",2,1,2021-04-08,2
"YNW Melly",2,2,2019-03-23,1
"Yo Gotti",2,2,2019-03-25,1
"Zac Brown Band",2,1,2022-03-13,2
"Ziv Zaifman",2,1,2021-04-06,2
"easy life",2,2,2022-04-14,1
"mike.",2,2,2018-12-25,1
"070 Shake",1,1,2021-01-06,1
"2 Chainz",1,1,2019-07-14,1
"44phantom",1,1,2021-01-27,1
"50 Cent",1,1,2022-10-01,1
"83 Babies",1,1,2019-08-11,1
"8D Tunes",1,1,2020-11-03,1
"A.R. Rahman",1,1,2021-03-08,1
"AURORA",1,1,2022-11-08,1
"AYLO",1,1,2022-04-14,1
"Akon",1,1,2022-10-01,1
"Alan Walker",1,1,2021-11-13,1
"Alex Warren",1,1,2021-06-14,1
"Alicia Keys",1,1,2020-08-14,1
"Alison Wonderland",1,1,2019-08-30,1
"All Elite Wrestling",1,1,2022-01-09,1
"Alok",1,1,2020-05-20,1
"Amber Run",1,1,2021-01-27,1
"Anarbor",1,1,2020-09-05,1
"Andra Day",1,1,2020-05-29,1
"Andreya Triana",1,1,2022-04-22,1
"Anne-Marie",1,1,2021-07-17,1
"Apollo James",1,1,2019-09-18,1
"Archie Eversole",1,1,2019-09-20,1
"Asher Roth",1,1,2021-09-26,1
"Atif Aslam",1,1,2022-04-30,1
"Aventura",1,1,2021-08-06,1
"Avenue Beat",1,1,2020-08-09,1
"BANNERS",1,1,2022-04-22,1
"BLANDOS",1,1,2022-11-26,1
"Baby Bash",1,1,2021-02-07,1
"Bad Bunny",1,1,2019-06-22,1
"Bando.",1,1,2022-04-14,1
"Bantu",1,1,2022-04-12,1
"Bearson",1,1,2022-04-24,1
"Becky Hill",1,1,2022-09-03,1
"Bee Gees",1,1,2019-01-26,1
"Bhad Bhabie",1,1,2018-09-27,1
"Big Boi",1,1,2021-09-26,1
"Big Shaq",1,1,2018-01-01,1
"Big Star",1,1,2022-09-12,1
"Blossoms",1,1,2022-05-31,1
"Bobby Shmurda",1,1,2019-09-21,1
"Bodyrox",1,1,2019-10-11,1
"Bomba Estereo",1,1,2022-11-08,1
"Bonobo",1,1,2022-01-07,1
"Bootleg Rascal",1,1,2021-01-14,1
"Boston",1,1,2021-11-20,1
"Brasstracks",1,1,2021-11-11,1
"Brenda Lee",1,1,2020-11-28,1
"Brothers Osborne",1,1,2019-08-30,1
"Bruce Springsteen",1,1,2020-01-03,1
"Bryant Myers",1,1,2022-04-17,1
"Bryson Tiller",1,1,2019-07-26,1
"Bugzy Malone",1,1,2022-04-29,1
"Burl Ives",1,1,2020-11-28,1
"CANT TALK",1,1,2022-04-11,1
"CHASE B",1,1,2022-03-13,1
"CORPSE",1,1,2021-01-30,1
"Caleb Gordon",1,1,2022-04-14,1
"Cali Y El Dandee",1,1,2020-12-19,1
"Carlos Sadness",1,1,2022-04-11,1
"Cash Kidd",1,1,2021-09-11,1
"Cautious Clay",1,1,2022-06-17,1
"CeeLo Green",1,1,2021-11-26,1
"Charlie Puth",1,1,2020-04-21,1
"Cherub",1,1,2022-10-23,1
"ChocQuibTown",1,1,2022-04-12,1
"Choker",1,1,2020-02-26,1
"Christina Aguilera",1,1,2022-11-26,1
"Ciara",1,1,2022-11-26,1
"City Girls",1,1,2021-09-26,1
"Clever",1,1,2019-06-09,1
"Cochise",1,1,2021-06-23,1
"Cody Jinks",1,1,2021-01-11,1
"Creedence Clearwater Revival",1,1,2021-06-15,1
"Curumin",1,1,2022-11-08,1
"DAY6",1,1,2022-01-09,1
"DMX",1,1,2022-10-01,1
"Daddy Yankee",1,1,2019-06-22,1
"Daryl Hall & John Oates",1,1,2022-10-23,1
"Dashboard Confessional",1,1,2020-05-05,1
"Dean Martin",1,1,2021-06-17,1
"Dean Summerwind",1,1,2019-11-15,1
"Destiny's Child",1,1,2019-06-22,1
"Dhvani Bhanushali",1,1,2022-06-12,1
"Diana Ross",1,1,2022-05-23,1
"Disco Lines",1,1,2022-12-21,1
"Doechii",1,1,2022-04-14,1
"Domino Saints",1,1,2022-11-08,1
"Don Omar",1,1,2019-06-22,1
"Donny Osmond",1,1,2022-10-01,1
"Dora The Explorer",1,1,2017-09-25,1
"Dot Da Genius",1,1,2022-06-24,1
"Dr. Dre",1,1,2021-10-16,1
"Drake Bell",1,1,2021-01-11,1
"Dro Kenji",1,1,2022-10-20,1
"Duke Deuce",1,1,2022-02-06,1
"Eiffel 65",1,1,2019-08-25,1
"Electric Light Orchestra",1,1,2022-10-23,1
"Elena",1,1,2019-05-04,1
"Ella Mai",1,1,2021-06-03,1
"Ellie Goulding",1,1,2020-04-24,1
"Elvis Crespo",1,1,2022-10-01,1
"Emicida",1,1,2022-04-25,1
"Empty Houses",1,1,2022-05-09,1
"Enasni",1,1,2021-07-09,1
"Eric Reprid",1,1,2020-09-19,1
"Etta James",1,1,2022-05-09,1
"Far Out",1,1,2021-04-05,1
"Felix Ames",1,1,2022-04-14,1
"Fifth Harmony",1,1,2019-06-22,1
"Fine$e Back On Track",1,1,2019-08-14,1
"Fitz Leland",1,1,2022-07-09,1
"Fivio Foreign",1,1,2022-09-18,1
"Fleetwood Mac",1,1,2020-10-23,1
"Flipp Dinero",1,1,2018-12-25,1
"Fly Rich Double",1,1,2019-05-17,1
"Fountains Of Wayne",1,1,2019-03-25,1
"Frank Sinatra",1,1,2022-10-01,1
"Future Heroes",1,1,2021-04-05,1
"George Strait",1,1,2022-10-01,1
"GoldLink",1,1,2022-04-13,1
"Gorgon City",1,1,2020-12-19,1
"Grant",1,1,2022-04-12,1
"Gucci Mane",1,1,2020-05-29,1
"Gus Dapperton",1,1,2019-03-23,1
"Haddaway",1,1,2019-10-11,1
"Hardy Caprio",1,1,2021-05-10,1
"Huncho Jack",1,1,2018-12-25,1
"ILOVEMAKONNEN",1,1,2022-03-13,1
"ITSOKTOCRY",1,1,2019-05-06,1
"Ice Cube",1,1,2022-11-26,1
"Israel Kamakawiwo'ole",1,1,2021-09-29,1
"J Balvin",1,1,2019-06-21,1
"J Boog",1,1,2019-08-25,1
"JAHKOY",1,1,2021-06-03,1
"JASON KELCE",1,1,2022-12-25,1
"JB Scofield",1,1,2022-04-30,1
"JPEGMAFIA",1,1,2020-03-28,1
"Jack Johnson",1,1,2021-11-22,1
"Jake Scott",1,1,2022-12-21,1
"Jane Good",1,1,2022-11-26,1
"Jarabe De Palo",1,1,2018-02-09,1
"Jawsh 685",1,1,2021-02-20,1
"Jax Jones",1,1,2022-11-08,1
"Jay Zole",1,1,2020-11-25,1
"Jean Dawson",1,1,2021-12-15,1
"Jef Miles",1,1,2021-02-11,1
"Jennifer Lopez",1,1,2022-09-18,1
"Jeremih",1,1,2021-09-26,1
"Jimi Hendrix",1,1,2022-10-01,1
"Jimmy Buffett",1,1,2019-08-04,1
"Joanna Crass",1,1,2022-04-30,1
"Joel Corry",1,1,2021-05-17,1
"Joey Bada$$",1,1,2022-04-13,1
"John Lennon",1,1,2020-11-28,1
"John-Robert",1,1,2021-03-02,1
"Johnny Stimson",1,1,2022-04-11,1
"Jonat Victor",1,1,2020-07-18,1
"Journey",1,1,2021-11-28,1
"Justin Moore",1,1,2020-10-10,1
"Juto",1,1,2020-01-03,1
"KAMAUU",1,1,2022-04-12,1
"KIL",1,1,2020-01-17,1
"KP",1,1,2021-01-27,1
"Kamaiyah",1,1,2021-09-04,1
"Kardinal Offishall",1,1,2022-09-18,1
"Kayo Genesis",1,1,2021-09-11,1
"Keith Urban",1,1,2020-04-04,1
"Kelly Clarkson",1,1,2022-10-08,1
"Kembe X",1,1,2022-04-14,1
"Kennedy Parker",1,1,2018-04-27,1
"Kenny Chesney",1,1,2022-10-01,1
"Ki:Theory",1,1,2022-03-23,1
"Kiesza",1,1,2019-01-26,1
"Kings of Leon",1,1,2022-11-08,1
"LANE JOHNSON",1,1,2022-12-25,1
"LCD Soundsystem",1,1,2022-11-08,1
"La Roux",1,1,2021-08-26,1
"Ladies First",1,1,2021-07-04,1
"Lady Gaga",1,1,2019-06-21,1
"Lemaitre",1,1,2022-04-11,1
"Leon Thomas",1,1,2022-06-03,1
"Leyma",1,1,2022-04-16,1
"Liam Payne",1,1,2019-06-22,1
"Lil Barnacle",1,1,2022-03-13,1
"Lil Dicky",1,1,2019-05-06,1
"Lil Pump",1,1,2017-11-28,1
"Little Simz",1,1,2022-11-08,1
"Lola Coca",1,1,2022-04-29,1
"Lord Bones",1,1,2021-01-27,1
"Lord Huron",1,1,2020-09-06,1
"Loren Gray",1,1,2018-08-10,1
"Lostboycrow",1,1,2022-09-26,1
"Louis Prima",1,1,2020-12-31,1
"Lucky Daye",1,1,2020-11-10,1
"Luis Fonsi",1,1,2019-06-20,1
"Lykke Li",1,1,2022-11-08,1
"MEDUZA",1,1,2022-09-18,1
"MOWE",1,1,2020-02-26,1
"Maasho",1,1,2021-01-27,1
"Mac DeMarco",1,1,2022-11-06,1
"Machine Gun Kelly",1,1,2022-10-01,1
"Mack Keane",1,1,2021-01-27,1
"Madonna",1,1,2019-05-04,1
"Majid Jordan",1,1,2019-07-31,1
"Mallrat",1,1,2019-03-23,1
"Master Saleem",1,1,2021-11-14,1
"Melanie Martinez",1,1,2020-04-13,1
"Metric",1,1,2022-11-08,1
"Michl",1,1,2021-09-29,1
"Miguel Ducos",1,1,2021-01-22,1
"Miike Snow",1,1,2022-11-08,1
"Mike Shinoda",1,1,2022-08-13,1
"Mimi Webb",1,1,2021-07-02,1
"Miniminter",1,1,2018-04-25,1
"Mitchell Tenpenny",1,1,2021-01-12,1
"Mitraz",1,1,2022-08-21,1
"Moneybagg Yo",1,1,2019-02-17,1
"Monk Vision Entertainment",1,1,2022-04-29,1
"My Chemical Romance",1,1,2022-10-01,1
"NOEL",1,1,2019-09-13,1
"Nabes",1,1,2022-03-04,1
"Nas",1,1,2019-05-19,1
"Nat King Cole",1,1,2020-11-28,1
"Nate Feuerstein",1,1,2019-02-20,1
"Nathan Dawe",1,1,2021-11-15,1
"Naughty Boy",1,1,2022-09-18,1
"Nebu Kiniza",1,1,2018-12-25,1
"Nelly",1,1,2019-06-20,1
"Niall Horan",1,1,2017-10-21,1
"Nickelback",1,1,2022-10-01,1
"No Vacation",1,1,2020-11-10,1
"Noisestorm",1,1,2021-10-16,1
"Nucleya",1,1,2022-06-12,1
"O.T. Genasis",1,1,2019-09-21,1
"OVERSTREET",1,1,2021-06-03,1
"Ocean Wisdom",1,1,2022-04-29,1
"Oh Wonder",1,1,2021-09-28,1
"Ollie MN",1,1,2021-10-19,1
"Omarion",1,1,2021-09-26,1
"Oxime",1,1,2022-04-14,1
"P Money",1,1,2021-04-17,1
"PIVE",1,1,2022-04-15,1
"PRETTYMUCH",1,1,2019-03-07,1
"Packy",1,1,2021-01-27,1
"Palace Floor",1,1,2022-04-14,1
"Paramore",1,1,2021-10-16,1
"Parmalee",1,1,2021-01-11,1
"Paul Anka",1,1,2021-06-17,1
"Perry Como",1,1,2020-11-28,1
"Petit Biscuit",1,1,2022-04-15,1
"Phoebe Ryan",1,1,2021-01-12,1
"Phoenix",1,1,2021-10-16,1
"Phoneboy",1,1,2022-04-14,1
"Piece Wise",1,1,2022-11-26,1
"Pixies",1,1,2022-01-16,1
"Polock",1,1,2022-04-12,1
"President Hill",1,1,2022-04-20,1
"Problem",1,1,2020-08-28,1
"R. Kelly",1,1,2019-06-22,1
"R3HAB",1,1,2022-04-15,1
"ROLE MODEL",1,1,2019-10-17,1
"RONNY J",1,1,2018-11-19,1
"ROSALIA",1,1,2022-04-11,1
"Racoma",1,1,2022-04-13,1
"Ramzoid",1,1,2020-10-20,1
"Rang",1,1,2021-07-20,1
"Raphael Lake",1,1,2021-10-16,1
"Raury",1,1,2022-04-22,1
"Ray Dalton",1,1,2019-03-09,1
"Ray J",1,1,2019-06-22,1
"Really Slow Motion",1,1,2021-04-09,1
"Rick Astley",1,1,2022-10-01,1
"Rico Nasty",1,1,2020-10-04,1
"Rnla",1,1,2022-04-30,1
"Robert Glasper",1,1,2022-10-10,1
"Rogue",1,1,2018-01-24,1
"Ruel",1,1,2019-11-18,1
"Russ Millions",1,1,2021-05-03,1
"Ruth B.",1,1,2022-04-25,1
"Ryan Caraveo",1,1,2021-03-20,1
"S1mba",1,1,2022-06-05,1
"SHAED",1,1,2019-11-03,1
"SOB X RBE",1,1,2019-09-20,1
"SPACE JAY",1,1,2019-05-19,1
"Sabrina Carpenter",1,1,2021-01-22,1
"Sage The Gemini",1,1,2022-03-13,1
"Salim-Sulaiman",1,1,2022-06-12,1
"Sam Grow",1,1,2022-03-13,1
"Savage Garden",1,1,2019-06-20,1
"Selina",1,1,2022-04-14,1
"Shania Twain",1,1,2022-10-01,1
"Shoreline Mafia",1,1,2021-04-30,1
"Sidemen",1,1,2022-12-27,1
"Skrillex",1,1,2021-08-20,1
"Sofi Tukker",1,1,2022-07-17,1
"Sonder",1,1,2022-04-06,1
"Spin Doctors",1,1,2022-01-18,1
"Spongebob Squarepants",1,1,2022-03-13,1
"Stacey Ryan",1,1,2022-02-10,1
"Static Major",1,1,2021-01-12,1
"StaySolidRocky",1,1,2020-08-09,1
"Steppenwolf",1,1,2021-06-17,1
"Stooki Sound",1,1,2019-03-19,1
"Stormzy",1,1,2022-11-08,1
"Sunmoon",1,1,2022-11-26,1
"Superorganism",1,1,2022-04-14,1
"TLC",1,1,2021-08-23,1
"TWENTY88",1,1,2020-09-04,1
"Tanna Leone",1,1,2022-04-14,1
"Tate McRae",1,1,2021-03-19,1
"Teddybears",1,1,2022-04-25,1
"Tenille Townes",1,1,2020-09-26,1
"Tep No",1,1,2022-04-13,1
"The Accidentals",1,1,2022-09-26,1
"The Blue Notes",1,1,2021-01-27,1
"The Crystal Casino Band",1,1,2022-01-01,1
"The Foundations",1,1,2021-09-18,1
"The Hoosiers",1,1,2022-11-08,1
"The Jam",1,1,2022-11-08,1
"The Lonely Island",1,1,2019-06-20,1
"The Lovin' Spoonful",1,1,2022-10-01,1
"The Marvelettes",1,1,2022-10-01,1
"The Mountains",1,1,2022-04-12,1
"The Naked And Famous",1,1,2022-11-08,1
"The Notorious B.I.G.",1,1,2022-11-26,1
"The Oh Hellos",1,1,2021-01-27,1
"The Paper Kites",1,1,2021-01-27,1
"The Snuts",1,1,2022-04-25,1
"The Strokes",1,1,2022-07-25,1
"The Tams",1,1,2022-10-23,1
"The Tokyo Twins",1,1,2019-05-06,1
"The Vamps",1,1,2020-06-23,1
"Thoreau",1,1,2021-01-27,1
"Thouxanbanfauni",1,1,2018-10-07,1
"Tiffany Day",1,1,2021-06-03,1
"Tiggs Da Author",1,1,2022-04-18,1
"Tim McGraw",1,1,2021-01-11,1
"Timbaland",1,1,2022-09-18,1
"Tobu",1,1,2021-10-29,1
"Toby Keith",1,1,2020-09-05,1
"Tom Petty",1,1,2019-11-15,1
"Tom The Mail Man",1,1,2022-04-14,1
"Tony Bennett",1,1,2020-11-28,1
"Trace Adkins",1,1,2018-09-28,1
"TrapDes",1,1,2019-04-22,1
"Travis Denning",1,1,2020-09-26,1
"Trueno",1,1,2022-12-02,1
"Tyler and Mark",1,1,2021-12-22,1
"Tyler0112",1,1,2020-07-10,1
"UB40",1,1,2022-10-23,1
"UMI",1,1,2022-04-12,1
"Us3",1,1,2022-11-08,1
"V.I.C.",1,1,2022-03-13,1
"VIC MENSA",1,1,2020-08-21,1
"Valee",1,1,2019-05-09,1
"Vishal-Shekhar",1,1,2022-06-12,1
"Vivi K",1,1,2022-04-30,1
"WATTS",1,1,2021-03-12,1
"WILLOW",1,1,2019-07-14,1
"Waterparks",1,1,2022-05-17,1
"Wheeler Walker Jr.",1,1,2018-09-12,1
"Why Don't We",1,1,2019-11-03,1
"Willow Kayne",1,1,2022-11-08,1
"Wingtip",1,1,2022-12-21,1
"Wir sind Helden",1,1,2022-11-08,1
"XLG OFFICIAL",1,1,2019-01-26,1
"Ylvis",1,1,2020-10-14,1
"Yolanda Be Cool",1,1,2019-10-11,1
"YoungBoy Never Broke Again",1,1,2022-09-18,1
"Yung Lean",1,1,2019-08-30,1
"ZAYN",1,1,2022-04-11,1
"ZHU",1,1,2022-08-12,1
"Zayde Wolf",1,1,2020-07-01,1
"beabadoobee",1,1,2022-04-26,1
"brakence",1,1,2021-01-27,1
"bulow",1,1,2019-11-18,1
"chloe moriondo",1,1,2021-11-19,1
"cupcakKe",1,1,2017-12-21,1
"dvsn",1,1,2021-07-01,1
"gabriel black",1,1,2021-06-23,1
"jxdn",1,1,2021-01-21,1
"keshi",1,1,2022-09-12,1
"midwxst",1,1,2021-12-27,1
"sammy rash",1,1,2022-04-22,1
"young friend",1,1,2022-05-15,1
