"Artist","Plays","Songs","First Listen","Plays Per Song"
"Rhiannon Bannenberg",9,2,"2019-09-26",4.5
"Saba",9,4,"2020-12-31",2.25
"Samuel Lindon",9,2,"2019-09-26",4.5
"T-Wayne",9,1,"2022-11-02",9
"T. M. Soundararajan",9,7,"2021-02-03",1.28571428571429
"The Score",9,3,"2021-02-15",3
"Ugly God",9,1,"2018-01-11",9
"Wasuremono",9,1,"2021-12-02",9
"Young Dolph",9,3,"2021-03-23",3
"monte booker",9,2,"2020-06-01",4.5
"tsubi club",9,1,"2022-03-01",9
"8th Floor Wide",8,2,"2019-09-26",4
"Aaron May",8,4,"2020-12-06",2
"Asha Bhosle",8,4,"2020-09-18",2
"Atomic Drum Assembly",8,1,"2022-04-07",8
"Bassnectar",8,2,"2016-04-18",4
"Bela Nemeth",8,2,"2019-09-26",4
"Big Shaq",8,1,"2017-11-14",8
"Bobby Helms",8,1,"2019-01-15",8
"Cashmere Cat",8,1,"2018-01-09",8
"DVBBS",8,3,"2018-07-18",2.66666666666667
"Daigo Hanada",8,2,"2019-09-26",4
"Davorka Poljak",8,2,"2019-09-26",4
"Dean Martin",8,2,"2021-11-01",4
"DripReport",8,2,"2020-02-09",4
"Dustin O'Halloran",8,2,"2019-09-26",4
"Fifth Harmony",8,4,"2016-04-30",2
"Fivio Foreign",8,3,"2021-04-27",2.66666666666667
"Flipp Dinero",8,2,"2019-06-21",4
"Gianni",8,1,"2021-01-12",8
"HM Surf",8,7,"2021-04-22",1.14285714285714
"Hariharan",8,1,"2022-02-21",8
"KAYTRANADA",8,4,"2021-05-05",2
"Kesha",8,3,"2016-04-18",2.66666666666667
"Living Room",8,7,"2020-11-27",1.14285714285714
"MAX",8,2,"2019-01-14",4
"Mariah Carey",8,1,"2018-12-13",8
"Max Swan",8,2,"2019-09-26",4
"Melanie Laurent",8,2,"2019-09-26",4
"Mountain",8,8,"2020-10-04",1
"Odd Future",8,2,"2020-08-27",4
"Paul McCartney",8,2,"2019-01-29",4
"Peter Sandberg",8,2,"2019-09-27",4
"Piotr Miteska",8,2,"2019-09-26",4
"Shordie Shordie",8,6,"2019-12-12",1.33333333333333
"SiR",8,3,"2020-11-22",2.66666666666667
"Sigri?ur",8,2,"2019-09-26",4
"Sonder",8,1,"2021-05-31",8
"Summer Walker",8,4,"2020-11-12",2
"The Backseat Lovers",8,3,"2019-09-10",2.66666666666667
"The Black Keys",8,6,"2021-08-08",1.33333333333333
"WALK THE MOON",8,1,"2019-05-14",8
"WESTSIDE BOOGIE",8,2,"2019-02-16",4
"girl in red",8,1,"2021-09-03",8
"Amar Arshi",7,1,"2019-07-14",7
"BVG",7,6,"2021-04-22",1.16666666666667
"Bazzi",7,6,"2019-01-23",1.16666666666667
"Berner",7,2,"2019-04-12",3.5
"Blue Oyster Cult",7,1,"2019-11-24",7
"Cash Cash",7,2,"2016-04-27",3.5
"Chinmayi",7,2,"2019-04-23",3.5
"Curren$y",7,4,"2021-04-29",1.75
"Dmitry Evgrafov",7,2,"2019-09-26",3.5
"Enrique Iglesias",7,2,"2016-04-18",3.5
"Frederic Chopin",7,4,"2018-11-25",1.75
"Greta Van Fleet",7,5,"2022-10-04",1.4
"James Heather",7,2,"2019-09-26",3.5
"John Legend",7,5,"2016-04-21",1.4
"Kainbeats",7,7,"2021-04-22",1
"Kansas",7,2,"2020-05-16",3.5
"Lazlow",7,5,"2020-11-27",1.4
"Lehmber Hussainpuri",7,1,"2020-07-20",7
"Luis Fonsi",7,1,"2017-06-20",7
"Nas",7,3,"2018-12-14",2.33333333333333
"ODESZA",7,5,"2016-04-21",1.4
"Omar Apollo",7,6,"2020-11-28",1.16666666666667
"Only The Family",7,4,"2021-05-30",1.75
"Peter Cavallo",7,2,"2019-09-26",3.5
"Phlocalyst",7,7,"2020-10-31",1
"S. P. Balasubrahmanyam",7,5,"2021-08-30",1.4
"SYML",7,3,"2019-09-26",2.33333333333333
"Sada Baby",7,3,"2022-02-14",2.33333333333333
"The O'Jays",7,1,"2022-09-30",7
"Una Luna",7,2,"2019-09-26",3.5
"softy",7,7,"2021-04-22",1
"Alan Aztec",6,6,"2022-12-09",1
"Alan Jackson",6,6,"2020-03-18",1
"Andy Williams",6,2,"2021-11-01",3
"Arlo Guthrie",6,4,"2020-09-23",1.5
"BIGBABYGUCCI",6,3,"2021-04-30",2
"BJ The Chicago Kid",6,2,"2022-01-19",3
"Bad Bunny",6,4,"2018-10-15",1.5
"Bakermat",6,1,"2022-11-05",6
"Bee Gees",6,4,"2019-04-11",1.5
"Big Boi",6,1,"2018-01-29",6
"Birdman",6,3,"2019-01-08",2
"Bobby Shmurda",6,1,"2019-11-24",6
"Bruno Major",6,2,"2019-01-23",3
"Carl Stark Willgold",6,1,"2019-09-26",6
"Cream",6,3,"2020-09-22",2
"Denzel Curry",6,5,"2019-09-16",1.2
"Flume",6,5,"2016-04-18",1.2
"G. V. Prakash",6,5,"2021-10-03",1.2
"Hast",6,2,"2020-11-27",3
"Headie One",6,6,"2020-09-08",1
"Jazz At Lincoln Center Orchestra",6,5,"2021-08-27",1.2
"Junior Varsity",6,5,"2022-01-18",1.2
"Kevin Abstract",6,4,"2019-07-21",1.5
"LUCKI",6,3,"2021-03-22",2
"Lorey",6,1,"2022-01-25",6
"Lupe Fiasco",6,4,"2018-12-14",1.5
"Matthew Wilder",6,1,"2020-03-03",6
"Mike Sherm",6,2,"2019-06-10",3
"Milo Edale",6,2,"2019-09-26",3
"Mome Boys",6,6,"2022-12-09",1
"Reka Ioescu",6,2,"2019-10-07",3
"Rooga",6,1,"2021-08-27",6
"SL",6,1,"2020-10-27",6
"Sitting Duck",6,6,"2020-11-27",1
"Soulja Boy",6,3,"2017-11-24",2
"Steppenwolf",6,3,"2017-10-15",2
"Sunday Service Choir",6,5,"2019-12-25",1.2
"Takeoff",6,3,"2018-10-26",2
"Tchami",6,2,"2016-04-30",3
"The Game",6,4,"2019-05-31",1.5
"The Incredible String Band",6,4,"2020-09-29",1.5
"The Ponderosa Twins Plus One",6,1,"2022-09-29",6
"The Ronettes",6,1,"2021-11-01",6
"UB40",6,1,"2022-09-16",6
"Vani Jairam",6,4,"2021-08-30",1.5
"YBN Nahmir",6,3,"2018-04-20",2
"Zack Fox",6,1,"2021-05-31",6
"bell.avi",6,3,"2022-06-25",2
"dvsn",6,6,"2019-07-06",1
"tender spring",6,6,"2021-12-09",1
"$NOT",5,2,"2019-11-15",2.5
"070 Shake",5,2,"2021-03-22",2.5
"67",5,5,"2020-12-11",1
"88rising",5,2,"2019-08-06",2.5
"Aastha Gill",5,1,"2019-09-10",5
"Adam Counts",5,1,"2018-12-06",5
"Agni Bjark",5,1,"2019-09-26",5
"Aleksy Wysocki",5,1,"2019-09-26",5
"Alexis Ffrench",5,1,"2019-09-26",5
"Benzz",5,1,"2022-05-21",5
"Berlioz",5,1,"2019-09-26",5
"Bionda van der Ham",5,1,"2019-09-26",5
"Brooks & Dunn",5,5,"2020-03-18",1
"Bruno Bavota",5,1,"2019-09-26",5
"Charlie Key",5,1,"2019-09-26",5
"Claire Pinette",5,1,"2019-09-26",5
"Common",5,3,"2020-10-31",1.66666666666667
"Csizmazia Etel",5,2,"2019-09-26",2.5
"Darius Rucker",5,2,"2018-10-10",2.5
"Dimitri Stockl",5,1,"2019-09-26",5
"Drakeo the Ruler",5,5,"2021-05-31",1
"Dwn2earth",5,1,"2021-08-27",5
"Eik Octobre",5,1,"2019-09-26",5
"Enno Aare",5,1,"2019-09-26",5
"Eoin Henderson",5,1,"2019-09-26",5
"Eric Badanti",5,2,"2019-09-27",2.5
"Evelyn Stein",5,1,"2019-09-27",5
"FITZ",5,2,"2021-06-20",2.5
"Ferreck Dawn",5,1,"2016-04-18",5
"FloFilz",5,4,"2020-10-31",1.25
"Flovry",5,5,"2021-12-09",1
"Gabriel Olafs",5,1,"2019-09-26",5
"Harry Bergqvist",5,1,"2019-09-26",5
"Heike Blau",5,1,"2019-09-26",5
"Helene Roche",5,1,"2019-09-27",5
"Hevi",5,4,"2021-12-09",1.25
"Ilaiyaraaja",5,4,"2021-02-19",1.25
"James Blake",5,3,"2020-11-25",1.66666666666667
"Jazz Cartier",5,2,"2022-01-22",2.5
"Jean-Michel Blais",5,1,"2019-09-26",5
"Jen Libby",5,1,"2019-09-26",5
"Jensine Fleischer",5,2,"2019-09-26",2.5
"Joyner Lucas",5,3,"2019-01-11",1.66666666666667
"Koral Banko",5,1,"2019-09-26",5
"Koralle",5,4,"2020-10-31",1.25
"Kota the Friend",5,3,"2020-11-28",1.66666666666667
"Libor Kolman",5,1,"2019-09-26",5
"Lionel Scardino",5,1,"2019-09-26",5
"Lord Huron",5,2,"2021-10-08",2.5
"MAXXJAMEZ",5,5,"2022-12-09",1
"Martin Greenbaum",5,1,"2019-09-26",5
"Matt Stewart-Evans",5,1,"2019-09-26",5
"Maya Astrom",5,1,"2019-09-26",5
"Mia Strass",5,1,"2019-09-26",5
"Michael Buble",5,4,"2020-11-06",1.25
"Minik Jakobsen",5,1,"2019-09-26",5
"Nat King Cole",5,3,"2020-11-01",1.66666666666667
"Neil Diamond",5,1,"2017-10-25",5
"Nils Frahm",5,1,"2019-09-26",5
"Odin Sorlie",5,1,"2019-09-27",5
"Once Proven",5,1,"2019-09-26",5
"Otto Wahl",5,1,"2019-09-26",5
"Ozymandias",5,1,"2019-09-26",5
"PLVTINUM",5,1,"2021-02-11",5
"Paul Simon",5,2,"2020-07-15",2.5
"Pep & Rash",5,2,"2016-04-30",2.5
"Plinki Plonki",5,1,"2019-09-26",5
"Poppy Ackroyd",5,1,"2019-09-26",5
"Quavo",5,4,"2018-08-23",1.25
"REASON",5,1,"2022-06-12",5
"RJMrLA",5,1,"2021-08-25",5
"Regina Mira",5,1,"2019-09-26",5
"Rick Ross",5,3,"2017-08-02",1.66666666666667
"Ricki Westberg",5,1,"2019-09-26",5
"Robert Haigh",5,1,"2019-09-26",5
"Rosie Carney",5,1,"2019-09-26",5
"Ruel",5,2,"2020-03-03",2.5
"S N U G",5,4,"2021-04-22",1.25
"S. Janaki",5,3,"2021-08-30",1.66666666666667
"S.A. Karl",5,1,"2019-09-26",5
"Sabine Paulet",5,1,"2019-09-27",5
"Saddest Girl In The World",5,1,"2019-09-26",5
"Sage The Gemini",5,1,"2019-09-17",5
"Sarah Spring",5,2,"2019-10-07",2.5
"Sebastian Zawadzki",5,1,"2019-09-26",5
"Sophie Hutchings",5,1,"2019-09-26",5
"Stevie Wonder",5,3,"2020-02-17",1.66666666666667
"Sweet",5,3,"2016-04-20",1.66666666666667
"Tay-K",5,2,"2017-08-30",2.5
"Tears For Fears",5,1,"2019-10-22",5
"The Arcadian Wild",5,1,"2019-09-26",5
"The Kid LAROI",5,5,"2020-05-07",1
"The Little Ones",5,1,"2016-04-19",5
"Tom The Mail Man",5,4,"2020-03-08",1.25
"Tove Lo",5,2,"2018-06-22",2.5
"Valbona Ceferin",5,1,"2019-09-26",5
"Vikingur Olafsson",5,1,"2019-09-26",5
"Xavier Weeks",5,2,"2020-01-02",2.5
"Yukmouth",5,1,"2022-06-30",5
"Zmeyev",5,3,"2020-10-30",1.66666666666667
"glaive",5,3,"2022-03-16",1.66666666666667
"goosetaf",5,3,"2020-10-30",1.66666666666667
"lorleaf",5,3,"2022-04-26",1.66666666666667
"redveil",5,3,"2021-05-04",1.66666666666667
"steezy prime",5,5,"2021-12-09",1
"trxxshed",5,5,"2021-04-22",1
"AG Club",4,2,"2021-04-30",2
"Alec Benjamin",4,1,"2021-03-11",4
"Alec Windt",4,1,"2019-09-26",4
"Alida Sorby",4,1,"2019-09-26",4
"Allman Brothers Band",4,3,"2021-02-26",1.33333333333333
"Ana Olgica",4,1,"2019-09-26",4
"Annebelle Coenraad",4,1,"2019-09-26",4
"Axwell /\ Ingrosso",4,2,"2016-04-22",2
"Beta Radio",4,1,"2019-09-26",4
"Birds Of The West",4,4,"2020-11-27",1
"Black Elk",4,1,"2019-09-26",4
"Boom Clap Bachelors",4,1,"2022-09-30",4
"Busta Rhymes",4,3,"2022-02-10",1.33333333333333
"CZARFACE",4,1,"2022-06-18",4
"Carl Easterling",4,1,"2019-09-26",4
"Chocolate Puma",4,1,"2016-04-30",4
"Christopher Dicker",4,1,"2019-09-26",4
"Claude Debussy",4,3,"2018-11-25",1.33333333333333
"Cochise",4,4,"2020-05-07",1
"Crosby, Stills, Nash & Young",4,4,"2020-10-24",1
"DMX",4,1,"2016-04-30",4
"Dario Marianelli",4,1,"2019-09-26",4
"Darrell Boxman",4,1,"2019-09-26",4
"Dean Lewis",4,2,"2018-08-28",2
"Don McLean",4,1,"2019-01-28",4
"Dontcry",4,4,"2021-04-29",1
"Dreamer Isioma",4,1,"2021-12-16",4
"Duckwrth",4,1,"2019-01-23",4
"Edward Elysseus",4,1,"2019-09-26",4
"El Profesor",4,1,"2020-05-13",4
"Empire of the Sun",4,2,"2022-04-27",2
"Figgy Malone",4,1,"2019-09-26",4
"Floriscope",4,1,"2019-09-27",4
"Frank Sinatra",4,3,"2019-10-22",1.33333333333333
"Frano Stanic",4,1,"2019-09-26",4
"Gabriel Parker",4,1,"2019-09-27",4
"George Strait",4,4,"2020-03-18",1
"Gian Marco Castro",4,1,"2019-09-26",4
"Half Empty",4,1,"2020-10-30",4
"Hayden Cargile",4,1,"2019-09-26",4
"Heinz Goldblatt",4,1,"2019-09-26",4
"Henrietta Kuipers",4,1,"2019-09-27",4
"Hermann",4,1,"2019-09-26",4
"Hreidar",4,1,"2019-09-27",4
"Hugar",4,1,"2019-09-26",4
"JAY VANILLA",4,1,"2020-11-27",4
"Jacob David",4,1,"2019-09-26",4
"James Spiteri",4,1,"2019-09-26",4
"Jan Kubec",4,1,"2019-09-26",4
"Jason Mraz",4,2,"2021-11-03",2
"Jeremy Zucker",4,2,"2017-10-27",2
"Jerico",4,1,"2022-08-25",4
"Jitka Kubr",4,1,"2019-09-26",4
"John Mayer",4,2,"2019-01-16",2
"Johnny Cash",4,1,"2022-10-27",4
"Josh McCausland",4,1,"2019-09-26",4
"Jozef Gatysik",4,1,"2019-09-26",4
"Julius Aston",4,1,"2019-09-26",4
"Kelly Clarkson",4,2,"2019-07-05",2
"Khutko",4,2,"2022-04-26",2
"Kido",4,1,"2019-08-09",4
"Klaus Weissmuller",4,1,"2019-09-27",4
"Kyle McEvoy",4,1,"2019-09-27",4
"Lady Gaga",4,3,"2016-04-18",1.33333333333333
"Laetitia Dostie",4,1,"2019-09-26",4
"Laidback Luke",4,2,"2016-04-29",2
"Laura Frey",4,1,"2019-09-26",4
"Leyton Stills",4,1,"2019-09-26",4
"Lo Mimieux",4,1,"2019-09-26",4
"Lorraine J. Kovach",4,1,"2019-09-26",4
"Loud Luxury",4,1,"2020-05-13",4
"Louk",4,2,"2021-04-26",2
"Lucas Vendrai",4,1,"2019-09-26",4
"Lummus Park",4,1,"2019-09-27",4
"MadeinTYO",4,4,"2019-12-21",1
"Mae Ji-Yoon",4,1,"2019-09-26",4
"Martin Jensen",4,1,"2021-02-11",4
"Matt van Stern",4,1,"2019-09-26",4
"Mbo Mentho",4,1,"2019-09-26",4
"Meghan Trainor",4,1,"2016-04-28",4
"N.E.R.D",4,1,"2018-05-30",4
"NEIKED",4,2,"2021-11-06",2
"Nardo Wick",4,3,"2022-01-09",1.33333333333333
"Nikki Lane",4,1,"2022-09-08",4
"ODIE",4,3,"2020-11-28",1.33333333333333
"Ola Gjeilo",4,1,"2019-09-27",4
"Oskar Schuster",4,1,"2019-09-26",4
"PRETTYMUCH",4,1,"2021-02-11",4
"Peter Bradley Adams",4,1,"2019-09-27",4
"Petra Birgisdottir",4,1,"2019-09-26",4
"Psalm Trees",4,1,"2020-10-30",4
"RLLBTS",4,3,"2020-11-27",1.33333333333333
"ROSALIA",4,1,"2020-05-29",4
"Raphael Lake",4,1,"2021-03-11",4
"Rauw Alejandro",4,1,"2021-08-08",4
"Rebour",4,1,"2019-09-26",4
"Relajar",4,1,"2019-09-26",4
"Renato Luigi",4,1,"2019-09-26",4
"Riccardo Lettiere",4,1,"2019-09-26",4
"Rixton",4,2,"2022-02-17",2
"Romaine LaGrande",4,1,"2019-09-26",4
"Roosevelt",4,1,"2022-02-17",4
"Ruben Galloway",4,1,"2019-09-26",4
"SHLOK",4,4,"2019-07-26",1
"Sad Frosty",4,1,"2020-05-07",4
"Saeko Seki",4,1,"2019-09-26",4
"Salil Chowdhury",4,2,"2020-08-10",2
"Sam Hunt",4,3,"2018-10-12",1.33333333333333
"SamuW",4,3,"2022-04-25",1.33333333333333
"Santo Trevisani",4,1,"2019-09-26",4
"Sergio Diaz De Rojas",4,1,"2019-09-26",4
"Shaun Taylor McManus",4,1,"2019-09-26",4
"Sigimund",4,1,"2019-09-26",4
"Simeon Walker",4,1,"2019-09-26",4
"Slow Fade Sailors",4,1,"2019-09-26",4
"Smash Mouth",4,2,"2019-03-08",2
"Snow in April",4,1,"2019-09-26",4
"Soul Legend",4,3,"2021-06-20",1.33333333333333
"Steven Mudd",4,1,"2019-09-27",4
"Sufi Ellman",4,1,"2019-09-26",4
"Sumsar",4,1,"2019-09-26",4
"Talat Mahmood",4,2,"2020-08-10",2
"The Alchemist",4,2,"2020-12-06",2
"The Byrds",4,2,"2020-06-23",2
"The Daydream Club",4,1,"2019-09-26",4
"Third Eye Blind",4,3,"2021-08-08",1.33333333333333
"Timbaland",4,3,"2016-04-20",1.33333333333333
"Tom Merrall",4,1,"2019-09-27",4
"Tonie Green",4,1,"2019-09-26",4
"Tosh Moller",4,1,"2019-09-27",4
"Towerz",4,4,"2021-12-09",1
"Trap Geek",4,4,"2022-12-09",1
"Tristan Eckerson",4,1,"2019-09-27",4
"VIC MENSA",4,2,"2022-02-04",2
"Valve Studio Orchestra",4,4,"2022-12-09",1
"Viljar Iversen",4,1,"2019-09-26",4
"Vonn the Pariah",4,4,"2022-12-09",1
"WZRD",4,3,"2021-01-11",1.33333333333333
"Wynton Marsalis",4,4,"2021-08-27",1
"Yeah Yeah Yeahs",4,1,"2021-10-23",4
"Young the Giant",4,4,"2022-02-11",1
"Yvng Jin",4,1,"2021-03-23",4
"Zo",4,1,"2018-02-16",4
"Zoe de Vera",4,1,"2019-09-27",4
"Zwera",4,1,"2019-09-26",4
"ayokay",4,1,"2021-08-16",4
"cxlt.",4,4,"2021-12-09",1
"fourwalls",4,4,"2021-04-29",1
"gnash",4,2,"2016-04-28",2
"harvoYT",4,4,"2022-12-09",1
"paris91",4,3,"2020-11-26",1.33333333333333
"tobi lou",4,4,"2019-07-06",1
"$uicideboy$",3,3,"2018-04-20",1
"2 Bandz",3,1,"2022-01-09",3
"24Lik",3,1,"2022-07-15",3
"<U+5434><U+4EA6><U+51E1>",3,1,"2018-08-23",3
"A.CHAL",3,1,"2018-09-05",3
"Aenor",3,1,"2019-10-07",3
"Alex Newell",3,1,"2022-09-10",3
"Amit Kumar",3,1,"2020-09-20",3
"Anarbor",3,2,"2021-08-10",1.5
"Andy Gbormittah",3,1,"2019-09-26",3
"Anthony Drawn",3,2,"2020-10-30",1.5
"Arelius",3,1,"2019-10-07",3
"Aron Edwards",3,1,"2019-09-26",3
"Bad Lip Reading",3,3,"2022-12-09",1
"Becky G",3,2,"2022-02-18",1.5
"Benny Dayal",3,2,"2020-04-08",1.5
"Bert",3,3,"2021-12-09",1
"BluntOne",3,3,"2021-04-27",1
"Bobby Dreamz BIG",3,2,"2021-02-13",1.5
"Boyish",3,1,"2022-05-27",3
"Cap Kendricks",3,3,"2020-11-27",1
"Carolina Liar",3,1,"2021-09-25",3
"Cast - Family Guy",3,3,"2022-12-09",1
"Chamath Sangeeth",3,1,"2021-10-05",3
"Chris Mazuera",3,3,"2021-12-09",1
"D. Savage",3,3,"2021-04-30",1
"DJ Scheme",3,3,"2021-04-30",1
"Dimitri Vegas & Like Mike",3,1,"2021-09-25",3
"Dion",3,2,"2019-01-28",1.5
"Don Diablo",3,2,"2016-04-30",1.5
"Dr. Dog",3,1,"2022-01-20",3
"Dream",3,1,"2021-03-11",3
"Dreamer Boy",3,1,"2020-11-22",3
"E I S U",3,2,"2021-08-02",1.5
"E-40",3,2,"2018-10-06",1.5
"EVAN GIIA",3,1,"2021-02-15",3
"Ed Sheeran & Justin Bieber",3,1,"2019-06-21",3
"Eearz",3,1,"2021-09-18",3
"Elior",3,3,"2021-12-09",1
"Elvis Presley",3,3,"2019-09-25",1
"Eye Knives",3,2,"2022-01-09",1.5
"FWC Big Key",3,3,"2022-09-16",1
"Fabrizio Paterlini",3,1,"2019-09-26",3
"Faces",3,2,"2020-01-14",1.5
"Falerina Paquet",3,1,"2019-09-27",3
"Fall Out Boy",3,3,"2022-08-23",1
"Farruko",3,1,"2022-03-19",3
"Fioretta Rizzo",3,1,"2019-09-26",3
"Flight",3,1,"2020-05-07",3
"Flughand",3,2,"2020-10-30",1.5
"Franz Liszt",3,3,"2018-11-25",1
"Free Nationals",3,2,"2021-04-30",1.5
"G Mills",3,2,"2021-08-02",1.5
"Half Moon Run",3,1,"2019-09-26",3
"Harris Jayaraj",3,2,"2021-10-03",1.5
"HawkOne",3,2,"2020-11-27",1.5
"Hior Chronik",3,1,"2019-09-27",3
"Hubert Daviz",3,2,"2021-02-14",1.5
"IAMPAUL",3,3,"2021-02-13",1
"IROCC",3,1,"2020-11-27",3
"Ian Wong",3,1,"2019-10-04",3
"Jef Martens",3,1,"2019-10-07",3
"Jim Perkins",3,1,"2019-09-27",3
"Johann Sebastian Bach",3,3,"2018-11-25",1
"Jose Feliciano",3,1,"2021-11-01",3
"Jost Esser",3,1,"2022-04-26",3
"Jr. Wellness",3,3,"2020-11-27",1
"Justin Rarri",3,1,"2020-01-02",3
"KC & The Sunshine Band",3,3,"2021-09-05",1
"Kasper Schill",3,1,"2019-09-27",3
"Keak Da Sneak",3,2,"2022-02-14",1.5
"Keef Hartley Band",3,3,"2020-09-29",1
"Ken Carson",3,1,"2021-09-11",3
"Kenny Chesney",3,3,"2020-03-18",1
"Kevin Gates",3,3,"2017-06-16",1
"Konteks",3,2,"2021-02-13",1.5
"Kyle Dion",3,1,"2020-11-22",3
"LESKY",3,3,"2020-10-31",1
"Layla Frost",3,1,"2019-09-26",3
"Leon Noel",3,1,"2019-09-27",3
"Lil Durk",3,3,"2022-01-09",1
"Little Bruce",3,1,"2022-08-29",3
"Loafy Building",3,2,"2020-11-27",1.5
"Ludovico Einaudi",3,1,"2019-09-26",3
"Lukas Graham",3,1,"2020-10-03",3
"Luke Christopher",3,1,"2021-03-11",3
"Luxury Tax",3,3,"2021-03-29",1
"MO",3,1,"2019-01-16",3
"Made in M",3,3,"2020-10-30",1
"Mano",3,3,"2021-09-02",1
"Mark Chesnutt",3,3,"2020-03-18",1
"Mark Souzek",3,1,"2019-10-07",3
"Mary Shannon",3,1,"2021-02-11",3
"Max Drazen",3,1,"2022-05-27",3
"Mondo Loops",3,3,"2021-12-09",1
"Nel Brim",3,1,"2019-09-27",3
"No Fun Haus",3,1,"2022-05-02",3
"No Rome",3,2,"2021-11-17",1.5
"No Spirit",3,3,"2021-04-27",1
"Nujabes",3,3,"2020-10-31",1
"Nvmb.",3,3,"2021-04-22",1
"Oasis",3,2,"2022-04-12",1.5
"Olly Murs",3,1,"2020-01-13",3
"Ossie Woods",3,1,"2019-09-26",3
"P. B. Sreenivas",3,3,"2021-08-30",1
"Passion Pit",3,1,"2016-04-18",3
"Paul Grant",3,1,"2020-10-30",3
"Payroll Giovanni & Cardo",3,1,"2022-02-14",3
"Peter Broderick",3,1,"2019-09-27",3
"Peter Kind",3,2,"2020-10-30",1.5
"Premo Rice",3,1,"2022-05-24",3
"Purrple Cat",3,3,"2021-04-22",1
"R. D. Burman",3,3,"2021-02-19",1
"Raimu",3,3,"2021-04-29",1
"Rashid Ali",3,1,"2020-08-09",3
"Ravi Shankar",3,3,"2020-09-25",1
"Ray Charles",3,2,"2020-11-06",1.5
"Rexx Life Raj",3,2,"2022-01-21",1.5
"Rod Wave",3,2,"2022-01-09",1.5
"Royksopp",3,1,"2016-04-25",3
"Rvssian",3,1,"2020-07-09",3
"SSGKobe",3,2,"2021-09-11",1.5
"Saib",3,3,"2020-11-27",1
"Saltyyyy V",3,2,"2020-10-30",1.5
"Sam Eber",3,1,"2019-09-27",3
"Sebastian Ingrosso",3,1,"2016-04-23",3
"Shuko",3,2,"2020-11-26",1.5
"Sigrid Vass",3,1,"2019-09-27",3
"Simon & Garfunkel",3,1,"2022-08-15",3
"Skengdo",3,3,"2020-12-12",1
"Skizzy Mars",3,1,"2019-04-12",3
"Starship",3,1,"2022-11-01",3
"Stellar",3,1,"2020-11-24",3
"Stormzy",3,3,"2022-10-15",1
"Styx",3,1,"2018-07-14",3
"Summers Sons",3,3,"2020-10-31",1
"Sunil Dutt",3,3,"2020-09-12",1
"Survivor",3,1,"2017-10-25",3
"Swae Lee",3,2,"2020-11-22",1.5
"SwuM",3,2,"2020-10-30",1.5
"T.I.",3,2,"2021-10-13",1.5
"Talking Heads",3,3,"2020-08-13",1
"Team Astro",3,3,"2021-04-27",1
"The Buttertones",3,1,"2021-07-28",3
"The Clash",3,3,"2019-09-10",1
"The Countdown Kids",3,3,"2022-09-09",1
"The Cure",3,1,"2022-08-22",3
"The Lovin' Spoonful",3,1,"2019-09-25",3
"The Memphis Horns",3,3,"2020-06-15",1
"The Notorious B.I.G.",3,2,"2020-01-14",1.5
"The Zombies",3,1,"2020-08-31",3
"Thirupathi V Sathyanarayana",3,1,"2021-02-03",3
"Tommy James & The Shondells",3,1,"2022-10-02",3
"Torky Tork",3,2,"2020-10-30",1.5
"Tracy Byrd",3,3,"2020-03-18",1
"Two Door Cinema Club",3,3,"2022-02-11",1
"UMI",3,2,"2020-11-22",1.5
"UNCOMMENN",3,2,"2020-10-30",1.5
"Uamee",3,3,"2022-12-09",1
"Vampire Weekend",3,1,"2022-02-14",3
"Vistoso Bosses",3,1,"2022-10-15",3
"Vitamin String Quartet",3,3,"2017-09-05",1
"Vontmer",3,1,"2019-10-07",3
"Way Beyond",3,1,"2019-10-07",3
"Yasumu",3,3,"2020-11-27",1
"Yo Gotti",3,2,"2017-09-21",1.5
"amies",3,3,"2021-04-22",1
"dryhope",3,1,"2021-04-22",3
"easy life",3,1,"2022-05-27",3
"eugenio izzi",3,3,"2021-12-09",1
"gianni & kyle",3,2,"2020-01-13",1.5
"khoa",3,1,"2021-02-14",3
"mell-o",3,3,"2021-12-09",1
"mzpb",3,1,"2019-06-10",3
"2 Friends Remixes",2,1,"2021-06-27",2
"88GLAM",2,1,"2020-03-07",2
"A Tribe Called Quest",2,2,"2020-10-31",1
"Al Green",2,2,"2019-09-25",1
"Alfie Templeman",2,1,"2022-05-27",2
"Alicia Keys",2,2,"2017-09-05",1
"Amanda Seyfried",2,1,"2021-06-19",2
"Anti Lilly",2,2,"2020-10-31",1
"Anuradha Paudwal",2,2,"2020-08-09",1
"Asher Roth",2,2,"2020-10-31",1
"Atif Aslam",2,2,"2019-07-05",1
"BEAM",2,1,"2022-06-18",2
"BORNS",2,2,"2019-03-30",1
"Babyface",2,1,"2022-11-29",2
"Backstreet Boys",2,1,"2022-06-16",2
"Bakar",2,2,"2021-10-17",1
"Bankrol Hayden",2,2,"2020-03-07",1
"Bcalm",2,2,"2021-04-22",1
"Bdcmbio",2,2,"2022-12-09",1
"Ben E. King",2,1,"2019-01-28",2
"Benny The Butcher",2,1,"2022-10-20",2
"Benny Treskow",2,1,"2019-09-26",2
"Bhad Bhabie",2,2,"2017-10-25",1
"Bhupen Hazarika",2,2,"2021-02-19",1
"Big Willy Status",2,2,"2022-12-09",1
"Bing Crosby",2,2,"2021-11-01",1
"Blac Youngsta",2,1,"2022-02-11",2
